event_index,Team,Player,X,Y,X2,Y2,X3,Y3,Distance,game_id,home_team,away_team
158,e,33,0.08,39.84,-82.38,-4.55,,,93.65,18977,Velodrome,HollowBrook
159,e,33,-0.31,39.84,-82.23,-4.63,,,93.21,18977,Velodrome,HollowBrook
160,e,39,-82.38,-4.70,-86.46,-13.24,,,9.46,18977,Velodrome,HollowBrook
161,e,84,-87.23,-13.39,-98.54,-6.09,,,13.46,18977,Velodrome,HollowBrook
162,e,84,-98.54,-5.39,-92.69,30.76,,,36.62,18977,Velodrome,HollowBrook
162,e,87,-93.69,31.22,,,,,31.57,18977,Velodrome,HollowBrook
163,e,87,-90.85,31.45,-71.23,37.07,,,20.40,18977,Velodrome,HollowBrook
164,e,87,-70.54,37.45,-25.69,38.99,,,44.87,18977,Velodrome,HollowBrook
165,e,87,-70.38,36.91,-26.08,38.84,,,44.35,18977,Velodrome,HollowBrook
165,e,49,-36.08,22.45,-27.77,33.53,,,13.85,18977,Velodrome,HollowBrook
164,e,49,-36.31,22.14,-28.38,33.38,,,13.74,18977,Velodrome,HollowBrook
164,o,33,-26.00,39.22,,,,,74.21,18977,Velodrome,HollowBrook
165,o,33,-25.15,39.45,,,,,75.05,18977,Velodrome,HollowBrook
166,o,33,-26.77,39.22,,,,,73.56,18977,Velodrome,HollowBrook
167,e,33,-25.31,39.53,-33.38,38.07,,,8.21,18977,Velodrome,HollowBrook
167,o,87,-33.31,38.07,,,,,67.46,18977,Velodrome,HollowBrook
168,e,33,-31.23,40.38,-61.15,37.30,,,30.08,18977,Velodrome,HollowBrook
169,e,33,-61.23,37.38,-72.92,-39.63,,,77.88,18977,Velodrome,HollowBrook
170,e,33,-61.62,37.53,-72.85,-40.09,,,78.42,18977,Velodrome,HollowBrook
170,e,13,-50.31,-8.32,-65.08,-7.47,,,14.79,18977,Velodrome,HollowBrook
169,e,13,-51.46,-8.39,-64.62,-7.39,,,13.19,18977,Velodrome,HollowBrook
169,o,87,-54.31,13.07,-63.69,8.45,,,10.46,18977,Velodrome,HollowBrook
170,o,87,-54.31,13.07,-63.77,8.07,,,10.70,18977,Velodrome,HollowBrook
171,e,84,-56.08,-15.01,-25.15,-10.39,,,31.27,18977,Velodrome,HollowBrook
171,o,13,-56.85,10.14,-29.92,-11.16,,,34.33,18977,Velodrome,HollowBrook
172,e,84,-25.15,-10.24,24.69,-1.86,,,50.55,18977,Velodrome,HollowBrook
173,e,84,24.77,-2.16,47.46,6.99,,,24.47,18977,Velodrome,HollowBrook
173,e,49,23.62,-9.39,45.92,-3.24,,,23.14,18977,Velodrome,HollowBrook
173,o,26,33.31,3.14,51.15,9.38,,,18.90,18977,Velodrome,HollowBrook
173,o,18,37.15,-9.70,51.46,-2.47,,,16.03,18977,Velodrome,HollowBrook
173,o,33,23.46,21.91,44.69,10.68,,,24.02,18977,Velodrome,HollowBrook
174,e,84,47.31,7.61,87.15,-0.01,,,40.57,18977,Velodrome,HollowBrook
175,o,84,47.46,7.14,87.31,0.14,,,40.46,18977,Velodrome,HollowBrook
174,o,99,87.08,0.38,,,,,1.96,18977,Velodrome,HollowBrook
175,e,99,86.62,0.53,,,,,2.44,18977,Velodrome,HollowBrook
176,e,99,86.38,0.61,,,,,2.68,18977,Velodrome,HollowBrook
174,o,26,52.92,6.45,,,,,36.65,18977,Velodrome,HollowBrook
