Period,Team,Player,Type,X,Y,X2,Y2,Distance,Index,PlayLocation
1,Home,70,Shot,2.96,-4.25,,,86.15,344,Play
1,Away,15,Shot,-16.61,-11.82,,,73.35,344,Play
1,Home,70,Shot,3.04,-4.34,23.30,-23.47,27.87,345,Play
1,Home,14,Shot,11.22,-32.08,21.22,-26.77,11.32,345,Play
1,Home,70,Shot,23.74,-23.29,67.74,-40.86,47.38,346,Play
1,Away,13,Shot,68.70,-39.03,82.96,-27.64,18.25,348,Play
1,Away,13,Shot,83.48,-27.82,-91.65,28.71,184.03,349,Play
1,Home,70,Shot,68.78,-21.64,63.39,-38.34,17.54,350,Play
1,Home,14,Shot,62.70,-39.12,,,47.14,350,Play
1,Away,15,Shot,69.22,-21.73,,,29.38,350,Play
1,Away,3,Shot,66.09,-38.68,,,44.96,351,Play
1,Home,14,Shot,65.57,-39.55,,,45.98,351,Play
1,Home,87,Shot,45.83,-41.03,,,59.56,352,Play
1,Away,3,Shot,47.65,-40.25,,,57.70,352,Play
1,Home,87,Shot,46.09,-39.03,,,58.01,353,Play
1,Home,87,Shot,49.13,-37.82,66.70,-22.16,23.53,354,Play
1,Home,87,Shot,66.87,-22.42,77.83,16.27,40.22,355,Play
1,Home,75,Shot,73.57,19.92,78.17,16.36,5.83,355,Play
1,Home,75,Shot,77.57,15.49,98.87,3.40,24.49,356,Play
1,Away,3,Shot,86.26,-9.55,97.91,-9.29,11.66,357,Play
1,Home,87,Shot,85.39,-5.82,90.78,-7.64,5.69,357,Play
1,Away,3,Shot,97.30,-9.64,23.22,15.32,78.18,358,Play
1,Away,6,Shot,27.39,0.01,23.57,15.84,16.28,358,Play
1,Home,87,Shot,90.61,-7.73,,,7.89,358,Play
1,Away,6,Shot,12.87,22.53,-1.74,40.27,22.98,360,Play
1,Away,6,Shot,-0.87,39.49,,,96.57,361,Play
1,Home,84,Shot,-9.83,35.05,-0.26,39.92,10.73,361,Play
1,Away,11,Shot,0.17,-37.73,-24.43,-17.03,32.15,362,Play
1,Away,11,Shot,-24.26,-16.16,-54.09,-3.99,32.21,363,Play
1,Home,14,Shot,-27.04,-28.25,-61.04,-6.60,40.31,363,Play
1,Home,87,Shot,-45.74,-2.25,-60.78,-0.08,15.20,363,Play
1,Home,75,Shot,-44.96,14.01,-56.35,11.32,11.71,363,Play
1,Home,84,Shot,-10.09,30.79,-37.48,23.58,28.33,363,Play
1,Away,11,Shot,-54.43,-3.73,-73.48,-22.08,26.44,364,Play
1,Home,14,Shot,-60.78,-6.42,-70.87,-15.38,13.49,364,Play
1,Home,87,Shot,-61.39,-0.42,-67.04,-5.21,7.40,364,Play
1,Home,75,Shot,-57.83,11.14,-67.04,9.66,9.34,364,Play
1,Home,84,Shot,-37.74,23.58,-64.52,18.71,27.22,364,Play
1,Away,11,Shot,-73.13,-21.90,-86.78,-3.21,23.15,365,Play
1,Home,39,Shot,-87.04,-4.08,,,4.52,365,Play
1,Home,87,Shot,-66.87,-4.95,,,22.68,365,Play
1,Home,14,Shot,-71.22,-14.68,,,23.06,365,Play
1,Home,75,Shot,-68.96,8.79,,,21.89,365,Play
1,Home,39,Shot,-86.61,-4.25,-84.26,-8.77,5.09,367,Play
1,Away,11,Shot,-86.26,-9.03,,,9.44,367,Play
1,Home,75,Shot,-74.78,9.49,-40.87,0.97,34.97,368,Play
1,Home,75,Shot,-40.35,1.14,,,48.67,369,Play
1,Away,5,Shot,-40.87,0.01,,,48.13,369,Play
1,Away,5,Shot,-48.26,2.10,-99.13,-7.82,51.83,370,Play
1,Home,84,Shot,-72.78,6.45,-62.35,1.49,11.55,370,Play
1,Home,70,Shot,-65.30,11.84,-57.91,1.23,12.93,370,Play
1,Home,87,Shot,-98.61,-7.73,,,12.33,371,Play
1,Home,87,Shot,-98.26,-8.86,-91.48,-23.47,16.11,372,Play
1,Away,5,Shot,-78.70,-4.68,-80.09,-15.47,10.87,372,Play
1,Home,87,Shot,-91.22,-22.68,-61.83,-10.42,31.85,373,Play
1,Home,75,Shot,-47.48,30.36,-41.13,25.66,7.90,373,Play
1,Away,11,Shot,-68.17,-0.60,-61.83,-10.60,11.84,373,Play
1,Home,87,Shot,-61.83,-10.77,-1.39,6.79,62.94,374,Play
1,Home,75,Shot,-40.78,25.84,-2.43,4.01,44.12,374,Play
1,Away,11,Shot,-59.13,-9.55,-35.13,-10.16,24.01,374,Play
1,Home,75,Shot,18.43,1.92,42.26,3.23,23.86,375,Play
1,Home,70,Shot,24.26,38.53,37.30,25.66,18.32,375,Play
1,Away,13,Shot,41.39,2.53,46.26,5.05,5.48,375,Play
1,Away,12,Shot,40.61,31.32,51.04,21.49,14.33,375,Play
1,Home,75,Shot,43.48,2.88,38.35,25.23,22.93,376,Play
1,Home,70,Shot,37.83,24.79,,,56.86,376,Play
1,Home,70,Shot,40.09,25.58,35.57,35.92,11.29,377,Play
1,Home,70,Shot,34.78,36.27,54.70,2.10,39.55,378,Play
1,Home,24,Shot,46.96,-24.25,56.35,-20.34,10.17,378,Play
1,Away,11,Shot,47.65,-5.82,55.83,2.18,11.44,378,Play
1,Away,5,Shot,26.43,16.45,36.26,20.27,10.54,378,Play
1,Away,12,Shot,55.65,24.45,40.96,28.53,15.25,378,Play
1,Away,9,Shot,56.87,18.27,49.91,21.92,7.86,378,Play
