Period,Team,Player,Type,X,Y,X2,Y2,Distance,Index,PlayLocation
1,Home,93,Shot,-24.43,18.18,-38.43,28.97,17.67,53,Play
1,Away,14,Shot,-22.26,32.45,-51.30,18.10,32.39,54,Play
1,Home,91,Shot,-12.09,10.10,-44.09,17.40,32.82,54,Play
1,Home,22,Shot,-32.09,6.10,-50.35,11.05,18.92,54,Play
1,Home,93,Shot,-38.17,28.71,-53.04,18.18,18.22,54,Play
1,Away,14,Shot,-82.78,-38.95,-86.43,-33.64,6.44,55,Play
1,Away,7,Shot,-66.26,-19.47,-69.30,-17.21,3.79,55,Location
1,Home,22,Shot,-87.13,-33.73,,,33.78,55,Location
1,Home,22,Shot,-86.87,-32.60,-96.78,-3.29,30.94,57,Location
1,Away,16,Shot,-83.22,-32.16,-92.52,-5.82,27.94,57,Location
1,Home,22,Shot,-97.39,1.75,-72.70,40.88,46.27,58,Location
1,Home,91,Shot,-70.26,41.05,,,45.13,58,Location
1,Home,91,Shot,-68.17,40.71,-22.96,41.14,45.22,59,Play
1,Home,91,Shot,-21.83,40.53,,,78.46,60,Play
1,Away,14,Shot,-21.22,39.05,31.91,33.66,53.40,61,Play
1,Away,12,Shot,32.70,33.49,-28.26,40.71,61.38,62,Play
1,Away,16,Shot,-28.87,40.10,,,72.27,63,Play
1,Home,93,Shot,-28.43,34.53,,,69.72,63,Play
1,Home,93,Shot,-28.00,34.62,-34.26,38.71,7.48,64,Play
1,Away,16,Shot,-19.65,37.05,,,78.63,64,Play
1,Home,93,Shot,-33.39,38.18,,,67.46,65,Play
1,Home,93,Shot,-33.48,37.75,5.57,2.79,52.41,65,Play
1,Away,16,Shot,-28.26,39.40,-25.30,36.10,4.43,65,Play
