Period,Team,Player,Type,X,Y,X2,Y2,Distance,Index,PlayLocation
1,Away,5,Shot,-87.91,-35.47,,,35.48,7,Play
1,Home,14,Shot,-87.39,-36.34,-99.13,1.23,39.36,8,Play
1,Home,14,Shot,-99.13,1.23,-89.48,35.49,35.59,8,Play
1,Home,14,Shot,-88.87,35.05,,,35.05,9,Play
1,Home,84,Shot,-84.52,37.05,,,37.32,10,Location
1,Away,5,Shot,-79.65,39.92,,,41.00,10,Location
1,Away,5,Shot,-80.00,38.97,,,39.99,10,Play
1,Home,84,Shot,-80.43,38.36,-96.87,24.45,21.53,11,Play
1,Home,84,Shot,-96.35,24.10,-77.91,40.27,24.52,12,Play
1,Home,84,Shot,-96.26,24.71,,,25.75,12,Location
1,Home,70,Shot,-65.48,41.23,,,47.47,12,Location
1,Away,5,Shot,-77.04,39.32,,,41.09,12,Location
1,Away,84,Shot,-78.35,39.32,,,40.73,13,Play
1,Away,5,Shot,-72.35,40.10,-60.09,33.23,14.05,14,Play
1,Home,84,Shot,-73.13,38.45,-61.91,31.40,13.25,14,Location
1,Away,5,Shot,-59.22,32.97,-55.22,25.49,8.48,15,Play
1,Away,11,Shot,-54.70,13.58,,,36.89,15,Location
1,Home,70,Shot,-53.22,20.45,,,41.21,15,Location
1,Home,84,Shot,-59.74,27.92,,,40.45,15,Location
1,Away,5,Shot,-53.22,20.45,,,41.21,16,Play
1,Home,70,Shot,-53.48,19.84,-55.22,-34.08,53.94,17,Play
1,Home,70,Shot,-54.61,-34.25,-13.48,-6.68,49.51,18,Play
1,Home,70,Shot,-54.96,-33.29,,,47.62,18,Location
1,Home,87,Shot,-5.30,5.14,,,83.85,18,Location
1,Away,9,Shot,-14.78,-6.08,,,74.47,18,Location
1,Away,5,Shot,-31.48,-23.55,,,62.16,18,Location
1,Away,9,Shot,-13.83,-6.08,-18.78,21.49,28.01,21,Location
1,Away,5,Shot,-6.52,-12.42,-23.74,5.32,24.72,21,Location
1,Away,11,Shot,2.35,-37.64,-23.48,-33.29,26.19,21,Location
1,Home,84,Shot,-31.13,15.14,-21.39,10.45,10.81,21,Location
1,Home,70,Shot,-54.52,-33.90,-50.96,-12.08,22.12,21,Location
1,Home,87,Shot,-0.52,9.49,-10.78,21.32,15.66,21,Location
1,Home,14,Shot,-5.04,-3.38,-20.17,7.14,18.43,21,Location
1,Away,9,Shot,-18.78,21.58,-58.17,31.05,40.52,22,Location
1,Away,5,Shot,-15.13,-5.99,-62.52,2.79,48.20,22,Location
1,Away,11,Shot,-24.09,-32.95,-67.04,-7.47,49.94,22,Location
1,Home,84,Shot,-21.13,10.45,-60.17,27.92,42.78,22,Location
1,Home,70,Shot,-53.48,-10.34,-76.87,2.79,26.82,22,Location
1,Home,87,Shot,-12.26,21.49,-50.96,26.88,39.07,22,Location
1,Home,14,Shot,-19.74,6.97,-59.57,-2.68,40.98,22,Location
1,Away,9,Shot,-58.78,32.88,-62.09,41.75,9.47,23,Location
1,Away,11,Shot,-65.83,-7.38,-63.91,15.75,23.21,23,Location
1,Away,5,Shot,-62.00,3.05,-69.04,10.88,10.53,23,Location
1,Home,84,Shot,-61.83,31.92,-62.26,38.10,6.19,23,Location
1,Home,70,Shot,-76.17,4.10,-73.57,10.79,7.19,23,Location
1,Home,87,Shot,-49.91,27.23,-68.00,7.58,26.71,23,Location
1,Home,14,Shot,-60.61,-2.42,-64.87,5.49,8.99,23,Location
1,Away,9,Shot,-59.91,40.79,-63.57,35.32,6.58,24,Play
1,Home,9,Shot,-60.78,40.79,,,49.60,24,Location
1,Away,9,Shot,-60.43,40.53,,,49.59,24,Location
1,Away,11,Shot,-61.83,24.18,,,36.38,24,Location
1,Away,5,Shot,-63.83,12.53,,,28.12,24,Location
1,Home,84,Shot,-59.22,33.92,,,45.14,24,Location
1,Home,70,Shot,-72.43,11.40,,,20.11,24,Location
1,Home,70,Shot,-69.22,19.40,-24.61,36.88,47.91,26,Play
1,Home,75,Shot,-54.00,35.66,-17.13,26.97,37.88,26,Location
1,Home,14,Shot,-63.22,7.84,-26.26,7.05,36.96,26,Location
1,Away,9,Shot,-55.65,23.58,-25.39,27.84,30.56,26,Location
1,Away,5,Shot,-60.52,19.14,-31.65,20.36,28.90,26,Location
1,Away,10,Shot,-18.35,-21.12,7.91,-13.12,27.45,26,Location
1,Away,4,Shot,-30.09,39.66,2.35,31.58,33.43,26,Location
1,Away,70,Shot,-24.35,36.97,24.96,35.66,49.32,27,Play
1,Home,70,Shot,-24.87,37.14,24.70,39.58,49.62,27,Play
1,Home,75,Shot,-17.74,27.40,24.43,20.01,42.82,27,Play
1,Home,14,Shot,-26.52,7.66,23.83,12.27,50.56,27,Play
1,Away,10,Shot,7.83,-13.03,38.17,-1.29,32.54,27,Play
1,Away,4,Shot,2.35,31.66,39.04,31.58,36.70,27,Play
1,Away,9,Shot,-25.39,27.23,8.35,11.75,37.12,27,Play
1,Away,5,Shot,-31.83,19.84,-4.78,22.18,27.15,27,Play
1,Home,70,Shot,25.65,40.01,51.57,15.40,35.74,28,Play
1,Home,75,Shot,23.91,19.92,51.30,-5.64,37.47,28,Play
1,Home,14,Shot,23.57,12.27,64.35,10.01,40.85,28,Play
1,Away,10,Shot,39.22,-1.90,66.35,2.88,27.55,28,Play
1,Away,4,Shot,39.22,31.75,56.87,15.14,24.24,28,Play
1,Away,9,Shot,9.30,12.01,47.30,11.75,38.00,28,Play
1,Away,5,Shot,-5.13,22.01,29.65,24.01,34.84,28,Play
1,Home,70,Shot,52.00,15.40,87.13,-3.21,39.75,29,Play
1,Home,14,Shot,64.61,10.18,,,26.43,29,Location
1,Away,1,Shot,84.35,0.62,,,4.69,29,Location
1,Away,10,Shot,66.43,3.05,,,22.77,29,Location
1,Away,4,Shot,58.09,14.18,,,34.01,29,Location
1,Away,9,Shot,48.43,12.18,,,42.36,29,Location
1,Away,1,Shot,86.52,-2.34,84.70,-11.73,9.57,30,Play
1,Home,70,Shot,82.09,-10.68,85.30,-7.38,4.61,32,Play
1,Away,10,Shot,85.30,-7.12,85.83,-7.38,0.58,32,Location
1,Home,14,Shot,95.74,-25.73,98.52,-0.77,25.11,33,Play
1,Away,11,Shot,61.83,5.32,21.04,39.40,53.15,35,Location
1,Away,10,Shot,98.87,-0.68,85.83,37.84,40.67,35,Play
1,Away,10,Shot,86.09,37.75,23.13,41.32,63.06,35,Play
1,Home,22,Shot,30.52,-17.55,7.39,6.53,33.39,35,Location
1,Home,93,Shot,29.13,6.71,21.65,38.45,32.61,35,Location
1,Away,11,Shot,22.09,40.18,-24.43,39.92,46.52,37,Location
1,Home,22,Shot,7.91,6.97,-26.17,22.45,37.44,37,Location
1,Home,93,Shot,20.78,37.66,-23.30,36.97,44.09,37,Location
1,Away,11,Shot,-24.87,39.75,-64.70,-6.95,61.37,38,Play
1,Home,22,Shot,-26.52,22.10,-64.26,-2.25,44.91,38,Location
1,Home,93,Shot,-24.70,36.88,-67.30,13.32,48.69,38,Location
1,Away,11,Shot,-65.91,-6.68,-85.65,-1.03,20.53,39,Play
1,Home,39,Shot,-84.61,-2.86,,,5.24,39,Location
1,Home,22,Shot,-64.35,-2.42,,,24.77,39,Location
1,Home,93,Shot,-68.26,12.27,,,24.10,39,Location
1,Home,39,Shot,-84.96,-1.47,-99.04,14.10,20.99,41,Play
1,Home,93,Shot,-67.57,12.10,-97.83,13.58,30.30,41,Play
1,Home,93,Shot,-98.09,15.05,-64.26,40.27,42.19,42,Play
1,Home,75,Shot,-43.74,39.32,-47.48,39.23,3.74,42,Location
1,Away,4,Shot,-60.70,40.45,-61.48,40.27,0.80,42,Play
1,Away,44,Shot,-59.74,40.01,,,49.57,42,Play
1,Home,75,Shot,-49.04,38.97,,,55.81,42,Play
1,Home,42,Shot,-66.96,26.36,-98.61,-4.42,44.15,45,Play
1,Away,4,Shot,-65.04,28.88,-66.35,26.71,2.54,45,Location
1,Home,42,Shot,-79.83,-32.25,-48.52,-16.16,35.20,46,Play
1,Away,5,Shot,-72.87,0.27,-54.87,-9.55,20.51,46,Play
1,Away,7,Shot,-66.78,-37.82,-39.04,-14.42,36.29,46,Play
1,Home,42,Shot,-48.61,-16.77,-13.65,-26.77,36.36,47,Play
1,Home,24,Shot,-13.57,-27.03,,,80.13,47,Location
1,Away,5,Shot,-47.04,-12.42,,,43.76,47,Location
1,Away,7,Shot,-32.87,-18.86,,,59.21,47,Location
1,Home,24,Shot,-11.74,-25.82,,,81.46,49,Location
1,Away,12,Shot,49.30,-21.73,55.65,-5.38,17.54,50,Location
1,Home,24,Shot,40.70,1.75,,,48.34,51,Location
1,Home,42,Shot,34.43,14.10,,,56.36,51,Location
1,Away,12,Shot,54.96,-4.51,23.83,15.23,36.86,51,Play
1,Away,14,Shot,21.57,21.75,-22.78,32.53,45.64,53,Play
1,Home,91,Shot,14.17,-7.73,-11.65,10.10,31.38,53,Play
1,Home,22,Shot,2.09,-13.99,-32.52,5.84,39.89,53,Play
