rink_zone_id,zone_code,zone_name,granularity,x_min,x_max,y_min,y_max,zone,danger,side,x_description,y_description
RZDZ34,DZ34,half way to dot to dot - dot to half way to dot,fine,-69.0,-76.5,-22.5,-15.0,defensive,mid,right,half way to dot to dot,dot to half way to dot
RZDZ35,DZ35,half way to dot to dot - half way to dot to hash,fine,-69.0,-76.5,-15.0,-7.5,defensive,mid,right,half way to dot to dot,half way to dot to hash
RZDZ36,DZ36,half way to dot to dot - hash to post,fine,-69.0,-76.5,-7.5,-5.5,defensive,high,center,half way to dot to dot,hash to post
RZDZ37,DZ37,half way to dot to dot - post to post,fine,-69.0,-76.5,-5.5,5.5,defensive,high,center,half way to dot to dot,post to post
RZDZ38,DZ38,half way to dot to dot - hash to post,fine,-69.0,-76.5,5.5,7.5,defensive,high,center,half way to dot to dot,hash to post
RZDZ39,DZ39,half way to dot to dot - hash to half way to dot,fine,-69.0,-76.5,7.5,15.0,defensive,mid,left,half way to dot to dot,hash to half way to dot
RZDZ40,DZ40,half way to dot to dot - half way to dot to dot,fine,-69.0,-76.5,15.0,22.5,defensive,mid,left,half way to dot to dot,half way to dot to dot
RZDZ41,DZ41,half way to dot to dot - dot to half way to dot,fine,-69.0,-76.5,22.5,30.0,defensive,low,left,half way to dot to dot,dot to half way to dot
RZDZ42,DZ42,half way to dot to dot - half way to dot to hash,fine,-69.0,-76.5,30.0,37.5,defensive,low,left,half way to dot to dot,half way to dot to hash
RZDZ43,DZ43,half way to dot to dot - hash to boards,fine,-69.0,-76.5,37.5,42.5,defensive,low,left,half way to dot to dot,hash to boards
RZDZ44,DZ44,dot to half way to dot - boards to hash,fine,-61.5,-69.0,-42.5,-37.5,defensive,low,right,dot to half way to dot,boards to hash
RZDZ45,DZ45,dot to half way to dot - hash to half way to dot,fine,-61.5,-69.0,-37.5,-30.0,defensive,low,right,dot to half way to dot,hash to half way to dot
RZDZ46,DZ46,dot to half way to dot - half way to dot to dot,fine,-61.5,-69.0,-30.0,-22.5,defensive,low,right,dot to half way to dot,half way to dot to dot
RZDZ47,DZ47,dot to half way to dot - dot to half way to dot,fine,-61.5,-69.0,-22.5,-15.0,defensive,mid,right,dot to half way to dot,dot to half way to dot
RZDZ48,DZ48,dot to half way to dot - half way to dot to hash,fine,-61.5,-69.0,-15.0,-7.5,defensive,mid,right,dot to half way to dot,half way to dot to hash
RZDZ49,DZ49,dot to half way to dot - hash to post,fine,-61.5,-69.0,-7.5,-5.5,defensive,mid,center,dot to half way to dot,hash to post
RZDZ50,DZ50,dot to half way to dot - post to post,fine,-61.5,-69.0,-5.5,5.5,defensive,mid,center,dot to half way to dot,post to post
RZDZ51,DZ51,dot to half way to dot - hash to post,fine,-61.5,-69.0,5.5,7.5,defensive,mid,center,dot to half way to dot,hash to post
RZDZ52,DZ52,dot to half way to dot - hash to half way to dot,fine,-61.5,-69.0,7.5,15.0,defensive,mid,left,dot to half way to dot,hash to half way to dot
RZDZ53,DZ53,dot to half way to dot - half way to dot to dot,fine,-61.5,-69.0,15.0,22.5,defensive,mid,left,dot to half way to dot,half way to dot to dot
RZDZ54,DZ54,dot to half way to dot - dot to half way to dot,fine,-61.5,-69.0,22.5,30.0,defensive,low,left,dot to half way to dot,dot to half way to dot
RZDZ55,DZ55,dot to half way to dot - half way to dot to hash,fine,-61.5,-69.0,30.0,37.5,defensive,low,left,dot to half way to dot,half way to dot to hash
RZDZ56,DZ56,dot to half way to dot - hash to boards,fine,-61.5,-69.0,37.5,42.5,defensive,low,left,dot to half way to dot,hash to boards
RZDZ57,DZ57,half way to dot to top of circle - boards to hash,fine,-54.0,-61.5,-42.5,-37.5,defensive,low,right,half way to dot to top of circle,boards to hash
RZDZ58,DZ58,half way to dot to top of circle - hash to half way to dot,fine,-54.0,-61.5,-37.5,-30.0,defensive,low,right,half way to dot to top of circle,hash to half way to dot
RZDZ59,DZ59,half way to dot to top of circle - half way to dot to dot,fine,-54.0,-61.5,-30.0,-22.5,defensive,low,right,half way to dot to top of circle,half way to dot to dot
RZDZ60,DZ60,half way to dot to top of circle - dot to half way to dot,fine,-54.0,-61.5,-22.5,-15.0,defensive,mid,right,half way to dot to top of circle,dot to half way to dot
RZDZ61,DZ61,half way to dot to top of circle - half way to dot to hash,fine,-54.0,-61.5,-15.0,-7.5,defensive,mid,right,half way to dot to top of circle,half way to dot to hash
RZDZ62,DZ62,half way to dot to top of circle - hash to post,fine,-54.0,-61.5,-7.5,-5.5,defensive,mid,center,half way to dot to top of circle,hash to post
RZDZ63,DZ63,half way to dot to top of circle - post to post,fine,-54.0,-61.5,-5.5,5.5,defensive,mid,center,half way to dot to top of circle,post to post
RZDZ64,DZ64,half way to dot to top of circle - hash to post,fine,-54.0,-61.5,5.5,7.5,defensive,mid,center,half way to dot to top of circle,hash to post
RZDZ65,DZ65,half way to dot to top of circle - hash to half way to dot,fine,-54.0,-61.5,7.5,15.0,defensive,mid,left,half way to dot to top of circle,hash to half way to dot
RZDZ66,DZ66,half way to dot to top of circle - half way to dot to dot,fine,-54.0,-61.5,15.0,22.5,defensive,mid,left,half way to dot to top of circle,half way to dot to dot
RZDZ67,DZ67,half way to dot to top of circle - dot to half way to dot,fine,-54.0,-61.5,22.5,30.0,defensive,low,left,half way to dot to top of circle,dot to half way to dot
RZDZ68,DZ68,half way to dot to top of circle - half way to dot to hash,fine,-54.0,-61.5,30.0,37.5,defensive,low,left,half way to dot to top of circle,half way to dot to hash
RZDZ69,DZ69,half way to dot to top of circle - hash to boards,fine,-54.0,-61.5,37.5,42.5,defensive,low,left,half way to dot to top of circle,hash to boards
RZDZ70,DZ70,top of circle to half way to blue - boards to hash,fine,-38.5,-54.0,-42.5,-37.5,defensive,low,right,top of circle to half way to blue,boards to hash
RZDZ71,DZ71,top of circle to half way to blue - hash to half way to dot,fine,-38.5,-54.0,-37.5,-30.0,defensive,low,right,top of circle to half way to blue,hash to half way to dot
RZDZ72,DZ72,top of circle to half way to blue - half way to dot to dot,fine,-38.5,-54.0,-30.0,-22.5,defensive,low,right,top of circle to half way to blue,half way to dot to dot
RZDZ73,DZ73,top of circle to half way to blue - dot to half way to dot,fine,-38.5,-54.0,-22.5,-15.0,defensive,low,right,top of circle to half way to blue,dot to half way to dot
RZDZ74,DZ74,top of circle to half way to blue - half way to dot to hash,fine,-38.5,-54.0,-15.0,-7.5,defensive,low,right,top of circle to half way to blue,half way to dot to hash
RZDZ75,DZ75,top of circle to half way to blue - hash to post,fine,-38.5,-54.0,-7.5,-5.5,defensive,mid,center,top of circle to half way to blue,hash to post
RZDZ76,DZ76,top of circle to half way to blue - post to post,fine,-38.5,-54.0,-5.5,5.5,defensive,mid,center,top of circle to half way to blue,post to post
RZDZ77,DZ77,top of circle to half way to blue - hash to post,fine,-38.5,-54.0,5.5,7.5,defensive,mid,center,top of circle to half way to blue,hash to post
RZDZ78,DZ78,top of circle to half way to blue - hash to half way to dot,fine,-38.5,-54.0,7.5,15.0,defensive,low,left,top of circle to half way to blue,hash to half way to dot
RZDZ79,DZ79,top of circle to half way to blue - half way to dot to dot,fine,-38.5,-54.0,15.0,22.5,defensive,low,left,top of circle to half way to blue,half way to dot to dot
RZDZ80,DZ80,top of circle to half way to blue - dot to half way to dot,fine,-38.5,-54.0,22.5,30.0,defensive,low,left,top of circle to half way to blue,dot to half way to dot
RZDZ81,DZ81,top of circle to half way to blue - half way to dot to hash,fine,-38.5,-54.0,30.0,37.5,defensive,low,left,top of circle to half way to blue,half way to dot to hash
RZDZ82,DZ82,top of circle to half way to blue - hash to boards,fine,-38.5,-54.0,37.5,42.5,defensive,low,left,top of circle to half way to blue,hash to boards
RZDZ83,DZ83,half way to blue to blue - boards to hash,fine,-22.5,-38.5,-42.5,-37.5,defensive,low,right,half way to blue to blue,boards to hash
RZDZ84,DZ84,half way to blue to blue - hash to half way to dot,fine,-22.5,-38.5,-37.5,-30.0,defensive,low,right,half way to blue to blue,hash to half way to dot
RZDZ85,DZ85,half way to blue to blue - half way to dot to dot,fine,-22.5,-38.5,-30.0,-22.5,defensive,low,right,half way to blue to blue,half way to dot to dot
RZDZ86,DZ86,half way to blue to blue - dot to half way to dot,fine,-22.5,-38.5,-22.5,-15.0,defensive,low,right,half way to blue to blue,dot to half way to dot
RZDZ87,DZ87,half way to blue to blue - half way to dot to hash,fine,-22.5,-38.5,-15.0,-7.5,defensive,low,right,half way to blue to blue,half way to dot to hash
RZDZ88,DZ88,half way to blue to blue - hash to post,fine,-22.5,-38.5,-7.5,-5.5,defensive,low,center,half way to blue to blue,hash to post
RZDZ89,DZ89,half way to blue to blue - post to post,fine,-22.5,-38.5,-5.5,5.5,defensive,low,center,half way to blue to blue,post to post
RZDZ90,DZ90,half way to blue to blue - hash to post,fine,-22.5,-38.5,5.5,7.5,defensive,low,center,half way to blue to blue,hash to post
RZDZ91,DZ91,half way to blue to blue - hash to half way to dot,fine,-22.5,-38.5,7.5,15.0,defensive,low,left,half way to blue to blue,hash to half way to dot
RZDZ92,DZ92,half way to blue to blue - half way to dot to dot,fine,-22.5,-38.5,15.0,22.5,defensive,low,left,half way to blue to blue,half way to dot to dot
RZDZ93,DZ93,half way to blue to blue - dot to half way to dot,fine,-22.5,-38.5,22.5,30.0,defensive,low,left,half way to blue to blue,dot to half way to dot
RZDZ94,DZ94,half way to blue to blue - half way to dot to hash,fine,-22.5,-38.5,30.0,37.5,defensive,low,left,half way to blue to blue,half way to dot to hash
RZDZ95,DZ95,half way to blue to blue - hash to boards,fine,-22.5,-38.5,37.5,42.5,defensive,low,left,half way to blue to blue,hash to boards
RZDN01,DN01,offensive neutral zone - boards to dot,fine,0.0,-22.5,-42.5,-22.5,defensive,low,right,offensive neutral zone,boards to dot
RZDN02,DN02,offensive neutral zone - dot to center dot,fine,0.0,-22.5,-22.5,0.0,defensive,low,center,offensive neutral zone,dot to center dot
RZDN03,DN03,offensive neutral zone - center dot to dot,fine,0.0,-22.5,0.0,22.5,defensive,low,left,offensive neutral zone,center dot to dot
RZDN04,DN04,offensive neutral zone - dot to boards,fine,0.0,-22.5,22.5,42.5,defensive,low,left,offensive neutral zone,dot to boards
