event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,shift_key,linked_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,cycle_key,is_cycle,event_start_min,event_start_sec,event_end_min,event_end_sec,running_video_time,event_running_start,event_running_end,play_detail1,is_rush,is_rebound,is_breakout,is_zone_entry,is_zone_exit,is_shot,is_goal,is_save,is_turnover,is_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_sog,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,pressured_pressurer,is_pressured,danger_level,danger_level_id,scoring_chance_key,faceoff_key,faceoff_type,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1896901629,18969,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900023,PL1896902301,EC18969001629,TV1896901629,SH1896900037,,Platinum,N10008,Velodrome,N10010,0.0,"P100030,P100192",P100201,Chris Premo,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,13.0,46.0,,,1406.0,1401.0,1406.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189690629,after_stoppage,1.0,16.0,632.0,922.0,1037.0,529.0,54.0,16.0,1680.0,1705.0,,,,,1592.0,,,,,,1692.5,1680.0,1705.0,1592.0,1592.0,1592.0
EV1896901665,18969,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900025,PL1896902501,EC18969001665,TV1896901665,SH1896900039,,Platinum,N10008,Velodrome,N10010,0.0,"P100030,P100192",P100201,Chris Premo,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,12.0,32.0,,,1480.0,1475.0,1480.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189690665,after_stoppage,1.0,20.0,558.0,848.0,1111.0,603.0,11.0,20.0,1680.0,1705.0,,,,,1592.0,,,,,,1692.5,1680.0,1705.0,1592.0,1592.0,1592.0
EV1896901681,18969,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,d,ZN02,SQ1896900027,PL1896902701,EC18969001681,TV1896901681,SH1896900039,,Platinum,N10008,Velodrome,N10010,0.0,P100201,P100192,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,11.0,57.0,,,1515.0,1510.0,1515.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189690681,after_stoppage,4.0,17.0,813.0,523.0,638.0,1146.0,272.0,24.0,1592.0,,,,,,1705.0,,,,,,1592.0,1592.0,1592.0,1705.0,1705.0,1705.0
EV1896901862,18969,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,d,ZN02,SQ1896900028,PL1896902801,EC18969001862,TV1896901862,SH1896900053,,Platinum,N10008,Velodrome,N10010,0.0,P100117,P100001,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB03,STR0001,,0,6.0,59.0,,,1813.0,1808.0,1813.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189690862,after_stoppage,2.0,26.0,225.0,515.0,1444.0,936.0,62.0,26.0,1535.0,,,,,,1730.0,,,,,,1535.0,1535.0,1535.0,1730.0,1730.0,1730.0
EV1896901893,18969,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900029,PL1896902901,EC18969001893,TV1896901893,SH1896900053,,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100064",P100117,Sam Downs,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,5.0,34.0,,,1898.0,1893.0,1898.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189690893,after_stoppage,2.0,23.0,430.0,140.0,1021.0,1529.0,74.0,23.0,1730.0,1024.0,,,,,1535.0,,,,,,1377.0,1024.0,1730.0,1535.0,1535.0,1535.0
EV1896901945,18969,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900031,PL1896903101,EC18969001945,TV1896901945,SH1896900057,,Platinum,N10008,Velodrome,N10010,0.0,P100192,P100201,Chris Premo,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,3.0,57.0,,,1995.0,1990.0,1995.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189690945,after_stoppage,1.0,23.0,43.0,333.0,1626.0,1118.0,43.0,23.0,1705.0,,,,,,1592.0,,,,,,1705.0,1705.0,1705.0,1592.0,1592.0,1592.0
EV1896901979,18969,2,P02,Faceoff,ET0004,Faceoff_AfterGoal,,,,,,n,ZN03,SQ1896900032,PL1896903201,EC18969001979,TV1896901979,SH1896900059,,Platinum,N10008,Velodrome,N10010,0.0,"P100093,P100201",P100192,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,47.0,,,2065.0,2060.0,2065.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189690979,after_goal,2.0,0.0,263.0,635.0,1188.0,27.0,72.0,27.0,1296.0,1592.0,,,,,1705.0,,,,,,1444.0,1296.0,1592.0,1705.0,1705.0,1705.0
EV1896902021,18969,2,P02,Faceoff,ET0004,Faceoff_AfterPenalty,,,,,,o,ZN01,SQ1896900035,PL1896903501,EC18969002021,TV1896902021,SH1896900063,,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100070",P100117,Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR0004,,0,0.0,55.0,,,2177.0,2172.0,2177.0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,0,0,,0,,,,FO189691021,other,2.0,40.0,151.0,523.0,1300.0,139.0,30.0,40.0,1730.0,1569.0,,,,,1535.0,,,,,,1649.5,1569.0,1730.0,1535.0,1535.0,1535.0
EV1896902050,18969,3,P03,Faceoff,ET0004,Faceoff_PeriodStart,,,,,,n,ZN03,SQ1896900038,PL1896903801,EC18969002050,TV1896902050,SH1896900065,,Platinum,N10008,Velodrome,N10010,0.0,"P100023,P100117",P100001,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB01,STR0004,,0,18.0,0.0,,,2296.0,2291.0,2296.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691050,other,1.0,65.0,404.0,32.0,258.0,1419.0,32.0,65.0,1754.0,1535.0,,,,,1730.0,,,,,,1644.5,1535.0,1754.0,1730.0,1730.0,1730.0
EV1896902071,18969,3,P03,Faceoff,ET0004,,,,,,,n,ZN03,SQ1896900109,PL1896910901,EC18969002071,TV1896909163,SH1896900065,LV1896909163,Platinum,N10008,Velodrome,N10010,27.0,P100192,P100001,Chris Premo,N20252026F,4.0,,,,,,,,,TB01,STR0004,,0,17.0,28.0,17.0,1.0,2328.0,2323.0,2355.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691071,other,0.0,0.0,372.0,-1.0,290.0,1451.0,47.0,97.0,1705.0,,,,,,1730.0,,,,,,1705.0,1705.0,1705.0,1730.0,1730.0,1730.0
EV1896902088,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900040,PL1896904001,EC18969002088,TV1896902088,SH1896900067,,Platinum,N10008,Velodrome,N10010,0.0,"P100030,P100192",P100001,Chris Premo,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,16.0,17.0,,,2399.0,2394.0,2399.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691088,after_stoppage,2.0,0.0,301.0,-1.0,361.0,71.0,4.0,24.0,1680.0,1705.0,,,,,1730.0,,,,,,1692.5,1680.0,1705.0,1730.0,1730.0,1730.0
EV1896902094,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,d,ZN02,SQ1896900110,PL1896911002,EC18969002094,TV1896909166,SH1896900067,LV1896909166,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100192,Sam Downs,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,16.0,2.0,,,2414.0,2409.0,2414.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691094,after_stoppage,0.0,11.0,-1.0,286.0,86.0,376.0,127.0,11.0,1730.0,,,,,,1705.0,,,,,,1730.0,1730.0,1730.0,1705.0,1705.0,1705.0
EV1896902178,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900042,PL1896904201,EC18969002178,TV1896902178,SH1896900073,,Platinum,N10008,Velodrome,N10010,0.0,"P100117,P100210",P100201,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB02,STR0001,,0,13.0,33.0,,,2563.0,2558.0,2563.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691178,after_stoppage,1.0,22.0,137.0,-1.0,525.0,235.0,44.0,22.0,1535.0,1243.0,,,,,1592.0,,,,,,1389.0,1243.0,1535.0,1592.0,1592.0,1592.0
EV1896902214,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900043,PL1896904301,EC18969002214,TV1896902214,SH1896900074,,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100198",P100117,Sam Downs,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,12.0,25.0,,,2631.0,2626.0,2631.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691214,after_stoppage,2.0,24.0,-1.0,69.0,303.0,593.0,69.0,24.0,1730.0,1647.0,,,,,1535.0,,,,,,1688.5,1647.0,1730.0,1535.0,1535.0,1535.0
EV1896902266,18969,3,P03,Faceoff,ET0004,Faceoff_AfterGoal,,,,,,n,ZN03,SQ1896900044,PL1896904401,EC18969002266,TV1896902266,SH1896900076,,Platinum,N10008,Velodrome,N10010,0.0,"P100027,P100192",P100201,Chris Premo,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,10.0,51.0,,,2725.0,2720.0,2725.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691266,after_goal,2.0,25.0,450.0,-1.0,25.0,397.0,12.0,25.0,1225.0,1705.0,,,,,1592.0,,,,,,1465.0,1225.0,1705.0,1592.0,1592.0,1592.0
EV1896902277,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900045,PL1896904501,EC18969002277,TV1896902277,SH1896900077,,Platinum,N10008,Velodrome,N10010,0.0,"P100025,P100192",P100201,Chris Premo,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,10.0,24.0,,,2752.0,2747.0,2752.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691277,after_stoppage,1.0,15.0,423.0,-1.0,52.0,424.0,40.0,15.0,1566.0,1705.0,,,,,1592.0,,,,,,1635.5,1566.0,1705.0,1592.0,1592.0,1592.0
EV1896902299,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900047,PL1896904701,EC18969002299,TV1896902299,SH1896900078,,Platinum,N10008,Velodrome,N10010,0.0,"P100030,P100192",P100201,Chris Premo,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,9.0,19.0,,,2817.0,2812.0,2817.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691299,after_stoppage,9.0,0.0,358.0,-1.0,117.0,489.0,14.0,25.0,1680.0,1705.0,,,,,1592.0,,,,,,1692.5,1680.0,1705.0,1592.0,1592.0,1592.0
EV1896902313,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,d,ZN02,SQ1896900048,PL1896904801,EC18969002313,TV1896902313,SH1896900080,,Platinum,N10008,Velodrome,N10010,0.0,P100201,P100192,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,8.0,50.0,,,2846.0,2841.0,2846.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691313,after_stoppage,2.0,15.0,-1.0,329.0,518.0,146.0,129.0,15.0,1592.0,,,,,,1705.0,,,,,,1592.0,1592.0,1592.0,1705.0,1705.0,1705.0
EV1896902404,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,d,ZN02,SQ1896900050,PL1896905001,EC18969002404,TV1896902404,SH1896900086,,Platinum,N10008,Velodrome,N10010,0.0,"P100093,P100201",P100192,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,6.0,14.0,,,3002.0,2997.0,3002.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691404,after_stoppage,3.0,27.0,-1.0,173.0,674.0,302.0,45.0,27.0,1296.0,1592.0,,,,,1705.0,,,,,,1444.0,1296.0,1592.0,1705.0,1705.0,1705.0
EV1896902432,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,d,ZN02,SQ1896900052,PL1896905201,EC18969002432,TV1896902432,SH1896900088,,Platinum,N10008,Velodrome,N10010,0.0,"P100093,P100201",P100192,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,5.0,10.0,,,3066.0,3061.0,3066.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691432,after_stoppage,3.0,19.0,-1.0,109.0,738.0,366.0,38.0,19.0,1296.0,1592.0,,,,,1705.0,,,,,,1444.0,1296.0,1592.0,1705.0,1705.0,1705.0
EV1896902463,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900053,PL1896905301,EC18969002463,TV1896902463,SH1896900089,,Platinum,N10008,Velodrome,N10010,0.0,"P100022,P100117",P100201,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,4.0,8.0,,,3128.0,3123.0,3128.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691463,after_stoppage,1.0,0.0,47.0,-1.0,428.0,800.0,1.0,24.0,995.0,1535.0,,,,,1592.0,,,,,,1265.0,995.0,1535.0,1592.0,1592.0,1592.0
EV1896902468,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900054,PL1896905401,EC18969002468,TV1896902468,SH1896900090,,Platinum,N10008,Velodrome,N10010,0.0,"P100022,P100117",P100001,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,3.0,46.0,,,3150.0,3145.0,3150.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691468,after_stoppage,2.0,0.0,25.0,-1.0,450.0,822.0,26.0,21.0,995.0,1535.0,,,,,1730.0,,,,,,1265.0,995.0,1535.0,1730.0,1730.0,1730.0
EV1896902499,18969,3,P03,Faceoff,ET0004,Faceoff_AfterGoal,,,,,,n,ZN03,SQ1896900057,PL1896905701,EC18969002499,TV1896902499,SH1896900091,,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100117,Sam Downs,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,50.0,,,3206.0,3201.0,3206.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691499,after_goal,2.0,30.0,-1.0,-1.0,878.0,31.0,86.0,30.0,1730.0,,,,,,1535.0,,,,,,1730.0,1730.0,1730.0,1535.0,1535.0,1535.0
EV1896902557,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900058,PL1896905801,EC18969002557,TV1896902557,SH1896900095,,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100117,Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,1.0,22.0,,,3362.0,3357.0,3362.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691557,after_stoppage,3.0,70.0,-1.0,-1.0,1034.0,187.0,16.0,70.0,1730.0,,,,,,1535.0,,,,,,1730.0,1730.0,1730.0,1535.0,1535.0,1535.0
EV1896902569,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,o,ZN01,SQ1896900060,PL1896906001,EC18969002569,TV1896902569,SH1896900098,,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100117,Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,0.0,50.0,,,3394.0,3389.0,3394.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691569,after_stoppage,0.0,16.0,-1.0,-1.0,1066.0,219.0,9.0,16.0,1730.0,,,,,,1535.0,,,,,,1730.0,1730.0,1730.0,1535.0,1535.0,1535.0
EV1896902579,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,d,ZN02,SQ1896900061,PL1896906101,EC18969002579,TV1896902579,SH1896900098,,Platinum,N10008,Velodrome,N10010,0.0,"P100022,P100117",P100001,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB05,STR0001,,0,0.0,31.0,,,3413.0,3408.0,3413.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189691579,after_stoppage,3.0,10.0,-1.0,-1.0,238.0,1085.0,31.0,10.0,995.0,1535.0,,,,,1730.0,,,,,,1265.0,995.0,1535.0,1730.0,1730.0,1730.0
EV1897701001,18977,1,P01,Faceoff,ET0004,Faceoff_GameStart,,,,,,n,ZN03,SQ1897700002,PL1897700201,EC18977001001,TV1897701001,SH1897700001,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100086",P100001,Ty Smith,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,18.0,0.0,,,0.0,0.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771595,other,0.0,-1.0,2964.0,877.0,-1.0,-1.0,10.0,-1.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
EV1897701009,18977,1,P01,Faceoff,ET0004,Faceoff,,,,,,,,SQ1897700004,PL1897700401,EC18977001009,TV1897701009,SH1897700001,,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100084,Sam Downs,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,17.0,23.0,,,37.0,32.0,37.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771603,other,1.0,22.0,845.0,2932.0,-1.0,-1.0,44.0,22.0,23.0,,,,,,99.0,,,,,,23.0,23.0,23.0,99.0,99.0,99.0
EV1897701035,18977,1,P01,Faceoff,ET0004,Faceoff,,,,,,,,SQ1897700006,PL1897700601,EC18977001035,TV1897701035,SH1897700003,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100108,P100201",P100100,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,16.0,15.0,,,105.0,100.0,105.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771629,other,0.0,19.0,777.0,2864.0,-1.0,-1.0,9.0,24.0,146.0,208.0,,,,,87.0,,,,,,177.0,146.0,208.0,87.0,87.0,87.0
EV1897701041,18977,1,P01,Faceoff,ET0004,Faceoff,,,,,,,,SQ1897700008,PL1897700801,EC18977001041,TV1897701041,SH1897700003,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100201,P100230",P100100,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,15.0,40.0,,,140.0,135.0,140.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771635,other,1.0,26.0,742.0,2829.0,-1.0,-1.0,84.0,26.0,208.0,167.0,,,,,87.0,,,,,,187.5,167.0,208.0,87.0,87.0,87.0
EV1897701080,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,,,SQ1897700010,PL1897701001,EC18977001080,TV1897701080,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100084,Sam Downs,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,13.0,50.0,,,250.0,245.0,250.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771674,after_stoppage,2.0,25.0,632.0,2719.0,-1.0,-1.0,16.0,26.0,547.0,,,,,,448.0,,,,,,547.0,547.0,547.0,448.0,448.0,448.0
EV1897701092,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,,,SQ1897700012,PL1897701201,EC18977001092,TV1897701092,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,0.0,P100084,P100001,Ty Smith,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,13.0,14.0,,,286.0,281.0,286.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771686,after_stoppage,9.0,20.0,2683.0,596.0,-1.0,-1.0,153.0,20.0,461.0,,,,,,547.0,,,,,,461.0,461.0,461.0,547.0,547.0,547.0
EV1897701178,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,,,SQ1897700014,PL1897701401,EC18977001178,TV1897701178,SH1897700010,,Velodrome,N10010,HollowBrook,N10003,0.0,P100100,P100201,Nate Flint,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,10.0,27.0,,,453.0,448.0,453.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771772,after_stoppage,1.0,13.0,2516.0,429.0,-1.0,-1.0,157.0,14.0,551.0,,,,,,604.0,,,,,,551.0,551.0,551.0,604.0,604.0,604.0
EV1897701190,18977,1,P01,Faceoff,ET0004,Faceoff_AfterPenalty,,,,,,,,SQ1897700016,PL1897701601,EC18977001190,TV1897701190,SH1897700011,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100159,P100201",P100084,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB03,STR0004,,0,9.0,38.0,,,502.0,497.0,502.0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,0,0,,0,,,,FO189771784,other,0.0,29.0,380.0,2467.0,-1.0,-1.0,108.0,63.0,499.0,674.0,,,,,961.0,,,,,,586.5,499.0,674.0,961.0,961.0,961.0
EV1897701247,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,,,SQ1897700018,PL1897701801,EC18977001247,TV1897701247,SH1897700015,,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100100,Sam Downs,N20252026F,4.0,,,,,,,,,TB03,STR0004,,0,7.0,28.0,,,632.0,627.0,632.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771841,after_stoppage,2.0,22.0,250.0,2337.0,-1.0,-1.0,92.0,22.0,1096.0,,,,,,840.0,,,,,,1096.0,1096.0,1096.0,840.0,840.0,840.0
EV1897701301,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,,,SQ1897700020,PL1897702001,EC18977001301,TV1897701301,SH1897700018,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100123",P100201,Ty Smith,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,5.0,28.0,,,752.0,747.0,752.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771895,after_stoppage,0.0,28.0,2217.0,130.0,-1.0,-1.0,308.0,28.0,1456.0,1274.0,,,,,1151.0,,,,,,1365.0,1274.0,1456.0,1151.0,1151.0,1151.0
EV1897701370,18977,1,P01,Faceoff,ET0004,Faceoff_AfterGoal,,,,,,,,SQ1897700022,PL1897702201,EC18977001370,TV1897701370,SH1897700023,,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100100,Sam Downs,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,45.0,,,915.0,910.0,915.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189771964,after_goal,1.0,33.0,631.0,2054.0,33.0,-1.0,145.0,191.0,1376.0,,,,,,1146.0,,,,,,1376.0,1376.0,1376.0,1146.0,1146.0,1146.0
EV1897701455,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,,,SQ1897700024,PL1897702401,EC18977001455,TV1897701455,SH1897700031,,Velodrome,N10010,HollowBrook,N10003,0.0,P100084,P100201,Ty Smith,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,0.0,3.0,,,1077.0,1072.0,1077.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189772048,after_stoppage,0.0,17.0,1892.0,469.0,-1.0,195.0,2.0,17.0,1915.0,,,,,,1593.0,,,,,,1915.0,1915.0,1915.0,1593.0,1593.0,1593.0
EV1897701460,18977,2,P02,Faceoff,ET0004,Faceoff_PeriodStart,,,,,,,,SQ1897700025,PL1897702501,EC18977001460,TV1897701460,SH1897700033,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100159,P100201",P100084,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,18.0,0.0,,,1148.0,1143.0,1148.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189772053,other,2.0,69.0,398.0,1821.0,266.0,-1.0,7.0,69.0,1278.0,1593.0,,,,,1915.0,,,,,,1435.5,1278.0,1593.0,1915.0,1915.0,1915.0
EV1897701464,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,,,SQ1897700027,PL1897702701,EC18977001464,TV1897701464,SH1897700033,,Velodrome,N10010,HollowBrook,N10003,0.0,P100201,P100084,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,17.0,35.0,,,1173.0,1168.0,1173.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,,0,,,,FO189772057,after_stoppage,2.0,18.0,373.0,1796.0,291.0,-1.0,24.0,18.0,1593.0,,,,,,1915.0,,,,,,1593.0,1593.0,1593.0,1915.0,1915.0,1915.0
