event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,shift_key,linked_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,cycle_key,is_cycle,event_start_min,event_start_sec,event_end_min,event_end_sec,running_video_time,event_running_start,event_running_end,play_detail1,is_rush,is_rebound,is_breakout,is_zone_entry,is_zone_exit,is_shot,is_goal,is_save,is_turnover,is_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_sog,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,pressured_pressurer,is_pressured,danger_level,danger_level_id,scoring_chance_key,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1897702268,18977,3,P03,Shot,ET0001,Shot_Goal,ED0002,,,,,,,SQ1897700078,PL1897707804,EC18977002268,TV1897702268,SH1897700080,,Velodrome,N10010,HollowBrook,N10003,0.0,P100159,,Josh Cronk,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,3.0,55.0,,,3143.0,3138.0,3143.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,low,DL03,SC189770232,0.0,2.0,-1.0,138.0,987.0,174.0,113.0,57.0,1278.0,,,,,,,,,,,,1278.0,1278.0,1278.0,,,
EV1897702269,18977,3,P03,Goal,ET0012,Goal_Scored,ED0003,Goal_Snap,ED218,,,,,SQ1897700078,PL1897707804,EC18977002269,TV1897702269,SH1897700080,,Velodrome,N10010,HollowBrook,N10003,0.0,P100159,"P100096,P100100",Josh Cronk,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,3.0,55.0,,,3143.0,3138.0,3143.0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,low,DL03,SC189770233,1.0,0.0,-1.0,138.0,987.0,174.0,113.0,57.0,1278.0,,,,,,3185.0,1395.0,,,,,1278.0,1278.0,1278.0,2290.0,1395.0,3185.0
EV1897702279,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700080,PL1897708004,EC18977002279,TV1897702279,SH1897700081,,Velodrome,N10010,HollowBrook,N10003,0.0,P100224,P100096,Kaitlyn Shain,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,3.0,16.0,,,3182.0,3177.0,3182.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770234,0.0,1.0,-1.0,99.0,39.0,213.0,74.0,96.0,1063.0,,,,,,3185.0,,,,,,1063.0,1063.0,1063.0,3185.0,3185.0,3185.0
EV1897702295,18977,3,P03,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,,,SQ1897700080,PL1897708011,EC18977002295,TV1897702295,SH1897700084,,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100038,Sam Downs,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,43.0,,,3215.0,3210.0,3215.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770235,3.0,3.0,-1.0,66.0,72.0,246.0,41.0,129.0,1647.0,,,,,,1205.0,,,,,,1647.0,1647.0,1647.0,1205.0,1205.0,1205.0
EV1897702296,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700080,PL1897708011,EC18977002296,TV1897702296,SH1897700084,,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,"P100038,P100096",Sam Downs,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,40.0,,,3218.0,3213.0,3218.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770236,0.0,3.0,-1.0,63.0,75.0,249.0,38.0,132.0,1647.0,,,,,,1205.0,3185.0,,,,,1647.0,1647.0,1647.0,2195.0,1205.0,3185.0
EV1897702308,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700080,PL1897708017,EC18977002308,TV1897702308,SH1897700085,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100016,Hayden Smith,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,25.0,,,3233.0,3228.0,3233.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770237,5.0,0.0,48.0,-1.0,264.0,90.0,23.0,147.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
EV1897702319,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700080,PL1897708021,EC18977002319,TV1897702319,SH1897700085,,Velodrome,N10010,HollowBrook,N10003,0.0,P100047,"P100016,P100105",Nathan Watts,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,2.0,,,3256.0,3251.0,3256.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770238,23.0,0.0,25.0,-1.0,287.0,113.0,66.0,170.0,1619.0,,,,,,3240.0,1156.0,,,,,1619.0,1619.0,1619.0,2198.0,1156.0,3240.0
EV1897702324,18977,3,P03,Shot,ET0001,Shot_Goal,ED0002,,,,,,,SQ1897700082,PL1897708201,EC18977002324,TV1897702324,SH1897700087,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,,Hayden Smith,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,1.0,37.0,,,3281.0,3276.0,3281.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,low,DL03,SC189770239,0.0,0.0,-1.0,-1.0,312.0,138.0,41.0,25.0,1846.0,,,,,,,,,,,,1846.0,1846.0,1846.0,,,
EV1897702325,18977,3,P03,Goal,ET0012,Goal_Scored,ED0003,Goal_Wrist,ED220,,,,,SQ1897700082,PL1897708201,EC18977002325,TV1897702325,SH1897700087,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100016,Hayden Smith,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,1.0,37.0,,,3281.0,3276.0,3281.0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,low,DL03,SC189770240,0.0,2.0,-1.0,-1.0,312.0,138.0,41.0,25.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
EV1897702332,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700084,PL1897708402,EC18977002332,TV1897702332,SH1897700087,,Velodrome,N10010,HollowBrook,N10003,0.0,P100086,"P100016,P100161",Beau Kelly,N20252026F,5.0,,,,,,,,,TB05,STR0001,,0,1.0,2.0,,,3316.0,3311.0,3316.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770241,0.0,2.0,-1.0,-1.0,35.0,173.0,6.0,60.0,1605.0,,,,,,3240.0,1135.0,,,,,1605.0,1605.0,1605.0,2187.5,1135.0,3240.0
EV1897702335,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Backhand,ED254,,,,,SQ1897700084,PL1897708402,EC18977002335,TV1897702335,SH1897700087,,Velodrome,N10010,HollowBrook,N10003,0.0,P100086,P100016,Beau Kelly,N20252026F,5.0,,,,,,,,,TB05,STR0001,,0,1.0,1.0,,,3317.0,3312.0,3317.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770242,0.0,1.0,-1.0,-1.0,36.0,174.0,5.0,61.0,1605.0,,,,,,3240.0,,,,,,1605.0,1605.0,1605.0,3240.0,3240.0,3240.0
EV1897702340,18977,3,P03,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,,,SQ1897700086,PL1897708601,EC18977002340,TV1897702340,,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100105,Hayden Smith,N20252026F,4.0,,,,,,,,,TB05,,,0,0.0,55.0,,,3323.0,3318.0,3323.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770243,3.0,1.0,-1.0,-1.0,42.0,180.0,11.0,1.0,1846.0,,,,,,1156.0,,,,,,1846.0,1846.0,1846.0,1156.0,1156.0,1156.0
EV1897702342,18977,3,P03,Shot,ET0001,Shot_BlockedSameTeam,,Shot_Wrist,ED263,,,,,SQ1897700086,PL1897708602,EC18977002342,TV1897702342,SH1897700088,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100100",,Ty Smith,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,0.0,51.0,,,3327.0,3322.0,3327.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770244,3.0,1.0,-1.0,-1.0,46.0,184.0,7.0,5.0,1915.0,1395.0,,,,,,,,,,,1655.0,1395.0,1915.0,,,
EV1897702345,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700086,PL1897708602,EC18977002345,TV1897702345,SH1897700088,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100088,P100100,P100123","P100002,P100016,P100070,P100105",Todd Heffner,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,0.0,46.0,,,3332.0,3327.0,3332.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770245,0.0,0.0,-1.0,-1.0,51.0,189.0,2.0,10.0,1915.0,1846.0,1395.0,1733.0,,,993.0,3240.0,1364.0,1156.0,,,1722.25,1395.0,1915.0,1688.25,993.0,3240.0
EV1897702348,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Bat,ED255,,,,,SQ1897700086,PL1897708602,EC18977002348,TV1897702348,SH1897700088,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100016,Hayden Smith,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,0.0,44.0,,,3334.0,3329.0,3334.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770246,14.0,0.0,-1.0,-1.0,53.0,191.0,18.0,12.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
EV1897702359,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700090,PL1897709004,EC18977002359,TV1897702359,SH1897700088,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100016,Hayden Smith,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,0.0,5.0,,,3373.0,3368.0,3373.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770247,1.0,0.0,-1.0,-1.0,92.0,230.0,-1.0,21.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
EV1898101004,18981,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,o,ZN01,SQ1898100001,PL1898100102,EC18981001004,TV1898101004,SH1898100001,,Nelson,N10004,Velodrome,N10010,0.0,P100159,P100119,Josh Cronk,N20252026F,5.0,,,,,,,,,TB01,STR0001,,0,17.0,55.0,,,5.0,0.0,5.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,medium,DL02,SC189810248,0.0,0.0,773.0,860.0,-1.0,-1.0,53.0,-1.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
EV1898101014,18981,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,o,ZN01,SQ1898100001,PL1898100107,EC18981001014,TV1898101014,SH1898100001,,Nelson,N10004,Velodrome,N10010,0.0,P100164,"P100016,P100198",Zachary Coleman,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,17.0,42.0,,,18.0,13.0,18.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189810249,0.0,1.0,847.0,760.0,-1.0,-1.0,40.0,-1.0,22.0,,,,,,22.0,58.0,,,,,22.0,22.0,22.0,40.0,22.0,58.0
EV1898101019,18981,1,P01,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,o,ZN01,SQ1898100001,PL1898100107,EC18981001019,TV1898101019,SH1898100001,,Nelson,N10004,Velodrome,N10010,0.0,"P100078,P100164",P100108,Zachary Coleman,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,17.0,36.0,,,24.0,19.0,24.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,medium,DL02,SC189810250,1.0,0.0,841.0,754.0,-1.0,-1.0,34.0,-1.0,104.0,22.0,,,,,46.0,,,,,,63.0,22.0,104.0,46.0,46.0,46.0
EV1898101024,18981,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,o,ZN01,SQ1898100001,PL1898100110,EC18981001024,TV1898101024,SH1898100001,,Nelson,N10004,Velodrome,N10010,0.0,P100001,"P100119,P100138",Sam Downs,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,17.0,29.0,,,31.0,26.0,31.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189810251,0.0,0.0,747.0,834.0,-1.0,-1.0,27.0,-1.0,46.0,,,,,,46.0,148.0,,,,,46.0,46.0,46.0,97.0,46.0,148.0
EV1898101071,18981,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,o,ZN01,SQ1898100003,PL1898100311,EC18981001071,TV1898101071,SH1898100005,,Nelson,N10004,Velodrome,N10010,0.0,P100197,P100016,Samuel Yetsko,N20252026F,5.0,,,,,,,,,TB01,STR0001,,0,15.0,39.0,,,141.0,136.0,141.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189810252,0.0,0.0,724.0,637.0,-1.0,-1.0,52.0,83.0,170.0,,,,,,312.0,,,,,,170.0,170.0,170.0,312.0,312.0,312.0
EV1898101078,18981,1,P01,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,o,ZN01,SQ1898100005,PL1898100502,EC18981001078,TV1898101078,SH1898100006,,Nelson,N10004,Velodrome,N10010,0.0,P100061,P100105,Eric Larson,N20252026F,5.0,,,,,,,,,TB01,STR0001,,0,15.0,9.0,,,171.0,166.0,171.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,medium,DL02,SC189810253,6.0,1.0,694.0,607.0,-1.0,-1.0,22.0,30.0,200.0,,,,,,132.0,,,,,,200.0,200.0,200.0,132.0,132.0,132.0
EV1898101087,18981,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,o,ZN01,SQ1898100005,PL1898100505,EC18981001087,TV1898101087,SH1898100006,,Nelson,N10004,Velodrome,N10010,0.0,P100164,"P100016,P100105",Zachary Coleman,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,14.0,47.0,,,193.0,188.0,193.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189810254,0.0,0.0,672.0,585.0,-1.0,-1.0,111.0,52.0,203.0,,,,,,447.0,143.0,,,,,203.0,203.0,203.0,295.0,143.0,447.0
EV1898101092,18981,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,o,ZN01,SQ1898100007,PL1898100701,EC18981001092,TV1898101092,SH1898100006,,Nelson,N10004,Velodrome,N10010,0.0,P100119,P100161,Eric Elliott,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,14.0,29.0,,,211.0,206.0,211.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,medium,DL02,SC189810255,0.0,1.0,654.0,567.0,-1.0,-1.0,93.0,18.0,333.0,,,,,,189.0,,,,,,333.0,333.0,333.0,189.0,189.0,189.0
EV1898101136,18981,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,o,ZN01,SQ1898100007,PL1898100726,EC18981001136,TV1898101136,SH1898100012,,Nelson,N10004,Velodrome,N10010,0.0,P100197,"P100001,P100016",Samuel Yetsko,N20252026F,5.0,,,,,,,,,TB02,STR0001,,0,13.0,4.0,,,296.0,291.0,296.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189810256,3.0,0.0,569.0,482.0,-1.0,-1.0,8.0,103.0,445.0,,,,,,298.0,852.0,,,,,445.0,445.0,445.0,575.0,298.0,852.0
EV1898101144,18981,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,o,ZN01,SQ1898100009,PL1898100901,EC18981001144,TV1898101144,SH1898100013,,Nelson,N10004,Velodrome,N10010,0.0,P100074,,Marko Somersalmi,N20252026F,5.0,,,,,,,,,TB02,STR0001,,0,12.0,31.0,,,329.0,324.0,329.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,medium,DL02,SC189810257,9.0,1.0,536.0,449.0,-1.0,-1.0,17.0,25.0,481.0,,,,,,,,,,,,481.0,481.0,481.0,,,
EV1898101151,18981,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,o,ZN01,SQ1898100009,PL1898100903,EC18981001151,TV1898101151,SH1898100013,,Nelson,N10004,Velodrome,N10010,0.0,P100159,"P100074,P100138",Josh Cronk,N20252026F,5.0,,,,,,,,,TB02,STR0001,,0,12.0,14.0,,,346.0,341.0,346.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189810258,0.0,3.0,432.0,519.0,-1.0,-1.0,17.0,42.0,361.0,,,,,,512.0,1040.0,,,,,361.0,361.0,361.0,776.0,512.0,1040.0
EV1898101156,18981,1,P01,Shot,ET0001,Shot_Deflected,,Shot_Wrist,ED263,,,o,ZN01,SQ1898100011,PL1898101101,EC18981001156,TV1898101156,SH1898100013,,Nelson,N10004,Velodrome,N10010,0.0,P100108,"P100066,P100197",Robert Mayfield,N20252026F,5.0,,,,,,,,,TB02,STR0001,,0,11.0,58.0,,,362.0,357.0,362.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SO05,,,,1,0,,0,medium,DL02,SC189810259,1.0,1.0,416.0,503.0,-1.0,-1.0,1.0,16.0,373.0,,,,,,405.0,503.0,,,,,373.0,373.0,373.0,454.0,405.0,503.0
EV1898101204,18981,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,o,ZN01,SQ1898100013,PL1898101321,EC18981001204,TV1898101204,SH1898100021,,Nelson,N10004,Velodrome,N10010,0.0,P100164,"P100016,P100198",Zachary Coleman,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,10.0,9.0,,,471.0,466.0,471.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,medium,DL02,SC189810260,2.0,3.0,394.0,307.0,-1.0,-1.0,24.0,108.0,538.0,,,,,,1286.0,504.0,,,,,538.0,538.0,538.0,895.0,504.0,1286.0
EV1898101210,18981,1,P01,Shot,ET0001,Shot_Deflected,,Shot_Wrist,ED263,,,o,ZN01,SQ1898100013,PL1898101323,EC18981001210,TV1898101210,SH1898100022,,Nelson,N10004,Velodrome,N10010,0.0,P100066,P100093,Brock Lofgren,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,9.0,58.0,,,482.0,477.0,482.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SO05,,,,1,0,,0,medium,DL02,SC189810261,0.0,3.0,383.0,296.0,-1.0,-1.0,13.0,119.0,569.0,,,,,,677.0,,,,,,569.0,569.0,569.0,677.0,677.0,677.0
EV1898101224,18981,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,o,ZN01,SQ1898100015,PL1898101502,EC18981001224,TV1898101224,SH1898100023,,Nelson,N10004,Velodrome,N10010,0.0,P100093,P100119,Pat Major,N20252026F,5.0,,,,,,,,,TB03,STR0001,,0,9.0,14.0,,,526.0,521.0,526.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,medium,DL02,SC189810262,2.0,4.0,252.0,339.0,-1.0,-1.0,33.0,31.0,682.0,,,,,,763.0,,,,,,682.0,682.0,682.0,763.0,763.0,763.0
EV1898101229,18981,1,P01,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,o,ZN01,SQ1898100015,PL1898101502,EC18981001229,TV1898101229,SH1898100023,,Nelson,N10004,Velodrome,N10010,0.0,P100002,P100066,Kevin White,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,9.0,2.0,,,538.0,533.0,538.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,medium,DL02,SC189810263,3.0,3.0,240.0,327.0,-1.0,-1.0,21.0,43.0,510.0,,,,,,685.0,,,,,,510.0,510.0,510.0,685.0,685.0,685.0
EV1898101239,18981,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,o,ZN01,SQ1898100015,PL1898101506,EC18981001239,TV1898101239,SH1898100024,,Nelson,N10004,Velodrome,N10010,0.0,P100119,"P100016,P100093",Eric Elliott,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,8.0,41.0,,,559.0,554.0,559.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189810264,0.0,0.0,306.0,219.0,-1.0,-1.0,109.0,64.0,824.0,,,,,,1565.0,743.0,,,,,824.0,824.0,824.0,1154.0,743.0,1565.0
EV1898101289,18981,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,o,ZN01,SQ1898100017,PL1898101719,EC18981001289,TV1898101289,SH1898100027,,Nelson,N10004,Velodrome,N10010,0.0,P100197,"P100016,P100105",Samuel Yetsko,N20252026F,5.0,,,,,,,,,TB03,STR0001,,0,6.0,52.0,,,668.0,663.0,668.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189810265,0.0,5.0,197.0,110.0,-1.0,-1.0,110.0,109.0,928.0,,,,,,1897.0,532.0,,,,,928.0,928.0,928.0,1214.5,532.0,1897.0
EV1898101312,18981,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,o,ZN01,SQ1898100019,PL1898101912,EC18981001312,TV1898101312,SH1898100029,,Nelson,N10004,Velodrome,N10010,0.0,P100197,,Samuel Yetsko,N20252026F,5.0,,,,,,,,,TB03,STR0001,,0,5.0,50.0,,,730.0,725.0,730.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,medium,DL02,SC189810266,7.0,2.0,135.0,48.0,-1.0,-1.0,48.0,62.0,1061.0,,,,,,,,,,,,1061.0,1061.0,1061.0,,,
EV1898101317,18981,1,P01,Shot,ET0001,Shot_Goal,ED0002,,,,,o,ZN01,SQ1898100019,PL1898101915,EC18981001317,TV1898101317,SH1898100029,,Nelson,N10004,Velodrome,N10010,0.0,P100164,P100016,Zachary Coleman,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,3.0,35.0,,,865.0,860.0,865.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,medium,DL02,SC189810267,0.0,0.0,319.0,-1.0,-1.0,87.0,71.0,87.0,1040.0,,,,,,2481.0,,,,,,1040.0,1040.0,1040.0,2481.0,2481.0,2481.0
EV1898101318,18981,1,P01,Goal,ET0012,Goal_Scored,ED0003,Goal_Poke,ED217,,,o,ZN01,SQ1898100019,PL1898101915,EC18981001318,TV1898101318,SH1898100029,,Nelson,N10004,Velodrome,N10010,0.0,P100164,P100016,Zachary Coleman,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,3.0,35.0,,,865.0,860.0,865.0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,medium,DL02,SC189810268,3.0,0.0,319.0,-1.0,-1.0,87.0,71.0,87.0,1040.0,,,,,,2481.0,,,,,,1040.0,1040.0,1040.0,2481.0,2481.0,2481.0
EV1898101323,18981,1,P01,Shot,ET0001,Shot_Goal,ED0002,,,,,o,ZN01,SQ1898100022,PL1898102202,EC18981001323,TV1898101323,SH1898100030,,Nelson,N10004,Velodrome,N10010,0.0,P100001,P100138,Sam Downs,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,5.0,2.0,,,778.0,773.0,778.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,medium,DL02,SC189810269,25.0,0.0,-1.0,87.0,-1.0,-1.0,87.0,110.0,898.0,,,,,,2336.0,,,,,,898.0,898.0,898.0,2336.0,2336.0,2336.0
EV1898101324,18981,1,P01,Goal,ET0012,Goal_Scored,ED0003,Goal_Wrist,ED220,,,o,ZN01,SQ1898100022,PL1898102202,EC18981001324,TV1898101324,SH1898100030,,Nelson,N10004,Velodrome,N10010,0.0,P100001,P100138,Sam Downs,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,5.0,2.0,,,778.0,773.0,778.0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,medium,DL02,SC189810270,0.0,2.0,-1.0,87.0,-1.0,-1.0,87.0,110.0,898.0,,,,,,2336.0,,,,,,898.0,898.0,898.0,2336.0,2336.0,2336.0
