event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,shift_key,linked_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,cycle_key,is_cycle,event_start_min,event_start_sec,event_end_min,event_end_sec,running_video_time,event_running_start,event_running_end,play_detail1,is_rush,is_rebound,is_breakout,is_zone_entry,is_zone_exit,is_shot,is_goal,is_save,is_turnover,is_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_sog,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,pressured_pressurer,is_pressured,danger_level,danger_level_id,scoring_chance_key,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1896902415,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Tip,ED260,s,SC01,o,ZN01,SQ1896900050,PL1896905001,EC18969002415,TV1896902415,SH1896900086,,Platinum,N10008,Velodrome,N10010,0.0,P100027,P100016,Karen Zietlow,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,5.0,56.0,,,3020.0,3015.0,3020.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,1,,0,high,DL01,SC189690103,0.0,0.0,155.0,-1.0,320.0,692.0,27.0,45.0,1225.0,,,,,,3158.0,,,,,,1225.0,1225.0,1225.0,3158.0,3158.0,3158.0
EV1896902427,18969,3,P03,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,u,SC02,o,ZN01,SQ1896900050,PL1896905002,EC18969002427,TV1896902427,SH1896900087,,Platinum,N10008,Velodrome,N10010,0.0,P100192,P100093,Chris Premo,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,5.0,37.0,,,3039.0,3034.0,3039.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,medium,DL02,SC189690104,4.0,3.0,136.0,-1.0,339.0,711.0,8.0,64.0,1705.0,,,,,,1296.0,,,,,,1705.0,1705.0,1705.0,1296.0,1296.0,1296.0
EV1896902444,18969,3,P03,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,u,SC02,o,ZN01,SQ1896900121,PL1896912121,EC18969002444,TV1896909212,SH1896900088,LV1896909212,Platinum,N10008,Velodrome,N10010,0.0,P100023,"P100105,P100132",Alex Considine,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,4.0,51.0,,,3085.0,3080.0,3085.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,medium,DL02,SC189690105,0.0,1.0,90.0,-1.0,385.0,757.0,19.0,38.0,1754.0,,,,,,1045.0,968.0,,,,,1754.0,1754.0,1754.0,1006.5,968.0,1045.0
EV1896902457,18969,3,P03,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,u,SC02,o,ZN01,SQ1896900052,PL1896905205,EC18969002457,TV1896902457,SH1896900088,,Platinum,N10008,Velodrome,N10010,0.0,P100023,P100105,Alex Considine,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,4.0,34.0,,,3102.0,3097.0,3102.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,medium,DL02,SC189690106,1.0,3.0,73.0,-1.0,402.0,774.0,2.0,55.0,1754.0,,,,,,1045.0,,,,,,1754.0,1754.0,1754.0,1045.0,1045.0,1045.0
EV1896902459,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Backhand,ED254,s,SC01,o,ZN01,SQ1896900122,PL1896912201,EC18969002459,TV1896909213,SH1896900088,LV1896909213,Platinum,N10008,Velodrome,N10010,0.0,P100024,P100016,John Thien,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,4.0,33.0,,,3103.0,3098.0,3103.0,SecondTouch,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189690107,0.0,1.0,72.0,-1.0,403.0,775.0,1.0,56.0,1084.0,,,,,,3158.0,,,,,,1084.0,1084.0,1084.0,3158.0,3158.0,3158.0
EV1896902464,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,s,SC01,o,ZN01,SQ1896900124,PL1896912401,EC18969002464,TV1896909214,SH1896900089,LV1896909214,Platinum,N10008,Velodrome,N10010,0.0,P100022,"P100016,P100198",Chris Dube,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,4.0,8.0,,,3128.0,3123.0,3128.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189690108,0.0,24.0,47.0,-1.0,428.0,800.0,1.0,24.0,995.0,,,,,,3158.0,1647.0,,,,,995.0,995.0,995.0,2402.5,1647.0,3158.0
EV1896902469,18969,3,P03,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,u,SC02,o,ZN01,SQ1896900125,PL1896912501,EC18969002469,TV1896909215,SH1896900090,LV1896909215,Platinum,N10008,Velodrome,N10010,0.0,P100022,P100001,Chris Dube,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,3.0,46.0,,,3150.0,3145.0,3150.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,medium,DL02,SC189690109,0.0,0.0,25.0,-1.0,450.0,822.0,26.0,21.0,995.0,,,,,,1730.0,,,,,,995.0,995.0,995.0,1730.0,1730.0,1730.0
EV1896902476,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,s,SC01,o,ZN01,SQ1896900125,PL1896912502,EC18969002476,TV1896909216,SH1896900090,LV1896909216,Platinum,N10008,Velodrome,N10010,0.0,P100001,"P100023,P100202",Sam Downs,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,3.0,38.0,,,3158.0,3153.0,3158.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,1.0,1,medium,DL02,SC189690110,0.0,2.0,-1.0,17.0,830.0,458.0,18.0,29.0,1730.0,,,,,,1754.0,3240.0,,,,,1730.0,1730.0,1730.0,2497.0,1754.0,3240.0
EV1896902486,18969,3,P03,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,u,SC02,o,ZN01,SQ1896900054,PL1896905404,EC18969002486,TV1896902486,SH1896900090,,Platinum,N10008,Velodrome,N10010,0.0,P100022,,Chris Dube,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,3.0,28.0,,,3168.0,3163.0,3168.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,medium,DL02,SC189690111,2.0,0.0,7.0,-1.0,468.0,840.0,8.0,39.0,995.0,,,,,,,,,,,,995.0,995.0,995.0,,,
EV1896902491,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,s,SC01,o,ZN01,SQ1896900125,PL1896912504,EC18969002491,TV1896909218,SH1896900090,LV1896909218,Platinum,N10008,Velodrome,N10010,0.0,P100023,P100016,Alex Considine,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,3.0,22.0,,,3174.0,3169.0,3174.0,SecondTouch,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189690112,1.0,0.0,1.0,-1.0,474.0,846.0,2.0,45.0,1754.0,,,,,,3158.0,,,,,,1754.0,1754.0,1754.0,3158.0,3158.0,3158.0
EV1896902495,18969,3,P03,Shot,ET0001,Shot_Goal,ED0002,,,s,SC01,o,ZN01,SQ1896900054,PL1896905404,EC18969002495,TV1896902495,SH1896900090,,Platinum,N10008,Velodrome,N10010,0.0,P100023,P100016,Alex Considine,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,3.0,21.0,,,3175.0,3170.0,3175.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,medium,DL02,SC189690113,0.0,1.0,-1.0,-1.0,475.0,847.0,1.0,46.0,1754.0,,,,,,3158.0,,,,,,1754.0,1754.0,1754.0,3158.0,3158.0,3158.0
EV1896902496,18969,3,P03,Goal,ET0012,Goal_Scored,ED0003,Goal_Backhand,ED216,s,SC01,o,ZN01,SQ1896900054,PL1896905404,EC18969002496,TV1896902496,SH1896900090,,Platinum,N10008,Velodrome,N10010,0.0,P100023,P100016,Alex Considine,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,3.0,21.0,,,3175.0,3170.0,3175.0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,SO01,,,,1,0,,0,medium,DL02,SC189690114,0.0,0.0,-1.0,-1.0,475.0,847.0,1.0,46.0,1754.0,,,,,,3158.0,,,,,,1754.0,1754.0,1754.0,3158.0,3158.0,3158.0
EV1896902506,18969,3,P03,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,u,SC02,o,ZN01,SQ1896900057,PL1896905702,EC18969002506,TV1896902506,SH1896900091,,Platinum,N10008,Velodrome,N10010,0.0,P100039,P100022,Nicole Downs,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,38.0,,,3218.0,3213.0,3218.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,1.0,1,medium,DL02,SC189690115,3.0,1.0,-1.0,-1.0,890.0,43.0,74.0,42.0,1257.0,,,,,,995.0,,,,,,1257.0,1257.0,1257.0,995.0,995.0,995.0
EV1896902515,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,s,SC01,o,ZN01,SQ1896900125,PL1896912505,EC18969002515,TV1896909221,SH1896900091,LV1896909221,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100202,Sam Downs,N20252026F,4.0,,,,,,,,,TB04,STR0001,,0,2.0,24.0,,,3232.0,3227.0,3232.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189690116,1.0,0.0,-1.0,-1.0,904.0,57.0,60.0,56.0,1730.0,,,,,,3240.0,,,,,,1730.0,1730.0,1730.0,3240.0,3240.0,3240.0
EV1896902546,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,s,SC01,o,ZN01,SQ1896900125,PL1896912509,EC18969002546,TV1896909225,SH1896900094,LV1896909225,Platinum,N10008,Velodrome,N10010,0.0,P100001,"P100030,P100202",Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,1.0,35.0,,,3281.0,3276.0,3281.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,1.0,1,medium,DL02,SC189690117,5.0,0.0,-1.0,-1.0,953.0,106.0,11.0,105.0,1730.0,,,,,,1680.0,3240.0,,,,,1730.0,1730.0,1730.0,2460.0,1680.0,3240.0
EV1896902552,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,s,SC01,o,ZN01,SQ1896900126,PL1896912601,EC18969002552,TV1896909226,SH1896900095,LV1896909226,Platinum,N10008,Velodrome,N10010,0.0,P100002,P100202,Kevin White,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,1.0,26.0,,,3290.0,3285.0,3290.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,medium,DL02,SC189690118,0.0,2.0,-1.0,-1.0,962.0,115.0,2.0,114.0,939.0,,,,,,3240.0,,,,,,939.0,939.0,939.0,3240.0,3240.0,3240.0
EV1896902566,18969,3,P03,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,u,SC02,o,ZN01,SQ1896900058,PL1896905801,EC18969002566,TV1896902566,SH1896900097,,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100027,Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,1.0,9.0,,,3375.0,3370.0,3375.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,1.0,1,medium,DL02,SC189690119,3.0,1.0,-1.0,-1.0,1047.0,200.0,3.0,83.0,1730.0,,,,,,1225.0,,,,,,1730.0,1730.0,1730.0,1225.0,1225.0,1225.0
EV1896902575,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,s,SC01,o,ZN01,SQ1896900128,PL1896912801,EC18969002575,TV1896909227,SH1896900098,LV1896909227,Platinum,N10008,Velodrome,N10010,0.0,P100002,"P100025,P100202",Kevin White,N20252026F,4.0,,,,,,,,,TB05,STR0001,,0,0.0,41.0,,,3403.0,3398.0,3403.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,1.0,1,medium,DL02,SC189690120,0.0,0.0,-1.0,-1.0,1075.0,228.0,41.0,25.0,939.0,,,,,,1566.0,3240.0,,,,,939.0,939.0,939.0,2403.0,1566.0,3240.0
EV1897701018,18977,1,P01,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,,,SQ1897700004,PL1897700404,EC18977001018,TV1897701018,SH1897700001,,Velodrome,N10010,HollowBrook,N10003,0.0,P100084,,Ty Smith,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,17.0,10.0,,,50.0,45.0,50.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770121,3.0,2.0,2919.0,832.0,-1.0,-1.0,31.0,35.0,193.0,,,,,,,,,,,,193.0,193.0,193.0,,,
EV1897701031,18977,1,P01,Shot,ET0001,Shot_OnNet,,Shot_Wrist,ED263,,,,,SQ1897700004,PL1897700412,EC18977001031,TV1897701031,SH1897700003,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,"P100016,P100159",Hayden Smith,N20252026F,4.0,,,,,,,,,TB01,STR0001,,0,16.0,39.0,,,81.0,76.0,81.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770122,0.0,0.0,2888.0,801.0,-1.0,-1.0,33.0,66.0,216.0,,,,,,216.0,71.0,,,,,216.0,216.0,216.0,143.5,71.0,216.0
EV1897701067,18977,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,,,SQ1897700008,PL1897700812,EC18977001067,TV1897701067,SH1897700004,,Velodrome,N10010,HollowBrook,N10003,0.0,P100230,,Jennifer Valente,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,14.0,34.0,,,206.0,201.0,206.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,low,DL03,SC189770123,6.0,4.0,676.0,2763.0,-1.0,-1.0,18.0,92.0,268.0,,,,,,,,,,,,268.0,268.0,268.0,,,
EV1897701076,18977,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700008,PL1897700815,EC18977001076,TV1897701076,SH1897700004,,Velodrome,N10010,HollowBrook,N10003,0.0,P100049,"P100016,P100105",Kirk Moore,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,14.0,15.0,,,225.0,220.0,225.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770124,25.0,0.0,2744.0,657.0,-1.0,-1.0,41.0,1.0,223.0,,,,,,604.0,445.0,,,,,223.0,223.0,223.0,524.5,445.0,604.0
EV1897701087,18977,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Snap,ED259,,,,,SQ1897700010,PL1897701003,EC18977001087,TV1897701087,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,0.0,P100105,"P100086,P100096",Ronnie Pinnell,N20252026F,5.0,,,,,,,,,TB02,STR0001,,0,13.0,35.0,,,265.0,260.0,265.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770125,0.0,3.0,617.0,2704.0,-1.0,-1.0,1.0,41.0,481.0,,,,,,484.0,759.0,,,,,481.0,481.0,481.0,621.5,484.0,759.0
EV1897701103,18977,1,P01,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,,,SQ1897700012,PL1897701206,EC18977001103,TV1897701103,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100105,Hayden Smith,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,12.0,36.0,,,324.0,319.0,324.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770126,2.0,1.0,2645.0,558.0,-1.0,-1.0,115.0,58.0,688.0,,,,,,481.0,,,,,,688.0,688.0,688.0,481.0,481.0,481.0
EV1897701108,18977,1,P01,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,,,SQ1897700012,PL1897701208,EC18977001108,TV1897701108,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,0.0,P100091,P100105,Bert Loper,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,12.0,23.0,,,337.0,332.0,337.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770127,6.0,1.0,2632.0,545.0,-1.0,-1.0,102.0,71.0,384.0,,,,,,481.0,,,,,,384.0,384.0,384.0,481.0,481.0,481.0
EV1897701110,18977,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700012,PL1897701208,EC18977001110,TV1897701110,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100016,Hayden Smith,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,12.0,15.0,,,345.0,340.0,345.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770128,0.0,2.0,2624.0,537.0,-1.0,-1.0,94.0,79.0,688.0,,,,,,1070.0,,,,,,688.0,688.0,688.0,1070.0,1070.0,1070.0
EV1897701139,18977,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,,,SQ1897700012,PL1897701223,EC18977001139,TV1897701139,SH1897700008,,Velodrome,N10010,HollowBrook,N10003,0.0,P100039,,Nicole Downs,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,11.0,36.0,,,384.0,379.0,384.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,low,DL03,SC189770129,2.0,0.0,498.0,2585.0,-1.0,-1.0,55.0,118.0,446.0,,,,,,,,,,,,446.0,446.0,446.0,,,
EV1897701150,18977,1,P01,Shot,ET0001,Shot_BlockedSameTeam,,Shot_Wrist,ED263,,,,,SQ1897700012,PL1897701228,EC18977001150,TV1897701150,SH1897700009,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100047,P100100","P100039,P100159,P100201",Nate Flint,N20252026F,4.0,,,,,,,,,TB02,STR0001,,0,11.0,19.0,,,401.0,396.0,401.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770130,5.0,2.0,2568.0,481.0,-1.0,-1.0,38.0,135.0,691.0,551.0,,,,,446.0,499.0,555.0,,,,621.0,551.0,691.0,500.0,446.0,555.0
EV1897701167,18977,1,P01,Shot,ET0001,Shot_Blocked,ED0008,Shot_Wrist,ED263,,,,,SQ1897700012,PL1897701234,EC18977001167,TV1897701167,SH1897700009,,Velodrome,N10010,HollowBrook,N10003,0.0,,P100159,Josh Cronk,N20252026F,5.0,,,,,,,,,TB02,STR0001,,0,10.0,55.0,,,425.0,420.0,425.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770131,1.0,2.0,2544.0,457.0,-1.0,-1.0,14.0,159.0,,,,,,,499.0,,,,,,,,,499.0,499.0,499.0
EV1897701174,18977,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700012,PL1897701237,EC18977001174,TV1897701174,SH1897700009,,Velodrome,N10010,HollowBrook,N10003,0.0,,"P100096,P100100",Jared Wolf,N20252026F,6.0,,,,,,,,,TB02,STR0001,,0,10.0,44.0,,,436.0,431.0,436.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770132,0.0,1.0,446.0,2533.0,-1.0,-1.0,3.0,170.0,,,,,,,1336.0,551.0,,,,,,,,943.5,551.0,1336.0
EV1897701198,18977,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,,,SQ1897700016,PL1897701605,EC18977001198,TV1897701198,SH1897700011,,Velodrome,N10010,HollowBrook,N10003,0.0,P100084,P100159,Ty Smith,N20252026F,4.0,,,,,,,,,TB03,STR0004,,0,9.0,17.0,,,523.0,518.0,523.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,low,DL03,SC189770133,3.0,3.0,2446.0,359.0,-1.0,-1.0,87.0,84.0,972.0,,,,,,499.0,,,,,,972.0,972.0,972.0,499.0,499.0,499.0
EV1897701222,18977,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,,,SQ1897700016,PL1897701611,EC18977001222,TV1897701222,SH1897700013,,Velodrome,N10010,HollowBrook,N10003,0.0,P100084,P100070,Ty Smith,N20252026F,4.0,,,,,,,,,TB03,STR0004,,0,8.0,34.0,,,566.0,561.0,566.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,low,DL03,SC189770134,4.0,2.0,2403.0,316.0,-1.0,-1.0,44.0,127.0,1075.0,,,,,,821.0,,,,,,1075.0,1075.0,1075.0,821.0,821.0,821.0
EV1897701225,18977,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700016,PL1897701611,EC18977001225,TV1897701225,SH1897700013,,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,"P100016,P100070",Hayden Smith,N20252026F,4.0,,,,,,,,,TB03,STR0004,,0,8.0,28.0,,,572.0,567.0,572.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770135,1.0,0.0,2397.0,310.0,-1.0,-1.0,38.0,133.0,1037.0,,,,,,1784.0,821.0,,,,,1037.0,1037.0,1037.0,1302.5,821.0,1784.0
EV1897701228,18977,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,,,SQ1897700016,PL1897701611,EC18977001228,TV1897701228,SH1897700013,,Velodrome,N10010,HollowBrook,N10003,0.0,P100049,P100105,Kirk Moore,N20252026F,4.0,,,,,,,,,TB03,STR0004,,0,8.0,25.0,,,575.0,570.0,575.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,low,DL03,SC189770136,4.0,2.0,2394.0,307.0,-1.0,-1.0,35.0,136.0,641.0,,,,,,793.0,,,,,,641.0,641.0,641.0,793.0,793.0,793.0
EV1897701244,18977,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,,,SQ1897700016,PL1897701616,EC18977001244,TV1897701244,SH1897700014,,Velodrome,N10010,HollowBrook,N10003,0.0,P100086,,Beau Kelly,N20252026F,5.0,,,,,,,,,TB03,STR0004,,0,7.0,52.0,,,608.0,603.0,608.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,low,DL03,SC189770137,2.0,2.0,2361.0,274.0,-1.0,-1.0,2.0,169.0,1047.0,,,,,,,,,,,,1047.0,1047.0,1047.0,,,
EV1897701263,18977,1,P01,Shot,ET0001,Shot_BlockedSameTeam,,Shot_Wrist,ED263,,,,,SQ1897700018,PL1897701807,EC18977001263,TV1897701263,SH1897700015,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100047,P100086",,Beau Kelly,N20252026F,5.0,,,,,,,,,TB03,STR0004,,0,6.0,57.0,,,663.0,658.0,663.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SO03,,,,1,0,,0,low,DL03,SC189770138,0.0,2.0,2306.0,219.0,-1.0,-1.0,61.0,53.0,1052.0,1047.0,,,,,,,,,,,1049.5,1047.0,1052.0,,,
EV1897701270,18977,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700018,PL1897701810,EC18977001270,TV1897701270,SH1897700015,,Velodrome,N10010,HollowBrook,N10003,0.0,P100002,P100096,Kevin White,N20252026F,4.0,,,,,,,,,TB03,STR0004,,0,6.0,46.0,,,674.0,669.0,674.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770139,0.0,0.0,208.0,2295.0,-1.0,-1.0,50.0,64.0,594.0,,,,,,1936.0,,,,,,594.0,594.0,594.0,1936.0,1936.0,1936.0
EV1897701276,18977,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0001,Shot_Wrist,ED263,,,,,SQ1897700018,PL1897701810,EC18977001276,TV1897701276,SH1897700015,,Velodrome,N10010,HollowBrook,N10003,0.0,P100002,"P100038,P100096",Kevin White,N20252026F,4.0,,,,,,,,,TB03,STR0004,,0,6.0,40.0,,,680.0,675.0,680.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SO02,,,,1,0,,0,low,DL03,SC189770140,0.0,1.0,202.0,2289.0,-1.0,-1.0,44.0,70.0,594.0,,,,,,848.0,1994.0,,,,,594.0,594.0,594.0,1421.0,848.0,1994.0
EV1897701286,18977,1,P01,Shot,ET0001,Shot_Missed,ED0004,Shot_Wrist,ED263,,,,,SQ1897700018,PL1897701813,EC18977001286,TV1897701286,SH1897700017,,Velodrome,N10010,HollowBrook,N10003,0.0,,P100100,Nate Flint,N20252026F,4.0,,,,,,,,,TB03,STR0001,,0,6.0,24.0,,,696.0,691.0,696.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SO04,,,,1,0,,0,low,DL03,SC189770141,2.0,2.0,186.0,2273.0,-1.0,-1.0,28.0,86.0,,,,,,,922.0,,,,,,,,,922.0,922.0,922.0
