micro_stat_key,player_game_key,game_id,player_id,micro_stat,count
PG1896900014_box_outs,PG1896900014,18969,P100105,box_outs,1
PG1896900015_blocked_shots_play,PG1896900015,18969,P100107,blocked_shots_play,1
PG1896900015_loose_puck_wins,PG1896900015,18969,P100107,loose_puck_wins,1
PG1896900017_loose_puck_losses,PG1896900017,18969,P100110,loose_puck_losses,1
PG1896900018_loose_puck_losses,PG1896900018,18969,P100117,loose_puck_losses,1
PG1896900019_blocked_shots_play,PG1896900019,18969,P100132,blocked_shots_play,1
PG1896900020_dekes_successful,PG1896900020,18969,P100161,dekes_successful,1
PG1896900020_loose_puck_losses,PG1896900020,18969,P100161,loose_puck_losses,1
PG1896900021_dekes_successful,PG1896900021,18969,P100192,dekes_successful,1
PG1896900021_tip_attempts,PG1896900021,18969,P100192,tip_attempts,1
PG1896900021_loose_puck_wins,PG1896900021,18969,P100192,loose_puck_wins,1
PG1896900022_blocked_shots_play,PG1896900022,18969,P100198,blocked_shots_play,1
PG1896900022_loose_puck_wins,PG1896900022,18969,P100198,loose_puck_wins,2
PG1896900022_loose_puck_losses,PG1896900022,18969,P100198,loose_puck_losses,2
PG1896900022_box_outs,PG1896900022,18969,P100198,box_outs,1
PG1896900023_dekes_successful,PG1896900023,18969,P100201,dekes_successful,1
PG1896900023_loose_puck_wins,PG1896900023,18969,P100201,loose_puck_wins,1
PG1896900025_tip_attempts,PG1896900025,18969,P100210,tip_attempts,1
PG1896900025_blocked_shots_play,PG1896900025,18969,P100210,blocked_shots_play,3
PG1896900025_loose_puck_wins,PG1896900025,18969,P100210,loose_puck_wins,2
PG1896900025_loose_puck_losses,PG1896900025,18969,P100210,loose_puck_losses,2
PG1896900026_zone_entry_denials,PG1896900026,18969,P100222,zone_entry_denials,1
PG1896900027_dekes_successful,PG1896900027,18969,P100224,dekes_successful,3
PG1896900027_loose_puck_losses,PG1896900027,18969,P100224,loose_puck_losses,1
PG1898700001_deke_attempts,PG1898700001,18987,P100001,deke_attempts,1
PG1898700001_drives_middle,PG1898700001,18987,P100001,drives_middle,2
PG1898700001_drives_wide,PG1898700001,18987,P100001,drives_wide,3
PG1898700001_drives_corner,PG1898700001,18987,P100001,drives_corner,1
PG1898700001_drives_net,PG1898700001,18987,P100001,drives_net,1
PG1898700001_backchecks,PG1898700001,18987,P100001,backchecks,1
PG1898700001_poke_checks,PG1898700001,18987,P100001,poke_checks,18
PG1898700001_stick_checks,PG1898700001,18987,P100001,stick_checks,21
PG1898700001_in_lane,PG1898700001,18987,P100001,in_lane,8
PG1898700001_separate_from_puck,PG1898700001,18987,P100001,separate_from_puck,1
PG1898700001_breakouts,PG1898700001,18987,P100001,breakouts,2
PG1898700001_dump_and_chase,PG1898700001,18987,P100001,dump_and_chase,1
PG1898700001_cutbacks,PG1898700001,18987,P100001,cutbacks,1
PG1898700002_drives_wide,PG1898700002,18987,P100002,drives_wide,1
PG1898700002_poke_checks,PG1898700002,18987,P100002,poke_checks,6
PG1898700002_stick_checks,PG1898700002,18987,P100002,stick_checks,10
PG1898700002_in_lane,PG1898700002,18987,P100002,in_lane,10
PG1898700002_breakouts,PG1898700002,18987,P100002,breakouts,3
PG1898700002_dump_and_chase,PG1898700002,18987,P100002,dump_and_chase,3
PG1898700003_drives_middle,PG1898700003,18987,P100004,drives_middle,1
PG1898700003_backchecks,PG1898700003,18987,P100004,backchecks,1
PG1898700003_poke_checks,PG1898700003,18987,P100004,poke_checks,2
PG1898700003_stick_checks,PG1898700003,18987,P100004,stick_checks,5
PG1898700003_in_lane,PG1898700003,18987,P100004,in_lane,1
PG1898700003_dump_and_chase,PG1898700003,18987,P100004,dump_and_chase,1
PG1898700006_drives_middle,PG1898700006,18987,P100031,drives_middle,1
PG1898700006_drives_wide,PG1898700006,18987,P100031,drives_wide,1
PG1898700006_drives_corner,PG1898700006,18987,P100031,drives_corner,1
PG1898700006_poke_checks,PG1898700006,18987,P100031,poke_checks,1
PG1898700006_stick_checks,PG1898700006,18987,P100031,stick_checks,6
PG1898700006_in_lane,PG1898700006,18987,P100031,in_lane,4
PG1898700006_separate_from_puck,PG1898700006,18987,P100031,separate_from_puck,1
PG1898700006_give_and_go,PG1898700006,18987,P100031,give_and_go,1
PG1898700006_cutbacks,PG1898700006,18987,P100031,cutbacks,1
PG1898700007_drives_middle,PG1898700007,18987,P100032,drives_middle,1
PG1898700007_drives_wide,PG1898700007,18987,P100032,drives_wide,2
PG1898700007_cycle_plays,PG1898700007,18987,P100032,cycle_plays,1
PG1898700007_backchecks,PG1898700007,18987,P100032,backchecks,1
PG1898700007_poke_checks,PG1898700007,18987,P100032,poke_checks,6
PG1898700007_stick_checks,PG1898700007,18987,P100032,stick_checks,13
PG1898700007_in_lane,PG1898700007,18987,P100032,in_lane,5
PG1898700007_separate_from_puck,PG1898700007,18987,P100032,separate_from_puck,3
PG1898700007_breakouts,PG1898700007,18987,P100032,breakouts,14
PG1898700007_dump_and_chase,PG1898700007,18987,P100032,dump_and_chase,7
PG1898700007_pressures,PG1898700007,18987,P100032,pressures,2
PG1898700008_deke_attempts,PG1898700008,18987,P100033,deke_attempts,1
PG1898700008_crash_net,PG1898700008,18987,P100033,crash_net,2
PG1898700008_backchecks,PG1898700008,18987,P100033,backchecks,1
PG1898700008_poke_checks,PG1898700008,18987,P100033,poke_checks,4
PG1898700008_stick_checks,PG1898700008,18987,P100033,stick_checks,8
PG1898700008_in_lane,PG1898700008,18987,P100033,in_lane,1
PG1898700008_breakouts,PG1898700008,18987,P100033,breakouts,1
PG1898700008_dump_and_chase,PG1898700008,18987,P100033,dump_and_chase,3
PG1898700008_quick_ups,PG1898700008,18987,P100033,quick_ups,2
PG1898700009_poke_checks,PG1898700009,18987,P100034,poke_checks,2
PG1898700009_stick_checks,PG1898700009,18987,P100034,stick_checks,1
PG1898700009_in_lane,PG1898700009,18987,P100034,in_lane,5
PG1898700009_breakouts,PG1898700009,18987,P100034,breakouts,4
PG1898700009_dump_and_chase,PG1898700009,18987,P100034,dump_and_chase,2
PG1898700010_poke_checks,PG1898700010,18987,P100039,poke_checks,1
PG1898700010_stick_checks,PG1898700010,18987,P100039,stick_checks,1
PG1898700011_poke_checks,PG1898700011,18987,P100064,poke_checks,1
PG1898700011_stick_checks,PG1898700011,18987,P100064,stick_checks,7
PG1898700011_in_lane,PG1898700011,18987,P100064,in_lane,1
PG1898700011_separate_from_puck,PG1898700011,18987,P100064,separate_from_puck,1
PG1898700011_breakouts,PG1898700011,18987,P100064,breakouts,1
PG1898700011_dump_and_chase,PG1898700011,18987,P100064,dump_and_chase,3
PG1898700012_poke_checks,PG1898700012,18987,P100080,poke_checks,1
PG1898700012_stick_checks,PG1898700012,18987,P100080,stick_checks,2
PG1898700012_in_lane,PG1898700012,18987,P100080,in_lane,1
PG1898700013_drives_middle,PG1898700013,18987,P100099,drives_middle,4
PG1898700013_drives_wide,PG1898700013,18987,P100099,drives_wide,2
PG1898700013_backchecks,PG1898700013,18987,P100099,backchecks,1
PG1898700013_poke_checks,PG1898700013,18987,P100099,poke_checks,2
PG1898700013_stick_checks,PG1898700013,18987,P100099,stick_checks,6
PG1898700013_in_lane,PG1898700013,18987,P100099,in_lane,2
PG1898700013_separate_from_puck,PG1898700013,18987,P100099,separate_from_puck,2
PG1898700013_pressures,PG1898700013,18987,P100099,pressures,1
PG1898700014_drives_middle,PG1898700014,18987,P100105,drives_middle,1
PG1898700014_drives_wide,PG1898700014,18987,P100105,drives_wide,2
PG1898700014_backchecks,PG1898700014,18987,P100105,backchecks,1
PG1898700014_poke_checks,PG1898700014,18987,P100105,poke_checks,1
PG1898700014_stick_checks,PG1898700014,18987,P100105,stick_checks,10
PG1898700014_in_lane,PG1898700014,18987,P100105,in_lane,3
PG1898700014_breakouts,PG1898700014,18987,P100105,breakouts,2
PG1898700014_quick_ups,PG1898700014,18987,P100105,quick_ups,2
PG1898700014_cutbacks,PG1898700014,18987,P100105,cutbacks,1
PG1898700015_drives_middle,PG1898700015,18987,P100108,drives_middle,1
PG1898700015_backchecks,PG1898700015,18987,P100108,backchecks,1
PG1898700015_poke_checks,PG1898700015,18987,P100108,poke_checks,2
PG1898700015_stick_checks,PG1898700015,18987,P100108,stick_checks,6
PG1898700015_in_lane,PG1898700015,18987,P100108,in_lane,12
PG1898700015_separate_from_puck,PG1898700015,18987,P100108,separate_from_puck,1
PG1898700015_breakouts,PG1898700015,18987,P100108,breakouts,9
PG1898700015_cutbacks,PG1898700015,18987,P100108,cutbacks,1
PG1898700015_pressures,PG1898700015,18987,P100108,pressures,3
PG1898700016_crash_net,PG1898700016,18987,P100128,crash_net,1
PG1898700016_drives_middle,PG1898700016,18987,P100128,drives_middle,2
PG1898700016_drives_corner,PG1898700016,18987,P100128,drives_corner,2
PG1898700016_poke_checks,PG1898700016,18987,P100128,poke_checks,6
PG1898700016_stick_checks,PG1898700016,18987,P100128,stick_checks,8
PG1898700016_in_lane,PG1898700016,18987,P100128,in_lane,2
PG1898700016_breakouts,PG1898700016,18987,P100128,breakouts,4
PG1898700016_forechecks,PG1898700016,18987,P100128,forechecks,1
PG1898700016_dump_and_chase,PG1898700016,18987,P100128,dump_and_chase,1
PG1898700016_give_and_go,PG1898700016,18987,P100128,give_and_go,1
PG1898700016_cutbacks,PG1898700016,18987,P100128,cutbacks,2
PG1898700017_screens,PG1898700017,18987,P100132,screens,2
PG1898700017_poke_checks,PG1898700017,18987,P100132,poke_checks,2
PG1898700017_stick_checks,PG1898700017,18987,P100132,stick_checks,9
PG1898700017_in_lane,PG1898700017,18987,P100132,in_lane,2
PG1898700018_drives_wide,PG1898700018,18987,P100170,drives_wide,1
PG1898700018_stick_checks,PG1898700018,18987,P100170,stick_checks,11
PG1898700018_in_lane,PG1898700018,18987,P100170,in_lane,2
PG1898700018_separate_from_puck,PG1898700018,18987,P100170,separate_from_puck,1
PG1898700018_breakouts,PG1898700018,18987,P100170,breakouts,5
PG1898700019_screens,PG1898700019,18987,P100185,screens,4
PG1898700019_crash_net,PG1898700019,18987,P100185,crash_net,3
PG1898700019_drives_middle,PG1898700019,18987,P100185,drives_middle,10
PG1898700019_drives_wide,PG1898700019,18987,P100185,drives_wide,8
PG1898700019_cycle_plays,PG1898700019,18987,P100185,cycle_plays,1
PG1898700019_poke_checks,PG1898700019,18987,P100185,poke_checks,3
PG1898700019_stick_checks,PG1898700019,18987,P100185,stick_checks,7
PG1898700019_in_lane,PG1898700019,18987,P100185,in_lane,9
PG1898700019_separate_from_puck,PG1898700019,18987,P100185,separate_from_puck,1
PG1898700019_cutbacks,PG1898700019,18987,P100185,cutbacks,1
PG1898700020_drives_middle,PG1898700020,18987,P100198,drives_middle,1
PG1898700020_drives_wide,PG1898700020,18987,P100198,drives_wide,1
PG1898700020_poke_checks,PG1898700020,18987,P100198,poke_checks,2
PG1898700020_stick_checks,PG1898700020,18987,P100198,stick_checks,8
PG1898700020_in_lane,PG1898700020,18987,P100198,in_lane,7
PG1898700020_separate_from_puck,PG1898700020,18987,P100198,separate_from_puck,7
PG1898700020_breakouts,PG1898700020,18987,P100198,breakouts,3
PG1898700020_cutbacks,PG1898700020,18987,P100198,cutbacks,2
PG1898700020_pressures,PG1898700020,18987,P100198,pressures,1
PG1898700021_deke_attempts,PG1898700021,18987,P100201,deke_attempts,1
PG1898700021_drives_middle,PG1898700021,18987,P100201,drives_middle,2
PG1898700021_drives_wide,PG1898700021,18987,P100201,drives_wide,6
PG1898700021_drives_corner,PG1898700021,18987,P100201,drives_corner,4
PG1898700021_poke_checks,PG1898700021,18987,P100201,poke_checks,2
PG1898700021_stick_checks,PG1898700021,18987,P100201,stick_checks,3
PG1898700021_breakouts,PG1898700021,18987,P100201,breakouts,7
PG1898700021_pressures,PG1898700021,18987,P100201,pressures,1
PG1898700022_drives_middle,PG1898700022,18987,P100214,drives_middle,4
PG1898700022_stick_checks,PG1898700022,18987,P100214,stick_checks,4
PG1898700022_in_lane,PG1898700022,18987,P100214,in_lane,2
PG1898700022_separate_from_puck,PG1898700022,18987,P100214,separate_from_puck,1
PG1898700022_breakouts,PG1898700022,18987,P100214,breakouts,2
PG1898700022_dump_and_chase,PG1898700022,18987,P100214,dump_and_chase,2
PG1898700024_drives_middle,PG1898700024,18987,P100224,drives_middle,1
PG1898700024_drives_wide,PG1898700024,18987,P100224,drives_wide,2
PG1898700024_poke_checks,PG1898700024,18987,P100224,poke_checks,1
PG1898700024_stick_checks,PG1898700024,18987,P100224,stick_checks,8
PG1898700024_in_lane,PG1898700024,18987,P100224,in_lane,6
PG1898700025_drives_wide,PG1898700025,18987,P100230,drives_wide,1
PG1898700025_stick_checks,PG1898700025,18987,P100230,stick_checks,2
PG1898700025_separate_from_puck,PG1898700025,18987,P100230,separate_from_puck,1
PG1898700026_poke_checks,PG1898700026,18987,P100232,poke_checks,2
PG1898700026_stick_checks,PG1898700026,18987,P100232,stick_checks,7
PG1898700026_in_lane,PG1898700026,18987,P100232,in_lane,1
PG1898700026_separate_from_puck,PG1898700026,18987,P100232,separate_from_puck,1
PG1898700026_breakouts,PG1898700026,18987,P100232,breakouts,2
