shift_id,game_id,shift_index,Period,shift_start_min,shift_start_sec,shift_end_min,shift_end_sec,shift_start_type,shift_stop_type,home_forward_1,home_forward_2,home_forward_3,home_defense_1,home_defense_2,home_xtra,home_goalie,away_forward_1,away_forward_2,away_forward_3,away_defense_1,away_defense_2,away_xtra,away_goalie,stoppage_time,home_ozone_start,home_ozone_end,home_dzone_start,home_dzone_end,home_nzone_start,home_nzone_end,home_team,away_team,shift_start_total_seconds,shift_end_total_seconds,shift_duration,home_team_strength,away_team_strength,home_team_en,away_team_en,home_team_pk,home_team_pp,away_team_pp,away_team_pk,situation,strength,home_goals,away_goals,home_team_plus,home_team_minus,away_team_plus,away_team_minus,period_start_total_running_seconds,running_video_time,shift_start_running_time,shift_end_running_time,period_id,home_team_id,away_team_id,season_id,time_bucket_id,strength_id,shift_start_type_derived,shift_stop_type_derived,start_zone,end_zone,start_zone_id,end_zone_id,home_forward_1_id,home_forward_2_id,home_forward_3_id,home_defense_1_id,home_defense_2_id,home_xtra_id,home_goalie_id,away_forward_1_id,away_forward_2_id,away_forward_3_id,away_defense_1_id,away_defense_2_id,away_xtra_id,away_goalie_id,home_gf_all,home_ga_all,away_gf_all,away_ga_all,home_gf_ev,home_ga_ev,away_gf_ev,away_ga_ev,home_gf_nen,home_ga_nen,away_gf_nen,away_ga_nen,home_gf_pp,home_ga_pp,away_gf_pp,away_ga_pp,home_gf_pk,home_ga_pk,away_gf_pk,away_ga_pk,home_pm_all,away_pm_all,home_pm_ev,away_pm_ev,home_pm_nen,away_pm_nen,home_pm_pp,away_pm_pp,home_pm_pk,away_pm_pk,sf,sa,shot_diff,cf,ca,cf_pct,ff,fa,ff_pct,scf,sca,hdf,hda,zone_entries,zone_exits,giveaways,takeaways,fo_won,fo_lost,fo_pct,event_count,shift_start_type_id,shift_stop_type_id,situation_id,shift_key,shift_duration_id,period
SH1896900084,18969,84,3.0,7.0,14.0,6.0,52.0,,,45.0,47.0,86.0,3.0,78.0,,99.0,70.0,91.0,61.0,22.0,52.0,,39.0,0.0,,1.0,1.0,,,,Platinum,Velodrome,434.0,412.0,22.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,3.0,3.0,0.0,0.0,0.0,0.0,2296.0,2942.0,2937.0,2962.0,P03,N10008,N10010,N20252026F,TB03,STR0001,OnTheFly,OnTheFly,o,o,1.0,1.0,P100117,P100210,P100222,P100023,P100107,,P100202,P100001,P100002,P100224,P100108,P100070,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,2,0.0,0,2,0.0,0,2,0,1,1,1,1,0,0,0,0.0,19,SST0003,SPT0003,SIT0001,SH1896900084,SD01,3.0
SH1896900085,18969,85,3.0,6.0,52.0,6.0,36.0,,Home Goalie Stopped (after Away SOG),45.0,47.0,86.0,3.0,8.0,,99.0,70.0,91.0,61.0,22.0,52.0,,39.0,0.0,1.0,1.0,,,,,Platinum,Velodrome,412.0,396.0,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,3.0,3.0,0.0,0.0,0.0,0.0,2296.0,2964.0,2959.0,2978.0,P03,N10008,N10010,N20252026F,TB03,STR0001,OnTheFly,Home Goalie Stopped (after Away SOG),d,o,2.0,1.0,P100117,P100210,P100222,P100023,P100030,,P100202,P100001,P100002,P100224,P100108,P100070,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,100.0,1,0,100.0,1,0,0,0,0,0,1,1,0,0,0.0,10,SST0003,SPT0006,SIT0001,SH1896900085,SD01,3.0
SH1896900086,18969,86,3.0,6.0,36.0,5.0,51.0,OtherFaceoff,,53.0,12.0,86.0,21.0,8.0,,99.0,42.0,14.0,55.0,22.0,93.0,,39.0,0.0,1.0,1.0,,,,,Platinum,Velodrome,396.0,351.0,45.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,3.0,3.0,0.0,0.0,0.0,0.0,2296.0,2980.0,2975.0,3023.0,P03,N10008,N10010,N20252026F,TB03,STR0001,OtherFaceoff,OnTheFly,d,d,2.0,2.0,P100192,P100027,P100222,P100025,P100030,,P100202,P100201,P100132,P100064,P100108,P100093,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,100.0,2,0,100.0,2,0,1,0,0,0,1,0,0,0,0.0,16,SST0002,SPT0003,SIT0001,SH1896900086,SD03,3.0
SH1896900087,18969,87,3.0,5.0,51.0,5.0,27.0,,Puck Out of Play,53.0,12.0,20.0,21.0,8.0,,99.0,42.0,14.0,55.0,22.0,93.0,,39.0,0.0,1.0,,,,,1.0,Platinum,Velodrome,351.0,327.0,24.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,3.0,3.0,0.0,0.0,0.0,0.0,2296.0,3025.0,3020.0,3047.0,P03,N10008,N10010,N20252026F,TB03,STR0001,OnTheFly,Puck Out of Play,d,d,2.0,2.0,P100192,P100027,P100024,P100025,P100030,,P100202,P100201,P100132,P100064,P100108,P100093,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,1,0,100.0,1,0,0,0,1,1,1,0,0,0,0.0,13,SST0003,SPT0007,SIT0001,SH1896900087,SD01,3.0
SH1896900088,18969,88,3.0,5.0,27.0,4.0,29.0,,Away Goalie Stopped (after Home SOG),53.0,82.0,20.0,3.0,21.0,,99.0,42.0,14.0,55.0,9.0,93.0,,39.0,0.0,,1.0,,,1.0,,Platinum,Velodrome,327.0,269.0,58.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,3.0,3.0,0.0,0.0,0.0,0.0,2296.0,3049.0,3044.0,3105.0,P03,N10008,N10010,N20252026F,TB03,STR0001,OnTheFly,Away Goalie Stopped (after Home SOG),d,d,2.0,2.0,P100192,P100110,P100024,P100023,P100025,,P100202,P100201,P100132,P100064,P100105,P100093,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,100.0,3,0,100.0,3,0,0,0,0,0,3,2,0,0,0.0,31,SST0003,SPT0011,SIT0001,SH1896900088,SD03,3.0
SH1896900089,18969,89,3.0,4.0,29.0,4.0,2.0,OtherFaceoff,Away Goalie Stopped (after Home SOG),45.0,47.0,34.0,3.0,78.0,,99.0,42.0,49.0,75.0,22.0,84.0,,39.0,0.0,1.0,1.0,,,,,Platinum,Velodrome,269.0,242.0,27.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,3.0,3.0,0.0,0.0,0.0,0.0,2296.0,3107.0,3102.0,3132.0,P03,N10008,N10010,N20252026F,TB04,STR0001,OtherFaceoff,Away Goalie Stopped (after Home SOG),d,o,2.0,1.0,P100117,P100210,P100022,P100023,P100107,,P100202,P100201,P100161,P100039,P100108,P100198,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,100.0,1,0,100.0,1,0,0,0,0,0,0,0,0,0,0.0,5,SST0002,SPT0011,SIT0001,SH1896900089,SD01,3.0
SH1896900090,18969,90,3.0,4.0,2.0,3.0,20.0,OtherFaceoff,Home Goal,45.0,47.0,34.0,3.0,78.0,,99.0,70.0,49.0,75.0,22.0,84.0,,39.0,0.0,1.0,1.0,,,,,Platinum,Velodrome,242.0,200.0,42.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,3.0,3.0,1.0,0.0,0.0,-1.0,2296.0,3134.0,3129.0,3174.0,P03,N10008,N10010,N20252026F,TB04,STR0001,OtherFaceoff,Home Goal,o,o,1.0,1.0,P100117,P100210,P100022,P100023,P100107,,P100202,P100001,P100161,P100039,P100108,P100198,,P100016,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,-2,2,-2,2,-2,0,0,0,0,3,1,2,5,1,83.33333333333334,5,1,83.33333333333334,5,1,0,0,2,2,2,0,0,0,0.0,31,SST0002,SPT0004,SIT0001,SH1896900090,SD02,3.0
SH1896900091,18969,91,3.0,3.0,20.0,2.0,11.0,,,45.0,47.0,34.0,3.0,78.0,,99.0,70.0,49.0,75.0,52.0,84.0,,39.0,30.0,,1.0,,,1.0,,Platinum,Velodrome,200.0,131.0,69.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,4.0,3.0,0.0,0.0,0.0,0.0,2296.0,3176.0,3171.0,3243.0,P03,N10008,N10010,N20252026F,TB04,STR0001,OnTheFly,Stoppage,n,o,3.0,1.0,P100117,P100210,P100022,P100023,P100107,,P100202,P100001,P100161,P100039,P100070,P100198,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,2,0.0,0,2,0.0,0,2,0,0,3,1,2,0,0,0,0.0,28,SST0003,SPT0002,SIT0001,SH1896900091,SD04,3.0
SH1896900092,18969,92,3.0,2.0,11.0,1.0,56.0,,,53.0,47.0,86.0,3.0,8.0,,99.0,70.0,49.0,61.0,52.0,84.0,,39.0,0.0,1.0,,,,,1.0,Platinum,Velodrome,131.0,116.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,4.0,3.0,0.0,0.0,0.0,0.0,2296.0,3245.0,3240.0,3258.0,P03,N10008,N10010,N20252026F,TB04,STR0001,OnTheFly,OnTheFly,n,d,3.0,2.0,P100192,P100210,P100222,P100023,P100030,,P100202,P100001,P100161,P100224,P100070,P100198,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,0,1,1,1,0,0,0.0,8,SST0003,SPT0003,SIT0001,SH1896900092,SD01,3.0
SH1896900093,18969,93,3.0,1.0,56.0,1.0,47.0,,,53.0,47.0,86.0,3.0,8.0,,99.0,70.0,49.0,61.0,52.0,93.0,,39.0,0.0,,1.0,,,1.0,,Platinum,Velodrome,116.0,107.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,4.0,3.0,0.0,0.0,0.0,0.0,2296.0,3260.0,3255.0,3267.0,P03,N10008,N10010,N20252026F,TB05,STR0001,OnTheFly,OnTheFly,n,o,3.0,1.0,P100192,P100210,P100222,P100023,P100030,,P100202,P100001,P100161,P100224,P100070,P100093,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,2,1,0,1,0,0,0.0,6,SST0003,SPT0003,SIT0001,SH1896900093,SD01,3.0
SH1896900094,18969,94,3.0,1.0,47.0,1.0,32.0,,,53.0,47.0,86.0,21.0,8.0,,99.0,70.0,91.0,61.0,52.0,93.0,,39.0,0.0,1.0,,,1.0,,,Platinum,Velodrome,107.0,92.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,4.0,3.0,0.0,0.0,0.0,0.0,2296.0,3269.0,3264.0,3282.0,P03,N10008,N10010,N20252026F,TB05,STR0001,OnTheFly,OnTheFly,d,o,2.0,1.0,P100192,P100210,P100222,P100025,P100030,,P100202,P100001,P100002,P100224,P100070,P100093,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0.0,0,1,0.0,0,1,0,0,1,1,1,0,0,0,0.0,10,SST0003,SPT0003,SIT0001,SH1896900094,SD01,3.0
SH1896900095,18969,95,3.0,1.0,32.0,1.0,22.0,,,53.0,12.0,86.0,21.0,8.0,,99.0,70.0,91.0,61.0,22.0,93.0,,39.0,0.0,,,1.0,1.0,,,Platinum,Velodrome,92.0,82.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,4.0,3.0,0.0,0.0,0.0,0.0,2296.0,3284.0,3279.0,3292.0,P03,N10008,N10010,N20252026F,TB05,STR0001,OtherFaceoff,OnTheFly,o,o,1.0,1.0,P100192,P100027,P100222,P100025,P100030,,P100202,P100001,P100002,P100224,P100108,P100093,,P100016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0.0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0.0,8,SST0002,SPT0003,SIT0001,SH1896900095,SD01,3.0
SH1896900096,18969,96,3.0,,,,,DeadIce/Stoppage,,,,,,,,,,,,,,,,0.0,,,1.0,,,,Platinum,Velodrome,,,,,,,,,,,,,,4.0,3.0,,,,,2296.0,3376.0,3371.0,3374.0,P03,N10008,N10010,N20252026F,,,DeadIce/Stoppage,OnTheFly,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,SST0008,SPT0003,,SH1896900096,,3.0
SH1896900097,18969,97,3.0,1.0,22.0,0.0,58.0,OtherFaceoff,Home Goalie Stopped (after Away SOG),45.0,12.0,20.0,21.0,8.0,,99.0,70.0,42.0,49.0,84.0,52.0,91.0,,0.0,,,,1.0,,,Platinum,Velodrome,82.0,58.0,24.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,Away EmptyNet,5v6 Away EN,4.0,3.0,0.0,0.0,0.0,0.0,2296.0,3294.0,3289.0,3316.0,P03,N10008,N10010,N20252026F,TB05,STR0011,OtherFaceoff,Home Goalie Stopped (after Away SOG),o,o,1.0,1.0,P100117,P100027,P100024,P100025,P100030,,P100202,P100001,P100201,P100161,P100198,P100070,P100002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0.0,12,SST0002,SPT0006,SIT0003,SH1896900097,SD01,3.0
SH1896900098,18969,98,3.0,0.0,58.0,0.0,0.01,OtherFaceoff,GameEnd,45.0,12.0,34.0,21.0,8.0,,99.0,70.0,42.0,49.0,84.0,52.0,,,0.0,,,1.0,1.0,,,Platinum,Velodrome,58.0,0.01,58.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,Away EmptyNet,5v5 Away EN,4.0,3.0,0.0,0.0,0.0,0.0,2296.0,3318.0,3313.0,3374.0,P03,N10008,N10010,N20252026F,TB05,STR0001,OtherFaceoff,GameEnd,d,o,2.0,1.0,P100117,P100027,P100022,P100025,P100030,,P100202,P100001,P100201,P100161,P100198,P100070,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0.0,0,1,0.0,0,1,0,0,2,2,1,0,0,0,0.0,23,SST0002,SPT0012,SIT0003,SH1896900098,SD03,3.0
SH1897700001,18977,1,1.0,18.0,0.0,16.0,56.0,GameStart,,70.0,75.0,49.0,84.0,87.0,,39.0,11.0,19.0,22.0,33.0,27.0,,99.0,22.0,,1.0,,,1.0,,Velodrome,HollowBrook,1080.0,1016.0,64.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,P01,N10010,N10003,N20252026F,TB01,STR0001,GameStart,OnTheFly,,n,,3.0,P100001,P100039,P100161,,P100159,,P100016,P100084,P100088,P100097,,P100086,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,1,0,0,4,2,2,1,0,0,0.0,22,SST0001,SPT0003,SIT0001,SH1897700001,SD04,1.0
SH1897700002,18977,2,1.0,16.0,56.0,16.0,40.0,,Home Goalie Stopped (after Away SOG),70.0,75.0,49.0,84.0,87.0,,39.0,11.0,19.0,22.0,33.0,27.0,,99.0,0.0,1.0,,,1.0,,,Velodrome,HollowBrook,1016.0,1000.0,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,P01,N10010,N10003,N20252026F,TB01,STR0001,OnTheFly,Home Goalie Stopped (after Away SOG),,,,,P100001,P100039,P100161,,P100159,,P100016,P100084,P100088,P100097,,P100086,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,2,1,3,0,0,0,0.0,8,SST0003,SPT0006,SIT0001,SH1897700002,SD01,1.0
SH1897700003,18977,3,1.0,16.0,40.0,14.0,41.0,OtherFaceoff,,42.0,24.0,91.0,22.0,52.0,,39.0,26.0,13.0,8.0,2.0,18.0,,99.0,44.0,,,1.0,,,1.0,Velodrome,HollowBrook,1000.0,881.0,119.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,197.0,P01,N10010,N10003,N20252026F,TB01,STR0001,OtherFaceoff,OnTheFly,,,,,P100201,P100230,P100002,P100108,P100070,,P100016,P100100,P100047,P100091,P100211,P100123,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0.0,0,1,0.0,0,1,0,0,5,3,4,2,0,0,0.0,35,SST0002,SPT0003,SIT0001,SH1897700003,SD05,1.0
SH1897700004,18977,4,1.0,14.0,41.0,14.0,14.0,,Home Goalie Stopped (after Away SOG),42.0,24.0,91.0,9.0,52.0,,39.0,11.0,19.0,40.0,2.0,18.0,,99.0,0.0,,,,1.0,1.0,,Velodrome,HollowBrook,881.0,854.0,27.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,194.0,224.0,P01,N10010,N10003,N20252026F,TB02,STR0001,OnTheFly,Home Goalie Stopped (after Away SOG),,,,,P100201,P100230,P100002,P100105,P100070,,P100016,P100084,P100088,P100049,P100211,P100123,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,50.0,1,1,50.0,1,1,0,0,2,1,1,1,0,0,0.0,15,SST0003,SPT0006,SIT0001,SH1897700004,SD01,1.0
SH1897700005,18977,5,1.0,14.0,14.0,12.0,4.0,,,70.0,14.0,61.0,9.0,84.0,,39.0,11.0,19.0,40.0,5.0,27.0,,99.0,20.0,,1.0,1.0,,,,Velodrome,HollowBrook,854.0,724.0,130.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,221.0,354.0,P01,N10010,N10003,N20252026F,TB02,STR0001,OnTheFly,OnTheFly,,,,,P100001,P100132,P100224,P100105,,,P100016,P100084,P100088,P100049,P100038,P100086,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,25.0,1,3,25.0,1,3,0,0,3,3,6,0,0,0,0.0,39,SST0003,SPT0003,SIT0001,SH1897700005,SD05,1.0
SH1897700006,18977,6,1.0,12.0,4.0,11.0,58.0,,,70.0,49.0,61.0,87.0,84.0,,39.0,11.0,13.0,22.0,5.0,27.0,,99.0,0.0,1.0,,,,,1.0,Velodrome,HollowBrook,724.0,718.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,351.0,360.0,P01,N10010,N10003,N20252026F,TB02,STR0001,OnTheFly,OnTheFly,,,,,P100001,P100161,P100224,P100159,,,P100016,P100084,P100047,P100097,P100038,P100086,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,0,1,1,0,0,0,0.0,2,SST0003,SPT0003,SIT0001,SH1897700006,SD01,1.0
SH1897700007,18977,7,1.0,11.0,58.0,11.0,49.0,,,42.0,49.0,75.0,87.0,84.0,,39.0,11.0,13.0,22.0,5.0,27.0,,99.0,0.0,,,,1.0,1.0,,Velodrome,HollowBrook,718.0,709.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,357.0,369.0,P01,N10010,N10003,N20252026F,TB02,STR0001,OnTheFly,OnTheFly,,,,,P100201,P100161,P100039,P100159,,,P100016,P100084,P100047,P100097,P100038,P100086,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,2,1,2,0,0,0,0.0,8,SST0003,SPT0003,SIT0001,SH1897700007,SD01,1.0
SH1897700008,18977,8,1.0,11.0,49.0,11.0,25.0,,,42.0,49.0,75.0,87.0,84.0,,39.0,26.0,13.0,22.0,5.0,27.0,,99.0,0.0,,1.0,1.0,,,,Velodrome,HollowBrook,709.0,685.0,24.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,366.0,393.0,P01,N10010,N10003,N20252026F,TB02,STR0001,OnTheFly,OnTheFly,,,,,P100201,P100161,P100039,P100159,,,P100016,P100100,P100047,P100097,P100038,P100086,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,1,0,100.0,1,0,0,0,2,2,2,1,0,0,0.0,17,SST0003,SPT0003,SIT0001,SH1897700008,SD01,1.0
SH1897700009,18977,9,1.0,11.0,25.0,10.0,40.0,,Away Goalie Stopped (after Home SOG),42.0,49.0,75.0,87.0,84.0,,39.0,26.0,13.0,22.0,33.0,18.0,,99.0,0.0,1.0,1.0,,,,,Velodrome,HollowBrook,685.0,640.0,45.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,390.0,438.0,P01,N10010,N10003,N20252026F,TB02,STR0001,OnTheFly,Away Goalie Stopped (after Home SOG),,,,,P100201,P100161,P100039,P100159,,,P100016,P100100,P100047,P100097,,P100123,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,3,0.0,0,3,0.0,0,3,0,0,2,2,7,0,0,0,0.0,31,SST0003,SPT0011,SIT0001,SH1897700009,SD03,1.0
SH1897700010,18977,10,1.0,10.0,40.0,10.0,8.0,OtherFaceoff,Home Penalty,42.0,49.0,75.0,87.0,22.0,,39.0,26.0,13.0,8.0,33.0,18.0,,99.0,13.0,1.0,,,1.0,,,Velodrome,HollowBrook,640.0,608.0,32.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,435.0,470.0,P01,N10010,N10003,N20252026F,TB02,STR0001,OtherFaceoff,Home Penalty,,,,,P100201,P100161,P100039,P100159,P100108,,P100016,P100100,P100047,P100091,,P100123,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,1,1,6,0,0,0,0.0,11,SST0002,SPT0010,SIT0001,SH1897700010,SD02,1.0
SH1897700011,18977,11,1.0,10.0,8.0,8.0,47.0,FaceoffAfterPenalty,,42.0,,24.0,87.0,22.0,,39.0,11.0,19.0,40.0,2.0,18.0,,99.0,29.0,,1.0,1.0,,,,Velodrome,HollowBrook,608.0,527.0,81.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,467.0,551.0,P01,N10010,N10003,N20252026F,TB02,STR0004,FaceoffAfterPenalty,Penalty,,,,,P100201,,P100230,P100159,P100108,,P100016,P100084,P100088,P100049,P100211,P100123,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0.0,0,1,0,0,3,3,2,0,0,0,0.0,26,SST0007,SPT0013,SIT0002,SH1897700011,SD04,1.0
SH1897700012,18977,12,1.0,8.0,47.0,8.0,36.0,,,42.0,,24.0,9.0,52.0,,39.0,11.0,19.0,40.0,2.0,18.0,,99.0,0.0,1.0,,,1.0,,,Velodrome,HollowBrook,527.0,516.0,11.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,548.0,562.0,P01,N10010,N10003,N20252026F,TB03,STR0004,OnTheFly,OnTheFly,,,,,P100201,,P100230,P100105,P100070,,P100016,P100084,P100088,P100049,P100211,P100123,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,1,1,1,0,0,0,0.0,10,SST0003,SPT0003,SIT0002,SH1897700012,SD01,1.0
SH1897700013,18977,13,1.0,8.0,36.0,8.0,7.0,,,70.0,,24.0,9.0,52.0,,39.0,11.0,19.0,40.0,2.0,27.0,,99.0,0.0,,,1.0,,,1.0,Velodrome,HollowBrook,516.0,487.0,29.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,559.0,591.0,P01,N10010,N10003,N20252026F,TB03,STR0004,OnTheFly,OnTheFly,,,,,P100001,,P100230,P100105,P100070,,P100016,P100084,P100088,P100049,P100211,P100086,,P100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,3,0.0,0,3,0.0,0,3,0,0,1,2,1,0,0,0,0.0,17,SST0003,SPT0003,SIT0002,SH1897700013,SD01,1.0
