chain_id,game_id,season_id,entry_event_key,shot_event_key,entry_event_index,shot_event_index,events_to_shot,entry_type,shot_result,is_goal,team_id,team_name,home_team_id,away_team_id,home_team_name,away_team_name,event_types_chain,event_details_chain,entry_player_id,entry_player_name,shot_player_id,shot_player_name,players_touched_count,sequence_key,play_key,zone_id,zone_entry_type_id,shot_result_detail_id,time_bucket_id,strength_id,shot_type_id
CH1897702225,18977,N20252026F,EV1897702225,EV1897702233,2225,2233,8,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Stoppage > DeadIce > Faceoff > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Pass_Intercepted > Stoppage_Play > Faceoff_AfterStoppage > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100132,Nick Ciampoli,4,SQ1897700074,PL1897707413,nan,ZE0010,ED0040,TB03,STR0001,ST0014
CH1897702232,18977,N20252026F,EV1897702232,EV1897702233,2232,2233,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100132,Nick Ciampoli,P100132,Nick Ciampoli,1,SQ1897700076,PL1897707602,nan,ZE0010,ED0040,TB03,STR0001,ST0014
CH1897702244,18977,N20252026F,EV1897702244,EV1897702245,2244,2245,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700076,PL1897707606,nan,ZE0010,ED0040,TB04,STR0001,ST0014
CH1897702255,18977,N20252026F,EV1897702255,EV1897702257,2255,2257,2,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100159,Josh Cronk,P100132,Nick Ciampoli,2,SQ1897700078,PL1897707803,nan,ZE0010,ED0040,TB04,STR0001,ST0006
CH1897702274,18977,N20252026F,EV1897702274,EV1897702279,2274,2279,5,ZoneEntry-DumpIn,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Pass > Possession > Turnover > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Turnover_Giveaway > Shot_OnNetSaved,P100132,Nick Ciampoli,P100224,Kaitlyn Shain,4,SQ1897700080,PL1897708001,nan,ZE0003,ED0040,TB04,STR0001,ST0014
CH1897702287,18977,N20252026F,EV1897702287,EV1897702295,2287,2295,8,ZoneEntry-DumpIn,Shot_Blocked,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Possession > Pass > Zone_Entry_Exit > Pass > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Zone_Exit > Pass_Completed > Zone_Entry > Shot_Blocked,P100049,Kirk Moore,P100001,Sam Downs,4,SQ1897700080,PL1897708007,nan,ZE0003,ED0033,TB04,STR0001,ST0014
CH1897702294,18977,N20252026F,EV1897702294,EV1897702295,2294,2295,1,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100001,Sam Downs,P100001,Sam Downs,1,SQ1897700080,PL1897708010,nan,ZE0010,ED0033,TB04,STR0001,ST0014
CH1897702301,18977,N20252026F,EV1897702301,EV1897702308,2301,2308,7,ZoneEntry-DumpIn,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Possession > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100070,Hayden Perea,P100088,Hayden Smith,3,SQ1897700080,PL1897708013,nan,ZE0003,ED0040,TB04,STR0001,ST0014
CH1897702307,18977,N20252026F,EV1897702307,EV1897702308,2307,2308,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700080,PL1897708016,nan,ZE0010,ED0040,TB04,STR0001,ST0014
CH1897702312,18977,N20252026F,EV1897702312,EV1897702319,2312,2319,7,ZoneEntry-FromExitClear,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Play > Pass > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Play_Defensive > Pass_Completed > Pass_Completed > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100001,Sam Downs,P100047,Nathan Watts,5,SQ1897700080,PL1897708018,nan,ZE0005,ED0040,TB04,STR0001,ST0014
CH1897702318,18977,N20252026F,EV1897702318,EV1897702319,2318,2319,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100047,Nathan Watts,P100047,Nathan Watts,1,SQ1897700080,PL1897708020,nan,ZE0010,ED0040,TB04,STR0001,ST0014
CH1897702328,18977,N20252026F,EV1897702328,EV1897702332,2328,2332,4,ZoneEntry-DumpIn,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100086,Beau Kelly,P100086,Beau Kelly,2,SQ1897700084,PL1897708401,nan,ZE0003,ED0040,TB05,STR0001,ST0014
CH1897702358,18977,N20252026F,EV1897702358,EV1897702359,2358,2359,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700090,PL1897709003,nan,ZE0010,ED0040,TB05,STR0001,ST0014
CH1898101003,18981,N20252026F,EV1898101003,EV1898101004,1003,1004,1,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100159,Josh Cronk,P100159,Josh Cronk,1,SQ1898100001,PL1898100101,ZN01,ZE0010,ED0038,TB01,STR0001,ST0014
CH1898101013,18981,N20252026F,EV1898101013,EV1898101014,1013,1014,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100164,Zachary Coleman,P100164,Zachary Coleman,1,SQ1898100001,PL1898100106,ZN01,ZE0010,ED0040,TB01,STR0001,ST0014
CH1898101023,18981,N20252026F,EV1898101023,EV1898101024,1023,1024,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100001,Sam Downs,P100001,Sam Downs,1,SQ1898100001,PL1898100109,ZN01,ZE0010,ED0040,TB01,STR0001,ST0014
CH1898101070,18981,N20252026F,EV1898101070,EV1898101071,1070,1071,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100197,Samuel Yetsko,P100197,Samuel Yetsko,1,SQ1898100003,PL1898100310,ZN01,ZE0010,ED0040,TB01,STR0001,ST0014
CH1898101086,18981,N20252026F,EV1898101086,EV1898101087,1086,1087,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100164,Zachary Coleman,P100164,Zachary Coleman,1,SQ1898100005,PL1898100504,ZN01,ZE0010,ED0040,TB02,STR0001,ST0014
CH1898101129,18981,N20252026F,EV1898101129,EV1898101136,1129,1136,7,ZoneEntry-PassMiss/Misplay,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Possession > Zone_Entry_Exit > Turnover > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Zone_Exit > Turnover_Giveaway > Zone_Entry > Shot_OnNetSaved,P100197,Samuel Yetsko,P100197,Samuel Yetsko,2,SQ1898100007,PL1898100721,ZN01,ZE0008,ED0040,TB02,STR0001,ST0014
CH1898101135,18981,N20252026F,EV1898101135,EV1898101136,1135,1136,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100197,Samuel Yetsko,P100197,Samuel Yetsko,1,SQ1898100007,PL1898100725,ZN01,ZE0010,ED0040,TB02,STR0001,ST0014
CH1898101150,18981,N20252026F,EV1898101150,EV1898101151,1150,1151,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100159,Josh Cronk,P100159,Josh Cronk,1,SQ1898100009,PL1898100902,ZN01,ZE0010,ED0040,TB02,STR0001,ST0014
CH1898101197,18981,N20252026F,EV1898101197,EV1898101204,1197,1204,7,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Play > Possession > Turnover > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Play_Defensive > Turnover_Giveaway > Zone_Exit > Zone_Exit > Shot_Missed,P100230,Jennifer Valente,P100164,Zachary Coleman,4,SQ1898100013,PL1898101317,ZN01,ZE0010,ED0038,TB02,STR0001,ST0014
CH1898101214,18981,N20252026F,EV1898101214,EV1898101224,1214,1224,10,ZoneEntry-DumpIn,Shot_Missed,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Possession > Pass > Stoppage > DeadIce > Faceoff > Turnover > Zone_Entry_Exit > Possession > Shot,Zone_Entry > Turnover_Giveaway > Pass_Deflected > Stoppage_Play > Faceoff_AfterStoppage > Turnover_Giveaway > Zone_Keepin > Shot_Missed,P100093,Pat Major,P100093,Pat Major,4,SQ1898100013,PL1898101325,ZN01,ZE0003,ED0038,TB03,STR0001,ST0014
CH1898101235,18981,N20252026F,EV1898101235,EV1898101239,1235,1239,4,ZoneEntry-CausedTurnover,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100198,Maxwell Donaty,P100119,Eric Elliott,2,SQ1898100015,PL1898101503,ZN01,ZE0001,ED0040,TB03,STR0001,ST0014
CH1898101238,18981,N20252026F,EV1898101238,EV1898101239,1238,1239,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100119,Eric Elliott,P100119,Eric Elliott,1,SQ1898100015,PL1898101505,ZN01,ZE0010,ED0040,TB03,STR0001,ST0014
CH1898101280,18981,N20252026F,EV1898101280,EV1898101289,1280,1289,9,ZoneEntry-DumpIn,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Possession > Pass > Possession > Pass > Zone_Entry_Exit > Pass > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Pass_Completed > Zone_Exit > Pass_Completed > Zone_Entry > Shot_OnNetSaved,P100132,Nick Ciampoli,P100197,Samuel Yetsko,5,SQ1898100017,PL1898101715,ZN01,ZE0003,ED0040,TB03,STR0001,ST0014
CH1898101288,18981,N20252026F,EV1898101288,EV1898101289,1288,1289,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100197,Samuel Yetsko,P100197,Samuel Yetsko,1,SQ1898100017,PL1898101718,ZN01,ZE0010,ED0040,TB03,STR0001,ST0014
CH1898101306,18981,N20252026F,EV1898101306,EV1898101312,1306,1312,6,ZoneEntry-PassMiss/Misplay,Shot_Missed,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Zone_Exit > Zone_Entry > Shot_Missed,P100039,Nicole Downs,P100197,Samuel Yetsko,3,SQ1898100019,PL1898101908,ZN01,ZE0008,ED0038,TB03,STR0001,ST0014
CH1898101311,18981,N20252026F,EV1898101311,EV1898101312,1311,1312,1,ZoneEntry-Rush,Shot_Missed,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100197,Samuel Yetsko,P100197,Samuel Yetsko,1,SQ1898100019,PL1898101911,ZN01,ZE0010,ED0038,TB03,STR0001,ST0014
CH1898101316,18981,N20252026F,EV1898101316,EV1898101317,1316,1317,1,ZoneEntry-Rush,Goal,True,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Goal,P100164,Zachary Coleman,P100164,Zachary Coleman,1,SQ1898100019,PL1898101914,ZN01,ZE0010,ED0037,TB03,STR0001,
CH1898101322,18981,N20252026F,EV1898101322,EV1898101323,1322,1323,1,ZoneEntry-Rush,Goal,True,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Goal,P100001,Sam Downs,P100001,Sam Downs,1,SQ1898100022,PL1898102201,ZN01,ZE0010,ED0037,TB03,STR0001,
CH1898101341,18981,N20252026F,EV1898101341,EV1898101351,1341,1351,10,ZoneEntry-FromExitClear,Shot_Missed,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Possession > Turnover > Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Turnover_Giveaway > Zone_Keepin > Turnover_Giveaway > Zone_Exit > Zone_Entry > Shot_Missed,P100074,Marko Somersalmi,P100001,Sam Downs,4,SQ1898100025,PL1898102509,ZN01,ZE0005,ED0038,TB04,STR0001,ST0014
CH1898101350,18981,N20252026F,EV1898101350,EV1898101351,1350,1351,1,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100001,Sam Downs,P100001,Sam Downs,1,SQ1898100025,PL1898102514,ZN01,ZE0010,ED0038,TB04,STR0001,ST0014
CH1898101367,18981,N20252026F,EV1898101367,EV1898101372,1367,1372,5,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Takeaway > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100001,Sam Downs,P100197,Samuel Yetsko,3,SQ1898100025,PL1898102520,ZN01,ZE0010,ED0040,TB04,STR0001,ST0014
CH1898101371,18981,N20252026F,EV1898101371,EV1898101372,1371,1372,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100197,Samuel Yetsko,P100197,Samuel Yetsko,1,SQ1898100025,PL1898102523,ZN01,ZE0010,ED0040,TB04,STR0001,ST0014
CH1898101405,18981,N20252026F,EV1898101405,EV1898101406,1405,1406,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100201,Garrett Ashcroft,P100201,Garrett Ashcroft,1,SQ1898100027,PL1898102702,ZN01,ZE0010,ED0040,TB05,STR0001,ST0014
CH1898101477,18981,N20252026F,EV1898101477,EV1898101480,1477,1480,3,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Play > Possession > Shot,Zone_Entry > Play_Offensive > Breakaway > Shot_OnNetSaved,P100066,Brock Lofgren,P100066,Brock Lofgren,1,SQ1898100038,PL1898103802,ZN01,ZE0010,ED0040,TB01,STR0001,ST0014
CH1898101494,18981,N20252026F,EV1898101494,EV1898101501,1494,1501,7,ZoneEntry-CausedTurnover,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Turnover_Giveaway > Zone_Exit > Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100161,Galen Wood,P100079,Joe Lopez,3,SQ1898100041,PL1898104105,ZN01,ZE0001,ED0040,TB02,STR0002,ST0014
CH1898101498,18981,N20252026F,EV1898101498,EV1898101501,1498,1501,3,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100066,Brock Lofgren,P100079,Joe Lopez,2,SQ1898100041,PL1898104108,ZN01,ZE0010,ED0040,TB02,STR0002,ST0014
CH1898101506,18981,N20252026F,EV1898101506,EV1898101512,1506,1512,6,ZoneEntry-PassMiss/Misplay,Shot_Missed,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Zone_Exit > Zone_Entry > Pass_Completed > Shot_Missed,P100001,Sam Downs,P100079,Joe Lopez,4,SQ1898100041,PL1898104110,ZN01,ZE0008,ED0038,TB02,STR0002,ST0009
CH1898101510,18981,N20252026F,EV1898101510,EV1898101512,1510,1512,2,ZoneEntry-Rush,Shot_Missed,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_Missed,P100066,Brock Lofgren,P100079,Joe Lopez,2,SQ1898100041,PL1898104112,ZN01,ZE0010,ED0038,TB02,STR0002,ST0009
CH1898101522,18981,N20252026F,EV1898101522,EV1898101528,1522,1528,6,ZoneEntry-DumpIn,Shot_Blocked,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Zone_Exit > Zone_Entry > Shot_Blocked,P100105,Ronnie Pinnell,P100078,Kyle Popovich,3,SQ1898100041,PL1898104118,ZN01,ZE0003,ED0033,TB02,STR0002,ST0014
CH1898101527,18981,N20252026F,EV1898101527,EV1898101528,1527,1528,1,ZoneEntry-Rush,Shot_Blocked,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100078,Kyle Popovich,P100078,Kyle Popovich,1,SQ1898100041,PL1898104121,ZN01,ZE0010,ED0033,TB02,STR0002,ST0014
CH1898101564,18981,N20252026F,EV1898101564,EV1898101568,1564,1568,4,ZoneEntry-FromExitClear,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100093,Pat Major,P100197,Samuel Yetsko,2,SQ1898100041,PL1898104128,ZN01,ZE0005,ED0040,TB02,STR0002,ST0014
CH1898101567,18981,N20252026F,EV1898101567,EV1898101568,1567,1568,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100197,Samuel Yetsko,P100197,Samuel Yetsko,1,SQ1898100041,PL1898104130,ZN01,ZE0010,ED0040,TB02,STR0002,ST0014
CH1898101593,18981,N20252026F,EV1898101593,EV1898101601,1593,1601,8,ZoneEntry-Pass,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Possession > Pass > Pass > Possession > Pass > Pass > Possession > Shot,Zone_Entry > Pass_Missed > Pass_Missed > Pass_Completed > Pass_Completed > Shot_OnNetSaved,P100001,Sam Downs,P100002,Kevin White,3,SQ1898100041,PL1898104140,ZN01,ZE0007,ED0040,TB02,STR0001,ST0014
CH1898101639,18981,N20252026F,EV1898101639,EV1898101646,1639,1646,7,ZoneEntry-FromExitClear,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Possession > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Possession > Shot,Zone_Entry > Pass_Completed > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100198,Maxwell Donaty,P100079,Joe Lopez,3,SQ1898100046,PL1898104603,ZN01,ZE0005,ED0040,TB03,STR0002,ST0006
CH1898101644,18981,N20252026F,EV1898101644,EV1898101646,1644,1646,2,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Possession > Shot,Zone_Entry > Shot_OnNetSaved,P100079,Joe Lopez,P100079,Joe Lopez,1,SQ1898100046,PL1898104605,ZN01,ZE0010,ED0040,TB03,STR0002,ST0006
CH1898101689,18981,N20252026F,EV1898101689,EV1898101691,1689,1691,2,ZoneEntry-Chip,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100119,Eric Elliott,P100111,Michelle Freddolino,2,SQ1898100048,PL1898104803,ZN01,ZE0002,ED0040,TB03,STR0002,ST0012
CH1898101720,18981,N20252026F,EV1898101720,EV1898101721,1720,1721,1,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100093,Pat Major,P100093,Pat Major,1,SQ1898100050,PL1898105009,ZN01,ZE0010,ED0038,TB03,STR0001,ST0014
CH1898101725,18981,N20252026F,EV1898101725,EV1898101733,1725,1733,8,ZoneEntry-PassMiss/Misplay,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Turnover > Zone_Entry_Exit > Possession > Pass > Zone_Entry_Exit > Possession > Shot,Zone_Entry > Turnover_Giveaway > Turnover_Giveaway > Zone_Keepin > Pass_Deflected > Zone_Keepin > Shot_OnNetSaved,P100197,Samuel Yetsko,P100079,Joe Lopez,3,SQ1898100050,PL1898105011,ZN01,ZE0008,ED0040,TB03,STR0001,ST0014
CH1898101748,18981,N20252026F,EV1898101748,EV1898101749,1748,1749,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100066,Brock Lofgren,P100066,Brock Lofgren,1,SQ1898100052,PL1898105201,ZN01,ZE0010,ED0040,TB04,STR0001,ST0014
CH1898101778,18981,N20252026F,EV1898101778,EV1898101787,1778,1787,9,ZoneEntry-DumpIn,Shot_Blocked,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Possession > Pass > Turnover > Turnover > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Zone_Exit > Pass_Deflected > Turnover_Giveaway > Turnover_Giveaway > Zone_Entry > Shot_Blocked,P100230,Jennifer Valente,P100119,Eric Elliott,2,SQ1898100054,PL1898105406,ZN01,ZE0003,ED0033,TB04,STR0001,ST0014
CH1898101786,18981,N20252026F,EV1898101786,EV1898101787,1786,1787,1,ZoneEntry-Rush,Shot_Blocked,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100119,Eric Elliott,P100119,Eric Elliott,1,SQ1898100054,PL1898105411,ZN01,ZE0010,ED0033,TB04,STR0001,ST0014
CH1898101793,18981,N20252026F,EV1898101793,EV1898101801,1793,1801,8,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Pass > Turnover > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Play > Possession > Shot,Zone_Entry > Pass_Deflected > Turnover_Giveaway > Zone_Exit > Zone_Entry > Play_Offensive > Shot_OnNetSaved,P100002,Kevin White,P100078,Kyle Popovich,2,SQ1898100056,PL1898105602,ZN01,ZE0010,ED0040,TB04,STR0001,ST0006
CH1898101798,18981,N20252026F,EV1898101798,EV1898101801,1798,1801,3,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Play > Possession > Shot,Zone_Entry > Play_Offensive > Shot_OnNetSaved,P100078,Kyle Popovich,P100078,Kyle Popovich,1,SQ1898100056,PL1898105605,ZN01,ZE0010,ED0040,TB04,STR0001,ST0006
CH1898101810,18981,N20252026F,EV1898101810,EV1898101816,1810,1816,6,ZoneEntry-PassMiss/Misplay,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Pass > Possession > Turnover > Possession > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Turnover_Takeaway > Shot_OnNetSaved,P100119,Eric Elliott,P100111,Michelle Freddolino,3,SQ1898100056,PL1898105608,ZN01,ZE0008,ED0040,TB04,STR0001,ST0014
CH1898101865,18981,N20252026F,EV1898101865,EV1898101874,1865,1874,9,ZoneEntry-PassMiss/Misplay,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Possession > Pass > Zone_Entry_Exit > Zone_Entry_Exit > Turnover > Turnover > Pass > Shot,Zone_Entry > Turnover_Giveaway > Pass_Missed > Zone_Exit > Zone_Entry > Turnover_Giveaway > Turnover_Giveaway > Pass_Completed > Shot_OnNetSaved,P100093,Pat Major,P100164,Zachary Coleman,6,SQ1898100057,PL1898105702,ZN01,ZE0008,ED0040,TB05,STR0001,ST0013
