chain_id,game_id,season_id,entry_event_key,shot_event_key,entry_event_index,shot_event_index,events_to_shot,entry_type,shot_result,is_goal,team_id,team_name,home_team_id,away_team_id,home_team_name,away_team_name,event_types_chain,event_details_chain,entry_player_id,entry_player_name,shot_player_id,shot_player_name,players_touched_count,sequence_key,play_key,zone_id,zone_entry_type_id,shot_result_detail_id,time_bucket_id,strength_id,shot_type_id
CH1897701192,18977,N20252026F,EV1897701192,EV1897701198,1192,1198,6,ZoneEntry-DumpIn,Shot_Missed,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Pass_Completed > Zone_Exit > Zone_Entry > Shot_Missed,P100159,Josh Cronk,P100084,Ty Smith,3,SQ1897700016,PL1897701602,nan,ZE0003,ED0038,TB03,STR0004,ST0014
CH1897701197,18977,N20252026F,EV1897701197,EV1897701198,1197,1198,1,ZoneEntry-Rush,Shot_Missed,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100084,Ty Smith,P100084,Ty Smith,1,SQ1897700016,PL1897701604,nan,ZE0010,ED0038,TB03,STR0004,ST0014
CH1897701219,18977,N20252026F,EV1897701219,EV1897701222,1219,1222,3,ZoneEntry-Pass,Shot_Missed,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_Missed,P100088,Hayden Smith,P100084,Ty Smith,2,SQ1897700016,PL1897701610,nan,ZE0007,ED0038,TB03,STR0004,ST0014
CH1897701238,18977,N20252026F,EV1897701238,EV1897701244,1238,1244,6,ZoneEntry-Rush,Shot_Missed,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Possession > Pass > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Pass_Completed > Shot_Missed,P100084,Ty Smith,P100086,Beau Kelly,3,SQ1897700016,PL1897701615,nan,ZE0010,ED0038,TB03,STR0004,ST0014
CH1897701258,18977,N20252026F,EV1897701258,EV1897701263,1258,1263,5,ZoneEntry-Rush,Shot_BlockedSameTeam,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Possession > Turnover > Possession > Shot,Zone_Entry > Turnover_Takeaway > Turnover_Giveaway > Shot_BlockedSameTeam,P100047,Nathan Watts,P100086,Beau Kelly,3,SQ1897700018,PL1897701804,nan,ZE0010,ED0034,TB03,STR0004,ST0014
CH1897701267,18977,N20252026F,EV1897701267,EV1897701270,1267,1270,3,ZoneEntry-DumpIn,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Shot,Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100001,Sam Downs,P100002,Kevin White,2,SQ1897700018,PL1897701809,nan,ZE0003,ED0040,TB03,STR0004,ST0014
CH1897701282,18977,N20252026F,EV1897701282,EV1897701286,1282,1286,4,ZoneEntry-DumpIn,Shot_Missed,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_Missed,P100001,Sam Downs,P100198,Maxwell Donaty,3,SQ1897700018,PL1897701812,nan,ZE0003,ED0038,TB03,STR0004,ST0014
CH1897701306,18977,N20252026F,EV1897701306,EV1897701308,1306,1308,2,ZoneEntry-Rush,Shot_Missed,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Missed > Shot_Missed,P100088,Hayden Smith,P100086,Beau Kelly,2,SQ1897700020,PL1897702002,nan,ZE0010,ED0038,TB03,STR0001,ST0014
CH1897701314,18977,N20252026F,EV1897701314,EV1897701315,1314,1315,1,ZoneEntry-Rush,Shot_Missed,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700020,PL1897702006,nan,ZE0010,ED0038,TB03,STR0001,ST0014
CH1897701322,18977,N20252026F,EV1897701322,EV1897701331,1322,1331,9,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Possession > Pass > Possession > Pass > Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Pass_Completed > Pass_Missed > Zone_Keepin > Pass_Completed > Shot_OnNetSaved,P100224,Kaitlyn Shain,P100201,Garrett Ashcroft,4,SQ1897700020,PL1897702009,nan,ZE0010,ED0040,TB04,STR0001,ST0014
CH1897701340,18977,N20252026F,EV1897701340,EV1897701341,1340,1341,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700020,PL1897702013,nan,ZE0010,ED0040,TB04,STR0001,ST0014
CH1897701352,18977,N20252026F,EV1897701352,EV1897701357,1352,1357,5,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Possession > Pass > Pass > Possession > Pass > Shot,Zone_Entry > Pass_Completed > Pass_Completed > Pass_Completed > Shot_OnNetSaved,P100084,Ty Smith,P100123,Todd Heffner,4,SQ1897700020,PL1897702017,nan,ZE0010,ED0040,TB04,STR0001,ST0014
CH1897701365,18977,N20252026F,EV1897701365,EV1897701368,1365,1368,3,ZoneEntry-Rush,Goal,True,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Shot,Zone_Entry > Pass_Completed > Shot_OnNetTippedGoal,P100001,Sam Downs,P100161,Galen Wood,2,SQ1897700020,PL1897702020,nan,ZE0010,ED0037,TB04,STR0001,ST0004
CH1897701403,18977,N20252026F,EV1897701403,EV1897701410,1403,1410,7,ZoneEntry-Other,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Possession > Pass > Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Zone_Exit > Turnover_Giveaway > Zone_Entry > Shot_OnNetSaved,P100100,Nate Flint,P100086,Beau Kelly,4,SQ1897700022,PL1897702216,nan,ZE0006,ED0040,TB05,STR0001,ST0014
CH1897701409,18977,N20252026F,EV1897701409,EV1897701410,1409,1410,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100086,Beau Kelly,P100086,Beau Kelly,1,SQ1897700022,PL1897702220,nan,ZE0010,ED0040,TB05,STR0001,ST0014
CH1897701438,18977,N20252026F,EV1897701438,EV1897701443,1438,1443,5,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Takeaway > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100001,Sam Downs,3,SQ1897700022,PL1897702233,nan,ZE0010,ED0040,TB05,STR0001,ST0014
CH1897701442,18977,N20252026F,EV1897701442,EV1897701443,1442,1443,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100001,Sam Downs,P100001,Sam Downs,1,SQ1897700022,PL1897702236,nan,ZE0010,ED0040,TB05,STR0001,ST0014
CH1897701450,18977,N20252026F,EV1897701450,EV1897701456,1450,1456,6,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Turnover > Stoppage > DeadIce > Faceoff > Shot,Zone_Entry > Pass_Intercepted > Turnover_Giveaway > Stoppage_Play > Faceoff_AfterStoppage > Shot_OnNetSaved,P100088,Hayden Smith,P100084,Ty Smith,3,SQ1897700022,PL1897702238,nan,ZE0010,ED0040,TB05,STR0001,ST0014
CH1897701468,18977,N20252026F,EV1897701468,EV1897701478,1468,1478,10,ZoneEntry-Other,Shot_Missed,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Possession > Pass > Turnover > Zone_Entry_Exit > Possession > Pass > Pass > Possession > Shot,Zone_Entry > Turnover_Giveaway > Pass_Missed > Turnover_Giveaway > Zone_Keepin > Pass_Completed > Pass_Completed > Shot_Missed,P100159,Josh Cronk,P100159,Josh Cronk,4,SQ1897700027,PL1897702701,nan,ZE0006,ED0038,TB01,STR0001,ST0014
CH1897701492,18977,N20252026F,EV1897701492,EV1897701493,1492,1493,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100047,Nathan Watts,P100047,Nathan Watts,1,SQ1897700029,PL1897702903,nan,ZE0010,ED0040,TB01,STR0001,ST0009
CH1897701523,18977,N20252026F,EV1897701523,EV1897701526,1523,1526,3,ZoneEntry-PassMiss/Misplay,Shot_Blocked,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Shot,Zone_Entry > Pass_Completed > Shot_Blocked,P100049,Kirk Moore,P100049,Kirk Moore,2,SQ1897700029,PL1897702914,nan,ZE0008,ED0033,TB01,,ST0014
CH1897701532,18977,N20252026F,EV1897701532,EV1897701542,1532,1542,10,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Turnover > Stoppage > DeadIce > Faceoff > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Possession > Shot,Zone_Entry > Pass_Missed > Turnover_Giveaway > Stoppage_Play > Faceoff_AfterStoppage > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100159,Josh Cronk,P100088,Hayden Smith,4,SQ1897700029,PL1897702917,nan,ZE0010,ED0040,TB02,STR0001,ST0014
CH1897701540,18977,N20252026F,EV1897701540,EV1897701542,1540,1542,2,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Shot,Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700031,PL1897703102,nan,ZE0010,ED0040,TB02,STR0001,ST0014
CH1897701566,18977,N20252026F,EV1897701566,EV1897701571,1566,1571,5,ZoneEntry-Pass,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Stoppage > DeadIce > Faceoff > Shot,Zone_Entry > Turnover_Takeaway > Stoppage_Play > Faceoff_AfterStoppage > Shot_OnNetSaved,P100161,Galen Wood,P100161,Galen Wood,4,SQ1897700031,PL1897703108,nan,ZE0007,ED0040,TB02,STR0001,ST0006
CH1897701588,18977,N20252026F,EV1897701588,EV1897701590,1588,1590,2,ZoneEntry-RushBreakaway,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Shot,Zone_Entry > Shot_OnNetSaved,P100047,Nathan Watts,P100047,Nathan Watts,1,SQ1897700035,PL1897703502,nan,ZE0009,ED0040,TB02,STR0001,ST0014
CH1897701607,18977,N20252026F,EV1897701607,EV1897701611,1607,1611,4,ZoneEntry-Rush,Goal,True,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Possession > Pass > Shot,Zone_Entry > Pass_Completed > Pass_Completed > Shot_OnNetTippedGoal,P100108,Robert Mayfield,P100108,Robert Mayfield,2,SQ1897700035,PL1897703509,nan,ZE0010,ED0037,TB02,STR0001,
CH1897701617,18977,N20252026F,EV1897701617,EV1897701625,1617,1625,8,ZoneEntry-PassMiss/Misplay,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Pass > Possession > Pass > Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Pass_Completed > Zone_Exit > Turnover_Giveaway > Zone_Entry > Shot_OnNetSaved,P100211,Noel Black,P100088,Hayden Smith,4,SQ1897700037,PL1897703701,nan,ZE0008,ED0040,TB02,STR0001,ST0014
CH1897701624,18977,N20252026F,EV1897701624,EV1897701625,1624,1625,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700037,PL1897703705,nan,ZE0010,ED0040,TB02,STR0001,ST0014
CH1897701648,18977,N20252026F,EV1897701648,EV1897701653,1648,1653,5,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Turnover > Turnover > Possession > Shot,Zone_Entry > Pass_Deflected > Turnover_Giveaway > Turnover_Giveaway > Shot_OnNetSaved,P100159,Josh Cronk,P100001,Sam Downs,3,SQ1897700037,PL1897703712,nan,ZE0010,ED0040,TB03,STR0001,ST0014
CH1897701680,18977,N20252026F,EV1897701680,EV1897701686,1680,1686,6,ZoneEntry-DumpIn,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Pass > Turnover > Zone_Entry_Exit > Pass > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Turnover_Takeaway > Zone_Keepin > Pass_Completed > Shot_OnNetSaved,P100070,Hayden Perea,P100224,Kaitlyn Shain,4,SQ1897700039,PL1897703906,nan,ZE0003,ED0040,TB03,STR0001,ST0014
CH1897701707,18977,N20252026F,EV1897701707,EV1897701710,1707,1710,3,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Play > Zone_Entry_Exit > Shot,Zone_Entry > Play_Defensive > Zone_Keepin > Shot_Missed,P100001,Sam Downs,P100132,Nick Ciampoli,3,SQ1897700041,PL1897704108,nan,ZE0010,ED0038,TB03,STR0001,ST0014
CH1897701729,18977,N20252026F,EV1897701729,EV1897701730,1729,1730,1,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100108,Robert Mayfield,P100108,Robert Mayfield,1,SQ1897700041,PL1897704115,nan,ZE0010,ED0033,TB03,STR0001,ST0014
CH1897701763,18977,N20252026F,EV1897701763,EV1897701768,1763,1768,5,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Possession > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Pass_Completed > Shot_OnNetSaved,P100084,Ty Smith,P100084,Ty Smith,2,SQ1897700043,PL1897704314,nan,ZE0010,ED0040,TB04,STR0001,ST0014
CH1897701787,18977,N20252026F,EV1897701787,EV1897701797,1787,1797,10,ZoneEntry-DumpIn,Shot_Missed,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Stoppage > DeadIce > Faceoff > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Zone_Exit > Stoppage_Play > Faceoff_AfterStoppage > Pass_Completed > Zone_Exit > Zone_Entry > Shot_Missed,P100086,Beau Kelly,P100001,Sam Downs,4,SQ1897700045,PL1897704503,nan,ZE0003,ED0038,TB04,STR0001,ST0014
CH1897701796,18977,N20252026F,EV1897701796,EV1897701797,1796,1797,1,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100001,Sam Downs,P100001,Sam Downs,1,SQ1897700047,PL1897704702,nan,ZE0010,ED0038,TB04,STR0001,ST0014
CH1897701818,18977,N20252026F,EV1897701818,EV1897701828,1818,1828,10,ZoneEntry-FromExitClear,Shot_Missed,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Possession > Pass > Turnover > Zone_Entry_Exit > Possession > Turnover > Pass > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Pass_Completed > Turnover_Giveaway > Zone_Exit > Turnover_Takeaway > Pass_Completed > Zone_Entry > Shot_Missed,P100086,Beau Kelly,P100001,Sam Downs,5,SQ1897700049,PL1897704906,nan,ZE0005,ED0038,TB04,STR0001,ST0014
CH1897701827,18977,N20252026F,EV1897701827,EV1897701828,1827,1828,1,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100001,Sam Downs,P100001,Sam Downs,1,SQ1897700049,PL1897704911,nan,ZE0010,ED0038,TB04,STR0001,ST0014
CH1897701847,18977,N20252026F,EV1897701847,EV1897701848,1847,1848,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100123,Todd Heffner,P100123,Todd Heffner,1,SQ1897700049,PL1897704916,nan,ZE0010,ED0040,TB05,STR0001,ST0014
CH1897701860,18977,N20252026F,EV1897701860,EV1897701861,1860,1861,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100002,Kevin White,P100002,Kevin White,1,SQ1897700049,PL1897704920,nan,ZE0010,ED0040,TB05,STR0001,ST0014
CH1897701875,18977,N20252026F,EV1897701875,EV1897701885,1875,1885,10,ZoneEntry-PassMiss/Misplay,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Stoppage > DeadIce > Faceoff > Possession > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Stoppage_Play > Faceoff_AfterStoppage > Pass_Completed > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100159,Josh Cronk,P100088,Hayden Smith,5,SQ1897700051,PL1897705101,nan,ZE0008,ED0040,TB05,STR0001,ST0014
CH1897701884,18977,N20252026F,EV1897701884,EV1897701885,1884,1885,1,ZoneEntry-RushBreakaway,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700053,PL1897705302,nan,ZE0009,ED0040,TB05,STR0001,ST0014
CH1897701895,18977,N20252026F,EV1897701895,EV1897701898,1895,1898,3,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_Blocked,P100224,Kaitlyn Shain,P100201,Garrett Ashcroft,2,SQ1897700054,PL1897705402,nan,ZE0010,ED0033,TB01,STR0001,ST0014
CH1897701910,18977,N20252026F,EV1897701910,EV1897701913,1910,1913,3,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Shot,Zone_Entry > Pass_Completed > Shot_Blocked,P100201,Garrett Ashcroft,P100224,Kaitlyn Shain,2,SQ1897700054,PL1897705408,nan,ZE0010,ED0033,TB01,STR0001,ST0014
CH1897701927,18977,N20252026F,EV1897701927,EV1897701933,1927,1933,6,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Turnover > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Pass_Deflected > Turnover_Giveaway > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100161,Galen Wood,P100084,Ty Smith,2,SQ1897700056,PL1897705605,nan,ZE0010,ED0040,TB01,STR0001,ST0014
CH1897701932,18977,N20252026F,EV1897701932,EV1897701933,1932,1933,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100084,Ty Smith,P100084,Ty Smith,1,SQ1897700056,PL1897705608,nan,ZE0010,ED0040,TB01,STR0001,ST0014
CH1897701957,18977,N20252026F,EV1897701957,EV1897701964,1957,1964,7,ZoneEntry-Chip,Shot_Blocked,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Turnover > Turnover > Possession > Pass > Zone_Entry_Exit > Possession > Shot,Zone_Entry > Turnover_Giveaway > Turnover_Giveaway > Pass_Missed > Zone_Keepin > Shot_Blocked,P100105,Ronnie Pinnell,P100161,Galen Wood,4,SQ1897700060,PL1897706003,nan,ZE0002,ED0033,TB01,STR0001,ST0014
CH1897701969,18977,N20252026F,EV1897701969,EV1897701972,1969,1972,3,ZoneEntry-Rush,Shot_Blocked,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Pass > Shot,Zone_Entry > Pass_Deflected > Pass_Completed > Shot_Blocked,P100047,Nathan Watts,P100123,Todd Heffner,3,SQ1897700060,PL1897706007,nan,ZE0010,ED0033,TB01,STR0001,ST0010
CH1897701983,18977,N20252026F,EV1897701983,EV1897701991,1983,1991,8,ZoneEntry-FromExitClear,Shot_TippedOnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Zone_Entry_Exit > Pass > Pass > Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Zone_Exit > Pass_Completed > Pass_Completed > Zone_Entry > Pass_Completed > Shot_TippedOnNetSaved,P100230,Jennifer Valente,P100097,Steve Smith,4,SQ1897700064,PL1897706402,nan,ZE0005,ED0040,TB02,STR0001,ST0012
CH1897701989,18977,N20252026F,EV1897701989,EV1897701991,1989,1991,2,ZoneEntry-Rush,Shot_TippedOnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_TippedOnNetSaved,P100086,Beau Kelly,P100097,Steve Smith,2,SQ1897700064,PL1897706404,nan,ZE0010,ED0040,TB02,STR0001,ST0012
CH1897702030,18977,N20252026F,EV1897702030,EV1897702036,2030,2036,6,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Possession > Pass > Possession > Pass > Shot,Zone_Entry > Pass_Completed > Pass_Completed > Shot_OnNetSaved,P100088,Hayden Smith,P100211,Noel Black,3,SQ1897700066,PL1897706616,nan,ZE0010,ED0040,TB02,STR0001,ST0014
CH1897702050,18977,N20252026F,EV1897702050,EV1897702052,2050,2052,2,ZoneEntry-Pass,Shot_Blocked,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Shot,Zone_Entry > Shot_Blocked,P100123,Todd Heffner,P100088,Hayden Smith,2,SQ1897700066,PL1897706620,nan,ZE0007,ED0033,TB02,STR0001,ST0014
CH1897702056,18977,N20252026F,EV1897702056,EV1897702059,2056,2059,3,ZoneEntry-Pass,Shot_OnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Possession > Shot,Zone_Entry > Shot_OnNetSaved,P100132,Nick Ciampoli,P100001,Sam Downs,2,SQ1897700066,PL1897706623,nan,ZE0007,ED0040,TB02,STR0001,ST0014
CH1897702070,18977,N20252026F,EV1897702070,EV1897702073,2070,2073,3,ZoneEntry-Pass,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Pass > Shot,Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100084,Ty Smith,P100088,Hayden Smith,3,SQ1897700066,PL1897706625,nan,ZE0007,ED0040,TB02,STR0001,ST0014
CH1897702090,18977,N20252026F,EV1897702090,EV1897702093,2090,2093,3,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_Blocked,P100159,Josh Cronk,P100224,Kaitlyn Shain,2,SQ1897700066,PL1897706629,nan,ZE0010,ED0033,TB02,STR0001,ST0014
CH1897702101,18977,N20252026F,EV1897702101,EV1897702106,2101,2106,5,ZoneEntry-Rush,Shot_OnNetSaved,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Possession > Possession > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100088,Hayden Smith,P100038,Kevin Moore,2,SQ1897700066,PL1897706632,nan,ZE0010,ED0040,TB02,STR0001,ST0014
CH1897702116,18977,N20252026F,EV1897702116,EV1897702117,2116,2117,1,ZoneEntry-Rush,Shot_Missed,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100091,Bert Loper,P100091,Bert Loper,1,SQ1897700068,PL1897706803,nan,ZE0010,ED0038,TB03,STR0001,ST0014
CH1897702131,18977,N20252026F,EV1897702131,EV1897702133,2131,2133,2,ZoneEntry-Rush,Shot_TippedOnNetSaved,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_TippedOnNetSaved,P100039,Nicole Downs,P100001,Sam Downs,2,SQ1897700068,PL1897706810,nan,ZE0010,ED0040,TB03,STR0001,ST0012
CH1897702150,18977,N20252026F,EV1897702150,EV1897702153,2150,2153,3,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Play > Possession > Shot,Zone_Entry > Play_Offensive > Shot_Missed,P100201,Garrett Ashcroft,P100201,Garrett Ashcroft,1,SQ1897700070,PL1897707004,nan,ZE0010,ED0038,TB03,STR0001,ST0014
CH1897702192,18977,N20252026F,EV1897702192,EV1897702193,2192,2193,1,ZoneEntry-Rush,Shot_Blocked,False,N10003,HollowBrook,N10010,N10003,Velodrome,HollowBrook,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100088,Hayden Smith,P100088,Hayden Smith,1,SQ1897700072,PL1897707204,nan,ZE0010,ED0033,TB03,STR0001,ST0014
