event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,shift_key,linked_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,cycle_key,is_cycle,event_start_min,event_start_sec,event_end_min,event_end_sec,running_video_time,event_running_start,event_running_end,play_detail1,is_rush,is_rebound,is_breakout,is_zone_entry,is_zone_exit,is_shot,is_goal,is_save,is_turnover,is_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_sog,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,pressured_pressurer,is_pressured,danger_level,danger_level_id,scoring_chance_key,breakout_key,breakout_successful,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1896902391,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,s,SC01,d,ZN02,SQ1896900048,PL1896904806,EC18969002391,TV1896902391,SH1896900084,,Platinum,N10008,Velodrome,N10010,1.0,P100023,,Alex Considine,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0001,,0,6.0,58.0,6.0,57.0,2958.0,2953.0,2959.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189691391,True,1.0,1.0,217.0,-1.0,258.0,630.0,17.0,127.0,1754.0,,,,,,,,,,,,1754.0,1754.0,1754.0,,,
EV1896902420,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,u,SC02,d,ZN02,SQ1896900121,PL1896912119,EC18969002420,TV1896909210,SH1896900087,LV1896909210,Platinum,N10008,Velodrome,N10010,0.0,P100132,P100030,Nick Ciampoli,N20252026F,4.0,,,ZX0003,,,,,,TB03,STR0001,,0,5.0,50.0,,,3026.0,3021.0,3026.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1.0,1,,,,BO189691420,False,5.0,0.0,-1.0,149.0,698.0,326.0,21.0,51.0,968.0,,,,,,1680.0,,,,,,968.0,968.0,968.0,1680.0,1680.0,1680.0
EV1896902472,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED293,u,SC02,d,ZN02,SQ1896900054,PL1896905401,EC18969002472,TV1896902472,SH1896900090,,Platinum,N10008,Velodrome,N10010,1.0,P100198,P100022,Maxwell Donaty,N20252026F,5.0,,,ZX0007,,,,,,TB04,STR0001,,0,3.0,42.0,3.0,41.0,3154.0,3149.0,3155.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1.0,1,,,,BO189691472,False,1.0,2.0,-1.0,21.0,826.0,454.0,22.0,25.0,1647.0,,,,,,995.0,,,,,,1647.0,1647.0,1647.0,995.0,995.0,995.0
EV1896902482,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_CausedTurnover,ED286,s,SC01,d,ZN02,SQ1896900125,PL1896912503,EC18969002482,TV1896909217,SH1896900090,LV1896909217,Platinum,N10008,Velodrome,N10010,0.0,P100202,P100108,Francis Forte,N20252026F,6.0,,,ZX0001,,,,,,TB04,STR0001,,0,3.0,34.0,,,3162.0,3157.0,3162.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189691482,True,3.0,2.0,13.0,-1.0,462.0,834.0,14.0,33.0,3240.0,,,,,,923.0,,,,,,3240.0,3240.0,3240.0,923.0,923.0,923.0
EV1896902522,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,,,s,SC01,d,ZN02,SQ1896900125,PL1896912505,EC18969002522,TV1896909222,SH1896900091,LV1896909222,Platinum,N10008,Velodrome,N10010,0.0,"P100022,P100117",P100039,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB04,STR0001,,0,2.0,15.0,,,3241.0,3236.0,3241.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189691522,True,2.0,0.0,-1.0,-1.0,66.0,913.0,51.0,65.0,995.0,1535.0,,,,,1257.0,,,,,,1265.0,995.0,1535.0,1257.0,1257.0,1257.0
EV1896902531,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,s,SC01,d,ZN02,SQ1896900057,PL1896905705,EC18969002531,TV1896902531,SH1896900092,,Platinum,N10008,Velodrome,N10010,1.0,P100161,,Galen Wood,N20252026F,4.0,,,ZX0010,,,,,,TB05,STR0001,,0,1.0,59.0,1.0,58.0,3257.0,3252.0,3258.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189691531,True,1.0,1.0,-1.0,-1.0,929.0,82.0,35.0,81.0,1357.0,,,,,,,,,,,,1357.0,1357.0,1357.0,,,
EV1896902536,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,s,SC01,d,ZN02,SQ1896900057,PL1896905708,EC18969002536,TV1896902536,SH1896900093,,Platinum,N10008,Velodrome,N10010,1.0,P100192,,Chris Premo,N20252026F,4.0,,,ZX0010,,,,,,TB05,STR0001,,0,1.0,51.0,1.0,50.0,3265.0,3260.0,3266.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189691536,True,1.0,2.0,-1.0,-1.0,90.0,937.0,27.0,89.0,1705.0,,,,,,,,,,,,1705.0,1705.0,1705.0,,,
EV1896902543,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,s,SC01,d,ZN02,SQ1896900125,PL1896912508,EC18969002543,TV1896909224,SH1896900094,LV1896909224,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100093",,Pat Major,N20252026F,5.0,,,ZX0007,,,,,,TB05,STR0001,,0,1.0,41.0,,,3275.0,3270.0,3275.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189691543,True,0.0,2.0,-1.0,-1.0,947.0,100.0,17.0,99.0,1730.0,1296.0,,,,,,,,,,,1513.0,1296.0,1730.0,,,
EV1896902580,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,s,SC01,d,ZN02,SQ1896900129,PL1896912902,EC18969002580,TV1896909228,SH1896900098,LV1896909228,Platinum,N10008,Velodrome,N10010,0.0,P100022,,Chris Dube,N20252026F,4.0,,,ZX0003,,,,,,TB05,STR0001,,0,0.0,28.0,,,3416.0,3411.0,3416.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189691580,True,5.0,0.0,-1.0,-1.0,241.0,1088.0,28.0,13.0,995.0,,,,,,,,,,,,995.0,995.0,995.0,,,
EV1896902584,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,s,SC01,d,ZN02,SQ1896900061,PL1896906101,EC18969002584,TV1896902584,SH1896900098,,Platinum,N10008,Velodrome,N10010,1.0,P100201,P100022,Garrett Ashcroft,N20252026F,4.0,,,ZX0010,,,,,,TB05,STR0001,,0,0.0,20.0,0.0,19.0,3424.0,3419.0,3425.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1.0,1,,,,BO189691584,True,1.0,1.0,-1.0,-1.0,1096.0,249.0,20.0,21.0,1592.0,,,,,,995.0,,,,,,1592.0,1592.0,1592.0,995.0,995.0,995.0
EV1897701014,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneEntry_Pass,ED281,,,,,SQ1897700004,PL1897700401,EC18977001014,TV1897701014,SH1897700001,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100001,P100159",,Josh Cronk,N20252026F,5.0,,ZE0007,,,,,,,TB01,STR0001,,0,17.0,17.0,,,43.0,38.0,43.0,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771608,,3.0,0.0,839.0,2926.0,-1.0,-1.0,38.0,28.0,23.0,71.0,,,,,,,,,,,47.0,23.0,71.0,,,
EV1897701021,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneEntry_Pass,ED281,,,,,SQ1897700004,PL1897700405,EC18977001021,TV1897701021,SH1897700001,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100159,P100161",,Galen Wood,N20252026F,4.0,,ZE0007,,,,,,,TB01,STR0001,,0,17.0,1.0,,,59.0,54.0,59.0,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771615,,3.0,2.0,823.0,2910.0,-1.0,-1.0,22.0,44.0,71.0,23.0,,,,,,,,,,,47.0,23.0,71.0,,,
EV1897701028,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneEntry_Rush,ED284,,,,,SQ1897700004,PL1897700410,EC18977001028,TV1897701028,SH1897700002,,Velodrome,N10010,HollowBrook,N10003,2.0,P100088,,Hayden Smith,N20252026F,4.0,,ZE0010,,,,,,,TB01,STR0001,,0,16.0,45.0,16.0,43.0,75.0,70.0,77.0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771622,,0.0,4.0,2894.0,807.0,-1.0,-1.0,6.0,60.0,199.0,,,,,,,,,,,,199.0,199.0,199.0,,,
EV1897701044,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneEntry_Rush,ED284,,,,,SQ1897700008,PL1897700802,EC18977001044,TV1897701044,SH1897700003,,Velodrome,N10010,HollowBrook,N10003,5.0,P100201,P100100,Garrett Ashcroft,N20252026F,4.0,,ZE0010,,,,,,,TB01,STR0001,,0,15.0,32.0,15.0,27.0,148.0,143.0,153.0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771638,,5.0,3.0,734.0,2821.0,-1.0,-1.0,76.0,34.0,208.0,,,,,,87.0,,,,,,208.0,208.0,208.0,87.0,87.0,87.0
EV1897701055,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,,,SQ1897700008,PL1897700806,EC18977001055,TV1897701055,SH1897700003,,Velodrome,N10010,HollowBrook,N10003,6.0,P100047,"P100002,P100070",Nathan Watts,N20252026F,4.0,,,ZX0010,,,,,,TB01,STR0001,,0,15.0,0.0,14.0,54.0,180.0,175.0,186.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771649,,6.0,5.0,2789.0,702.0,-1.0,-1.0,44.0,66.0,377.0,,,,,,268.0,251.0,,,,,377.0,377.0,377.0,259.5,251.0,268.0
EV1897701063,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,,,SQ1897700008,PL1897700809,EC18977001063,TV1897701063,SH1897700003,,Velodrome,N10010,HollowBrook,N10003,2.0,P100070,,Hayden Perea,N20252026F,5.0,,,ZX0010,,,,,,TB02,STR0001,,0,14.0,44.0,14.0,42.0,196.0,191.0,198.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771657,,2.0,0.0,686.0,2773.0,-1.0,-1.0,28.0,82.0,251.0,,,,,,,,,,,,251.0,251.0,251.0,,,
EV1897701072,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,,,SQ1897700008,PL1897700813,EC18977001072,TV1897701072,SH1897700004,,Velodrome,N10010,HollowBrook,N10003,5.0,P100088,,Hayden Smith,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,14.0,24.0,14.0,19.0,216.0,211.0,221.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771666,,5.0,0.0,2753.0,666.0,-1.0,-1.0,8.0,102.0,398.0,,,,,,,,,,,,398.0,398.0,398.0,,,
EV1897701084,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700010,PL1897701001,EC18977001084,TV1897701084,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100001,P100105",,Sam Downs,N20252026F,4.0,,,ZX0007,,,,,,TB02,STR0001,,0,13.0,40.0,,,260.0,255.0,260.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771678,,0.0,0.0,622.0,2709.0,-1.0,-1.0,6.0,36.0,547.0,481.0,,,,,,,,,,,514.0,481.0,547.0,,,
EV1897701100,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,,,SQ1897700012,PL1897701204,EC18977001100,TV1897701100,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,3.0,P100088,P100224,Hayden Smith,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,12.0,43.0,12.0,40.0,317.0,312.0,320.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771694,,3.0,7.0,2652.0,565.0,-1.0,-1.0,122.0,51.0,688.0,,,,,,356.0,,,,,,688.0,688.0,688.0,356.0,356.0,356.0
EV1897701116,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,,,SQ1897700012,PL1897701209,EC18977001116,TV1897701116,SH1897700005,,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,,Sam Downs,N20252026F,4.0,,,ZX0003,,,,,,TB02,STR0001,,0,12.0,7.0,,,353.0,348.0,353.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771710,,1.0,5.0,529.0,2616.0,-1.0,-1.0,86.0,87.0,607.0,,,,,,,,,,,,607.0,607.0,607.0,,,
EV1897701119,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700012,PL1897701211,EC18977001119,TV1897701119,SH1897700006,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100086",,Beau Kelly,N20252026F,5.0,,,ZX0007,,,,,,TB02,STR0001,,0,12.0,3.0,,,357.0,352.0,357.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771713,,0.0,3.0,2612.0,525.0,-1.0,-1.0,82.0,91.0,769.0,584.0,,,,,,,,,,,676.5,584.0,769.0,,,
EV1897701125,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Other,ED291,,,,,SQ1897700012,PL1897701215,EC18977001125,TV1897701125,SH1897700007,,Velodrome,N10010,HollowBrook,N10003,0.0,P100086,,Beau Kelly,N20252026F,5.0,,,ZX0006,,,,,,TB02,STR0001,,0,11.0,52.0,,,368.0,363.0,368.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771719,,1.0,0.0,2601.0,514.0,-1.0,-1.0,71.0,102.0,584.0,,,,,,,,,,,,584.0,584.0,584.0,,,
EV1897701129,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700012,PL1897701218,EC18977001129,TV1897701129,SH1897700008,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100159,P100161",P100108,Josh Cronk,N20252026F,5.0,,,ZX0007,,,,,,TB02,STR0001,,0,11.0,48.0,,,372.0,367.0,372.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771723,,0.0,3.0,510.0,2597.0,-1.0,-1.0,67.0,106.0,499.0,419.0,,,,,186.0,,,,,,459.0,419.0,499.0,186.0,186.0,186.0
EV1897701144,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700012,PL1897701224,EC18977001144,TV1897701144,SH1897700008,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100047,P100086",,Beau Kelly,N20252026F,5.0,,,ZX0007,,,,,,TB02,STR0001,,0,11.0,30.0,,,390.0,385.0,390.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771738,,0.0,3.0,2579.0,492.0,-1.0,-1.0,49.0,124.0,594.0,584.0,,,,,,,,,,,589.0,584.0,594.0,,,
EV1897701155,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700012,PL1897701229,EC18977001155,TV1897701155,SH1897700009,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100161,P100201",P100047,Garrett Ashcroft,N20252026F,4.0,,,ZX0007,,,,,,TB02,STR0001,,0,11.0,9.0,,,411.0,406.0,411.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771749,,1.0,0.0,471.0,2558.0,-1.0,-1.0,28.0,145.0,451.0,555.0,,,,,691.0,,,,,,503.0,451.0,555.0,691.0,691.0,691.0
EV1897701171,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,,,SQ1897700012,PL1897701235,EC18977001171,TV1897701171,SH1897700009,,Velodrome,N10010,HollowBrook,N10003,2.0,,P100047,Nathan Watts,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,10.0,49.0,10.0,47.0,431.0,426.0,433.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771765,,2.0,3.0,451.0,2538.0,-1.0,-1.0,8.0,165.0,,,,,,,875.0,,,,,,,,,875.0,875.0,875.0
EV1897701181,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,,,SQ1897700014,PL1897701403,EC18977001181,TV1897701181,SH1897700010,,Velodrome,N10010,HollowBrook,N10003,0.0,P100100,,Nate Flint,N20252026F,4.0,,,ZX0003,,,,,,TB02,STR0001,,0,10.0,20.0,,,460.0,455.0,460.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771775,,2.0,0.0,2509.0,422.0,-1.0,-1.0,150.0,21.0,551.0,,,,,,,,,,,,551.0,551.0,551.0,,,
EV1897701191,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,,,SQ1897700016,PL1897701601,EC18977001191,TV1897701191,SH1897700011,,Velodrome,N10010,HollowBrook,N10003,0.0,P100159,,Josh Cronk,N20252026F,5.0,,,ZX0003,,,,,,TB03,STR0004,,0,9.0,38.0,,,502.0,497.0,502.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771785,,1.0,0.0,380.0,2467.0,-1.0,-1.0,108.0,63.0,499.0,,,,,,,,,,,,499.0,499.0,499.0,,,
EV1897701195,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700016,PL1897701603,EC18977001195,TV1897701195,SH1897700011,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100123",,Todd Heffner,N20252026F,4.0,,,ZX0007,,,,,,TB03,STR0004,,0,9.0,22.0,,,518.0,513.0,518.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771789,,2.0,0.0,2451.0,364.0,-1.0,-1.0,92.0,79.0,961.0,738.0,,,,,,,,,,,849.5,738.0,961.0,,,
EV1897701209,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,,,SQ1897700016,PL1897701606,EC18977001209,TV1897701209,SH1897700011,,Velodrome,N10010,HollowBrook,N10003,3.0,P100201,"P100084,P100088",Garrett Ashcroft,N20252026F,4.0,,,ZX0010,,,,,,TB03,STR0004,,0,8.0,55.0,8.0,52.0,545.0,540.0,548.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771803,,3.0,2.0,337.0,2424.0,-1.0,-1.0,65.0,106.0,766.0,,,,,,972.0,934.0,,,,,766.0,766.0,766.0,953.0,934.0,972.0
EV1897701216,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700016,PL1897701609,EC18977001216,TV1897701216,SH1897700012,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100049,P100084",,Kirk Moore,N20252026F,4.0,,,ZX0007,,,,,,TB03,STR0004,,0,8.0,43.0,,,557.0,552.0,557.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771810,,0.0,2.0,2412.0,325.0,-1.0,-1.0,53.0,118.0,469.0,972.0,,,,,,,,,,,720.5,469.0,972.0,,,
EV1897701232,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,,,SQ1897700016,PL1897701612,EC18977001232,TV1897701232,SH1897700013,,Velodrome,N10010,HollowBrook,N10003,0.0,P100070,,Hayden Perea,N20252026F,5.0,,,ZX0003,,,,,,TB03,STR0004,,0,8.0,16.0,,,584.0,579.0,584.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771826,,0.0,1.0,298.0,2385.0,-1.0,-1.0,26.0,145.0,821.0,,,,,,,,,,,,821.0,821.0,821.0,,,
EV1897701236,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700016,PL1897701614,EC18977001236,TV1897701236,,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100086",,Beau Kelly,N20252026F,5.0,,,ZX0007,,,,,,TB03,,,0,8.0,7.0,,,593.0,588.0,593.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771830,,1.0,0.0,2376.0,289.0,-1.0,-1.0,17.0,154.0,1075.0,1030.0,,,,,,,,,,,1052.5,1030.0,1075.0,,,
EV1897701248,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,,,SQ1897700018,PL1897701801,EC18977001248,TV1897701248,SH1897700015,,Velodrome,N10010,HollowBrook,N10003,0.0,,,,N20252026F,,,,ZX0003,,,,,,TB03,STR0004,,0,7.0,26.0,,,634.0,629.0,634.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771842,,1.0,2.0,248.0,2335.0,-1.0,-1.0,90.0,24.0,,,,,,,,,,,,,,,,,,
EV1897701256,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,,,SQ1897700018,PL1897701803,EC18977001256,TV1897701256,SH1897700015,,Velodrome,N10010,HollowBrook,N10003,1.0,P100038,,Kevin Moore,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0004,,0,7.0,10.0,7.0,9.0,650.0,645.0,651.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771850,,1.0,0.0,2319.0,232.0,-1.0,-1.0,74.0,40.0,848.0,,,,,,,,,,,,848.0,848.0,848.0,,,
EV1897701266,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Other,ED291,,,,,SQ1897700018,PL1897701808,EC18977001266,TV1897701266,SH1897700015,,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100086,Sam Downs,N20252026F,4.0,,,ZX0006,,,,,,TB03,STR0004,,0,6.0,53.0,,,667.0,662.0,667.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771860,,3.0,3.0,215.0,2302.0,-1.0,-1.0,57.0,57.0,1096.0,,,,,,1047.0,,,,,,1096.0,1096.0,1096.0,1047.0,1047.0,1047.0
EV1897701279,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,,,SQ1897700018,PL1897701810,EC18977001279,TV1897701279,SH1897700015,,Velodrome,N10010,HollowBrook,N10003,0.0,P100086,,Beau Kelly,N20252026F,5.0,,,ZX0003,,,,,,TB03,STR0004,,0,6.0,38.0,,,682.0,677.0,682.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771873,,1.0,2.0,2287.0,200.0,-1.0,-1.0,42.0,72.0,1047.0,,,,,,,,,,,,1047.0,1047.0,1047.0,,,
EV1897701304,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,,,SQ1897700020,PL1897702001,EC18977001304,TV1897701304,SH1897700018,,Velodrome,N10010,HollowBrook,N10003,0.0,"P100088,P100123",,Todd Heffner,N20252026F,4.0,,,ZX0007,,,,,,TB03,STR0001,,0,5.0,25.0,,,755.0,750.0,755.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771898,,3.0,0.0,2214.0,127.0,-1.0,-1.0,305.0,31.0,1412.0,1274.0,,,,,,,,,,,1343.0,1274.0,1412.0,,,
EV1897701311,18977,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,,,SQ1897700020,PL1897702004,EC18977001311,TV1897701311,SH1897700018,,Velodrome,N10010,HollowBrook,N10003,0.0,P100132,,Nick Ciampoli,N20252026F,4.0,,,ZX0003,,,,,,TB03,STR0001,,0,5.0,5.0,,,775.0,770.0,775.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189771905,,3.0,0.0,107.0,2194.0,-1.0,-1.0,285.0,51.0,836.0,,,,,,,,,,,,836.0,836.0,836.0,,,
