event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,shift_key,linked_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,cycle_key,is_cycle,event_start_min,event_start_sec,event_end_min,event_end_sec,running_video_time,event_running_start,event_running_end,play_detail1,is_rush,is_rebound,is_breakout,is_zone_entry,is_zone_exit,is_shot,is_goal,is_save,is_turnover,is_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_sog,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,pressured_pressurer,is_pressured,danger_level,danger_level_id,scoring_chance_key,breakout_key,breakout_successful,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1898101115,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Other,ED291,,,d,ZN02,SQ1898100007,PL1898100713,EC18981001115,TV1898101115,SH1898100009,,Nelson,N10004,Velodrome,N10010,0.0,P100161,P100079,Galen Wood,N20252026F,4.0,,,ZX0006,,,,,,TB02,STR0001,,0,13.0,42.0,,,258.0,253.0,258.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813071,,0.0,1.0,520.0,607.0,-1.0,-1.0,46.0,65.0,297.0,,,,,,428.0,,,,,,297.0,297.0,297.0,428.0,428.0,428.0
EV1898101120,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,d,ZN02,SQ1898100007,PL1898100716,EC18981001120,TV1898101120,SH1898100010,,Nelson,N10004,Velodrome,N10010,0.0,"P100105,P100159",,Ronnie Pinnell,N20252026F,5.0,,,ZX0007,,,,,,TB02,STR0001,,0,13.0,34.0,,,266.0,261.0,266.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813076,,0.0,3.0,512.0,599.0,-1.0,-1.0,38.0,73.0,152.0,253.0,,,,,,,,,,,202.5,152.0,253.0,,,
EV1898101125,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,d,ZN02,SQ1898100007,PL1898100719,EC18981001125,TV1898101125,SH1898100011,,Nelson,N10004,Velodrome,N10010,0.0,P100108,,Robert Mayfield,N20252026F,5.0,,,ZX0003,,,,,,TB02,STR0001,,0,13.0,23.0,,,277.0,272.0,277.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813081,,4.0,0.0,501.0,588.0,-1.0,-1.0,27.0,84.0,315.0,,,,,,,,,,,,315.0,315.0,315.0,,,
EV1898101132,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,d,ZN02,SQ1898100007,PL1898100723,EC18981001132,TV1898101132,SH1898100011,,Nelson,N10004,Velodrome,N10010,0.0,P100159,,Josh Cronk,N20252026F,5.0,,,ZX0003,,,,,,TB02,STR0001,,0,13.0,10.0,,,290.0,285.0,290.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813088,,1.0,0.0,488.0,575.0,-1.0,-1.0,14.0,97.0,253.0,,,,,,,,,,,,253.0,253.0,253.0,,,
EV1898101148,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,d,ZN02,SQ1898100009,PL1898100901,EC18981001148,TV1898101148,SH1898100013,,Nelson,N10004,Velodrome,N10010,0.0,"P100001,P100159",,Sam Downs,N20252026F,4.0,,,ZX0007,,,,,,TB02,STR0001,,0,12.0,18.0,,,342.0,337.0,342.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813104,,1.0,0.0,436.0,523.0,-1.0,-1.0,4.0,38.0,406.0,361.0,,,,,,,,,,,383.5,361.0,406.0,,,
EV1898101167,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100013,PL1898101302,EC18981001167,TV1898101167,SH1898100013,,Nelson,N10004,Velodrome,N10010,1.0,P100197,,Samuel Yetsko,N20252026F,5.0,,,ZX0010,,,,,,TB02,STR0001,,0,11.0,31.0,11.0,30.0,389.0,384.0,390.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813123,,0.0,1.0,476.0,389.0,-1.0,-1.0,106.0,26.0,618.0,,,,,,,,,,,,618.0,618.0,618.0,,,
EV1898101171,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Lob,ED289,,,d,ZN02,SQ1898100013,PL1898101304,EC18981001171,TV1898101171,SH1898100014,,Nelson,N10004,Velodrome,N10010,0.0,P100159,,Josh Cronk,N20252026F,5.0,,,ZX0004,,,,,,TB02,STR0001,,0,11.0,20.0,,,400.0,395.0,400.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813127,,0.0,2.0,378.0,465.0,-1.0,-1.0,95.0,37.0,437.0,,,,,,,,,,,,437.0,437.0,437.0,,,
EV1898101176,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_CausedTurnover,ED286,,,d,ZN02,SQ1898100013,PL1898101308,EC18981001176,TV1898101176,SH1898100015,,Nelson,N10004,Velodrome,N10010,0.0,P100001,,Sam Downs,N20252026F,4.0,,,ZX0001,,,,,,TB02,STR0001,,0,11.0,11.0,,,409.0,404.0,409.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813132,,2.0,0.0,369.0,456.0,-1.0,-1.0,86.0,46.0,482.0,,,,,,,,,,,,482.0,482.0,482.0,,,
EV1898101187,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,d,ZN02,SQ1898100013,PL1898101311,EC18981001187,TV1898101187,SH1898100017,,Nelson,N10004,Velodrome,N10010,0.0,P100001,,Sam Downs,N20252026F,4.0,,,ZX0003,,,,,,TB02,STR0001,,0,10.0,48.0,,,432.0,427.0,432.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813143,,0.0,5.0,346.0,433.0,-1.0,-1.0,63.0,69.0,482.0,,,,,,,,,,,,482.0,482.0,482.0,,,
EV1898101189,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED293,,,d,ZN02,SQ1898100013,PL1898101313,EC18981001189,TV1898101189,SH1898100018,,Nelson,N10004,Velodrome,N10010,0.0,P100074,P100002,Marko Somersalmi,N20252026F,5.0,,,ZX0007,,,,,,TB02,STR0001,,0,10.0,42.0,,,438.0,433.0,438.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813145,,1.0,6.0,427.0,340.0,-1.0,-1.0,57.0,75.0,827.0,,,,,,444.0,,,,,,827.0,827.0,827.0,444.0,444.0,444.0
EV1898101195,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Lob,ED289,,,d,ZN02,SQ1898100013,PL1898101316,EC18981001195,TV1898101195,SH1898100019,,Nelson,N10004,Velodrome,N10010,0.0,"P100001,P100230",P100111,Sam Downs,N20252026F,4.0,,,ZX0004,,,,,,TB02,STR0001,,0,10.0,34.0,,,446.0,441.0,446.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813151,,0.0,3.0,332.0,419.0,-1.0,-1.0,49.0,83.0,527.0,516.0,,,,,527.0,,,,,,521.5,516.0,527.0,527.0,527.0,527.0
EV1898101201,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100013,PL1898101319,EC18981001201,TV1898101201,SH1898100020,,Nelson,N10004,Velodrome,N10010,3.0,P100164,,Zachary Coleman,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,10.0,17.0,10.0,14.0,463.0,458.0,466.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813157,,3.0,1.0,402.0,315.0,-1.0,-1.0,32.0,100.0,538.0,,,,,,,,,,,,538.0,538.0,538.0,,,
EV1898101203,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100013,PL1898101320,EC18981001203,TV1898101203,SH1898100020,,Nelson,N10004,Velodrome,N10010,3.0,"P100072,P100164","P100093,P100198",Zachary Coleman,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,10.0,12.0,10.0,9.0,468.0,463.0,471.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813159,,3.0,2.0,397.0,310.0,-1.0,-1.0,27.0,105.0,365.0,538.0,,,,,677.0,504.0,,,,,451.5,365.0,538.0,590.5,504.0,677.0
EV1898101212,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100013,PL1898101324,EC18981001212,TV1898101212,SH1898100022,,Nelson,N10004,Velodrome,N10010,4.0,P100093,P100066,Pat Major,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0001,,0,9.0,54.0,9.0,50.0,486.0,481.0,490.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813168,,4.0,4.0,292.0,379.0,-1.0,-1.0,9.0,123.0,677.0,,,,,,569.0,,,,,,677.0,677.0,677.0,569.0,569.0,569.0
EV1898101234,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED293,,,d,ZN02,SQ1898100015,PL1898101502,EC18981001234,TV1898101234,SH1898100023,,Nelson,N10004,Velodrome,N10010,0.0,"P100066,P100072",P100198,Bobby Dickinson,N20252026F,4.0,,,ZX0007,,,,,,TB03,STR0001,,0,8.0,51.0,,,549.0,544.0,549.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813190,,0.0,2.0,316.0,229.0,-1.0,-1.0,10.0,54.0,685.0,426.0,,,,,570.0,,,,,,555.5,426.0,685.0,570.0,570.0,570.0
EV1898101236,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100015,PL1898101504,EC18981001236,TV1898101236,SH1898100023,,Nelson,N10004,Velodrome,N10010,1.0,P100119,,Eric Elliott,N20252026F,4.0,,,ZX0010,,,,,,TB03,STR0001,,0,8.0,46.0,8.0,45.0,554.0,549.0,555.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813192,,1.0,3.0,311.0,224.0,-1.0,-1.0,5.0,59.0,824.0,,,,,,,,,,,,824.0,824.0,824.0,,,
EV1898101248,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,d,ZN02,SQ1898100017,PL1898101702,EC18981001248,TV1898101248,SH1898100025,,Nelson,N10004,Velodrome,N10010,0.0,P100105,,Ronnie Pinnell,N20252026F,5.0,,,ZX0003,,,,,,TB03,STR0001,,0,8.0,14.0,,,586.0,581.0,586.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813204,,3.0,0.0,192.0,279.0,-1.0,-1.0,82.0,27.0,532.0,,,,,,,,,,,,532.0,532.0,532.0,,,
EV1898101255,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_OppTeam,ED290,,,d,ZN02,SQ1898100017,PL1898101705,EC18981001255,TV1898101255,SH1898100025,,Nelson,N10004,Velodrome,N10010,0.0,P100132,,Nick Ciampoli,N20252026F,4.0,,,ZX0005,,,,,,TB03,STR0001,,0,7.0,55.0,,,605.0,600.0,605.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813211,,2.0,0.0,173.0,260.0,-1.0,-1.0,63.0,46.0,522.0,,,,,,,,,,,,522.0,522.0,522.0,,,
EV1898101265,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_CausedTurnover,ED286,,,d,ZN02,SQ1898100017,PL1898101709,EC18981001265,TV1898101265,SH1898100025,,Nelson,N10004,Velodrome,N10010,0.0,P100079,P100224,Joe Lopez,N20252026F,4.0,,,ZX0001,,,,,,TB03,STR0001,,0,7.0,40.0,,,620.0,615.0,620.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813221,,0.0,1.0,245.0,158.0,-1.0,-1.0,48.0,61.0,1056.0,,,,,,450.0,,,,,,1056.0,1056.0,1056.0,450.0,450.0,450.0
EV1898101275,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,d,ZN02,SQ1898100017,PL1898101714,EC18981001275,TV1898101275,SH1898100027,,Nelson,N10004,Velodrome,N10010,0.0,"P100070,P100224",,Hayden Perea,N20252026F,5.0,,,ZX0007,,,,,,TB03,STR0001,,0,7.0,15.0,,,645.0,640.0,645.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813231,,0.0,5.0,133.0,220.0,-1.0,-1.0,23.0,86.0,1087.0,556.0,,,,,,,,,,,821.5,556.0,1087.0,,,
EV1898101286,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,d,ZN02,SQ1898100017,PL1898101717,EC18981001286,TV1898101286,SH1898100027,,Nelson,N10004,Velodrome,N10010,0.0,"P100078,P100164",P100224,Kyle Popovich,N20252026F,4.0,,,ZX0007,,,,,,TB03,STR0001,,0,7.0,0.0,,,660.0,655.0,660.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813242,,3.0,0.0,205.0,118.0,-1.0,-1.0,8.0,101.0,1170.0,705.0,,,,,556.0,,,,,,937.5,705.0,1170.0,556.0,556.0,556.0
EV1898101296,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED293,,,d,ZN02,SQ1898100019,PL1898101901,EC18981001296,TV1898101296,SH1898100028,,Nelson,N10004,Velodrome,N10010,0.0,"P100108,P100159",P100074,Robert Mayfield,N20252026F,5.0,,,ZX0007,,,,,,TB03,STR0001,,0,6.0,21.0,,,699.0,694.0,699.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813252,,0.0,0.0,79.0,166.0,-1.0,-1.0,79.0,31.0,813.0,808.0,,,,,1048.0,,,,,,810.5,808.0,813.0,1048.0,1048.0,1048.0
EV1898101300,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100019,PL1898101905,EC18981001300,TV1898101300,SH1898100028,,Nelson,N10004,Velodrome,N10010,2.0,P100078,P100039,Kyle Popovich,N20252026F,4.0,,,ZX0010,,,,,,TB03,STR0001,,0,6.0,8.0,6.0,6.0,712.0,707.0,714.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813256,,2.0,2.0,153.0,66.0,-1.0,-1.0,66.0,44.0,1250.0,,,,,,870.0,,,,,,1250.0,1250.0,1250.0,870.0,870.0,870.0
EV1898101305,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,d,ZN02,SQ1898100019,PL1898101907,EC18981001305,TV1898101305,SH1898100029,,Nelson,N10004,Velodrome,N10010,0.0,"P100001,P100039",P100164,Sam Downs,N20252026F,4.0,,,ZX0007,,,,,,TB03,STR0001,,0,5.0,59.0,,,721.0,716.0,721.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813261,,0.0,4.0,57.0,144.0,-1.0,-1.0,57.0,53.0,880.0,870.0,,,,,935.0,,,,,,875.0,870.0,880.0,935.0,935.0,935.0
EV1898101309,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,d,ZN02,SQ1898100019,PL1898101910,EC18981001309,TV1898101309,SH1898100029,,Nelson,N10004,Velodrome,N10010,0.0,"P100074,P100197",P100001,Marko Somersalmi,N20252026F,5.0,,,ZX0007,,,,,,TB03,STR0001,,0,5.0,56.0,,,724.0,719.0,724.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813265,,0.0,2.0,141.0,54.0,-1.0,-1.0,54.0,56.0,1048.0,1061.0,,,,,880.0,,,,,,1054.5,1048.0,1061.0,880.0,880.0,880.0
EV1898101313,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Chip,ED287,,,d,ZN02,SQ1898100019,PL1898101912,EC18981001313,TV1898101313,SH1898100029,,Nelson,N10004,Velodrome,N10010,0.0,P100108,,Robert Mayfield,N20252026F,5.0,,,ZX0002,,,,,,TB03,STR0001,,0,5.0,43.0,,,737.0,732.0,737.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813269,,0.0,7.0,41.0,128.0,-1.0,-1.0,41.0,69.0,813.0,,,,,,,,,,,,813.0,813.0,813.0,,,
EV1898101334,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED293,,,d,ZN02,SQ1898100025,PL1898102503,EC18981001334,TV1898101334,SH1898100031,,Nelson,N10004,Velodrome,N10010,0.0,"P100072,P100197",,Samuel Yetsko,N20252026F,5.0,,,ZX0007,,,,,,TB04,STR0001,,0,4.0,28.0,,,812.0,807.0,812.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813290,,0.0,0.0,53.0,-1.0,-1.0,34.0,53.0,34.0,822.0,1362.0,,,,,,,,,,,1092.0,822.0,1362.0,,,
EV1898101338,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED293,,,d,ZN02,SQ1898100025,PL1898102506,EC18981001338,TV1898101338,SH1898100031,,Nelson,N10004,Velodrome,N10010,0.0,"P100093,P100159",,Pat Major,N20252026F,5.0,,,ZX0007,,,,,,TB04,STR0001,,0,4.0,25.0,,,815.0,810.0,815.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813294,,0.0,3.0,-1.0,50.0,37.0,-1.0,50.0,37.0,1072.0,848.0,,,,,,,,,,,960.0,848.0,1072.0,,,
EV1898101340,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,d,ZN02,SQ1898100025,PL1898102508,EC18981001340,TV1898101340,SH1898100031,,Nelson,N10004,Velodrome,N10010,0.0,P100074,P100159,Marko Somersalmi,N20252026F,5.0,,,ZX0003,,,,,,TB04,STR0001,,0,4.0,18.0,,,822.0,817.0,822.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813296,,7.0,0.0,43.0,-1.0,-1.0,44.0,43.0,44.0,1296.0,,,,,,853.0,,,,,,1296.0,1296.0,1296.0,853.0,853.0,853.0
EV1898101348,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100025,PL1898102513,EC18981001348,TV1898101348,SH1898100031,,Nelson,N10004,Velodrome,N10010,1.0,P100001,,Sam Downs,N20252026F,4.0,,,ZX0010,,,,,,TB04,STR0001,,0,4.0,5.0,4.0,4.0,835.0,830.0,836.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813303,,0.0,4.0,-1.0,30.0,57.0,-1.0,30.0,57.0,898.0,,,,,,,,,,,,898.0,898.0,898.0,,,
EV1898101363,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Lob,ED289,,,d,ZN02,SQ1898100025,PL1898102518,EC18981001363,TV1898101363,SH1898100031,,Nelson,N10004,Velodrome,N10010,0.0,"P100072,P100197",,Samuel Yetsko,N20252026F,5.0,,,ZX0004,,,,,,TB04,STR0001,,0,3.0,41.0,,,859.0,854.0,859.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813318,,0.0,3.0,6.0,-1.0,-1.0,81.0,6.0,81.0,822.0,1388.0,,,,,,,,,,,1105.0,822.0,1388.0,,,
EV1898101369,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Other,ED291,,,d,ZN02,SQ1898100025,PL1898102522,EC18981001369,TV1898101369,SH1898100032,,Nelson,N10004,Velodrome,N10010,0.0,P100079,,Joe Lopez,N20252026F,4.0,,,ZX0006,,,,,,TB04,STR0001,,0,3.0,29.0,,,871.0,866.0,871.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813324,,1.0,3.0,313.0,-1.0,6.0,93.0,65.0,6.0,1427.0,,,,,,,,,,,,1427.0,1427.0,1427.0,,,
EV1898101376,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Chip,ED287,,,d,ZN02,SQ1898100025,PL1898102525,EC18981001376,TV1898101376,SH1898100033,,Nelson,N10004,Velodrome,N10010,0.0,P100002,,Kevin White,N20252026F,4.0,,,ZX0002,,,,,,TB04,STR0001,,0,3.0,18.0,,,882.0,877.0,882.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813331,,0.0,5.0,-1.0,302.0,104.0,17.0,54.0,17.0,811.0,,,,,,,,,,,,811.0,811.0,811.0,,,
EV1898101381,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,d,ZN02,SQ1898100025,PL1898102527,EC18981001381,TV1898101381,SH1898100034,,Nelson,N10004,Velodrome,N10010,0.0,P100197,P100002,Samuel Yetsko,N20252026F,5.0,,,ZX0003,,,,,,TB04,STR0001,,0,3.0,10.0,,,890.0,885.0,890.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813336,,0.0,1.0,294.0,-1.0,25.0,112.0,46.0,25.0,1388.0,,,,,,811.0,,,,,,1388.0,1388.0,1388.0,811.0,811.0,811.0
EV1898101390,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100025,PL1898102531,EC18981001390,TV1898101390,SH1898100035,,Nelson,N10004,Velodrome,N10010,3.0,P100061,,Eric Larson,N20252026F,5.0,,,ZX0010,,,,,,TB04,STR0001,,0,2.0,50.0,2.0,47.0,910.0,905.0,913.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813345,,3.0,0.0,274.0,-1.0,45.0,132.0,26.0,45.0,1425.0,,,,,,,,,,,,1425.0,1425.0,1425.0,,,
EV1898101403,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED292,,,d,ZN02,SQ1898100027,PL1898102701,EC18981001403,TV1898101403,SH1898100037,,Nelson,N10004,Velodrome,N10010,0.0,"P100002,P100201",,Kevin White,N20252026F,4.0,,,ZX0007,,,,,,TB05,STR0001,,0,1.0,55.0,,,965.0,960.0,965.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813358,,0.0,4.0,-1.0,219.0,187.0,100.0,5.0,29.0,898.0,997.0,,,,,,,,,,,947.5,898.0,997.0,,,
EV1898101421,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100029,PL1898102903,EC18981001421,TV1898101421,SH1898100038,,Nelson,N10004,Velodrome,N10010,4.0,P100119,,Eric Elliott,N20252026F,4.0,,,ZX0010,,,,,,TB05,STR0001,,0,1.0,9.0,1.0,5.0,1011.0,1006.0,1015.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813376,,4.0,6.0,173.0,-1.0,146.0,233.0,12.0,41.0,1539.0,,,,,,,,,,,,1539.0,1539.0,1539.0,,,
EV1898101428,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED288,,,d,ZN02,SQ1898100032,PL1898103201,EC18981001428,TV1898101428,SH1898100039,,Nelson,N10004,Velodrome,N10010,0.0,P100198,,Maxwell Donaty,N20252026F,5.0,,,ZX0003,,,,,,TB05,STR0002,,0,0.0,30.0,,,1050.0,1045.0,1050.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813383,,10.0,0.0,-1.0,134.0,272.0,185.0,134.0,27.0,1178.0,,,,,,,,,,,,1178.0,1178.0,1178.0,,,
EV1898101431,18981,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED293,,,d,ZN02,SQ1898100032,PL1898103203,EC18981001431,TV1898101431,SH1898100039,,Nelson,N10004,Velodrome,N10010,0.0,P100197,,Samuel Yetsko,N20252026F,5.0,,,ZX0007,,,,,,TB05,STR0002,,0,0.0,20.0,,,1060.0,1055.0,1060.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,BO189813386,,0.0,10.0,124.0,-1.0,195.0,282.0,124.0,37.0,1671.0,,,,,,,,,,,,1671.0,1671.0,1671.0,,,
