scoring_chance_key,game_id,event_id,period,is_goal,danger_level,is_rebound,is_rush,is_odd_man,event_detail,event_detail_2,time_bucket_id,strength_id,shot_type_id,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
SC18969_EV1896902217,18969,EV1896902217,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,1.0,-1.0,65.0,307.0,597.0,65.0,28.0,1024.0,,,,,,1754.0,,,,,,1024.0,1024.0,1024.0,1754.0,1754.0,1754.0
SC18969_EV1896902241,18969,EV1896902241,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,0.0,1.0,25.0,-1.0,637.0,347.0,25.0,68.0,1480.0,,,,,,1730.0,,,,,,1480.0,1480.0,1480.0,1730.0,1730.0,1730.0
SC18969_EV1896902244,18969,EV1896902244,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,0.0,0.0,22.0,-1.0,640.0,350.0,22.0,71.0,1067.0,,,,,,,,,,,,1067.0,1067.0,1067.0,,,
SC18969_EV1896902253,18969,EV1896902253,3,0,low,0,0,0,Shot_Blocked,Shot_Backhand,,,,2.0,0.0,-1.0,9.0,363.0,653.0,9.0,84.0,1730.0,,,,,,1480.0,,,,,,1730.0,1730.0,1730.0,1480.0,1480.0,1480.0
SC18969_EV1896902262,18969,EV1896902262,3,0,medium,0,0,0,Shot_Goal,,,,,25.0,0.0,475.0,-1.0,662.0,372.0,37.0,93.0,1535.0,,,,,,3158.0,,,,,,1535.0,1535.0,1535.0,3158.0,3158.0,3158.0
SC18969_EV1896902263,18969,EV1896902263,3,1,medium,0,0,0,Goal_Scored,Goal_Wrist,,,,0.0,1.0,475.0,-1.0,662.0,372.0,37.0,93.0,1535.0,,,,,,3158.0,,,,,,1535.0,1535.0,1535.0,3158.0,3158.0,3158.0
SC18969_EV1896902273,18969,EV1896902273,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,439.0,-1.0,36.0,408.0,1.0,36.0,1084.0,,,,,,3158.0,,,,,,1084.0,1084.0,1084.0,3158.0,3158.0,3158.0
SC18969_EV1896902300,18969,EV1896902300,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,25.0,358.0,-1.0,117.0,489.0,14.0,25.0,1680.0,,,,,,3158.0,,,,,,1680.0,1680.0,1680.0,3158.0,3158.0,3158.0
SC18969_EV1896902308,18969,EV1896902308,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,347.0,-1.0,128.0,500.0,3.0,36.0,1225.0,,,,,,3158.0,,,,,,1225.0,1225.0,1225.0,3158.0,3158.0,3158.0
SC18969_EV1896902336,18969,EV1896902336,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,0.0,2.0,-1.0,295.0,552.0,180.0,95.0,49.0,1257.0,,,,,,,,,,,,1257.0,1257.0,1257.0,,,
SC18969_EV1896902343,18969,EV1896902343,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,5.0,0.0,281.0,-1.0,194.0,566.0,81.0,63.0,995.0,,,,,,3158.0,,,,,,995.0,995.0,995.0,3158.0,3158.0,3158.0
SC18969_EV1896902380,18969,EV1896902380,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,-1.0,227.0,620.0,248.0,27.0,117.0,923.0,,,,,,1535.0,3240.0,,,,,923.0,923.0,923.0,2387.5,1535.0,3240.0
SC18969_EV1896902388,18969,EV1896902388,3,0,low,0,0,0,Shot_Blocked,Shot_OneTime,,,,0.0,3.0,-1.0,219.0,628.0,256.0,19.0,125.0,923.0,,,,,,1754.0,,,,,,923.0,923.0,923.0,1754.0,1754.0,1754.0
SC18969_EV1896902400,18969,EV1896902400,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,1.0,0.0,201.0,-1.0,274.0,646.0,1.0,143.0,1067.0,,,,,,3158.0,,,,,,1067.0,1067.0,1067.0,3158.0,3158.0,3158.0
SC18969_EV1896902411,18969,EV1896902411,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,3.0,3.0,159.0,-1.0,316.0,688.0,31.0,41.0,1680.0,,,,,,,,,,,,1680.0,1680.0,1680.0,,,
SC18969_EV1896902415,18969,EV1896902415,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Tip,,,,0.0,0.0,155.0,-1.0,320.0,692.0,27.0,45.0,1225.0,,,,,,3158.0,,,,,,1225.0,1225.0,1225.0,3158.0,3158.0,3158.0
SC18969_EV1896902427,18969,EV1896902427,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,4.0,3.0,136.0,-1.0,339.0,711.0,8.0,64.0,1705.0,,,,,,1296.0,,,,,,1705.0,1705.0,1705.0,1296.0,1296.0,1296.0
SC18969_EV1896902444,18969,EV1896902444,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,0.0,1.0,90.0,-1.0,385.0,757.0,19.0,38.0,1754.0,,,,,,1045.0,968.0,,,,,1754.0,1754.0,1754.0,1006.5,968.0,1045.0
SC18969_EV1896902457,18969,EV1896902457,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,1.0,3.0,73.0,-1.0,402.0,774.0,2.0,55.0,1754.0,,,,,,1045.0,,,,,,1754.0,1754.0,1754.0,1045.0,1045.0,1045.0
SC18969_EV1896902459,18969,EV1896902459,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Backhand,,,,0.0,1.0,72.0,-1.0,403.0,775.0,1.0,56.0,1084.0,,,,,,3158.0,,,,,,1084.0,1084.0,1084.0,3158.0,3158.0,3158.0
SC18969_EV1896902464,18969,EV1896902464,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,24.0,47.0,-1.0,428.0,800.0,1.0,24.0,995.0,,,,,,3158.0,1647.0,,,,,995.0,995.0,995.0,2402.5,1647.0,3158.0
SC18969_EV1896902469,18969,EV1896902469,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,0.0,0.0,25.0,-1.0,450.0,822.0,26.0,21.0,995.0,,,,,,1730.0,,,,,,995.0,995.0,995.0,1730.0,1730.0,1730.0
SC18969_EV1896902476,18969,EV1896902476,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,-1.0,17.0,830.0,458.0,18.0,29.0,1730.0,,,,,,1754.0,3240.0,,,,,1730.0,1730.0,1730.0,2497.0,1754.0,3240.0
SC18969_EV1896902486,18969,EV1896902486,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,0.0,7.0,-1.0,468.0,840.0,8.0,39.0,995.0,,,,,,,,,,,,995.0,995.0,995.0,,,
SC18969_EV1896902491,18969,EV1896902491,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,1.0,0.0,1.0,-1.0,474.0,846.0,2.0,45.0,1754.0,,,,,,3158.0,,,,,,1754.0,1754.0,1754.0,3158.0,3158.0,3158.0
SC18969_EV1896902495,18969,EV1896902495,3,0,medium,0,0,0,Shot_Goal,,,,,0.0,1.0,-1.0,-1.0,475.0,847.0,1.0,46.0,1754.0,,,,,,3158.0,,,,,,1754.0,1754.0,1754.0,3158.0,3158.0,3158.0
SC18969_EV1896902496,18969,EV1896902496,3,1,medium,0,0,0,Goal_Scored,Goal_Backhand,,,,0.0,0.0,-1.0,-1.0,475.0,847.0,1.0,46.0,1754.0,,,,,,3158.0,,,,,,1754.0,1754.0,1754.0,3158.0,3158.0,3158.0
SC18969_EV1896902506,18969,EV1896902506,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,1.0,-1.0,-1.0,890.0,43.0,74.0,42.0,1257.0,,,,,,995.0,,,,,,1257.0,1257.0,1257.0,995.0,995.0,995.0
SC18969_EV1896902515,18969,EV1896902515,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,1.0,0.0,-1.0,-1.0,904.0,57.0,60.0,56.0,1730.0,,,,,,3240.0,,,,,,1730.0,1730.0,1730.0,3240.0,3240.0,3240.0
SC18969_EV1896902546,18969,EV1896902546,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,5.0,0.0,-1.0,-1.0,953.0,106.0,11.0,105.0,1730.0,,,,,,1680.0,3240.0,,,,,1730.0,1730.0,1730.0,2460.0,1680.0,3240.0
SC18969_EV1896902552,18969,EV1896902552,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,-1.0,-1.0,962.0,115.0,2.0,114.0,939.0,,,,,,3240.0,,,,,,939.0,939.0,939.0,3240.0,3240.0,3240.0
SC18969_EV1896902566,18969,EV1896902566,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,1.0,-1.0,-1.0,1047.0,200.0,3.0,83.0,1730.0,,,,,,1225.0,,,,,,1730.0,1730.0,1730.0,1225.0,1225.0,1225.0
SC18969_EV1896902575,18969,EV1896902575,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,-1.0,-1.0,1075.0,228.0,41.0,25.0,939.0,,,,,,1566.0,3240.0,,,,,939.0,939.0,939.0,2403.0,1566.0,3240.0
SC18977_EV1897701018,18977,EV1897701018,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,2.0,2919.0,832.0,-1.0,-1.0,31.0,35.0,193.0,,,,,,,,,,,,193.0,193.0,193.0,,,
SC18977_EV1897701031,18977,EV1897701031,1,0,medium,0,0,0,Shot_OnNet,Shot_Wrist,,,,0.0,0.0,2888.0,801.0,-1.0,-1.0,33.0,66.0,216.0,,,,,,216.0,71.0,,,,,216.0,216.0,216.0,143.5,71.0,216.0
SC18977_EV1897701067,18977,EV1897701067,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,6.0,4.0,676.0,2763.0,-1.0,-1.0,18.0,92.0,268.0,,,,,,,,,,,,268.0,268.0,268.0,,,
SC18977_EV1897701076,18977,EV1897701076,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,25.0,0.0,2744.0,657.0,-1.0,-1.0,41.0,1.0,223.0,,,,,,604.0,445.0,,,,,223.0,223.0,223.0,524.5,445.0,604.0
SC18977_EV1897701087,18977,EV1897701087,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Snap,,,,0.0,3.0,617.0,2704.0,-1.0,-1.0,1.0,41.0,481.0,,,,,,484.0,759.0,,,,,481.0,481.0,481.0,621.5,484.0,759.0
SC18977_EV1897701103,18977,EV1897701103,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,2.0,1.0,2645.0,558.0,-1.0,-1.0,115.0,58.0,688.0,,,,,,481.0,,,,,,688.0,688.0,688.0,481.0,481.0,481.0
SC18977_EV1897701108,18977,EV1897701108,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,6.0,1.0,2632.0,545.0,-1.0,-1.0,102.0,71.0,384.0,,,,,,481.0,,,,,,384.0,384.0,384.0,481.0,481.0,481.0
SC18977_EV1897701110,18977,EV1897701110,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,2624.0,537.0,-1.0,-1.0,94.0,79.0,688.0,,,,,,1070.0,,,,,,688.0,688.0,688.0,1070.0,1070.0,1070.0
SC18977_EV1897701139,18977,EV1897701139,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,0.0,498.0,2585.0,-1.0,-1.0,55.0,118.0,446.0,,,,,,,,,,,,446.0,446.0,446.0,,,
SC18977_EV1897701150,18977,EV1897701150,1,0,low,0,0,0,Shot_BlockedSameTeam,Shot_Wrist,,,,5.0,2.0,2568.0,481.0,-1.0,-1.0,38.0,135.0,691.0,551.0,,,,,446.0,499.0,555.0,,,,621.0,551.0,691.0,500.0,446.0,555.0
SC18977_EV1897701167,18977,EV1897701167,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,1.0,2.0,2544.0,457.0,-1.0,-1.0,14.0,159.0,,,,,,,499.0,,,,,,,,,499.0,499.0,499.0
SC18977_EV1897701174,18977,EV1897701174,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,446.0,2533.0,-1.0,-1.0,3.0,170.0,,,,,,,1336.0,551.0,,,,,,,,943.5,551.0,1336.0
SC18977_EV1897701198,18977,EV1897701198,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,3.0,3.0,2446.0,359.0,-1.0,-1.0,87.0,84.0,972.0,,,,,,499.0,,,,,,972.0,972.0,972.0,499.0,499.0,499.0
SC18977_EV1897701222,18977,EV1897701222,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,4.0,2.0,2403.0,316.0,-1.0,-1.0,44.0,127.0,1075.0,,,,,,821.0,,,,,,1075.0,1075.0,1075.0,821.0,821.0,821.0
SC18977_EV1897701225,18977,EV1897701225,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,1.0,0.0,2397.0,310.0,-1.0,-1.0,38.0,133.0,1037.0,,,,,,1784.0,821.0,,,,,1037.0,1037.0,1037.0,1302.5,821.0,1784.0
SC18977_EV1897701228,18977,EV1897701228,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,4.0,2.0,2394.0,307.0,-1.0,-1.0,35.0,136.0,641.0,,,,,,793.0,,,,,,641.0,641.0,641.0,793.0,793.0,793.0
SC18977_EV1897701244,18977,EV1897701244,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,2.0,2361.0,274.0,-1.0,-1.0,2.0,169.0,1047.0,,,,,,,,,,,,1047.0,1047.0,1047.0,,,
SC18977_EV1897701263,18977,EV1897701263,1,0,low,0,0,0,Shot_BlockedSameTeam,Shot_Wrist,,,,0.0,2.0,2306.0,219.0,-1.0,-1.0,61.0,53.0,1052.0,1047.0,,,,,,,,,,,1049.5,1047.0,1052.0,,,
SC18977_EV1897701270,18977,EV1897701270,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,208.0,2295.0,-1.0,-1.0,50.0,64.0,594.0,,,,,,1936.0,,,,,,594.0,594.0,594.0,1936.0,1936.0,1936.0
SC18977_EV1897701276,18977,EV1897701276,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,202.0,2289.0,-1.0,-1.0,44.0,70.0,594.0,,,,,,848.0,1994.0,,,,,594.0,594.0,594.0,1421.0,848.0,1994.0
SC18977_EV1897701286,18977,EV1897701286,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,2.0,186.0,2273.0,-1.0,-1.0,28.0,86.0,,,,,,,922.0,,,,,,,,,922.0,922.0,922.0
SC18977_EV1897701290,18977,EV1897701290,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,7.0,1.0,179.0,2266.0,-1.0,-1.0,21.0,93.0,593.0,,,,,,,,,,,,593.0,593.0,593.0,,,
SC18977_EV1897701296,18977,EV1897701296,1,0,low,0,0,0,Shot_BlockedSameTeam,Shot_Wrist,,,,0.0,3.0,160.0,2247.0,-1.0,-1.0,2.0,112.0,1125.0,,,,,,,,,,,,1125.0,1125.0,1125.0,,,
SC18977_EV1897701308,18977,EV1897701308,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,5.0,4.0,2204.0,117.0,-1.0,-1.0,295.0,41.0,1236.0,,,,,,,,,,,,1236.0,1236.0,1236.0,,,
SC18977_EV1897701315,18977,EV1897701315,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,6.0,5.0,2186.0,99.0,-1.0,-1.0,277.0,59.0,1412.0,,,,,,1151.0,,,,,,1412.0,1412.0,1412.0,1151.0,1151.0,1151.0
SC18977_EV1897701316,18977,EV1897701316,1,0,low,0,0,0,Shot_BlockedSameTeam,Shot_Wrist,,,,2.0,6.0,2180.0,93.0,-1.0,-1.0,271.0,65.0,1412.0,1274.0,,,,,,,,,,,1343.0,1274.0,1412.0,,,
SC18977_EV1897701331,18977,EV1897701331,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,4.0,0.0,72.0,2159.0,-1.0,-1.0,250.0,86.0,1151.0,,,,,,1456.0,2357.0,,,,,1151.0,1151.0,1151.0,1906.5,1456.0,2357.0
SC18977_EV1897701341,18977,EV1897701341,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,7.0,0.0,2148.0,61.0,-1.0,-1.0,239.0,97.0,1412.0,,,,,,2412.0,,,,,,1412.0,1412.0,1412.0,2412.0,2412.0,2412.0
SC18977_EV1897701357,18977,EV1897701357,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,5.0,0.0,2108.0,21.0,-1.0,-1.0,199.0,137.0,1575.0,1301.0,,,,,2651.0,1031.0,,,,,1438.0,1301.0,1575.0,1841.0,1031.0,2651.0
SC18977_EV1897701362,18977,EV1897701362,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,1.0,0.0,2093.0,6.0,-1.0,-1.0,184.0,152.0,891.0,,,,,,1353.0,,,,,,891.0,891.0,891.0,1353.0,1353.0,1353.0
SC18977_EV1897701368,18977,EV1897701368,1,1,medium,0,0,0,Goal_Scored,Goal_Tip,,,,0.0,2.0,664.0,2087.0,-1.0,-1.0,178.0,158.0,902.0,,,,,,2596.0,,,,,,902.0,902.0,902.0,2596.0,2596.0,2596.0
SC18977_EV1897701410,18977,EV1897701410,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,3.0,0.0,1981.0,558.0,-1.0,106.0,72.0,264.0,1480.0,,,,,,2814.0,,,,,,1480.0,1480.0,1480.0,2814.0,2814.0,2814.0
SC18977_EV1897701443,18977,EV1897701443,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,497.0,1920.0,167.0,-1.0,11.0,325.0,1647.0,,,,,,3185.0,1733.0,,,,,1647.0,1647.0,1647.0,2459.0,1733.0,3185.0
SC18977_EV1897701456,18977,EV1897701456,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,1892.0,469.0,-1.0,195.0,2.0,17.0,1915.0,,,,,,3240.0,,,,,,1915.0,1915.0,1915.0,3240.0,3240.0,3240.0
SC18977_EV1897701478,18977,EV1897701478,2,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,2.0,352.0,1775.0,312.0,-1.0,3.0,39.0,1278.0,,,,,,,,,,,,1278.0,1278.0,1278.0,,,
SC18977_EV1897701479,18977,EV1897701479,2,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,1.0,0.0,350.0,1773.0,314.0,-1.0,1.0,41.0,993.0,,,,,,,,,,,,993.0,993.0,993.0,,,
SC18977_EV1897701486,18977,EV1897701486,2,0,low,0,0,0,Shot_Missed,Shot_Tipped,,,,2.0,0.0,316.0,1739.0,348.0,-1.0,110.0,33.0,1593.0,,,,,,,,,,,,1593.0,1593.0,1593.0,,,
SC18977_EV1897701487,18977,EV1897701487,2,0,low,0,0,0,Shot_Blocked,Shot_Backhand,,,,0.0,2.0,314.0,1737.0,350.0,-1.0,108.0,35.0,1593.0,,,,,,1733.0,,,,,,1593.0,1593.0,1593.0,1733.0,1733.0,1733.0
SC18977_EV1897701493,18977,EV1897701493,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Poke,,,,0.0,3.0,1724.0,301.0,-1.0,363.0,95.0,48.0,1619.0,,,,,,3240.0,1063.0,,,,,1619.0,1619.0,1619.0,2151.5,1063.0,3240.0
SC18977_EV1897701498,18977,EV1897701498,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,1715.0,292.0,-1.0,372.0,86.0,57.0,1619.0,1395.0,,,,,3240.0,,,,,,1507.0,1395.0,1619.0,3240.0,3240.0,3240.0
SC18977_EV1897701526,18977,EV1897701526,2,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,2.0,0.0,1652.0,229.0,-1.0,435.0,23.0,120.0,1161.0,,,,,,1647.0,,,,,,1161.0,1161.0,1161.0,1647.0,1647.0,1647.0
SC18977_EV1897701542,18977,EV1897701542,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,4.0,0.0,1586.0,163.0,-1.0,501.0,48.0,43.0,1915.0,1846.0,,,,,3240.0,1135.0,,,,,1880.5,1846.0,1915.0,2187.5,1135.0,3240.0
SC18977_EV1897701571,18977,EV1897701571,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Backhand,,,,0.0,0.0,80.0,1503.0,584.0,-1.0,20.0,35.0,1135.0,,,,,,3185.0,,,,,,1135.0,1135.0,1135.0,3185.0,3185.0,3185.0
SC18977_EV1897701580,18977,EV1897701580,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,60.0,1483.0,604.0,-1.0,182.0,55.0,1135.0,,,,,,1619.0,3185.0,1733.0,,,,1135.0,1135.0,1135.0,2179.0,1619.0,3185.0
SC18977_EV1897701590,18977,EV1897701590,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,6.0,0.0,1458.0,35.0,-1.0,629.0,157.0,25.0,1619.0,,,,,,3240.0,,,,,,1619.0,1619.0,1619.0,3240.0,3240.0,3240.0
SC18977_EV1897701611,18977,EV1897701611,2,0,medium,0,0,0,Shot_Goal,,,,,0.0,4.0,610.0,1423.0,664.0,-1.0,122.0,60.0,997.0,,,,,,,,,,,,997.0,997.0,997.0,,,
SC18977_EV1897701612,18977,EV1897701612,2,1,medium,0,0,0,Goal_Scored,Goal_Tip,,,,29.0,0.0,610.0,1423.0,664.0,-1.0,122.0,60.0,997.0,,,,,,3185.0,,,,,,997.0,997.0,997.0,3185.0,3185.0,3185.0
SC18977_EV1897701625,18977,EV1897701625,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,2.0,0.0,1370.0,557.0,-1.0,53.0,69.0,113.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897701635,18977,EV1897701635,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,1340.0,527.0,-1.0,83.0,39.0,143.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897701653,18977,EV1897701653,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,488.0,1301.0,122.0,-1.0,82.0,182.0,1647.0,,,,,,3185.0,,,,,,1647.0,1647.0,1647.0,3185.0,3185.0,3185.0
SC18977_EV1897701668,18977,EV1897701668,2,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,5.0,0.0,437.0,1250.0,173.0,-1.0,31.0,51.0,1647.0,,,,,,1395.0,,,,,,1647.0,1647.0,1647.0,1395.0,1395.0,1395.0
SC18977_EV1897701686,18977,EV1897701686,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,406.0,1219.0,204.0,-1.0,99.0,82.0,1063.0,,,,,,1605.0,3185.0,,,,,1063.0,1063.0,1063.0,2395.0,1605.0,3185.0
SC18977_EV1897701710,18977,EV1897701710,2,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,0.0,3.0,352.0,1165.0,258.0,-1.0,45.0,54.0,1014.0,,,,,,1619.0,,,,,,1014.0,1014.0,1014.0,1619.0,1619.0,1619.0
SC18977_EV1897701713,18977,EV1897701713,2,0,low,0,0,0,Shot_Missed,Shot_Tipped,,,,0.0,2.0,348.0,1161.0,262.0,-1.0,41.0,58.0,1647.0,,,,,,1605.0,1846.0,,,,,1647.0,1647.0,1647.0,1725.5,1605.0,1846.0
SC18977_EV1897701730,18977,EV1897701730,2,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,6.0,0.0,313.0,1126.0,297.0,-1.0,6.0,93.0,997.0,,,,,,1605.0,,,,,,997.0,997.0,997.0,1605.0,1605.0,1605.0
SC18977_EV1897701768,18977,EV1897701768,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,3.0,0.0,1034.0,221.0,-1.0,389.0,16.0,86.0,1915.0,,,,,,3240.0,,,,,,1915.0,1915.0,1915.0,3240.0,3240.0,3240.0
SC18977_EV1897701777,18977,EV1897701777,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,1020.0,207.0,-1.0,403.0,2.0,100.0,1619.0,,,,,,3240.0,,,,,,1619.0,1619.0,1619.0,3240.0,3240.0,3240.0
SC18977_EV1897701780,18977,EV1897701780,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Backhand,,,,23.0,0.0,1018.0,205.0,-1.0,405.0,34.0,102.0,1619.0,,,,,,3240.0,,,,,,1619.0,1619.0,1619.0,3240.0,3240.0,3240.0
SC18977_EV1897701797,18977,EV1897701797,2,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,3.0,137.0,950.0,473.0,-1.0,5.0,34.0,1647.0,,,,,,,,,,,,1647.0,1647.0,1647.0,,,
SC18977_EV1897701800,18977,EV1897701800,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,132.0,945.0,478.0,-1.0,172.0,39.0,1364.0,,,,,,3185.0,,,,,,1364.0,1364.0,1364.0,3185.0,3185.0,3185.0
SC18977_EV1897701808,18977,EV1897701808,2,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,2.0,2.0,103.0,916.0,507.0,-1.0,143.0,29.0,1647.0,,,,,,1395.0,,,,,,1647.0,1647.0,1647.0,1395.0,1395.0,1395.0
SC18977_EV1897701828,18977,EV1897701828,2,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,2.0,61.0,874.0,549.0,-1.0,101.0,71.0,1647.0,,,,,,1143.0,,,,,,1647.0,1647.0,1647.0,1143.0,1143.0,1143.0
SC18977_EV1897701834,18977,EV1897701834,2,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,4.0,4.0,48.0,861.0,562.0,-1.0,88.0,84.0,1647.0,,,,,,1733.0,,,,,,1647.0,1647.0,1647.0,1733.0,1733.0,1733.0
SC18977_EV1897701837,18977,EV1897701837,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Tip,,,,0.0,0.0,44.0,857.0,566.0,-1.0,84.0,88.0,1647.0,,,,,,3185.0,,,,,,1647.0,1647.0,1647.0,3185.0,3185.0,3185.0
SC18977_EV1897701840,18977,EV1897701840,2,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,0.0,0.0,40.0,853.0,570.0,-1.0,80.0,92.0,925.0,,,,,,1915.0,,,,,,925.0,925.0,925.0,1915.0,1915.0,1915.0
SC18977_EV1897701848,18977,EV1897701848,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,839.0,26.0,-1.0,584.0,66.0,106.0,1733.0,,,,,,3240.0,,,,,,1733.0,1733.0,1733.0,3240.0,3240.0,3240.0
SC18977_EV1897701861,18977,EV1897701861,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,12.0,825.0,598.0,-1.0,52.0,120.0,993.0,,,,,,3185.0,,,,,,993.0,993.0,993.0,3185.0,3185.0,3185.0
