scoring_chance_key,game_id,event_id,period,is_goal,danger_level,is_rebound,is_rush,is_odd_man,event_detail,event_detail_2,time_bucket_id,strength_id,shot_type_id,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
SC18977_EV1897701870,18977,EV1897701870,2,0,medium,0,0,0,Shot_Goal,,,,,31.0,0.0,987.0,813.0,610.0,-1.0,40.0,132.0,993.0,,,,,,,,,,,,993.0,993.0,993.0,,,
SC18977_EV1897701871,18977,EV1897701871,2,1,medium,0,0,0,Goal_Scored,Goal_Tip,,,,0.0,2.0,987.0,813.0,610.0,-1.0,40.0,132.0,993.0,,,,,,3185.0,,,,,,993.0,993.0,993.0,3185.0,3185.0,3185.0
SC18977_EV1897701885,18977,EV1897701885,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,746.0,920.0,-1.0,67.0,118.0,27.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897701889,18977,EV1897701889,2,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,71.0,2.0,742.0,916.0,-1.0,71.0,114.0,31.0,1619.0,,,,,,,,,,,,1619.0,1619.0,1619.0,,,
SC18977_EV1897701898,18977,EV1897701898,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,1.0,1.0,836.0,662.0,151.0,-1.0,34.0,111.0,1593.0,,,,,,1395.0,,,,,,1593.0,1593.0,1593.0,1395.0,1395.0,1395.0
SC18977_EV1897701904,18977,EV1897701904,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,0.0,828.0,654.0,159.0,-1.0,26.0,119.0,1278.0,,,,,,1605.0,,,,,,1278.0,1278.0,1278.0,1605.0,1605.0,1605.0
SC18977_EV1897701913,18977,EV1897701913,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,6.0,1.0,808.0,634.0,179.0,-1.0,6.0,139.0,1063.0,,,,,,1605.0,,,,,,1063.0,1063.0,1063.0,1605.0,1605.0,1605.0
SC18977_EV1897701918,18977,EV1897701918,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,1.0,1.0,775.0,601.0,212.0,-1.0,26.0,27.0,1278.0,,,,,,1846.0,,,,,,1278.0,1278.0,1278.0,1846.0,1846.0,1846.0
SC18977_EV1897701933,18977,EV1897701933,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,4.0,575.0,749.0,-1.0,238.0,18.0,53.0,1915.0,,,,,,3240.0,,,,,,1915.0,1915.0,1915.0,3240.0,3240.0,3240.0
SC18977_EV1897701938,18977,EV1897701938,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,557.0,731.0,-1.0,256.0,81.0,18.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897701943,18977,EV1897701943,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,541.0,715.0,-1.0,272.0,65.0,16.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897701964,18977,EV1897701964,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,2.0,677.0,503.0,310.0,-1.0,27.0,54.0,1135.0,,,,,,1846.0,,,,,,1135.0,1135.0,1135.0,1846.0,1846.0,1846.0
SC18977_EV1897701972,18977,EV1897701972,3,0,low,0,0,0,Shot_Blocked,Shot_Slap,,,,3.0,1.0,484.0,658.0,-1.0,329.0,8.0,73.0,1733.0,,,,,,1156.0,,,,,,1733.0,1733.0,1733.0,1156.0,1156.0,1156.0
SC18977_EV1897701974,18977,EV1897701974,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,29.0,0.0,476.0,650.0,-1.0,337.0,31.0,81.0,1915.0,,,,,,1364.0,,,,,,1915.0,1915.0,1915.0,1364.0,1364.0,1364.0
SC18977_EV1897701991,18977,EV1897701991,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Tip,,,,0.0,0.0,397.0,571.0,-1.0,416.0,204.0,48.0,855.0,,,,,,3240.0,,,,,,855.0,855.0,855.0,3240.0,3240.0,3240.0
SC18977_EV1897701996,18977,EV1897701996,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,0.0,1.0,373.0,547.0,-1.0,440.0,180.0,24.0,1161.0,,,,,,,,,,,,1161.0,1161.0,1161.0,,,
SC18977_EV1897702036,18977,EV1897702036,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,308.0,482.0,-1.0,505.0,115.0,89.0,1143.0,,,,,,3240.0,,,,,,1143.0,1143.0,1143.0,3240.0,3240.0,3240.0
SC18977_EV1897702043,18977,EV1897702043,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,300.0,474.0,-1.0,513.0,107.0,97.0,1846.0,,,,,,993.0,3240.0,,,,,1846.0,1846.0,1846.0,2116.5,993.0,3240.0
SC18977_EV1897702052,18977,EV1897702052,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,0.0,3.0,287.0,461.0,-1.0,526.0,94.0,110.0,1846.0,,,,,,855.0,,,,,,1846.0,1846.0,1846.0,855.0,855.0,855.0
SC18977_EV1897702059,18977,EV1897702059,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,450.0,276.0,537.0,-1.0,83.0,121.0,1647.0,,,,,,3185.0,,,,,,1647.0,1647.0,1647.0,3185.0,3185.0,3185.0
SC18977_EV1897702064,18977,EV1897702064,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Backhand,,,,3.0,0.0,446.0,272.0,541.0,-1.0,79.0,125.0,1063.0,,,,,,1846.0,3185.0,,,,,1063.0,1063.0,1063.0,2515.5,1846.0,3185.0
SC18977_EV1897702073,18977,EV1897702073,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,260.0,434.0,-1.0,553.0,67.0,137.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897702083,18977,EV1897702083,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,2.0,5.0,415.0,241.0,572.0,-1.0,48.0,156.0,1915.0,,,,,,1647.0,1278.0,,,,,1915.0,1915.0,1915.0,1462.5,1278.0,1647.0
SC18977_EV1897702086,18977,EV1897702086,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,0.0,5.0,230.0,404.0,-1.0,583.0,37.0,167.0,1619.0,1733.0,,,,,1364.0,,,,,,1676.0,1619.0,1733.0,1364.0,1364.0,1364.0
SC18977_EV1897702093,18977,EV1897702093,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,2.0,1.0,390.0,216.0,597.0,-1.0,23.0,181.0,1063.0,,,,,,1619.0,,,,,,1063.0,1063.0,1063.0,1619.0,1619.0,1619.0
SC18977_EV1897702106,18977,EV1897702106,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,193.0,367.0,-1.0,620.0,68.0,204.0,1205.0,1395.0,,,,,3240.0,,,,,,1300.0,1205.0,1395.0,3240.0,3240.0,3240.0
SC18977_EV1897702117,18977,EV1897702117,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,0.0,3.0,151.0,325.0,-1.0,662.0,26.0,42.0,984.0,,,,,,,,,,,,984.0,984.0,984.0,,,
SC18977_EV1897702133,18977,EV1897702133,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Tip,,,,0.0,0.0,299.0,125.0,688.0,-1.0,77.0,68.0,1647.0,,,,,,3185.0,,,,,,1647.0,1647.0,1647.0,3185.0,3185.0,3185.0
SC18977_EV1897702138,18977,EV1897702138,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,279.0,105.0,708.0,-1.0,57.0,20.0,1156.0,1135.0,,,,,1205.0,3185.0,,,,,1145.5,1135.0,1156.0,2195.0,1205.0,3185.0
SC18977_EV1897702153,18977,EV1897702153,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,6.0,0.0,258.0,84.0,729.0,-1.0,36.0,41.0,1593.0,,,,,,1605.0,,,,,,1593.0,1593.0,1593.0,1605.0,1605.0,1605.0
SC18977_EV1897702159,18977,EV1897702159,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,4.0,1.0,249.0,75.0,738.0,-1.0,27.0,50.0,1593.0,,,,,,1605.0,,,,,,1593.0,1593.0,1593.0,1605.0,1605.0,1605.0
SC18977_EV1897702162,18977,EV1897702162,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,243.0,69.0,744.0,-1.0,21.0,56.0,1156.0,,,,,,3185.0,,,,,,1156.0,1156.0,1156.0,3185.0,3185.0,3185.0
SC18977_EV1897702165,18977,EV1897702165,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,1.0,0.0,240.0,66.0,747.0,-1.0,18.0,59.0,1137.0,,,,,,3185.0,,,,,,1137.0,1137.0,1137.0,3185.0,3185.0,3185.0
SC18977_EV1897702179,18977,EV1897702179,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,222.0,48.0,765.0,-1.0,115.0,77.0,1156.0,,,,,,3185.0,,,,,,1156.0,1156.0,1156.0,3185.0,3185.0,3185.0
SC18977_EV1897702193,18977,EV1897702193,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,1.0,10.0,184.0,-1.0,803.0,77.0,38.0,1846.0,,,,,,1364.0,,,,,,1846.0,1846.0,1846.0,1364.0,1364.0,1364.0
SC18977_EV1897702196,18977,EV1897702196,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,0.0,3.0,4.0,178.0,-1.0,809.0,71.0,44.0,1364.0,1733.0,1063.0,,,,,,,,,,1386.6666666666667,1063.0,1733.0,,,
SC18977_EV1897702197,18977,EV1897702197,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Bat,,,,1.0,0.0,1.0,175.0,-1.0,812.0,68.0,47.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897702200,18977,EV1897702200,3,0,medium,0,0,0,Shot_Goal,,,,,0.0,1.0,312.0,174.0,-1.0,813.0,67.0,48.0,1619.0,,,,,,,,,,,,1619.0,1619.0,1619.0,,,
SC18977_EV1897702201,18977,EV1897702201,3,1,medium,0,0,0,Goal_Scored,Goal_Backhand,,,,27.0,0.0,312.0,174.0,-1.0,813.0,67.0,48.0,1619.0,,,,,,3240.0,,,,,,1619.0,1619.0,1619.0,3240.0,3240.0,3240.0
SC18977_EV1897702233,18977,EV1897702233,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,78.0,216.0,909.0,96.0,21.0,29.0,1014.0,,,,,,3185.0,,,,,,1014.0,1014.0,1014.0,3185.0,3185.0,3185.0
SC18977_EV1897702245,18977,EV1897702245,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,198.0,60.0,114.0,927.0,3.0,47.0,1846.0,,,,,,3240.0,1278.0,,,,,1846.0,1846.0,1846.0,2259.0,1278.0,3240.0
SC18977_EV1897702251,18977,EV1897702251,3,0,low,0,0,0,Shot_Missed,Shot_Slap,,,,0.0,1.0,169.0,31.0,143.0,956.0,144.0,26.0,1605.0,,,,,,,,,,,,1605.0,1605.0,1605.0,,,
SC18977_EV1897702257,18977,EV1897702257,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Backhand,,,,0.0,0.0,19.0,157.0,968.0,155.0,132.0,38.0,1014.0,,,,,,3185.0,,,,,,1014.0,1014.0,1014.0,3185.0,3185.0,3185.0
SC18977_EV1897702266,18977,EV1897702266,3,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,2.0,4.0,142.0,983.0,170.0,117.0,53.0,1647.0,1014.0,,,,,,,,,,,1330.5,1014.0,1647.0,,,
SC18977_EV1897702268,18977,EV1897702268,3,0,medium,0,0,0,Shot_Goal,,,,,0.0,2.0,-1.0,138.0,987.0,174.0,113.0,57.0,1278.0,,,,,,,,,,,,1278.0,1278.0,1278.0,,,
SC18977_EV1897702269,18977,EV1897702269,3,1,medium,0,0,0,Goal_Scored,Goal_Snap,,,,1.0,0.0,-1.0,138.0,987.0,174.0,113.0,57.0,1278.0,,,,,,3185.0,1395.0,,,,,1278.0,1278.0,1278.0,2290.0,1395.0,3185.0
SC18977_EV1897702279,18977,EV1897702279,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,-1.0,99.0,39.0,213.0,74.0,96.0,1063.0,,,,,,3185.0,,,,,,1063.0,1063.0,1063.0,3185.0,3185.0,3185.0
SC18977_EV1897702295,18977,EV1897702295,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,3.0,-1.0,66.0,72.0,246.0,41.0,129.0,1647.0,,,,,,1205.0,,,,,,1647.0,1647.0,1647.0,1205.0,1205.0,1205.0
SC18977_EV1897702296,18977,EV1897702296,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,3.0,-1.0,63.0,75.0,249.0,38.0,132.0,1647.0,,,,,,1205.0,3185.0,,,,,1647.0,1647.0,1647.0,2195.0,1205.0,3185.0
SC18977_EV1897702308,18977,EV1897702308,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,5.0,0.0,48.0,-1.0,264.0,90.0,23.0,147.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897702319,18977,EV1897702319,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,23.0,0.0,25.0,-1.0,287.0,113.0,66.0,170.0,1619.0,,,,,,3240.0,1156.0,,,,,1619.0,1619.0,1619.0,2198.0,1156.0,3240.0
SC18977_EV1897702324,18977,EV1897702324,3,0,medium,0,0,0,Shot_Goal,,,,,0.0,0.0,-1.0,-1.0,312.0,138.0,41.0,25.0,1846.0,,,,,,,,,,,,1846.0,1846.0,1846.0,,,
SC18977_EV1897702325,18977,EV1897702325,3,1,medium,0,0,0,Goal_Scored,Goal_Wrist,,,,0.0,2.0,-1.0,-1.0,312.0,138.0,41.0,25.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897702332,18977,EV1897702332,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,-1.0,-1.0,35.0,173.0,6.0,60.0,1605.0,,,,,,3240.0,1135.0,,,,,1605.0,1605.0,1605.0,2187.5,1135.0,3240.0
SC18977_EV1897702335,18977,EV1897702335,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Backhand,,,,0.0,1.0,-1.0,-1.0,36.0,174.0,5.0,61.0,1605.0,,,,,,3240.0,,,,,,1605.0,1605.0,1605.0,3240.0,3240.0,3240.0
SC18977_EV1897702340,18977,EV1897702340,3,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,1.0,-1.0,-1.0,42.0,180.0,11.0,1.0,1846.0,,,,,,1156.0,,,,,,1846.0,1846.0,1846.0,1156.0,1156.0,1156.0
SC18977_EV1897702342,18977,EV1897702342,3,0,low,0,0,0,Shot_BlockedSameTeam,Shot_Wrist,,,,3.0,1.0,-1.0,-1.0,46.0,184.0,7.0,5.0,1915.0,1395.0,,,,,,,,,,,1655.0,1395.0,1915.0,,,
SC18977_EV1897702345,18977,EV1897702345,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,-1.0,-1.0,51.0,189.0,2.0,10.0,1915.0,1846.0,1395.0,1733.0,,,993.0,3240.0,1364.0,1156.0,,,1722.25,1395.0,1915.0,1688.25,993.0,3240.0
SC18977_EV1897702348,18977,EV1897702348,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Bat,,,,14.0,0.0,-1.0,-1.0,53.0,191.0,18.0,12.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18977_EV1897702359,18977,EV1897702359,3,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,1.0,0.0,-1.0,-1.0,92.0,230.0,-1.0,21.0,1846.0,,,,,,3240.0,,,,,,1846.0,1846.0,1846.0,3240.0,3240.0,3240.0
SC18981_EV1898101004,18981,EV1898101004,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,0.0,0.0,773.0,860.0,-1.0,-1.0,53.0,-1.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC18981_EV1898101014,18981,EV1898101014,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,1.0,847.0,760.0,-1.0,-1.0,40.0,-1.0,22.0,,,,,,22.0,58.0,,,,,22.0,22.0,22.0,40.0,22.0,58.0
SC18981_EV1898101019,18981,EV1898101019,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,1.0,0.0,841.0,754.0,-1.0,-1.0,34.0,-1.0,104.0,22.0,,,,,46.0,,,,,,63.0,22.0,104.0,46.0,46.0,46.0
SC18981_EV1898101024,18981,EV1898101024,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,747.0,834.0,-1.0,-1.0,27.0,-1.0,46.0,,,,,,46.0,148.0,,,,,46.0,46.0,46.0,97.0,46.0,148.0
SC18981_EV1898101071,18981,EV1898101071,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,724.0,637.0,-1.0,-1.0,52.0,83.0,170.0,,,,,,312.0,,,,,,170.0,170.0,170.0,312.0,312.0,312.0
SC18981_EV1898101078,18981,EV1898101078,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,6.0,1.0,694.0,607.0,-1.0,-1.0,22.0,30.0,200.0,,,,,,132.0,,,,,,200.0,200.0,200.0,132.0,132.0,132.0
SC18981_EV1898101087,18981,EV1898101087,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,672.0,585.0,-1.0,-1.0,111.0,52.0,203.0,,,,,,447.0,143.0,,,,,203.0,203.0,203.0,295.0,143.0,447.0
SC18981_EV1898101092,18981,EV1898101092,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,0.0,1.0,654.0,567.0,-1.0,-1.0,93.0,18.0,333.0,,,,,,189.0,,,,,,333.0,333.0,333.0,189.0,189.0,189.0
SC18981_EV1898101136,18981,EV1898101136,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,3.0,0.0,569.0,482.0,-1.0,-1.0,8.0,103.0,445.0,,,,,,298.0,852.0,,,,,445.0,445.0,445.0,575.0,298.0,852.0
SC18981_EV1898101144,18981,EV1898101144,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,9.0,1.0,536.0,449.0,-1.0,-1.0,17.0,25.0,481.0,,,,,,,,,,,,481.0,481.0,481.0,,,
SC18981_EV1898101151,18981,EV1898101151,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,3.0,432.0,519.0,-1.0,-1.0,17.0,42.0,361.0,,,,,,512.0,1040.0,,,,,361.0,361.0,361.0,776.0,512.0,1040.0
SC18981_EV1898101156,18981,EV1898101156,1,0,medium,0,0,0,Shot_Deflected,Shot_Wrist,,,,1.0,1.0,416.0,503.0,-1.0,-1.0,1.0,16.0,373.0,,,,,,405.0,503.0,,,,,373.0,373.0,373.0,454.0,405.0,503.0
SC18981_EV1898101204,18981,EV1898101204,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,3.0,394.0,307.0,-1.0,-1.0,24.0,108.0,538.0,,,,,,1286.0,504.0,,,,,538.0,538.0,538.0,895.0,504.0,1286.0
SC18981_EV1898101210,18981,EV1898101210,1,0,medium,0,0,0,Shot_Deflected,Shot_Wrist,,,,0.0,3.0,383.0,296.0,-1.0,-1.0,13.0,119.0,569.0,,,,,,677.0,,,,,,569.0,569.0,569.0,677.0,677.0,677.0
SC18981_EV1898101224,18981,EV1898101224,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,2.0,4.0,252.0,339.0,-1.0,-1.0,33.0,31.0,682.0,,,,,,763.0,,,,,,682.0,682.0,682.0,763.0,763.0,763.0
SC18981_EV1898101229,18981,EV1898101229,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,3.0,240.0,327.0,-1.0,-1.0,21.0,43.0,510.0,,,,,,685.0,,,,,,510.0,510.0,510.0,685.0,685.0,685.0
SC18981_EV1898101239,18981,EV1898101239,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,0.0,306.0,219.0,-1.0,-1.0,109.0,64.0,824.0,,,,,,1565.0,743.0,,,,,824.0,824.0,824.0,1154.0,743.0,1565.0
SC18981_EV1898101289,18981,EV1898101289,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,5.0,197.0,110.0,-1.0,-1.0,110.0,109.0,928.0,,,,,,1897.0,532.0,,,,,928.0,928.0,928.0,1214.5,532.0,1897.0
SC18981_EV1898101312,18981,EV1898101312,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,7.0,2.0,135.0,48.0,-1.0,-1.0,48.0,62.0,1061.0,,,,,,,,,,,,1061.0,1061.0,1061.0,,,
SC18981_EV1898101317,18981,EV1898101317,1,0,medium,0,0,0,Shot_Goal,,,,,0.0,0.0,319.0,-1.0,-1.0,87.0,71.0,87.0,1040.0,,,,,,2481.0,,,,,,1040.0,1040.0,1040.0,2481.0,2481.0,2481.0
SC18981_EV1898101318,18981,EV1898101318,1,1,medium,0,0,0,Goal_Scored,Goal_Poke,,,,3.0,0.0,319.0,-1.0,-1.0,87.0,71.0,87.0,1040.0,,,,,,2481.0,,,,,,1040.0,1040.0,1040.0,2481.0,2481.0,2481.0
SC18981_EV1898101323,18981,EV1898101323,1,0,medium,0,0,0,Shot_Goal,,,,,25.0,0.0,-1.0,87.0,-1.0,-1.0,87.0,110.0,898.0,,,,,,2336.0,,,,,,898.0,898.0,898.0,2336.0,2336.0,2336.0
SC18981_EV1898101324,18981,EV1898101324,1,1,medium,0,0,0,Goal_Scored,Goal_Wrist,,,,0.0,2.0,-1.0,87.0,-1.0,-1.0,87.0,110.0,898.0,,,,,,2336.0,,,,,,898.0,898.0,898.0,2336.0,2336.0,2336.0
SC18981_EV1898101351,18981,EV1898101351,1,0,low,0,0,0,Shot_Missed,Shot_Wrist,,,,4.0,2.0,-1.0,24.0,63.0,-1.0,24.0,63.0,898.0,,,,,,1099.0,,,,,,898.0,898.0,898.0,1099.0,1099.0,1099.0
SC18981_EV1898101354,18981,EV1898101354,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,2.0,0.0,-1.0,15.0,72.0,-1.0,15.0,72.0,898.0,,,,,,2486.0,,,,,,898.0,898.0,898.0,2486.0,2486.0,2486.0
SC18981_EV1898101359,18981,EV1898101359,1,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,3.0,0.0,-1.0,9.0,78.0,-1.0,9.0,78.0,898.0,,,,,,1347.0,,,,,,898.0,898.0,898.0,1347.0,1347.0,1347.0
SC18981_EV1898101372,18981,EV1898101372,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,307.0,-1.0,12.0,99.0,59.0,12.0,1388.0,,,,,,2711.0,,,,,,1388.0,1388.0,1388.0,2711.0,2711.0,2711.0
SC18981_EV1898101406,18981,EV1898101406,1,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,15.0,0.0,-1.0,214.0,192.0,105.0,53.0,34.0,997.0,,,,,,1539.0,2898.0,,,,,997.0,997.0,997.0,2218.5,1539.0,2898.0
SC18981_EV1898101462,18981,EV1898101462,2,0,medium,0,0,0,Shot_Goal,,,,,31.0,0.0,-1.0,-1.0,319.0,406.0,63.0,161.0,1728.0,1207.0,,,,,3151.0,,,,,,1467.5,1207.0,1728.0,3151.0,3151.0,3151.0
SC18981_EV1898101463,18981,EV1898101463,2,1,medium,0,0,0,Goal_Scored,Goal_Wrist,,,,0.0,0.0,-1.0,-1.0,319.0,406.0,63.0,161.0,1728.0,,,,,,3151.0,,,,,,1728.0,1728.0,1728.0,3151.0,3151.0,3151.0
SC18981_EV1898101480,18981,EV1898101480,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,-1.0,-1.0,110.0,516.0,2.0,47.0,1516.0,,,,,,3151.0,,,,,,1516.0,1516.0,1516.0,3151.0,3151.0,3151.0
SC18981_EV1898101501,18981,EV1898101501,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,5.0,0.0,-1.0,-1.0,171.0,577.0,241.0,59.0,1516.0,1832.0,,,,,3151.0,1390.0,,,,,1674.0,1516.0,1832.0,2270.5,1390.0,3151.0
SC18981_EV1898101512,18981,EV1898101512,2,0,low,0,0,0,Shot_Missed,Shot_Poke,,,,4.0,2.0,-1.0,-1.0,195.0,601.0,217.0,83.0,1832.0,,,,,,927.0,,,,,,1832.0,1832.0,1832.0,927.0,927.0,927.0
SC18981_EV1898101528,18981,EV1898101528,2,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,2.0,1.0,-1.0,-1.0,232.0,638.0,180.0,120.0,1728.0,,,,,,927.0,,,,,,1728.0,1728.0,1728.0,927.0,927.0,927.0
SC18981_EV1898101541,18981,EV1898101541,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,0.0,2.0,-1.0,-1.0,254.0,660.0,158.0,142.0,1728.0,1671.0,,,,,3151.0,997.0,,,,,1699.5,1671.0,1728.0,2074.0,997.0,3151.0
SC18981_EV1898101546,18981,EV1898101546,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,3.0,0.0,-1.0,-1.0,260.0,666.0,152.0,148.0,1832.0,,,,,,3151.0,927.0,,,,,1832.0,1832.0,1832.0,2039.0,927.0,3151.0
SC18981_EV1898101549,18981,EV1898101549,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_Wrist,,,,4.0,0.0,-1.0,-1.0,263.0,669.0,149.0,151.0,1671.0,,,,,,3151.0,,,,,,1671.0,1671.0,1671.0,3151.0,3151.0,3151.0
SC18981_EV1898101555,18981,EV1898101555,2,0,medium,0,0,0,Shot_OnNetSaved,Shot_OneTime,,,,0.0,1.0,-1.0,-1.0,270.0,676.0,142.0,158.0,1728.0,,,,,,3151.0,,,,,,1728.0,1728.0,1728.0,3151.0,3151.0,3151.0
SC18981_EV1898101560,18981,EV1898101560,2,0,low,0,0,0,Shot_Blocked,Shot_Wrist,,,,2.0,5.0,-1.0,-1.0,281.0,687.0,131.0,169.0,1390.0,1671.0,,,,,,,,,,,1530.5,1390.0,1671.0,,,
