shift_quality_key,game_id,player_id,shift_index,shift_duration,shift_quality,quality_score,period,strength,situation
SH1897700070,18977,P100001,70,13.0,short,70,3.0,,
SH1897700071,18977,P100001,71,49.0,good,90,3.0,,
SH1897700072,18977,P100001,72,12.0,short,70,3.0,,
SH1897700073,18977,P100001,73,17.0,short,70,3.0,,
SH1897700074,18977,P100001,74,69.0,long,70,3.0,,
SH1897700078,18977,P100001,78,45.0,good,90,3.0,,
SH1897700079,18977,P100001,79,15.0,short,70,3.0,,
SH1897700080,18977,P100001,80,51.0,good,90,3.0,,
SH1897700081,18977,P100001,81,52.0,good,90,3.0,,
SH1897700082,18977,P100001,82,6.0,short,70,3.0,,
SH1897700083,18977,P100001,83,7.0,short,70,3.0,,
SH1897700084,18977,P100001,84,16.0,short,70,3.0,,
SH1897700085,18977,P100001,85,33.0,optimal,100,3.0,,
SH1897700003,18977,P100002,3,119.0,exhausted,40,1.0,,
SH1897700004,18977,P100002,4,27.0,short,70,1.0,,
SH1897700015,18977,P100002,15,70.0,long,70,1.0,,
SH1897700016,18977,P100002,16,5.0,short,70,1.0,,
SH1897700017,18977,P100002,17,40.0,optimal,100,1.0,,
SH1897700029,18977,P100002,29,16.0,short,70,1.0,,
SH1897700030,18977,P100002,30,7.0,short,70,1.0,,
SH1897700031,18977,P100002,31,21.0,short,70,1.0,,
SH1897700033,18977,P100002,33,59.0,good,90,2.0,,
SH1897700042,18977,P100002,42,13.0,short,70,2.0,,
SH1897700043,18977,P100002,43,97.0,exhausted,40,2.0,,
SH1897700052,18977,P100002,52,89.0,long,70,2.0,,
SH1897700053,18977,P100002,53,12.0,short,70,2.0,,
SH1897700054,18977,P100002,54,7.0,short,70,2.0,,
SH1897700055,18977,P100002,55,33.0,optimal,100,2.0,,
SH1897700056,18977,P100002,56,23.0,short,70,2.0,,
SH1897700057,18977,P100002,57,1.0,short,70,2.0,,
SH1897700058,18977,P100002,58,4.0,short,70,2.0,,
SH1897700065,18977,P100002,65,120.0,exhausted,40,3.0,,
SH1897700066,18977,P100002,66,20.0,short,70,3.0,,
SH1897700067,18977,P100002,67,41.0,optimal,100,3.0,,
SH1897700076,18977,P100002,76,49.0,good,90,3.0,,
SH1897700077,18977,P100002,77,65.0,long,70,3.0,,
SH1897700088,18977,P100002,88,55.0,good,90,3.0,,
SH1897700001,18977,P100016,1,64.0,long,70,1.0,,
SH1897700002,18977,P100016,2,16.0,short,70,1.0,,
SH1897700003,18977,P100016,3,119.0,exhausted,40,1.0,,
SH1897700004,18977,P100016,4,27.0,short,70,1.0,,
SH1897700005,18977,P100016,5,130.0,exhausted,40,1.0,,
SH1897700006,18977,P100016,6,6.0,short,70,1.0,,
SH1897700007,18977,P100016,7,9.0,short,70,1.0,,
SH1897700008,18977,P100016,8,24.0,short,70,1.0,,
SH1897700009,18977,P100016,9,45.0,good,90,1.0,,
SH1897700010,18977,P100016,10,32.0,optimal,100,1.0,,
SH1897700011,18977,P100016,11,81.0,long,70,1.0,,
SH1897700012,18977,P100016,12,11.0,short,70,1.0,,
SH1897700013,18977,P100016,13,29.0,short,70,1.0,,
SH1897700014,18977,P100016,14,22.0,short,70,1.0,,
SH1897700015,18977,P100016,15,70.0,long,70,1.0,,
SH1897700016,18977,P100016,16,5.0,short,70,1.0,,
SH1897700017,18977,P100016,17,40.0,optimal,100,1.0,,
SH1897700018,18977,P100016,18,93.0,exhausted,40,1.0,,
SH1897700019,18977,P100016,19,23.0,short,70,1.0,,
SH1897700020,18977,P100016,20,11.0,short,70,1.0,,
SH1897700021,18977,P100016,21,22.0,short,70,1.0,,
SH1897700022,18977,P100016,22,7.0,short,70,1.0,,
SH1897700023,18977,P100016,23,77.0,long,70,1.0,,
SH1897700024,18977,P100016,24,23.0,short,70,1.0,,
SH1897700025,18977,P100016,25,9.0,short,70,1.0,,
SH1897700026,18977,P100016,26,12.0,short,70,1.0,,
SH1897700027,18977,P100016,27,6.0,short,70,1.0,,
SH1897700028,18977,P100016,28,23.0,short,70,1.0,,
SH1897700029,18977,P100016,29,16.0,short,70,1.0,,
SH1897700030,18977,P100016,30,7.0,short,70,1.0,,
SH1897700031,18977,P100016,31,21.0,short,70,1.0,,
SH1897700033,18977,P100016,33,59.0,good,90,2.0,,
SH1897700034,18977,P100016,34,72.0,long,70,2.0,,
SH1897700035,18977,P100016,35,13.0,short,70,2.0,,
SH1897700036,18977,P100016,36,16.0,short,70,2.0,,
SH1897700037,18977,P100016,37,9.0,short,70,2.0,,
SH1897700038,18977,P100016,38,16.0,short,70,2.0,,
SH1897700039,18977,P100016,39,7.0,short,70,2.0,,
SH1897700040,18977,P100016,40,92.0,exhausted,40,2.0,,
SH1897700041,18977,P100016,41,104.0,exhausted,40,2.0,,
SH1897700042,18977,P100016,42,13.0,short,70,2.0,,
SH1897700043,18977,P100016,43,97.0,exhausted,40,2.0,,
SH1897700044,18977,P100016,44,22.0,short,70,2.0,,
SH1897700045,18977,P100016,45,89.0,long,70,2.0,,
SH1897700046,18977,P100016,46,65.0,long,70,2.0,,
SH1897700047,18977,P100016,47,27.0,short,70,2.0,,
SH1897700048,18977,P100016,48,72.0,long,70,2.0,,
SH1897700049,18977,P100016,49,18.0,short,70,2.0,,
SH1897700050,18977,P100016,50,13.0,short,70,2.0,,
SH1897700051,18977,P100016,51,36.0,optimal,100,2.0,,
SH1897700052,18977,P100016,52,89.0,long,70,2.0,,
SH1897700053,18977,P100016,53,12.0,short,70,2.0,,
SH1897700054,18977,P100016,54,7.0,short,70,2.0,,
SH1897700055,18977,P100016,55,33.0,optimal,100,2.0,,
SH1897700056,18977,P100016,56,23.0,short,70,2.0,,
SH1897700057,18977,P100016,57,1.0,short,70,2.0,,
SH1897700058,18977,P100016,58,4.0,short,70,2.0,,
SH1897700059,18977,P100016,59,71.0,long,70,2.0,,
SH1897700061,18977,P100016,61,45.0,good,90,3.0,,
SH1897700062,18977,P100016,62,39.0,optimal,100,3.0,,
SH1897700063,18977,P100016,63,12.0,short,70,3.0,,
SH1897700064,18977,P100016,64,102.0,exhausted,40,3.0,,
SH1897700065,18977,P100016,65,120.0,exhausted,40,3.0,,
SH1897700066,18977,P100016,66,20.0,short,70,3.0,,
SH1897700067,18977,P100016,67,41.0,optimal,100,3.0,,
SH1897700068,18977,P100016,68,9.0,short,70,3.0,,
SH1897700069,18977,P100016,69,7.0,short,70,3.0,,
SH1897700070,18977,P100016,70,13.0,short,70,3.0,,
SH1897700071,18977,P100016,71,49.0,good,90,3.0,,
SH1897700072,18977,P100016,72,12.0,short,70,3.0,,
SH1897700073,18977,P100016,73,17.0,short,70,3.0,,
SH1897700074,18977,P100016,74,69.0,long,70,3.0,,
SH1897700075,18977,P100016,75,70.0,long,70,3.0,,
SH1897700076,18977,P100016,76,49.0,good,90,3.0,,
SH1897700077,18977,P100016,77,65.0,long,70,3.0,,
SH1897700078,18977,P100016,78,45.0,good,90,3.0,,
SH1897700079,18977,P100016,79,15.0,short,70,3.0,,
SH1897700080,18977,P100016,80,51.0,good,90,3.0,,
SH1897700081,18977,P100016,81,52.0,good,90,3.0,,
SH1897700082,18977,P100016,82,6.0,short,70,3.0,,
SH1897700083,18977,P100016,83,7.0,short,70,3.0,,
SH1897700084,18977,P100016,84,16.0,short,70,3.0,,
SH1897700085,18977,P100016,85,33.0,optimal,100,3.0,,
SH1897700086,18977,P100016,86,18.0,short,70,3.0,,
SH1897700087,18977,P100016,87,43.0,optimal,100,3.0,,
SH1897700088,18977,P100016,88,55.0,good,90,3.0,,
SH1897700005,18977,P100038,5,130.0,exhausted,40,1.0,,
SH1897700006,18977,P100038,6,6.0,short,70,1.0,,
SH1897700007,18977,P100038,7,9.0,short,70,1.0,,
SH1897700008,18977,P100038,8,24.0,short,70,1.0,,
SH1897700015,18977,P100038,15,70.0,long,70,1.0,,
SH1897700016,18977,P100038,16,5.0,short,70,1.0,,
SH1897700017,18977,P100038,17,40.0,optimal,100,1.0,,
SH1897700023,18977,P100038,23,77.0,long,70,1.0,,
SH1897700024,18977,P100038,24,23.0,short,70,1.0,,
SH1897700025,18977,P100038,25,9.0,short,70,1.0,,
SH1897700026,18977,P100038,26,12.0,short,70,1.0,,
SH1897700027,18977,P100038,27,6.0,short,70,1.0,,
SH1897700028,18977,P100038,28,23.0,short,70,1.0,,
SH1897700040,18977,P100038,40,92.0,exhausted,40,2.0,,
SH1897700045,18977,P100038,45,89.0,long,70,2.0,,
SH1897700046,18977,P100038,46,65.0,long,70,2.0,,
SH1897700047,18977,P100038,47,27.0,short,70,2.0,,
SH1897700059,18977,P100038,59,71.0,long,70,2.0,,
SH1897700061,18977,P100038,61,45.0,good,90,3.0,,
SH1897700062,18977,P100038,62,39.0,optimal,100,3.0,,
SH1897700063,18977,P100038,63,12.0,short,70,3.0,,
SH1897700071,18977,P100038,71,49.0,good,90,3.0,,
SH1897700072,18977,P100038,72,12.0,short,70,3.0,,
SH1897700073,18977,P100038,73,17.0,short,70,3.0,,
SH1897700074,18977,P100038,74,69.0,long,70,3.0,,
SH1897700075,18977,P100038,75,70.0,long,70,3.0,,
SH1897700081,18977,P100038,81,52.0,good,90,3.0,,
SH1897700082,18977,P100038,82,6.0,short,70,3.0,,
SH1897700083,18977,P100038,83,7.0,short,70,3.0,,
SH1897700084,18977,P100038,84,16.0,short,70,3.0,,
SH1897700085,18977,P100038,85,33.0,optimal,100,3.0,,
SH1897700001,18977,P100039,1,64.0,long,70,1.0,,
SH1897700002,18977,P100039,2,16.0,short,70,1.0,,
SH1897700007,18977,P100039,7,9.0,short,70,1.0,,
SH1897700008,18977,P100039,8,24.0,short,70,1.0,,
SH1897700009,18977,P100039,9,45.0,good,90,1.0,,
SH1897700010,18977,P100039,10,32.0,optimal,100,1.0,,
SH1897700020,18977,P100039,20,11.0,short,70,1.0,,
SH1897700021,18977,P100039,21,22.0,short,70,1.0,,
SH1897700022,18977,P100039,22,7.0,short,70,1.0,,
SH1897700023,18977,P100039,23,77.0,long,70,1.0,,
SH1897700024,18977,P100039,24,23.0,short,70,1.0,,
SH1897700025,18977,P100039,25,9.0,short,70,1.0,,
SH1897700026,18977,P100039,26,12.0,short,70,1.0,,
SH1897700027,18977,P100039,27,6.0,short,70,1.0,,
SH1897700028,18977,P100039,28,23.0,short,70,1.0,,
SH1897700040,18977,P100039,40,92.0,exhausted,40,2.0,,
SH1897700041,18977,P100039,41,104.0,exhausted,40,2.0,,
SH1897700042,18977,P100039,42,13.0,short,70,2.0,,
SH1897700048,18977,P100039,48,72.0,long,70,2.0,,
SH1897700049,18977,P100039,49,18.0,short,70,2.0,,
SH1897700050,18977,P100039,50,13.0,short,70,2.0,,
SH1897700051,18977,P100039,51,36.0,optimal,100,2.0,,
SH1897700062,18977,P100039,62,39.0,optimal,100,3.0,,
SH1897700063,18977,P100039,63,12.0,short,70,3.0,,
SH1897700064,18977,P100039,64,102.0,exhausted,40,3.0,,
SH1897700074,18977,P100039,74,69.0,long,70,3.0,,
SH1897700075,18977,P100039,75,70.0,long,70,3.0,,
SH1897700083,18977,P100039,83,7.0,short,70,3.0,,
SH1897700084,18977,P100039,84,16.0,short,70,3.0,,
SH1897700085,18977,P100039,85,33.0,optimal,100,3.0,,
SH1897700086,18977,P100039,86,18.0,short,70,3.0,,
SH1897700087,18977,P100039,87,43.0,optimal,100,3.0,,
SH1897700003,18977,P100047,3,119.0,exhausted,40,1.0,,
SH1897700006,18977,P100047,6,6.0,short,70,1.0,,
SH1897700007,18977,P100047,7,9.0,short,70,1.0,,
SH1897700008,18977,P100047,8,24.0,short,70,1.0,,
SH1897700009,18977,P100047,9,45.0,good,90,1.0,,
SH1897700010,18977,P100047,10,32.0,optimal,100,1.0,,
SH1897700014,18977,P100047,14,22.0,short,70,1.0,,
SH1897700015,18977,P100047,15,70.0,long,70,1.0,,
SH1897700016,18977,P100047,16,5.0,short,70,1.0,,
SH1897700017,18977,P100047,17,40.0,optimal,100,1.0,,
SH1897700021,18977,P100047,21,22.0,short,70,1.0,,
SH1897700022,18977,P100047,22,7.0,short,70,1.0,,
SH1897700023,18977,P100047,23,77.0,long,70,1.0,,
SH1897700024,18977,P100047,24,23.0,short,70,1.0,,
SH1897700034,18977,P100047,34,72.0,long,70,2.0,,
SH1897700035,18977,P100047,35,13.0,short,70,2.0,,
SH1897700036,18977,P100047,36,16.0,short,70,2.0,,
SH1897700037,18977,P100047,37,9.0,short,70,2.0,,
SH1897700041,18977,P100047,41,104.0,exhausted,40,2.0,,
SH1897700042,18977,P100047,42,13.0,short,70,2.0,,
SH1897700046,18977,P100047,46,65.0,long,70,2.0,,
SH1897700047,18977,P100047,47,27.0,short,70,2.0,,
SH1897700048,18977,P100047,48,72.0,long,70,2.0,,
SH1897700049,18977,P100047,49,18.0,short,70,2.0,,
SH1897700050,18977,P100047,50,13.0,short,70,2.0,,
SH1897700056,18977,P100047,56,23.0,short,70,2.0,,
SH1897700057,18977,P100047,57,1.0,short,70,2.0,,
SH1897700058,18977,P100047,58,4.0,short,70,2.0,,
SH1897700059,18977,P100047,59,71.0,long,70,2.0,,
SH1897700062,18977,P100047,62,39.0,optimal,100,3.0,,
SH1897700063,18977,P100047,63,12.0,short,70,3.0,,
SH1897700064,18977,P100047,64,102.0,exhausted,40,3.0,,
SH1897700068,18977,P100047,68,9.0,short,70,3.0,,
SH1897700069,18977,P100047,69,7.0,short,70,3.0,,
SH1897700070,18977,P100047,70,13.0,short,70,3.0,,
SH1897700071,18977,P100047,71,49.0,good,90,3.0,,
SH1897700072,18977,P100047,72,12.0,short,70,3.0,,
SH1897700073,18977,P100047,73,17.0,short,70,3.0,,
SH1897700076,18977,P100047,76,49.0,good,90,3.0,,
SH1897700077,18977,P100047,77,65.0,long,70,3.0,,
SH1897700078,18977,P100047,78,45.0,good,90,3.0,,
SH1897700082,18977,P100047,82,6.0,short,70,3.0,,
SH1897700083,18977,P100047,83,7.0,short,70,3.0,,
SH1897700084,18977,P100047,84,16.0,short,70,3.0,,
SH1897700085,18977,P100047,85,33.0,optimal,100,3.0,,
SH1897700086,18977,P100047,86,18.0,short,70,3.0,,
SH1897700087,18977,P100047,87,43.0,optimal,100,3.0,,
SH1897700088,18977,P100047,88,55.0,good,90,3.0,,
SH1897700004,18977,P100049,4,27.0,short,70,1.0,,
SH1897700005,18977,P100049,5,130.0,exhausted,40,1.0,,
SH1897700011,18977,P100049,11,81.0,long,70,1.0,,
SH1897700012,18977,P100049,12,11.0,short,70,1.0,,
SH1897700013,18977,P100049,13,29.0,short,70,1.0,,
SH1897700020,18977,P100049,20,11.0,short,70,1.0,,
SH1897700021,18977,P100049,21,22.0,short,70,1.0,,
SH1897700022,18977,P100049,22,7.0,short,70,1.0,,
SH1897700023,18977,P100049,23,77.0,long,70,1.0,,
SH1897700034,18977,P100049,34,72.0,long,70,2.0,,
SH1897700035,18977,P100049,35,13.0,short,70,2.0,,
SH1897700036,18977,P100049,36,16.0,short,70,2.0,,
SH1897700037,18977,P100049,37,9.0,short,70,2.0,,
SH1897700038,18977,P100049,38,16.0,short,70,2.0,,
SH1897700043,18977,P100049,43,97.0,exhausted,40,2.0,,
SH1897700044,18977,P100049,44,22.0,short,70,2.0,,
SH1897700051,18977,P100049,51,36.0,optimal,100,2.0,,
SH1897700052,18977,P100049,52,89.0,long,70,2.0,,
SH1897700053,18977,P100049,53,12.0,short,70,2.0,,
SH1897700054,18977,P100049,54,7.0,short,70,2.0,,
SH1897700055,18977,P100049,55,33.0,optimal,100,2.0,,
SH1897700065,18977,P100049,65,120.0,exhausted,40,3.0,,
SH1897700066,18977,P100049,66,20.0,short,70,3.0,,
SH1897700074,18977,P100049,74,69.0,long,70,3.0,,
SH1897700075,18977,P100049,75,70.0,long,70,3.0,,
SH1897700081,18977,P100049,81,52.0,good,90,3.0,,
SH1897700082,18977,P100049,82,6.0,short,70,3.0,,
SH1897700083,18977,P100049,83,7.0,short,70,3.0,,
SH1897700003,18977,P100070,3,119.0,exhausted,40,1.0,,
SH1897700004,18977,P100070,4,27.0,short,70,1.0,,
SH1897700012,18977,P100070,12,11.0,short,70,1.0,,
SH1897700013,18977,P100070,13,29.0,short,70,1.0,,
SH1897700014,18977,P100070,14,22.0,short,70,1.0,,
SH1897700018,18977,P100070,18,93.0,exhausted,40,1.0,,
SH1897700019,18977,P100070,19,23.0,short,70,1.0,,
SH1897700020,18977,P100070,20,11.0,short,70,1.0,,
SH1897700021,18977,P100070,21,22.0,short,70,1.0,,
SH1897700028,18977,P100070,28,23.0,short,70,1.0,,
SH1897700029,18977,P100070,29,16.0,short,70,1.0,,
SH1897700030,18977,P100070,30,7.0,short,70,1.0,,
SH1897700031,18977,P100070,31,21.0,short,70,1.0,,
SH1897700035,18977,P100070,35,13.0,short,70,2.0,,
SH1897700036,18977,P100070,36,16.0,short,70,2.0,,
SH1897700037,18977,P100070,37,9.0,short,70,2.0,,
SH1897700038,18977,P100070,38,16.0,short,70,2.0,,
SH1897700039,18977,P100070,39,7.0,short,70,2.0,,
SH1897700040,18977,P100070,40,92.0,exhausted,40,2.0,,
SH1897700045,18977,P100070,45,89.0,long,70,2.0,,
SH1897700049,18977,P100070,49,18.0,short,70,2.0,,
SH1897700050,18977,P100070,50,13.0,short,70,2.0,,
SH1897700051,18977,P100070,51,36.0,optimal,100,2.0,,
SH1897700052,18977,P100070,52,89.0,long,70,2.0,,
SH1897700053,18977,P100070,53,12.0,short,70,2.0,,
SH1897700054,18977,P100070,54,7.0,short,70,2.0,,
SH1897700062,18977,P100070,62,39.0,optimal,100,3.0,,
SH1897700063,18977,P100070,63,12.0,short,70,3.0,,
SH1897700064,18977,P100070,64,102.0,exhausted,40,3.0,,
SH1897700070,18977,P100070,70,13.0,short,70,3.0,,
SH1897700071,18977,P100070,71,49.0,good,90,3.0,,
SH1897700072,18977,P100070,72,12.0,short,70,3.0,,
SH1897700073,18977,P100070,73,17.0,short,70,3.0,,
SH1897700076,18977,P100070,76,49.0,good,90,3.0,,
SH1897700077,18977,P100070,77,65.0,long,70,3.0,,
SH1897700084,18977,P100070,84,16.0,short,70,3.0,,
SH1897700085,18977,P100070,85,33.0,optimal,100,3.0,,
SH1897700086,18977,P100070,86,18.0,short,70,3.0,,
SH1897700087,18977,P100070,87,43.0,optimal,100,3.0,,
SH1897700088,18977,P100070,88,55.0,good,90,3.0,,
SH1897700001,18977,P100084,1,64.0,long,70,1.0,,
SH1897700002,18977,P100084,2,16.0,short,70,1.0,,
SH1897700004,18977,P100084,4,27.0,short,70,1.0,,
SH1897700005,18977,P100084,5,130.0,exhausted,40,1.0,,
SH1897700006,18977,P100084,6,6.0,short,70,1.0,,
SH1897700007,18977,P100084,7,9.0,short,70,1.0,,
SH1897700011,18977,P100084,11,81.0,long,70,1.0,,
SH1897700012,18977,P100084,12,11.0,short,70,1.0,,
SH1897700013,18977,P100084,13,29.0,short,70,1.0,,
SH1897700014,18977,P100084,14,22.0,short,70,1.0,,
SH1897700018,18977,P100084,18,93.0,exhausted,40,1.0,,
SH1897700019,18977,P100084,19,23.0,short,70,1.0,,
SH1897700020,18977,P100084,20,11.0,short,70,1.0,,
SH1897700021,18977,P100084,21,22.0,short,70,1.0,,
SH1897700022,18977,P100084,22,7.0,short,70,1.0,,
SH1897700026,18977,P100084,26,12.0,short,70,1.0,,
SH1897700027,18977,P100084,27,6.0,short,70,1.0,,
SH1897700028,18977,P100084,28,23.0,short,70,1.0,,
SH1897700029,18977,P100084,29,16.0,short,70,1.0,,
SH1897700030,18977,P100084,30,7.0,short,70,1.0,,
SH1897700031,18977,P100084,31,21.0,short,70,1.0,,
SH1897700033,18977,P100084,33,59.0,good,90,2.0,,
SH1897700036,18977,P100084,36,16.0,short,70,2.0,,
SH1897700037,18977,P100084,37,9.0,short,70,2.0,,
SH1897700038,18977,P100084,38,16.0,short,70,2.0,,
SH1897700039,18977,P100084,39,7.0,short,70,2.0,,
SH1897700040,18977,P100084,40,92.0,exhausted,40,2.0,,
SH1897700043,18977,P100084,43,97.0,exhausted,40,2.0,,
SH1897700044,18977,P100084,44,22.0,short,70,2.0,,
SH1897700046,18977,P100084,46,65.0,long,70,2.0,,
SH1897700047,18977,P100084,47,27.0,short,70,2.0,,
SH1897700048,18977,P100084,48,72.0,long,70,2.0,,
SH1897700049,18977,P100084,49,18.0,short,70,2.0,,
SH1897700050,18977,P100084,50,13.0,short,70,2.0,,
SH1897700053,18977,P100084,53,12.0,short,70,2.0,,
SH1897700054,18977,P100084,54,7.0,short,70,2.0,,
SH1897700055,18977,P100084,55,33.0,optimal,100,2.0,,
SH1897700056,18977,P100084,56,23.0,short,70,2.0,,
SH1897700057,18977,P100084,57,1.0,short,70,2.0,,
SH1897700058,18977,P100084,58,4.0,short,70,2.0,,
SH1897700059,18977,P100084,59,71.0,long,70,2.0,,
SH1897700062,18977,P100084,62,39.0,optimal,100,3.0,,
SH1897700063,18977,P100084,63,12.0,short,70,3.0,,
SH1897700064,18977,P100084,64,102.0,exhausted,40,3.0,,
SH1897700066,18977,P100084,66,20.0,short,70,3.0,,
SH1897700067,18977,P100084,67,41.0,optimal,100,3.0,,
SH1897700068,18977,P100084,68,9.0,short,70,3.0,,
SH1897700069,18977,P100084,69,7.0,short,70,3.0,,
SH1897700070,18977,P100084,70,13.0,short,70,3.0,,
SH1897700071,18977,P100084,71,49.0,good,90,3.0,,
SH1897700076,18977,P100084,76,49.0,good,90,3.0,,
SH1897700077,18977,P100084,77,65.0,long,70,3.0,,
SH1897700078,18977,P100084,78,45.0,good,90,3.0,,
SH1897700079,18977,P100084,79,15.0,short,70,3.0,,
SH1897700085,18977,P100084,85,33.0,optimal,100,3.0,,
SH1897700086,18977,P100084,86,18.0,short,70,3.0,,
SH1897700087,18977,P100084,87,43.0,optimal,100,3.0,,
SH1897700088,18977,P100084,88,55.0,good,90,3.0,,
SH1897700001,18977,P100086,1,64.0,long,70,1.0,,
SH1897700002,18977,P100086,2,16.0,short,70,1.0,,
SH1897700005,18977,P100086,5,130.0,exhausted,40,1.0,,
SH1897700006,18977,P100086,6,6.0,short,70,1.0,,
SH1897700007,18977,P100086,7,9.0,short,70,1.0,,
SH1897700008,18977,P100086,8,24.0,short,70,1.0,,
SH1897700013,18977,P100086,13,29.0,short,70,1.0,,
SH1897700014,18977,P100086,14,22.0,short,70,1.0,,
SH1897700015,18977,P100086,15,70.0,long,70,1.0,,
SH1897700016,18977,P100086,16,5.0,short,70,1.0,,
SH1897700017,18977,P100086,17,40.0,optimal,100,1.0,,
SH1897700023,18977,P100086,23,77.0,long,70,1.0,,
SH1897700024,18977,P100086,24,23.0,short,70,1.0,,
SH1897700025,18977,P100086,25,9.0,short,70,1.0,,
SH1897700026,18977,P100086,26,12.0,short,70,1.0,,
SH1897700037,18977,P100086,37,9.0,short,70,2.0,,
SH1897700038,18977,P100086,38,16.0,short,70,2.0,,
SH1897700039,18977,P100086,39,7.0,short,70,2.0,,
SH1897700040,18977,P100086,40,92.0,exhausted,40,2.0,,
SH1897700045,18977,P100086,45,89.0,long,70,2.0,,
SH1897700046,18977,P100086,46,65.0,long,70,2.0,,
SH1897700047,18977,P100086,47,27.0,short,70,2.0,,
SH1897700051,18977,P100086,51,36.0,optimal,100,2.0,,
SH1897700052,18977,P100086,52,89.0,long,70,2.0,,
SH1897700059,18977,P100086,59,71.0,long,70,2.0,,
SH1897700061,18977,P100086,61,45.0,good,90,3.0,,
SH1897700065,18977,P100086,65,120.0,exhausted,40,3.0,,
SH1897700066,18977,P100086,66,20.0,short,70,3.0,,
SH1897700073,18977,P100086,73,17.0,short,70,3.0,,
SH1897700074,18977,P100086,74,69.0,long,70,3.0,,
SH1897700075,18977,P100086,75,70.0,long,70,3.0,,
SH1897700078,18977,P100086,78,45.0,good,90,3.0,,
SH1897700079,18977,P100086,79,15.0,short,70,3.0,,
SH1897700080,18977,P100086,80,51.0,good,90,3.0,,
SH1897700086,18977,P100086,86,18.0,short,70,3.0,,
SH1897700087,18977,P100086,87,43.0,optimal,100,3.0,,
SH1897700088,18977,P100086,88,55.0,good,90,3.0,,
SH1897700001,18977,P100088,1,64.0,long,70,1.0,,
SH1897700002,18977,P100088,2,16.0,short,70,1.0,,
SH1897700004,18977,P100088,4,27.0,short,70,1.0,,
SH1897700005,18977,P100088,5,130.0,exhausted,40,1.0,,
SH1897700011,18977,P100088,11,81.0,long,70,1.0,,
SH1897700012,18977,P100088,12,11.0,short,70,1.0,,
SH1897700013,18977,P100088,13,29.0,short,70,1.0,,
SH1897700018,18977,P100088,18,93.0,exhausted,40,1.0,,
SH1897700019,18977,P100088,19,23.0,short,70,1.0,,
SH1897700020,18977,P100088,20,11.0,short,70,1.0,,
SH1897700025,18977,P100088,25,9.0,short,70,1.0,,
SH1897700026,18977,P100088,26,12.0,short,70,1.0,,
SH1897700027,18977,P100088,27,6.0,short,70,1.0,,
SH1897700028,18977,P100088,28,23.0,short,70,1.0,,
SH1897700029,18977,P100088,29,16.0,short,70,1.0,,
SH1897700030,18977,P100088,30,7.0,short,70,1.0,,
SH1897700031,18977,P100088,31,21.0,short,70,1.0,,
SH1897700033,18977,P100088,33,59.0,good,90,2.0,,
SH1897700038,18977,P100088,38,16.0,short,70,2.0,,
SH1897700039,18977,P100088,39,7.0,short,70,2.0,,
SH1897700040,18977,P100088,40,92.0,exhausted,40,2.0,,
SH1897700043,18977,P100088,43,97.0,exhausted,40,2.0,,
SH1897700044,18977,P100088,44,22.0,short,70,2.0,,
SH1897700046,18977,P100088,46,65.0,long,70,2.0,,
SH1897700047,18977,P100088,47,27.0,short,70,2.0,,
SH1897700048,18977,P100088,48,72.0,long,70,2.0,,
SH1897700049,18977,P100088,49,18.0,short,70,2.0,,
SH1897700050,18977,P100088,50,13.0,short,70,2.0,,
SH1897700054,18977,P100088,54,7.0,short,70,2.0,,
SH1897700055,18977,P100088,55,33.0,optimal,100,2.0,,
SH1897700056,18977,P100088,56,23.0,short,70,2.0,,
SH1897700057,18977,P100088,57,1.0,short,70,2.0,,
SH1897700058,18977,P100088,58,4.0,short,70,2.0,,
SH1897700059,18977,P100088,59,71.0,long,70,2.0,,
SH1897700062,18977,P100088,62,39.0,optimal,100,3.0,,
SH1897700063,18977,P100088,63,12.0,short,70,3.0,,
SH1897700064,18977,P100088,64,102.0,exhausted,40,3.0,,
SH1897700067,18977,P100088,67,41.0,optimal,100,3.0,,
SH1897700068,18977,P100088,68,9.0,short,70,3.0,,
SH1897700069,18977,P100088,69,7.0,short,70,3.0,,
SH1897700070,18977,P100088,70,13.0,short,70,3.0,,
SH1897700071,18977,P100088,71,49.0,good,90,3.0,,
SH1897700072,18977,P100088,72,12.0,short,70,3.0,,
SH1897700073,18977,P100088,73,17.0,short,70,3.0,,
SH1897700076,18977,P100088,76,49.0,good,90,3.0,,
SH1897700077,18977,P100088,77,65.0,long,70,3.0,,
SH1897700078,18977,P100088,78,45.0,good,90,3.0,,
SH1897700079,18977,P100088,79,15.0,short,70,3.0,,
SH1897700084,18977,P100088,84,16.0,short,70,3.0,,
SH1897700085,18977,P100088,85,33.0,optimal,100,3.0,,
SH1897700086,18977,P100088,86,18.0,short,70,3.0,,
SH1897700087,18977,P100088,87,43.0,optimal,100,3.0,,
SH1897700088,18977,P100088,88,55.0,good,90,3.0,,
SH1897700003,18977,P100091,3,119.0,exhausted,40,1.0,,
SH1897700010,18977,P100091,10,32.0,optimal,100,1.0,,
SH1897700018,18977,P100091,18,93.0,exhausted,40,1.0,,
SH1897700019,18977,P100091,19,23.0,short,70,1.0,,
SH1897700030,18977,P100091,30,7.0,short,70,1.0,,
SH1897700031,18977,P100091,31,21.0,short,70,1.0,,
SH1897700033,18977,P100091,33,59.0,good,90,2.0,,
