shift_quality_key,game_id,player_id,shift_index,shift_duration,shift_quality,quality_score,period,strength,situation
SH1898100017,18981,P100002,17,6.0,short,70,1.0,,
SH1898100018,18981,P100002,18,6.0,short,70,1.0,,
SH1898100019,18981,P100002,19,10.0,short,70,1.0,,
SH1898100020,18981,P100002,20,18.0,short,70,1.0,,
SH1898100021,18981,P100002,21,11.0,short,70,1.0,,
SH1898100022,18981,P100002,22,15.0,short,70,1.0,,
SH1898100023,18981,P100002,23,61.0,long,70,1.0,,
SH1898100024,18981,P100002,24,5.0,short,70,1.0,,
SH1898100032,18981,P100002,32,8.0,short,70,1.0,,
SH1898100033,18981,P100002,33,13.0,short,70,1.0,,
SH1898100034,18981,P100002,34,13.0,short,70,1.0,,
SH1898100035,18981,P100002,35,11.0,short,70,1.0,,
SH1898100036,18981,P100002,36,24.0,short,70,1.0,,
SH1898100037,18981,P100002,37,37.0,optimal,100,1.0,,
SH1898100038,18981,P100002,38,49.0,good,90,1.0,,
SH1898100051,18981,P100002,51,58.0,good,90,2.0,,
SH1898100052,18981,P100002,52,12.0,short,70,2.0,,
SH1898100053,18981,P100002,53,16.0,short,70,2.0,,
SH1898100054,18981,P100002,54,4.0,short,70,2.0,,
SH1898100062,18981,P100002,62,54.0,good,90,2.0,,
SH1898100063,18981,P100002,63,52.0,good,90,2.0,,
SH1898100064,18981,P100002,64,3.0,short,70,2.0,,
SH1898100065,18981,P100002,65,78.0,long,70,2.0,,
SH1898100066,18981,P100002,66,7.0,short,70,2.0,,
SH1898100081,18981,P100002,81,63.0,long,70,3.0,,
SH1898100082,18981,P100002,82,69.0,long,70,3.0,,
SH1898100092,18981,P100002,92,45.0,good,90,3.0,,
SH1898100093,18981,P100002,93,23.0,short,70,3.0,,
SH1898100094,18981,P100002,94,9.0,short,70,3.0,,
SH1898100095,18981,P100002,95,18.0,short,70,3.0,,
SH1898100001,18981,P100016,1,46.0,good,90,1.0,,
SH1898100002,18981,P100016,2,7.0,short,70,1.0,,
SH1898100003,18981,P100016,3,5.0,short,70,1.0,,
SH1898100004,18981,P100016,4,81.0,long,70,1.0,,
SH1898100005,18981,P100016,5,6.0,short,70,1.0,,
SH1898100006,18981,P100016,6,98.0,exhausted,40,1.0,,
SH1898100007,18981,P100016,7,7.0,short,70,1.0,,
SH1898100008,18981,P100016,8,5.0,short,70,1.0,,
SH1898100009,18981,P100016,9,9.0,short,70,1.0,,
SH1898100010,18981,P100016,10,5.0,short,70,1.0,,
SH1898100011,18981,P100016,11,22.0,short,70,1.0,,
SH1898100012,18981,P100016,12,18.0,short,70,1.0,,
SH1898100013,18981,P100016,13,87.0,long,70,1.0,,
SH1898100014,18981,P100016,14,11.0,short,70,1.0,,
SH1898100015,18981,P100016,15,10.0,short,70,1.0,,
SH1898100016,18981,P100016,16,13.0,short,70,1.0,,
SH1898100017,18981,P100016,17,6.0,short,70,1.0,,
SH1898100018,18981,P100016,18,6.0,short,70,1.0,,
SH1898100019,18981,P100016,19,10.0,short,70,1.0,,
SH1898100020,18981,P100016,20,18.0,short,70,1.0,,
SH1898100021,18981,P100016,21,11.0,short,70,1.0,,
SH1898100022,18981,P100016,22,15.0,short,70,1.0,,
SH1898100023,18981,P100016,23,61.0,long,70,1.0,,
SH1898100024,18981,P100016,24,5.0,short,70,1.0,,
SH1898100025,18981,P100016,25,65.0,long,70,1.0,,
SH1898100026,18981,P100016,26,12.0,short,70,1.0,,
SH1898100027,18981,P100016,27,33.0,optimal,100,1.0,,
SH1898100028,18981,P100016,28,48.0,good,90,1.0,,
SH1898100029,18981,P100016,29,31.0,optimal,100,1.0,,
SH1898100030,18981,P100016,30,27.0,short,70,1.0,,
SH1898100031,18981,P100016,31,89.0,long,70,1.0,,
SH1898100032,18981,P100016,32,8.0,short,70,1.0,,
SH1898100033,18981,P100016,33,13.0,short,70,1.0,,
SH1898100034,18981,P100016,34,13.0,short,70,1.0,,
SH1898100035,18981,P100016,35,11.0,short,70,1.0,,
SH1898100036,18981,P100016,36,24.0,short,70,1.0,,
SH1898100037,18981,P100016,37,37.0,optimal,100,1.0,,
SH1898100038,18981,P100016,38,49.0,good,90,1.0,,
SH1898100039,18981,P100016,39,58.0,good,90,1.0,,
SH1898100041,18981,P100016,41,35.0,optimal,100,2.0,,
SH1898100042,18981,P100016,42,63.0,long,70,2.0,,
SH1898100043,18981,P100016,43,48.0,good,90,2.0,,
SH1898100044,18981,P100016,44,69.0,long,70,2.0,,
SH1898100045,18981,P100016,45,11.0,short,70,2.0,,
SH1898100046,18981,P100016,46,14.0,short,70,2.0,,
SH1898100047,18981,P100016,47,26.0,short,70,2.0,,
SH1898100048,18981,P100016,48,58.0,good,90,2.0,,
SH1898100049,18981,P100016,49,12.0,short,70,2.0,,
SH1898100050,18981,P100016,50,19.0,short,70,2.0,,
SH1898100051,18981,P100016,51,58.0,good,90,2.0,,
SH1898100052,18981,P100016,52,12.0,short,70,2.0,,
SH1898100053,18981,P100016,53,16.0,short,70,2.0,,
SH1898100054,18981,P100016,54,4.0,short,70,2.0,,
SH1898100055,18981,P100016,55,75.0,long,70,2.0,,
SH1898100056,18981,P100016,56,50.0,good,90,2.0,,
SH1898100057,18981,P100016,57,61.0,long,70,2.0,,
SH1898100058,18981,P100016,58,8.0,short,70,2.0,,
SH1898100059,18981,P100016,59,42.0,optimal,100,2.0,,
SH1898100060,18981,P100016,60,28.0,short,70,2.0,,
SH1898100061,18981,P100016,61,50.0,good,90,2.0,,
SH1898100062,18981,P100016,62,54.0,good,90,2.0,,
SH1898100063,18981,P100016,63,52.0,good,90,2.0,,
SH1898100064,18981,P100016,64,3.0,short,70,2.0,,
SH1898100065,18981,P100016,65,78.0,long,70,2.0,,
SH1898100066,18981,P100016,66,7.0,short,70,2.0,,
SH1898100067,18981,P100016,67,5.0,short,70,2.0,,
SH1898100068,18981,P100016,68,7.0,short,70,2.0,,
SH1898100069,18981,P100016,69,17.0,short,70,2.0,,
SH1898100070,18981,P100016,70,39.0,optimal,100,2.0,,
SH1898100071,18981,P100016,71,15.0,short,70,2.0,,
SH1898100072,18981,P100016,72,22.0,short,70,2.0,,
SH1898100073,18981,P100016,73,22.0,short,70,2.0,,
SH1898100074,18981,P100016,74,0.0,short,70,2.0,,
SH1898100075,18981,P100016,75,58.0,good,90,3.0,,
SH1898100076,18981,P100016,76,24.0,short,70,3.0,,
SH1898100077,18981,P100016,77,4.0,short,70,3.0,,
SH1898100078,18981,P100016,78,15.0,short,70,3.0,,
SH1898100079,18981,P100016,79,18.0,short,70,3.0,,
SH1898100080,18981,P100016,80,30.0,optimal,100,3.0,,
SH1898100081,18981,P100016,81,63.0,long,70,3.0,,
SH1898100082,18981,P100016,82,69.0,long,70,3.0,,
SH1898100083,18981,P100016,83,4.0,short,70,3.0,,
SH1898100084,18981,P100016,84,85.0,long,70,3.0,,
SH1898100085,18981,P100016,85,54.0,good,90,3.0,,
SH1898100086,18981,P100016,86,19.0,short,70,3.0,,
SH1898100087,18981,P100016,87,5.0,short,70,3.0,,
SH1898100088,18981,P100016,88,7.0,short,70,3.0,,
SH1898100089,18981,P100016,89,115.0,exhausted,40,3.0,,
SH1898100090,18981,P100016,90,18.0,short,70,3.0,,
SH1898100091,18981,P100016,91,19.0,short,70,3.0,,
SH1898100092,18981,P100016,92,45.0,good,90,3.0,,
SH1898100093,18981,P100016,93,23.0,short,70,3.0,,
SH1898100094,18981,P100016,94,9.0,short,70,3.0,,
SH1898100095,18981,P100016,95,18.0,short,70,3.0,,
SH1898100096,18981,P100016,96,8.0,short,70,3.0,,
SH1898100097,18981,P100016,97,11.0,short,70,3.0,,
SH1898100098,18981,P100016,98,41.0,optimal,100,3.0,,
SH1898100099,18981,P100016,99,93.0,exhausted,40,3.0,,
SH1898100100,18981,P100016,100,15.0,short,70,3.0,,
SH1898100102,18981,P100016,102,87.0,long,70,3.0,,
SH1898100103,18981,P100016,103,34.0,optimal,100,3.0,,
SH1898100001,18981,P100039,1,46.0,good,90,1.0,,
SH1898100002,18981,P100039,2,7.0,short,70,1.0,,
SH1898100003,18981,P100039,3,5.0,short,70,1.0,,
SH1898100011,18981,P100039,11,22.0,short,70,1.0,,
SH1898100012,18981,P100039,12,18.0,short,70,1.0,,
SH1898100013,18981,P100039,13,87.0,long,70,1.0,,
SH1898100014,18981,P100039,14,11.0,short,70,1.0,,
SH1898100015,18981,P100039,15,10.0,short,70,1.0,,
SH1898100016,18981,P100039,16,13.0,short,70,1.0,,
SH1898100017,18981,P100039,17,6.0,short,70,1.0,,
SH1898100018,18981,P100039,18,6.0,short,70,1.0,,
SH1898100028,18981,P100039,28,48.0,good,90,1.0,,
SH1898100029,18981,P100039,29,31.0,optimal,100,1.0,,
SH1898100030,18981,P100039,30,27.0,short,70,1.0,,
SH1898100031,18981,P100039,31,89.0,long,70,1.0,,
SH1898100042,18981,P100039,42,63.0,long,70,2.0,,
SH1898100043,18981,P100039,43,48.0,good,90,2.0,,
SH1898100057,18981,P100039,57,61.0,long,70,2.0,,
SH1898100058,18981,P100039,58,8.0,short,70,2.0,,
SH1898100059,18981,P100039,59,42.0,optimal,100,2.0,,
SH1898100060,18981,P100039,60,28.0,short,70,2.0,,
SH1898100061,18981,P100039,61,50.0,good,90,2.0,,
SH1898100075,18981,P100039,75,58.0,good,90,3.0,,
SH1898100076,18981,P100039,76,24.0,short,70,3.0,,
SH1898100077,18981,P100039,77,4.0,short,70,3.0,,
SH1898100078,18981,P100039,78,15.0,short,70,3.0,,
SH1898100079,18981,P100039,79,18.0,short,70,3.0,,
SH1898100080,18981,P100039,80,30.0,optimal,100,3.0,,
SH1898100089,18981,P100039,89,115.0,exhausted,40,3.0,,
SH1898100090,18981,P100039,90,18.0,short,70,3.0,,
SH1898100091,18981,P100039,91,19.0,short,70,3.0,,
SH1898100102,18981,P100039,102,87.0,long,70,3.0,,
SH1898100103,18981,P100039,103,34.0,optimal,100,3.0,,
SH1898100104,18981,P100039,104,34.0,optimal,100,3.0,,
SH1898100105,18981,P100039,105,46.0,good,90,3.0,,
SH1898100001,18981,P100061,1,46.0,good,90,1.0,,
SH1898100006,18981,P100061,6,98.0,exhausted,40,1.0,,
SH1898100019,18981,P100061,19,10.0,short,70,1.0,,
SH1898100020,18981,P100061,20,18.0,short,70,1.0,,
SH1898100021,18981,P100061,21,11.0,short,70,1.0,,
SH1898100022,18981,P100061,22,15.0,short,70,1.0,,
SH1898100023,18981,P100061,23,61.0,long,70,1.0,,
SH1898100024,18981,P100061,24,5.0,short,70,1.0,,
SH1898100025,18981,P100061,25,65.0,long,70,1.0,,
SH1898100026,18981,P100061,26,12.0,short,70,1.0,,
SH1898100033,18981,P100061,33,13.0,short,70,1.0,,
SH1898100034,18981,P100061,34,13.0,short,70,1.0,,
SH1898100035,18981,P100061,35,11.0,short,70,1.0,,
SH1898100036,18981,P100061,36,24.0,short,70,1.0,,
SH1898100037,18981,P100061,37,37.0,optimal,100,1.0,,
SH1898100038,18981,P100061,38,49.0,good,90,1.0,,
SH1898100042,18981,P100061,42,63.0,long,70,2.0,,
SH1898100043,18981,P100061,43,48.0,good,90,2.0,,
SH1898100044,18981,P100061,44,69.0,long,70,2.0,,
SH1898100045,18981,P100061,45,11.0,short,70,2.0,,
SH1898100046,18981,P100061,46,14.0,short,70,2.0,,
SH1898100047,18981,P100061,47,26.0,short,70,2.0,,
SH1898100055,18981,P100061,55,75.0,long,70,2.0,,
SH1898100056,18981,P100061,56,50.0,good,90,2.0,,
SH1898100057,18981,P100061,57,61.0,long,70,2.0,,
SH1898100058,18981,P100061,58,8.0,short,70,2.0,,
SH1898100063,18981,P100061,63,52.0,good,90,2.0,,
SH1898100064,18981,P100061,64,3.0,short,70,2.0,,
SH1898100065,18981,P100061,65,78.0,long,70,2.0,,
SH1898100066,18981,P100061,66,7.0,short,70,2.0,,
SH1898100067,18981,P100061,67,5.0,short,70,2.0,,
SH1898100068,18981,P100061,68,7.0,short,70,2.0,,
SH1898100069,18981,P100061,69,17.0,short,70,2.0,,
SH1898100070,18981,P100061,70,39.0,optimal,100,2.0,,
SH1898100071,18981,P100061,71,15.0,short,70,2.0,,
SH1898100081,18981,P100061,81,63.0,long,70,3.0,,
SH1898100082,18981,P100061,82,69.0,long,70,3.0,,
SH1898100083,18981,P100061,83,4.0,short,70,3.0,,
SH1898100089,18981,P100061,89,115.0,exhausted,40,3.0,,
SH1898100090,18981,P100061,90,18.0,short,70,3.0,,
SH1898100091,18981,P100061,91,19.0,short,70,3.0,,
SH1898100098,18981,P100061,98,41.0,optimal,100,3.0,,
SH1898100099,18981,P100061,99,93.0,exhausted,40,3.0,,
SH1898100100,18981,P100061,100,15.0,short,70,3.0,,
SH1898100101,18981,P100061,101,9.0,short,70,3.0,,
SH1898100002,18981,P100066,2,7.0,short,70,1.0,,
SH1898100003,18981,P100066,3,5.0,short,70,1.0,,
SH1898100004,18981,P100066,4,81.0,long,70,1.0,,
SH1898100009,18981,P100066,9,9.0,short,70,1.0,,
SH1898100010,18981,P100066,10,5.0,short,70,1.0,,
SH1898100011,18981,P100066,11,22.0,short,70,1.0,,
SH1898100012,18981,P100066,12,18.0,short,70,1.0,,
SH1898100013,18981,P100066,13,87.0,long,70,1.0,,
SH1898100014,18981,P100066,14,11.0,short,70,1.0,,
SH1898100020,18981,P100066,20,18.0,short,70,1.0,,
SH1898100021,18981,P100066,21,11.0,short,70,1.0,,
SH1898100022,18981,P100066,22,15.0,short,70,1.0,,
SH1898100023,18981,P100066,23,61.0,long,70,1.0,,
SH1898100024,18981,P100066,24,5.0,short,70,1.0,,
SH1898100029,18981,P100066,29,31.0,optimal,100,1.0,,
SH1898100030,18981,P100066,30,27.0,short,70,1.0,,
SH1898100031,18981,P100066,31,89.0,long,70,1.0,,
SH1898100032,18981,P100066,32,8.0,short,70,1.0,,
SH1898100033,18981,P100066,33,13.0,short,70,1.0,,
SH1898100042,18981,P100066,42,63.0,long,70,2.0,,
SH1898100043,18981,P100066,43,48.0,good,90,2.0,,
SH1898100044,18981,P100066,44,69.0,long,70,2.0,,
SH1898100045,18981,P100066,45,11.0,short,70,2.0,,
SH1898100046,18981,P100066,46,14.0,short,70,2.0,,
SH1898100054,18981,P100066,54,4.0,short,70,2.0,,
SH1898100055,18981,P100066,55,75.0,long,70,2.0,,
SH1898100056,18981,P100066,56,50.0,good,90,2.0,,
SH1898100057,18981,P100066,57,61.0,long,70,2.0,,
SH1898100062,18981,P100066,62,54.0,good,90,2.0,,
SH1898100063,18981,P100066,63,52.0,good,90,2.0,,
SH1898100072,18981,P100066,72,22.0,short,70,2.0,,
SH1898100073,18981,P100066,73,22.0,short,70,2.0,,
SH1898100075,18981,P100066,75,58.0,good,90,3.0,,
SH1898100076,18981,P100066,76,24.0,short,70,3.0,,
SH1898100077,18981,P100066,77,4.0,short,70,3.0,,
SH1898100078,18981,P100066,78,15.0,short,70,3.0,,
SH1898100079,18981,P100066,79,18.0,short,70,3.0,,
SH1898100084,18981,P100066,84,85.0,long,70,3.0,,
SH1898100085,18981,P100066,85,54.0,good,90,3.0,,
SH1898100092,18981,P100066,92,45.0,good,90,3.0,,
SH1898100093,18981,P100066,93,23.0,short,70,3.0,,
SH1898100094,18981,P100066,94,9.0,short,70,3.0,,
SH1898100095,18981,P100066,95,18.0,short,70,3.0,,
SH1898100096,18981,P100066,96,8.0,short,70,3.0,,
SH1898100102,18981,P100066,102,87.0,long,70,3.0,,
SH1898100003,18981,P100070,3,5.0,short,70,1.0,,
SH1898100004,18981,P100070,4,81.0,long,70,1.0,,
SH1898100005,18981,P100070,5,6.0,short,70,1.0,,
SH1898100011,18981,P100070,11,22.0,short,70,1.0,,
SH1898100012,18981,P100070,12,18.0,short,70,1.0,,
SH1898100013,18981,P100070,13,87.0,long,70,1.0,,
SH1898100014,18981,P100070,14,11.0,short,70,1.0,,
SH1898100015,18981,P100070,15,10.0,short,70,1.0,,
SH1898100016,18981,P100070,16,13.0,short,70,1.0,,
SH1898100017,18981,P100070,17,6.0,short,70,1.0,,
SH1898100025,18981,P100070,25,65.0,long,70,1.0,,
SH1898100026,18981,P100070,26,12.0,short,70,1.0,,
SH1898100027,18981,P100070,27,33.0,optimal,100,1.0,,
SH1898100031,18981,P100070,31,89.0,long,70,1.0,,
SH1898100032,18981,P100070,32,8.0,short,70,1.0,,
SH1898100033,18981,P100070,33,13.0,short,70,1.0,,
SH1898100034,18981,P100070,34,13.0,short,70,1.0,,
SH1898100039,18981,P100070,39,58.0,good,90,1.0,,
SH1898100041,18981,P100070,41,35.0,optimal,100,2.0,,
SH1898100051,18981,P100070,51,58.0,good,90,2.0,,
SH1898100052,18981,P100070,52,12.0,short,70,2.0,,
SH1898100053,18981,P100070,53,16.0,short,70,2.0,,
SH1898100054,18981,P100070,54,4.0,short,70,2.0,,
SH1898100055,18981,P100070,55,75.0,long,70,2.0,,
SH1898100056,18981,P100070,56,50.0,good,90,2.0,,
SH1898100063,18981,P100070,63,52.0,good,90,2.0,,
SH1898100064,18981,P100070,64,3.0,short,70,2.0,,
SH1898100065,18981,P100070,65,78.0,long,70,2.0,,
SH1898100066,18981,P100070,66,7.0,short,70,2.0,,
SH1898100067,18981,P100070,67,5.0,short,70,2.0,,
SH1898100068,18981,P100070,68,7.0,short,70,2.0,,
SH1898100069,18981,P100070,69,17.0,short,70,2.0,,
SH1898100070,18981,P100070,70,39.0,optimal,100,2.0,,
SH1898100071,18981,P100070,71,15.0,short,70,2.0,,
SH1898100072,18981,P100070,72,22.0,short,70,2.0,,
SH1898100079,18981,P100070,79,18.0,short,70,3.0,,
SH1898100080,18981,P100070,80,30.0,optimal,100,3.0,,
SH1898100081,18981,P100070,81,63.0,long,70,3.0,,
SH1898100082,18981,P100070,82,69.0,long,70,3.0,,
SH1898100088,18981,P100070,88,7.0,short,70,3.0,,
SH1898100089,18981,P100070,89,115.0,exhausted,40,3.0,,
SH1898100090,18981,P100070,90,18.0,short,70,3.0,,
SH1898100096,18981,P100070,96,8.0,short,70,3.0,,
SH1898100097,18981,P100070,97,11.0,short,70,3.0,,
SH1898100098,18981,P100070,98,41.0,optimal,100,3.0,,
SH1898100099,18981,P100070,99,93.0,exhausted,40,3.0,,
SH1898100100,18981,P100070,100,15.0,short,70,3.0,,
SH1898100103,18981,P100070,103,34.0,optimal,100,3.0,,
SH1898100104,18981,P100070,104,34.0,optimal,100,3.0,,
SH1898100105,18981,P100070,105,46.0,good,90,3.0,,
SH1898100001,18981,P100071,1,46.0,good,90,1.0,,
SH1898100007,18981,P100071,7,7.0,short,70,1.0,,
SH1898100008,18981,P100071,8,5.0,short,70,1.0,,
SH1898100009,18981,P100071,9,9.0,short,70,1.0,,
SH1898100010,18981,P100071,10,5.0,short,70,1.0,,
SH1898100011,18981,P100071,11,22.0,short,70,1.0,,
SH1898100012,18981,P100071,12,18.0,short,70,1.0,,
SH1898100024,18981,P100071,24,5.0,short,70,1.0,,
SH1898100025,18981,P100071,25,65.0,long,70,1.0,,
SH1898100026,18981,P100071,26,12.0,short,70,1.0,,
SH1898100033,18981,P100071,33,13.0,short,70,1.0,,
SH1898100034,18981,P100071,34,13.0,short,70,1.0,,
SH1898100035,18981,P100071,35,11.0,short,70,1.0,,
SH1898100036,18981,P100071,36,24.0,short,70,1.0,,
SH1898100042,18981,P100071,42,63.0,long,70,2.0,,
SH1898100043,18981,P100071,43,48.0,good,90,2.0,,
SH1898100044,18981,P100071,44,69.0,long,70,2.0,,
SH1898100045,18981,P100071,45,11.0,short,70,2.0,,
SH1898100053,18981,P100071,53,16.0,short,70,2.0,,
SH1898100054,18981,P100071,54,4.0,short,70,2.0,,
SH1898100055,18981,P100071,55,75.0,long,70,2.0,,
SH1898100056,18981,P100071,56,50.0,good,90,2.0,,
SH1898100062,18981,P100071,62,54.0,good,90,2.0,,
SH1898100063,18981,P100071,63,52.0,good,90,2.0,,
SH1898100064,18981,P100071,64,3.0,short,70,2.0,,
SH1898100075,18981,P100071,75,58.0,good,90,3.0,,
SH1898100076,18981,P100071,76,24.0,short,70,3.0,,
SH1898100084,18981,P100071,84,85.0,long,70,3.0,,
SH1898100090,18981,P100071,90,18.0,short,70,3.0,,
SH1898100091,18981,P100071,91,19.0,short,70,3.0,,
SH1898100092,18981,P100071,92,45.0,good,90,3.0,,
SH1898100093,18981,P100071,93,23.0,short,70,3.0,,
SH1898100100,18981,P100071,100,15.0,short,70,3.0,,
SH1898100101,18981,P100071,101,9.0,short,70,3.0,,
SH1898100102,18981,P100071,102,87.0,long,70,3.0,,
SH1898100103,18981,P100071,103,34.0,optimal,100,3.0,,
SH1898100104,18981,P100071,104,34.0,optimal,100,3.0,,
SH1898100105,18981,P100071,105,46.0,good,90,3.0,,
SH1898100006,18981,P100072,6,98.0,exhausted,40,1.0,,
SH1898100020,18981,P100072,20,18.0,short,70,1.0,,
SH1898100021,18981,P100072,21,11.0,short,70,1.0,,
SH1898100022,18981,P100072,22,15.0,short,70,1.0,,
SH1898100023,18981,P100072,23,61.0,long,70,1.0,,
SH1898100030,18981,P100072,30,27.0,short,70,1.0,,
SH1898100031,18981,P100072,31,89.0,long,70,1.0,,
SH1898100032,18981,P100072,32,8.0,short,70,1.0,,
SH1898100050,18981,P100072,50,19.0,short,70,2.0,,
SH1898100051,18981,P100072,51,58.0,good,90,2.0,,
SH1898100052,18981,P100072,52,12.0,short,70,2.0,,
SH1898100055,18981,P100072,55,75.0,long,70,2.0,,
SH1898100061,18981,P100072,61,50.0,good,90,2.0,,
SH1898100070,18981,P100072,70,39.0,optimal,100,2.0,,
SH1898100071,18981,P100072,71,15.0,short,70,2.0,,
SH1898100072,18981,P100072,72,22.0,short,70,2.0,,
SH1898100073,18981,P100072,73,22.0,short,70,2.0,,
SH1898100081,18981,P100072,81,63.0,long,70,3.0,,
SH1898100082,18981,P100072,82,69.0,long,70,3.0,,
SH1898100083,18981,P100072,83,4.0,short,70,3.0,,
SH1898100089,18981,P100072,89,115.0,exhausted,40,3.0,,
SH1898100099,18981,P100072,99,93.0,exhausted,40,3.0,,
SH1898100004,18981,P100074,4,81.0,long,70,1.0,,
SH1898100005,18981,P100074,5,6.0,short,70,1.0,,
SH1898100010,18981,P100074,10,5.0,short,70,1.0,,
SH1898100011,18981,P100074,11,22.0,short,70,1.0,,
SH1898100012,18981,P100074,12,18.0,short,70,1.0,,
SH1898100013,18981,P100074,13,87.0,long,70,1.0,,
SH1898100014,18981,P100074,14,11.0,short,70,1.0,,
SH1898100015,18981,P100074,15,10.0,short,70,1.0,,
SH1898100016,18981,P100074,16,13.0,short,70,1.0,,
SH1898100017,18981,P100074,17,6.0,short,70,1.0,,
SH1898100018,18981,P100074,18,6.0,short,70,1.0,,
SH1898100027,18981,P100074,27,33.0,optimal,100,1.0,,
SH1898100028,18981,P100074,28,48.0,good,90,1.0,,
SH1898100029,18981,P100074,29,31.0,optimal,100,1.0,,
SH1898100030,18981,P100074,30,27.0,short,70,1.0,,
SH1898100031,18981,P100074,31,89.0,long,70,1.0,,
SH1898100032,18981,P100074,32,8.0,short,70,1.0,,
SH1898100039,18981,P100074,39,58.0,good,90,1.0,,
SH1898100041,18981,P100074,41,35.0,optimal,100,2.0,,
SH1898100049,18981,P100074,49,12.0,short,70,2.0,,
SH1898100050,18981,P100074,50,19.0,short,70,2.0,,
SH1898100051,18981,P100074,51,58.0,good,90,2.0,,
SH1898100052,18981,P100074,52,12.0,short,70,2.0,,
SH1898100053,18981,P100074,53,16.0,short,70,2.0,,
SH1898100054,18981,P100074,54,4.0,short,70,2.0,,
SH1898100059,18981,P100074,59,42.0,optimal,100,2.0,,
SH1898100060,18981,P100074,60,28.0,short,70,2.0,,
SH1898100061,18981,P100074,61,50.0,good,90,2.0,,
SH1898100062,18981,P100074,62,54.0,good,90,2.0,,
SH1898100072,18981,P100074,72,22.0,short,70,2.0,,
SH1898100073,18981,P100074,73,22.0,short,70,2.0,,
SH1898100075,18981,P100074,75,58.0,good,90,3.0,,
SH1898100076,18981,P100074,76,24.0,short,70,3.0,,
SH1898100077,18981,P100074,77,4.0,short,70,3.0,,
SH1898100078,18981,P100074,78,15.0,short,70,3.0,,
SH1898100079,18981,P100074,79,18.0,short,70,3.0,,
SH1898100080,18981,P100074,80,30.0,optimal,100,3.0,,
SH1898100084,18981,P100074,84,85.0,long,70,3.0,,
SH1898100085,18981,P100074,85,54.0,good,90,3.0,,
SH1898100086,18981,P100074,86,19.0,short,70,3.0,,
SH1898100087,18981,P100074,87,5.0,short,70,3.0,,
SH1898100088,18981,P100074,88,7.0,short,70,3.0,,
SH1898100092,18981,P100074,92,45.0,good,90,3.0,,
SH1898100093,18981,P100074,93,23.0,short,70,3.0,,
SH1898100094,18981,P100074,94,9.0,short,70,3.0,,
SH1898100095,18981,P100074,95,18.0,short,70,3.0,,
SH1898100096,18981,P100074,96,8.0,short,70,3.0,,
SH1898100097,18981,P100074,97,11.0,short,70,3.0,,
SH1898100102,18981,P100074,102,87.0,long,70,3.0,,
SH1898100103,18981,P100074,103,34.0,optimal,100,3.0,,
SH1898100104,18981,P100074,104,34.0,optimal,100,3.0,,
SH1898100105,18981,P100074,105,46.0,good,90,3.0,,
SH1898100001,18981,P100078,1,46.0,good,90,1.0,,
SH1898100005,18981,P100078,5,6.0,short,70,1.0,,
SH1898100006,18981,P100078,6,98.0,exhausted,40,1.0,,
SH1898100007,18981,P100078,7,7.0,short,70,1.0,,
SH1898100008,18981,P100078,8,5.0,short,70,1.0,,
SH1898100015,18981,P100078,15,10.0,short,70,1.0,,
SH1898100016,18981,P100078,16,13.0,short,70,1.0,,
SH1898100017,18981,P100078,17,6.0,short,70,1.0,,
SH1898100018,18981,P100078,18,6.0,short,70,1.0,,
SH1898100019,18981,P100078,19,10.0,short,70,1.0,,
SH1898100025,18981,P100078,25,65.0,long,70,1.0,,
SH1898100026,18981,P100078,26,12.0,short,70,1.0,,
SH1898100027,18981,P100078,27,33.0,optimal,100,1.0,,
SH1898100028,18981,P100078,28,48.0,good,90,1.0,,
SH1898100034,18981,P100078,34,13.0,short,70,1.0,,
SH1898100035,18981,P100078,35,11.0,short,70,1.0,,
SH1898100036,18981,P100078,36,24.0,short,70,1.0,,
SH1898100037,18981,P100078,37,37.0,optimal,100,1.0,,
SH1898100038,18981,P100078,38,49.0,good,90,1.0,,
SH1898100039,18981,P100078,39,58.0,good,90,1.0,,
SH1898100041,18981,P100078,41,35.0,optimal,100,2.0,,
SH1898100047,18981,P100078,47,26.0,short,70,2.0,,
SH1898100048,18981,P100078,48,58.0,good,90,2.0,,
SH1898100049,18981,P100078,49,12.0,short,70,2.0,,
SH1898100050,18981,P100078,50,19.0,short,70,2.0,,
SH1898100051,18981,P100078,51,58.0,good,90,2.0,,
SH1898100052,18981,P100078,52,12.0,short,70,2.0,,
SH1898100053,18981,P100078,53,16.0,short,70,2.0,,
SH1898100054,18981,P100078,54,4.0,short,70,2.0,,
SH1898100058,18981,P100078,58,8.0,short,70,2.0,,
SH1898100059,18981,P100078,59,42.0,optimal,100,2.0,,
SH1898100060,18981,P100078,60,28.0,short,70,2.0,,
SH1898100061,18981,P100078,61,50.0,good,90,2.0,,
SH1898100064,18981,P100078,64,3.0,short,70,2.0,,
SH1898100065,18981,P100078,65,78.0,long,70,2.0,,
SH1898100066,18981,P100078,66,7.0,short,70,2.0,,
SH1898100067,18981,P100078,67,5.0,short,70,2.0,,
SH1898100068,18981,P100078,68,7.0,short,70,2.0,,
SH1898100069,18981,P100078,69,17.0,short,70,2.0,,
SH1898100070,18981,P100078,70,39.0,optimal,100,2.0,,
SH1898100071,18981,P100078,71,15.0,short,70,2.0,,
SH1898100080,18981,P100078,80,30.0,optimal,100,3.0,,
SH1898100081,18981,P100078,81,63.0,long,70,3.0,,
