shift_index,shift_duration,home_team_plus,home_team_minus,away_team_plus,away_team_minus,position_slot,player_game_number,player_venue,position_type,plus_minus,shift_key,shift_player_key,player_game_key,game_id,skill_rating
17,6.0,0.0,0.0,0.0,0.0,home_forward_3,34.0,home,forward,0,18969_17,18969_17_34,18969_34,18969,
18,7.0,0.0,0.0,0.0,0.0,home_forward_3,34.0,home,forward,0,18969_18,18969_18_34,18969_34,18969,
19,14.0,0.0,0.0,0.0,0.0,home_forward_3,34.0,home,forward,0,18969_19,18969_19_34,18969_34,18969,
20,18.0,0.0,0.0,0.0,0.0,home_forward_3,34.0,home,forward,0,18969_20,18969_20_34,18969_34,18969,
21,56.0,0.0,0.0,0.0,0.0,home_forward_3,86.0,home,forward,0,18969_21,18969_21_86,18969_86,18969,
22,57.0,0.0,0.0,0.0,0.0,home_forward_3,86.0,home,forward,0,18969_22,18969_22_86,18969_86,18969,
23,37.0,0.0,-1.0,1.0,0.0,home_forward_3,20.0,home,forward,-1,18969_23,18969_23_20,18969_20,18969,
24,61.0,0.0,0.0,0.0,0.0,home_forward_3,20.0,home,forward,0,18969_24,18969_24_20,18969_20,18969,
25,79.0,0.0,0.0,0.0,0.0,home_forward_3,34.0,home,forward,0,18969_25,18969_25_34,18969_34,18969,
26,5.0,0.0,-1.0,1.0,0.0,home_forward_3,34.0,home,forward,-1,18969_26,18969_26_34,18969_34,18969,
27,65.0,0.0,0.0,0.0,0.0,home_forward_3,86.0,home,forward,0,18969_27,18969_27_86,18969_86,18969,
28,78.0,0.0,0.0,0.0,0.0,home_forward_3,86.0,home,forward,0,18969_28,18969_28_86,18969_86,18969,
29,59.0,0.0,0.0,0.0,0.0,home_forward_3,20.0,home,forward,0,18969_29,18969_29_20,18969_20,18969,
31,49.0,0.0,0.0,0.0,0.0,home_forward_3,20.0,home,forward,0,18969_31,18969_31_20,18969_20,18969,
32,19.0,0.0,0.0,0.0,0.0,home_forward_3,20.0,home,forward,0,18969_32,18969_32_20,18969_20,18969,
33,17.0,0.0,0.0,0.0,0.0,home_forward_3,34.0,home,forward,0,18969_33,18969_33_34,18969_34,18969,
34,67.0,0.0,0.0,0.0,0.0,home_forward_3,34.0,home,forward,0,18969_34,18969_34_34,18969_34,18969,
