event_index,event_key,shift_index,shift_key,linked_event_index,sequence_index,play_index,event_type,event_detail,event_detail_2,event_successful,period,event_start_min,event_start_sec,time_total_seconds,duration,event_team_zone,game_id,_processed_timestamp
1365.0,18969_1365.0,24.0,18969_24.0,,,,Pass,Pass_Completed,Pass-Drop,s,1.0,5.0,11.0,311.0,0.0,o,18969,2025-12-19 20:06:37
1366.0,18969_1366.0,24.0,18969_24.0,9063.0,,,Shot,Shot_OnNetSaved,Shot-Wrist,s,1.0,5.0,10.0,310.0,0.0,o,18969,2025-12-19 20:06:37
1367.0,18969_1367.0,24.0,18969_24.0,9063.0,,,Save,Save_Rebound,Save-RightPad,,1.0,5.0,10.0,310.0,0.0,d,18969,2025-12-19 20:06:37
1368.0,18969_1368.0,24.0,18969_24.0,9063.0,,,Rebound,Rebound_OppTeamRecovered,,,1.0,5.0,10.0,310.0,0.0,d,18969,2025-12-19 20:06:37
1369.0,18969_1369.0,24.0,18969_24.0,,,,Possession,PuckRecovery,,s,1.0,5.0,6.0,306.0,0.0,o,18969,2025-12-19 20:06:37
1370.0,18969_1370.0,24.0,18969_24.0,,,,Shot,Shot_Deflected,Shot-Wrist,u,1.0,5.0,6.0,306.0,0.0,o,18969,2025-12-19 20:06:37
1371.0,18969_1371.0,24.0,18969_24.0,9064.0,,,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,s,1.0,5.0,3.0,303.0,0.0,o,18969,2025-12-19 20:06:37
1372.0,18969_1372.0,24.0,18969_24.0,9064.0,,,Possession,PuckRecovery,,s,1.0,5.0,3.0,303.0,0.0,o,18969,2025-12-19 20:06:37
1373.0,18969_1373.0,24.0,18969_24.0,,,,Shot,Shot_Blocked,Shot-Wrist,u,1.0,5.0,3.0,303.0,0.0,o,18969,2025-12-19 20:06:37
1374.0,18969_1374.0,24.0,18969_24.0,,,,Possession,PuckRecovery,,s,1.0,4.0,59.0,299.0,0.0,o,18969,2025-12-19 20:06:37
1375.0,18969_1375.0,24.0,18969_24.0,,,,Shot,Shot_Missed,Shot-Snap,u,1.0,4.0,59.0,299.0,0.0,o,18969,2025-12-19 20:06:37
1376.0,18969_1376.0,24.0,18969_24.0,,,,Possession,PuckRecovery,,s,1.0,4.0,56.0,296.0,2.0,o,18969,2025-12-19 20:06:37
1377.0,18969_1377.0,24.0,18969_24.0,9065.0,,,Pass,Pass_Missed,Pass-Forehand,u,1.0,4.0,54.0,294.0,0.0,o,18969,2025-12-19 20:06:37
1378.0,18969_1378.0,24.0,18969_24.0,9065.0,,,Turnover,Turnover_Giveaway,Giveaway-PassMissed,u,1.0,4.0,54.0,294.0,0.0,o,18969,2025-12-19 20:06:37
1379.0,18969_1379.0,24.0,18969_24.0,,,,Possession,PuckRetrieval,,u,1.0,4.0,51.0,291.0,0.0,d,18969,2025-12-19 20:06:37
1380.0,18969_1380.0,24.0,18969_24.0,9066.0,,,Stoppage,Stoppage_Play,Stoppage-Icing,,1.0,4.0,49.0,289.0,0.0,d,18969,2025-12-19 20:06:37
1381.0,18969_1381.0,24.0,18969_24.0,9066.0,,,DeadIce,,,,1.0,4.0,49.0,289.0,23.0,d,18969,2025-12-19 20:06:37
1382.0,18969_1382.0,25.0,18969_25.0,,,,Faceoff,Faceoff_AfterStoppage,,,1.0,4.0,26.0,266.0,0.0,o,18969,2025-12-19 20:06:37
1383.0,18969_1383.0,25.0,18969_25.0,9067.0,,,Shot,Shot_OnNetSaved,Shot-Wrist,s,1.0,4.0,26.0,266.0,0.0,o,18969,2025-12-19 20:06:37
1384.0,18969_1384.0,25.0,18969_25.0,9067.0,,,Save,Save_Freeze,Save-Chest,,1.0,4.0,26.0,266.0,0.0,d,18969,2025-12-19 20:06:37
1385.0,18969_1385.0,25.0,18969_25.0,9067.0,,,Stoppage,Stoppage_Play,Stoppage-GoalieStoppage,,1.0,4.0,25.0,265.0,0.0,d,18969,2025-12-19 20:06:37
1386.0,18969_1386.0,25.0,18969_25.0,9067.0,,,DeadIce,,,,1.0,4.0,25.0,265.0,12.0,d,18969,2025-12-19 20:06:37
1387.0,18969_1387.0,25.0,18969_25.0,,,,Faceoff,Faceoff_AfterStoppage,,,1.0,4.0,13.0,253.0,0.0,o,18969,2025-12-19 20:06:37
1388.0,18969_1388.0,25.0,18969_25.0,,,,Shot,Shot_Missed,Shot-Wrist,u,1.0,4.0,13.0,253.0,0.0,o,18969,2025-12-19 20:06:37
1389.0,18969_1389.0,25.0,18969_25.0,,,,Possession,PuckRecovery,,s,1.0,4.0,6.0,246.0,3.0,o,18969,2025-12-19 20:06:37
1390.0,18969_1390.0,25.0,18969_25.0,9068.0,,,Shot,Shot_OnNetSaved,Shot-Wrist,s,1.0,4.0,3.0,243.0,0.0,o,18969,2025-12-19 20:06:37
1391.0,18969_1391.0,25.0,18969_25.0,9068.0,,,Save,Save_Rebound,Save-Butterfly,,1.0,4.0,3.0,243.0,0.0,d,18969,2025-12-19 20:06:37
1392.0,18969_1392.0,25.0,18969_25.0,9068.0,,,Rebound,Rebound_TeamRecovered,,,1.0,4.0,3.0,243.0,0.0,d,18969,2025-12-19 20:06:37
1393.0,18969_1393.0,25.0,18969_25.0,,,,Possession,PuckRecovery,,u,1.0,3.0,59.0,239.0,0.0,d,18969,2025-12-19 20:06:37
1394.0,18969_1394.0,25.0,18969_25.0,,,,Pass,Pass_Deflected,Pass-Forehand,u,1.0,3.0,59.0,239.0,0.0,d,18969,2025-12-19 20:06:37
1395.0,18969_1395.0,25.0,18969_25.0,,,,,,,,1.0,3.0,59.0,239.0,0.0,,18969,2025-12-19 20:06:37
1396.0,18969_1396.0,25.0,18969_25.0,,,,Possession,PuckRecovery,,u,1.0,3.0,57.0,237.0,0.0,d,18969,2025-12-19 20:06:37
1397.0,18969_1397.0,25.0,18969_25.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,3.0,57.0,237.0,0.0,o,18969,2025-12-19 20:06:37
1398.0,18969_1398.0,25.0,18969_25.0,,,,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,s,1.0,3.0,57.0,237.0,0.0,d,18969,2025-12-19 20:06:37
1399.0,18969_1399.0,25.0,18969_25.0,,,,Possession,PuckRetrieval,,u,1.0,3.0,54.0,234.0,2.0,d,18969,2025-12-19 20:06:37
1400.0,18969_1400.0,25.0,18969_25.0,9069.0,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,u,1.0,3.0,52.0,232.0,0.0,d,18969,2025-12-19 20:06:37
1401.0,18969_1401.0,25.0,18969_25.0,9069.0,,,Pass,Pass_Deflected,Pass-Forehand,u,1.0,3.0,52.0,232.0,0.0,d,18969,2025-12-19 20:06:37
1402.0,18969_1402.0,25.0,18969_25.0,9069.0,,,Turnover,Turnover_Giveaway,Giveaway-PassBlocked,u,1.0,3.0,52.0,232.0,0.0,d,18969,2025-12-19 20:06:37
1403.0,18969_1403.0,25.0,18969_25.0,9070.0,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-DumpIn,s,1.0,3.0,50.0,230.0,0.0,n,18969,2025-12-19 20:06:37
1404.0,18969_1404.0,25.0,18969_25.0,9070.0,,,Turnover,Turnover_Giveaway,Giveaway-ZoneClear/Dump,u,1.0,3.0,50.0,230.0,0.0,n,18969,2025-12-19 20:06:37
1405.0,18969_1405.0,25.0,18969_25.0,,,,Possession,PuckRetrieval,,u,1.0,3.0,48.0,228.0,1.0,d,18969,2025-12-19 20:06:37
1406.0,18969_1406.0,25.0,18969_25.0,9071.0,,,Pass,Pass_Deflected,Pass-Stretch,u,1.0,3.0,46.0,226.0,0.0,d,18969,2025-12-19 20:06:37
1407.0,18969_1407.0,25.0,18969_25.0,9071.0,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,u,1.0,3.0,46.0,226.0,0.0,d,18969,2025-12-19 20:06:37
1408.0,18969_1408.0,25.0,18969_25.0,9071.0,,,Turnover,Turnover_Giveaway,Giveaway-PassBlocked,u,1.0,3.0,46.0,226.0,0.0,d,18969,2025-12-19 20:06:37
1409.0,18969_1409.0,25.0,18969_25.0,9071.0,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-CausedTurnover,s,1.0,3.0,46.0,226.0,0.0,o,18969,2025-12-19 20:06:37
1410.0,18969_1410.0,25.0,18969_25.0,,,,Possession,PuckRetrieval,,s,1.0,3.0,41.0,221.0,2.0,o,18969,2025-12-19 20:06:37
1411.0,18969_1411.0,25.0,18969_25.0,9072.0,,,Pass,Pass_Missed,Pass-ReceiverMissed,u,1.0,3.0,38.0,218.0,0.0,o,18969,2025-12-19 20:06:37
1412.0,18969_1412.0,25.0,18969_25.0,9072.0,,,Turnover,Turnover_Giveaway,Giveaway-PassMissed,u,1.0,3.0,38.0,218.0,0.0,d,18969,2025-12-19 20:06:37
1413.0,18969_1413.0,25.0,18969_25.0,,,,Possession,PuckRetrieval,,s,1.0,3.0,35.0,215.0,0.0,d,18969,2025-12-19 20:06:37
1414.0,18969_1414.0,25.0,18969_25.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,3.0,34.0,214.0,0.0,d,18969,2025-12-19 20:06:37
1415.0,18969_1415.0,25.0,18969_25.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,3.0,32.0,212.0,0.0,d,18969,2025-12-19 20:06:37
1416.0,18969_1416.0,25.0,18969_25.0,,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,s,1.0,3.0,31.0,211.0,1.0,d,18969,2025-12-19 20:06:37
1417.0,18969_1417.0,25.0,18969_25.0,,,,Possession,,,,1.0,3.0,30.0,210.0,1.0,n,18969,2025-12-19 20:06:37
1418.0,18969_1418.0,25.0,18969_25.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,3.0,28.0,208.0,0.0,n,18969,2025-12-19 20:06:37
1419.0,18969_1419.0,25.0,18969_25.0,,,,Possession,,,,1.0,3.0,28.0,208.0,1.0,n,18969,2025-12-19 20:06:37
1420.0,18969_1420.0,26.0,18969_26.0,,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,3.0,27.0,207.0,2.0,o,18969,2025-12-19 20:06:37
1421.0,18969_1421.0,26.0,18969_26.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,3.0,25.0,205.0,0.0,o,18969,2025-12-19 20:06:37
1422.0,18969_1422.0,26.0,18969_26.0,,,,Possession,Breakaway,,,1.0,3.0,25.0,205.0,2.0,o,18969,2025-12-19 20:06:37
1423.0,18969_1423.0,26.0,18969_26.0,9073.0,,,Shot,Shot_Goal,,s,1.0,3.0,23.0,203.0,0.0,o,18969,2025-12-19 20:06:37
1424.0,18969_1424.0,26.0,18969_26.0,9073.0,,,Goal,Goal_Scored,Goal-Backhand,s,1.0,3.0,23.0,203.0,0.0,o,18969,2025-12-19 20:06:37
1425.0,18969_1425.0,26.0,18969_26.0,9073.0,,,Stoppage,Stoppage_Play,Stoppage-Goal,,1.0,3.0,23.0,203.0,0.0,o,18969,2025-12-19 20:06:37
1426.0,18969_1426.0,26.0,18969_26.0,9073.0,,,DeadIce,,,,1.0,3.0,23.0,203.0,26.0,o,18969,2025-12-19 20:06:37
1427.0,18969_1427.0,27.0,18969_27.0,,,,Faceoff,Faceoff_AfterGoal,,,1.0,2.0,57.0,177.0,0.0,n,18969,2025-12-19 20:06:37
1428.0,18969_1428.0,27.0,18969_27.0,,,,Possession,,,,1.0,2.0,57.0,177.0,4.0,n,18969,2025-12-19 20:06:37
1429.0,18969_1429.0,27.0,18969_27.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,2.0,53.0,173.0,0.0,n,18969,2025-12-19 20:06:37
1430.0,18969_1430.0,27.0,18969_27.0,,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,2.0,52.0,172.0,2.0,o,18969,2025-12-19 20:06:37
1431.0,18969_1431.0,27.0,18969_27.0,9074.0,,,Shot,Shot_OnNetSaved,Shot-Wrist,s,1.0,2.0,50.0,170.0,0.0,o,18969,2025-12-19 20:06:37
1432.0,18969_1432.0,27.0,18969_27.0,9074.0,,,Save,Save_Freeze,Save-Glove,,1.0,2.0,50.0,170.0,0.0,d,18969,2025-12-19 20:06:37
1433.0,18969_1433.0,27.0,18969_27.0,9074.0,,,Stoppage,Stoppage_Play,Stoppage-GoalieStoppage,,1.0,2.0,50.0,170.0,0.0,d,18969,2025-12-19 20:06:37
1434.0,18969_1434.0,27.0,18969_27.0,9074.0,,,DeadIce,,,,1.0,2.0,50.0,170.0,20.0,d,18969,2025-12-19 20:06:37
1435.0,18969_1435.0,27.0,18969_27.0,,,,Faceoff,Faceoff_AfterStoppage,,,1.0,2.0,30.0,150.0,0.0,d,18969,2025-12-19 20:06:37
1436.0,18969_1436.0,27.0,18969_27.0,,,,Possession,,,,1.0,2.0,28.0,148.0,5.0,d,18969,2025-12-19 20:06:37
1437.0,18969_1437.0,27.0,18969_27.0,9075.0,,,Stoppage,Stoppage_Play,Stoppage-Icing,,1.0,2.0,20.0,140.0,0.0,d,18969,2025-12-19 20:06:37
1438.0,18969_1438.0,27.0,18969_27.0,9075.0,,,DeadIce,,,,1.0,2.0,20.0,140.0,21.0,d,18969,2025-12-19 20:06:37
1439.0,18969_1439.0,28.0,18969_28.0,,,,Faceoff,Faceoff_AfterStoppage,,,1.0,1.0,59.0,119.0,0.0,,18969,2025-12-19 20:06:37
1440.0,18969_1440.0,28.0,18969_28.0,,,,LoosePuck,LoosePuck_Battle,,,1.0,1.0,59.0,119.0,5.0,d,18969,2025-12-19 20:06:37
1441.0,18969_1441.0,28.0,18969_28.0,,,,Possession,PuckRetrieval,,,1.0,1.0,54.0,114.0,0.0,o,18969,2025-12-19 20:06:37
1442.0,18969_1442.0,28.0,18969_28.0,9076.0,,,Shot,Shot_OnNetSaved,Shot-Wrist,s,1.0,1.0,53.0,113.0,0.0,o,18969,2025-12-19 20:06:37
1443.0,18969_1443.0,28.0,18969_28.0,9076.0,,,Save,Save_Rebound,Save-RightPad,,1.0,1.0,53.0,113.0,0.0,d,18969,2025-12-19 20:06:37
1444.0,18969_1444.0,28.0,18969_28.0,9076.0,,,Rebound,Rebound_TeamRecovered,,,1.0,1.0,53.0,113.0,0.0,d,18969,2025-12-19 20:06:37
1445.0,18969_1445.0,28.0,18969_28.0,,,,Possession,PuckRetrieval,,u,1.0,1.0,49.0,109.0,0.0,d,18969,2025-12-19 20:06:37
1446.0,18969_1446.0,28.0,18969_28.0,,,,Turnover,Turnover_Giveaway,Giveaway-AttemptedZoneClear/Dump,u,1.0,1.0,49.0,109.0,0.0,d,18969,2025-12-19 20:06:37
1447.0,18969_1447.0,28.0,18969_28.0,9077.0,,,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,s,1.0,1.0,48.0,108.0,2.0,o,18969,2025-12-19 20:06:37
1448.0,18969_1448.0,28.0,18969_28.0,9077.0,,,Possession,,,,1.0,1.0,48.0,108.0,2.0,o,18969,2025-12-19 20:06:37
1449.0,18969_1449.0,28.0,18969_28.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,1.0,46.0,106.0,0.0,o,18969,2025-12-19 20:06:37
1450.0,18969_1450.0,28.0,18969_28.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,1.0,44.0,104.0,0.0,o,18969,2025-12-19 20:06:37
1451.0,18969_1451.0,28.0,18969_28.0,,,,Pass,Pass_Completed,Pass-Deflected/TippedShot,s,1.0,1.0,44.0,104.0,0.0,o,18969,2025-12-19 20:06:37
1452.0,18969_1452.0,28.0,18969_28.0,9078.0,,,Shot,Shot_TippedOnNetSaved,Shot-Tip,s,1.0,1.0,44.0,104.0,0.0,o,18969,2025-12-19 20:06:37
1453.0,18969_1453.0,28.0,18969_28.0,9078.0,,,Save,Save_Freeze,Save-Glove,,1.0,1.0,44.0,104.0,0.0,d,18969,2025-12-19 20:06:37
1454.0,18969_1454.0,28.0,18969_28.0,9078.0,,,Stoppage,Stoppage_Play,Stoppage-GoalieStoppage,,1.0,1.0,44.0,104.0,0.0,d,18969,2025-12-19 20:06:37
1455.0,18969_1455.0,28.0,18969_28.0,9078.0,,,DeadIce,,,,1.0,1.0,44.0,104.0,20.0,d,18969,2025-12-19 20:06:37
1456.0,18969_1456.0,28.0,18969_28.0,,,,Faceoff,Faceoff_AfterStoppage,,,1.0,1.0,24.0,84.0,0.0,d,18969,2025-12-19 20:06:37
1457.0,18969_1457.0,28.0,18969_28.0,,,,Pass,Pass_Completed,Pass-Rim/Wrap,s,1.0,1.0,24.0,84.0,0.0,d,18969,2025-12-19 20:06:37
1458.0,18969_1458.0,28.0,18969_28.0,,,,Possession,,,,1.0,1.0,18.0,78.0,4.0,d,18969,2025-12-19 20:06:37
1459.0,18969_1459.0,28.0,18969_28.0,9079.0,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,1.0,14.0,74.0,0.0,d,18969,2025-12-19 20:06:37
1460.0,18969_1460.0,28.0,18969_28.0,9079.0,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,1.0,1.0,14.0,74.0,0.0,d,18969,2025-12-19 20:06:37
1461.0,18969_1461.0,28.0,18969_28.0,,,,Possession,,,,1.0,1.0,14.0,74.0,6.0,n,18969,2025-12-19 20:06:37
1462.0,18969_1462.0,28.0,18969_28.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,1.0,8.0,68.0,0.0,n,18969,2025-12-19 20:06:37
1463.0,18969_1463.0,28.0,18969_28.0,,,,Possession,,,,1.0,1.0,8.0,68.0,2.0,n,18969,2025-12-19 20:06:37
1464.0,18969_1464.0,28.0,18969_28.0,,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,1.0,6.0,66.0,1.0,o,18969,2025-12-19 20:06:37
1465.0,18969_1465.0,28.0,18969_28.0,9080.0,,,Shot,Shot_Missed,Shot-Wrist,u,1.0,1.0,5.0,65.0,0.0,o,18969,2025-12-19 20:06:37
1466.0,18969_1466.0,28.0,18969_28.0,9080.0,,,Stoppage,Stoppage_Play,Stoppage-PuckOutofPlay,,1.0,1.0,2.0,62.0,0.0,o,18969,2025-12-19 20:06:37
1467.0,18969_1467.0,28.0,18969_28.0,9080.0,,,DeadIce,,,,1.0,1.0,2.0,62.0,20.0,o,18969,2025-12-19 20:06:37
1468.0,18969_1468.0,29.0,18969_29.0,,,,Faceoff,Faceoff_AfterStoppage,,,1.0,0.0,42.0,42.0,0.0,o,18969,2025-12-19 20:06:37
1469.0,18969_1469.0,29.0,18969_29.0,,,,Possession,PuckRetrieval,,u,1.0,0.0,37.0,37.0,1.0,d,18969,2025-12-19 20:06:37
1470.0,18969_1470.0,29.0,18969_29.0,,,,Play,Play_Defensive,Play-PokeCheck,s,1.0,0.0,36.0,36.0,0.0,o,18969,2025-12-19 20:06:37
1471.0,18969_1471.0,29.0,18969_29.0,,,,Possession,PuckRecovery,,u,1.0,0.0,35.0,35.0,6.0,d,18969,2025-12-19 20:06:37
1472.0,18969_1472.0,29.0,18969_29.0,,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,1.0,0.0,29.0,29.0,0.0,d,18969,2025-12-19 20:06:37
1473.0,18969_1473.0,29.0,18969_29.0,9081.0,,,Pass,Pass_Missed,Pass-Forehand,u,1.0,0.0,29.0,29.0,0.0,d,18969,2025-12-19 20:06:37
1474.0,18969_1474.0,29.0,18969_29.0,9081.0,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-PassMiss/Misplay,u,1.0,0.0,29.0,29.0,0.0,o,18969,2025-12-19 20:06:37
1475.0,18969_1475.0,29.0,18969_29.0,9081.0,,,Turnover,Turnover_Giveaway,Giveaway-PassMissed,u,1.0,0.0,29.0,29.0,0.0,d,18969,2025-12-19 20:06:37
1476.0,18969_1476.0,29.0,18969_29.0,,,,Possession,PuckRetrieval,,u,1.0,0.0,24.0,24.0,0.0,d,18969,2025-12-19 20:06:37
1477.0,18969_1477.0,29.0,18969_29.0,9082.0,,,Pass,Pass_Missed,Pass-Forehand,u,1.0,0.0,24.0,24.0,0.0,d,18969,2025-12-19 20:06:37
1478.0,18969_1478.0,29.0,18969_29.0,9082.0,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,u,1.0,0.0,24.0,24.0,0.0,d,18969,2025-12-19 20:06:37
1479.0,18969_1479.0,29.0,18969_29.0,9082.0,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-PassMiss/Misplay,u,1.0,0.0,24.0,24.0,0.0,d,18969,2025-12-19 20:06:37
1480.0,18969_1480.0,29.0,18969_29.0,9082.0,,,Turnover,Turnover_Giveaway,Giveaway-PassMissed,u,1.0,0.0,24.0,24.0,0.0,d,18969,2025-12-19 20:06:37
1481.0,18969_1481.0,29.0,18969_29.0,,,,Possession,PuckRetrieval,,u,1.0,0.0,21.0,21.0,3.0,d,18969,2025-12-19 20:06:37
1482.0,18969_1482.0,29.0,18969_29.0,9083.0,,,Pass,Pass_Deflected,Pass-Forehand,u,1.0,0.0,18.0,18.0,0.0,d,18969,2025-12-19 20:06:37
1483.0,18969_1483.0,29.0,18969_29.0,9083.0,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,u,1.0,0.0,18.0,18.0,0.0,d,18969,2025-12-19 20:06:37
1484.0,18969_1484.0,29.0,18969_29.0,9083.0,,,Turnover,Turnover_Giveaway,Giveaway-PassMissed,u,1.0,0.0,18.0,18.0,0.0,d,18969,2025-12-19 20:06:37
1485.0,18969_1485.0,29.0,18969_29.0,,,,Possession,PuckRetrieval,,s,1.0,0.0,16.0,16.0,2.0,n,18969,2025-12-19 20:06:37
1486.0,18969_1486.0,29.0,18969_29.0,,,,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,14.0,14.0,0.0,n,18969,2025-12-19 20:06:37
1487.0,18969_1487.0,29.0,18969_29.0,,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,u,1.0,0.0,14.0,14.0,2.0,o,18969,2025-12-19 20:06:37
1488.0,18969_1488.0,29.0,18969_29.0,9084.0,,,Pass,Pass_Intercepted,Pass-Forehand,u,1.0,0.0,12.0,12.0,0.0,o,18969,2025-12-19 20:06:37
1489.0,18969_1489.0,29.0,18969_29.0,9084.0,,,Turnover,Turnover_Giveaway,Giveaway-PassIntercepted,u,1.0,0.0,12.0,12.0,0.0,o,18969,2025-12-19 20:06:37
1490.0,18969_1490.0,29.0,18969_29.0,,,,Possession,PuckRetrieval,,s,1.0,0.0,10.0,10.0,2.0,d,18969,2025-12-19 20:06:37
1491.0,18969_1491.0,29.0,18969_29.0,,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,s,1.0,0.0,8.0,8.0,0.0,d,18969,2025-12-19 20:06:37
1492.0,18969_1492.0,29.0,18969_29.0,,,,Possession,,,,1.0,0.0,8.0,8.0,2.0,n,18969,2025-12-19 20:06:37
1493.0,18969_1493.0,29.0,18969_29.0,,,,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,s,1.0,0.0,6.0,6.0,0.0,n,18969,2025-12-19 20:06:37
1494.0,18969_1494.0,29.0,18969_29.0,,,,Possession,PuckRetrieval,,s,1.0,0.0,3.0,3.0,0.0,n,18969,2025-12-19 20:06:37
1495.0,18969_1495.0,29.0,18969_29.0,,,,Possession,,,,1.0,0.0,3.0,3.0,3.0,n,18969,2025-12-19 20:06:37
1496.0,18969_1496.0,30.0,18969_30.0,,,,Stoppage,Stoppage_Period,Stoppage-PeriodEnd,,1.0,0.0,0.0,0.0,0.0,,18969,2025-12-19 20:06:37
1497.0,18969_1497.0,30.0,18969_30.0,,,,Intermission,,,,2.0,55.0,39.0,3339.0,72.0,,18969,2025-12-19 20:06:37
1498.0,18969_1498.0,31.0,18969_31.0,,,,Faceoff,Faceoff_PeriodStart,,,2.0,18.0,0.0,1080.0,0.0,n,18969,2025-12-19 20:06:37
1499.0,18969_1499.0,31.0,18969_31.0,,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-OppTeam,s,2.0,18.0,0.0,1080.0,0.0,o,18969,2025-12-19 20:06:37
1500.0,18969_1500.0,31.0,18969_31.0,,,,Possession,PuckRecovery,,,2.0,17.0,57.0,1077.0,0.0,d,18969,2025-12-19 20:06:37
1501.0,18969_1501.0,31.0,18969_31.0,,,,Pass,Pass_Completed,Pass-Drop,s,2.0,17.0,57.0,1077.0,0.0,d,18969,2025-12-19 20:06:37
1502.0,18969_1502.0,31.0,18969_31.0,,,,Possession,,,,2.0,17.0,55.0,1075.0,2.0,d,18969,2025-12-19 20:06:37
1503.0,18969_1503.0,31.0,18969_31.0,,,,Pass,Pass_Completed,,s,2.0,17.0,53.0,1073.0,0.0,d,18969,2025-12-19 20:06:37
1504.0,18969_1504.0,31.0,18969_31.0,9085.0,,,Pass,Pass_Completed,Pass-Forehand,s,2.0,17.0,52.0,1072.0,0.0,d,18969,2025-12-19 20:06:37
1505.0,18969_1505.0,31.0,18969_31.0,9085.0,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,2.0,17.0,52.0,1072.0,0.0,d,18969,2025-12-19 20:06:37
1506.0,18969_1506.0,31.0,18969_31.0,,,,Possession,,,,2.0,17.0,52.0,1072.0,4.0,n,18969,2025-12-19 20:06:37
1507.0,18969_1507.0,31.0,18969_31.0,,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,2.0,17.0,48.0,1068.0,1.0,o,18969,2025-12-19 20:06:37
1508.0,18969_1508.0,31.0,18969_31.0,,,,Pass,Pass_Missed,Pass-Backhand,u,2.0,17.0,47.0,1067.0,0.0,o,18969,2025-12-19 20:06:37
1509.0,18969_1509.0,31.0,18969_31.0,,,,Possession,PuckRecovery,,u,2.0,17.0,43.0,1063.0,0.0,o,18969,2025-12-19 20:06:37
1510.0,18969_1510.0,31.0,18969_31.0,9086.0,,,Pass,Pass_Intercepted,Pass-Forehand,u,2.0,17.0,43.0,1063.0,0.0,o,18969,2025-12-19 20:06:37
1511.0,18969_1511.0,31.0,18969_31.0,9086.0,,,Turnover,Turnover_Giveaway,Giveaway-PassIntercepted,u,2.0,17.0,43.0,1063.0,0.0,o,18969,2025-12-19 20:06:37
1512.0,18969_1512.0,31.0,18969_31.0,,,,Possession,,,,2.0,17.0,42.0,1062.0,5.0,d,18969,2025-12-19 20:06:37
1513.0,18969_1513.0,31.0,18969_31.0,,,,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,s,2.0,17.0,37.0,1057.0,0.0,d,18969,2025-12-19 20:06:37
1514.0,18969_1514.0,31.0,18969_31.0,,,,Possession,,,,2.0,17.0,36.0,1056.0,2.0,n,18969,2025-12-19 20:06:37
1515.0,18969_1515.0,31.0,18969_31.0,,,,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Pass,s,2.0,17.0,34.0,1054.0,3.0,o,18969,2025-12-19 20:06:37
1516.0,18969_1516.0,31.0,18969_31.0,,,,Shot,Shot_Missed,Shot-Wrist,u,2.0,17.0,31.0,1051.0,0.0,o,18969,2025-12-19 20:06:37
1517.0,18969_1517.0,31.0,18969_31.0,,,,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,s,2.0,17.0,28.0,1048.0,0.0,o,18969,2025-12-19 20:06:37
1518.0,18969_1518.0,31.0,18969_31.0,,,,Possession,PuckRecovery,,s,2.0,17.0,26.0,1046.0,2.0,o,18969,2025-12-19 20:06:37
1519.0,18969_1519.0,31.0,18969_31.0,9087.0,,,Shot,Shot_OnNetSaved,Shot-Wrist,s,2.0,17.0,24.0,1044.0,0.0,o,18969,2025-12-19 20:06:37
