game_id,home_team,away_team,home_team_id,away_team_id,game_date,season_id,game_type,playoff_round,home_score,away_score,winner,_processed_timestamp
16832,OS Offices,Platinum,N10005,N10008,2023-11-19T00:00:00,N20232024F,Regular,,1,5,Platinum,2025-12-19 20:06:37
10033,Nelson,HollowBrook,N10004,N10003,2023-11-12T00:00:00,N20232024F,Regular,,4,3,Nelson,2025-12-19 20:06:37
16822,Platinum,Nelson,N10008,N10004,2023-11-12T00:00:00,N20232024F,Regular,,7,3,Platinum,2025-12-19 20:06:37
16831,Platinum,Orphans,N10008,N10006,2023-11-12T00:00:00,N20232024F,Regular,,3,2,Platinum,2025-12-19 20:06:37
16821,Amos,Orphans,N10001,N10006,2023-11-05T00:00:00,N20232024F,Regular,,5,2,Amos,2025-12-19 20:06:37
16819,HollowBrook,Amos,N10003,N10001,2023-11-05T00:00:00,N20232024F,Regular,,7,7,TIE,2025-12-19 20:06:37
10032,Triple J,HollowBrook,N10009,N10003,2023-11-05T00:00:00,N20232024F,Regular,,4,5,HollowBrook,2025-12-19 20:06:37
16816,OS Offices,Nelson,N10005,N10004,2023-11-05T00:00:00,N20232024F,Regular,,7,1,OS Offices,2025-12-19 20:06:37
16818,Ace,Orphans,N10002,N10006,2023-10-29T00:00:00,N20232024F,Regular,,5,4,Ace,2025-12-19 20:06:37
16815,OS Offices,Amos,N10005,N10001,2023-10-29T00:00:00,N20232024F,Regular,,4,2,OS Offices,2025-12-19 20:06:37
16820,Triple J,OS Offices,N10009,N10005,2023-10-29T00:00:00,N20232024F,Regular,,2,4,OS Offices,2025-12-19 20:06:37
16813,Ace,Platinum,N10002,N10008,2023-10-22T00:00:00,N20232024F,Regular,,8,5,Ace,2025-12-19 20:06:37
16817,Triple J,Platinum,N10009,N10008,2023-10-22T00:00:00,N20232024F,Regular,,5,7,Platinum,2025-12-19 20:06:37
16812,Nelson,Triple J,N10004,N10009,2023-10-15T00:00:00,N20232024F,Regular,,3,3,TIE,2025-12-19 20:06:37
16810,Orphans,OS Offices,N10006,N10005,2023-10-15T00:00:00,N20232024F,Regular,,7,4,Orphans,2025-12-19 20:06:37
10031,Orphans,HollowBrook,N10006,N10003,2023-10-15T00:00:00,N20232024F,Regular,,4,3,Orphans,2025-12-19 20:06:37
10002,Platinum,Ace,N10008,N10002,2023-10-15T00:00:00,N20232024F,Regular,,8,1,Platinum,2025-12-19 20:06:37
16807,Ace,Amos,N10002,N10001,2023-10-08T00:00:00,N20232024F,Regular,,3,2,Ace,2025-12-19 20:06:37
16811,Triple J,Platinum,N10009,N10008,2023-10-08T00:00:00,N20232024F,Regular,,9,4,Triple J,2025-12-19 20:06:37
16809,Amos,HollowBrook,N10001,N10003,2023-10-08T00:00:00,N20232024F,Regular,,4,6,HollowBrook,2025-12-19 20:06:37
16805,OS Offices,Platinum,N10005,N10008,2023-10-08T00:00:00,N20232024F,Regular,,3,2,OS Offices,2025-12-19 20:06:37
10001,Ace,Nelson,N10002,N10004,2023-10-08T00:00:00,N20232024F,Regular,,4,7,Nelson,2025-12-19 20:06:37
16802,HollowBrook,Ace,N10003,N10002,2023-10-08T00:00:00,N20232024F,Regular,,3,6,Ace,2025-12-19 20:06:37
16801,Amos,Nelson,N10001,N10004,2023-10-01T00:00:00,N20232024F,Regular,,5,3,Amos,2025-12-19 20:06:37
16806,Orphans,Triple J,N10006,N10009,2023-10-01T00:00:00,N20232024F,Regular,,4,6,Triple J,2025-12-19 20:06:37
16804,HollowBrook,Nelson,N10003,N10004,2023-10-01T00:00:00,N20232024F,Regular,,4,4,TIE,2025-12-19 20:06:37
16799,Nelson,Orphans,N10004,N10006,2023-10-01T00:00:00,N20232024F,Regular,,1,5,Orphans,2025-12-19 20:06:37
16796,Platinum,Amos,N10008,N10001,2023-10-01T00:00:00,N20232024F,Regular,,5,2,Platinum,2025-12-19 20:06:37
16798,HollowBrook,Triple J,N10003,N10009,2023-09-24T00:00:00,N20232024F,Regular,,5,3,HollowBrook,2025-12-19 20:06:37
16795,Platinum,Nelson,N10008,N10004,2023-09-24T00:00:00,N20232024F,Regular,,6,3,Platinum,2025-12-19 20:06:37
16803,OS Offices,Triple J,N10005,N10009,2023-09-24T00:00:00,N20232024F,Regular,,6,2,OS Offices,2025-12-19 20:06:37
16800,Platinum,Orphans,N10008,N10006,2023-09-24T00:00:00,N20232024F,Regular,,2,4,Orphans,2025-12-19 20:06:37
16794,Amos,Orphans,N10001,N10006,2023-09-17T00:00:00,N20232024F,Regular,,3,3,TIE,2025-12-19 20:06:37
16797,OS Offices,Ace,N10005,N10002,2023-09-17T00:00:00,N20232024F,Regular,,5,5,TIE,2025-12-19 20:06:37
16793,Triple J,Ace,N10009,N10002,2023-09-10T00:00:00,N20232024F,Regular,,7,7,TIE,2025-12-19 20:06:37
16789,OS Offices,Nelson,N10005,N10004,2023-09-10T00:00:00,N20232024F,Regular,,4,1,OS Offices,2025-12-19 20:06:37
10030,OS Offices,HollowBrook,N10005,N10003,2023-09-10T00:00:00,N20232024F,Regular,,8,6,OS Offices,2025-12-19 20:06:37
16788,HollowBrook,Amos,N10003,N10001,2023-09-03T00:00:00,N20232024F,Regular,,3,7,Amos,2025-12-19 20:06:37
16791,Orphans,Ace,N10006,N10002,2023-09-03T00:00:00,N20232024F,Regular,,4,1,Orphans,2025-12-19 20:06:37
16790,Triple J,Platinum,N10009,N10008,2023-09-03T00:00:00,N20232024F,Regular,,4,3,Triple J,2025-12-19 20:06:37
16785,Nelson,Triple J,N10004,N10009,2023-09-03T00:00:00,N20232024F,Regular,,4,1,Nelson,2025-12-19 20:06:37
16784,Amos,OS Offices,N10001,N10005,2023-08-27T00:00:00,N20232024F,Regular,,10,3,Amos,2025-12-19 20:06:37
16787,HollowBrook,Orphans,N10003,N10006,2023-08-27T00:00:00,N20232024F,Regular,,2,4,Orphans,2025-12-19 20:06:37
16786,Ace,Platinum,N10002,N10008,2023-08-27T00:00:00,N20232024F,Regular,,2,4,Platinum,2025-12-19 20:06:37
16782,Orphans,OS Offices,N10006,N10005,2023-08-27T00:00:00,N20232024F,Regular,,10,6,Orphans,2025-12-19 20:06:37
16783,Amos,Triple J,N10001,N10009,2023-08-20T00:00:00,N20232024F,Regular,,5,2,Amos,2025-12-19 20:06:37
16781,HollowBrook,Ace,N10003,N10002,2023-08-20T00:00:00,N20232024F,Regular,,10,2,HollowBrook,2025-12-19 20:06:37
16780,Platinum,Nelson,N10008,N10004,2023-08-20T00:00:00,N20232024F,Regular,,9,1,Platinum,2025-12-19 20:06:37
16779,HollowBrook,Nelson,N10003,N10004,2023-08-13T00:00:00,N20232024F,Regular,,7,1,HollowBrook,2025-12-19 20:06:37
16778,OS Offices,Triple J,N10005,N10009,2023-08-13T00:00:00,N20232024F,Regular,,2,5,Triple J,2025-12-19 20:06:37
16777,Orphans,Platinum,N10006,N10008,2023-08-13T00:00:00,N20232024F,Regular,,2,4,Platinum,2025-12-19 20:06:37
16776,Ace,Amos,N10002,N10001,2023-08-13T00:00:00,N20232024F,Regular,,4,8,Amos,2025-12-19 20:06:37
10029,Triple J,HollowBrook,N10009,N10003,2023-05-07T00:00:00,N20222023F,Playoffs,Championship,0,4,HollowBrook,2025-12-19 20:06:37
10060,Triple J,Orphans,N10009,N10006,2023-05-04T00:00:00,N20222023F,Playoffs,RoundRobin,4,3,Triple J,2025-12-19 20:06:37
10028,HollowBrook,Orphans,N10003,N10006,2023-05-02T00:00:00,N20222023F,Playoffs,RoundRobin,6,1,HollowBrook,2025-12-19 20:06:37
10059,Triple J,Platinum,N10009,N10008,2023-05-02T00:00:00,N20222023F,Playoffs,RoundRobin,3,1,Triple J,2025-12-19 20:06:37
10044,Triple J,Nelson,N10009,N10004,2023-04-30T00:00:00,N20222023F,Playoffs,RoundRobin,5,1,Triple J,2025-12-19 20:06:37
10013,Platinum,Amos,N10008,N10001,2023-04-30T00:00:00,N20222023F,Playoffs,RoundRobin,7,2,Platinum,2025-12-19 20:06:37
10043,Nelson,OS Offices,N10004,N10005,2023-04-27T00:00:00,N20222023F,Playoffs,RoundRobin,8,3,Nelson,2025-12-19 20:06:37
10012,Canada,Amos,N10012,N10001,2023-04-27T00:00:00,N20222023F,Playoffs,RoundRobin,4,5,Amos,2025-12-19 20:06:37
10058,Platinum,Orphans,N10008,N10006,2023-04-25T00:00:00,N20222023F,Playoffs,RoundRobin,3,5,Orphans,2025-12-19 20:06:37
10027,HollowBrook,Triple J,N10003,N10009,2023-04-25T00:00:00,N20222023F,Playoffs,RoundRobin,9,0,HollowBrook,2025-12-19 20:06:37
10042,Nelson,Orphans,N10004,N10006,2023-04-23T00:00:00,N20222023F,Playoffs,RoundRobin,1,8,Orphans,2025-12-19 20:06:37
10011,Triple J,Amos,N10009,N10001,2023-04-23T00:00:00,N20222023F,Playoffs,RoundRobin,4,2,Triple J,2025-12-19 20:06:37
10026,Canada,HollowBrook,N10012,N10003,2023-04-23T00:00:00,N20222023F,Playoffs,RoundRobin,1,7,HollowBrook,2025-12-19 20:06:37
10050,OS Offices,Platinum,N10005,N10008,2023-04-23T00:00:00,N20222023F,Playoffs,RoundRobin,3,5,Platinum,2025-12-19 20:06:37
15169,Platinum,HollowBrook,N10008,N10003,2023-04-16T00:00:00,N20222023F,Regular,,4,6,HollowBrook,2025-12-19 20:06:37
10057,Canada,Platinum,N10012,N10008,2023-04-16T00:00:00,N20222023F,Regular,,9,6,Canada,2025-12-19 20:06:37
10041,Orphans,Nelson,N10006,N10004,2023-04-16T00:00:00,N20222023F,Regular,,8,4,Orphans,2025-12-19 20:06:37
10025,HollowBrook,Triple J,N10003,N10009,2023-04-16T00:00:00,N20222023F,Regular,,7,2,HollowBrook,2025-12-19 20:06:37
10010,Amos,OS Offices,N10001,N10005,2023-04-16T00:00:00,N20222023F,Regular,,4,3,Amos,2025-12-19 20:06:37
15163,Amos,Canada,N10001,N10012,2023-04-16T00:00:00,N20222023F,Regular,,11,4,Amos,2025-12-19 20:06:37
15168,Amos,Nelson,N10001,N10004,2023-04-09T00:00:00,N20222023F,Regular,,0,1,Nelson,2025-12-19 20:06:37
15162,Triple J,Amos,N10009,N10001,2023-04-09T00:00:00,N20222023F,Regular,,5,2,Triple J,2025-12-19 20:06:37
15167,Canada,Triple J,N10012,N10009,2023-04-02T00:00:00,N20222023F,Regular,,1,4,Triple J,2025-12-19 20:06:37
15161,Canada,Nelson,N10012,N10004,2023-04-02T00:00:00,N20222023F,Regular,,5,4,Canada,2025-12-19 20:06:37
15164,HollowBrook,Nelson,N10003,N10004,2023-03-26T00:00:00,N20222023F,Playoffs,,7,3,HollowBrook,2025-12-19 20:06:37
15160,Orphans,Platinum,N10006,N10008,2023-03-26T00:00:00,N20222023F,Regular,,4,2,Orphans,2025-12-19 20:06:37
15166,Triple J,Orphans,N10009,N10006,2023-03-26T00:00:00,N20222023F,Regular,,3,2,Triple J,2025-12-19 20:06:37
15165,Platinum,OS Offices,N10008,N10005,2023-03-26T00:00:00,N20222023F,Regular,,3,7,OS Offices,2025-12-19 20:06:37
15159,HollowBrook,OS Offices,N10003,N10005,2023-03-19T00:00:00,N20222023F,Regular,,4,0,HollowBrook,2025-12-19 20:06:37
15157,OS Offices,Amos,N10005,N10001,2023-03-19T00:00:00,N20222023F,Regular,,6,6,TIE,2025-12-19 20:06:37
15155,Orphans,Nelson,N10006,N10004,2023-03-12T00:00:00,N20222023F,Regular,,5,2,Orphans,2025-12-19 20:06:37
15158,HollowBrook,Triple J,N10003,N10009,2023-03-12T00:00:00,N20222023F,Regular,,9,2,HollowBrook,2025-12-19 20:06:37
15156,Canada,Platinum,N10012,N10008,2023-03-12T00:00:00,N20222023F,Regular,,0,7,Platinum,2025-12-19 20:06:37
15152,HollowBrook,Amos,N10003,N10001,2023-03-12T00:00:00,N20222023F,Regular,,5,5,TIE,2025-12-19 20:06:37
15149,OS Offices,Nelson,N10005,N10004,2023-03-12T00:00:00,N20222023F,Regular,,8,0,OS Offices,2025-12-19 20:06:37
15151,Nelson,Platinum,N10004,N10008,2023-03-05T00:00:00,N20222023F,Regular,,5,7,Platinum,2025-12-19 20:06:37
15148,Canada,HollowBrook,N10012,N10003,2023-03-05T00:00:00,N20222023F,Regular,,2,12,HollowBrook,2025-12-19 20:06:37
15154,Orphans,Canada,N10006,N10012,2023-03-05T00:00:00,N20222023F,Regular,,2,2,TIE,2025-12-19 20:06:37
15153,OS Offices,Triple J,N10005,N10009,2023-03-05T00:00:00,N20222023F,Regular,,2,8,Triple J,2025-12-19 20:06:37
15147,Orphans,Amos,N10006,N10001,2023-02-26T00:00:00,N20222023F,Regular,,8,3,Orphans,2025-12-19 20:06:37
15150,Platinum,Triple J,N10008,N10009,2023-02-26T00:00:00,N20222023F,Regular,,6,2,Platinum,2025-12-19 20:06:37
15142,Platinum,HollowBrook,N10008,N10003,2023-02-26T00:00:00,N20222023F,Regular,,6,3,Platinum,2025-12-19 20:06:37
15141,Nelson,Amos,N10004,N10001,2023-02-19T00:00:00,N20222023F,Regular,,4,6,Amos,2025-12-19 20:06:37
15146,Amos,Platinum,N10001,N10008,2023-02-19T00:00:00,N20222023F,Regular,,6,4,Amos,2025-12-19 20:06:37
15145,Triple J,Nelson,N10009,N10004,2023-02-19T00:00:00,N20222023F,Regular,,3,3,TIE,2025-12-19 20:06:37
15144,OS Offices,Canada,N10005,N10012,2023-02-19T00:00:00,N20222023F,Regular,,4,1,OS Offices,2025-12-19 20:06:37
15143,HollowBrook,Orphans,N10003,N10006,2023-02-19T00:00:00,N20222023F,Regular,,2,9,Orphans,2025-12-19 20:06:37
15138,Platinum,OS Offices,N10008,N10005,2023-02-19T00:00:00,N20222023F,Regular,,5,2,Platinum,2025-12-19 20:06:37
15140,Canada,Triple J,N10012,N10009,2023-02-12T00:00:00,N20222023F,Regular,,8,3,Canada,2025-12-19 20:06:37
15137,HollowBrook,Nelson,N10003,N10004,2023-02-12T00:00:00,N20222023F,Regular,,12,4,HollowBrook,2025-12-19 20:06:37
15136,Canada,Amos,N10012,N10001,2023-02-05T00:00:00,N20222023F,Regular,,2,7,Amos,2025-12-19 20:06:37
15139,OS Offices,Orphans,N10005,N10006,2023-02-05T00:00:00,N20222023F,Regular,,1,8,Orphans,2025-12-19 20:06:37
15135,Triple J,Orphans,N10009,N10006,2023-01-29T00:00:00,N20222023F,Regular,,3,8,Orphans,2025-12-19 20:06:37
15134,Nelson,Canada,N10004,N10012,2023-01-22T00:00:00,N20222023F,Regular,,8,3,Nelson,2025-12-19 20:06:37
15133,Orphans,Platinum,N10006,N10008,2023-01-22T00:00:00,N20222023F,Regular,,4,4,TIE,2025-12-19 20:06:37
15132,HollowBrook,OS Offices,N10003,N10005,2023-01-22T00:00:00,N20222023F,Regular,,2,0,HollowBrook,2025-12-19 20:06:37
15131,Amos,Triple J,N10001,N10009,2023-01-22T00:00:00,N20222023F,Regular,,3,4,Triple J,2025-12-19 20:06:37
15122,Nelson,OS Offices,N10004,N10005,2023-01-08T00:00:00,N20222023F,Regular,,4,8,OS Offices,2025-12-19 20:06:37
15126,OS Offices,Triple J,N10005,N10009,2023-01-08T00:00:00,N20222023F,Regular,,9,5,OS Offices,2025-12-19 20:06:37
15125,Amos,HollowBrook,N10001,N10003,2023-01-08T00:00:00,N20222023F,Regular,,5,8,HollowBrook,2025-12-19 20:06:37
15124,Nelson,Platinum,N10004,N10008,2023-01-08T00:00:00,N20222023F,Regular,,7,9,Platinum,2025-12-19 20:06:37
15123,Orphans,Canada,N10006,N10012,2023-01-08T00:00:00,N20222023F,Regular,,7,6,Orphans,2025-12-19 20:06:37
15121,Canada,HollowBrook,N10012,N10003,2023-01-01T00:00:00,N20222023F,Regular,,3,6,HollowBrook,2025-12-19 20:06:37
15120,Amos,Orphans,N10001,N10006,2022-12-25T00:00:00,N20222023F,Regular,,2,4,Orphans,2025-12-19 20:06:37
15117,OS Offices,Canada,N10005,N10012,2022-12-25T00:00:00,N20222023F,Regular,,10,2,OS Offices,2025-12-19 20:06:37
15116,HollowBrook,Orphans,N10003,N10006,2022-12-18T00:00:00,N20222023F,Regular,,4,3,HollowBrook,2025-12-19 20:06:37
15119,Platinum,Triple J,N10008,N10009,2022-12-18T00:00:00,N20222023F,Regular,,9,4,Platinum,2025-12-19 20:06:37
15115,Amos,Platinum,N10001,N10008,2022-12-11T00:00:00,N20222023F,Regular,,8,4,Amos,2025-12-19 20:06:37
15118,Triple J,Nelson,N10009,N10004,2022-12-11T00:00:00,N20222023F,Regular,,5,2,Triple J,2025-12-19 20:06:37
15110,HollowBrook,Nelson,N10003,N10004,2022-12-04T00:00:00,N20222023F,Regular,,7,2,HollowBrook,2025-12-19 20:06:37
15114,Amos,Nelson,N10001,N10004,2022-12-04T00:00:00,N20222023F,Regular,,5,3,Amos,2025-12-19 20:06:37
15113,Triple J,Canada,N10009,N10012,2022-12-04T00:00:00,N20222023F,Regular,,4,3,Triple J,2025-12-19 20:06:37
15112,OS Offices,Orphans,N10005,N10006,2022-12-04T00:00:00,N20222023F,Regular,,8,2,OS Offices,2025-12-19 20:06:37
15111,Platinum,HollowBrook,N10008,N10003,2022-12-04T00:00:00,N20222023F,Regular,,4,9,HollowBrook,2025-12-19 20:06:37
15106,Orphans,Platinum,N10006,N10008,2022-12-04T00:00:00,N20222023F,Regular,,7,8,Platinum,2025-12-19 20:06:37
15109,Amos,Canada,N10001,N10012,2022-11-27T00:00:00,N20222023F,Regular,,8,3,Amos,2025-12-19 20:06:37
15105,HollowBrook,OS Offices,N10003,N10005,2022-11-27T00:00:00,N20222023F,Regular,,6,4,HollowBrook,2025-12-19 20:06:37
15104,Triple J,Amos,N10009,N10001,2022-11-20T00:00:00,N20222023F,Regular,,3,3,TIE,2025-12-19 20:06:37
15108,Triple J,Orphans,N10009,N10006,2022-11-20T00:00:00,N20222023F,Regular,,5,7,Orphans,2025-12-19 20:06:37
15107,Platinum,OS Offices,N10008,N10005,2022-11-20T00:00:00,N20222023F,Regular,,8,3,Platinum,2025-12-19 20:06:37
15099,OS Offices,Amos,N10005,N10001,2022-11-20T00:00:00,N20222023F,Regular,,3,6,Amos,2025-12-19 20:06:37
15103,Nelson,Canada,N10004,N10012,2022-11-13T00:00:00,N20222023F,Regular,,10,11,Canada,2025-12-19 20:06:37
15098,HollowBrook,Amos,N10003,N10001,2022-11-13T00:00:00,N20222023F,Regular,,1,1,TIE,2025-12-19 20:06:37
15101,Orphans,Nelson,N10006,N10004,2022-11-13T00:00:00,N20222023F,Regular,,7,2,Orphans,2025-12-19 20:06:37
15091,Nelson,OS Offices,N10004,N10005,2022-11-13T00:00:00,N20222023F,Regular,,6,11,OS Offices,2025-12-19 20:06:37
15097,Nelson,Platinum,N10004,N10008,2022-11-06T00:00:00,N20222023F,Regular,,6,11,Platinum,2025-12-19 20:06:37
15102,Canada,Platinum,N10012,N10008,2022-11-06T00:00:00,N20222023F,Regular,,0,6,Platinum,2025-12-19 20:06:37
15100,HollowBrook,Triple J,N10003,N10009,2022-11-06T00:00:00,N20222023F,Regular,,13,6,HollowBrook,2025-12-19 20:06:37
15094,Canada,HollowBrook,N10012,N10003,2022-11-06T00:00:00,N20222023F,Regular,,2,12,HollowBrook,2025-12-19 20:06:37
15090,Canada,OS Offices,N10012,N10005,2022-11-06T00:00:00,N20222023F,Regular,,5,7,OS Offices,2025-12-19 20:06:37
15093,Orphans,Amos,N10006,N10001,2022-10-30T00:00:00,N20222023F,Regular,,8,1,Orphans,2025-12-19 20:06:37
15089,HollowBrook,Orphans,N10003,N10006,2022-10-30T00:00:00,N20222023F,Regular,,7,1,HollowBrook,2025-12-19 20:06:37
15096,Orphans,Canada,N10006,N10012,2022-10-30T00:00:00,N20222023F,Regular,,6,3,Orphans,2025-12-19 20:06:37
15095,OS Offices,Triple J,N10005,N10009,2022-10-30T00:00:00,N20222023F,Regular,,6,6,TIE,2025-12-19 20:06:37
15085,OS Offices,Orphans,N10005,N10006,2022-10-30T00:00:00,N20222023F,Regular,,4,7,Orphans,2025-12-19 20:06:37
15088,Platinum,Amos,N10008,N10001,2022-10-23T00:00:00,N20222023F,Regular,,6,4,Platinum,2025-12-19 20:06:37
15092,Platinum,Triple J,N10008,N10009,2022-10-23T00:00:00,N20222023F,Regular,,4,8,Triple J,2025-12-19 20:06:37
15084,Platinum,HollowBrook,N10008,N10003,2022-10-23T00:00:00,N20222023F,Regular,,3,9,HollowBrook,2025-12-19 20:06:37
15079,Nelson,HollowBrook,N10004,N10003,2022-10-23T00:00:00,N20222023F,Regular,,9,7,Nelson,2025-12-19 20:06:37
15083,Nelson,Amos,N10004,N10001,2022-10-16T00:00:00,N20222023F,Regular,,5,3,Nelson,2025-12-19 20:06:37
15087,Triple J,Nelson,N10009,N10004,2022-10-16T00:00:00,N20222023F,Regular,,7,4,Triple J,2025-12-19 20:06:37
15078,HollowBrook,OS Offices,N10003,N10005,2022-10-16T00:00:00,N20222023F,Regular,,9,3,HollowBrook,2025-12-19 20:06:37
15082,Canada,Amos,N10012,N10001,2022-10-09T00:00:00,N20222023F,Regular,,4,8,Amos,2025-12-19 20:06:37
15077,Amos,Triple J,N10001,N10009,2022-10-09T00:00:00,N20222023F,Regular,,3,7,Triple J,2025-12-19 20:06:37
15086,Triple J,Canada,N10009,N10012,2022-10-09T00:00:00,N20222023F,Regular,,8,3,Triple J,2025-12-19 20:06:37
15076,Nelson,Canada,N10004,N10012,2022-10-02T00:00:00,N20222023F,Regular,,7,5,Nelson,2025-12-19 20:06:37
15081,Triple J,Orphans,N10009,N10006,2022-10-02T00:00:00,N20222023F,Regular,,6,8,Orphans,2025-12-19 20:06:37
15080,Platinum,OS Offices,N10008,N10005,2022-10-02T00:00:00,N20222023F,Regular,,5,2,Platinum,2025-12-19 20:06:37
15072,Amos,OS Offices,N10001,N10005,2022-10-02T00:00:00,N20222023F,Regular,,4,2,Amos,2025-12-19 20:06:37
15074,Orphans,Nelson,N10006,N10004,2022-09-25T00:00:00,N20222023F,Regular,,4,4,TIE,2025-12-19 20:06:37
15071,Canada,Platinum,N10012,N10008,2022-09-25T00:00:00,N20222023F,Regular,,1,8,Platinum,2025-12-19 20:06:37
15075,Orphans,Platinum,N10006,N10008,2022-09-25T00:00:00,N20222023F,Regular,,6,6,TIE,2025-12-19 20:06:37
15064,Nelson,OS Offices,N10004,N10005,2022-09-25T00:00:00,N20222023F,Regular,,8,5,Nelson,2025-12-19 20:06:37
15070,Nelson,Platinum,N10004,N10008,2022-09-18T00:00:00,N20222023F,Regular,,6,2,Nelson,2025-12-19 20:06:37
15073,Triple J,HollowBrook,N10009,N10003,2022-09-18T00:00:00,N20222023F,Regular,,1,12,HollowBrook,2025-12-19 20:06:37
15067,Amos,HollowBrook,N10001,N10003,2022-09-18T00:00:00,N20222023F,Regular,,2,7,HollowBrook,2025-12-19 20:06:37
15063,Canada,HollowBrook,N10012,N10003,2022-09-18T00:00:00,N20222023F,Regular,,3,9,HollowBrook,2025-12-19 20:06:37
15066,Amos,Orphans,N10001,N10006,2022-09-11T00:00:00,N20222023F,Regular,,1,8,Orphans,2025-12-19 20:06:37
15062,Orphans,HollowBrook,N10006,N10003,2022-09-11T00:00:00,N20222023F,Regular,,3,7,HollowBrook,2025-12-19 20:06:37
15069,Orphans,Canada,N10006,N10012,2022-09-11T00:00:00,N20222023F,Regular,,8,2,Orphans,2025-12-19 20:06:37
15068,OS Offices,Triple J,N10005,N10009,2022-09-11T00:00:00,N20222023F,Regular,,9,1,OS Offices,2025-12-19 20:06:37
15061,Amos,Platinum,N10001,N10008,2022-09-04T00:00:00,N20222023F,Regular,,4,8,Platinum,2025-12-19 20:06:37
15065,Platinum,Triple J,N10008,N10009,2022-09-04T00:00:00,N20222023F,Regular,,7,5,Platinum,2025-12-19 20:06:37
14168,OS Offices,Orphans,N10005,N10006,2022-09-04T00:00:00,N20222023F,Regular,,4,8,Orphans,2025-12-19 20:06:37
15059,OS Offices,Canada,N10005,N10012,2022-08-28T00:00:00,N20222023F,Regular,,5,1,OS Offices,2025-12-19 20:06:37
14167,Platinum,HollowBrook,N10008,N10003,2022-08-28T00:00:00,N20222023F,Regular,,6,4,Platinum,2025-12-19 20:06:37
15060,Triple J,Nelson,N10009,N10004,2022-08-28T00:00:00,N20222023F,Regular,,7,5,Triple J,2025-12-19 20:06:37
14166,Nelson,Amos,N10004,N10001,2022-08-21T00:00:00,N20222023F,Regular,,0,4,Amos,2025-12-19 20:06:37
14169,Triple J,Canada,N10009,N10012,2022-08-21T00:00:00,N20222023F,Regular,,5,2,Triple J,2025-12-19 20:06:37
14165,Triple J,Orphans,N10009,N10006,2022-08-14T00:00:00,N20222023F,Regular,,4,6,Orphans,2025-12-19 20:06:37
14164,Platinum,OS Offices,N10008,N10005,2022-08-14T00:00:00,N20222023F,Regular,,3,5,OS Offices,2025-12-19 20:06:37
14163,Nelson,HollowBrook,N10004,N10003,2022-08-14T00:00:00,N20222023F,Regular,,6,3,Nelson,2025-12-19 20:06:37
14162,Canada,Amos,N10012,N10001,2022-08-14T00:00:00,N20222023F,Regular,,1,7,Amos,2025-12-19 20:06:37
10056,Triple J,Platinum,N10009,N10008,2022-05-01T00:00:00,N20212022F,Playoffs,Championship,8,7,Triple J,2025-12-19 20:06:37
10055,Canada,Platinum,N10012,N10008,2022-04-24T00:00:00,N20212022F,Playoffs,SemiFinals,2,7,Platinum,2025-12-19 20:06:37
10024,Triple J,HollowBrook,N10009,N10003,2022-04-24T00:00:00,N20212022F,Playoffs,SemiFinals,7,3,Triple J,2025-12-19 20:06:37
10009,OS Offices,Amos,N10005,N10001,2022-04-17T00:00:00,N20212022F,Regular,RoundRobin,7,2,OS Offices,2025-12-19 20:06:37
10023,Nelson,HollowBrook,N10004,N10003,2022-04-17T00:00:00,N20212022F,Playoffs,RoundRobin,4,11,HollowBrook,2025-12-19 20:06:37
10062,Canada,Orphans,N10012,N10006,2022-04-17T00:00:00,N20212022F,Playoffs,RoundRobin,5,2,Canada,2025-12-19 20:06:37
10054,Triple J,Platinum,N10009,N10008,2022-04-17T00:00:00,N20212022F,Playoffs,RoundRobin,4,7,Platinum,2025-12-19 20:06:37
10022,Orphans,HollowBrook,N10006,N10003,2022-04-10T00:00:00,N20212022F,Playoffs,RoundRobin,2,7,HollowBrook,2025-12-19 20:06:37
10049,OS Offices,Triple J,N10005,N10009,2022-04-10T00:00:00,N20212022F,Playoffs,RoundRobin,1,5,Triple J,2025-12-19 20:06:37
10008,Amos,Platinum,N10001,N10008,2022-04-10T00:00:00,N20212022F,Playoffs,RoundRobin,2,5,Platinum,2025-12-19 20:06:37
10040,Canada,Nelson,N10012,N10004,2022-04-10T00:00:00,N20212022F,Playoffs,RoundRobin,4,4,TIE,2025-12-19 20:06:37
10048,OS Offices,Platinum,N10005,N10008,2022-04-03T00:00:00,N20212022F,Playoffs,RoundRobin,2,2,TIE,2025-12-19 20:06:37
10007,Triple J,Amos,N10009,N10001,2022-04-03T00:00:00,N20212022F,Playoffs,RoundRobin,7,3,Triple J,2025-12-19 20:06:37
10039,Nelson,Orphans,N10004,N10006,2022-04-03T00:00:00,N20212022F,Playoffs,RoundRobin,3,7,Orphans,2025-12-19 20:06:37
10021,Canada,HollowBrook,N10012,N10003,2022-04-03T00:00:00,N20212022F,Playoffs,RoundRobin,2,8,HollowBrook,2025-12-19 20:06:37
10006,Amos,HollowBrook,N10001,N10003,2022-03-27T00:00:00,N20212022F,Regular,,3,7,HollowBrook,2025-12-19 20:06:37
10038,Nelson,Platinum,N10004,N10008,2022-03-27T00:00:00,N20212022F,Regular,,1,5,Platinum,2025-12-19 20:06:37
10061,Canada,Orphans,N10012,N10006,2022-03-27T00:00:00,N20212022F,Regular,,4,4,TIE,2025-12-19 20:06:37
