event_index,player_game_number,player_id,player_team,player_role,role_number,play_detail1,play_detail_2,play_detail_successful,event_key,event_player_key,player_game_key,game_id,skill_rating,is_primary_player,is_event_team,is_opp_team
1008.0,49.0,P100161,Velodrome,event_team_player_2,2.0,,,,18969_1008,18969_1008_49,18969_49,18969,5.0,0,1,0
1009.0,52.0,P100070,Velodrome,event_team_player_1,1.0,,,,18969_1009,18969_1009_52,18969_52,18969,4.0,1,1,0
1009.0,49.0,P100161,Velodrome,event_team_player_2,2.0,,,,18969_1009,18969_1009_49,18969_49,18969,5.0,0,1,0
1010.0,49.0,P100161,Velodrome,event_team_player_1,1.0,,,,18969_1010,18969_1010_49,18969_49,18969,5.0,1,1,0
1011.0,49.0,P100161,Velodrome,event_team_player_1,1.0,Delay,,s,18969_1011,18969_1011_49,18969_49,18969,5.0,1,1,0
1011.0,8.0,P100030,Platinum,opp_team_player_1,1.0,,,,18969_1011,18969_1011_8,18969_8,18969,5.0,0,0,1
1012.0,49.0,P100161,Velodrome,event_team_player_1,1.0,,,,18969_1012,18969_1012_49,18969_49,18969,5.0,1,1,0
1012.0,20.0,P100024,Platinum,opp_team_player_1,1.0,StickCheck,,,18969_1012,18969_1012_20,18969_20,18969,3.0,0,0,1
1013.0,49.0,P100161,Velodrome,event_team_player_1,1.0,RecoveryRetreivalShot,,s,18969_1013,18969_1013_49,18969_49,18969,5.0,1,1,0
1014.0,49.0,P100161,Velodrome,event_team_player_1,1.0,,,,18969_1014,18969_1014_49,18969_49,18969,5.0,1,1,0
1015.0,49.0,P100161,Velodrome,event_team_player_1,1.0,,,,18969_1015,18969_1015_49,18969_49,18969,5.0,1,1,0
1015.0,52.0,P100070,Velodrome,event_team_player_2,2.0,,,,18969_1015,18969_1015_52,18969_52,18969,4.0,0,1,0
1016.0,52.0,P100070,Velodrome,event_team_player_1,1.0,Dump/RimInZone,,u,18969_1016,18969_1016_52,18969_52,18969,4.0,1,1,0
1017.0,21.0,P100025,Platinum,event_team_player_1,1.0,RecoveryRetreivalTurnover,,u,18969_1017,18969_1017_21,18969_21,18969,4.0,1,1,0
1018.0,21.0,P100025,Platinum,event_team_player_1,1.0,AttemptedBreakOutPass,,u,18969_1018,18969_1018_21,18969_21,18969,4.0,1,1,0
1018.0,53.0,P100192,Platinum,event_team_player_2,2.0,,,,18969_1018,18969_1018_53,18969_53,18969,5.0,0,1,0
1019.0,21.0,P100025,Platinum,event_team_player_1,1.0,,,,18969_1019,18969_1019_21,18969_21,18969,4.0,1,1,0
1019.0,53.0,P100192,Platinum,event_team_player_2,2.0,,,,18969_1019,18969_1019_53,18969_53,18969,5.0,0,1,0
1020.0,8.0,P100030,Platinum,event_team_player_1,1.0,RecoveryRetreivalPass,,s,18969_1020,18969_1020_8,18969_8,18969,5.0,1,1,0
1020.0,3.0,P100023,Platinum,event_team_player_2,2.0,RecoveryRetreivalPass,,,18969_1020,18969_1020_3,18969_3,18969,4.0,0,1,0
1020.0,49.0,P100161,Velodrome,opp_team_player_1,1.0,RecoveryRetreivalPass,,u,18969_1020,18969_1020_49,18969_49,18969,5.0,0,0,1
1021.0,8.0,P100030,Platinum,event_team_player_1,1.0,Deke,,,18969_1021,18969_1021_8,18969_8,18969,5.0,1,1,0
1021.0,49.0,P100161,Velodrome,opp_team_player_1,1.0,BeatDeke,,u,18969_1021,18969_1021_49,18969_49,18969,5.0,0,0,1
1022.0,8.0,P100030,Platinum,event_team_player_1,1.0,DriveWide,,s,18969_1022,18969_1022_8,18969_8,18969,5.0,1,1,0
1022.0,70.0,P100001,Velodrome,opp_team_player_1,1.0,,,,18969_1022,18969_1022_70,18969_70,18969,6.0,0,0,1
1022.0,52.0,P100070,Velodrome,opp_team_player_2,2.0,,,,18969_1022,18969_1022_52,18969_52,18969,4.0,0,0,1
1023.0,8.0,P100030,Platinum,event_team_player_1,1.0,,,,18969_1023,18969_1023_8,18969_8,18969,5.0,1,1,0
1023.0,52.0,P100070,Velodrome,opp_team_player_1,1.0,,,,18969_1023,18969_1023_52,18969_52,18969,4.0,0,0,1
1023.0,22.0,P100108,Velodrome,opp_team_player_2,2.0,,,,18969_1023,18969_1023_22,18969_22,18969,3.0,0,0,1
1024.0,22.0,P100108,Velodrome,event_team_player_1,1.0,,,,18969_1024,18969_1024_22,18969_22,18969,3.0,1,1,0
1024.0,8.0,P100030,Platinum,opp_team_player_1,1.0,,,,18969_1024,18969_1024_8,18969_8,18969,5.0,0,0,1
1025.0,22.0,P100108,Velodrome,event_team_player_1,1.0,AttemptedBreakOutClear,,u,18969_1025,18969_1025_22,18969_22,18969,3.0,1,1,0
1025.0,8.0,P100030,Platinum,opp_team_player_1,1.0,,,,18969_1025,18969_1025_8,18969_8,18969,5.0,0,0,1
1026.0,53.0,P100192,Platinum,event_team_player_1,1.0,RecoveryRetreivalAttemptedClear,,s,18969_1026,18969_1026_53,18969_53,18969,5.0,1,1,0
1027.0,53.0,P100192,Platinum,event_team_player_1,1.0,SecondTouch,,u,18969_1027,18969_1027_53,18969_53,18969,5.0,1,1,0
1028.0,8.0,P100030,Platinum,event_team_player_1,1.0,RecoveryRetreivalShot,,s,18969_1028,18969_1028_8,18969_8,18969,5.0,1,1,0
1028.0,49.0,P100161,Velodrome,opp_team_player_1,1.0,StickCheck,,,18969_1028,18969_1028_49,18969_49,18969,5.0,0,0,1
1029.0,8.0,P100030,Platinum,event_team_player_1,1.0,,,,18969_1029,18969_1029_8,18969_8,18969,5.0,1,1,0
1029.0,20.0,P100024,Platinum,event_team_player_2,2.0,BlockedShot,,u,18969_1029,18969_1029_20,18969_20,18969,3.0,0,1,0
1029.0,70.0,P100001,Velodrome,opp_team_player_1,1.0,,,,18969_1029,18969_1029_70,18969_70,18969,6.0,0,0,1
1030.0,53.0,P100192,Platinum,event_team_player_1,1.0,RecoveryRetreivalShot,,s,18969_1030,18969_1030_53,18969_53,18969,5.0,1,1,0
1030.0,52.0,P100070,Velodrome,opp_team_player_1,1.0,StickCheck,,,18969_1030,18969_1030_52,18969_52,18969,4.0,0,0,1
1031.0,53.0,P100192,Platinum,event_team_player_1,1.0,,,,18969_1031,18969_1031_53,18969_53,18969,5.0,1,1,0
1031.0,20.0,P100024,Platinum,event_team_player_2,2.0,,,,18969_1031,18969_1031_20,18969_20,18969,3.0,0,1,0
1031.0,52.0,P100070,Velodrome,opp_team_player_1,1.0,,,,18969_1031,18969_1031_52,18969_52,18969,4.0,0,0,1
1032.0,20.0,P100024,Platinum,event_team_player_1,1.0,,,,18969_1032,18969_1032_20,18969_20,18969,3.0,1,1,0
1032.0,39.0,P100016,Velodrome,opp_team_player_1,1.0,,,,18969_1032,18969_1032_39,18969_39,18969,5.0,0,0,1
1032.0,22.0,P100108,Velodrome,opp_team_player_2,2.0,InShotPassLane,,,18969_1032,18969_1032_22,18969_22,18969,3.0,0,0,1
1033.0,39.0,P100016,Velodrome,event_team_player_1,1.0,,,,18969_1033,18969_1033_39,18969_39,18969,5.0,1,1,0
1033.0,22.0,P100108,Velodrome,event_team_player_2,2.0,InShotPassLane,,,18969_1033,18969_1033_22,18969_22,18969,3.0,0,1,0
1033.0,20.0,P100024,Platinum,opp_team_player_1,1.0,,,,18969_1033,18969_1033_20,18969_20,18969,3.0,0,0,1
1034.0,39.0,P100016,Velodrome,event_team_player_1,1.0,,,,18969_1034,18969_1034_39,18969_39,18969,5.0,1,1,0
1035.0,22.0,P100108,Velodrome,event_team_player_1,1.0,RecoveryRetreivalRebound,,s,18969_1035,18969_1035_22,18969_22,18969,3.0,1,1,0
1036.0,22.0,P100108,Velodrome,event_team_player_1,1.0,Breakout,,s,18969_1036,18969_1036_22,18969_22,18969,3.0,1,1,0
1036.0,70.0,P100001,Velodrome,event_team_player_2,2.0,,,,18969_1036,18969_1036_70,18969_70,18969,6.0,0,1,0
1037.0,22.0,P100108,Velodrome,event_team_player_1,1.0,,,,18969_1037,18969_1037_22,18969_22,18969,3.0,1,1,0
1037.0,70.0,P100001,Velodrome,event_team_player_2,2.0,,,,18969_1037,18969_1037_70,18969_70,18969,6.0,0,1,0
1038.0,70.0,P100001,Velodrome,event_team_player_1,1.0,,,,18969_1038,18969_1038_70,18969_70,18969,6.0,1,1,0
1039.0,70.0,P100001,Velodrome,event_team_player_1,1.0,,,,18969_1039,18969_1039_70,18969_70,18969,6.0,1,1,0
1039.0,75.0,P100039,Velodrome,event_team_player_2,2.0,ReceiverMissed,,u,18969_1039,18969_1039_75,18969_75,18969,2.0,0,1,0
1039.0,53.0,P100192,Platinum,opp_team_player_1,1.0,InShotPassLane,,,18969_1039,18969_1039_53,18969_53,18969,5.0,0,0,1
1040.0,70.0,P100001,Velodrome,event_team_player_1,1.0,,,,18969_1040,18969_1040_70,18969_70,18969,6.0,1,1,0
1041.0,70.0,P100001,Velodrome,event_team_player_1,1.0,,,,18969_1041,18969_1041_70,18969_70,18969,6.0,1,1,0
1042.0,45.0,P100117,Platinum,event_team_player_1,1.0,,,,18969_1042,18969_1042_45,18969_45,18969,6.0,1,1,0
1042.0,3.0,P100023,Platinum,event_team_player_2,2.0,,,,18969_1042,18969_1042_3,18969_3,18969,4.0,0,1,0
1042.0,42.0,P100201,Velodrome,opp_team_player_1,1.0,,,,18969_1042,18969_1042_42,18969_42,18969,5.0,0,0,1
1043.0,3.0,P100023,Platinum,event_team_player_1,1.0,,,,18969_1043,18969_1043_3,18969_3,18969,4.0,1,1,0
1043.0,34.0,P100022,Platinum,event_team_player_2,2.0,FrontofNet,AttemptedTip/Deflection,u,18969_1043,18969_1043_34,18969_34,18969,4.0,0,1,0
1043.0,39.0,P100016,Velodrome,opp_team_player_1,1.0,,,,18969_1043,18969_1043_39,18969_39,18969,5.0,0,0,1
1043.0,61.0,P100224,Velodrome,opp_team_player_2,2.0,InShotPassLane,,,18969_1043,18969_1043_61,18969_61,18969,3.0,0,0,1
1043.0,93.0,P100093,Velodrome,opp_team_player_3,3.0,InShotPassLane,,,18969_1043,18969_1043_93,18969_93,18969,3.0,0,0,1
1044.0,39.0,P100016,Velodrome,event_team_player_1,1.0,,,,18969_1044,18969_1044_39,18969_39,18969,5.0,1,1,0
1044.0,61.0,P100224,Velodrome,event_team_player_2,2.0,,,,18969_1044,18969_1044_61,18969_61,18969,3.0,0,1,0
1044.0,93.0,P100093,Velodrome,event_team_player_3,3.0,,,,18969_1044,18969_1044_93,18969_93,18969,3.0,0,1,0
1044.0,3.0,P100023,Platinum,opp_team_player_1,1.0,,,,18969_1044,18969_1044_3,18969_3,18969,4.0,0,0,1
1044.0,34.0,P100022,Platinum,opp_team_player_2,2.0,,,,18969_1044,18969_1044_34,18969_34,18969,4.0,0,0,1
1045.0,39.0,P100016,Velodrome,event_team_player_1,1.0,,,,18969_1045,18969_1045_39,18969_39,18969,5.0,1,1,0
1046.0,34.0,P100022,Platinum,event_team_player_1,1.0,RecoveryRetreivalRebound,,s,18969_1046,18969_1046_34,18969_34,18969,4.0,1,1,0
1047.0,34.0,P100022,Platinum,event_team_player_1,1.0,,,,18969_1047,18969_1047_34,18969_34,18969,4.0,1,1,0
1047.0,61.0,P100224,Velodrome,opp_team_player_1,1.0,,,,18969_1047,18969_1047_61,18969_61,18969,3.0,0,0,1
1048.0,34.0,P100022,Platinum,event_team_player_1,1.0,,,,18969_1048,18969_1048_34,18969_34,18969,4.0,1,1,0
1048.0,45.0,P100117,Platinum,event_team_player_2,2.0,,,,18969_1048,18969_1048_45,18969_45,18969,6.0,0,1,0
1048.0,61.0,P100224,Velodrome,opp_team_player_1,1.0,,,,18969_1048,18969_1048_61,18969_61,18969,3.0,0,0,1
1049.0,45.0,P100117,Platinum,event_team_player_1,1.0,Deke,,s,18969_1049,18969_1049_45,18969_45,18969,6.0,1,1,0
1049.0,39.0,P100016,Velodrome,opp_team_player_1,1.0,BeatDeke,,u,18969_1049,18969_1049_39,18969_39,18969,5.0,0,0,1
1049.0,93.0,P100093,Velodrome,opp_team_player_2,2.0,,,,18969_1049,18969_1049_93,18969_93,18969,3.0,0,0,1
1050.0,45.0,P100117,Platinum,event_team_player_1,1.0,,,,18969_1050,18969_1050_45,18969_45,18969,6.0,1,1,0
1050.0,82.0,P100110,Platinum,event_team_player_2,2.0,,,,18969_1050,18969_1050_82,18969_82,18969,2.0,0,1,0
1050.0,93.0,P100093,Velodrome,opp_team_player_1,1.0,PassDeflected,,s,18969_1050,18969_1050_93,18969_93,18969,3.0,0,0,1
1051.0,34.0,P100022,Platinum,event_team_player_1,1.0,RecoveryRetreivalPass,,u,18969_1051,18969_1051_34,18969_34,18969,4.0,1,1,0
1051.0,93.0,P100093,Velodrome,opp_team_player_1,1.0,,,,18969_1051,18969_1051_93,18969_93,18969,3.0,0,0,1
1051.0,42.0,P100201,Velodrome,opp_team_player_2,2.0,,,,18969_1051,18969_1051_42,18969_42,18969,5.0,0,0,1
1052.0,34.0,P100022,Platinum,event_team_player_1,1.0,,,,18969_1052,18969_1052_34,18969_34,18969,4.0,1,1,0
1052.0,78.0,P100107,Platinum,event_team_player_2,2.0,,,,18969_1052,18969_1052_78,18969_78,18969,3.0,0,1,0
1052.0,42.0,P100201,Velodrome,opp_team_player_1,1.0,,,,18969_1052,18969_1052_42,18969_42,18969,5.0,0,0,1
1053.0,42.0,P100201,Velodrome,event_team_player_1,1.0,,,,18969_1053,18969_1053_42,18969_42,18969,5.0,1,1,0
1054.0,78.0,P100107,Platinum,event_team_player_1,1.0,RecoveryRetreivalPass,,s,18969_1054,18969_1054_78,18969_78,18969,3.0,1,1,0
1055.0,78.0,P100107,Platinum,event_team_player_1,1.0,SecondTouch,,s,18969_1055,18969_1055_78,18969_78,18969,3.0,1,1,0
1055.0,3.0,P100023,Platinum,event_team_player_2,2.0,,,,18969_1055,18969_1055_3,18969_3,18969,4.0,0,1,0
1056.0,3.0,P100023,Platinum,event_team_player_1,1.0,,,,18969_1056,18969_1056_3,18969_3,18969,4.0,1,1,0
1057.0,3.0,P100023,Platinum,event_team_player_1,1.0,,,,18969_1057,18969_1057_3,18969_3,18969,4.0,1,1,0
1057.0,34.0,P100022,Platinum,event_team_player_2,2.0,,,,18969_1057,18969_1057_34,18969_34,18969,4.0,0,1,0
1058.0,34.0,P100022,Platinum,event_team_player_1,1.0,DriveWide,,u,18969_1058,18969_1058_34,18969_34,18969,4.0,1,1,0
1058.0,93.0,P100093,Velodrome,opp_team_player_1,1.0,ForcedTurnover,ForceWide,,18969_1058,18969_1058_93,18969_93,18969,3.0,0,0,1
1058.0,42.0,P100201,Velodrome,opp_team_player_2,2.0,,,,18969_1058,18969_1058_42,18969_42,18969,5.0,0,0,1
1059.0,34.0,P100022,Platinum,event_team_player_1,1.0,,,,18969_1059,18969_1059_34,18969_34,18969,4.0,1,1,0
1059.0,93.0,P100093,Velodrome,opp_team_player_1,1.0,,,,18969_1059,18969_1059_93,18969_93,18969,3.0,0,0,1
1060.0,42.0,P100201,Velodrome,event_team_player_1,1.0,RecoveryRetreivalTurnover,,s,18969_1060,18969_1060_42,18969_42,18969,5.0,1,1,0
1061.0,42.0,P100201,Velodrome,event_team_player_1,1.0,SecondTouch,,s,18969_1061,18969_1061_42,18969_42,18969,5.0,1,1,0
1061.0,84.0,P100198,Velodrome,event_team_player_2,2.0,,,,18969_1061,18969_1061_84,18969_84,18969,5.0,0,1,0
1062.0,84.0,P100198,Velodrome,event_team_player_1,1.0,,,,18969_1062,18969_1062_84,18969_84,18969,5.0,1,1,0
1063.0,84.0,P100198,Velodrome,event_team_player_1,1.0,Breakout,,s,18969_1063,18969_1063_84,18969_84,18969,5.0,1,1,0
1063.0,91.0,P100002,Velodrome,event_team_player_2,2.0,,,,18969_1063,18969_1063_91,18969_91,18969,4.0,0,1,0
1064.0,84.0,P100198,Velodrome,event_team_player_1,1.0,Breakout,,s,18969_1064,18969_1064_84,18969_84,18969,5.0,1,1,0
1064.0,91.0,P100002,Velodrome,event_team_player_2,2.0,,,,18969_1064,18969_1064_91,18969_91,18969,4.0,0,1,0
1065.0,91.0,P100002,Velodrome,event_team_player_1,1.0,,,,18969_1065,18969_1065_91,18969_91,18969,4.0,1,1,0
1066.0,91.0,P100002,Velodrome,event_team_player_1,1.0,AttemptedEntryDumpIn,,u,18969_1066,18969_1066_91,18969_91,18969,4.0,1,1,0
1067.0,91.0,P100002,Velodrome,event_team_player_1,1.0,,,,18969_1067,18969_1067_91,18969_91,18969,4.0,1,1,0
1068.0,3.0,P100023,Platinum,event_team_player_1,1.0,,,,18969_1068,18969_1068_3,18969_3,18969,4.0,1,1,0
1069.0,3.0,P100023,Platinum,event_team_player_1,1.0,AttemptedBreakOutPass,,u,18969_1069,18969_1069_3,18969_3,18969,4.0,1,1,0
1069.0,82.0,P100110,Platinum,event_team_player_2,2.0,ReceiverMissed,,u,18969_1069,18969_1069_82,18969_82,18969,2.0,0,1,0
1070.0,3.0,P100023,Platinum,event_team_player_1,1.0,,,,18969_1070,18969_1070_3,18969_3,18969,4.0,1,1,0
1070.0,82.0,P100110,Platinum,event_team_player_2,2.0,,,,18969_1070,18969_1070_82,18969_82,18969,2.0,0,1,0
1071.0,3.0,P100023,Platinum,event_team_player_1,1.0,,,,18969_1071,18969_1071_3,18969_3,18969,4.0,1,1,0
1071.0,82.0,P100110,Platinum,event_team_player_2,2.0,,,,18969_1071,18969_1071_82,18969_82,18969,2.0,0,1,0
1072.0,93.0,P100093,Velodrome,event_team_player_1,1.0,RecoveryRetreivalPass,,s,18969_1072,18969_1072_93,18969_93,18969,3.0,1,1,0
1073.0,93.0,P100093,Velodrome,event_team_player_1,1.0,,,,18969_1073,18969_1073_93,18969_93,18969,3.0,1,1,0
1073.0,84.0,P100198,Velodrome,event_team_player_2,2.0,,,,18969_1073,18969_1073_84,18969_84,18969,5.0,0,1,0
1074.0,84.0,P100198,Velodrome,event_team_player_1,1.0,,,,18969_1074,18969_1074_84,18969_84,18969,5.0,1,1,0
1075.0,84.0,P100198,Velodrome,event_team_player_1,1.0,AttemptedEntryPass,,u,18969_1075,18969_1075_84,18969_84,18969,5.0,1,1,0
1075.0,82.0,P100110,Platinum,opp_team_player_1,1.0,ForcedDumpin/Clear,,s,18969_1075,18969_1075_82,18969_82,18969,2.0,0,0,1
1076.0,84.0,P100198,Velodrome,event_team_player_1,1.0,,,,18969_1076,18969_1076_84,18969_84,18969,5.0,1,1,0
1076.0,82.0,P100110,Platinum,opp_team_player_1,1.0,,,,18969_1076,18969_1076_82,18969_82,18969,2.0,0,0,1
1077.0,78.0,P100107,Platinum,event_team_player_1,1.0,RecoveryRetreivalDumpIn,,u,18969_1077,18969_1077_78,18969_78,18969,3.0,1,1,0
1078.0,78.0,P100107,Platinum,event_team_player_1,1.0,AttemptedBreakOutPass,,u,18969_1078,18969_1078_78,18969_78,18969,3.0,1,1,0
1078.0,34.0,P100022,Platinum,event_team_player_2,2.0,,,,18969_1078,18969_1078_34,18969_34,18969,4.0,0,1,0
1078.0,61.0,P100224,Velodrome,opp_team_player_1,1.0,PassDeflected,,s,18969_1078,18969_1078_61,18969_61,18969,3.0,0,0,1
1079.0,78.0,P100107,Platinum,event_team_player_1,1.0,RecoveryRetreivalPass,,u,18969_1079,18969_1079_78,18969_78,18969,3.0,1,1,0
1079.0,61.0,P100224,Velodrome,opp_team_player_1,1.0,,,,18969_1079,18969_1079_61,18969_61,18969,3.0,0,0,1
1080.0,78.0,P100107,Platinum,event_team_player_1,1.0,AttemptedBreakOutClear,,u,18969_1080,18969_1080_78,18969_78,18969,3.0,1,1,0
1080.0,61.0,P100224,Velodrome,opp_team_player_1,1.0,,,,18969_1080,18969_1080_61,18969_61,18969,3.0,0,0,1
1081.0,42.0,P100201,Velodrome,event_team_player_1,1.0,RecoveryRetreivalAttemptedClear,,s,18969_1081,18969_1081_42,18969_42,18969,5.0,1,1,0
1081.0,34.0,P100022,Platinum,opp_team_player_1,1.0,RecoveryRetreivalAttemptedClear,,u,18969_1081,18969_1081_34,18969_34,18969,4.0,0,0,1
1082.0,42.0,P100201,Velodrome,event_team_player_1,1.0,,,,18969_1082,18969_1082_42,18969_42,18969,5.0,1,1,0
1082.0,3.0,P100023,Platinum,opp_team_player_1,1.0,,,,18969_1082,18969_1082_3,18969_3,18969,4.0,0,0,1
1083.0,42.0,P100201,Velodrome,event_team_player_1,1.0,,,,18969_1083,18969_1083_42,18969_42,18969,5.0,1,1,0
1083.0,91.0,P100002,Velodrome,event_team_player_2,2.0,,,,18969_1083,18969_1083_91,18969_91,18969,4.0,0,1,0
1083.0,3.0,P100023,Platinum,opp_team_player_1,1.0,PassDeflected,StickCheck,s,18969_1083,18969_1083_3,18969_3,18969,4.0,0,0,1
1084.0,42.0,P100201,Velodrome,event_team_player_1,1.0,,,,18969_1084,18969_1084_42,18969_42,18969,5.0,1,1,0
1084.0,91.0,P100002,Velodrome,event_team_player_2,2.0,,,,18969_1084,18969_1084_91,18969_91,18969,4.0,0,1,0
1084.0,3.0,P100023,Platinum,opp_team_player_1,1.0,,,,18969_1084,18969_1084_3,18969_3,18969,4.0,0,0,1
1085.0,34.0,P100022,Platinum,event_team_player_1,1.0,RecoveryRetreivalPass,,u,18969_1085,18969_1085_34,18969_34,18969,4.0,1,1,0
1086.0,34.0,P100022,Platinum,event_team_player_1,1.0,AttemptedBreakOutClear,,u,18969_1086,18969_1086_34,18969_34,18969,4.0,1,1,0
1086.0,91.0,P100002,Velodrome,opp_team_player_1,1.0,,,,18969_1086,18969_1086_91,18969_91,18969,4.0,0,0,1
1087.0,9.0,P100105,Velodrome,event_team_player_1,1.0,RecoveryRetreivalAttemptedClear,ZoneKeepin,u,18969_1087,18969_1087_9,18969_9,18969,4.0,1,1,0
1088.0,9.0,P100105,Velodrome,event_team_player_1,1.0,,,,18969_1088,18969_1088_9,18969_9,18969,4.0,1,1,0
1089.0,9.0,P100105,Velodrome,event_team_player_1,1.0,Dump/RimInZone,,u,18969_1089,18969_1089_9,18969_9,18969,4.0,1,1,0
1089.0,91.0,P100002,Velodrome,event_team_player_2,2.0,,,,18969_1089,18969_1089_91,18969_91,18969,4.0,0,1,0
1089.0,34.0,P100022,Platinum,opp_team_player_1,1.0,,,,18969_1089,18969_1089_34,18969_34,18969,4.0,0,0,1
1090.0,9.0,P100105,Velodrome,event_team_player_1,1.0,,,,18969_1090,18969_1090_9,18969_9,18969,4.0,1,1,0
1090.0,91.0,P100002,Velodrome,event_team_player_2,2.0,,,,18969_1090,18969_1090_91,18969_91,18969,4.0,0,1,0
1090.0,34.0,P100022,Platinum,opp_team_player_1,1.0,,,,18969_1090,18969_1090_34,18969_34,18969,4.0,0,0,1
1091.0,45.0,P100117,Platinum,event_team_player_1,1.0,RecoveryRetreivalPass,Deke,s,18969_1091,18969_1091_45,18969_45,18969,6.0,1,1,0
1091.0,61.0,P100224,Velodrome,opp_team_player_1,1.0,BeatDeke,,u,18969_1091,18969_1091_61,18969_61,18969,3.0,0,0,1
1092.0,45.0,P100117,Platinum,event_team_player_1,1.0,,,,18969_1092,18969_1092_45,18969_45,18969,6.0,1,1,0
1092.0,61.0,P100224,Velodrome,opp_team_player_1,1.0,,,,18969_1092,18969_1092_61,18969_61,18969,3.0,0,0,1
1093.0,45.0,P100117,Platinum,event_team_player_1,1.0,Breakout,,s,18969_1093,18969_1093_45,18969_45,18969,6.0,1,1,0
1093.0,47.0,P100210,Platinum,event_team_player_2,2.0,,,,18969_1093,18969_1093_47,18969_47,18969,4.0,0,1,0
1094.0,45.0,P100117,Platinum,event_team_player_1,1.0,,,,18969_1094,18969_1094_45,18969_45,18969,6.0,1,1,0
1094.0,47.0,P100210,Platinum,event_team_player_2,2.0,,,,18969_1094,18969_1094_47,18969_47,18969,4.0,0,1,0
1095.0,47.0,P100210,Platinum,event_team_player_1,1.0,,,,18969_1095,18969_1095_47,18969_47,18969,4.0,1,1,0
1096.0,47.0,P100210,Platinum,event_team_player_1,1.0,AttemptedEntryRush,,u,18969_1096,18969_1096_47,18969_47,18969,4.0,1,1,0
1096.0,9.0,P100105,Velodrome,opp_team_player_1,1.0,ZoneEntryDenial,StickCheck,,18969_1096,18969_1096_9,18969_9,18969,4.0,0,0,1
1097.0,9.0,P100105,Velodrome,event_team_player_1,1.0,,,,18969_1097,18969_1097_9,18969_9,18969,4.0,1,1,0
1097.0,47.0,P100210,Platinum,opp_team_player_1,1.0,LoosePuckBattleLost,,u,18969_1097,18969_1097_47,18969_47,18969,4.0,0,0,1
1098.0,9.0,P100105,Velodrome,event_team_player_1,1.0,,,,18969_1098,18969_1098_9,18969_9,18969,4.0,1,1,0
1098.0,47.0,P100210,Platinum,opp_team_player_1,1.0,,,,18969_1098,18969_1098_47,18969_47,18969,4.0,0,0,1
1099.0,3.0,P100023,Platinum,event_team_player_1,1.0,RecoveryRetreivalTurnover,,u,18969_1099,18969_1099_3,18969_3,18969,4.0,1,1,0
1099.0,42.0,P100201,Velodrome,opp_team_player_1,1.0,,,,18969_1099,18969_1099_42,18969_42,18969,5.0,0,0,1
1099.0,61.0,P100224,Velodrome,opp_team_player_2,2.0,,,,18969_1099,18969_1099_61,18969_61,18969,3.0,0,0,1
1100.0,61.0,P100224,Velodrome,event_team_player_1,1.0,SeperateFromPuck,,s,18969_1100,18969_1100_61,18969_61,18969,3.0,1,1,0
1100.0,3.0,P100023,Platinum,opp_team_player_1,1.0,,,,18969_1100,18969_1100_3,18969_3,18969,4.0,0,0,1
1101.0,47.0,P100210,Platinum,event_team_player_1,1.0,RecoveryRetreivalTurnover,,u,18969_1101,18969_1101_47,18969_47,18969,4.0,1,1,0
