Index,Key,Game_ID,Video_Type,Video_Category,Url_1,Url_2,Url_3,Url_4,Video_ID,Extension,Embed_Url,Description,game_id,etl_loaded_at
1,V189551001,18955,Full_Ice,Full_Ice,https://www.youtube.com/watch?v=-JbRtW__V18,,,,,v=-JbRtW__V18,,,18955,2025-12-26 22:32:27.015549
