event_id,game_id,event_detail_2_id,event_detail_id,event_type_id,game_id,period_id,play_id,player_id,sequence_id,team_venue_id,zone_id,player_game_number,period,event_index,linked_event_index,tracking_event_index,event_start_min,event_start_sec,event_end_min,event_end_sec,role_abrev,event_team_zone,home_team_zone,away_team_zone,team_venue,team_venue_abv,side_of_puck,sequence_index,play_index,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,zone_change_index,home_team,away_team,Type,event_detail,event_detail_2,event_successful,shift_index,duration,time_start_total_seconds,time_end_total_seconds,running_intermission_duration,period_start_total_running_seconds,running_video_time,event_running_start,event_running_end,player_role,role_number,player_team,sequence_index_auto,play_index_auto
EV1896901000,18969,,,ET0795,18969,PR1687,PL1896900002,,SQ1896900002,,,,1.0,1000.0,,1000.0,,,,,,,,,,,,,,,,,,1.0,Platinum,Velodrome,GameStart,,,,,,,,,0.0,0.0,0.0,5.0,,,,2,2
EV1896901001,18969,,ED3138,ET2971,18969,PR1687,PL1896900003,P100192,SQ1896900003,TV1865,ZN6331,53.0,1.0,1001.0,,1001.0,18.0,0.0,,,e,n,n,n,Home,h,Offensive,,,,,,,1.0,Platinum,Velodrome,Faceoff,Faceoff_GameStart,,,1.0,0.0,1080.0,1080.0,0.0,0.0,0.0,0.0,5.0,event_team_player_1,1.0,Platinum,3,3
EV1896901002,18969,E21802,ED1488,ET6596,18969,PR1687,PL1896900003,P100025,SQ1896900003,TV1865,ZN6331,21.0,1.0,1002.0,,1002.0,17.0,59.0,,,e,n,n,n,Home,h,Offensive,5001.0,,,,,,1.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1079.0,1079.0,0.0,0.0,1.0,0.0,5.0,event_team_player_1,1.0,Platinum,3,3
EV1896901003,18969,,ED9650,ET2832,18969,PR1687,PL1896900003,P100030,SQ1896900003,TV1865,ZN6331,8.0,1.0,1003.0,,1003.0,17.0,58.0,17.0,52.0,e,n,n,n,Home,h,Offensive,5001.0,,Delay,,,,1.0,Platinum,Velodrome,Possession,Regroup,,,1.0,6.0,1078.0,1072.0,0.0,0.0,2.0,0.0,11.0,event_team_player_1,1.0,Platinum,3,3
EV1896901004,18969,E26476,ED1488,ET6596,18969,PR1687,PL1896900003,P100030,SQ1896900003,TV1865,ZN6331,8.0,1.0,1004.0,,1004.0,17.0,50.0,,,e,n,n,n,Home,h,Offensive,5001.0,6001.0,,,,,1.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Bank,s,1.0,0.0,1070.0,1070.0,0.0,0.0,10.0,5.0,10.0,event_team_player_1,1.0,Platinum,3,3
EV1896901005,18969,E24981,ED8935,ET5668,18969,PR1687,PL1896900003,P100024,SQ1896900003,TV1865,ZN6331,20.0,1.0,1005.0,9001.0,9001.0,17.0,49.0,,,e,n,n,n,Home,h,Offensive,5001.0,6001.0,Chip,DumpChase,u,,2.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-DumpIn,u,1.0,0.0,1069.0,1069.0,0.0,0.0,11.0,6.0,11.0,event_team_player_1,1.0,Platinum,3,3
EV1896901006,18969,E27243,ED8839,ET7418,18969,PR1687,PL1896900004,P100024,SQ1896900004,TV1865,ZN6331,20.0,1.0,1006.0,9001.0,9001.0,17.0,49.0,,,e,n,n,n,Home,h,Offensive,5001.0,6001.0,Chip,DumpChase,u,,2.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-ZoneClear/Dump,u,1.0,0.0,1069.0,1069.0,0.0,0.0,11.0,6.0,11.0,event_team_player_1,1.0,Platinum,4,4
EV1896901007,18969,,ED2032,ET2832,18969,PR1687,PL1896900005,P100070,SQ1896900004,TV8922,ZN1553,52.0,1.0,1007.0,,1007.0,17.0,45.0,17.0,41.0,e,d,o,d,Away,a,Offensive,5002.0,6002.0,RecoveryRetreivalDumpIn,,s,1.0,2.0,Platinum,Velodrome,Possession,PuckRetrieval,,s,1.0,4.0,1065.0,1061.0,0.0,0.0,15.0,10.0,19.0,event_team_player_1,1.0,Velodrome,4,5
EV1896901008,18969,E21802,ED1488,ET6596,18969,PR1687,PL1896900005,P100070,SQ1896900004,TV8922,ZN1553,52.0,1.0,1008.0,9002.0,9002.0,17.0,41.0,,,e,d,o,d,Away,a,Offensive,5002.0,6002.0,Breakout,PassDeflected,s,,2.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1061.0,1061.0,0.0,0.0,19.0,14.0,19.0,event_team_player_1,1.0,Velodrome,4,5
EV1896901009,18969,E25432,ED3492,ET5668,18969,PR1687,PL1896900005,P100070,SQ1896900004,TV8922,ZN1553,52.0,1.0,1009.0,9002.0,9002.0,17.0,41.0,,,e,d,o,d,Away,a,Offensive,5002.0,6002.0,,,,,3.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,1.0,0.0,1061.0,1061.0,0.0,0.0,19.0,14.0,19.0,event_team_player_1,1.0,Velodrome,4,5
EV1896901010,18969,,,ET2832,18969,PR1687,PL1896900006,P100161,SQ1896900004,TV8922,ZN6331,49.0,1.0,1010.0,,1010.0,17.0,39.0,17.0,37.0,e,n,n,n,Away,a,Offensive,5002.0,,,,,,3.0,Platinum,Velodrome,Possession,,,,1.0,2.0,1059.0,1057.0,0.0,0.0,21.0,16.0,23.0,event_team_player_1,1.0,Velodrome,4,6
EV1896901011,18969,E26998,ED8935,ET5668,18969,PR1687,PL1896900007,P100161,SQ1896900004,TV8922,ZN3166,49.0,1.0,1011.0,,1011.0,17.0,37.0,17.0,33.0,e,o,d,o,Away,a,Offensive,5002.0,6003.0,Delay,,s,1.0,4.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,4.0,1057.0,1053.0,0.0,0.0,23.0,18.0,27.0,event_team_player_1,1.0,Velodrome,4,7
EV1896901012,18969,E25765,ED6623,ET8738,18969,PR1687,PL1896900007,P100161,SQ1896900004,TV8922,ZN3166,49.0,1.0,1012.0,,1012.0,17.0,33.0,,,e,o,d,o,Away,a,Offensive,5002.0,6003.0,,,,1.0,4.0,Platinum,Velodrome,Shot,Shot_Blocked,Shot-Wrist,u,1.0,0.0,1053.0,1053.0,0.0,0.0,27.0,22.0,27.0,event_team_player_1,1.0,Velodrome,4,7
EV1896901013,18969,,ED4857,ET2832,18969,PR1687,PL1896900007,P100161,SQ1896900004,TV8922,ZN3166,49.0,1.0,1013.0,,1013.0,17.0,32.0,,,e,o,d,o,Away,a,Offensive,5002.0,6004.0,RecoveryRetreivalShot,,s,,4.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,0.0,1052.0,1052.0,0.0,0.0,28.0,23.0,28.0,event_team_player_1,1.0,Velodrome,4,7
EV1896901014,18969,,,ET2832,18969,PR1687,PL1896900007,P100161,SQ1896900004,TV8922,ZN3166,49.0,1.0,1014.0,,1014.0,17.0,32.0,17.0,28.0,e,o,d,o,Away,a,Offensive,5002.0,6004.0,,,,,4.0,Platinum,Velodrome,Possession,,,,1.0,4.0,1052.0,1048.0,0.0,0.0,28.0,23.0,32.0,event_team_player_1,1.0,Velodrome,4,7
EV1896901015,18969,E21802,ED1488,ET6596,18969,PR1687,PL1896900007,P100161,SQ1896900004,TV8922,ZN3166,49.0,1.0,1015.0,,1015.0,17.0,28.0,,,e,o,d,o,Away,a,Offensive,5002.0,6004.0,,,,,4.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1048.0,1048.0,0.0,0.0,32.0,27.0,32.0,event_team_player_1,1.0,Velodrome,4,7
EV1896901016,18969,E28151,ED8839,ET7418,18969,PR1687,PL1896900008,P100070,SQ1896900005,TV8922,ZN3166,52.0,1.0,1016.0,,1016.0,17.0,27.0,,,e,o,d,o,Away,a,Offensive,5002.0,6004.0,Dump/RimInZone,,u,,4.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-DumpInZone,u,1.0,0.0,1047.0,1047.0,0.0,0.0,33.0,28.0,33.0,event_team_player_1,1.0,Velodrome,5,8
EV1896901017,18969,,ED2032,ET2832,18969,PR1687,PL1896900009,P100025,SQ1896900005,TV1865,ZN1553,21.0,1.0,1017.0,,1017.0,17.0,23.0,17.0,20.0,e,d,d,o,Home,h,Offensive,,,RecoveryRetreivalTurnover,,u,,4.0,Platinum,Velodrome,Possession,PuckRetrieval,,u,1.0,3.0,1043.0,1040.0,0.0,0.0,37.0,32.0,40.0,event_team_player_1,1.0,Platinum,5,9
EV1896901018,18969,E27041,ED7490,ET6596,18969,PR1687,PL1896900009,P100025,SQ1896900005,TV1865,ZN1553,21.0,1.0,1018.0,9003.0,9003.0,17.0,20.0,,,e,d,d,o,Home,h,Offensive,,,AttemptedBreakOutPass,,u,,4.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-Stretch,u,1.0,0.0,1040.0,1040.0,0.0,0.0,40.0,35.0,40.0,event_team_player_1,1.0,Platinum,5,9
EV1896901019,18969,E25820,ED3492,ET5668,18969,PR1687,PL1896900009,P100025,SQ1896900005,TV1865,ZN1553,21.0,1.0,1019.0,9003.0,9003.0,17.0,20.0,,,e,d,d,o,Home,h,Offensive,5003.0,,,,,,5.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,u,1.0,0.0,1040.0,1040.0,0.0,0.0,40.0,35.0,40.0,event_team_player_1,1.0,Platinum,5,9
EV1896901020,18969,,ED4857,ET2832,18969,PR1687,PL1896900010,P100030,SQ1896900005,TV1865,ZN6331,8.0,1.0,1020.0,,1020.0,17.0,20.0,17.0,15.0,e,n,n,n,Home,h,Offensive,,,RecoveryRetreivalPass,,s,,5.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,5.0,1040.0,1035.0,0.0,0.0,40.0,35.0,45.0,event_team_player_1,1.0,Platinum,5,10
EV1896901021,18969,,,ET2832,18969,PR1687,PL1896900010,P100030,SQ1896900005,TV1865,ZN6331,8.0,1.0,1021.0,,1021.0,17.0,15.0,17.0,15.0,e,n,n,n,Home,h,Offensive,,,Deke,,,,5.0,Platinum,Velodrome,Possession,,,,1.0,0.0,1035.0,1035.0,0.0,0.0,45.0,40.0,45.0,event_team_player_1,1.0,Platinum,5,10
EV1896901022,18969,E26998,ED8935,ET5668,18969,PR1687,PL1896900011,P100030,SQ1896900005,TV1865,ZN3166,8.0,1.0,1022.0,,1022.0,17.0,12.0,17.0,8.0,e,o,o,d,Home,h,Offensive,,,DriveWide,,s,1.0,6.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,4.0,1032.0,1028.0,0.0,0.0,48.0,43.0,52.0,event_team_player_1,1.0,Platinum,5,11
EV1896901023,18969,,,ET2832,18969,PR1687,PL1896900011,P100030,SQ1896900005,TV1865,ZN3166,8.0,1.0,1023.0,,1023.0,17.0,8.0,17.0,5.0,e,o,o,d,Home,h,Offensive,,,,,,1.0,6.0,Platinum,Velodrome,Possession,,,,1.0,3.0,1028.0,1025.0,0.0,0.0,52.0,47.0,55.0,event_team_player_1,1.0,Platinum,5,11
EV1896901024,18969,E23320,ED7000,ET7418,18969,PR1687,PL1896900012,P100108,SQ1896900006,TV8922,ZN1553,22.0,1.0,1024.0,,1024.0,17.0,5.0,,,e,d,o,d,Away,a,Defensive,,,,,,1.0,6.0,Platinum,Velodrome,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,s,1.0,0.0,1025.0,1025.0,0.0,0.0,55.0,50.0,55.0,event_team_player_1,1.0,Velodrome,6,12
EV1896901025,18969,E25480,ED8839,ET7418,18969,PR1687,PL1896900013,P100108,SQ1896900007,TV8922,ZN1553,22.0,1.0,1025.0,,1025.0,17.0,2.0,,,e,d,o,d,Away,a,Offensive,,,AttemptedBreakOutClear,,u,1.0,6.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-AttemptedZoneClear/Dump,u,1.0,0.0,1022.0,1022.0,0.0,0.0,58.0,53.0,58.0,event_team_player_1,1.0,Velodrome,7,13
EV1896901026,18969,,ED2032,ET2832,18969,PR1687,PL1896900014,P100192,SQ1896900007,TV1865,ZN3166,53.0,1.0,1026.0,,1026.0,16.0,59.0,,,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalAttemptedClear,,s,,6.0,Platinum,Velodrome,Possession,PuckRetrieval,,s,1.0,0.0,1019.0,1019.0,0.0,0.0,61.0,56.0,61.0,event_team_player_1,1.0,Platinum,7,14
EV1896901027,18969,E25765,ED8400,ET8738,18969,PR1687,PL1896900014,P100192,SQ1896900007,TV1865,ZN3166,53.0,1.0,1027.0,,1027.0,16.0,59.0,,,e,o,o,d,Home,h,Offensive,,,SecondTouch,,u,,6.0,Platinum,Velodrome,Shot,Shot_Missed,Shot-Wrist,u,1.0,0.0,1019.0,1019.0,0.0,0.0,61.0,56.0,61.0,event_team_player_1,1.0,Platinum,7,14
EV1896901028,18969,,ED4857,ET2832,18969,PR1687,PL1896900014,P100030,SQ1896900007,TV1865,ZN3166,8.0,1.0,1028.0,,1028.0,16.0,56.0,16.0,53.0,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalShot,,s,1.0,6.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,3.0,1016.0,1013.0,0.0,0.0,64.0,59.0,67.0,event_team_player_1,1.0,Platinum,7,14
EV1896901029,18969,E25765,ED9960,ET8738,18969,PR1687,PL1896900014,P100030,SQ1896900007,TV1865,ZN3166,8.0,1.0,1029.0,,1029.0,16.0,53.0,,,e,o,o,d,Home,h,Offensive,,,,,,,6.0,Platinum,Velodrome,Shot,Shot_BlockedSameTeam,Shot-Wrist,u,1.0,0.0,1013.0,1013.0,0.0,0.0,67.0,62.0,67.0,event_team_player_1,1.0,Platinum,7,14
EV1896901030,18969,,ED4857,ET2832,18969,PR1687,PL1896900014,P100192,SQ1896900007,TV1865,ZN3166,53.0,1.0,1030.0,,1030.0,16.0,50.0,16.0,48.0,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalShot,,s,,6.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,2.0,1010.0,1008.0,0.0,0.0,70.0,65.0,72.0,event_team_player_1,1.0,Platinum,7,14
EV1896901031,18969,E21802,ED1488,ET6596,18969,PR1687,PL1896900014,P100192,SQ1896900007,TV1865,ZN3166,53.0,1.0,1031.0,,1031.0,16.0,48.0,,,e,o,o,d,Home,h,Offensive,,,,,,1.0,6.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_1,1.0,Platinum,7,14
EV1896901032,18969,E29828,ED6405,ET8738,18969,PR1687,PL1896900014,P100024,SQ1896900007,TV1865,ZN3166,20.0,1.0,1032.0,9004.0,9004.0,16.0,48.0,,,e,o,o,d,Home,h,Offensive,,,,,,,6.0,Platinum,Velodrome,Shot,Shot_OnNetSaved,Shot-OneTime,s,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_1,1.0,Platinum,7,14
EV1896901033,18969,E25281,ED3520,ET6112,18969,PR1687,PL1896900015,P100016,SQ1896900007,TV8922,ZN1553,39.0,1.0,1033.0,9004.0,9004.0,16.0,48.0,,,e,d,o,d,Away,a,Defensive,,,,,,,6.0,Platinum,Velodrome,Save,Save_Rebound,Save-LeftPad,,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_1,1.0,Velodrome,7,15
EV1896901034,18969,,ED2161,ET2453,18969,PR1687,PL1896900015,P100016,SQ1896900007,TV8922,ZN1553,39.0,1.0,1034.0,9004.0,9004.0,16.0,48.0,,,e,d,o,d,Away,a,Offensive,,,,,,,6.0,Platinum,Velodrome,Rebound,Rebound_TeamRecovered,,,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_1,1.0,Velodrome,7,15
EV1896901035,18969,,ED2032,ET2832,18969,PR1687,PL1896900015,P100108,SQ1896900007,TV8922,ZN1553,22.0,1.0,1035.0,,1035.0,16.0,45.0,16.0,42.0,e,d,o,d,Away,a,Offensive,,,RecoveryRetreivalRebound,,s,,6.0,Platinum,Velodrome,Possession,PuckRetrieval,,s,1.0,3.0,1005.0,1002.0,0.0,0.0,75.0,70.0,78.0,event_team_player_1,1.0,Velodrome,7,15
EV1896901036,18969,E21802,ED1488,ET6596,18969,PR1687,PL1896900015,P100108,SQ1896900007,TV8922,ZN1553,22.0,1.0,1036.0,9005.0,9005.0,16.0,42.0,,,e,d,o,d,Away,a,Offensive,,,Breakout,,s,,6.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1002.0,1002.0,0.0,0.0,78.0,73.0,78.0,event_team_player_1,1.0,Velodrome,7,15
EV1896901037,18969,E25432,ED3492,ET5668,18969,PR1687,PL1896900015,P100108,SQ1896900007,TV8922,ZN1553,22.0,1.0,1037.0,9005.0,9005.0,16.0,42.0,,,e,d,o,d,Away,a,Offensive,,,,,,,7.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,1.0,0.0,1002.0,1002.0,0.0,0.0,78.0,73.0,78.0,event_team_player_1,1.0,Velodrome,7,15
EV1896901038,18969,,,ET2832,18969,PR1687,PL1896900016,P100001,SQ1896900007,TV8922,ZN6331,70.0,1.0,1038.0,,1038.0,16.0,41.0,16.0,40.0,e,n,n,n,Away,a,Offensive,,,,,,,7.0,Platinum,Velodrome,Possession,,,,1.0,1.0,1001.0,1000.0,0.0,0.0,79.0,74.0,80.0,event_team_player_1,1.0,Velodrome,7,16
EV1896901039,18969,E20271,ED7490,ET6596,18969,PR1687,PL1896900016,P100001,SQ1896900007,TV8922,ZN6331,70.0,1.0,1039.0,9006.0,9006.0,16.0,40.0,,,e,n,n,n,Away,a,Offensive,,,,,,,7.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,u,1.0,0.0,1000.0,1000.0,0.0,0.0,80.0,75.0,80.0,event_team_player_1,1.0,Velodrome,7,16
EV1896901040,18969,E21924,ED2473,ET6547,18969,PR1687,PL1896900017,P100001,SQ1896900008,TV8922,ZN6331,70.0,1.0,1040.0,9006.0,9006.0,16.0,35.0,,,e,n,n,n,Away,a,,,,,,,,7.0,Platinum,Velodrome,Stoppage,Stoppage_Play,Stoppage-Icing,,2.0,0.0,995.0,995.0,0.0,0.0,85.0,80.0,85.0,event_team_player_1,1.0,Velodrome,8,17
EV1896901041,18969,,,ET9465,18969,PR1687,PL1896900017,P100001,SQ1896900008,TV8922,ZN6331,70.0,1.0,1041.0,9006.0,9006.0,16.0,35.0,16.0,14.0,e,n,n,n,Away,a,,,,,,,,7.0,Platinum,Velodrome,DeadIce,,,,2.0,21.0,995.0,974.0,0.0,0.0,85.0,80.0,106.0,event_team_player_1,1.0,Velodrome,8,17
EV1896901042,18969,,ED2009,ET2971,18969,PR1687,PL1896900018,P100117,SQ1896900009,TV1865,ZN3166,45.0,1.0,1042.0,,1042.0,16.0,14.0,,,e,o,o,d,Home,h,Offensive,,,,,,,7.0,Platinum,Velodrome,Faceoff,Faceoff_AfterStoppage,,,2.0,0.0,974.0,974.0,0.0,0.0,106.0,101.0,106.0,event_team_player_1,1.0,Platinum,9,18
EV1896901043,18969,E25765,ED6405,ET8738,18969,PR1687,PL1896900018,P100023,SQ1896900009,TV1865,ZN3166,3.0,1.0,1043.0,9007.0,9007.0,16.0,12.0,,,e,o,o,d,Home,h,Offensive,,,,,,,7.0,Platinum,Velodrome,Shot,Shot_OnNetSaved,Shot-Wrist,s,2.0,0.0,972.0,972.0,0.0,0.0,108.0,103.0,108.0,event_team_player_1,1.0,Platinum,9,18
EV1896901044,18969,E25067,ED3520,ET6112,18969,PR1687,PL1896900019,P100016,SQ1896900009,TV8922,ZN1553,39.0,1.0,1044.0,9007.0,9007.0,16.0,12.0,,,e,d,o,d,Away,a,Defensive,,,,,,,7.0,Platinum,Velodrome,Save,Save_Rebound,Save-RightPad,,2.0,0.0,972.0,972.0,0.0,0.0,108.0,103.0,108.0,event_team_player_1,1.0,Velodrome,9,19
EV1896901045,18969,,ED1102,ET2453,18969,PR1687,PL1896900019,P100016,SQ1896900009,TV8922,ZN1553,39.0,1.0,1045.0,9007.0,9007.0,16.0,12.0,,,e,d,o,d,Away,a,Offensive,,,,,,,7.0,Platinum,Velodrome,Rebound,Rebound_OppTeamRecovered,,,2.0,0.0,972.0,972.0,0.0,0.0,108.0,103.0,108.0,event_team_player_1,1.0,Velodrome,9,19
EV1896901046,18969,,ED4857,ET2832,18969,PR1687,PL1896900020,P100022,SQ1896900009,TV1865,ZN3166,34.0,1.0,1046.0,,1046.0,16.0,10.0,16.0,7.0,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalRebound,,s,,7.0,Platinum,Velodrome,Possession,PuckRecovery,,s,2.0,3.0,970.0,967.0,0.0,0.0,110.0,105.0,113.0,event_team_player_1,1.0,Platinum,9,20
EV1896901047,18969,,,ET2832,18969,PR1687,PL1896900020,P100022,SQ1896900009,TV1865,ZN3166,34.0,1.0,1047.0,,1047.0,16.0,7.0,16.0,5.0,e,o,o,d,Home,h,Offensive,,,,,,,7.0,Platinum,Velodrome,Possession,,,,2.0,2.0,967.0,965.0,0.0,0.0,113.0,108.0,115.0,event_team_player_1,1.0,Platinum,9,20
EV1896901048,18969,E21802,ED1488,ET6596,18969,PR1687,PL1896900020,P100022,SQ1896900009,TV1865,ZN3166,34.0,1.0,1048.0,,1048.0,16.0,5.0,,,e,o,o,d,Home,h,Offensive,,,,,,,7.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,2.0,0.0,965.0,965.0,0.0,0.0,115.0,110.0,115.0,event_team_player_1,1.0,Platinum,9,20
EV1896901049,18969,,,ET2832,18969,PR1687,PL1896900020,P100117,SQ1896900009,TV1865,ZN3166,45.0,1.0,1049.0,,1049.0,16.0,4.0,16.0,1.0,e,o,o,d,Home,h,Offensive,,,Deke,,s,,7.0,Platinum,Velodrome,Possession,,,,2.0,3.0,964.0,961.0,0.0,0.0,116.0,111.0,119.0,event_team_player_1,1.0,Platinum,9,20
EV1896901050,18969,E21802,ED9944,ET6596,18969,PR1687,PL1896900020,P100117,SQ1896900009,TV1865,ZN3166,45.0,1.0,1050.0,,1050.0,16.0,1.0,,,e,o,o,d,Home,h,Offensive,,,,,,,7.0,Platinum,Velodrome,Pass,Pass_Deflected,Pass-Forehand,u,2.0,0.0,961.0,961.0,0.0,0.0,119.0,114.0,119.0,event_team_player_1,1.0,Platinum,9,20
EV1896901051,18969,,ED4857,ET2832,18969,PR1687,PL1896900020,P100022,SQ1896900009,TV1865,ZN3166,34.0,1.0,1051.0,,1051.0,15.0,59.0,15.0,55.0,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalPass,,u,1.0,7.0,Platinum,Velodrome,Possession,PuckRecovery,,u,2.0,4.0,959.0,955.0,0.0,0.0,121.0,116.0,125.0,event_team_player_1,1.0,Platinum,9,20
EV1896901052,18969,E21142,ED7490,ET6596,18969,PR1687,PL1896900020,P100022,SQ1896900009,TV1865,ZN3166,34.0,1.0,1052.0,9008.0,9008.0,15.0,55.0,,,e,o,o,d,Home,h,Offensive,,,,,,1.0,7.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-Backhand,u,2.0,0.0,955.0,955.0,0.0,0.0,125.0,120.0,125.0,event_team_player_1,1.0,Platinum,9,20
EV1896901053,18969,E20101,ED3492,ET5668,18969,PR1687,PL1896900021,P100201,SQ1896900009,TV8922,ZN1553,42.0,1.0,1053.0,9008.0,9008.0,15.0,55.0,,,e,d,o,d,Away,a,Offensive,,,,,,,8.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-OppTeam,s,2.0,0.0,955.0,955.0,0.0,0.0,125.0,120.0,125.0,event_team_player_1,1.0,Velodrome,9,21
EV1896901054,18969,,ED4857,ET2832,18969,PR1687,PL1896900022,P100107,SQ1896900009,TV1865,ZN6331,78.0,1.0,1054.0,,1054.0,15.0,51.0,15.0,50.0,e,n,n,n,Home,h,Offensive,,,RecoveryRetreivalPass,,s,,8.0,Platinum,Velodrome,Possession,PuckRecovery,,s,2.0,1.0,951.0,950.0,0.0,0.0,129.0,124.0,130.0,event_team_player_1,1.0,Platinum,9,22
EV1896901055,18969,E21142,ED1488,ET6596,18969,PR1687,PL1896900022,P100107,SQ1896900009,TV1865,ZN6331,78.0,1.0,1055.0,,1055.0,15.0,50.0,,,e,n,n,n,Home,h,Offensive,,,SecondTouch,,s,,8.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Backhand,s,2.0,0.0,950.0,950.0,0.0,0.0,130.0,125.0,130.0,event_team_player_1,1.0,Platinum,9,22
EV1896901056,18969,,,ET2832,18969,PR1687,PL1896900022,P100023,SQ1896900009,TV1865,ZN6331,3.0,1.0,1056.0,,1056.0,15.0,50.0,15.0,49.0,e,n,n,n,Home,h,Offensive,,,,,,,8.0,Platinum,Velodrome,Possession,,,,2.0,1.0,950.0,949.0,0.0,0.0,130.0,125.0,131.0,event_team_player_1,1.0,Platinum,9,22
EV1896901057,18969,E21802,ED1488,ET6596,18969,PR1687,PL1896900022,P100023,SQ1896900009,TV1865,ZN6331,3.0,1.0,1057.0,,1057.0,15.0,49.0,,,e,n,n,n,Home,h,Offensive,,,,,,,8.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,2.0,0.0,949.0,949.0,0.0,0.0,131.0,126.0,131.0,event_team_player_1,1.0,Platinum,9,22
EV1896901058,18969,E26998,ED8935,ET5668,18969,PR1687,PL1896900023,P100022,SQ1896900009,TV1865,ZN3166,34.0,1.0,1058.0,,1058.0,15.0,48.0,15.0,43.0,e,o,o,d,Home,h,Offensive,,,DriveWide,,u,1.0,9.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,u,2.0,5.0,948.0,943.0,0.0,0.0,132.0,127.0,137.0,event_team_player_1,1.0,Platinum,9,23
EV1896901059,18969,E27363,ED8839,ET7418,18969,PR1687,PL1896900024,P100022,SQ1896900010,TV1865,ZN3166,34.0,1.0,1059.0,,1059.0,15.0,43.0,,,e,o,o,d,Home,h,Offensive,,,,,,1.0,9.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-Misplayed,u,2.0,0.0,943.0,943.0,0.0,0.0,137.0,132.0,137.0,event_team_player_1,1.0,Platinum,10,24
EV1896901060,18969,,ED2032,ET2832,18969,PR1687,PL1896900025,P100201,SQ1896900010,TV8922,ZN1553,42.0,1.0,1060.0,,1060.0,15.0,43.0,15.0,42.0,e,d,o,d,Away,a,Offensive,,,RecoveryRetreivalTurnover,,s,,9.0,Platinum,Velodrome,Possession,PuckRetrieval,,s,2.0,1.0,943.0,942.0,0.0,0.0,137.0,132.0,138.0,event_team_player_1,1.0,Velodrome,10,25
EV1896901061,18969,E21142,ED1488,ET6596,18969,PR1687,PL1896900025,P100201,SQ1896900010,TV8922,ZN1553,42.0,1.0,1061.0,,1061.0,15.0,42.0,,,e,d,o,d,Away,a,Offensive,,,SecondTouch,,s,,9.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Backhand,s,2.0,0.0,942.0,942.0,0.0,0.0,138.0,133.0,138.0,event_team_player_1,1.0,Velodrome,10,25
