scoring_chance_key,game_id,event_id,period,season_id,is_goal,event_detail,event_detail_2,danger_level,is_rush,is_rebound,is_odd_man,shot_type,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
SC_EV1896901373,18969,EV1896901373,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,373.0,45.0,102.0,100.0,26.0,14.0,455.99,,,,,,14.0,405.0,,,,,455.99,455.99,455.99,209.5,14.0,405.0
SC_EV1896901375,18969,EV1896901375,1,N20252026F,False,Shot_Missed,Shot_Snap,perimeter,False,False,False,Shot_Snap,0.0,2.0,377.0,49.0,98.0,96.0,30.0,10.0,453.0,,,,,,,,,,,,453.0,453.0,453.0,,,
SC_EV1896902443,18969,EV1896902443,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,385.0,57.0,90.0,88.0,38.0,2.0,441.99,,,,,,161.0,0.0,,,,,441.99,441.99,441.99,80.5,0.0,161.0
SC_EV1896902456,18969,EV1896902456,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,402.0,74.0,73.0,71.0,15.0,2.0,428.99,,,,,,148.0,,,,,,428.99,428.99,428.99,148.0,148.0,148.0
SC_EV1896901930,18969,EV1896901930,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,75.0,403.0,70.0,72.0,16.0,1.0,471.0,,,,,,404.99,836.97,,,,,471.0,471.0,471.0,620.98,404.99,836.97
SC_EV1896902458,18969,EV1896902458,3,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,0.0,403.0,75.0,72.0,70.0,16.0,1.0,82.99000000000001,,,,,,754.98,,,,,,82.99000000000001,82.99000000000001,82.99000000000001,754.98,754.98,754.98
SC_EV1896901383,18969,EV1896901383,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,410.0,82.0,65.0,63.0,6.0,1.0,368.99,,,,,,754.98,286.0,,,,,368.99,368.99,368.99,520.49,286.0,754.98
SC_EV1896901940,18969,EV1896901940,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,7.0,416.0,88.0,59.0,57.0,5.0,13.0,428.99,,,,,,754.98,,,,,,428.99,428.99,428.99,754.98,754.98,754.98
SC_EV1896901388,18969,EV1896901388,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,7.0,0.0,423.0,95.0,52.0,50.0,7.0,6.0,404.99,,,,,,513.99,,,,,,404.99,404.99,404.99,513.99,513.99,513.99
SC_EV1896902463,18969,EV1896902463,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,428.0,100.0,47.0,45.0,12.0,1.0,368.99,,,,,,754.98,560.98,,,,,368.99,368.99,368.99,657.98,560.98,754.98
SC_EV1896901390,18969,EV1896901390,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,433.0,105.0,42.0,40.0,4.0,40.0,368.99,162.0,,,,,754.98,380.99,,,,,265.495,162.0,368.99,567.985,380.99,754.98
SC_EV1896901946,18969,EV1896901946,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,442.0,114.0,33.0,31.0,13.0,31.0,220.99,,,,,,287.0,,,,,,220.99,220.99,220.99,287.0,287.0,287.0
SC_EV1896901950,18969,EV1896901950,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,447.0,119.0,28.0,26.0,18.0,26.0,321.0,,,,,,570.98,,,,,,321.0,321.0,321.0,570.98,570.98,570.98
SC_EV1896901954,18969,EV1896901954,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,449.0,121.0,26.0,24.0,20.0,24.0,321.0,,,,,,286.0,,,,,,321.0,321.0,321.0,286.0,286.0,286.0
SC_EV1896902468,18969,EV1896902468,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,450.0,122.0,25.0,23.0,21.0,23.0,184.99,,,,,,537.97,,,,,,184.99,184.99,184.99,537.97,537.97,537.97
SC_EV1896901957,18969,EV1896901957,2,N20252026F,False,Shot_Missed,Shot_OneTime,perimeter,False,False,False,Shot_OneTime,0.0,2.0,456.0,128.0,19.0,17.0,27.0,17.0,162.0,,,,,,,,,,,,162.0,162.0,162.0,,,
SC_EV1896902475,18969,EV1896902475,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,130.0,458.0,15.0,17.0,29.0,15.0,537.97,,,,,,244.99,652.97,,,,,537.97,537.97,537.97,448.98,244.99,652.97
SC_EV1896902485,18969,EV1896902485,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,468.0,140.0,7.0,5.0,39.0,5.0,184.99,,,,,,,,,,,,184.99,184.99,184.99,,,
SC_EV1896901422,18969,EV1896901422,1,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,0.0,0.0,145.0,473.0,-1.0,2.0,44.0,3.0,196.99,,,,,,652.97,,,,,,196.99,196.99,196.99,652.97,652.97,652.97
SC_EV1896901423,18969,EV1896901423,1,N20252026F,True,Goal_Scored,Goal_Backhand,perimeter,False,False,False,Goal_Backhand,0.0,1.0,145.0,473.0,-1.0,2.0,44.0,3.0,196.99,,,,,,652.97,,,,,,196.99,196.99,196.99,652.97,652.97,652.97
SC_EV1896902490,18969,EV1896902490,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,474.0,1.0,1.0,-1.0,1.0,2.0,197.99,,,,,,523.98,,,,,,197.99,197.99,197.99,523.98,523.98,523.98
SC_EV1896902494,18969,EV1896902494,3,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,0.0,1.0,475.0,2.0,7.0,-1.0,2.0,1.0,197.99,,,,,,523.98,,,,,,197.99,197.99,197.99,523.98,523.98,523.98
SC_EV1896902495,18969,EV1896902495,3,N20252026F,True,Goal_Scored,Goal_Backhand,perimeter,False,False,False,Goal_Backhand,0.0,0.0,475.0,2.0,7.0,-1.0,2.0,1.0,197.99,,,,,,523.98,,,,,,197.99,197.99,197.99,523.98,523.98,523.98
SC_EV1896901970,18969,EV1896901970,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,4.0,6.0,3.0,-1.0,3.0,3.0,197.99,,,,,,523.98,129.0,,,,,197.99,197.99,197.99,326.49,129.0,523.98
SC_EV1896901974,18969,EV1896901974,2,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,0.0,17.0,7.0,9.0,-1.0,-1.0,6.0,24.0,137.99,,,,,,523.98,334.98,,,,,137.99,137.99,137.99,429.48,334.98,523.98
SC_EV1896901975,18969,EV1896901975,2,N20252026F,True,Goal_Scored,Goal_Wrist,perimeter,False,False,False,Goal_Wrist,0.0,0.0,7.0,9.0,-1.0,-1.0,6.0,24.0,137.99,,,,,,523.98,334.98,,,,,137.99,137.99,137.99,429.48,334.98,523.98
SC_EV1896901430,18969,EV1896901430,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,33.0,24.0,-1.0,-1.0,24.0,30.0,512.98,180.99,,,,,,,,,,,346.985,180.99,512.98,,,
SC_EV1896902505,18969,EV1896902505,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,45.0,36.0,-1.0,-1.0,12.0,18.0,63.0,,,,,,126.99,,,,,,63.0,63.0,63.0,126.99,126.99,126.99
SC_EV1896902514,18969,EV1896902514,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,59.0,50.0,-1.0,-1.0,26.0,4.0,495.97,,,,,,428.97,,,,,,495.97,495.97,495.97,428.97,428.97,428.97
SC_EV1896901441,18969,EV1896901441,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,81.0,90.0,-1.0,-1.0,27.0,9.0,132.99,,,,,,201.98,199.98,,,,,132.99,132.99,132.99,200.98,199.98,201.98
SC_EV1896901451,18969,EV1896901451,1,N20252026F,False,Shot_OnNetSaved,Shot_Tip,high,False,False,False,Shot_Tip,0.0,0.0,90.0,99.0,-1.0,-1.0,36.0,9.0,312.97,,,,,,192.98,78.0,,,,,312.97,312.97,312.97,135.49,78.0,192.98
SC_EV1896902545,18969,EV1896902545,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,108.0,99.0,-1.0,-1.0,9.0,11.0,259.97,,,,,,169.98000000000002,263.97,,,,,259.97,259.97,259.97,216.975,169.98000000000002,263.97
SC_EV1896902551,18969,EV1896902551,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,117.0,108.0,-1.0,-1.0,9.0,2.0,162.98000000000002,,,,,,244.97000000000003,,,,,,162.98000000000002,162.98000000000002,162.98000000000002,244.97000000000003,244.97000000000003,244.97000000000003
SC_EV1896902565,18969,EV1896902565,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,134.0,125.0,-1.0,-1.0,15.0,3.0,140.98000000000002,,,,,,140.98000000000002,,,,,,140.98000000000002,140.98000000000002,140.98000000000002,140.98000000000002,140.98000000000002,140.98000000000002
SC_EV1896901464,18969,EV1896901464,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,3.0,138.0,129.0,-1.0,-1.0,1.0,3.0,58.99,,,,,,,,,,,,58.99,58.99,58.99,,,
SC_EV1896902574,18969,EV1896902574,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,162.0,153.0,-1.0,-1.0,21.0,16.0,58.99,,,,,,116.98,116.98,,,,,58.99,58.99,58.99,116.98,116.98,116.98
SC_EV1896902030,18969,EV1896902030,2,N20252026F,False,Shot_Blocked,Shot_Slap,perimeter,False,False,False,Shot_Slap,0.0,2.0,163.0,154.0,-1.0,-1.0,1.0,15.0,58.99,,,,,,93.99,,,,,,58.99,58.99,58.99,93.99,93.99,93.99
SC_EV1897701896,18977,EV1897701896,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,-1.0,-1.0,389.0,662.0,2.0,6.0,1592.88,,,,,,1340.0,,,,,,1592.88,1592.88,1592.88,1340.0,1340.0,1340.0
SC_EV1897701902,18977,EV1897701902,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,3.0,-1.0,-1.0,381.0,654.0,2.0,26.0,1277.99,,,,,,1604.98,,,,,,1277.99,1277.99,1277.99,1604.98,1604.98,1604.98
SC_EV1897701911,18977,EV1897701911,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,361.0,634.0,22.0,6.0,1062.99,,,,,,1604.98,,,,,,1062.99,1062.99,1062.99,1604.98,1604.98,1604.98
SC_EV1897701477,18977,EV1897701477,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,352.0,625.0,3.0,3.0,1109.99,,,,,,,,,,,,1109.99,1109.99,1109.99,,,
SC_EV1897701478,18977,EV1897701478,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,350.0,623.0,5.0,1.0,992.89,,,,,,,,,,,,992.89,992.89,992.89,,,
SC_EV1897701018,18977,EV1897701018,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,3.0,-1.0,-1.0,621.0,348.0,1.0,31.0,1914.88,,,,,,1639.99,,,,,,1914.88,1914.88,1914.88,1639.99,1639.99,1639.99
SC_EV1897701916,18977,EV1897701916,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,-1.0,-1.0,328.0,601.0,21.0,11.0,1109.99,,,,,,1722.88,,,,,,1109.99,1109.99,1109.99,1722.88,1722.88,1722.88
SC_EV1897701031,18977,EV1897701031,1,N20252026F,False,Shot_OnNet,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,590.0,317.0,32.0,15.0,1667.88,,,,,,2944.88,982.99,,,,,1667.88,1667.88,1667.88,1963.935,982.99,2944.88
SC_EV1897701485,18977,EV1897701485,2,N20252026F,False,Shot_Missed,Shot_Tipped,high,False,False,False,Shot_Tipped,0.0,0.0,-1.0,-1.0,316.0,589.0,1.0,14.0,1488.88,,,,,,,,,,,,1488.88,1488.88,1488.88,,,
SC_EV1897701486,18977,EV1897701486,2,N20252026F,False,Shot_Blocked,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,2.0,-1.0,-1.0,314.0,587.0,3.0,12.0,1488.88,,,,,,1634.89,,,,,,1488.88,1488.88,1488.88,1634.89,1634.89,1634.89
SC_EV1897701931,18977,EV1897701931,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,-1.0,-1.0,575.0,302.0,15.0,18.0,1724.88,,,,,,2813.88,,,,,,1724.88,1724.88,1724.88,2813.88,2813.88,2813.88
SC_EV1897701492,18977,EV1897701492,2,N20252026F,False,Shot_OnNetSaved,Shot_Poke,perimeter,False,False,False,Shot_Poke,0.0,0.0,-1.0,-1.0,574.0,301.0,1.0,17.0,1376.98,,,,,,2813.88,1428.99,1017.99,,,,1376.98,1376.98,1376.98,1753.62,1017.99,2813.88
SC_EV1897701497,18977,EV1897701497,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,565.0,292.0,10.0,8.0,1376.98,1295.0,,,,,2813.88,,,,,,1335.99,1295.0,1376.98,2813.88,2813.88,2813.88
SC_EV1897701936,18977,EV1897701936,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,557.0,284.0,18.0,78.0,1655.88,,,,,,2813.88,,,,,,1655.88,1655.88,1655.88,2813.88,2813.88,2813.88
SC_EV1897701941,18977,EV1897701941,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,541.0,268.0,16.0,62.0,1655.88,,,,,,2813.88,,,,,,1655.88,1655.88,1655.88,2813.88,2813.88,2813.88
SC_EV1897701962,18977,EV1897701962,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,230.0,503.0,54.0,24.0,1004.0,,,,,,1655.88,,,,,,1004.0,1004.0,1004.0,1655.88,1655.88,1655.88
SC_EV1897701525,18977,EV1897701525,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,502.0,229.0,55.0,23.0,1051.0,,,,,,1376.0,,,,,,1051.0,1051.0,1051.0,1376.0,1376.0,1376.0
SC_EV1897701970,18977,EV1897701970,3,N20252026F,False,Shot_Blocked,Shot_Slap,perimeter,False,False,False,Shot_Slap,1.0,3.0,-1.0,-1.0,484.0,211.0,73.0,5.0,1300.89,,,,,,1143.99,,,,,,1300.89,1300.89,1300.89,1143.99,1143.99,1143.99
SC_EV1897701972,18977,EV1897701972,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,476.0,203.0,3.0,29.0,1574.88,,,,,,1030.89,,,,,,1574.88,1574.88,1574.88,1030.89,1030.89,1030.89
SC_EV1897701067,18977,EV1897701067,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,4.0,6.0,-1.0,-1.0,192.0,465.0,11.0,18.0,746.89,,,,,,,,,,,,746.89,746.89,746.89,,,
SC_EV1897701076,18977,EV1897701076,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,446.0,173.0,1.0,1.0,1035.0,,,,,,2650.88,1041.99,,,,,1035.0,1035.0,1035.0,1846.435,1041.99,2650.88
SC_EV1897701541,18977,EV1897701541,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,436.0,163.0,9.0,31.0,1455.88,1411.88,,,,,2411.88,902.0,,,,,1433.88,1411.88,1455.88,1656.94,902.0,2411.88
SC_EV1897701087,18977,EV1897701087,1,N20252026F,False,Shot_OnNetSaved,Shot_Snap,perimeter,False,False,False,Shot_Snap,1.0,0.0,-1.0,-1.0,133.0,406.0,39.0,1.0,922.99,,,,,,1447.98,2356.89,,,,,922.99,922.99,922.99,1902.435,1447.98,2356.89
SC_EV1897701989,18977,EV1897701989,3,N20252026F,False,Shot_OnNetSaved,Shot_Tip,high,False,False,False,Shot_Tip,0.0,0.0,-1.0,-1.0,397.0,124.0,8.0,9.0,723.0,,,,,,2411.88,,,,,,723.0,723.0,723.0,2411.88,2411.88,2411.88
SC_EV1897701994,18977,EV1897701994,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,373.0,100.0,15.0,40.0,888.0,,,,,,1428.99,,,,,,888.0,888.0,888.0,1428.99,1428.99,1428.99
SC_EV1897701570,18977,EV1897701570,2,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,1.0,-1.0,-1.0,80.0,353.0,35.0,20.0,810.0,,,,,,2356.89,,,,,,810.0,810.0,810.0,2356.89,2356.89,2356.89
SC_EV1897701103,18977,EV1897701103,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,347.0,74.0,41.0,14.0,1411.88,,,,,,922.99,,,,,,1411.88,1411.88,1411.88,922.99,922.99,922.99
SC_EV1897701108,18977,EV1897701108,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,334.0,61.0,54.0,1.0,760.9,,,,,,922.99,,,,,,760.9,760.9,760.9,922.99,922.99,922.99
SC_EV1897701579,18977,EV1897701579,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,60.0,333.0,55.0,101.0,810.0,1054.99,,,,,1236.98,2102.89,1273.89,,,,932.495,810.0,1054.99,1537.92,1236.98,2102.89
SC_EV1897701110,18977,EV1897701110,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,326.0,53.0,7.0,94.0,1411.88,,,,,,2157.88,1054.99,,,,,1411.88,1411.88,1411.88,1606.435,1054.99,2157.88
SC_EV1897701589,18977,EV1897701589,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,308.0,35.0,25.0,76.0,1126.98,,,,,,2110.88,,,,,,1126.98,1126.98,1126.98,2110.88,2110.88,2110.88
SC_EV1897702034,18977,EV1897702034,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,308.0,35.0,25.0,76.0,724.0,,,,,,2110.88,,,,,,724.0,724.0,724.0,2110.88,2110.88,2110.88
SC_EV1897702041,18977,EV1897702041,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,300.0,27.0,33.0,68.0,1281.88,,,,,,647.89,2101.88,,,,,1281.88,1281.88,1281.88,1374.885,647.89,2101.88
SC_EV1897701139,18977,EV1897701139,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,14.0,287.0,46.0,55.0,699.0,,,,,,,,,,,,699.0,699.0,699.0,,,
SC_EV1897702050,18977,EV1897702050,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,287.0,14.0,46.0,55.0,1240.88,,,,,,435.0,,,,,,1240.88,1240.88,1240.88,435.0,435.0,435.0
SC_EV1897702057,18977,EV1897702057,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,-1.0,-1.0,3.0,276.0,57.0,44.0,1109.0,,,,,,2006.89,,,,,,1109.0,1109.0,1109.0,2006.89,2006.89,2006.89
SC_EV1897701610,18977,EV1897701610,2,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,0.0,0.0,-1.0,-1.0,447.0,273.0,60.0,41.0,592.9,,,,,,,,,,,,592.9,592.9,592.9,,,
SC_EV1897701611,18977,EV1897701611,2,N20252026F,True,Goal_Scored,Goal_Tip,high,False,False,False,Goal_Tip,0.0,1.0,-1.0,-1.0,447.0,273.0,60.0,41.0,592.9,,,,,,2006.89,,,,,,592.9,592.9,592.9,2006.89,2006.89,2006.89
SC_EV1897702062,18977,EV1897702062,3,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,0.0,1.0,-1.0,446.0,272.0,61.0,40.0,741.99,,,,,,1224.88,2006.89,,,,,741.99,741.99,741.99,1615.885,1224.88,2006.89
SC_EV1897701150,18977,EV1897701150,1,N20252026F,False,Shot_BlockedSameTeam,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,1.0,-1.0,3.0,270.0,444.0,63.0,38.0,1064.98,830.0,,,,,662.0,866.99,945.99,939.88,,,947.49,830.0,1064.98,853.715,662.0,945.99
SC_EV1897702071,18977,EV1897702071,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,13.0,260.0,434.0,73.0,28.0,1211.88,,,,,,1990.88,,,,,,1211.88,1211.88,1211.88,1990.88,1990.88,1990.88
SC_EV1897701167,18977,EV1897701167,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,-1.0,27.0,246.0,420.0,87.0,14.0,435.9,,,,,,853.99,,,,,,435.9,435.9,435.9,853.99,853.99,853.99
SC_EV1897701174,18977,EV1897701174,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,38.0,-1.0,409.0,235.0,98.0,3.0,945.99,,,,,,1935.89,830.0,,,,,945.99,945.99,945.99,1382.945,830.0,1935.89
SC_EV1897702084,18977,EV1897702084,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,4.0,-1.0,43.0,230.0,404.0,2.0,37.0,1006.98,1041.89,,,,,898.89,,,,,,1024.435,1006.98,1041.89,898.89,898.89,898.89
SC_EV1897701624,18977,EV1897701624,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,53.0,220.0,394.0,12.0,27.0,1211.88,,,,,,1990.88,,,,,,1211.88,1211.88,1211.88,1990.88,1990.88,1990.88
SC_EV1897702091,18977,EV1897702091,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,57.0,-1.0,390.0,216.0,16.0,23.0,728.99,,,,,,1006.98,,,,,,728.99,728.99,728.99,1006.98,1006.98,1006.98
SC_EV1897702104,18977,EV1897702104,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,80.0,193.0,367.0,39.0,42.0,786.99,741.0,,,,,1800.88,,,,,,763.995,741.0,786.99,1800.88,1800.88,1800.88
SC_EV1897701634,18977,EV1897701634,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,83.0,190.0,364.0,3.0,39.0,1053.88,,,,,,1800.88,,,,,,1053.88,1053.88,1053.88,1800.88,1800.88,1800.88
SC_EV1897701652,18977,EV1897701652,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,122.0,-1.0,325.0,151.0,42.0,26.0,927.0,,,,,,1556.89,,,,,,927.0,927.0,927.0,1556.89,1556.89,1556.89
SC_EV1897702115,18977,EV1897702115,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,122.0,151.0,325.0,42.0,26.0,611.9,,,,,,803.99,,,,,,611.9,611.9,611.9,803.99,803.99,803.99
SC_EV1897701198,18977,EV1897701198,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,3.0,2.0,-1.0,125.0,148.0,322.0,3.0,23.0,971.88,,,,,,498.99,,,,,,971.88,971.88,971.88,498.99,498.99,498.99
SC_EV1897702131,18977,EV1897702131,3,N20252026F,False,Shot_OnNetSaved,Shot_Tip,high,False,False,False,Shot_Tip,0.0,0.0,148.0,-1.0,299.0,125.0,26.0,56.0,927.0,,,,,,1556.89,,,,,,927.0,927.0,927.0,1556.89,1556.89,1556.89
SC_EV1897701222,18977,EV1897701222,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,168.0,105.0,279.0,20.0,36.0,960.88,,,,,,720.89,,,,,,960.88,960.88,960.88,720.89,720.89,720.89
SC_EV1897702136,18977,EV1897702136,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,168.0,-1.0,279.0,105.0,20.0,36.0,601.99,521.0,,,,,700.99,1456.89,,,,,561.495,521.0,601.99,1078.94,700.99,1456.89
SC_EV1897701666,18977,EV1897701666,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,173.0,-1.0,274.0,100.0,25.0,31.0,927.0,,,,,,655.0,,,,,,927.0,927.0,927.0,655.0,655.0,655.0
