scoring_chance_key,game_id,event_id,period,season_id,is_goal,event_detail,event_detail_2,danger_level,is_rush,is_rebound,is_odd_man,shot_type,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
SC_EV1897701225,18977,EV1897701225,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,174.0,99.0,273.0,26.0,30.0,922.88,,,,,,1511.88,720.89,,,,,922.88,922.88,922.88,1116.385,720.89,1511.88
SC_EV1897701228,18977,EV1897701228,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,-1.0,177.0,96.0,270.0,29.0,27.0,458.0,,,,,,601.99,,,,,,458.0,458.0,458.0,601.99,601.99,601.99
SC_EV1897702151,18977,EV1897702151,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,189.0,-1.0,258.0,84.0,41.0,15.0,673.88,,,,,,960.98,,,,,,673.88,673.88,673.88,960.98,960.98,960.98
SC_EV1897702157,18977,EV1897702157,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,198.0,-1.0,249.0,75.0,50.0,6.0,673.88,,,,,,772.98,,,,,,673.88,673.88,673.88,772.98,772.98,772.98
SC_EV1897701684,18977,EV1897701684,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,204.0,-1.0,243.0,69.0,56.0,8.0,650.99,,,,,,772.98,1357.89,,,,,650.99,650.99,650.99,1065.435,772.98,1357.89
SC_EV1897702160,18977,EV1897702160,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,204.0,-1.0,243.0,69.0,56.0,8.0,502.99,,,,,,1357.89,,,,,,502.99,502.99,502.99,1357.89,1357.89,1357.89
SC_EV1897702163,18977,EV1897702163,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,207.0,-1.0,240.0,66.0,3.0,5.0,516.0,,,,,,1357.89,,,,,,516.0,516.0,516.0,1357.89,1357.89,1357.89
SC_EV1897701244,18977,EV1897701244,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,-1.0,210.0,63.0,237.0,6.0,2.0,772.98,,,,,,,,,,,,772.98,772.98,772.98,,,
SC_EV1897702177,18977,EV1897702177,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,225.0,-1.0,222.0,48.0,13.0,78.0,480.99,,,,,,1335.89,,,,,,480.99,480.99,480.99,1335.89,1335.89,1335.89
SC_EV1897701708,18977,EV1897701708,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,258.0,-1.0,189.0,15.0,33.0,45.0,487.99,,,,,,874.98,,,,,,487.99,487.99,487.99,874.98,874.98,874.98
SC_EV1897701711,18977,EV1897701711,2,N20252026F,False,Shot_Missed,Shot_Tipped,high,False,False,False,Shot_Tipped,0.0,1.0,262.0,-1.0,185.0,11.0,37.0,41.0,787.0,,,,,,750.98,893.88,,,,,787.0,787.0,787.0,822.4300000000001,750.98,893.88
SC_EV1897702191,18977,EV1897702191,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,-1.0,263.0,10.0,184.0,38.0,40.0,893.88,,,,,,669.89,,,,,,893.88,893.88,893.88,669.89,669.89,669.89
SC_EV1897701263,18977,EV1897701263,1,N20252026F,False,Shot_BlockedSameTeam,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,-1.0,265.0,8.0,182.0,40.0,38.0,874.98,750.98,,,,,,,,,,,812.98,750.98,874.98,,,
SC_EV1897702194,18977,EV1897702194,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,269.0,4.0,178.0,44.0,34.0,669.89,737.89,561.99,,,,,,,,,,656.59,561.99,737.89,,,
SC_EV1897702195,18977,EV1897702195,3,N20252026F,False,Shot_OnNetSaved,Shot_Bat,perimeter,False,False,False,Shot_Bat,0.0,0.0,-1.0,272.0,1.0,175.0,47.0,31.0,893.88,,,,,,1390.88,,,,,,893.88,893.88,893.88,1390.88,1390.88,1390.88
SC_EV1897702198,18977,EV1897702198,3,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,1.0,0.0,-1.0,273.0,312.0,174.0,48.0,30.0,874.98,,,,,,,,,,,,874.98,874.98,874.98,,,
SC_EV1897702199,18977,EV1897702199,3,N20252026F,True,Goal_Scored,Goal_Backhand,perimeter,False,False,False,Goal_Backhand,0.0,0.0,-1.0,273.0,312.0,174.0,48.0,30.0,874.98,,,,,,1390.88,,,,,,874.98,874.98,874.98,1390.88,1390.88,1390.88
SC_EV1897701270,18977,EV1897701270,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,276.0,3.0,171.0,309.0,51.0,27.0,377.89,,,,,,1151.89,,,,,,377.89,377.89,377.89,1151.89,1151.89,1151.89
SC_EV1897701276,18977,EV1897701276,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,282.0,9.0,165.0,303.0,57.0,21.0,377.89,,,,,,476.99,1151.89,,,,,377.89,377.89,377.89,814.4399999999999,476.99,1151.89
SC_EV1897701728,18977,EV1897701728,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,297.0,24.0,150.0,288.0,72.0,6.0,185.9,,,,,,583.98,,,,,,185.9,185.9,185.9,583.98,583.98,583.98
SC_EV1897701286,18977,EV1897701286,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,298.0,25.0,149.0,287.0,73.0,5.0,497.99,,,,,,421.0,,,,,,497.99,497.99,497.99,421.0,421.0,421.0
SC_EV1897701290,18977,EV1897701290,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,305.0,32.0,142.0,280.0,2.0,21.0,185.9,,,,,,,,,,,,185.9,185.9,185.9,,,
SC_EV1897701296,18977,EV1897701296,1,N20252026F,False,Shot_BlockedSameTeam,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,324.0,51.0,123.0,261.0,21.0,2.0,647.0,497.99,,,,,,,,,,,572.495,497.99,647.0,,,
SC_EV1897701308,18977,EV1897701308,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,94.0,367.0,218.0,80.0,27.0,23.0,543.98,,,,,,,,,,,,543.98,543.98,543.98,,,
SC_EV1897702231,18977,EV1897702231,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,369.0,96.0,78.0,216.0,29.0,21.0,382.99,,,,,,1014.89,,,,,,382.99,382.99,382.99,1014.89,1014.89,1014.89
SC_EV1897701315,18977,EV1897701315,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,112.0,385.0,200.0,62.0,45.0,5.0,615.88,,,,,,390.88,,,,,,615.88,615.88,615.88,390.88,390.88,390.88
SC_EV1897702243,18977,EV1897702243,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,114.0,387.0,198.0,60.0,47.0,3.0,477.88,,,,,,859.88,288.99,,,,,477.88,477.88,477.88,574.435,288.99,859.88
SC_EV1897701766,18977,EV1897701766,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,116.0,389.0,196.0,58.0,49.0,1.0,493.88,,,,,,859.88,,,,,,493.88,493.88,493.88,859.88,859.88,859.88
SC_EV1897701316,18977,EV1897701316,1,N20252026F,False,Shot_BlockedSameTeam,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,118.0,391.0,194.0,56.0,1.0,14.0,477.88,551.89,,,,,,,,,,,514.885,477.88,551.89,,,
SC_EV1897701775,18977,EV1897701775,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,130.0,403.0,182.0,44.0,13.0,2.0,418.98,,,,,,826.88,,,,,,418.98,418.98,418.98,826.88,826.88,826.88
SC_EV1897701778,18977,EV1897701778,2,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,1.0,0.0,132.0,405.0,180.0,42.0,15.0,34.0,418.98,,,,,,826.88,,,,,,418.98,418.98,418.98,826.88,826.88,826.88
SC_EV1897701331,18977,EV1897701331,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,412.0,139.0,35.0,173.0,7.0,27.0,266.88,,,,,,447.88,758.89,,,,,266.88,266.88,266.88,603.385,447.88,758.89
SC_EV1897702249,18977,EV1897702249,3,N20252026F,False,Shot_Missed,Shot_Slap,perimeter,False,False,False,Shot_Slap,0.0,0.0,143.0,416.0,169.0,31.0,11.0,23.0,483.98,,,,,,,,,,,,483.98,483.98,483.98,,,
SC_EV1897701341,18977,EV1897701341,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,150.0,423.0,162.0,24.0,18.0,16.0,431.88,,,,,,813.88,,,,,,431.88,431.88,431.88,813.88,813.88,813.88
SC_EV1897702255,18977,EV1897702255,3,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,2.0,428.0,155.0,19.0,157.0,23.0,11.0,229.99,,,,,,758.89,,,,,,229.99,229.99,229.99,758.89,758.89,758.89
SC_EV1897702264,18977,EV1897702264,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,443.0,170.0,4.0,142.0,4.0,35.0,547.0,229.99,,,,,,,,,,,388.495,229.99,547.0,,,
SC_EV1897702266,18977,EV1897702266,3,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,2.0,0.0,447.0,174.0,163.0,138.0,8.0,31.0,242.99,,,,,,,,,,,,242.99,242.99,242.99,,,
SC_EV1897702267,18977,EV1897702267,3,N20252026F,True,Goal_Scored,Goal_Snap,perimeter,False,False,False,Goal_Snap,0.0,1.0,447.0,174.0,163.0,138.0,8.0,31.0,242.99,,,,,,671.89,279.0,,,,,242.99,242.99,242.99,475.445,279.0,671.89
SC_EV1897701357,18977,EV1897701357,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,190.0,16.0,122.0,147.0,24.0,15.0,413.88,393.89,,,,,603.88,272.89,,,,,403.885,393.89,413.88,438.385,272.89,603.88
SC_EV1897701795,18977,EV1897701795,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,26.0,200.0,137.0,112.0,34.0,5.0,396.0,,,,,,,,,,,,396.0,396.0,396.0,,,
SC_EV1897701362,18977,EV1897701362,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,205.0,31.0,107.0,132.0,39.0,82.0,109.0,,,,,,396.0,,,,,,109.0,109.0,109.0,396.0,396.0,396.0
SC_EV1897701798,18977,EV1897701798,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,31.0,205.0,132.0,107.0,39.0,82.0,272.89,,,,,,548.89,,,,,,272.89,272.89,272.89,548.89,548.89,548.89
SC_EV1897701368,18977,EV1897701368,1,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,2.0,0.0,37.0,211.0,126.0,101.0,6.0,76.0,280.0,,,,,,474.89,,,,,,280.0,280.0,280.0,474.89,474.89,474.89
SC_EV1897702277,18977,EV1897702277,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,39.0,213.0,124.0,99.0,8.0,74.0,128.99,,,,,,474.89,,,,,,128.99,128.99,128.99,474.89,474.89,474.89
SC_EV1897701806,18977,EV1897701806,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,2.0,60.0,234.0,103.0,78.0,29.0,53.0,315.0,,,,,,138.0,,,,,,315.0,315.0,315.0,138.0,138.0,138.0
SC_EV1897702293,18977,EV1897702293,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,72.0,246.0,91.0,66.0,41.0,41.0,225.0,,,,,,192.99,,,,,,225.0,225.0,225.0,192.99,192.99,192.99
SC_EV1897702294,18977,EV1897702294,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,75.0,249.0,88.0,63.0,44.0,38.0,225.0,,,,,,192.99,377.89,,,,,225.0,225.0,225.0,285.44,192.99,377.89
SC_EV1897702306,18977,EV1897702306,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,264.0,90.0,48.0,73.0,59.0,23.0,381.88,,,,,,416.88,,,,,,381.88,381.88,381.88,416.88,416.88,416.88
SC_EV1897701826,18977,EV1897701826,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,102.0,276.0,61.0,36.0,71.0,11.0,197.0,,,,,,68.0,,,,,,197.0,197.0,197.0,68.0,68.0,68.0
SC_EV1897702317,18977,EV1897702317,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,287.0,113.0,25.0,50.0,82.0,66.0,270.98,,,,,,364.88,203.99,,,,,270.98,270.98,270.98,284.435,203.99,364.88
SC_EV1897701832,18977,EV1897701832,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,115.0,289.0,48.0,23.0,2.0,64.0,157.0,,,,,,231.89,,,,,,157.0,157.0,157.0,231.89,231.89,231.89
SC_EV1897701835,18977,EV1897701835,2,N20252026F,False,Shot_OnNetSaved,Shot_Tip,high,False,False,False,Shot_Tip,3.0,0.0,119.0,293.0,44.0,19.0,6.0,60.0,157.0,,,,,,309.89,,,,,,157.0,157.0,157.0,309.89,309.89,309.89
SC_EV1897701838,18977,EV1897701838,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,3.0,123.0,297.0,40.0,15.0,10.0,56.0,159.89,,,,,,332.88,,,,,,159.89,159.89,159.89,332.88,332.88,332.88
SC_EV1897701846,18977,EV1897701846,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,311.0,137.0,1.0,26.0,24.0,42.0,198.89,,,,,,290.88,,,,,,198.89,198.89,198.89,290.88,290.88,290.88
SC_EV1897702322,18977,EV1897702322,3,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,1.0,0.0,312.0,138.0,-1.0,25.0,25.0,41.0,290.88,,,,,,,,,,,,290.88,290.88,290.88,,,
SC_EV1897702323,18977,EV1897702323,3,N20252026F,True,Goal_Scored,Goal_Wrist,perimeter,False,False,False,Goal_Wrist,0.0,2.0,312.0,138.0,-1.0,25.0,25.0,41.0,290.88,,,,,,290.88,,,,,,290.88,290.88,290.88,290.88,290.88,290.88
SC_EV1897701409,18977,EV1897701409,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,5.0,143.0,-1.0,20.0,30.0,36.0,189.98,,,,,,290.88,,,,,,189.98,189.98,189.98,290.88,290.88,290.88
SC_EV1897701859,18977,EV1897701859,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,151.0,13.0,12.0,-1.0,38.0,28.0,126.89,,,,,,160.89,,,,,,126.89,126.89,126.89,160.89,160.89,160.89
SC_EV1897701868,18977,EV1897701868,2,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,0.0,0.0,163.0,25.0,-1.0,-1.0,50.0,16.0,102.89,,,,,,,,,,,,102.89,102.89,102.89,,,
SC_EV1897701869,18977,EV1897701869,2,N20252026F,True,Goal_Scored,Goal_Tip,high,False,False,False,Goal_Tip,0.0,1.0,163.0,25.0,-1.0,-1.0,50.0,16.0,102.89,,,,,,147.89,,,,,,102.89,102.89,102.89,147.89,147.89,147.89
SC_EV1897702330,18977,EV1897702330,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,35.0,10.0,-1.0,-1.0,60.0,6.0,125.98,,,,,,192.88,23.0,,,,,125.98,125.98,125.98,107.94,23.0,192.88
SC_EV1897702333,18977,EV1897702333,3,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,1.0,0.0,36.0,11.0,-1.0,-1.0,61.0,5.0,125.98,,,,,,192.88,,,,,,125.98,125.98,125.98,192.88,192.88,192.88
SC_EV1897702338,18977,EV1897702338,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,3.0,42.0,17.0,-1.0,-1.0,1.0,11.0,192.88,,,,,,54.99,,,,,,192.88,192.88,192.88,54.99,54.99,54.99
SC_EV1897702340,18977,EV1897702340,3,N20252026F,False,Shot_BlockedSameTeam,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,3.0,46.0,21.0,-1.0,-1.0,5.0,7.0,192.88,0.0,,,,,,,,,,,96.44,0.0,192.88,,,
SC_EV1897702343,18977,EV1897702343,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,51.0,26.0,-1.0,-1.0,10.0,2.0,192.88,192.88,0.0,121.89,,,98.89,192.88,121.89,54.99,,,126.9125,0.0,192.88,117.1625,54.99,192.88
SC_EV1897702346,18977,EV1897702346,3,N20252026F,False,Shot_OnNetSaved,Shot_Bat,perimeter,False,False,False,Shot_Bat,2.0,0.0,53.0,28.0,-1.0,-1.0,12.0,12.0,98.89,,,,,,98.89,,,,,,98.89,98.89,98.89,98.89,98.89,98.89
SC_EV1897701442,18977,EV1897701442,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,41.0,66.0,-1.0,-1.0,1.0,5.0,23.0,,,,,,43.9,98.89,,,,,23.0,23.0,23.0,71.395,43.9,98.89
SC_EV1897701883,18977,EV1897701883,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,92.0,67.0,-1.0,-1.0,15.0,4.0,20.9,,,,,,20.9,,,,,,20.9,20.9,20.9,20.9,20.9,20.9
SC_EV1897702357,18977,EV1897702357,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,92.0,67.0,-1.0,-1.0,15.0,4.0,20.9,,,,,,20.9,,,,,,20.9,20.9,20.9,20.9,20.9,20.9
SC_EV1897701455,18977,EV1897701455,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,94.0,69.0,-1.0,-1.0,17.0,2.0,20.9,,,,,,20.9,,,,,,20.9,20.9,20.9,20.9,20.9,20.9
SC_EV1897701887,18977,EV1897701887,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,96.0,71.0,-1.0,-1.0,19.0,1.0,125.98,,,,,,,,,,,,125.98,125.98,125.98,,,
SC_EV1898101004,18981,EV1898101004,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,773.0,27.0,-1.0,27.0,1157.0,,,,,,1659.99,,,,,,1157.0,1157.0,1157.0,1659.99,1659.99,1659.99
SC_EV1898101014,18981,EV1898101014,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,14.0,760.0,-1.0,14.0,1206.98,,,,,,3150.99,1270.99,,,,,1206.98,1206.98,1206.98,2210.99,1270.99,3150.99
SC_EV1898101019,18981,EV1898101019,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,-1.0,-1.0,8.0,754.0,-1.0,8.0,1727.98,1206.98,,,,,1244.99,,,,,,1467.48,1206.98,1727.98,1244.99,1244.99,1244.99
SC_EV1898101024,18981,EV1898101024,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,747.0,1.0,-1.0,1.0,1284.99,,,,,,1659.99,3235.98,,,,,1284.99,1284.99,1284.99,2447.985,1659.99,3235.98
SC_EV1898101461,18981,EV1898101461,2,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,1.0,0.0,-1.0,-1.0,833.0,746.0,-1.0,26.0,1727.98,1206.98,,,,,3150.99,,,,,,1467.48,1206.98,1727.98,3150.99,3150.99,3150.99
SC_EV1898101462,18981,EV1898101462,2,N20252026F,True,Goal_Scored,Goal_Wrist,perimeter,False,False,False,Goal_Wrist,0.0,0.0,-1.0,-1.0,833.0,746.0,-1.0,26.0,1727.98,,,,,,3150.99,,,,,,1727.98,1727.98,1727.98,3150.99,3150.99,3150.99
SC_EV1898101890,18981,EV1898101890,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,11.0,735.0,822.0,11.0,15.0,926.99,,,,,,1531.97,,,,,,926.99,926.99,926.99,1531.97,1531.97,1531.97
SC_EV1898101924,18981,EV1898101924,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,88.0,-1.0,745.0,658.0,25.0,21.0,1595.0,,,,,,1014.99,,,,,,1595.0,1595.0,1595.0,1014.99,1014.99,1014.99
SC_EV1898101932,18981,EV1898101932,3,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,0.0,-1.0,106.0,640.0,727.0,43.0,3.0,874.0,,,,,,2831.98,,,,,,874.0,874.0,874.0,2831.98,2831.98,2831.98
SC_EV1898101935,18981,EV1898101935,3,N20252026F,False,Shot_OnNetSaved,Shot_WrapAround,perimeter,False,False,False,Shot_WrapAround,0.0,0.0,-1.0,108.0,638.0,725.0,45.0,1.0,996.99,,,,,,2831.98,,,,,,996.99,996.99,996.99,2831.98,2831.98,2831.98
SC_EV1898101071,18981,EV1898101071,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,109.0,-1.0,724.0,637.0,46.0,1.0,1423.98,,,,,,2746.99,,,,,,1423.98,1423.98,1423.98,2746.99,2746.99,2746.99
SC_EV1898101479,18981,EV1898101479,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,110.0,-1.0,723.0,636.0,1.0,2.0,1188.99,,,,,,2746.99,,,,,,1188.99,1188.99,1188.99,2746.99,2746.99,2746.99
SC_EV1898101078,18981,EV1898101078,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,3.0,139.0,-1.0,694.0,607.0,27.0,22.0,1425.0,,,,,,868.99,,,,,,1425.0,1425.0,1425.0,868.99,868.99,868.99
SC_EV1898101087,18981,EV1898101087,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,161.0,-1.0,672.0,585.0,49.0,93.0,1039.98,,,,,,2710.99,868.99,,,,,1039.98,1039.98,1039.98,1789.9899999999998,868.99,2710.99
SC_EV1898101950,18981,EV1898101950,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,166.0,-1.0,667.0,580.0,5.0,88.0,1425.0,,,,,,984.99,,,,,,1425.0,1425.0,1425.0,984.99,984.99,984.99
SC_EV1898101500,18981,EV1898101500,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,171.0,-1.0,662.0,575.0,10.0,83.0,1188.99,1559.0,,,,,2710.99,1191.99,,,,,1373.995,1188.99,1559.0,1951.49,1191.99,2710.99
SC_EV1898101092,18981,EV1898101092,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,179.0,-1.0,654.0,567.0,18.0,75.0,1490.99,,,,,,886.99,,,,,,1490.99,1490.99,1490.99,886.99,886.99,886.99
SC_EV1898101511,18981,EV1898101511,2,N20252026F,False,Shot_Missed,Shot_Poke,perimeter,False,False,False,Shot_Poke,0.0,0.0,195.0,-1.0,638.0,551.0,34.0,59.0,1347.0,,,,,,690.99,,,,,,1347.0,1347.0,1347.0,690.99,690.99,690.99
SC_EV1898101986,18981,EV1898101986,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,226.0,520.0,607.0,65.0,28.0,638.99,,,,,,1302.0,,,,,,638.99,638.99,638.99,1302.0,1302.0,1302.0
SC_EV1898101527,18981,EV1898101527,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,232.0,-1.0,601.0,514.0,71.0,22.0,1342.98,,,,,,629.99,,,,,,1342.98,1342.98,1342.98,629.99,629.99,629.99
SC_EV1898101540,18981,EV1898101540,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,254.0,-1.0,579.0,492.0,93.0,18.0,1280.98,1361.98,,,,,2250.99,630.99,,,,,1321.48,1280.98,1361.98,1440.9899999999998,630.99,2250.99
SC_EV1898102003,18981,EV1898102003,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,254.0,-1.0,579.0,492.0,93.0,18.0,1280.98,,,,,,2250.99,562.99,,,,,1280.98,1280.98,1280.98,1406.9899999999998,562.99,2250.99
SC_EV1898101545,18981,EV1898101545,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,260.0,-1.0,573.0,486.0,6.0,12.0,1204.0,,,,,,2250.99,562.99,,,,,1204.0,1204.0,1204.0,1406.9899999999998,562.99,2250.99
