proximity_key,event_id,game_id,player_id,player_name,player_role,is_event_team,player_x,player_y,puck_x,puck_y,distance_to_puck,is_puck_carrier,is_pressuring,_export_timestamp
PPX18969010010192,EV1896901001,18969,P100192,Chris Premo,event_player_1,True,98.6,44.2,75.9,47.6,22.953213282675684,False,False,2026-01-13T11:03:20.663945
PPX18969010010025,EV1896901001,18969,P100025,Andrew Marshall,event_player_2,True,75.9,54.4,75.9,47.6,6.799999999999997,False,True,2026-01-13T11:03:20.663993
PPX18969010010001,EV1896901001,18969,P100001,Sam Downs,opp_player_1,False,100.8,41.9,75.9,47.6,25.54407954888959,False,False,2026-01-13T11:03:20.664040
PPX18969010020025,EV1896901002,18969,P100025,Andrew Marshall,event_player_1,True,110.5,24.4,158.6,74.2,69.23618995872029,False,False,2026-01-13T11:03:20.664063
PPX18969010020030,EV1896901002,18969,P100030,Jesse Chambless,event_player_2,True,67.4,61.8,158.6,74.2,92.03912211663038,False,False,2026-01-13T11:03:20.664084
