game_id,player_id,avg_rating,avg_opp_rating,lookup_key,_export_timestamp
18969,P100001,6.0,0.0,P100001_18969,2026-01-13T11:03:06.675883
18969,P100002,4.0,0.0,P100002_18969,2026-01-13T11:03:06.675883
18969,P100016,5.0,0.0,P100016_18969,2026-01-13T11:03:06.675883
18969,P100022,4.0,0.0,P100022_18969,2026-01-13T11:03:06.675883
18969,P100023,4.0,0.0,P100023_18969,2026-01-13T11:03:06.675883
18969,P100024,3.0,0.0,P100024_18969,2026-01-13T11:03:06.675883
18969,P100025,4.0,0.0,P100025_18969,2026-01-13T11:03:06.675883
18969,P100027,2.0,0.0,P100027_18969,2026-01-13T11:03:06.675883
18969,P100030,5.0,0.0,P100030_18969,2026-01-13T11:03:06.675883
18969,P100039,2.0,0.0,P100039_18969,2026-01-13T11:03:06.675883
18969,P100064,3.0,0.0,P100064_18969,2026-01-13T11:03:06.675883
18969,P100070,4.0,0.0,P100070_18969,2026-01-13T11:03:06.675883
18969,P100093,3.0,0.0,P100093_18969,2026-01-13T11:03:06.675883
18969,P100105,4.0,0.0,P100105_18969,2026-01-13T11:03:06.675883
18969,P100107,3.0,0.0,P100107_18969,2026-01-13T11:03:06.675883
18969,P100108,3.0,0.0,P100108_18969,2026-01-13T11:03:06.675883
18969,P100110,2.0,0.0,P100110_18969,2026-01-13T11:03:06.675883
18969,P100117,6.0,0.0,P100117_18969,2026-01-13T11:03:06.675883
18969,P100132,4.0,0.0,P100132_18969,2026-01-13T11:03:06.675883
18969,P100161,5.0,0.0,P100161_18969,2026-01-13T11:03:06.675883
18969,P100192,5.0,0.0,P100192_18969,2026-01-13T11:03:06.675883
18969,P100198,4.0,0.0,P100198_18969,2026-01-13T11:03:06.675883
18969,P100201,5.0,0.0,P100201_18969,2026-01-13T11:03:06.675883
18969,P100202,5.0,0.0,P100202_18969,2026-01-13T11:03:06.675883
18969,P100210,4.0,0.0,P100210_18969,2026-01-13T11:03:06.675883
18969,P100222,3.0,0.0,P100222_18969,2026-01-13T11:03:06.675883
18969,P100224,3.0,0.0,P100224_18969,2026-01-13T11:03:06.675883
18977,P100001,6.0,0.0,P100001_18977,2026-01-13T11:03:06.675883
18977,P100002,4.0,0.0,P100002_18977,2026-01-13T11:03:06.675883
18977,P100016,5.0,0.0,P100016_18977,2026-01-13T11:03:06.675883
18977,P100038,3.0,0.0,P100038_18977,2026-01-13T11:03:06.675883
18977,P100039,2.0,0.0,P100039_18977,2026-01-13T11:03:06.675883
18977,P100047,5.0,0.0,P100047_18977,2026-01-13T11:03:06.675883
18977,P100049,3.0,0.0,P100049_18977,2026-01-13T11:03:06.675883
18977,P100070,4.0,0.0,P100070_18977,2026-01-13T11:03:06.675883
18977,P100081,3.0,0.0,P100081_18977,2026-01-13T11:03:06.675883
18977,P100084,6.0,0.0,P100084_18977,2026-01-13T11:03:06.675883
18977,P100086,4.0,0.0,P100086_18977,2026-01-13T11:03:06.675883
18977,P100088,5.0,0.0,P100088_18977,2026-01-13T11:03:06.675883
18977,P100091,2.0,0.0,P100091_18977,2026-01-13T11:03:06.675883
18977,P100096,4.0,0.0,P100096_18977,2026-01-13T11:03:06.675883
18977,P100097,3.0,0.0,P100097_18977,2026-01-13T11:03:06.675883
18977,P100100,4.0,0.0,P100100_18977,2026-01-13T11:03:06.675883
18977,P100105,4.0,0.0,P100105_18977,2026-01-13T11:03:06.675883
18977,P100108,3.0,0.0,P100108_18977,2026-01-13T11:03:06.675883
18977,P100123,4.0,0.0,P100123_18977,2026-01-13T11:03:06.675883
18977,P100132,4.0,0.0,P100132_18977,2026-01-13T11:03:06.675883
18977,P100159,5.0,0.0,P100159_18977,2026-01-13T11:03:06.675883
18977,P100161,5.0,0.0,P100161_18977,2026-01-13T11:03:06.675883
18977,P100198,4.0,0.0,P100198_18977,2026-01-13T11:03:06.675883
18977,P100201,5.0,0.0,P100201_18977,2026-01-13T11:03:06.675883
18977,P100211,4.0,0.0,P100211_18977,2026-01-13T11:03:06.675883
18977,P100224,3.0,0.0,P100224_18977,2026-01-13T11:03:06.675883
18977,P100230,2.0,0.0,P100230_18977,2026-01-13T11:03:06.675883
18981,P100001,6.0,0.0,P100001_18981,2026-01-13T11:03:06.675883
18981,P100002,4.0,0.0,P100002_18981,2026-01-13T11:03:06.675883
18981,P100016,5.0,0.0,P100016_18981,2026-01-13T11:03:06.675883
18981,P100039,2.0,0.0,P100039_18981,2026-01-13T11:03:06.675883
18981,P100061,3.0,0.0,P100061_18981,2026-01-13T11:03:06.675883
18981,P100066,6.0,0.0,P100066_18981,2026-01-13T11:03:06.675883
18981,P100070,4.0,0.0,P100070_18981,2026-01-13T11:03:06.675883
18981,P100071,3.0,0.0,P100071_18981,2026-01-13T11:03:06.675883
18981,P100072,2.0,0.0,P100072_18981,2026-01-13T11:03:06.675883
18981,P100074,4.0,0.0,P100074_18981,2026-01-13T11:03:06.675883
18981,P100078,5.0,0.0,P100078_18981,2026-01-13T11:03:06.675883
18981,P100079,4.0,0.0,P100079_18981,2026-01-13T11:03:06.675883
18981,P100093,3.0,0.0,P100093_18981,2026-01-13T11:03:06.675883
18981,P100105,4.0,0.0,P100105_18981,2026-01-13T11:03:06.675883
18981,P100108,3.0,0.0,P100108_18981,2026-01-13T11:03:06.675883
18981,P100111,2.0,0.0,P100111_18981,2026-01-13T11:03:06.675883
18981,P100119,5.0,0.0,P100119_18981,2026-01-13T11:03:06.675883
18981,P100132,4.0,0.0,P100132_18981,2026-01-13T11:03:06.675883
18981,P100138,3.0,0.0,P100138_18981,2026-01-13T11:03:06.675883
18981,P100159,5.0,0.0,P100159_18981,2026-01-13T11:03:06.675883
18981,P100161,5.0,0.0,P100161_18981,2026-01-13T11:03:06.675883
18981,P100164,4.0,0.0,P100164_18981,2026-01-13T11:03:06.675883
18981,P100197,5.0,0.0,P100197_18981,2026-01-13T11:03:06.675883
18981,P100198,4.0,0.0,P100198_18981,2026-01-13T11:03:06.675883
18981,P100201,5.0,0.0,P100201_18981,2026-01-13T11:03:06.675883
18981,P100224,3.0,0.0,P100224_18981,2026-01-13T11:03:06.675883
18981,P100230,2.0,0.0,P100230_18981,2026-01-13T11:03:06.675883
18987,P100001,6.0,0.0,P100001_18987,2026-01-13T11:03:06.675883
18987,P100002,4.0,0.0,P100002_18987,2026-01-13T11:03:06.675883
18987,P100004,4.0,0.0,P100004_18987,2026-01-13T11:03:06.675883
18987,P100009,5.0,0.0,P100009_18987,2026-01-13T11:03:06.675883
18987,P100016,5.0,0.0,P100016_18987,2026-01-13T11:03:06.675883
18987,P100031,5.0,0.0,P100031_18987,2026-01-13T11:03:06.675883
18987,P100032,5.0,0.0,P100032_18987,2026-01-13T11:03:06.675883
18987,P100033,3.0,0.0,P100033_18987,2026-01-13T11:03:06.675883
18987,P100034,3.0,0.0,P100034_18987,2026-01-13T11:03:06.675883
18987,P100039,2.0,0.0,P100039_18987,2026-01-13T11:03:06.675883
18987,P100064,3.0,0.0,P100064_18987,2026-01-13T11:03:06.675883
18987,P100080,2.0,0.0,P100080_18987,2026-01-13T11:03:06.675883
18987,P100099,4.0,0.0,P100099_18987,2026-01-13T11:03:06.675883
18987,P100105,4.0,0.0,P100105_18987,2026-01-13T11:03:06.675883
18987,P100108,3.0,0.0,P100108_18987,2026-01-13T11:03:06.675883
18987,P100128,5.0,0.0,P100128_18987,2026-01-13T11:03:06.675883
18987,P100132,4.0,0.0,P100132_18987,2026-01-13T11:03:06.675883
18987,P100170,4.0,0.0,P100170_18987,2026-01-13T11:03:06.675883
18987,P100185,6.0,0.0,P100185_18987,2026-01-13T11:03:06.675883
18987,P100198,4.0,0.0,P100198_18987,2026-01-13T11:03:06.675883
18987,P100201,5.0,0.0,P100201_18987,2026-01-13T11:03:06.675883
18987,P100214,4.0,0.0,P100214_18987,2026-01-13T11:03:06.675883
18987,P100223,3.0,0.0,P100223_18987,2026-01-13T11:03:06.675883
18987,P100224,3.0,0.0,P100224_18987,2026-01-13T11:03:06.675883
18987,P100230,2.0,0.0,P100230_18987,2026-01-13T11:03:06.675883
18987,P100232,2.0,0.0,P100232_18987,2026-01-13T11:03:06.675883
