shift_player_key,shift_key,game_id,shift_index,player_number,player_id,player_name,venue,slot,period,shift_duration,playing_duration,situation,strength,stoppage_time,pm_plus_ev,pm_minus_ev,goal_for,goal_against,team_en,opp_en,logical_shift_number,period_id,venue_id,strength_id,situation_id,slot_id,team_id
L18969007214,S18969000072,18969,72,9,P100105,Ronnie Pinnell,away,defense_1,3.0,63.0,63.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,7,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969007815,S18969000078,18969,78,9,P100105,Ronnie Pinnell,away,defense_2,3.0,42.0,42.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,8,P0003,VN0002,STR0001,SIT0003,SL0002,N10010
L18969007915,S18969000079,18969,79,9,P100105,Ronnie Pinnell,away,defense_2,3.0,9.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,8,P0003,VN0002,STR0001,SIT0003,SL0002,N10010
L18969008814,S18969000088,18969,88,9,P100105,Ronnie Pinnell,away,defense_1,3.0,58.0,58.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,9,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969000205,S18969000002,18969,2,78,P100107,Matt Quinn,home,defense_2,1.0,79.0,58.0,Full Strength,5v5,21.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0002,N10008
L18969000305,S18969000003,18969,3,78,P100107,Matt Quinn,home,defense_2,1.0,9.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0002,N10008
L18969000405,S18969000004,18969,4,78,P100107,Matt Quinn,home,defense_2,1.0,29.0,29.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0002,N10008
L18969000505,S18969000005,18969,5,78,P100107,Matt Quinn,home,defense_2,1.0,4.0,4.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0002,N10008
L18969000605,S18969000006,18969,6,78,P100107,Matt Quinn,home,defense_2,1.0,8.0,8.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0002,N10008
L18969000904,S18969000009,18969,9,78,P100107,Matt Quinn,home,defense_1,1.0,16.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969001004,S18969000010,18969,10,78,P100107,Matt Quinn,home,defense_1,1.0,9.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969001104,S18969000011,18969,11,78,P100107,Matt Quinn,home,defense_1,1.0,25.0,25.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969001204,S18969000012,18969,12,78,P100107,Matt Quinn,home,defense_1,1.0,35.0,12.0,Full Strength,5v5,23.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969001304,S18969000013,18969,13,78,P100107,Matt Quinn,home,defense_1,1.0,52.0,52.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969001404,S18969000014,18969,14,78,P100107,Matt Quinn,home,defense_1,1.0,49.0,37.0,Full Strength,5v5,12.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969002404,S18969000024,18969,24,78,P100107,Matt Quinn,home,defense_1,1.0,61.0,61.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,3,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969002504,S18969000025,18969,25,78,P100107,Matt Quinn,home,defense_1,1.0,79.0,67.0,Full Strength,5v5,12.0,0.0,0.0,0,0,0.0,0.0,3,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969002604,S18969000026,18969,26,78,P100107,Matt Quinn,home,defense_1,1.0,5.0,5.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,3,P0001,VN0001,STR0001,SIT0003,SL0001,N10008
L18969003104,S18969000031,18969,31,78,P100107,Matt Quinn,home,defense_1,2.0,49.0,49.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,4,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969003204,S18969000032,18969,32,78,P100107,Matt Quinn,home,defense_1,2.0,19.0,19.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,4,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969003304,S18969000033,18969,33,78,P100107,Matt Quinn,home,defense_1,2.0,17.0,17.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,4,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969003404,S18969000034,18969,34,78,P100107,Matt Quinn,home,defense_1,2.0,67.0,47.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,4,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004004,S18969000040,18969,40,78,P100107,Matt Quinn,home,defense_1,2.0,20.0,20.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004104,S18969000041,18969,41,78,P100107,Matt Quinn,home,defense_1,2.0,4.0,4.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004204,S18969000042,18969,42,78,P100107,Matt Quinn,home,defense_1,2.0,29.0,29.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004304,S18969000043,18969,43,78,P100107,Matt Quinn,home,defense_1,2.0,38.0,38.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004404,S18969000044,18969,44,78,P100107,Matt Quinn,home,defense_1,2.0,27.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004504,S18969000045,18969,45,78,P100107,Matt Quinn,home,defense_1,2.0,12.0,12.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004604,S18969000046,18969,46,78,P100107,Matt Quinn,home,defense_1,2.0,6.0,6.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004704,S18969000047,18969,47,78,P100107,Matt Quinn,home,defense_1,2.0,11.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004804,S18969000048,18969,48,78,P100107,Matt Quinn,home,defense_1,2.0,7.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969004904,S18969000049,18969,49,78,P100107,Matt Quinn,home,defense_1,2.0,3.0,3.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969005404,S18969000054,18969,54,78,P100107,Matt Quinn,home,defense_1,2.0,16.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969005504,S18969000055,18969,55,78,P100107,Matt Quinn,home,defense_1,2.0,14.0,14.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969005604,S18969000056,18969,56,78,P100107,Matt Quinn,home,defense_1,2.0,13.0,13.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969005704,S18969000057,18969,57,78,P100107,Matt Quinn,home,defense_1,2.0,78.0,55.0,Full Strength,5v5,23.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969005804,S18969000058,18969,58,78,P100107,Matt Quinn,home,defense_1,2.0,11.0,11.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0001,N10008
L18969006304,S18969000063,18969,63,78,P100107,Matt Quinn,home,defense_1,2.0,94.0,70.0,Away PowerPlay,4v5,24.0,0.0,0.0,0,0,0.0,0.0,7,P0002,VN0001,STR0004,SIT0002,SL0001,N10008
L18969006504,S18969000065,18969,65,78,P100107,Matt Quinn,home,defense_1,3.0,35.0,35.0,Away PowerPlay,4v5,0.0,0.0,0.0,0,1,0.0,0.0,8,P0003,VN0001,STR0004,SIT0002,SL0001,N10008
L18969006604,S18969000066,18969,66,78,P100107,Matt Quinn,home,defense_1,3.0,48.0,48.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,8,P0003,VN0001,STR0001,SIT0003,SL0001,N10008
L18969007304,S18969000073,18969,73,78,P100107,Matt Quinn,home,defense_1,3.0,70.0,70.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,9,P0003,VN0001,STR0001,SIT0003,SL0001,N10008
L18969007404,S18969000074,18969,74,78,P100107,Matt Quinn,home,defense_1,3.0,73.0,73.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,9,P0003,VN0001,STR0001,SIT0003,SL0001,N10008
L18969007504,S18969000075,18969,75,78,P100107,Matt Quinn,home,defense_1,3.0,13.0,13.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,9,P0003,VN0001,STR0001,SIT0003,SL0001,N10008
L18969008105,S18969000081,18969,81,78,P100107,Matt Quinn,home,defense_2,3.0,50.0,50.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,10,P0003,VN0001,STR0001,SIT0003,SL0002,N10008
L18969008205,S18969000082,18969,82,78,P100107,Matt Quinn,home,defense_2,3.0,2.0,2.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,10,P0003,VN0001,STR0001,SIT0003,SL0002,N10008
L18969008305,S18969000083,18969,83,78,P100107,Matt Quinn,home,defense_2,3.0,34.0,34.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,10,P0003,VN0001,STR0001,SIT0003,SL0002,N10008
L18969008405,S18969000084,18969,84,78,P100107,Matt Quinn,home,defense_2,3.0,22.0,22.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,10,P0003,VN0001,STR0001,SIT0003,SL0002,N10008
L18969008905,S18969000089,18969,89,78,P100107,Matt Quinn,home,defense_2,3.0,27.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,11,P0003,VN0001,STR0001,SIT0003,SL0002,N10008
L18969009005,S18969000090,18969,90,78,P100107,Matt Quinn,home,defense_2,3.0,42.0,42.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,11,P0003,VN0001,STR0001,SIT0003,SL0002,N10008
L18969009105,S18969000091,18969,91,78,P100107,Matt Quinn,home,defense_2,3.0,69.0,39.0,Full Strength,5v5,30.0,0.0,0.0,0,0,0.0,0.0,11,P0003,VN0001,STR0001,SIT0003,SL0002,N10008
L18969000115,S18969000001,18969,1,22,P100108,Robert Mayfield,away,defense_2,1.0,82.0,82.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0002,STR0001,SIT0003,SL0002,N10010
L18969000814,S18969000008,18969,8,22,P100108,Robert Mayfield,away,defense_1,1.0,7.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0002,STR0001,SIT0003,SL0001,N10010
L18969000914,S18969000009,18969,9,22,P100108,Robert Mayfield,away,defense_1,1.0,16.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0002,STR0001,SIT0003,SL0001,N10010
L18969001014,S18969000010,18969,10,22,P100108,Robert Mayfield,away,defense_1,1.0,9.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0002,STR0001,SIT0003,SL0001,N10010
L18969001114,S18969000011,18969,11,22,P100108,Robert Mayfield,away,defense_1,1.0,25.0,25.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,1,P0001,VN0002,STR0001,SIT0003,SL0001,N10010
L18969001214,S18969000012,18969,12,22,P100108,Robert Mayfield,away,defense_1,1.0,35.0,12.0,Full Strength,5v5,23.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0002,STR0001,SIT0003,SL0001,N10010
L18969002315,S18969000023,18969,23,22,P100108,Robert Mayfield,away,defense_2,1.0,37.0,37.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,2,P0001,VN0002,STR0001,SIT0003,SL0002,N10010
L18969002914,S18969000029,18969,29,22,P100108,Robert Mayfield,away,defense_1,1.0,59.0,59.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,3,P0001,VN0002,STR0001,SIT0003,SL0001,N10010
L18969003114,S18969000031,18969,31,22,P100108,Robert Mayfield,away,defense_1,2.0,49.0,49.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,4,P0002,VN0002,STR0001,SIT0003,SL0001,N10010
L18969003715,S18969000037,18969,37,22,P100108,Robert Mayfield,away,defense_2,2.0,95.0,79.0,Full Strength,5v5,16.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0002,STR0001,SIT0003,SL0002,N10010
L18969003815,S18969000038,18969,38,22,P100108,Robert Mayfield,away,defense_2,2.0,11.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0002,STR0001,SIT0003,SL0002,N10010
L18969005115,S18969000051,18969,51,22,P100108,Robert Mayfield,away,defense_2,2.0,39.0,39.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0002,STR0001,SIT0003,SL0002,N10010
L18969005215,S18969000052,18969,52,22,P100108,Robert Mayfield,away,defense_2,2.0,8.0,8.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0002,STR0001,SIT0003,SL0002,N10010
L18969006115,S18969000061,18969,61,22,P100108,Robert Mayfield,away,defense_2,2.0,11.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,7,P0002,VN0002,STR0001,SIT0003,SL0002,N10010
L18969006215,S18969000062,18969,62,22,P100108,Robert Mayfield,away,defense_2,2.0,4.0,4.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,7,P0002,VN0002,STR0001,SIT0003,SL0002,N10010
L18969006315,S18969000063,18969,63,22,P100108,Robert Mayfield,away,defense_2,2.0,94.0,70.0,Away PowerPlay,4v5,24.0,0.0,0.0,0,0,0.0,0.0,7,P0002,VN0002,STR0004,SIT0002,SL0002,N10010
L18969007315,S18969000073,18969,73,22,P100108,Robert Mayfield,away,defense_2,3.0,70.0,70.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,8,P0003,VN0002,STR0001,SIT0003,SL0002,N10010
L18969007415,S18969000074,18969,74,22,P100108,Robert Mayfield,away,defense_2,3.0,73.0,73.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,8,P0003,VN0002,STR0001,SIT0003,SL0002,N10010
L18969007515,S18969000075,18969,75,22,P100108,Robert Mayfield,away,defense_2,3.0,13.0,13.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,8,P0003,VN0002,STR0001,SIT0003,SL0002,N10010
L18969008414,S18969000084,18969,84,22,P100108,Robert Mayfield,away,defense_1,3.0,22.0,22.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,9,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969008514,S18969000085,18969,85,22,P100108,Robert Mayfield,away,defense_1,3.0,16.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,9,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969008614,S18969000086,18969,86,22,P100108,Robert Mayfield,away,defense_1,3.0,45.0,45.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,9,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969008714,S18969000087,18969,87,22,P100108,Robert Mayfield,away,defense_1,3.0,24.0,24.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,9,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969008914,S18969000089,18969,89,22,P100108,Robert Mayfield,away,defense_1,3.0,27.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,10,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969009014,S18969000090,18969,90,22,P100108,Robert Mayfield,away,defense_1,3.0,42.0,42.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,10,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969009514,S18969000095,18969,95,22,P100108,Robert Mayfield,away,defense_1,3.0,10.0,10.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,11,P0003,VN0002,STR0001,SIT0003,SL0001,N10010
L18969000202,S18969000002,18969,2,82,P100110,JoLyn Maly,home,forward_2,1.0,79.0,58.0,Full Strength,5v5,21.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969001402,S18969000014,18969,14,82,P100110,JoLyn Maly,home,forward_2,1.0,49.0,37.0,Full Strength,5v5,12.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969001502,S18969000015,18969,15,82,P100110,JoLyn Maly,home,forward_2,1.0,9.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969001602,S18969000016,18969,16,82,P100110,JoLyn Maly,home,forward_2,1.0,23.0,23.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969001702,S18969000017,18969,17,82,P100110,JoLyn Maly,home,forward_2,1.0,6.0,6.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969001802,S18969000018,18969,18,82,P100110,JoLyn Maly,home,forward_2,1.0,7.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969001902,S18969000019,18969,19,82,P100110,JoLyn Maly,home,forward_2,1.0,14.0,14.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969002502,S18969000025,18969,25,82,P100110,JoLyn Maly,home,forward_2,1.0,79.0,67.0,Full Strength,5v5,12.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969002602,S18969000026,18969,26,82,P100110,JoLyn Maly,home,forward_2,1.0,5.0,5.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0004,N10008
L18969003402,S18969000034,18969,34,82,P100110,JoLyn Maly,home,forward_2,2.0,67.0,47.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,3,P0002,VN0001,STR0001,SIT0003,SL0004,N10008
L18969003502,S18969000035,18969,35,82,P100110,JoLyn Maly,home,forward_2,2.0,19.0,19.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,3,P0002,VN0001,STR0001,SIT0003,SL0004,N10008
L18969004302,S18969000043,18969,43,82,P100110,JoLyn Maly,home,forward_2,2.0,38.0,38.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,4,P0002,VN0001,STR0001,SIT0003,SL0004,N10008
L18969004402,S18969000044,18969,44,82,P100110,JoLyn Maly,home,forward_2,2.0,27.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,4,P0002,VN0001,STR0001,SIT0003,SL0004,N10008
L18969004502,S18969000045,18969,45,82,P100110,JoLyn Maly,home,forward_2,2.0,12.0,12.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,4,P0002,VN0001,STR0001,SIT0003,SL0004,N10008
L18969005502,S18969000055,18969,55,82,P100110,JoLyn Maly,home,forward_2,2.0,14.0,14.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0004,N10008
L18969005602,S18969000056,18969,56,82,P100110,JoLyn Maly,home,forward_2,2.0,13.0,13.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0004,N10008
L18969005702,S18969000057,18969,57,82,P100110,JoLyn Maly,home,forward_2,2.0,78.0,55.0,Full Strength,5v5,23.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0004,N10008
L18969007102,S18969000071,18969,71,82,P100110,JoLyn Maly,home,forward_2,3.0,7.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0003,VN0001,STR0001,SIT0003,SL0004,N10008
L18969007202,S18969000072,18969,72,82,P100110,JoLyn Maly,home,forward_2,3.0,63.0,63.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0003,VN0001,STR0001,SIT0003,SL0004,N10008
L18969007902,S18969000079,18969,79,82,P100110,JoLyn Maly,home,forward_2,3.0,9.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,7,P0003,VN0001,STR0001,SIT0003,SL0004,N10008
L18969008002,S18969000080,18969,80,82,P100110,JoLyn Maly,home,forward_2,3.0,11.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,7,P0003,VN0001,STR0001,SIT0003,SL0004,N10008
L18969008102,S18969000081,18969,81,82,P100110,JoLyn Maly,home,forward_2,3.0,50.0,50.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,7,P0003,VN0001,STR0001,SIT0003,SL0004,N10008
L18969008802,S18969000088,18969,88,82,P100110,JoLyn Maly,home,forward_2,3.0,58.0,58.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,8,P0003,VN0001,STR0001,SIT0003,SL0004,N10008
L18969000201,S18969000002,18969,2,45,P100117,Keegan Mantaro,home,forward_1,1.0,79.0,58.0,Full Strength,5v5,21.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969000301,S18969000003,18969,3,45,P100117,Keegan Mantaro,home,forward_1,1.0,9.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969000401,S18969000004,18969,4,45,P100117,Keegan Mantaro,home,forward_1,1.0,29.0,29.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,1,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969001001,S18969000010,18969,10,45,P100117,Keegan Mantaro,home,forward_1,1.0,9.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969001101,S18969000011,18969,11,45,P100117,Keegan Mantaro,home,forward_1,1.0,25.0,25.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969001201,S18969000012,18969,12,45,P100117,Keegan Mantaro,home,forward_1,1.0,35.0,12.0,Full Strength,5v5,23.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969001301,S18969000013,18969,13,45,P100117,Keegan Mantaro,home,forward_1,1.0,52.0,52.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,2,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969002201,S18969000022,18969,22,45,P100117,Keegan Mantaro,home,forward_1,1.0,57.0,57.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,3,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969002301,S18969000023,18969,23,45,P100117,Keegan Mantaro,home,forward_1,1.0,37.0,37.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,3,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969002701,S18969000027,18969,27,45,P100117,Keegan Mantaro,home,forward_1,1.0,65.0,45.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,4,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969002801,S18969000028,18969,28,45,P100117,Keegan Mantaro,home,forward_1,1.0,78.0,58.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,4,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969002901,S18969000029,18969,29,45,P100117,Keegan Mantaro,home,forward_1,1.0,59.0,59.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,4,P0001,VN0001,STR0001,SIT0003,SL0003,N10008
L18969003401,S18969000034,18969,34,45,P100117,Keegan Mantaro,home,forward_1,2.0,67.0,47.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0003,N10008
L18969003501,S18969000035,18969,35,45,P100117,Keegan Mantaro,home,forward_1,2.0,19.0,19.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0003,N10008
L18969003601,S18969000036,18969,36,45,P100117,Keegan Mantaro,home,forward_1,2.0,33.0,33.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,5,P0002,VN0001,STR0001,SIT0003,SL0003,N10008
L18969004001,S18969000040,18969,40,45,P100117,Keegan Mantaro,home,forward_1,2.0,20.0,20.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0003,N10008
L18969004101,S18969000041,18969,41,45,P100117,Keegan Mantaro,home,forward_1,2.0,4.0,4.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0003,N10008
L18969004201,S18969000042,18969,42,45,P100117,Keegan Mantaro,home,forward_1,2.0,29.0,29.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0003,N10008
L18969004301,S18969000043,18969,43,45,P100117,Keegan Mantaro,home,forward_1,2.0,38.0,38.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,6,P0002,VN0001,STR0001,SIT0003,SL0003,N10008
L18969005201,S18969000052,18969,52,45,P100117,Keegan Mantaro,home,forward_1,2.0,8.0,8.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,7,P0002,VN0001,STR0001,SIT0003,SL0003,N10008
