event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,event_running_start,event_running_end,running_video_time,period_start_total_running_seconds,running_intermission_duration,team_venue,team_venue_abv,player_team,home_team_zone,away_team_zone,player_role,side_of_puck,role_number,role_abrev,player_game_number,strength,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,is_goal,is_highlight,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,player_rating,cycle_key,is_cycle,is_rebound,is_zone_entry,is_zone_exit,is_controlled_entry,is_carried_entry,is_controlled_exit,is_carried_exit,is_rush,is_save,is_turnover,is_giveaway,is_bad_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_tipped,is_sog,is_corsi,is_fenwick,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,is_pressured,danger_level,danger_level_id,scoring_chance_key,prev_event_id,prev_event_type,prev_event_detail,prev_event_team,prev_event_same_team,next_event_id,next_event_type,next_event_detail,next_event_team,next_event_same_team,time_since_prev,time_to_next,time_to_next_sog,time_since_last_sog,events_to_next_sog,events_since_last_sog,next_sog_result,led_to_sog,is_pre_shot_event,is_shot_assist,time_to_next_goal,time_since_last_goal,events_to_next_goal,events_since_last_goal,led_to_goal,time_since_zone_entry,events_since_zone_entry,time_since_zone_exit,sequence_event_num,sequence_total_events,sequence_duration,is_sequence_first,is_sequence_last,sequence_has_sog,sequence_has_goal,sequence_shot_count,consecutive_team_events,time_since_possession_change,events_since_possession_change,time_since_faceoff,events_since_faceoff,is_rush_calculated,time_from_entry_to_shot,turnover_weight,turnover_zone_multiplier,turnover_category,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1896901422,18969,1,P01,Shot,ET0001,Shot_Goal,ED0037,,,True,SC01,Offensive,ZN01,SQ1896900048,PL1896904801,EC18969001422,TV1896901422,Platinum,N10008,Velodrome,N10010,0.0,P100201,P100202,3.0,23.0,3.0,23.0,203.0,203.0,997.0,997.0,997.0,0,0,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,42.0,5v5,Deke,,s,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO01,,,,1,0,0,low,DL03,SC189690017,EV1896901421,Possession,Breakaway,Velodrome,1,EV1896901423,Goal,Goal_Scored,Velodrome,1,2.0,0.0,1.0,15.0,8.0,31.0,save,0,0,0,0.0,145.0,1.0,209.0,0,3.0,4.0,8.0,1.0,13.0,185.0,1,0,1,0,1.0,3,12.0,23.0,23.0,46.0,0,,,,,0.0,0.0,145.0,473.0,-1.0,2.0,44.0,3.0,196.99,,,,,,652.97,,,,,,196.99,196.99,196.99,652.97,652.97,652.97
EV1896901423,18969,1,P01,Goal,ET0012,Goal_Scored,ED0006,Goal_Backhand,ED015,True,SC01,Offensive,ZN01,SQ1896900049,PL1896904906,EC18969001423,TV1896901423,Platinum,N10008,Velodrome,N10010,0.0,P100201,P100202,3.0,23.0,3.0,23.0,203.0,203.0,997.0,997.0,997.0,0,0,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,42.0,5v5,Deke,,s,,1,0,Garrett Ashcroft,N20252026F,4.0,ST0004,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO01,,,,1,0,0,low,DL03,SC189690018,EV1896901422,Shot,Shot_Goal,Velodrome,1,EV1896901424,Stoppage,Stoppage_Play,Velodrome,1,0.0,0.0,1.0,0.0,7.0,1.0,save,0,0,0,2.0,145.0,12.0,210.0,0,3.0,5.0,8.0,1.0,13.0,195.0,1,0,0,1,0.0,4,12.0,24.0,23.0,47.0,0,,,,,0.0,1.0,145.0,473.0,-1.0,2.0,44.0,3.0,196.99,,,,,,652.97,,,,,,196.99,196.99,196.99,652.97,652.97,652.97
EV1896902490,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1896900123,PL1896912304,EC18969002490,TV1896902490,Platinum,N10008,Velodrome,N10010,0.0,P100023,P100016,3.0,22.0,3.0,22.0,202.0,202.0,3398.0,3398.0,5198.0,2400,1800,h,,Platinum,Defensive,Offensive,event_player_1,Offensive,1,e1,3.0,5v5,SecondTouch,,s,,0,0,Alex Considine,N20252026F,5.0,ST0001,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189690065,EV1896902489,Pass,Pass_Completed,Platinum,1,EV1896902491,Save,Save_Rebound,Velodrome,0,0.0,0.0,1.0,1.0,4.0,8.0,goal,0,0,0,1.0,1.0,5.0,7.0,0,4.0,12.0,9.0,13.0,13.0,213.0,0,1,1,0,2.0,5,13.0,31.0,24.0,54.0,0,,,,,0.0,0.0,474.0,1.0,1.0,-1.0,1.0,2.0,197.99,,,,,,523.98,,,,,,197.99,197.99,197.99,523.98,523.98,523.98
EV1896902494,18969,3,P03,Shot,ET0001,Shot_Goal,ED0037,,,True,SC01,Offensive,ZN01,SQ1896900137,PL1896913701,EC18969002494,TV1896902494,Platinum,N10008,Velodrome,N10010,0.0,P100023,P100016,3.0,21.0,3.0,21.0,201.0,201.0,3399.0,3399.0,5199.0,2400,1800,h,,Platinum,Defensive,Offensive,event_player_1,Offensive,1,e1,3.0,5v5,,,,,0,0,Alex Considine,N20252026F,5.0,,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO01,,,,1,0,0,low,DL03,SC189690066,EV1896902493,Possession,PuckRecovery,Platinum,1,EV1896902495,Goal,Goal_Scored,Platinum,1,0.0,0.0,4.0,1.0,5.0,4.0,save,0,0,0,0.0,2.0,1.0,11.0,0,5.0,16.0,10.0,1.0,5.0,201.0,1,0,1,0,1.0,2,14.0,35.0,25.0,58.0,0,,,,,0.0,1.0,475.0,2.0,7.0,-1.0,2.0,1.0,197.99,,,,,,523.98,,,,,,197.99,197.99,197.99,523.98,523.98,523.98
EV1896902495,18969,3,P03,Goal,ET0012,Goal_Scored,ED0006,Goal_Backhand,ED015,True,SC01,Offensive,ZN01,SQ1896900136,PL1896913601,EC18969002495,TV1896902495,Platinum,N10008,Velodrome,N10010,0.0,P100023,P100016,3.0,21.0,3.0,21.0,201.0,201.0,3399.0,3399.0,5199.0,2400,1800,h,,Platinum,Defensive,Offensive,event_player_1,Offensive,1,e1,3.0,5v5,,,,,1,0,Alex Considine,N20252026F,5.0,ST0004,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO01,,,,1,0,0,low,DL03,SC189690067,EV1896902494,Shot,Shot_Goal,Platinum,1,EV1896902496,Stoppage,Stoppage_Play,Platinum,1,0.0,1.0,4.0,0.0,4.0,1.0,save,0,0,0,7.0,2.0,9.0,12.0,0,5.0,17.0,10.0,1.0,1.0,0.0,1,1,0,1,0.0,3,14.0,36.0,25.0,59.0,0,,,,,0.0,0.0,475.0,2.0,7.0,-1.0,2.0,1.0,197.99,,,,,,523.98,,,,,,197.99,197.99,197.99,523.98,523.98,523.98
EV1896901970,18969,2,P02,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1896900079,PL1896907901,EC18969001970,TV1896901970,Platinum,N10008,Velodrome,N10010,0.0,P100023,"P100016,P100093",3.0,17.0,3.0,17.0,197.0,197.0,2203.0,2203.0,3103.0,1200,900,h,,Platinum,Defensive,Offensive,event_player_1,Offensive,1,e1,3.0,5v5,AssistPrimary,,s,,0,0,Alex Considine,N20252026F,5.0,ST0001,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189690042,EV1896901969,Possession,PuckRecovery,Platinum,1,EV1896901971,Save,Save_Rebound,Velodrome,0,2.0,0.0,3.0,4.0,4.0,5.0,goal,0,0,0,3.0,4.0,5.0,4.0,0,9.0,21.0,14.0,20.0,23.0,296.0,0,0,1,0,2.0,7,18.0,40.0,29.0,63.0,0,,,,,0.0,0.0,4.0,6.0,3.0,-1.0,3.0,3.0,197.99,,,,,,523.98,129.0,,,,,197.99,197.99,197.99,326.49,129.0,523.98
EV1896901974,18969,2,P02,Shot,ET0001,Shot_Goal,ED0037,,,True,SC01,Offensive,ZN01,SQ1896900081,PL1896908105,EC18969001974,TV1896901974,Platinum,N10008,Velodrome,N10010,0.0,P100022,"P100016,P100198",3.0,14.0,3.0,14.0,194.0,194.0,2206.0,2206.0,3106.0,1200,900,h,,Platinum,Defensive,Offensive,event_player_1,Offensive,1,e1,34.0,5v5,,,u,,0,0,Chris Dube,N20252026F,4.0,,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO01,,,,1,0,0,low,DL03,SC189690043,EV1896901973,Possession,PuckRecovery,Platinum,1,EV1896901975,Goal,Goal_Scored,Platinum,1,2.0,0.0,24.0,3.0,8.0,4.0,save,0,0,0,0.0,7.0,1.0,8.0,0,12.0,25.0,17.0,12.0,31.0,791.0,0,0,1,0,1.0,2,21.0,44.0,32.0,67.0,0,,,,,0.0,17.0,7.0,9.0,-1.0,-1.0,6.0,24.0,137.99,,,,,,523.98,334.98,,,,,137.99,137.99,137.99,429.48,334.98,523.98
EV1896901975,18969,2,P02,Goal,ET0012,Goal_Scored,ED0006,Goal_Wrist,ED028,True,SC01,Offensive,ZN01,SQ1896900080,PL1896908001,EC18969001975,TV1896901975,Platinum,N10008,Velodrome,N10010,0.0,P100022,"P100016,P100198",3.0,14.0,3.0,14.0,194.0,194.0,2206.0,2206.0,3106.0,1200,900,h,,Platinum,Defensive,Offensive,event_player_1,Offensive,1,e1,34.0,5v5,,,,,1,0,Chris Dube,N20252026F,4.0,ST0001,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO01,,,,1,0,0,low,DL03,SC189690044,EV1896901974,Shot,Shot_Goal,Platinum,1,EV1896901976,Stoppage,Stoppage_Play,Platinum,1,0.0,0.0,24.0,0.0,7.0,1.0,save,0,0,0,,7.0,,9.0,0,12.0,26.0,17.0,3.0,3.0,33.0,0,1,0,1,0.0,3,21.0,45.0,32.0,68.0,0,,,,,0.0,0.0,7.0,9.0,-1.0,-1.0,6.0,24.0,137.99,,,,,,523.98,334.98,,,,,137.99,137.99,137.99,429.48,334.98,523.98
EV1896901430,18969,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1896900045,PL1896904501,EC18969001430,TV1896901430,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100201",,2.0,50.0,2.0,50.0,170.0,170.0,1030.0,1030.0,1030.0,0,0,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,ST0001,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189690019,EV1896901429,Zone_Entry_Exit,Zone_Entry,Platinum,0,EV1896901431,Save,Save_Freeze,Velodrome,1,2.0,0.0,26.0,24.0,35.0,8.0,save,0,0,0,,24.0,,7.0,0,2.0,1.0,41.0,2.0,6.0,166.0,0,0,1,0,2.0,1,7.0,4.0,7.0,4.0,0,,,,,2.0,0.0,33.0,24.0,-1.0,-1.0,24.0,30.0,512.98,180.99,,,,,,,,,,,346.985,180.99,512.98,,,
EV1896902514,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1896900130,PL1896913001,EC18969002514,TV1896902514,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100202,2.0,24.0,2.0,24.0,144.0,144.0,3456.0,3456.0,5256.0,2400,1800,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,ST0001,,,,,,,,TB04,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189690068,EV1896901990,Zone_Entry_Exit,Zone_Entry,Velodrome,1,EV1896902515,Save,Save_Rebound,Platinum,0,1.0,0.0,31.0,26.0,43.0,35.0,save,0,0,0,,50.0,,42.0,0,1.0,1.0,12.0,7.0,17.0,133.0,0,0,1,0,1.0,5,4.0,5.0,6.0,11.0,0,,,,,0.0,1.0,59.0,50.0,-1.0,-1.0,26.0,4.0,495.97,,,,,,428.97,,,,,,495.97,495.97,495.97,428.97,428.97,428.97
EV1896901441,18969,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1896900045,PL1896904502,EC18969001441,TV1896901441,Platinum,N10008,Velodrome,N10010,0.0,P100210,"P100016,P100070",1.0,53.0,1.0,53.0,113.0,113.0,1087.0,1087.0,1087.0,0,0,h,,Platinum,Defensive,Offensive,event_player_1,Offensive,1,e1,47.0,5v5,,,,,0,0,Hayden Perea,N20252026F,5.0,ST0001,,,,,,,,TB05,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189690020,EV1896901440,Possession,PuckRetrieval,Platinum,1,EV1896901442,Save,Save_Rebound,Velodrome,0,1.0,0.0,9.0,31.0,20.0,43.0,save,0,0,0,,81.0,,85.0,0,2.0,2.0,6.0,4.0,6.0,166.0,0,0,1,0,2.0,2,2.0,3.0,6.0,12.0,0,,,,,0.0,2.0,81.0,90.0,-1.0,-1.0,27.0,9.0,132.99,,,,,,201.98,199.98,,,,,132.99,132.99,132.99,200.98,199.98,201.98
EV1896901451,18969,1,P01,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Tip,ED116,True,SC01,Offensive,ZN01,SQ1896900046,PL1896904602,EC18969001451,TV1896901451,Platinum,N10008,Velodrome,N10010,0.0,P100117,"P100016,P100105",1.0,44.0,1.0,44.0,104.0,104.0,1096.0,1096.0,1096.0,0,0,h,,Platinum,Defensive,Offensive,event_player_1,Offensive,1,e1,45.0,5v5,,,,,0,0,Keegan Mantaro,N20252026F,5.0,ST0005,,,,,,,,TB05,STR01,6.0,CY189690003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,SO02,,,,1,1,0,high,DL01,SC189690021,EV1896901450,Pass,Pass_Completed,Platinum,1,EV1896901452,Save,Save_Freeze,Velodrome,0,0.0,0.0,9.0,9.0,16.0,20.0,save,0,0,0,,90.0,,105.0,0,5.0,9.0,7.0,10.0,19.0,89.0,0,0,1,0,1.0,5,5.0,10.0,15.0,32.0,0,,,,,0.0,0.0,90.0,99.0,-1.0,-1.0,36.0,9.0,312.97,,,,,,192.98,78.0,,,,,312.97,312.97,312.97,135.49,78.0,192.98
EV1896902545,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1896900146,PL1896914602,EC18969002545,TV1896902545,Platinum,N10008,Velodrome,N10010,0.0,P100001,"P100030,P100202",1.0,35.0,1.0,35.0,95.0,95.0,3505.0,3505.0,5305.0,2400,1800,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,70.0,5v5,,,,1.0,0,0,Jesse Chambless,N20252026F,5.0,ST0001,,,,,,,,TB05,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,1,low,DL03,SC189690069,EV1896902019,DeadIce,,Platinum,0,EV1896902546,Save,Save_Rebound,Platinum,0,0.0,0.0,9.0,9.0,6.0,16.0,save,0,0,0,,99.0,,121.0,0,3.0,4.0,6.0,1.0,6.0,76.0,1,0,1,0,1.0,1,9.0,12.0,24.0,48.0,0,,,,,0.0,0.0,108.0,99.0,-1.0,-1.0,9.0,11.0,259.97,,,,,,169.98000000000002,263.97,,,,,259.97,259.97,259.97,216.975,169.98000000000002,263.97
EV1896902551,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1896900147,PL1896914701,EC18969002551,TV1896902551,Platinum,N10008,Velodrome,N10010,0.0,P100002,P100202,1.0,26.0,1.0,26.0,86.0,86.0,3514.0,3514.0,5314.0,2400,1800,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,91.0,5v5,,,,,0,0,Kevin White,N20252026F,4.0,ST0001,,,,,,,,TB05,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189690070,EV1896902550,Possession,,Velodrome,1,EV1896902552,Save,Save_Freeze,Platinum,0,2.0,0.0,45.0,9.0,45.0,6.0,save,0,0,0,,108.0,,127.0,0,12.0,10.0,15.0,4.0,5.0,80.0,0,0,1,0,1.0,4,18.0,18.0,33.0,54.0,0,,,,,2.0,0.0,117.0,108.0,-1.0,-1.0,9.0,2.0,162.98000000000002,,,,,,244.97000000000003,,,,,,162.98000000000002,162.98000000000002,162.98000000000002,244.97000000000003,244.97000000000003,244.97000000000003
EV1896902574,18969,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1896900133,PL1896913301,EC18969002574,TV1896902574,Platinum,N10008,Velodrome,N10010,0.0,P100002,"P100025,P100202",0.0,41.0,0.0,41.0,41.0,41.0,3559.0,3559.0,5359.0,2400,1800,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,91.0,5v5,,,,1.0,0,0,Kevin White,N20252026F,4.0,ST0001,,,,,,,,TB05,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,1,low,DL03,SC189690071,EV1896902029,Possession,,Velodrome,1,EV1896902575,Save,Save_Freeze,Platinum,0,1.0,0.0,,45.0,,45.0,,0,0,0,,153.0,,172.0,0,25.0,23.0,33.0,20.0,21.0,254.0,0,0,1,0,1.0,35,1.0,2.0,1.0,2.0,0,,,,,0.0,0.0,162.0,153.0,-1.0,-1.0,21.0,16.0,58.99,,,,,,116.98,116.98,,,,,58.99,58.99,58.99,116.98,116.98,116.98
EV1897701031,18977,1,P01,Shot,ET0001,Shot_OnNet,,Shot_Wrist,ED118,True,SC01,Offensive,ZN01,SQ1897700002,PL1897700207,EC18977001031,TV1897701031,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,"P100016,P100159",16.0,39.0,16.0,39.0,999.0,999.0,201.0,201.0,201.0,0,0,a,,HollowBrook,Defensive,Offensive,event_player_1,Offensive,1,e1,19.0,5v5,,,,,0,0,Hayden Smith,N20252026F,4.0,ST0001,,,,,,,,TB01,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189770072,EV1897701922,Possession,,Velodrome,0,EV1897701032,Save,Save_Freeze,Velodrome,0,1.0,0.0,15.0,,20.0,,save,0,0,0,317.0,,384.0,,0,1.0,4.0,6.0,5.0,16.0,260.0,0,0,1,0,1.0,1,1.0,3.0,1.0,3.0,0,,,,,0.0,0.0,-1.0,-1.0,590.0,317.0,32.0,15.0,1667.88,,,,,,2944.88,982.99,,,,,1667.88,1667.88,1667.88,1963.935,982.99,2944.88
EV1897701931,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,,,Neutral,ZN03,SQ1897700081,PL1897708101,EC18977001931,TV1897701931,Velodrome,N10010,HollowBrook,N10003,0.0,P100084,P100016,16.0,24.0,16.0,24.0,984.0,984.0,2616.0,2616.0,4416.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,ST0001,,,,,,,,TB01,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189770109,EV1897701491,Zone_Entry_Exit,Zone_Entry,HollowBrook,1,EV1897701932,Save,Save_Freeze,Velodrome,0,2.0,0.0,1.0,15.0,4.0,20.0,save,0,0,0,302.0,,364.0,,0,2.0,1.0,6.0,4.0,9.0,988.0,0,0,1,0,3.0,7,9.0,7.0,16.0,23.0,0,,,,,2.0,0.0,-1.0,-1.0,575.0,302.0,15.0,18.0,1724.88,,,,,,2813.88,,,,,,1724.88,1724.88,1724.88,2813.88,2813.88,2813.88
EV1897701492,18977,2,P02,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Poke,ED113,,,Neutral,ZN03,SQ1897700044,PL1897704401,EC18977001492,TV1897701492,Velodrome,N10010,HollowBrook,N10003,0.0,P100047,"P100016,P100198,P100224",16.0,23.0,16.0,23.0,983.0,983.0,1417.0,1417.0,2317.0,1200,900,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,13.0,5v5,,,,,0,0,Nathan Watts,N20252026F,4.0,,,,,,,,,TB01,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189770087,EV1897701934,DeadIce,,Velodrome,0,EV1897701493,Save,Save_Rebound,Velodrome,0,1.0,0.0,9.0,1.0,7.0,4.0,save,0,0,0,301.0,,360.0,,0,3.0,5.0,7.0,13.0,15.0,1023.0,0,0,1,0,1.0,1,10.0,11.0,17.0,27.0,0,,,,,0.0,0.0,-1.0,-1.0,574.0,301.0,1.0,17.0,1376.98,,,,,,2813.88,1428.99,1017.99,,,,1376.98,1376.98,1376.98,1753.62,1017.99,2813.88
EV1897701497,18977,2,P02,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,,,Neutral,ZN03,SQ1897700047,PL1897704703,EC18977001497,TV1897701497,Velodrome,N10010,HollowBrook,N10003,0.0,"P100047,P100100",P100016,16.0,14.0,16.0,14.0,974.0,974.0,1426.0,1426.0,2326.0,1200,900,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,13.0,5v5,,,,,0,0,Nathan Watts,N20252026F,4.0,ST0001,,,,,,,,TB01,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189770088,EV1897701036,Possession,,Velodrome,0,EV1897701498,Save,Save_Rebound,Velodrome,0,1.0,0.0,8.0,9.0,12.0,7.0,save,0,0,0,292.0,,353.0,,0,12.0,12.0,16.0,3.0,29.0,349.0,0,0,1,0,1.0,1,1.0,2.0,1.0,2.0,0,,,,,1.0,0.0,-1.0,-1.0,565.0,292.0,10.0,8.0,1376.98,1295.0,,,,,2813.88,,,,,,1335.99,1295.0,1376.98,2813.88,2813.88,2813.88
EV1897701936,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,,,Neutral,ZN03,SQ1897700068,PL1897706821,EC18977001936,TV1897701936,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100016,16.0,6.0,16.0,6.0,966.0,966.0,2634.0,2634.0,4434.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,19.0,5v5,,,,,0,0,Hayden Smith,N20252026F,4.0,ST0001,,,,,,,,TB01,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189770110,EV1897701040,Stoppage,Stoppage_Play,Velodrome,0,EV1897701937,Save,Save_Freeze,Velodrome,0,0.0,0.0,16.0,8.0,9.0,12.0,save,0,0,0,284.0,,341.0,,0,20.0,24.0,24.0,1.0,68.0,926.0,1,0,1,0,5.0,1,1.0,2.0,1.0,2.0,0,,,,,0.0,0.0,-1.0,-1.0,557.0,284.0,18.0,78.0,1655.88,,,,,,2813.88,,,,,,1655.88,1655.88,1655.88,2813.88,2813.88,2813.88
EV1897701941,18977,3,P03,Shot,ET0001,Shot_OnNetSaved,ED0040,Shot_Wrist,ED118,,,Neutral,ZN03,SQ1897700081,PL1897708103,EC18977001941,TV1897701941,Velodrome,N10010,HollowBrook,N10003,0.0,P100088,P100016,15.0,50.0,15.0,50.0,950.0,950.0,2650.0,2650.0,4450.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,19.0,5v5,,,,,0,0,Hayden Smith,N20252026F,4.0,ST0001,,,,,,,,TB01,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SO02,,,,1,0,0,low,DL03,SC189770111,EV1897701940,Faceoff,Faceoff_AfterStoppage,HollowBrook,1,EV1897701942,Save,Save_Rebound,Velodrome,0,1.0,0.0,95.0,16.0,102.0,9.0,save,0,0,0,268.0,,332.0,,0,36.0,33.0,6.0,6.0,9.0,988.0,0,0,1,0,3.0,3,1.0,1.0,1.0,1.0,0,,,,,0.0,1.0,-1.0,-1.0,541.0,268.0,16.0,62.0,1655.88,,,,,,2813.88,,,,,,1655.88,1655.88,1655.88,2813.88,2813.88,2813.88
