event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,event_running_start,event_running_end,running_video_time,period_start_total_running_seconds,running_intermission_duration,team_venue,team_venue_abv,player_team,home_team_zone,away_team_zone,player_role,side_of_puck,role_number,role_abrev,player_game_number,strength,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,is_goal,is_highlight,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,player_rating,cycle_key,is_cycle,is_rebound,is_zone_entry,is_zone_exit,is_controlled_entry,is_carried_entry,is_controlled_exit,is_carried_exit,is_rush,is_save,is_turnover,is_giveaway,is_bad_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_tipped,is_sog,is_corsi,is_fenwick,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,is_pressured,danger_level,danger_level_id,scoring_chance_key,prev_event_id,prev_event_type,prev_event_detail,prev_event_team,prev_event_same_team,next_event_id,next_event_type,next_event_detail,next_event_team,next_event_same_team,time_since_prev,time_to_next,time_to_next_sog,time_since_last_sog,events_to_next_sog,events_since_last_sog,next_sog_result,led_to_sog,is_pre_shot_event,is_shot_assist,time_to_next_goal,time_since_last_goal,events_to_next_goal,events_since_last_goal,led_to_goal,time_since_zone_entry,events_since_zone_entry,time_since_zone_exit,sequence_event_num,sequence_total_events,sequence_duration,is_sequence_first,is_sequence_last,sequence_has_sog,sequence_has_goal,sequence_shot_count,consecutive_team_events,time_since_possession_change,events_since_possession_change,time_since_faceoff,events_since_faceoff,is_rush_calculated,time_from_entry_to_shot,save_key,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1896901606,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_RightPad,ED102,,,Defensive,ZN02,SQ1896900068,PL1896906801,EC18969001606,TV1896901606,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100210,14.0,51.0,14.0,51.0,891.0,891.0,1509.0,1509.0,2409.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901605,Shot,Shot_OnNetSaved,Platinum,0,EV1896901607,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,5.0,0.0,10.0,1.0,save,0,0,0,180.0,157.0,273.0,237.0,0,10.0,18.0,4.0,6.0,186.0,540.0,0,0,1,0,8.0,1,3.0,5.0,71.0,135.0,0,,SV189690292,0.0,0.0,157.0,-1.0,543.0,180.0,82.0,13.0,2568.98,,,,,,1233.99,,,,,,2568.98,2568.98,2568.98,1233.99,1233.99,1233.99
EV1896902137,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900071,PL1896907103,EC18969002137,TV1896902137,Platinum,N10008,Velodrome,N10010,0.0,P100202,P100201,14.0,46.0,14.0,46.0,886.0,886.0,2714.0,2714.0,4514.0,2400,1800,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902136,Shot,Shot_OnNetSaved,Velodrome,0,EV1896902138,Rebound,Rebound_TeamRecovered,Platinum,1,0.0,0.0,50.0,0.0,71.0,1.0,save,0,0,0,175.0,162.0,262.0,248.0,0,4.0,7.0,9.0,4.0,13.0,768.0,0,0,1,0,1.0,1,1.0,3.0,76.0,146.0,0,,SV189690303,0.0,0.0,-1.0,162.0,175.0,538.0,87.0,8.0,2650.9700000000003,,,,,,1371.99,,,,,,2650.9700000000003,2650.9700000000003,2650.9700000000003,1371.99,1371.99,1371.99
EV1896902174,18969,3,P03,Save,ET0002,Save_Freeze,ED0029,Save_Chest,ED098,,,Defensive,ZN02,SQ1896900103,PL1896910301,EC18969002174,TV1896902174,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100025,13.0,56.0,13.0,56.0,836.0,836.0,2764.0,2764.0,4564.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896902173,Shot,Shot_OnNetSaved,Platinum,0,EV1896901117,Turnover,Turnover_Takeaway,Velodrome,1,0.0,1.0,22.0,0.0,22.0,1.0,save,0,0,0,125.0,212.0,190.0,320.0,0,10.0,20.0,16.0,17.0,58.0,911.0,0,0,1,0,1.0,1,2.0,6.0,12.0,23.0,0,,SV189690375,2.0,0.0,212.0,-1.0,488.0,125.0,6.0,1.0,2493.98,,,,,,1328.98,,,,,,2493.98,2493.98,2493.98,1328.98,1328.98,1328.98
EV1896901638,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900065,PL1896906502,EC18969001638,TV1896901638,Platinum,N10008,Velodrome,N10010,0.0,"P100002,P100016","P100025,P100210",13.0,34.0,13.0,34.0,814.0,814.0,1586.0,1586.0,2486.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901637,Shot,Shot_OnNetSaved,Platinum,0,EV1896901639,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,1.0,0.0,3.0,1.0,save,0,0,0,103.0,234.0,167.0,343.0,0,32.0,43.0,38.0,5.0,12.0,308.0,0,0,0,0,0.0,1,5.0,6.0,12.0,12.0,0,,SV189690398,0.0,0.0,234.0,-1.0,466.0,103.0,21.0,42.0,785.98,2493.98,,,,,1265.98,1159.99,,,,,1639.98,785.98,2493.98,1212.985,1159.99,1265.98
EV1896901129,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_LeftPad,ED100,,,Defensive,ZN02,SQ1896900008,PL1896900807,EC18969001129,TV1896901129,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100222,13.0,33.0,13.0,33.0,813.0,813.0,387.0,387.0,387.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901128,Shot,Shot_OnNetSaved,Platinum,0,EV1896901130,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,5.0,0.0,14.0,1.0,save,1,0,0,102.0,235.0,163.0,347.0,1,33.0,47.0,39.0,12.0,60.0,698.0,0,0,1,1,2.0,1,6.0,10.0,13.0,16.0,0,,SV189690402,1.0,0.0,235.0,-1.0,465.0,102.0,22.0,41.0,2493.98,,,,,,996.0,,,,,,2493.98,2493.98,2493.98,996.0,996.0,996.0
EV1896901135,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900008,PL1896900807,EC18969001135,TV1896901135,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100064",P100030,13.0,28.0,13.0,28.0,808.0,808.0,392.0,392.0,392.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901134,Shot,Shot_OnNetSaved,Platinum,0,EV1896901136,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,11.0,0.0,21.0,1.0,save,0,0,0,97.0,240.0,148.0,362.0,1,38.0,62.0,2.0,18.0,60.0,698.0,0,0,1,1,2.0,1,2.0,3.0,5.0,12.0,0,,SV189690417,0.0,0.0,240.0,-1.0,460.0,97.0,27.0,36.0,2493.98,804.0,,,,,1379.98,,,,,,1648.99,804.0,2493.98,1379.98,1379.98,1379.98
EV1896901651,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_LeftPad,ED100,,,Defensive,ZN02,SQ1896900067,PL1896906701,EC18969001651,TV1896901651,Platinum,N10008,Velodrome,N10010,3.0,P100202,P100224,13.0,17.0,13.0,14.0,797.0,794.0,1603.0,1606.0,2503.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901650,Shot,Shot_OnNetSaved,Velodrome,0,EV1896901652,Rebound,Rebound_OppTeamRecovered,Platinum,1,0.0,0.0,27.0,0.0,46.0,1.0,save,0,0,0,86.0,251.0,126.0,384.0,0,0.0,2.0,13.0,9.0,19.0,182.0,0,0,1,0,2.0,1,4.0,11.0,16.0,34.0,0,,SV189690439,0.0,1.0,-1.0,251.0,86.0,449.0,38.0,25.0,2575.9700000000003,,,,,,747.98,,,,,,2575.9700000000003,2575.9700000000003,2575.9700000000003,747.98,747.98,747.98
EV1896902210,18969,3,P03,Save,ET0002,Save_Freeze,ED0029,Save_Glove,ED099,,,Defensive,ZN02,SQ1896900109,PL1896910901,EC18969002210,TV1896902210,Platinum,N10008,Velodrome,N10010,0.0,P100202,P100198,12.0,50.0,12.0,50.0,770.0,770.0,2830.0,2830.0,4630.0,2400,1800,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896902209,Shot,Shot_OnNetSaved,Velodrome,0,EV1896901156,Pass,Pass_Completed,Velodrome,0,0.0,1.0,6.0,0.0,5.0,1.0,save,0,0,0,59.0,278.0,79.0,431.0,0,8.0,16.0,0.0,4.0,14.0,175.0,0,0,1,0,1.0,1,3.0,8.0,43.0,81.0,0,,SV189690486,0.0,0.0,-1.0,278.0,59.0,422.0,2.0,1.0,2297.9700000000003,,,,,,1277.98,,,,,,2297.9700000000003,2297.9700000000003,2297.9700000000003,1277.98,1277.98,1277.98
EV1896901159,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_Chest,ED098,,,Defensive,ZN02,SQ1896900008,PL1896900812,EC18969001159,TV1896901159,Platinum,N10008,Velodrome,N10010,0.0,"P100030,P100202",P100001,12.0,44.0,12.0,44.0,764.0,764.0,436.0,436.0,436.0,0,0,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901158,Shot,Shot_OnNetSaved,Velodrome,0,EV1896901160,Rebound,Rebound_TeamRecovered,Platinum,1,0.0,0.0,15.0,0.0,13.0,1.0,save,0,0,0,53.0,284.0,73.0,437.0,1,4.0,2.0,6.0,41.0,60.0,698.0,0,0,1,1,2.0,1,9.0,14.0,49.0,87.0,0,,SV189690492,0.0,0.0,-1.0,284.0,53.0,416.0,5.0,23.0,1171.98,2297.9700000000003,,,,,1258.97,,,,,,1734.975,1171.98,2297.9700000000003,1258.97,1258.97,1258.97
EV1896901667,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_RightPad,ED102,,,Defensive,ZN02,SQ1896900067,PL1896906701,EC18969001667,TV1896901667,Platinum,N10008,Velodrome,N10010,0.0,P100016,"P100030,P100192",12.0,29.0,12.0,29.0,749.0,749.0,1651.0,1651.0,2551.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901666,Shot,Shot_OnNetSaved,Platinum,0,EV1896901668,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,6.0,0.0,8.0,1.0,save,0,0,0,38.0,299.0,59.0,451.0,0,8.0,8.0,13.0,16.0,19.0,182.0,0,0,1,0,2.0,1,3.0,4.0,3.0,4.0,0,,SV189690506,2.0,0.0,299.0,-1.0,401.0,38.0,20.0,8.0,2109.98,,,,,,1065.98,998.0,,,,,2109.98,2109.98,2109.98,1031.99,998.0,1065.98
EV1896901673,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900068,PL1896906802,EC18969001673,TV1896901673,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100198,P100201","P100024,P100027",12.0,23.0,12.0,23.0,743.0,743.0,1657.0,1657.0,2557.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901672,Shot,Shot_OnNetSaved,Platinum,0,EV1896901674,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,2.0,0.0,5.0,1.0,save,1,0,0,32.0,305.0,50.0,460.0,0,14.0,17.0,19.0,13.0,186.0,540.0,0,0,1,0,8.0,1,1.0,3.0,2.0,4.0,0,,SV189690515,0.0,1.0,305.0,-1.0,395.0,32.0,26.0,2.0,2020.98,1082.98,1120.99,,,,650.99,913.98,,,,,1408.3166666666666,1082.98,2020.98,782.485,650.99,913.98
EV1896901677,18969,2,P02,Save,ET0002,Save_Freeze,ED0029,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900068,PL1896906802,EC18969001677,TV1896901677,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100027,12.0,21.0,12.0,21.0,741.0,741.0,1659.0,1659.0,2559.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Karen Zietlow,N20252026F,4.0,,,,,,,,,TB02,STR01,2.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896901676,Shot,Shot_OnNetSaved,Platinum,0,EV1896901678,Stoppage,Stoppage_Play,Velodrome,1,0.0,0.0,9.0,0.0,12.0,1.0,save,0,0,0,30.0,307.0,44.0,466.0,0,16.0,23.0,21.0,17.0,186.0,540.0,0,0,1,0,8.0,1,3.0,9.0,4.0,10.0,0,,SV189690521,0.0,2.0,307.0,-1.0,393.0,30.0,28.0,30.0,2020.98,,,,,,913.98,,,,,,2020.98,2020.98,2020.98,913.98,913.98,913.98
EV1896901177,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_RightPad,ED102,,,Defensive,ZN02,SQ1896900009,PL1896900904,EC18969001177,TV1896901177,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100024,12.0,12.0,12.0,12.0,732.0,732.0,468.0,468.0,468.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901176,Shot,Shot_OnNetSaved,Platinum,0,EV1896901178,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,21.0,0.0,30.0,1.0,goal,0,0,0,21.0,316.0,31.0,479.0,0,25.0,36.0,30.0,13.0,20.0,126.0,0,0,1,0,1.0,1,4.0,5.0,13.0,23.0,0,,SV189690534,0.0,0.0,316.0,-1.0,384.0,21.0,9.0,21.0,2011.98,,,,,,641.99,,,,,,2011.98,2011.98,2011.98,641.99,641.99,641.99
EV1896901693,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900059,PL1896905909,EC18969001693,TV1896901693,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100030,11.0,32.0,11.0,32.0,692.0,692.0,1708.0,1708.0,2608.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901692,Shot,Shot_OnNetSaved,Platinum,0,EV1896901694,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,16.0,0.0,35.0,1.0,goal,0,0,0,16.0,19.0,36.0,23.0,0,33.0,45.0,38.0,28.0,31.0,332.0,0,0,1,0,2.0,1,6.0,7.0,25.0,33.0,0,,SV189690588,0.0,0.0,356.0,19.0,344.0,16.0,19.0,12.0,1986.98,,,,,,1065.98,,,,,,1986.98,1986.98,1986.98,1065.98,1065.98,1065.98
EV1896902273,18969,3,P03,Save,ET0002,Save_Freeze,ED0029,Save_Chest,ED098,,,Defensive,ZN02,SQ1896900110,PL1896911007,EC18969002273,TV1896902273,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100024,10.0,40.0,10.0,40.0,640.0,640.0,2960.0,2960.0,4760.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896902272,Shot,Shot_OnNetSaved,Platinum,0,EV1896902274,Stoppage,Stoppage_Play,Velodrome,1,0.0,1.0,16.0,0.0,16.0,1.0,save,0,0,0,292.0,36.0,456.0,44.0,0,1.0,4.0,5.0,4.0,19.0,656.0,0,0,1,0,1.0,1,1.0,3.0,11.0,25.0,0,,SV189690668,1.0,0.0,408.0,36.0,292.0,439.0,36.0,1.0,1830.98,,,,,,477.99,,,,,,1830.98,1830.98,1830.98,477.99,477.99,477.99
EV1896901219,18969,1,P01,Save,ET0002,Save_Freeze,ED0029,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900014,PL1896901402,EC18969001219,TV1896901219,Platinum,N10008,Velodrome,N10010,0.0,"P100107,P100202",P100201,10.0,24.0,10.0,24.0,624.0,624.0,576.0,576.0,576.0,0,0,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896901218,Shot,Shot_OnNetSaved,Velodrome,0,EV1896901220,Stoppage,Stoppage_Play,Platinum,1,0.0,0.0,22.0,0.0,34.0,1.0,save,0,0,0,276.0,52.0,439.0,61.0,0,3.0,2.0,7.0,13.0,14.0,57.0,0,0,1,0,1.0,1,9.0,8.0,27.0,42.0,0,,SV189690685,0.0,0.0,52.0,424.0,423.0,276.0,15.0,27.0,798.99,1912.97,,,,,902.99,,,,,,1355.98,798.99,1912.97,902.99,902.99,902.99
EV1896901749,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_Shoulder,,,,Defensive,ZN02,SQ1896900068,PL1896906821,EC18969001749,TV1896901749,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100105",P100117,10.0,2.0,10.0,2.0,602.0,602.0,1798.0,1798.0,2698.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901748,Shot,Shot_OnNetSaved,Platinum,0,EV1896901750,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,3.0,0.0,5.0,1.0,save,0,0,0,254.0,74.0,404.0,96.0,0,3.0,7.0,1.0,80.0,186.0,540.0,0,0,1,0,8.0,1,1.0,2.0,4.0,8.0,0,,SV189690720,0.0,2.0,446.0,74.0,254.0,401.0,22.0,5.0,1801.98,614.0,,,,,933.97,,,,,,1207.99,614.0,1801.98,933.97,933.97,933.97
EV1896901227,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900017,PL1896901701,EC18969001227,TV1896901227,Platinum,N10008,Velodrome,N10010,0.0,"P100022,P100202",P100070,9.0,59.0,9.0,59.0,599.0,599.0,601.0,601.0,601.0,0,0,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901226,Shot,Shot_OnNetSaved,Velodrome,0,EV1896902292,Pass,Pass_Missed,Platinum,1,0.0,1.0,13.0,0.0,14.0,1.0,save,0,0,0,251.0,77.0,398.0,102.0,0,6.0,13.0,4.0,8.0,45.0,114.0,0,0,1,0,1.0,1,4.0,8.0,7.0,14.0,0,,SV189690726,1.0,0.0,77.0,449.0,398.0,251.0,25.0,2.0,686.99,1883.97,,,,,918.98,,,,,,1285.48,686.99,1883.97,918.98,918.98,918.98
EV1896901759,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_RightPad,ED102,,,Defensive,ZN02,SQ1896900068,PL1896906821,EC18969001759,TV1896901759,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100105",P100022,9.0,46.0,9.0,46.0,586.0,586.0,1814.0,1814.0,2714.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Chris Dube,N20252026F,4.0,,,,,,,,,TB03,STR01,4.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901758,Shot,Shot_OnNetSaved,Platinum,0,EV1896901760,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,27.0,0.0,38.0,1.0,save,0,0,0,238.0,90.0,383.0,117.0,0,12.0,13.0,17.0,90.0,186.0,540.0,0,0,1,0,8.0,1,12.0,12.0,20.0,29.0,0,,SV189690741,0.0,0.0,462.0,90.0,238.0,385.0,11.0,2.0,1801.98,614.0,,,,,686.99,,,,,,1207.99,614.0,1801.98,686.99,686.99,686.99
EV1896902300,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_Blocker,ED096,,,Defensive,ZN02,SQ1896900119,PL1896911907,EC18969002300,TV1896902300,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100030,9.0,19.0,9.0,19.0,559.0,559.0,3041.0,3041.0,4841.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902299,Shot,Shot_OnNetSaved,Platinum,0,EV1896902301,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,11.0,0.0,25.0,1.0,save,0,0,0,211.0,117.0,344.0,156.0,0,9.0,16.0,2.0,9.0,79.0,622.0,0,0,1,0,4.0,1,0.0,2.0,0.0,2.0,0,,SV189690780,0.0,0.0,489.0,117.0,211.0,358.0,25.0,14.0,1575.98,,,,,,953.98,,,,,,1575.98,1575.98,1575.98,953.98,953.98,953.98
EV1896902308,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_RightPad,ED102,,,Defensive,ZN02,SQ1896900116,PL1896911603,EC18969002308,TV1896902308,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100027,9.0,8.0,9.0,8.0,548.0,548.0,3052.0,3052.0,4852.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902307,Shot,Shot_OnNetSaved,Platinum,0,EV1896902309,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,40.0,0.0,79.0,1.0,save,0,0,0,200.0,128.0,318.0,182.0,0,1.0,4.0,13.0,9.0,25.0,606.0,0,0,1,0,1.0,1,1.0,3.0,11.0,28.0,0,,SV189690806,0.0,0.0,500.0,128.0,200.0,347.0,36.0,3.0,1575.98,,,,,,556.98,,,,,,1575.98,1575.98,1575.98,556.98,556.98,556.98
