shift_quality_key,game_id,player_id,shift_index,shift_duration,period,quality_score,shift_quality,strength
SQ_18969_P100192_47,18969,P100192,47,11.0,2,0.45,average,5v5
SQ_18969_P100192_48,18969,P100192,48,7.0,2,0.45,average,5v5
SQ_18969_P100192_49,18969,P100192,49,3.0,2,0.45,average,5v5
SQ_18969_P100192_50,18969,P100192,50,18.0,2,0.45,average,5v5
SQ_18969_P100192_51,18969,P100192,51,39.0,2,0.6,good,5v5
SQ_18969_P100192_56,18969,P100192,56,13.0,2,0.45,average,5v5
SQ_18969_P100192_57,18969,P100192,57,78.0,2,0.6,good,5v5
SQ_18969_P100192_58,18969,P100192,58,11.0,2,0.45,average,5v5
SQ_18969_P100192_59,18969,P100192,59,32.0,2,0.6,good,5v5
SQ_18969_P100192_60,18969,P100192,60,52.0,2,0.75,good,5v5
SQ_18969_P100192_61,18969,P100192,61,11.0,2,0.45,average,5v5
SQ_18969_P100192_62,18969,P100192,62,4.0,2,0.45,average,5v5
SQ_18969_P100192_66,18969,P100192,66,48.0,3,0.75,good,5v5
SQ_18969_P100192_67,18969,P100192,67,52.0,3,0.75,good,5v5
SQ_18969_P100192_68,18969,P100192,68,16.0,3,0.45,average,5v5
SQ_18969_P100192_69,18969,P100192,69,17.0,3,0.45,average,5v5
SQ_18969_P100192_70,18969,P100192,70,11.0,3,0.45,average,5v5
SQ_18969_P100192_71,18969,P100192,71,7.0,3,0.45,average,5v5
SQ_18969_P100192_72,18969,P100192,72,63.0,3,0.6,good,5v5
SQ_18969_P100192_76,18969,P100192,76,32.0,3,0.6,good,5v5
SQ_18969_P100192_77,18969,P100192,77,61.0,3,0.6,good,5v5
SQ_18969_P100192_78,18969,P100192,78,42.0,3,0.75,good,5v5
SQ_18969_P100192_79,18969,P100192,79,9.0,3,0.45,average,5v5
SQ_18969_P100192_80,18969,P100192,80,11.0,3,0.45,average,5v5
SQ_18969_P100192_86,18969,P100192,86,45.0,3,0.75,good,5v5
SQ_18969_P100192_87,18969,P100192,87,24.0,3,0.45,average,5v5
SQ_18969_P100192_88,18969,P100192,88,58.0,3,0.75,good,5v5
SQ_18969_P100192_92,18969,P100192,92,15.0,3,0.45,average,5v5
SQ_18969_P100192_93,18969,P100192,93,9.0,3,0.45,average,5v5
SQ_18969_P100192_94,18969,P100192,94,15.0,3,0.45,average,5v5
SQ_18969_P100192_95,18969,P100192,95,10.0,3,0.45,average,5v5
SQ_18969_P100198_2,18969,P100198,2,79.0,1,0.6,good,5v5
SQ_18969_P100198_3,18969,P100198,3,9.0,1,0.45,average,5v5
SQ_18969_P100198_8,18969,P100198,8,7.0,1,0.45,average,5v5
SQ_18969_P100198_9,18969,P100198,9,16.0,1,0.45,average,5v5
SQ_18969_P100198_10,18969,P100198,10,9.0,1,0.45,average,5v5
SQ_18969_P100198_11,18969,P100198,11,25.0,1,0.45,average,5v5
SQ_18969_P100198_12,18969,P100198,12,35.0,1,0.6,good,5v5
SQ_18969_P100198_21,18969,P100198,21,56.0,1,0.75,good,5v5
SQ_18969_P100198_22,18969,P100198,22,57.0,1,0.75,good,5v5
SQ_18969_P100198_24,18969,P100198,24,61.0,1,0.6,good,5v5
SQ_18969_P100198_25,18969,P100198,25,79.0,1,0.6,good,5v5
SQ_18969_P100198_29,18969,P100198,29,58.99,1,0.75,good,5v5
SQ_18969_P100198_31,18969,P100198,31,49.0,2,0.75,good,5v5
SQ_18969_P100198_38,18969,P100198,38,11.0,2,0.45,average,5v5
SQ_18969_P100198_39,18969,P100198,39,99.0,2,0.45,average,5v5
SQ_18969_P100198_44,18969,P100198,44,27.0,2,0.45,average,5v5
SQ_18969_P100198_45,18969,P100198,45,12.0,2,0.45,average,5v5
SQ_18969_P100198_46,18969,P100198,46,6.0,2,0.45,average,5v5
SQ_18969_P100198_47,18969,P100198,47,11.0,2,0.45,average,5v5
SQ_18969_P100198_48,18969,P100198,48,7.0,2,0.45,average,5v5
SQ_18969_P100198_49,18969,P100198,49,3.0,2,0.45,average,5v5
SQ_18969_P100198_50,18969,P100198,50,18.0,2,0.45,average,5v5
SQ_18969_P100198_51,18969,P100198,51,39.0,2,0.6,good,5v5
SQ_18969_P100198_52,18969,P100198,52,8.0,2,0.45,average,5v5
SQ_18969_P100198_57,18969,P100198,57,78.0,2,0.6,good,5v5
SQ_18969_P100198_58,18969,P100198,58,11.0,2,0.45,average,5v5
SQ_18969_P100198_59,18969,P100198,59,32.0,2,0.6,good,5v5
SQ_18969_P100198_60,18969,P100198,60,52.0,2,0.75,good,5v5
SQ_18969_P100198_61,18969,P100198,61,11.0,2,0.45,average,5v5
SQ_18969_P100198_62,18969,P100198,62,4.0,2,0.45,average,5v5
SQ_18969_P100198_65,18969,P100198,65,35.0,3,0.6,good,4v5
SQ_18969_P100198_66,18969,P100198,66,48.0,3,0.75,good,5v5
SQ_18969_P100198_67,18969,P100198,67,52.0,3,0.75,good,5v5
SQ_18969_P100198_68,18969,P100198,68,16.0,3,0.45,average,5v5
SQ_18969_P100198_73,18969,P100198,73,70.0,3,0.6,good,5v5
SQ_18969_P100198_74,18969,P100198,74,73.0,3,0.6,good,5v5
SQ_18969_P100198_78,18969,P100198,78,42.0,3,0.75,good,5v5
SQ_18969_P100198_79,18969,P100198,79,9.0,3,0.45,average,5v5
SQ_18969_P100198_80,18969,P100198,80,11.0,3,0.45,average,5v5
SQ_18969_P100198_81,18969,P100198,81,50.0,3,0.75,good,5v5
SQ_18969_P100198_82,18969,P100198,82,2.0,3,0.45,average,5v5
SQ_18969_P100198_83,18969,P100198,83,34.0,3,0.6,good,5v5
SQ_18969_P100198_89,18969,P100198,89,27.0,3,0.45,average,5v5
SQ_18969_P100198_90,18969,P100198,90,42.0,3,0.75,good,5v5
SQ_18969_P100198_91,18969,P100198,91,69.0,3,0.6,good,5v5
SQ_18969_P100198_92,18969,P100198,92,15.0,3,0.45,average,5v5
SQ_18969_P100198_97,18969,P100198,97,24.0,3,0.45,average,5v6
SQ_18969_P100198_98,18969,P100198,98,57.99,3,0.75,good,5v5
SQ_18969_P100201_2,18969,P100201,2,79.0,1,0.6,good,5v5
SQ_18969_P100201_3,18969,P100201,3,9.0,1,0.45,average,5v5
SQ_18969_P100201_4,18969,P100201,4,29.0,1,0.45,average,5v5
SQ_18969_P100201_5,18969,P100201,5,4.0,1,0.45,average,5v5
SQ_18969_P100201_6,18969,P100201,6,8.0,1,0.45,average,5v5
SQ_18969_P100201_12,18969,P100201,12,35.0,1,0.6,good,5v5
SQ_18969_P100201_13,18969,P100201,13,52.0,1,0.75,good,5v5
SQ_18969_P100201_14,18969,P100201,14,49.0,1,0.75,good,5v5
SQ_18969_P100201_15,18969,P100201,15,9.0,1,0.45,average,5v5
SQ_18969_P100201_16,18969,P100201,16,23.0,1,0.45,average,5v5
SQ_18969_P100201_23,18969,P100201,23,37.0,1,0.6,good,5v5
SQ_18969_P100201_24,18969,P100201,24,61.0,1,0.6,good,5v5
SQ_18969_P100201_25,18969,P100201,25,79.0,1,0.6,good,5v5
SQ_18969_P100201_26,18969,P100201,26,5.0,1,0.45,average,5v5
SQ_18969_P100201_31,18969,P100201,31,49.0,2,0.75,good,5v5
SQ_18969_P100201_32,18969,P100201,32,19.0,2,0.45,average,5v5
SQ_18969_P100201_33,18969,P100201,33,17.0,2,0.45,average,5v5
SQ_18969_P100201_37,18969,P100201,37,95.0,2,0.45,average,5v5
SQ_18969_P100201_38,18969,P100201,38,11.0,2,0.45,average,5v5
SQ_18969_P100201_39,18969,P100201,39,99.0,2,0.45,average,5v5
SQ_18969_P100201_45,18969,P100201,45,12.0,2,0.45,average,5v5
SQ_18969_P100201_46,18969,P100201,46,6.0,2,0.45,average,5v5
SQ_18969_P100201_47,18969,P100201,47,11.0,2,0.45,average,5v5
SQ_18969_P100201_48,18969,P100201,48,7.0,2,0.45,average,5v5
SQ_18969_P100201_49,18969,P100201,49,3.0,2,0.45,average,5v5
SQ_18969_P100201_50,18969,P100201,50,18.0,2,0.45,average,5v5
SQ_18969_P100201_51,18969,P100201,51,39.0,2,0.6,good,5v5
SQ_18969_P100201_52,18969,P100201,52,8.0,2,0.45,average,5v5
SQ_18969_P100201_57,18969,P100201,57,78.0,2,0.6,good,5v5
SQ_18969_P100201_58,18969,P100201,58,11.0,2,0.45,average,5v5
SQ_18969_P100201_59,18969,P100201,59,32.0,2,0.6,good,5v5
SQ_18969_P100201_60,18969,P100201,60,52.0,2,0.75,good,5v5
SQ_18969_P100201_61,18969,P100201,61,11.0,2,0.45,average,5v5
SQ_18969_P100201_62,18969,P100201,62,4.0,2,0.45,average,5v5
SQ_18969_P100201_70,18969,P100201,70,11.0,3,0.45,average,5v5
SQ_18969_P100201_71,18969,P100201,71,7.0,3,0.45,average,5v5
SQ_18969_P100201_72,18969,P100201,72,63.0,3,0.6,good,5v5
SQ_18969_P100201_73,18969,P100201,73,70.0,3,0.6,good,5v5
SQ_18969_P100201_76,18969,P100201,76,32.0,3,0.6,good,5v5
SQ_18969_P100201_77,18969,P100201,77,61.0,3,0.6,good,5v5
SQ_18969_P100201_78,18969,P100201,78,42.0,3,0.75,good,5v5
SQ_18969_P100201_79,18969,P100201,79,9.0,3,0.45,average,5v5
SQ_18969_P100201_86,18969,P100201,86,45.0,3,0.75,good,5v5
SQ_18969_P100201_87,18969,P100201,87,24.0,3,0.45,average,5v5
SQ_18969_P100201_88,18969,P100201,88,58.0,3,0.75,good,5v5
SQ_18969_P100201_89,18969,P100201,89,27.0,3,0.45,average,5v5
SQ_18969_P100201_97,18969,P100201,97,24.0,3,0.45,average,5v6
SQ_18969_P100201_98,18969,P100201,98,57.99,3,0.75,good,5v5
SQ_18969_P100202_1,18969,P100202,1,82.0,1,0.45,average,5v5
SQ_18969_P100202_2,18969,P100202,2,79.0,1,0.6,good,5v5
SQ_18969_P100202_3,18969,P100202,3,9.0,1,0.45,average,5v5
SQ_18969_P100202_4,18969,P100202,4,29.0,1,0.45,average,5v5
SQ_18969_P100202_5,18969,P100202,5,4.0,1,0.45,average,5v5
SQ_18969_P100202_6,18969,P100202,6,8.0,1,0.45,average,5v5
SQ_18969_P100202_7,18969,P100202,7,102.0,1,0.45,average,5v5
SQ_18969_P100202_8,18969,P100202,8,7.0,1,0.45,average,5v5
SQ_18969_P100202_9,18969,P100202,9,16.0,1,0.45,average,5v5
SQ_18969_P100202_10,18969,P100202,10,9.0,1,0.45,average,5v5
SQ_18969_P100202_11,18969,P100202,11,25.0,1,0.45,average,5v5
SQ_18969_P100202_12,18969,P100202,12,35.0,1,0.6,good,5v5
SQ_18969_P100202_13,18969,P100202,13,52.0,1,0.75,good,5v5
SQ_18969_P100202_14,18969,P100202,14,49.0,1,0.75,good,5v5
SQ_18969_P100202_15,18969,P100202,15,9.0,1,0.45,average,5v5
SQ_18969_P100202_16,18969,P100202,16,23.0,1,0.45,average,5v5
SQ_18969_P100202_17,18969,P100202,17,6.0,1,0.45,average,5v5
SQ_18969_P100202_18,18969,P100202,18,7.0,1,0.45,average,5v5
SQ_18969_P100202_19,18969,P100202,19,14.0,1,0.45,average,5v5
SQ_18969_P100202_20,18969,P100202,20,18.0,1,0.45,average,5v5
SQ_18969_P100202_21,18969,P100202,21,56.0,1,0.75,good,5v5
SQ_18969_P100202_22,18969,P100202,22,57.0,1,0.75,good,5v5
SQ_18969_P100202_23,18969,P100202,23,37.0,1,0.6,good,5v5
SQ_18969_P100202_24,18969,P100202,24,61.0,1,0.6,good,5v5
SQ_18969_P100202_25,18969,P100202,25,79.0,1,0.6,good,5v5
SQ_18969_P100202_26,18969,P100202,26,5.0,1,0.45,average,5v5
SQ_18969_P100202_27,18969,P100202,27,65.0,1,0.6,good,5v5
SQ_18969_P100202_28,18969,P100202,28,78.0,1,0.6,good,5v5
SQ_18969_P100202_29,18969,P100202,29,58.99,1,0.75,good,5v5
SQ_18969_P100202_31,18969,P100202,31,49.0,2,0.75,good,5v5
SQ_18969_P100202_32,18969,P100202,32,19.0,2,0.45,average,5v5
SQ_18969_P100202_33,18969,P100202,33,17.0,2,0.45,average,5v5
SQ_18969_P100202_34,18969,P100202,34,67.0,2,0.6,good,5v5
SQ_18969_P100202_35,18969,P100202,35,19.0,2,0.45,average,5v5
SQ_18969_P100202_36,18969,P100202,36,33.0,2,0.6,good,5v5
SQ_18969_P100202_37,18969,P100202,37,95.0,2,0.45,average,5v5
SQ_18969_P100202_38,18969,P100202,38,11.0,2,0.45,average,5v5
SQ_18969_P100202_39,18969,P100202,39,99.0,2,0.45,average,5v5
SQ_18969_P100202_40,18969,P100202,40,20.0,2,0.45,average,5v5
SQ_18969_P100202_41,18969,P100202,41,4.0,2,0.45,average,5v5
SQ_18969_P100202_42,18969,P100202,42,29.0,2,0.45,average,5v5
SQ_18969_P100202_43,18969,P100202,43,38.0,2,0.6,good,5v5
SQ_18969_P100202_44,18969,P100202,44,27.0,2,0.45,average,5v5
SQ_18969_P100202_45,18969,P100202,45,12.0,2,0.45,average,5v5
SQ_18969_P100202_46,18969,P100202,46,6.0,2,0.45,average,5v5
SQ_18969_P100202_47,18969,P100202,47,11.0,2,0.45,average,5v5
SQ_18969_P100202_48,18969,P100202,48,7.0,2,0.45,average,5v5
SQ_18969_P100202_49,18969,P100202,49,3.0,2,0.45,average,5v5
SQ_18969_P100202_50,18969,P100202,50,18.0,2,0.45,average,5v5
SQ_18969_P100202_51,18969,P100202,51,39.0,2,0.6,good,5v5
SQ_18969_P100202_52,18969,P100202,52,8.0,2,0.45,average,5v5
SQ_18969_P100202_53,18969,P100202,53,124.0,2,0.45,average,5v5
SQ_18969_P100202_54,18969,P100202,54,16.0,2,0.45,average,5v5
SQ_18969_P100202_55,18969,P100202,55,14.0,2,0.45,average,5v5
SQ_18969_P100202_56,18969,P100202,56,13.0,2,0.45,average,5v5
SQ_18969_P100202_57,18969,P100202,57,78.0,2,0.6,good,5v5
SQ_18969_P100202_58,18969,P100202,58,11.0,2,0.45,average,5v5
SQ_18969_P100202_59,18969,P100202,59,32.0,2,0.6,good,5v5
SQ_18969_P100202_60,18969,P100202,60,52.0,2,0.75,good,5v5
SQ_18969_P100202_61,18969,P100202,61,11.0,2,0.45,average,5v5
SQ_18969_P100202_62,18969,P100202,62,4.0,2,0.45,average,5v5
SQ_18969_P100202_63,18969,P100202,63,93.99,2,0.45,average,4v5
SQ_18969_P100202_65,18969,P100202,65,35.0,3,0.6,good,4v5
SQ_18969_P100202_66,18969,P100202,66,48.0,3,0.75,good,5v5
SQ_18969_P100202_67,18969,P100202,67,52.0,3,0.75,good,5v5
SQ_18969_P100202_68,18969,P100202,68,16.0,3,0.45,average,5v5
SQ_18969_P100202_69,18969,P100202,69,17.0,3,0.45,average,5v5
SQ_18969_P100202_70,18969,P100202,70,11.0,3,0.45,average,5v5
SQ_18969_P100202_71,18969,P100202,71,7.0,3,0.45,average,5v5
SQ_18969_P100202_72,18969,P100202,72,63.0,3,0.6,good,5v5
SQ_18969_P100202_73,18969,P100202,73,70.0,3,0.6,good,5v5
SQ_18969_P100202_74,18969,P100202,74,73.0,3,0.6,good,5v5
SQ_18969_P100202_75,18969,P100202,75,13.0,3,0.45,average,5v5
SQ_18969_P100202_76,18969,P100202,76,32.0,3,0.6,good,5v5
SQ_18969_P100202_77,18969,P100202,77,61.0,3,0.6,good,5v5
SQ_18969_P100202_78,18969,P100202,78,42.0,3,0.75,good,5v5
SQ_18969_P100202_79,18969,P100202,79,9.0,3,0.45,average,5v5
SQ_18969_P100202_80,18969,P100202,80,11.0,3,0.45,average,5v5
SQ_18969_P100202_81,18969,P100202,81,50.0,3,0.75,good,5v5
SQ_18969_P100202_82,18969,P100202,82,2.0,3,0.45,average,5v5
SQ_18969_P100202_83,18969,P100202,83,34.0,3,0.6,good,5v5
SQ_18969_P100202_84,18969,P100202,84,22.0,3,0.45,average,5v5
SQ_18969_P100202_85,18969,P100202,85,16.0,3,0.45,average,5v5
SQ_18969_P100202_86,18969,P100202,86,45.0,3,0.75,good,5v5
SQ_18969_P100202_87,18969,P100202,87,24.0,3,0.45,average,5v5
SQ_18969_P100202_88,18969,P100202,88,58.0,3,0.75,good,5v5
SQ_18969_P100202_89,18969,P100202,89,27.0,3,0.45,average,5v5
SQ_18969_P100202_90,18969,P100202,90,42.0,3,0.75,good,5v5
SQ_18969_P100202_91,18969,P100202,91,69.0,3,0.6,good,5v5
SQ_18969_P100202_92,18969,P100202,92,15.0,3,0.45,average,5v5
SQ_18969_P100202_93,18969,P100202,93,9.0,3,0.45,average,5v5
SQ_18969_P100202_94,18969,P100202,94,15.0,3,0.45,average,5v5
SQ_18969_P100202_95,18969,P100202,95,10.0,3,0.45,average,5v5
SQ_18969_P100202_97,18969,P100202,97,24.0,3,0.45,average,5v6
SQ_18969_P100202_98,18969,P100202,98,57.99,3,0.75,good,5v5
SQ_18969_P100210_3,18969,P100210,3,9.0,1,0.45,average,5v5
SQ_18969_P100210_4,18969,P100210,4,29.0,1,0.45,average,5v5
SQ_18969_P100210_5,18969,P100210,5,4.0,1,0.45,average,5v5
SQ_18969_P100210_6,18969,P100210,6,8.0,1,0.45,average,5v5
SQ_18969_P100210_7,18969,P100210,7,102.0,1,0.45,average,5v5
SQ_18969_P100210_8,18969,P100210,8,7.0,1,0.45,average,5v5
SQ_18969_P100210_9,18969,P100210,9,16.0,1,0.45,average,5v5
SQ_18969_P100210_10,18969,P100210,10,9.0,1,0.45,average,5v5
SQ_18969_P100210_20,18969,P100210,20,18.0,1,0.45,average,5v5
SQ_18969_P100210_21,18969,P100210,21,56.0,1,0.75,good,5v5
SQ_18969_P100210_27,18969,P100210,27,65.0,1,0.6,good,5v5
SQ_18969_P100210_28,18969,P100210,28,78.0,1,0.6,good,5v5
SQ_18969_P100210_36,18969,P100210,36,33.0,2,0.6,good,5v5
SQ_18969_P100210_37,18969,P100210,37,95.0,2,0.45,average,5v5
SQ_18969_P100210_38,18969,P100210,38,11.0,2,0.45,average,5v5
SQ_18969_P100210_46,18969,P100210,46,6.0,2,0.45,average,5v5
SQ_18969_P100210_47,18969,P100210,47,11.0,2,0.45,average,5v5
SQ_18969_P100210_48,18969,P100210,48,7.0,2,0.45,average,5v5
SQ_18969_P100210_49,18969,P100210,49,3.0,2,0.45,average,5v5
SQ_18969_P100210_50,18969,P100210,50,18.0,2,0.45,average,5v5
SQ_18969_P100210_51,18969,P100210,51,39.0,2,0.6,good,5v5
SQ_18969_P100210_52,18969,P100210,52,8.0,2,0.45,average,5v5
SQ_18969_P100210_58,18969,P100210,58,11.0,2,0.45,average,5v5
SQ_18969_P100210_59,18969,P100210,59,32.0,2,0.6,good,5v5
SQ_18969_P100210_60,18969,P100210,60,52.0,2,0.75,good,5v5
SQ_18969_P100210_61,18969,P100210,61,11.0,2,0.45,average,5v5
SQ_18969_P100210_62,18969,P100210,62,4.0,2,0.45,average,5v5
SQ_18969_P100210_63,18969,P100210,63,93.99,2,0.45,average,4v5
SQ_18969_P100210_73,18969,P100210,73,70.0,3,0.6,good,5v5
SQ_18969_P100210_74,18969,P100210,74,73.0,3,0.6,good,5v5
SQ_18969_P100210_75,18969,P100210,75,13.0,3,0.45,average,5v5
SQ_18969_P100210_82,18969,P100210,82,2.0,3,0.45,average,5v5
SQ_18969_P100210_83,18969,P100210,83,34.0,3,0.6,good,5v5
SQ_18969_P100210_84,18969,P100210,84,22.0,3,0.45,average,5v5
SQ_18969_P100210_85,18969,P100210,85,16.0,3,0.45,average,5v5
SQ_18969_P100210_89,18969,P100210,89,27.0,3,0.45,average,5v5
SQ_18969_P100210_90,18969,P100210,90,42.0,3,0.75,good,5v5
SQ_18969_P100210_91,18969,P100210,91,69.0,3,0.6,good,5v5
SQ_18969_P100210_92,18969,P100210,92,15.0,3,0.45,average,5v5
SQ_18969_P100210_93,18969,P100210,93,9.0,3,0.45,average,5v5
SQ_18969_P100210_94,18969,P100210,94,15.0,3,0.45,average,5v5
SQ_18969_P100222_6,18969,P100222,6,8.0,1,0.45,average,5v5
SQ_18969_P100222_7,18969,P100222,7,102.0,1,0.45,average,5v5
SQ_18969_P100222_8,18969,P100222,8,7.0,1,0.45,average,5v5
SQ_18969_P100222_21,18969,P100222,21,56.0,1,0.75,good,5v5
SQ_18969_P100222_22,18969,P100222,22,57.0,1,0.75,good,5v5
SQ_18969_P100222_27,18969,P100222,27,65.0,1,0.6,good,5v5
SQ_18969_P100222_28,18969,P100222,28,78.0,1,0.6,good,5v5
SQ_18969_P100222_37,18969,P100222,37,95.0,2,0.45,average,5v5
SQ_18969_P100222_38,18969,P100222,38,11.0,2,0.45,average,5v5
SQ_18969_P100222_45,18969,P100222,45,12.0,2,0.45,average,5v5
SQ_18969_P100222_46,18969,P100222,46,6.0,2,0.45,average,5v5
SQ_18969_P100222_47,18969,P100222,47,11.0,2,0.45,average,5v5
SQ_18969_P100222_48,18969,P100222,48,7.0,2,0.45,average,5v5
SQ_18969_P100222_49,18969,P100222,49,3.0,2,0.45,average,5v5
SQ_18969_P100222_50,18969,P100222,50,18.0,2,0.45,average,5v5
SQ_18969_P100222_51,18969,P100222,51,39.0,2,0.6,good,5v5
SQ_18969_P100222_52,18969,P100222,52,8.0,2,0.45,average,5v5
SQ_18969_P100222_59,18969,P100222,59,32.0,2,0.6,good,5v5
SQ_18969_P100222_60,18969,P100222,60,52.0,2,0.75,good,5v5
SQ_18969_P100222_61,18969,P100222,61,11.0,2,0.45,average,5v5
SQ_18969_P100222_62,18969,P100222,62,4.0,2,0.45,average,5v5
SQ_18969_P100222_72,18969,P100222,72,63.0,3,0.6,good,5v5
SQ_18969_P100222_73,18969,P100222,73,70.0,3,0.6,good,5v5
SQ_18969_P100222_74,18969,P100222,74,73.0,3,0.6,good,5v5
SQ_18969_P100222_75,18969,P100222,75,13.0,3,0.45,average,5v5
SQ_18969_P100222_83,18969,P100222,83,34.0,3,0.6,good,5v5
SQ_18969_P100222_84,18969,P100222,84,22.0,3,0.45,average,5v5
SQ_18969_P100222_85,18969,P100222,85,16.0,3,0.45,average,5v5
SQ_18969_P100222_86,18969,P100222,86,45.0,3,0.75,good,5v5
SQ_18969_P100222_92,18969,P100222,92,15.0,3,0.45,average,5v5
SQ_18969_P100222_93,18969,P100222,93,9.0,3,0.45,average,5v5
SQ_18969_P100222_94,18969,P100222,94,15.0,3,0.45,average,5v5
SQ_18969_P100222_95,18969,P100222,95,10.0,3,0.45,average,5v5
SQ_18969_P100224_2,18969,P100224,2,79.0,1,0.6,good,5v5
SQ_18969_P100224_3,18969,P100224,3,9.0,1,0.45,average,5v5
SQ_18969_P100224_4,18969,P100224,4,29.0,1,0.45,average,5v5
SQ_18969_P100224_5,18969,P100224,5,4.0,1,0.45,average,5v5
SQ_18969_P100224_6,18969,P100224,6,8.0,1,0.45,average,5v5
SQ_18969_P100224_16,18969,P100224,16,23.0,1,0.45,average,5v5
SQ_18969_P100224_17,18969,P100224,17,6.0,1,0.45,average,5v5
SQ_18969_P100224_18,18969,P100224,18,7.0,1,0.45,average,5v5
SQ_18969_P100224_19,18969,P100224,19,14.0,1,0.45,average,5v5
SQ_18969_P100224_20,18969,P100224,20,18.0,1,0.45,average,5v5
SQ_18969_P100224_21,18969,P100224,21,56.0,1,0.75,good,5v5
SQ_18969_P100224_28,18969,P100224,28,78.0,1,0.6,good,5v5
SQ_18969_P100224_29,18969,P100224,29,58.99,1,0.75,good,5v5
SQ_18969_P100224_37,18969,P100224,37,95.0,2,0.45,average,5v5
SQ_18969_P100224_38,18969,P100224,38,11.0,2,0.45,average,5v5
SQ_18969_P100224_46,18969,P100224,46,6.0,2,0.45,average,5v5
SQ_18969_P100224_47,18969,P100224,47,11.0,2,0.45,average,5v5
SQ_18969_P100224_48,18969,P100224,48,7.0,2,0.45,average,5v5
SQ_18969_P100224_49,18969,P100224,49,3.0,2,0.45,average,5v5
SQ_18969_P100224_50,18969,P100224,50,18.0,2,0.45,average,5v5
SQ_18969_P100224_51,18969,P100224,51,39.0,2,0.6,good,5v5
SQ_18969_P100224_52,18969,P100224,52,8.0,2,0.45,average,5v5
SQ_18969_P100224_62,18969,P100224,62,4.0,2,0.45,average,5v5
SQ_18969_P100224_63,18969,P100224,63,93.99,2,0.45,average,4v5
SQ_18969_P100224_73,18969,P100224,73,70.0,3,0.6,good,5v5
SQ_18969_P100224_83,18969,P100224,83,34.0,3,0.6,good,5v5
SQ_18969_P100224_84,18969,P100224,84,22.0,3,0.45,average,5v5
SQ_18969_P100224_85,18969,P100224,85,16.0,3,0.45,average,5v5
SQ_18969_P100224_92,18969,P100224,92,15.0,3,0.45,average,5v5
SQ_18969_P100224_93,18969,P100224,93,9.0,3,0.45,average,5v5
SQ_18969_P100224_94,18969,P100224,94,15.0,3,0.45,average,5v5
SQ_18969_P100224_95,18969,P100224,95,10.0,3,0.45,average,5v5
SQ_18977_P100001_1,18977,P100001,1,64.0,1,0.6,good,5v5
SQ_18977_P100001_2,18977,P100001,2,16.0,1,0.45,average,5v5
SQ_18977_P100001_5,18977,P100001,5,130.0,1,0.45,average,5v5
SQ_18977_P100001_6,18977,P100001,6,6.0,1,0.45,average,5v5
SQ_18977_P100001_13,18977,P100001,13,29.0,1,0.45,average,4v5
SQ_18977_P100001_14,18977,P100001,14,22.0,1,0.45,average,4v5
SQ_18977_P100001_15,18977,P100001,15,70.0,1,0.6,good,4v5
SQ_18977_P100001_16,18977,P100001,16,5.0,1,0.45,average,5v5
SQ_18977_P100001_17,18977,P100001,17,40.0,1,0.75,good,5v5
SQ_18977_P100001_20,18977,P100001,20,11.0,1,0.45,average,5v5
SQ_18977_P100001_21,18977,P100001,21,22.0,1,0.45,average,5v5
SQ_18977_P100001_22,18977,P100001,22,7.0,1,0.45,average,5v5
SQ_18977_P100001_23,18977,P100001,23,77.0,1,0.6,good,5v5
SQ_18977_P100001_24,18977,P100001,24,23.0,1,0.45,average,5v5
SQ_18977_P100001_25,18977,P100001,25,9.0,1,0.45,average,5v5
SQ_18977_P100001_26,18977,P100001,26,12.0,1,0.45,average,5v5
SQ_18977_P100001_27,18977,P100001,27,6.0,1,0.45,average,5v5
SQ_18977_P100001_28,18977,P100001,28,23.0,1,0.45,average,5v5
SQ_18977_P100001_29,18977,P100001,29,16.0,1,0.45,average,5v5
SQ_18977_P100001_30,18977,P100001,30,7.0,1,0.45,average,5v5
SQ_18977_P100001_35,18977,P100001,35,13.0,2,0.45,average,5v5
SQ_18977_P100001_36,18977,P100001,36,16.0,2,0.45,average,5v5
SQ_18977_P100001_37,18977,P100001,37,9.0,2,0.45,average,5v5
SQ_18977_P100001_38,18977,P100001,38,16.0,2,0.45,average,5v5
SQ_18977_P100001_39,18977,P100001,39,7.0,2,0.45,average,5v5
SQ_18977_P100001_40,18977,P100001,40,92.0,2,0.45,average,5v5
SQ_18977_P100001_44,18977,P100001,44,22.0,2,0.45,average,5v5
SQ_18977_P100001_45,18977,P100001,45,89.0,2,0.45,average,5v5
SQ_18977_P100001_46,18977,P100001,46,65.0,2,0.6,good,5v5
SQ_18977_P100001_52,18977,P100001,52,89.0,2,0.45,average,5v5
SQ_18977_P100001_53,18977,P100001,53,12.0,2,0.45,average,5v5
SQ_18977_P100001_54,18977,P100001,54,7.0,2,0.45,average,5v5
SQ_18977_P100001_55,18977,P100001,55,33.0,2,0.6,good,5v5
SQ_18977_P100001_56,18977,P100001,56,23.0,2,0.45,average,5v5
SQ_18977_P100001_57,18977,P100001,57,1.0,2,0.45,average,5v5
SQ_18977_P100001_58,18977,P100001,58,4.0,2,0.45,average,5v5
SQ_18977_P100001_62,18977,P100001,62,39.0,3,0.6,good,5v5
SQ_18977_P100001_63,18977,P100001,63,12.0,3,0.45,average,5v5
SQ_18977_P100001_64,18977,P100001,64,102.0,3,0.45,average,5v5
