event_tracking_key,event_key,event_id,game_id,event_index,player_id,player_game_number,period,linked_event_index,tracking_event_index,event_start_min,event_start_sec,event_end_min,event_end_sec,role_abrev,event_team_zone,home_team_zone,away_team_zone,team_venue,team_venue_abv,side_of_puck,sequence_index,play_index,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,zone_change_index,home_team,away_team,event_type_raw,event_detail,event_detail_2,event_successful,shift_index,duration,time_start_total_seconds,time_end_total_seconds,running_intermission_duration,period_start_total_running_seconds,running_video_time,event_running_start,event_running_end,player_role,role_number,player_team
ETK000000,EV1896901000,E_18969_1000,18969,1000,,,1,,1000,,,,,,,,,,,,,,,,,,1.0,Platinum,Velodrome,GameStart,,,,,,,,,0.0,0.0,0.0,5.0,,,
ETK000001,EV1896901001,E_18969_1001,18969,1001,P100192,53.0,1,,1001,18.0,0.0,,,e,n,n,n,Home,h,Offensive,,,,,,,1.0,Platinum,Velodrome,Faceoff,Faceoff_GameStart,,,1.0,0.0,1080.0,1080.0,0.0,0.0,0.0,0.0,5.0,event_team_player_1,1.0,Platinum
ETK000002,EV1896901001,E_18969_1001,18969,1001,P100025,21.0,1,,1001,18.0,0.0,,,e,n,n,n,Home,h,Offensive,,,,,,,1.0,Platinum,Velodrome,Faceoff,Faceoff_GameStart,,,1.0,0.0,1080.0,1080.0,0.0,0.0,0.0,0.0,5.0,event_team_player_2,2.0,Platinum
ETK000003,EV1896901001,E_18969_1001,18969,1001,P100001,70.0,1,,1001,18.0,0.0,,,o,n,n,n,Home,h,Defensive,,,,,,,1.0,Platinum,Velodrome,Faceoff,Faceoff_GameStart,,,1.0,0.0,1080.0,1080.0,0.0,0.0,0.0,0.0,5.0,opp_team_player_1,1.0,Velodrome
ETK000004,EV1896901002,E_18969_1002,18969,1002,P100025,21.0,1,,1002,17.0,59.0,,,e,n,n,n,Home,h,Offensive,5001.0,,,,,,1.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1079.0,1079.0,0.0,0.0,1.0,0.0,5.0,event_team_player_1,1.0,Platinum
ETK000005,EV1896901002,E_18969_1002,18969,1002,P100030,8.0,1,,1002,17.0,59.0,,,e,n,n,n,Home,h,Offensive,5001.0,,,,,,1.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1079.0,1079.0,0.0,0.0,1.0,0.0,5.0,event_team_player_2,2.0,Platinum
ETK000006,EV1896901003,E_18969_1003,18969,1003,P100030,8.0,1,,1003,17.0,58.0,17.0,52.0,e,n,n,n,Home,h,Offensive,5001.0,,Delay,,,,1.0,Platinum,Velodrome,Possession,Regroup,,,1.0,6.0,1078.0,1072.0,0.0,0.0,2.0,0.0,11.0,event_team_player_1,1.0,Platinum
ETK000007,EV1896901003,E_18969_1003,18969,1003,P100161,49.0,1,,1003,17.0,58.0,17.0,52.0,o,n,n,n,Home,h,Defensive,5001.0,,,,,,1.0,Platinum,Velodrome,Possession,Regroup,,,1.0,6.0,1078.0,1072.0,0.0,0.0,2.0,0.0,11.0,opp_team_player_1,1.0,Velodrome
ETK000008,EV1896901004,E_18969_1004,18969,1004,P100030,8.0,1,,1004,17.0,50.0,,,e,n,n,n,Home,h,Offensive,5001.0,6001.0,,,,,1.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Bank,s,1.0,0.0,1070.0,1070.0,0.0,0.0,10.0,5.0,10.0,event_team_player_1,1.0,Platinum
ETK000009,EV1896901004,E_18969_1004,18969,1004,P100024,20.0,1,,1004,17.0,50.0,,,e,n,n,n,Home,h,Offensive,5001.0,6001.0,,,,,1.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Bank,s,1.0,0.0,1070.0,1070.0,0.0,0.0,10.0,5.0,10.0,event_team_player_2,2.0,Platinum
ETK000010,EV1896901004,E_18969_1004,18969,1004,P100161,49.0,1,,1004,17.0,50.0,,,o,n,n,n,Home,h,Defensive,5001.0,6001.0,,,,,1.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Bank,s,1.0,0.0,1070.0,1070.0,0.0,0.0,10.0,5.0,10.0,opp_team_player_1,1.0,Velodrome
ETK000011,EV1896909001,E_18969_9001,18969,9001,P100024,20.0,1,9001.0,9001,17.0,49.0,,,e,n,n,n,Home,h,Offensive,5001.0,6001.0,Chip,DumpChase,u,,2.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-DumpIn,u,1.0,0.0,1069.0,1069.0,0.0,0.0,11.0,6.0,11.0,event_team_player_1,1.0,Platinum
ETK000012,EV1896909001,E_18969_9001,18969,9001,P100024,20.0,1,9001.0,9001,17.0,49.0,,,e,n,n,n,Home,h,Offensive,5001.0,6001.0,Chip,DumpChase,u,,2.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-ZoneClear/Dump,u,1.0,0.0,1069.0,1069.0,0.0,0.0,11.0,6.0,11.0,event_team_player_1,1.0,Platinum
ETK000013,EV1896901007,E_18969_1007,18969,1007,P100070,52.0,1,,1007,17.0,45.0,17.0,41.0,e,d,o,d,Away,a,Offensive,5002.0,6002.0,RecoveryRetreivalDumpIn,,s,1,2.0,Platinum,Velodrome,Possession,PuckRetrieval,,s,1.0,4.0,1065.0,1061.0,0.0,0.0,15.0,10.0,19.0,event_team_player_1,1.0,Velodrome
ETK000014,EV1896909002,E_18969_9002,18969,9002,P100070,52.0,1,9002.0,9002,17.0,41.0,,,e,d,o,d,Away,a,Offensive,5002.0,6002.0,Breakout,PassDeflected,s,,2.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1061.0,1061.0,0.0,0.0,19.0,14.0,19.0,event_team_player_1,1.0,Velodrome
ETK000015,EV1896909002,E_18969_9002,18969,9002,P100161,49.0,1,9002.0,9002,17.0,41.0,,,e,d,o,d,Away,a,Offensive,5002.0,6002.0,,,,,2.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1061.0,1061.0,0.0,0.0,19.0,14.0,19.0,event_team_player_2,2.0,Velodrome
ETK000016,EV1896909002,E_18969_9002,18969,9002,P100070,52.0,1,9002.0,9002,17.0,41.0,,,e,d,o,d,Away,a,Offensive,5002.0,6002.0,,,,,3.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,1.0,0.0,1061.0,1061.0,0.0,0.0,19.0,14.0,19.0,event_team_player_1,1.0,Velodrome
ETK000017,EV1896909002,E_18969_9002,18969,9002,P100161,49.0,1,9002.0,9002,17.0,41.0,,,e,d,o,d,Away,a,Offensive,5002.0,6002.0,,,,,3.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,1.0,0.0,1061.0,1061.0,0.0,0.0,19.0,14.0,19.0,event_team_player_2,2.0,Velodrome
ETK000018,EV1896901010,E_18969_1010,18969,1010,P100161,49.0,1,,1010,17.0,39.0,17.0,37.0,e,n,n,n,Away,a,Offensive,5002.0,,,,,,3.0,Platinum,Velodrome,Possession,,,,1.0,2.0,1059.0,1057.0,0.0,0.0,21.0,16.0,23.0,event_team_player_1,1.0,Velodrome
ETK000019,EV1896901011,E_18969_1011,18969,1011,P100161,49.0,1,,1011,17.0,37.0,17.0,33.0,e,o,d,o,Away,a,Offensive,5002.0,6003.0,Delay,,s,1,4.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,4.0,1057.0,1053.0,0.0,0.0,23.0,18.0,27.0,event_team_player_1,1.0,Velodrome
ETK000020,EV1896901011,E_18969_1011,18969,1011,P100030,8.0,1,,1011,17.0,37.0,17.0,33.0,o,o,d,o,Away,a,Defensive,5002.0,6003.0,,,,,4.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,4.0,1057.0,1053.0,0.0,0.0,23.0,18.0,27.0,opp_team_player_1,1.0,Platinum
ETK000021,EV1896901012,E_18969_1012,18969,1012,P100161,49.0,1,,1012,17.0,33.0,,,e,o,d,o,Away,a,Offensive,5002.0,6003.0,,,,1,4.0,Platinum,Velodrome,Shot,Shot_Blocked,Shot-Wrist,u,1.0,0.0,1053.0,1053.0,0.0,0.0,27.0,22.0,27.0,event_team_player_1,1.0,Velodrome
ETK000022,EV1896901012,E_18969_1012,18969,1012,P100024,20.0,1,,1012,17.0,33.0,,,o,o,d,o,Away,a,Defensive,5002.0,6003.0,StickCheck,,,1,4.0,Platinum,Velodrome,Shot,Shot_Blocked,Shot-Wrist,u,1.0,0.0,1053.0,1053.0,0.0,0.0,27.0,22.0,27.0,opp_team_player_1,1.0,Platinum
ETK000023,EV1896901013,E_18969_1013,18969,1013,P100161,49.0,1,,1013,17.0,32.0,,,e,o,d,o,Away,a,Offensive,5002.0,6004.0,RecoveryRetreivalShot,,s,,4.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,0.0,1052.0,1052.0,0.0,0.0,28.0,23.0,28.0,event_team_player_1,1.0,Velodrome
ETK000024,EV1896901014,E_18969_1014,18969,1014,P100161,49.0,1,,1014,17.0,32.0,17.0,28.0,e,o,d,o,Away,a,Offensive,5002.0,6004.0,,,,,4.0,Platinum,Velodrome,Possession,,,,1.0,4.0,1052.0,1048.0,0.0,0.0,28.0,23.0,32.0,event_team_player_1,1.0,Velodrome
ETK000025,EV1896901015,E_18969_1015,18969,1015,P100161,49.0,1,,1015,17.0,28.0,,,e,o,d,o,Away,a,Offensive,5002.0,6004.0,,,,,4.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1048.0,1048.0,0.0,0.0,32.0,27.0,32.0,event_team_player_1,1.0,Velodrome
ETK000026,EV1896901015,E_18969_1015,18969,1015,P100070,52.0,1,,1015,17.0,28.0,,,e,o,d,o,Away,a,Offensive,5002.0,6004.0,,,,,4.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1048.0,1048.0,0.0,0.0,32.0,27.0,32.0,event_team_player_2,2.0,Velodrome
ETK000027,EV1896901016,E_18969_1016,18969,1016,P100070,52.0,1,,1016,17.0,27.0,,,e,o,d,o,Away,a,Offensive,5002.0,6004.0,Dump/RimInZone,,u,,4.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-DumpInZone,u,1.0,0.0,1047.0,1047.0,0.0,0.0,33.0,28.0,33.0,event_team_player_1,1.0,Velodrome
ETK000028,EV1896901017,E_18969_1017,18969,1017,P100025,21.0,1,,1017,17.0,23.0,17.0,20.0,e,d,d,o,Home,h,Offensive,,,RecoveryRetreivalTurnover,,u,,4.0,Platinum,Velodrome,Possession,PuckRetrieval,,u,1.0,3.0,1043.0,1040.0,0.0,0.0,37.0,32.0,40.0,event_team_player_1,1.0,Platinum
ETK000029,EV1896909003,E_18969_9003,18969,9003,P100025,21.0,1,9003.0,9003,17.0,20.0,,,e,d,d,o,Home,h,Offensive,,,AttemptedBreakOutPass,,u,,4.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-Stretch,u,1.0,0.0,1040.0,1040.0,0.0,0.0,40.0,35.0,40.0,event_team_player_1,1.0,Platinum
ETK000030,EV1896909003,E_18969_9003,18969,9003,P100192,53.0,1,9003.0,9003,17.0,20.0,,,e,d,d,o,Home,h,Offensive,,,,,,,4.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-Stretch,u,1.0,0.0,1040.0,1040.0,0.0,0.0,40.0,35.0,40.0,event_team_player_2,2.0,Platinum
ETK000031,EV1896909003,E_18969_9003,18969,9003,P100025,21.0,1,9003.0,9003,17.0,20.0,,,e,d,d,o,Home,h,Offensive,5003.0,,,,,,5.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,u,1.0,0.0,1040.0,1040.0,0.0,0.0,40.0,35.0,40.0,event_team_player_1,1.0,Platinum
ETK000032,EV1896909003,E_18969_9003,18969,9003,P100192,53.0,1,9003.0,9003,17.0,20.0,,,e,d,d,o,Home,h,Offensive,5004.0,6003.0,,,,,5.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,u,1.0,0.0,1040.0,1040.0,0.0,0.0,40.0,35.0,40.0,event_team_player_2,2.0,Platinum
ETK000033,EV1896901020,E_18969_1020,18969,1020,P100030,8.0,1,,1020,17.0,20.0,17.0,15.0,e,n,n,n,Home,h,Offensive,,,RecoveryRetreivalPass,,s,,5.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,5.0,1040.0,1035.0,0.0,0.0,40.0,35.0,45.0,event_team_player_1,1.0,Platinum
ETK000034,EV1896901020,E_18969_1020,18969,1020,P100023,3.0,1,,1020,17.0,20.0,17.0,15.0,e,n,n,n,Home,h,Offensive,,,RecoveryRetreivalPass,,,1,5.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,5.0,1040.0,1035.0,0.0,0.0,40.0,35.0,45.0,event_team_player_2,2.0,Platinum
ETK000035,EV1896901020,E_18969_1020,18969,1020,P100161,49.0,1,,1020,17.0,20.0,17.0,15.0,o,n,n,n,Home,h,Defensive,,,RecoveryRetreivalPass,,u,1,5.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,5.0,1040.0,1035.0,0.0,0.0,40.0,35.0,45.0,opp_team_player_1,1.0,Velodrome
ETK000036,EV1896901021,E_18969_1021,18969,1021,P100030,8.0,1,,1021,17.0,15.0,17.0,15.0,e,n,n,n,Home,h,Offensive,,,Deke,,,,5.0,Platinum,Velodrome,Possession,,,,1.0,0.0,1035.0,1035.0,0.0,0.0,45.0,40.0,45.0,event_team_player_1,1.0,Platinum
ETK000037,EV1896901021,E_18969_1021,18969,1021,P100161,49.0,1,,1021,17.0,15.0,17.0,15.0,o,n,n,n,Home,h,Defensive,,,BeatDeke,,u,,5.0,Platinum,Velodrome,Possession,,,,1.0,0.0,1035.0,1035.0,0.0,0.0,45.0,40.0,45.0,opp_team_player_1,1.0,Velodrome
ETK000038,EV1896901022,E_18969_1022,18969,1022,P100030,8.0,1,,1022,17.0,12.0,17.0,8.0,e,o,o,d,Home,h,Offensive,,,DriveWide,,s,1,6.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,4.0,1032.0,1028.0,0.0,0.0,48.0,43.0,52.0,event_team_player_1,1.0,Platinum
ETK000039,EV1896901022,E_18969_1022,18969,1022,P100001,70.0,1,,1022,17.0,12.0,17.0,8.0,o,o,o,d,Home,h,Defensive,,,,,,1,6.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,4.0,1032.0,1028.0,0.0,0.0,48.0,43.0,52.0,opp_team_player_1,1.0,Velodrome
ETK000040,EV1896901022,E_18969_1022,18969,1022,P100070,52.0,1,,1022,17.0,12.0,17.0,8.0,o,o,o,d,Home,h,Defensive,,,,,,,6.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,s,1.0,4.0,1032.0,1028.0,0.0,0.0,48.0,43.0,52.0,opp_team_player_2,2.0,Velodrome
ETK000041,EV1896901023,E_18969_1023,18969,1023,P100030,8.0,1,,1023,17.0,8.0,17.0,5.0,e,o,o,d,Home,h,Offensive,,,,,,1,6.0,Platinum,Velodrome,Possession,,,,1.0,3.0,1028.0,1025.0,0.0,0.0,52.0,47.0,55.0,event_team_player_1,1.0,Platinum
ETK000042,EV1896901023,E_18969_1023,18969,1023,P100070,52.0,1,,1023,17.0,8.0,17.0,5.0,o,o,o,d,Home,h,Defensive,,,,,,,6.0,Platinum,Velodrome,Possession,,,,1.0,3.0,1028.0,1025.0,0.0,0.0,52.0,47.0,55.0,opp_team_player_1,1.0,Velodrome
ETK000043,EV1896901023,E_18969_1023,18969,1023,P100108,22.0,1,,1023,17.0,8.0,17.0,5.0,o,o,o,d,Home,h,Defensive,,,,,,,6.0,Platinum,Velodrome,Possession,,,,1.0,3.0,1028.0,1025.0,0.0,0.0,52.0,47.0,55.0,opp_team_player_2,2.0,Velodrome
ETK000044,EV1896901024,E_18969_1024,18969,1024,P100108,22.0,1,,1024,17.0,5.0,,,e,d,o,d,Away,a,Defensive,,,,,,1,6.0,Platinum,Velodrome,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,s,1.0,0.0,1025.0,1025.0,0.0,0.0,55.0,50.0,55.0,event_team_player_1,1.0,Velodrome
ETK000045,EV1896901024,E_18969_1024,18969,1024,P100030,8.0,1,,1024,17.0,5.0,,,o,d,o,d,Away,a,Offensive,,,,,,1,6.0,Platinum,Velodrome,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,s,1.0,0.0,1025.0,1025.0,0.0,0.0,55.0,50.0,55.0,opp_team_player_1,1.0,Platinum
ETK000046,EV1896901025,E_18969_1025,18969,1025,P100108,22.0,1,,1025,17.0,2.0,,,e,d,o,d,Away,a,Offensive,,,AttemptedBreakOutClear,,u,1,6.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-AttemptedZoneClear/Dump,u,1.0,0.0,1022.0,1022.0,0.0,0.0,58.0,53.0,58.0,event_team_player_1,1.0,Velodrome
ETK000047,EV1896901025,E_18969_1025,18969,1025,P100030,8.0,1,,1025,17.0,2.0,,,o,d,o,d,Away,a,Defensive,,,,,,1,6.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-AttemptedZoneClear/Dump,u,1.0,0.0,1022.0,1022.0,0.0,0.0,58.0,53.0,58.0,opp_team_player_1,1.0,Platinum
ETK000048,EV1896901026,E_18969_1026,18969,1026,P100192,53.0,1,,1026,16.0,59.0,,,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalAttemptedClear,,s,,6.0,Platinum,Velodrome,Possession,PuckRetrieval,,s,1.0,0.0,1019.0,1019.0,0.0,0.0,61.0,56.0,61.0,event_team_player_1,1.0,Platinum
ETK000049,EV1896901027,E_18969_1027,18969,1027,P100192,53.0,1,,1027,16.0,59.0,,,e,o,o,d,Home,h,Offensive,,,SecondTouch,,u,,6.0,Platinum,Velodrome,Shot,Shot_Missed,Shot-Wrist,u,1.0,0.0,1019.0,1019.0,0.0,0.0,61.0,56.0,61.0,event_team_player_1,1.0,Platinum
ETK000050,EV1896901028,E_18969_1028,18969,1028,P100030,8.0,1,,1028,16.0,56.0,16.0,53.0,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalShot,,s,1,6.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,3.0,1016.0,1013.0,0.0,0.0,64.0,59.0,67.0,event_team_player_1,1.0,Platinum
ETK000051,EV1896901028,E_18969_1028,18969,1028,P100161,49.0,1,,1028,16.0,56.0,16.0,53.0,o,o,o,d,Home,h,Defensive,,,StickCheck,,,1,6.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,3.0,1016.0,1013.0,0.0,0.0,64.0,59.0,67.0,opp_team_player_1,1.0,Velodrome
ETK000052,EV1896901029,E_18969_1029,18969,1029,P100030,8.0,1,,1029,16.0,53.0,,,e,o,o,d,Home,h,Offensive,,,,,,,6.0,Platinum,Velodrome,Shot,Shot_BlockedSameTeam,Shot-Wrist,u,1.0,0.0,1013.0,1013.0,0.0,0.0,67.0,62.0,67.0,event_team_player_1,1.0,Platinum
ETK000053,EV1896901029,E_18969_1029,18969,1029,P100024,20.0,1,,1029,16.0,53.0,,,e,o,o,d,Home,h,Offensive,,,BlockedShot,,u,,6.0,Platinum,Velodrome,Shot,Shot_BlockedSameTeam,Shot-Wrist,u,1.0,0.0,1013.0,1013.0,0.0,0.0,67.0,62.0,67.0,event_team_player_2,2.0,Platinum
ETK000054,EV1896901029,E_18969_1029,18969,1029,P100001,70.0,1,,1029,16.0,53.0,,,o,o,o,d,Home,h,Defensive,,,,,,,6.0,Platinum,Velodrome,Shot,Shot_BlockedSameTeam,Shot-Wrist,u,1.0,0.0,1013.0,1013.0,0.0,0.0,67.0,62.0,67.0,opp_team_player_1,1.0,Velodrome
ETK000055,EV1896901030,E_18969_1030,18969,1030,P100192,53.0,1,,1030,16.0,50.0,16.0,48.0,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalShot,,s,,6.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,2.0,1010.0,1008.0,0.0,0.0,70.0,65.0,72.0,event_team_player_1,1.0,Platinum
ETK000056,EV1896901030,E_18969_1030,18969,1030,P100070,52.0,1,,1030,16.0,50.0,16.0,48.0,o,o,o,d,Home,h,Defensive,,,StickCheck,,,,6.0,Platinum,Velodrome,Possession,PuckRecovery,,s,1.0,2.0,1010.0,1008.0,0.0,0.0,70.0,65.0,72.0,opp_team_player_1,1.0,Velodrome
ETK000057,EV1896901031,E_18969_1031,18969,1031,P100192,53.0,1,,1031,16.0,48.0,,,e,o,o,d,Home,h,Offensive,,,,,,1,6.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_1,1.0,Platinum
ETK000058,EV1896901031,E_18969_1031,18969,1031,P100024,20.0,1,,1031,16.0,48.0,,,e,o,o,d,Home,h,Offensive,,,,,,,6.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_2,2.0,Platinum
ETK000059,EV1896901031,E_18969_1031,18969,1031,P100070,52.0,1,,1031,16.0,48.0,,,o,o,o,d,Home,h,Defensive,,,,,,1,6.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,opp_team_player_1,1.0,Velodrome
ETK000060,EV1896909004,E_18969_9004,18969,9004,P100024,20.0,1,9004.0,9004,16.0,48.0,,,e,o,o,d,Home,h,Offensive,,,,,,,6.0,Platinum,Velodrome,Shot,Shot_OnNetSaved,Shot-OneTime,s,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_1,1.0,Platinum
ETK000061,EV1896909004,E_18969_9004,18969,9004,P100016,39.0,1,9004.0,9004,16.0,48.0,,,o,o,o,d,Home,h,Defensive,,,,,,,6.0,Platinum,Velodrome,Shot,Shot_OnNetSaved,Shot-OneTime,s,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,opp_team_player_1,1.0,Velodrome
ETK000062,EV1896909004,E_18969_9004,18969,9004,P100108,22.0,1,9004.0,9004,16.0,48.0,,,o,o,o,d,Home,h,Defensive,,,InShotPassLane,,,,6.0,Platinum,Velodrome,Shot,Shot_OnNetSaved,Shot-OneTime,s,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,opp_team_player_2,2.0,Velodrome
ETK000063,EV1896909004,E_18969_9004,18969,9004,P100016,39.0,1,9004.0,9004,16.0,48.0,,,e,d,o,d,Away,a,Defensive,,,,,,,6.0,Platinum,Velodrome,Save,Save_Rebound,Save-LeftPad,,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_1,1.0,Velodrome
ETK000064,EV1896909004,E_18969_9004,18969,9004,P100108,22.0,1,9004.0,9004,16.0,48.0,,,e,d,o,d,Away,a,Defensive,,,InShotPassLane,,,,6.0,Platinum,Velodrome,Save,Save_Rebound,Save-LeftPad,,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_2,2.0,Velodrome
ETK000065,EV1896909004,E_18969_9004,18969,9004,P100024,20.0,1,9004.0,9004,16.0,48.0,,,o,d,o,d,Away,a,Offensive,,,,,,,6.0,Platinum,Velodrome,Save,Save_Rebound,Save-LeftPad,,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,opp_team_player_1,1.0,Platinum
ETK000066,EV1896909004,E_18969_9004,18969,9004,P100016,39.0,1,9004.0,9004,16.0,48.0,,,e,d,o,d,Away,a,Offensive,,,,,,,6.0,Platinum,Velodrome,Rebound,Rebound_TeamRecovered,,,1.0,0.0,1008.0,1008.0,0.0,0.0,72.0,67.0,72.0,event_team_player_1,1.0,Velodrome
ETK000067,EV1896901035,E_18969_1035,18969,1035,P100108,22.0,1,,1035,16.0,45.0,16.0,42.0,e,d,o,d,Away,a,Offensive,,,RecoveryRetreivalRebound,,s,,6.0,Platinum,Velodrome,Possession,PuckRetrieval,,s,1.0,3.0,1005.0,1002.0,0.0,0.0,75.0,70.0,78.0,event_team_player_1,1.0,Velodrome
ETK000068,EV1896909005,E_18969_9005,18969,9005,P100108,22.0,1,9005.0,9005,16.0,42.0,,,e,d,o,d,Away,a,Offensive,,,Breakout,,s,,6.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1002.0,1002.0,0.0,0.0,78.0,73.0,78.0,event_team_player_1,1.0,Velodrome
ETK000069,EV1896909005,E_18969_9005,18969,9005,P100001,70.0,1,9005.0,9005,16.0,42.0,,,e,d,o,d,Away,a,Offensive,,,,,,,6.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,1.0,0.0,1002.0,1002.0,0.0,0.0,78.0,73.0,78.0,event_team_player_2,2.0,Velodrome
ETK000070,EV1896909005,E_18969_9005,18969,9005,P100108,22.0,1,9005.0,9005,16.0,42.0,,,e,d,o,d,Away,a,Offensive,,,,,,,7.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,1.0,0.0,1002.0,1002.0,0.0,0.0,78.0,73.0,78.0,event_team_player_1,1.0,Velodrome
ETK000071,EV1896909005,E_18969_9005,18969,9005,P100001,70.0,1,9005.0,9005,16.0,42.0,,,e,d,o,d,Away,a,Offensive,,,,,,,7.0,Platinum,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,s,1.0,0.0,1002.0,1002.0,0.0,0.0,78.0,73.0,78.0,event_team_player_2,2.0,Velodrome
ETK000072,EV1896901038,E_18969_1038,18969,1038,P100001,70.0,1,,1038,16.0,41.0,16.0,40.0,e,n,n,n,Away,a,Offensive,,,,,,,7.0,Platinum,Velodrome,Possession,,,,1.0,1.0,1001.0,1000.0,0.0,0.0,79.0,74.0,80.0,event_team_player_1,1.0,Velodrome
ETK000073,EV1896909006,E_18969_9006,18969,9006,P100001,70.0,1,9006.0,9006,16.0,40.0,,,e,n,n,n,Away,a,Offensive,,,,,,,7.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,u,1.0,0.0,1000.0,1000.0,0.0,0.0,80.0,75.0,80.0,event_team_player_1,1.0,Velodrome
ETK000074,EV1896909006,E_18969_9006,18969,9006,P100039,75.0,1,9006.0,9006,16.0,40.0,,,e,n,n,n,Away,a,Offensive,,,ReceiverMissed,,u,,7.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,u,1.0,0.0,1000.0,1000.0,0.0,0.0,80.0,75.0,80.0,event_team_player_2,2.0,Velodrome
ETK000075,EV1896909006,E_18969_9006,18969,9006,P100192,53.0,1,9006.0,9006,16.0,40.0,,,o,n,n,n,Away,a,Defensive,,,InShotPassLane,,,,7.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,u,1.0,0.0,1000.0,1000.0,0.0,0.0,80.0,75.0,80.0,opp_team_player_1,1.0,Platinum
ETK000076,EV1896909006,E_18969_9006,18969,9006,P100001,70.0,1,9006.0,9006,16.0,35.0,,,e,n,n,n,Away,a,,,,,,,,7.0,Platinum,Velodrome,Stoppage,Stoppage_Play,Stoppage-Icing,,2.0,0.0,995.0,995.0,0.0,0.0,85.0,80.0,85.0,event_team_player_1,1.0,Velodrome
