event_tracking_key,event_key,event_id,game_id,event_index,player_id,player_game_number,period,linked_event_index,tracking_event_index,event_start_min,event_start_sec,event_end_min,event_end_sec,role_abrev,event_team_zone,home_team_zone,away_team_zone,team_venue,team_venue_abv,side_of_puck,sequence_index,play_index,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,zone_change_index,home_team,away_team,event_type_raw,event_detail,event_detail_2,event_successful,shift_index,duration,time_start_total_seconds,time_end_total_seconds,running_intermission_duration,period_start_total_running_seconds,running_video_time,event_running_start,event_running_end,player_role,role_number,player_team
ETK005708,EV1898101018,E_18981_1018,18981,1018,P100164,16.0,1,,1018,17.0,39.0,,,e,,,,Home,h,Offensive,,,,,,,11.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-Backhand,,1.0,0.0,1059.0,1059.0,0.0,0.0,21.0,16.0,21.0,event_team_player_1,1.0,Nelson
ETK005709,EV1898101018,E_18981_1018,18981,1018,P100078,10.0,1,,1018,17.0,39.0,,,e,,,,Home,h,Offensive,,,,,,,11.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-Backhand,,1.0,0.0,1059.0,1059.0,0.0,0.0,21.0,16.0,21.0,event_team_player_2,2.0,Nelson
ETK005710,EV1898101018,E_18981_1018,18981,1018,P100001,70.0,1,,1018,17.0,39.0,,,o,,,,Home,h,Defensive,,,,,,,11.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-Backhand,,1.0,0.0,1059.0,1059.0,0.0,0.0,21.0,16.0,21.0,opp_team_player_1,1.0,Velodrome
ETK005711,EV1898101019,E_18981_1019,18981,1019,P100164,16.0,1,,1019,17.0,36.0,,,e,o,o,,Home,h,Offensive,,,,,,,11.0,Nelson,Velodrome,Shot,Shot_Blocked,Shot-Wrist,,1.0,0.0,1056.0,1056.0,0.0,0.0,24.0,19.0,24.0,event_team_player_1,1.0,Nelson
ETK005712,EV1898101019,E_18981_1019,18981,1019,P100078,10.0,1,,1019,17.0,36.0,,,e,o,o,,Home,h,Offensive,,,,,,,11.0,Nelson,Velodrome,Shot,Shot_Blocked,Shot-Wrist,,1.0,0.0,1056.0,1056.0,0.0,0.0,24.0,19.0,24.0,event_team_player_2,2.0,Nelson
ETK005713,EV1898101019,E_18981_1019,18981,1019,P100108,22.0,1,,1019,17.0,36.0,,,o,o,o,,Home,h,Defensive,,,,,,,11.0,Nelson,Velodrome,Shot,Shot_Blocked,Shot-Wrist,,1.0,0.0,1056.0,1056.0,0.0,0.0,24.0,19.0,24.0,opp_team_player_1,1.0,Velodrome
ETK005714,EV1898101020,E_18981_1020,18981,1020,P100164,16.0,1,,1020,17.0,36.0,,,e,,,,Home,h,Offensive,,,,,,,11.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-ShotBlocked,,1.0,0.0,1056.0,1056.0,0.0,0.0,24.0,19.0,24.0,event_team_player_1,1.0,Nelson
ETK005715,EV1898101020,E_18981_1020,18981,1020,P100108,22.0,1,,1020,17.0,36.0,,,o,,,,Home,h,Defensive,,,,,,,11.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-ShotBlocked,,1.0,0.0,1056.0,1056.0,0.0,0.0,24.0,19.0,24.0,opp_team_player_1,1.0,Velodrome
ETK005716,EV1898101021,E_18981_1021,18981,1021,P100001,70.0,1,,1021,17.0,35.0,17.0,32.0,e,d,o,,Away,a,Offensive,,,,,,,12.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,1.0,3.0,1055.0,1052.0,0.0,0.0,25.0,20.0,28.0,event_team_player_1,1.0,Velodrome
ETK005717,EV1898101022,E_18981_1022,18981,1022,P100001,70.0,1,,1022,17.0,32.0,17.0,31.0,e,,,,Away,a,Offensive,,,,,,,12.0,Nelson,Velodrome,Possession,,,,1.0,1.0,1052.0,1051.0,0.0,0.0,28.0,23.0,29.0,event_team_player_1,1.0,Velodrome
ETK005718,EV1898101023,E_18981_1023,18981,1023,P100001,70.0,1,,1023,17.0,31.0,17.0,29.0,e,o,d,,Away,a,Offensive,,,,,,,13.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,1.0,2.0,1051.0,1049.0,0.0,0.0,29.0,24.0,31.0,event_team_player_1,1.0,Velodrome
ETK005719,EV1898101023,E_18981_1023,18981,1023,P100061,23.0,1,,1023,17.0,31.0,17.0,29.0,o,o,d,,Away,a,Defensive,,,,,,,14.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,1.0,2.0,1051.0,1049.0,0.0,0.0,29.0,24.0,31.0,opp_team_player_1,1.0,Nelson
ETK005720,EV1898101023,E_18981_1023,18981,1023,P100119,37.0,1,,1023,17.0,31.0,17.0,29.0,o,o,d,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,1.0,2.0,1051.0,1049.0,0.0,0.0,29.0,24.0,31.0,opp_team_player_2,2.0,Nelson
ETK005721,EV1898101024,E_18981_1024,18981,1024,P100001,70.0,1,,1024,17.0,29.0,,,e,o,d,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Shot,Shot_OnNetSaved,Shot-Wrist,,1.0,0.0,1049.0,1049.0,0.0,0.0,31.0,26.0,31.0,event_team_player_1,1.0,Velodrome
ETK005722,EV1898101024,E_18981_1024,18981,1024,P100138,31.0,1,,1024,17.0,29.0,,,o,o,d,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Shot,Shot_OnNetSaved,Shot-Wrist,,1.0,0.0,1049.0,1049.0,0.0,0.0,31.0,26.0,31.0,opp_team_player_1,1.0,Nelson
ETK005723,EV1898101024,E_18981_1024,18981,1024,P100119,37.0,1,,1024,17.0,29.0,,,o,o,d,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Shot,Shot_OnNetSaved,Shot-Wrist,,1.0,0.0,1049.0,1049.0,0.0,0.0,31.0,26.0,31.0,opp_team_player_2,2.0,Nelson
ETK005724,EV1898101025,E_18981_1025,18981,1025,P100138,31.0,1,,1025,17.0,29.0,,,e,d,d,,Home,h,Defensive,,,,,,,15.0,Nelson,Velodrome,Save,Save_Rebound,Save-LeftPad,,1.0,0.0,1049.0,1049.0,0.0,0.0,31.0,26.0,31.0,event_team_player_1,1.0,Nelson
ETK005725,EV1898101025,E_18981_1025,18981,1025,P100119,37.0,1,,1025,17.0,29.0,,,e,d,d,,Home,h,Defensive,,,,,,,15.0,Nelson,Velodrome,Save,Save_Rebound,Save-LeftPad,,1.0,0.0,1049.0,1049.0,0.0,0.0,31.0,26.0,31.0,event_team_player_2,2.0,Nelson
ETK005726,EV1898101025,E_18981_1025,18981,1025,P100001,70.0,1,,1025,17.0,29.0,,,o,d,d,,Home,h,Offensive,,,,,,,15.0,Nelson,Velodrome,Save,Save_Rebound,Save-LeftPad,,1.0,0.0,1049.0,1049.0,0.0,0.0,31.0,26.0,31.0,opp_team_player_1,1.0,Velodrome
ETK005727,EV1898101026,E_18981_1026,18981,1026,P100138,31.0,1,,1026,17.0,29.0,,,e,d,d,,Home,h,Offensive,,,,,,,15.0,Nelson,Velodrome,Rebound,Rebound_OppTeamRecovered,,,1.0,0.0,1049.0,1049.0,0.0,0.0,31.0,26.0,31.0,event_team_player_1,1.0,Nelson
ETK005728,EV1898101027,E_18981_1027,18981,1027,P100001,70.0,1,,1027,17.0,26.0,17.0,24.0,e,,,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Possession,,,,1.0,2.0,1046.0,1044.0,0.0,0.0,34.0,29.0,36.0,event_team_player_1,1.0,Velodrome
ETK005729,EV1898101027,E_18981_1027,18981,1027,P100119,37.0,1,,1027,17.0,26.0,17.0,24.0,o,,,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Possession,,,,1.0,2.0,1046.0,1044.0,0.0,0.0,34.0,29.0,36.0,opp_team_player_1,1.0,Nelson
ETK005730,EV1898101028,E_18981_1028,18981,1028,P100001,70.0,1,,1028,17.0,24.0,,,e,,,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Rim/Wrap,,1.0,0.0,1044.0,1044.0,0.0,0.0,36.0,31.0,36.0,event_team_player_1,1.0,Velodrome
ETK005731,EV1898101028,E_18981_1028,18981,1028,P100198,84.0,1,,1028,17.0,24.0,,,e,,,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Rim/Wrap,,1.0,0.0,1044.0,1044.0,0.0,0.0,36.0,31.0,36.0,event_team_player_2,2.0,Velodrome
ETK005732,EV1898101028,E_18981_1028,18981,1028,P100061,23.0,1,,1028,17.0,24.0,,,o,,,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Rim/Wrap,,1.0,0.0,1044.0,1044.0,0.0,0.0,36.0,31.0,36.0,opp_team_player_1,1.0,Nelson
ETK005733,EV1898101029,E_18981_1029,18981,1029,P100198,84.0,1,,1029,17.0,21.0,,,e,,,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Forehand,,1.0,0.0,1041.0,1041.0,0.0,0.0,39.0,34.0,39.0,event_team_player_1,1.0,Velodrome
ETK005734,EV1898101029,E_18981_1029,18981,1029,P100159,87.0,1,,1029,17.0,21.0,,,e,,,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Forehand,,1.0,0.0,1041.0,1041.0,0.0,0.0,39.0,34.0,39.0,event_team_player_2,2.0,Velodrome
ETK005735,EV1898101029,E_18981_1029,18981,1029,P100071,15.0,1,,1029,17.0,21.0,,,o,,,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Forehand,,1.0,0.0,1041.0,1041.0,0.0,0.0,39.0,34.0,39.0,opp_team_player_1,1.0,Nelson
ETK005736,EV1898101030,E_18981_1030,18981,1030,P100159,87.0,1,,1030,17.0,21.0,17.0,19.0,e,,,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Possession,,,,1.0,2.0,1041.0,1039.0,0.0,0.0,39.0,34.0,41.0,event_team_player_1,1.0,Velodrome
ETK005737,EV1898101030,E_18981_1030,18981,1030,P100071,15.0,1,,1030,17.0,21.0,17.0,19.0,o,,,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Possession,,,,1.0,2.0,1041.0,1039.0,0.0,0.0,39.0,34.0,41.0,opp_team_player_1,1.0,Nelson
ETK005738,EV1898101031,E_18981_1031,18981,1031,P100159,87.0,1,,1031,17.0,19.0,,,e,,,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Pass,Pass_Deflected,Pass-Forehand,,1.0,0.0,1039.0,1039.0,0.0,0.0,41.0,36.0,41.0,event_team_player_1,1.0,Velodrome
ETK005739,EV1898101031,E_18981_1031,18981,1031,P100071,15.0,1,,1031,17.0,19.0,,,o,,,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Pass,Pass_Deflected,Pass-Forehand,,1.0,0.0,1039.0,1039.0,0.0,0.0,41.0,36.0,41.0,opp_team_player_1,1.0,Nelson
ETK005740,EV1898101032,E_18981_1032,18981,1032,P100198,84.0,1,,1032,17.0,17.0,,,e,,,,Away,a,Offensive,,,,,,,15.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,,1.0,0.0,1037.0,1037.0,0.0,0.0,43.0,38.0,43.0,event_team_player_1,1.0,Velodrome
ETK005741,EV1898101032,E_18981_1032,18981,1032,P100164,16.0,1,,1032,17.0,17.0,,,o,,,,Away,a,Defensive,,,,,,,15.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,,1.0,0.0,1037.0,1037.0,0.0,0.0,43.0,38.0,43.0,opp_team_player_1,1.0,Nelson
ETK005742,EV1898101033,E_18981_1033,18981,1033,P100071,15.0,1,,1033,17.0,16.0,,,e,d,d,,Home,h,Offensive,,,,,,,16.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Clear,,1.0,0.0,1036.0,1036.0,0.0,0.0,44.0,39.0,44.0,event_team_player_1,1.0,Nelson
ETK005743,EV1898101033,E_18981_1033,18981,1033,P100198,84.0,1,,1033,17.0,16.0,,,o,d,d,,Home,h,Defensive,,,,,,,17.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Clear,,1.0,0.0,1036.0,1036.0,0.0,0.0,44.0,39.0,44.0,opp_team_player_1,1.0,Velodrome
ETK005744,EV1898101034,E_18981_1034,18981,1034,P100071,15.0,1,,1034,17.0,12.0,,,e,o,o,,Home,h,Offensive,,,,,,,18.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-FromExitClear,,2.0,0.0,1032.0,1032.0,0.0,0.0,48.0,43.0,48.0,event_team_player_1,1.0,Nelson
ETK005745,EV1898101035,E_18981_1035,18981,1035,P100071,15.0,1,,1035,17.0,10.0,,,e,,,,Home,h,Offensive,,,,,,,18.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-ZoneClear/Dump,,2.0,0.0,1030.0,1030.0,0.0,0.0,50.0,45.0,50.0,event_team_player_1,1.0,Nelson
ETK005746,EV1898101036,E_18981_1036,18981,1036,P100001,70.0,1,,1036,17.0,10.0,17.0,6.0,e,,,,Away,a,Offensive,,,,,,,18.0,Nelson,Velodrome,Possession,,,,2.0,4.0,1030.0,1026.0,0.0,0.0,50.0,45.0,54.0,event_team_player_1,1.0,Velodrome
ETK005747,EV1898101037,E_18981_1037,18981,1037,P100001,70.0,1,,1037,17.0,6.0,,,e,d,o,,Away,a,Offensive,,,,,,,19.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Lob,,3.0,0.0,1026.0,1026.0,0.0,0.0,54.0,49.0,54.0,event_team_player_1,1.0,Velodrome
ETK005748,EV1898101038,E_18981_1038,18981,1038,P100001,70.0,1,,1038,17.0,5.0,,,e,o,d,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-FromExitClear,,3.0,0.0,1025.0,1025.0,0.0,0.0,55.0,50.0,55.0,event_team_player_1,1.0,Velodrome
ETK005749,EV1898101039,E_18981_1039,18981,1039,P100001,70.0,1,,1039,17.0,2.0,,,e,,,,Away,a,,,,,,,,20.0,Nelson,Velodrome,Stoppage,Stoppage_Play,Stoppage-Icing,,3.0,0.0,1022.0,1022.0,0.0,0.0,58.0,53.0,58.0,event_team_player_1,1.0,Velodrome
ETK005750,EV1898101040,E_18981_1040,18981,1040,P100001,70.0,1,,1040,17.0,2.0,16.0,42.0,e,,,,Away,a,,,,,,,,20.0,Nelson,Velodrome,DeadIce,,,,4.0,20.0,1022.0,1002.0,0.0,0.0,58.0,53.0,78.0,event_team_player_1,1.0,Velodrome
ETK005751,EV1898101041,E_18981_1041,18981,1041,P100201,42.0,1,,1041,16.0,42.0,,,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Faceoff,Faceoff_AfterStoppage,,,4.0,0.0,1002.0,1002.0,0.0,0.0,78.0,73.0,78.0,event_team_player_1,1.0,Velodrome
ETK005752,EV1898101041,E_18981_1041,18981,1041,P100066,79.0,1,,1041,16.0,42.0,,,o,,,,Away,a,Defensive,,,,,,,20.0,Nelson,Velodrome,Faceoff,Faceoff_AfterStoppage,,,4.0,0.0,1002.0,1002.0,0.0,0.0,78.0,73.0,78.0,opp_team_player_1,1.0,Nelson
ETK005753,EV1898101042,E_18981_1042,18981,1042,P100093,93.0,1,,1042,16.0,35.0,16.0,33.0,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Possession,,,,4.0,2.0,995.0,993.0,0.0,0.0,85.0,80.0,87.0,event_team_player_1,1.0,Velodrome
ETK005754,EV1898101042,E_18981_1042,18981,1042,P100079,44.0,1,,1042,16.0,35.0,16.0,33.0,o,,,,Away,a,Defensive,,,,,,,20.0,Nelson,Velodrome,Possession,,,,4.0,2.0,995.0,993.0,0.0,0.0,85.0,80.0,87.0,opp_team_player_1,1.0,Nelson
ETK005755,EV1898101043,E_18981_1043,18981,1043,P100093,93.0,1,,1043,16.0,33.0,,,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Rim/Wrap,,4.0,0.0,993.0,993.0,0.0,0.0,87.0,82.0,87.0,event_team_player_1,1.0,Velodrome
ETK005756,EV1898101043,E_18981_1043,18981,1043,P100002,91.0,1,,1043,16.0,33.0,,,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Rim/Wrap,,4.0,0.0,993.0,993.0,0.0,0.0,87.0,82.0,87.0,event_team_player_2,2.0,Velodrome
ETK005757,EV1898101044,E_18981_1044,18981,1044,P100002,91.0,1,,1044,16.0,32.0,16.0,30.0,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Possession,,,,4.0,2.0,992.0,990.0,0.0,0.0,88.0,83.0,90.0,event_team_player_1,1.0,Velodrome
ETK005758,EV1898101044,E_18981_1044,18981,1044,P100079,44.0,1,,1044,16.0,32.0,16.0,30.0,o,,,,Away,a,Defensive,,,,,,,20.0,Nelson,Velodrome,Possession,,,,4.0,2.0,992.0,990.0,0.0,0.0,88.0,83.0,90.0,opp_team_player_1,1.0,Nelson
ETK005759,EV1898101045,E_18981_1045,18981,1045,P100002,91.0,1,,1045,16.0,30.0,,,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-Rim/Wrap,,4.0,0.0,990.0,990.0,0.0,0.0,90.0,85.0,90.0,event_team_player_1,1.0,Velodrome
ETK005760,EV1898101046,E_18981_1046,18981,1046,P100197,80.0,1,,1046,16.0,27.0,,,e,,,,Home,h,Offensive,,,,,,,20.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,,4.0,0.0,987.0,987.0,0.0,0.0,93.0,88.0,93.0,event_team_player_1,1.0,Nelson
ETK005761,EV1898101047,E_18981_1047,18981,1047,P100070,52.0,1,,1047,16.0,25.0,16.0,23.0,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Possession,,,,4.0,2.0,985.0,983.0,0.0,0.0,95.0,90.0,97.0,event_team_player_1,1.0,Velodrome
ETK005762,EV1898101048,E_18981_1048,18981,1048,P100070,52.0,1,,1048,16.0,23.0,,,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Stretch,,4.0,0.0,983.0,983.0,0.0,0.0,97.0,92.0,97.0,event_team_player_1,1.0,Velodrome
ETK005763,EV1898101048,E_18981_1048,18981,1048,P100002,91.0,1,,1048,16.0,23.0,,,e,,,,Away,a,Offensive,,,,,,,20.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Stretch,,4.0,0.0,983.0,983.0,0.0,0.0,97.0,92.0,97.0,event_team_player_2,2.0,Velodrome
ETK005764,EV1898101049,E_18981_1049,18981,1049,P100070,52.0,1,,1049,16.0,23.0,,,e,d,o,,Away,a,Offensive,,,,,,,21.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,4.0,0.0,983.0,983.0,0.0,0.0,97.0,92.0,97.0,event_team_player_1,1.0,Velodrome
ETK005765,EV1898101049,E_18981_1049,18981,1049,P100002,91.0,1,,1049,16.0,23.0,,,e,d,o,,Away,a,Offensive,,,,,,,22.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,4.0,0.0,983.0,983.0,0.0,0.0,97.0,92.0,97.0,event_team_player_2,2.0,Velodrome
ETK005766,EV1898101050,E_18981_1050,18981,1050,P100002,91.0,1,,1050,16.0,22.0,16.0,20.0,e,o,d,,Away,a,Offensive,,,,,,,23.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,4.0,2.0,982.0,980.0,0.0,0.0,98.0,93.0,100.0,event_team_player_1,1.0,Velodrome
ETK005767,EV1898101050,E_18981_1050,18981,1050,P100074,8.0,1,,1050,16.0,22.0,16.0,20.0,o,o,d,,Away,a,Defensive,,,,,,,24.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,4.0,2.0,982.0,980.0,0.0,0.0,98.0,93.0,100.0,opp_team_player_1,1.0,Nelson
ETK005768,EV1898101051,E_18981_1051,18981,1051,P100002,91.0,1,,1051,16.0,20.0,16.0,18.0,e,,,,Away,a,Offensive,,,,,,,24.0,Nelson,Velodrome,Possession,,,,4.0,2.0,980.0,978.0,0.0,0.0,100.0,95.0,102.0,event_team_player_1,1.0,Velodrome
ETK005769,EV1898101051,E_18981_1051,18981,1051,P100074,8.0,1,,1051,16.0,20.0,16.0,18.0,o,,,,Away,a,Defensive,,,,,,,24.0,Nelson,Velodrome,Possession,,,,4.0,2.0,980.0,978.0,0.0,0.0,100.0,95.0,102.0,opp_team_player_1,1.0,Nelson
ETK005770,EV1898101051,E_18981_1051,18981,1051,P100066,79.0,1,,1051,16.0,20.0,16.0,18.0,o,,,,Away,a,Defensive,,,,,,,24.0,Nelson,Velodrome,Possession,,,,4.0,2.0,980.0,978.0,0.0,0.0,100.0,95.0,102.0,opp_team_player_2,2.0,Nelson
ETK005771,EV1898101052,E_18981_1052,18981,1052,P100074,8.0,1,,1052,16.0,18.0,,,e,,,,Home,h,Defensive,,,,,,,24.0,Nelson,Velodrome,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,,4.0,0.0,978.0,978.0,0.0,0.0,102.0,97.0,102.0,event_team_player_1,1.0,Nelson
ETK005772,EV1898101052,E_18981_1052,18981,1052,P100002,91.0,1,,1052,16.0,18.0,,,o,,,,Home,h,Offensive,,,,,,,24.0,Nelson,Velodrome,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,,4.0,0.0,978.0,978.0,0.0,0.0,102.0,97.0,102.0,opp_team_player_1,1.0,Velodrome
ETK005773,EV1898101053,E_18981_1053,18981,1053,P100079,44.0,1,,1053,16.0,14.0,16.0,11.0,e,,,,Home,h,Offensive,,,,,,,24.0,Nelson,Velodrome,Possession,,,,4.0,3.0,974.0,971.0,0.0,0.0,106.0,101.0,109.0,event_team_player_1,1.0,Nelson
ETK005774,EV1898101053,E_18981_1053,18981,1053,P100201,42.0,1,,1053,16.0,14.0,16.0,11.0,o,,,,Home,h,Defensive,,,,,,,24.0,Nelson,Velodrome,Possession,,,,4.0,3.0,974.0,971.0,0.0,0.0,106.0,101.0,109.0,opp_team_player_1,1.0,Velodrome
ETK005775,EV1898101053,E_18981_1053,18981,1053,P100230,24.0,1,,1053,16.0,14.0,16.0,11.0,o,,,,Home,h,Defensive,,,,,,,24.0,Nelson,Velodrome,Possession,,,,4.0,3.0,974.0,971.0,0.0,0.0,106.0,101.0,109.0,opp_team_player_2,2.0,Velodrome
ETK005776,EV1898101054,E_18981_1054,18981,1054,P100079,44.0,1,,1054,16.0,9.0,,,e,d,d,,Home,h,Offensive,,,,,,,25.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,,4.0,0.0,969.0,969.0,0.0,0.0,111.0,106.0,111.0,event_team_player_1,1.0,Nelson
ETK005777,EV1898101054,E_18981_1054,18981,1054,P100201,42.0,1,,1054,16.0,9.0,,,o,d,d,,Home,h,Defensive,,,,,,,26.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-PassMiss/Misplay,,4.0,0.0,969.0,969.0,0.0,0.0,111.0,106.0,111.0,opp_team_player_1,1.0,Velodrome
ETK005778,EV1898101055,E_18981_1055,18981,1055,P100079,44.0,1,,1055,16.0,7.0,,,e,o,o,,Home,h,Offensive,,,,,,,27.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-DumpIn,,4.0,0.0,967.0,967.0,0.0,0.0,113.0,108.0,113.0,event_team_player_1,1.0,Nelson
ETK005779,EV1898101055,E_18981_1055,18981,1055,P100201,42.0,1,,1055,16.0,7.0,,,o,o,o,,Home,h,Defensive,,,,,,,28.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-DumpIn,,4.0,0.0,967.0,967.0,0.0,0.0,113.0,108.0,113.0,opp_team_player_1,1.0,Velodrome
ETK005780,EV1898101056,E_18981_1056,18981,1056,P100079,44.0,1,,1056,16.0,7.0,,,e,,,,Home,h,Offensive,,,,,,,28.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-ZoneClear/Dump,,4.0,0.0,967.0,967.0,0.0,0.0,113.0,108.0,113.0,event_team_player_1,1.0,Nelson
ETK005781,EV1898101056,E_18981_1056,18981,1056,P100201,42.0,1,,1056,16.0,7.0,,,o,,,,Home,h,Defensive,,,,,,,28.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-ZoneClear/Dump,,4.0,0.0,967.0,967.0,0.0,0.0,113.0,108.0,113.0,opp_team_player_1,1.0,Velodrome
ETK005782,EV1898101057,E_18981_1057,18981,1057,P100093,93.0,1,,1057,16.0,5.0,16.0,2.0,e,,,,Away,a,Offensive,,,,,,,28.0,Nelson,Velodrome,Possession,,,,4.0,3.0,965.0,962.0,0.0,0.0,115.0,110.0,118.0,event_team_player_1,1.0,Velodrome
ETK005783,EV1898101058,E_18981_1058,18981,1058,P100093,93.0,1,,1058,16.0,2.0,16.0,1.0,e,,,,Away,a,Offensive,,,,,,,28.0,Nelson,Velodrome,Possession,,,,4.0,1.0,962.0,961.0,0.0,0.0,118.0,113.0,119.0,event_team_player_1,1.0,Velodrome
ETK005784,EV1898101059,E_18981_1059,18981,1059,P100093,93.0,1,,1059,16.0,1.0,,,e,,,,Away,a,Offensive,,,,,,,28.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,4.0,0.0,961.0,961.0,0.0,0.0,119.0,114.0,119.0,event_team_player_1,1.0,Velodrome
ETK005785,EV1898101060,E_18981_1060,18981,1060,P100079,44.0,1,,1060,16.0,1.0,15.0,59.0,e,,,,Home,h,Offensive,,,,,,,28.0,Nelson,Velodrome,Possession,,,,4.0,2.0,961.0,959.0,0.0,0.0,119.0,114.0,121.0,event_team_player_1,1.0,Nelson
ETK005786,EV1898101061,E_18981_1061,18981,1061,P100079,44.0,1,,1061,15.0,59.0,,,e,,,,Home,h,Offensive,,,,,,,28.0,Nelson,Velodrome,Pass,Pass_Deflected,Pass-Backhand,,4.0,0.0,959.0,959.0,0.0,0.0,121.0,116.0,121.0,event_team_player_1,1.0,Nelson
ETK005787,EV1898101061,E_18981_1061,18981,1061,P100070,52.0,1,,1061,15.0,59.0,,,o,,,,Home,h,Defensive,,,,,,,28.0,Nelson,Velodrome,Pass,Pass_Deflected,Pass-Backhand,,4.0,0.0,959.0,959.0,0.0,0.0,121.0,116.0,121.0,opp_team_player_1,1.0,Velodrome
ETK005788,EV1898101062,E_18981_1062,18981,1062,P100197,80.0,1,,1062,15.0,56.0,15.0,55.0,e,,,,Home,h,Offensive,,,,,,,28.0,Nelson,Velodrome,Possession,,,,4.0,1.0,956.0,955.0,0.0,0.0,124.0,119.0,125.0,event_team_player_1,1.0,Nelson
ETK005789,EV1898101062,E_18981_1062,18981,1062,P100201,42.0,1,,1062,15.0,56.0,15.0,55.0,o,,,,Home,h,Defensive,,,,,,,28.0,Nelson,Velodrome,Possession,,,,4.0,1.0,956.0,955.0,0.0,0.0,124.0,119.0,125.0,opp_team_player_1,1.0,Velodrome
