game_id,date,team_name,games_played,wins,losses,ties,points,goals_for,goals_against,goal_diff,gaa,gpg,team_id
18024,2025-01-26,Orphans,106,63,33,10,136,537,410,127,3.87,5.07,N10006
18023,2025-01-26,Outlaws,19,3,13,3,9,53,100,-47,5.26,2.79,N10007
10826,2025-01-26,Triple J,112,49,49,14,112,495,529,-34,4.72,4.42,N10009
18029,2025-02-02,Ace,50,10,34,6,26,194,305,-111,6.1,3.88,N10002
18031,2025-02-02,Amos,112,56,46,10,122,528,467,61,4.17,4.71,N10001
18029,2025-02-02,HollowBrook,113,75,28,10,160,688,414,274,3.66,6.09,N10003
18030,2025-02-02,Nelson,109,26,73,10,62,396,611,-215,5.61,3.63,N10004
18028,2025-02-02,Orphans,107,64,33,10,138,542,414,128,3.87,5.07,N10006
18028,2025-02-02,Outlaws,20,3,14,3,9,57,105,-48,5.25,2.85,N10007
18031,2025-02-02,Platinum,111,65,37,9,139,612,469,143,4.23,5.51,N10008
18030,2025-02-02,Triple J,113,49,50,14,112,497,534,-37,4.73,4.4,N10009
18033,2025-02-09,Ace,51,11,34,6,28,201,309,-108,6.06,3.94,N10002
18035,2025-02-09,HollowBrook,114,75,28,11,161,690,416,274,3.65,6.05,N10003
18036,2025-02-09,Nelson,110,27,73,10,64,400,613,-213,5.57,3.64,N10004
18036,2025-02-09,OS Offices,108,53,48,7,113,487,470,17,4.35,4.51,N10005
18033,2025-02-09,Orphans,108,64,34,10,138,546,421,125,3.9,5.06,N10006
18034,2025-02-09,Outlaws,21,4,14,3,11,66,109,-43,5.19,3.14,N10007
18035,2025-02-09,Platinum,112,65,37,10,140,614,471,143,4.21,5.48,N10008
18034,2025-02-09,Triple J,114,49,51,14,112,501,543,-42,4.76,4.39,N10009
18038,2025-02-23,Ace,52,11,35,6,28,202,313,-111,6.02,3.88,N10002
18041,2025-02-23,Amos,113,57,46,10,124,534,472,62,4.18,4.73,N10001
18041,2025-02-23,HollowBrook,115,75,29,11,161,695,422,273,3.67,6.04,N10003
18040,2025-02-23,OS Offices,109,53,48,8,114,489,472,17,4.33,4.49,N10005
18039,2025-02-23,Orphans,109,64,34,11,139,551,426,125,3.91,5.06,N10006
18040,2025-02-23,Outlaws,22,4,14,4,12,68,111,-43,5.05,3.09,N10007
18039,2025-02-23,Platinum,113,65,37,11,141,619,476,143,4.21,5.48,N10008
18038,2025-02-23,Triple J,115,50,51,14,114,505,544,-39,4.73,4.39,N10009
18044,2025-03-02,Ace,53,12,35,6,30,206,316,-110,5.96,3.89,N10002
18045,2025-03-02,Amos,114,58,46,10,126,541,477,64,4.18,4.75,N10001
18046,2025-03-02,Nelson,111,28,73,10,66,406,616,-210,5.55,3.66,N10004
18044,2025-03-02,OS Offices,110,53,49,8,114,492,476,16,4.33,4.47,N10005
18045,2025-03-02,Orphans,110,64,35,11,139,556,433,123,3.94,5.05,N10006
18046,2025-03-02,Outlaws,23,4,15,4,12,71,117,-46,5.09,3.09,N10007
18043,2025-03-02,Platinum,114,66,37,11,143,622,477,145,4.18,5.46,N10008
18043,2025-03-02,Triple J,116,50,52,14,114,506,547,-41,4.72,4.36,N10009
18050,2025-03-09,Ace,54,12,35,7,31,210,320,-110,5.93,3.89,N10002
18049,2025-03-09,Amos,115,58,47,10,126,545,483,62,4.2,4.74,N10001
18051,2025-03-09,HollowBrook,116,76,29,11,163,699,425,274,3.66,6.03,N10003
18050,2025-03-09,Nelson,112,28,73,11,67,410,620,-210,5.54,3.66,N10004
18048,2025-03-09,OS Offices,111,53,50,8,114,495,482,13,4.34,4.46,N10005
18051,2025-03-09,Orphans,111,64,36,11,139,559,437,122,3.94,5.04,N10006
18048,2025-03-09,Platinum,115,67,37,11,145,628,480,148,4.17,5.46,N10008
18049,2025-03-09,Triple J,117,51,52,14,116,512,551,-39,4.71,4.38,N10009
17999,2025-03-16,Ace,55,13,35,7,33,216,325,-109,5.91,3.93,N10002
18000,2025-03-16,Amos,116,59,47,10,128,552,485,67,4.18,4.76,N10001
18001,2025-03-16,Nelson,113,28,74,11,67,410,623,-213,5.51,3.63,N10004
17999,2025-03-16,OS Offices,112,53,51,8,114,500,488,12,4.36,4.46,N10005
18000,2025-03-16,Orphans,112,64,37,11,139,561,444,117,3.96,5.01,N10006
18001,2025-03-16,Outlaws,24,5,15,4,14,74,117,-43,4.88,3.08,N10007
17998,2025-03-16,Platinum,116,68,37,11,147,632,483,149,4.16,5.45,N10008
17998,2025-03-16,Triple J,118,51,53,14,116,515,555,-40,4.7,4.36,N10009
10072,2025-03-23,Ace,56,13,36,7,33,220,332,-112,5.93,3.93,N10002
10072,2025-03-23,Nelson,114,29,74,11,69,417,627,-210,5.5,3.66,N10004
10071,2025-03-23,OS Offices,113,54,51,8,116,505,492,13,4.35,4.47,N10005
10070,2025-03-23,Orphans,113,64,38,11,139,562,449,113,3.97,4.97,N10006
10071,2025-03-23,Outlaws,25,5,16,4,14,78,122,-44,4.88,3.12,N10007
10070,2025-03-23,Triple J,119,52,53,14,118,520,556,-36,4.67,4.37,N10009
10069,2025-03-30,Ace,57,13,37,7,33,222,344,-122,6.04,3.89,N10002
10067,2025-03-30,Amos,117,60,47,10,130,557,488,69,4.17,4.76,N10001
10068,2025-03-30,HollowBrook,117,77,29,11,165,705,427,278,3.65,6.03,N10003
10067,2025-03-30,Orphans,114,64,39,11,139,565,454,111,3.98,4.96,N10006
10068,2025-03-30,Outlaws,26,5,17,4,14,80,128,-48,4.92,3.08,N10007
10069,2025-03-30,Platinum,117,69,37,11,149,644,485,159,4.15,5.5,N10008
10064,2025-04-06,Amos,118,60,48,10,130,558,490,68,4.15,4.73,N10001
10065,2025-04-06,HollowBrook,118,78,29,11,167,714,427,287,3.62,6.05,N10003
10066,2025-04-06,Nelson,115,30,74,11,71,421,630,-209,5.48,3.66,N10004
10065,2025-04-06,OS Offices,114,54,52,8,116,505,501,4,4.39,4.43,N10005
10066,2025-04-06,Platinum,118,69,38,11,149,647,489,158,4.14,5.48,N10008
10064,2025-04-06,Triple J,120,53,53,14,120,522,557,-35,4.64,4.35,N10009
10074,2025-04-13,HollowBrook,119,79,29,11,169,718,429,289,3.61,6.03,N10003
10073,2025-04-13,Nelson,116,30,75,11,71,425,637,-212,5.49,3.66,N10004
10074,2025-04-13,Platinum,119,69,39,11,149,649,493,156,4.14,5.45,N10008
10073,2025-04-13,Triple J,121,54,53,14,122,529,561,-32,4.64,4.37,N10009
10063,2025-04-27,HollowBrook,120,79,30,11,169,719,431,288,3.59,5.99,N10003
10063,2025-04-27,Triple J,122,55,53,14,124,531,562,-31,4.61,4.35,N10009
18619,2025-07-13,Green,1,1,0,0,2,5,4,1,4.0,5.0,N10023
18619,2025-07-13,Red,1,0,1,0,0,4,5,-1,5.0,4.0,N10022
18954,2025-08-10,Ace,58,13,38,7,33,226,350,-124,6.03,3.9,N10002
18953,2025-08-10,Amos,119,60,49,10,130,561,495,66,4.16,4.71,N10001
18956,2025-08-10,HollowBrook,121,80,30,11,171,725,433,292,3.58,5.99,N10003
18953,2025-08-10,Nelson,117,31,75,11,73,430,640,-210,5.47,3.68,N10004
18954,2025-08-10,OS Offices,115,55,52,8,118,511,505,6,4.39,4.44,N10005
18955,2025-08-10,Orphans,115,64,40,11,139,566,459,107,3.99,4.92,N10006
18957,2025-08-10,Outlaws,27,5,17,5,15,84,132,-48,4.89,3.11,N10007
18957,2025-08-10,Platinum,120,69,39,12,150,653,497,156,4.14,5.44,N10008
18956,2025-08-10,Triple J,123,55,54,14,124,533,568,-35,4.62,4.33,N10009
18955,2025-08-10,Velodrome,1,1,0,0,2,5,1,4,1.0,5.0,N10010
18961,2025-08-17,Ace,59,14,38,7,35,231,352,-121,5.97,3.92,N10002
18959,2025-08-17,Amos,120,60,50,10,130,562,503,59,4.19,4.68,N10001
18960,2025-08-17,HollowBrook,122,80,31,11,171,726,438,288,3.59,5.95,N10003
18962,2025-08-17,Nelson,118,32,75,11,75,434,641,-207,5.43,3.68,N10004
18958,2025-08-17,OS Offices,116,55,53,8,118,515,512,3,4.41,4.44,N10005
18960,2025-08-17,Orphans,116,65,40,11,141,571,460,111,3.97,4.92,N10006
18958,2025-08-17,Outlaws,28,6,17,5,17,91,136,-45,4.86,3.25,N10007
18961,2025-08-17,Platinum,121,69,40,12,150,655,502,153,4.15,5.41,N10008
18962,2025-08-17,Triple J,124,55,55,14,124,534,572,-38,4.61,4.31,N10009
18959,2025-08-17,Velodrome,2,2,0,0,4,13,2,11,1.0,6.5,N10010
18967,2025-08-24,Ace,60,14,38,8,36,235,356,-121,5.93,3.92,N10002
18963,2025-08-24,Amos,121,61,50,10,132,569,508,61,4.2,4.7,N10001
18967,2025-08-24,HollowBrook,123,80,31,12,172,730,442,288,3.59,5.93,N10003
18966,2025-08-24,Nelson,119,32,76,11,75,438,648,-210,5.45,3.68,N10004
18965,2025-08-24,OS Offices,117,56,53,8,120,519,514,5,4.39,4.44,N10005
18964,2025-08-24,Orphans,117,66,40,11,143,578,461,117,3.94,4.94,N10006
18964,2025-08-24,Outlaws,29,6,18,5,17,92,143,-51,4.93,3.17,N10007
18966,2025-08-24,Platinum,122,70,40,12,152,662,506,156,4.15,5.43,N10008
18963,2025-08-24,Triple J,125,55,56,14,124,539,579,-40,4.63,4.31,N10009
18965,2025-08-24,Velodrome,3,2,1,0,4,15,6,9,2.0,5.0,N10010
18970,2025-09-07,Ace,61,14,38,9,37,238,359,-121,5.89,3.9,N10002
18972,2025-09-07,Amos,122,61,50,11,133,570,509,61,4.17,4.67,N10001
18972,2025-09-07,HollowBrook,124,80,31,13,173,731,443,288,3.57,5.9,N10003
18968,2025-09-07,Nelson,120,33,76,11,77,447,654,-207,5.45,3.73,N10004
18968,2025-09-07,OS Offices,118,56,54,8,120,525,523,2,4.43,4.45,N10005
18971,2025-09-07,Orphans,118,66,41,11,143,580,466,114,3.95,4.92,N10006
18970,2025-09-07,Outlaws,30,6,18,6,18,95,146,-51,4.87,3.17,N10007
18969,2025-09-07,Platinum,123,71,40,12,154,666,509,157,4.14,5.41,N10008
18971,2025-09-07,Triple J,126,56,56,14,126,544,581,-37,4.61,4.32,N10009
18969,2025-09-07,Velodrome,4,2,2,0,4,18,10,8,2.5,4.5,N10010
18976,2025-09-14,Ace,62,14,39,9,37,241,366,-125,5.9,3.89,N10002
18975,2025-09-14,Amos,123,61,51,11,133,572,518,54,4.21,4.65,N10001
18977,2025-09-14,HollowBrook,125,80,32,13,173,733,447,286,3.58,5.86,N10003
18976,2025-09-14,Nelson,121,34,76,11,79,454,657,-203,5.43,3.75,N10004
18975,2025-09-14,OS Offices,119,57,54,8,122,534,525,9,4.41,4.49,N10005
18973,2025-09-14,Orphans,119,66,42,11,143,583,471,112,3.96,4.9,N10006
18974,2025-09-14,Outlaws,31,7,18,6,20,101,147,-46,4.74,3.26,N10007
18973,2025-09-14,Platinum,124,72,40,12,156,671,512,159,4.13,5.41,N10008
18974,2025-09-14,Triple J,127,56,57,14,126,545,587,-42,4.62,4.29,N10009
18977,2025-09-14,Velodrome,5,3,2,0,6,22,12,10,2.4,4.4,N10010
18978,2025-09-28,Ace,63,15,39,9,39,246,368,-122,5.84,3.9,N10002
18980,2025-09-28,Amos,124,61,52,11,133,573,523,50,4.22,4.62,N10001
18979,2025-09-28,HollowBrook,126,80,33,13,173,736,452,284,3.59,5.84,N10003
18981,2025-09-28,Nelson,122,35,76,11,81,456,658,-202,5.39,3.74,N10004
18982,2025-09-28,OS Offices,120,57,54,9,123,543,534,9,4.45,4.53,N10005
18982,2025-09-28,Orphans,120,66,42,12,144,592,480,112,4.0,4.93,N10006
18979,2025-09-28,Outlaws,32,8,18,6,22,106,150,-44,4.69,3.31,N10007
18980,2025-09-28,Platinum,125,73,40,12,158,676,513,163,4.1,5.41,N10008
18978,2025-09-28,Triple J,128,56,58,14,126,547,592,-45,4.62,4.27,N10009
18981,2025-09-28,Velodrome,6,3,3,0,6,23,14,9,2.33,3.83,N10010
18984,2025-10-05,Ace,64,16,39,9,41,252,371,-119,5.8,3.94,N10002
18984,2025-10-05,Amos,125,61,53,11,133,576,529,47,4.23,4.61,N10001
18983,2025-10-05,HollowBrook,127,80,33,14,174,740,456,284,3.59,5.83,N10003
18986,2025-10-05,Nelson,123,35,77,11,81,460,668,-208,5.43,3.74,N10004
18985,2025-10-05,OS Offices,121,58,54,9,125,548,537,11,4.44,4.53,N10005
18986,2025-10-05,Orphans,121,67,42,12,146,602,484,118,4.0,4.98,N10006
18987,2025-10-05,Outlaws,33,8,19,6,22,106,151,-45,4.58,3.21,N10007
18983,2025-10-05,Platinum,126,73,40,13,159,680,517,163,4.1,5.4,N10008
18985,2025-10-05,Triple J,129,56,59,14,126,550,597,-47,4.63,4.26,N10009
18987,2025-10-05,Velodrome,7,4,3,0,8,24,14,10,2.0,3.43,N10010
18988,2025-10-12,Ace,65,17,39,9,43,259,373,-114,5.74,3.98,N10002
18992,2025-10-12,Amos,126,61,54,11,133,578,535,43,4.25,4.59,N10001
18989,2025-10-12,HollowBrook,128,80,34,14,174,741,459,282,3.59,5.79,N10003
18989,2025-10-12,Nelson,124,36,77,11,83,463,669,-206,5.4,3.73,N10004
18990,2025-10-12,OS Offices,122,59,54,9,127,555,542,13,4.44,4.55,N10005
18988,2025-10-12,Orphans,122,67,43,12,146,604,491,113,4.02,4.95,N10006
18992,2025-10-12,Outlaws,34,9,19,6,24,112,153,-41,4.5,3.29,N10007
18990,2025-10-12,Platinum,127,73,41,13,159,685,524,161,4.13,5.39,N10008
18991,2025-10-12,Triple J,130,56,60,14,126,551,602,-51,4.63,4.24,N10009
18991,2025-10-12,Velodrome,8,5,3,0,10,29,15,14,1.88,3.62,N10010
18993,2025-10-19,Ace,66,17,40,9,43,260,375,-115,5.68,3.94,N10002
18994,2025-10-19,Amos,127,61,54,12,134,580,537,43,4.23,4.57,N10001
18996,2025-10-19,HollowBrook,129,80,35,14,174,744,467,277,3.62,5.77,N10003
18995,2025-10-19,Nelson,125,36,78,11,83,464,674,-210,5.39,3.71,N10004
18996,2025-10-19,OS Offices,123,60,54,9,129,563,545,18,4.43,4.58,N10005
18994,2025-10-19,Orphans,123,67,43,13,147,606,493,113,4.01,4.93,N10006
18995,2025-10-19,Outlaws,35,10,19,6,26,117,154,-37,4.4,3.34,N10007
18997,2025-10-19,Platinum,128,74,41,13,161,692,527,165,4.12,5.41,N10008
18997,2025-10-19,Triple J,131,56,61,14,126,554,609,-55,4.65,4.23,N10009
18993,2025-10-19,Velodrome,9,6,3,0,12,31,16,15,1.78,3.44,N10010
19002,2025-10-26,Ace,67,17,41,9,43,264,381,-117,5.69,3.94,N10002
18999,2025-10-26,Amos,128,62,54,12,136,588,543,45,4.24,4.59,N10001
19000,2025-10-26,HollowBrook,130,81,35,14,176,749,469,280,3.61,5.76,N10003
18999,2025-10-26,Nelson,126,36,79,11,83,470,682,-212,5.41,3.73,N10004
19002,2025-10-26,OS Offices,124,61,54,9,131,569,549,20,4.43,4.59,N10005
18998,2025-10-26,Orphans,124,68,43,13,149,612,497,115,4.01,4.94,N10006
19001,2025-10-26,Outlaws,36,10,19,7,27,121,158,-37,4.39,3.36,N10007
19001,2025-10-26,Platinum,129,74,41,14,162,696,531,165,4.12,5.4,N10008
19000,2025-10-26,Triple J,132,56,62,14,126,556,614,-58,4.65,4.21,N10009
18998,2025-10-26,Velodrome,10,6,4,0,12,35,22,13,2.2,3.5,N10010
19006,2025-11-02,Ace,68,17,42,9,43,266,389,-123,5.72,3.91,N10002
19007,2025-11-02,Amos,129,62,55,12,136,592,548,44,4.25,4.59,N10001
19004,2025-11-02,HollowBrook,131,82,35,14,178,753,472,281,3.6,5.75,N10003
19005,2025-11-02,Nelson,127,37,79,11,85,477,683,-206,5.38,3.76,N10004
19003,2025-11-02,OS Offices,125,61,55,9,131,572,555,17,4.44,4.58,N10005
19004,2025-11-02,Orphans,125,68,44,13,149,615,501,114,4.01,4.92,N10006
19003,2025-11-02,Outlaws,37,11,19,7,29,127,161,-34,4.35,3.43,N10007
19006,2025-11-02,Platinum,130,75,41,14,164,704,533,171,4.1,5.42,N10008
19005,2025-11-02,Triple J,133,56,63,14,126,557,621,-64,4.67,4.19,N10009
19007,2025-11-02,Velodrome,11,7,4,0,14,40,26,14,2.36,3.64,N10010
19010,2025-11-09,Ace,69,18,42,9,45,270,392,-122,5.68,3.91,N10002
19008,2025-11-09,Amos,130,62,56,12,136,596,553,43,4.25,4.58,N10001
19010,2025-11-09,HollowBrook,132,82,36,14,178,756,476,280,3.61,5.73,N10003
19012,2025-11-09,Nelson,128,37,80,11,85,478,689,-211,5.38,3.73,N10004
19009,2025-11-09,OS Offices,126,62,55,9,133,577,559,18,4.44,4.58,N10005
19011,2025-11-09,Orphans,126,69,44,13,151,620,502,118,3.98,4.92,N10006
19011,2025-11-09,Outlaws,38,11,20,7,29,128,166,-38,4.37,3.37,N10007
19012,2025-11-09,Platinum,131,76,41,14,166,710,534,176,4.08,5.42,N10008
19008,2025-11-09,Triple J,134,57,63,14,128,562,625,-63,4.66,4.19,N10009
19009,2025-11-09,Velodrome,12,7,5,0,14,44,31,13,2.58,3.67,N10010
19015,2025-11-16,Ace,70,18,43,9,45,270,400,-130,5.71,3.86,N10002
19016,2025-11-16,Amos,131,62,57,12,136,599,558,41,4.26,4.57,N10001
19016,2025-11-16,HollowBrook,133,83,36,14,180,761,479,282,3.6,5.72,N10003
19013,2025-11-16,Nelson,129,37,81,11,85,481,696,-215,5.4,3.73,N10004
19013,2025-11-16,OS Offices,127,63,55,9,135,584,562,22,4.43,4.6,N10005
19017,2025-11-16,Orphans,127,69,45,13,151,626,509,117,4.01,4.93,N10006
19015,2025-11-16,Outlaws,39,12,20,7,31,136,166,-30,4.26,3.49,N10007
19014,2025-11-16,Platinum,132,76,42,14,166,712,540,172,4.09,5.39,N10008
19017,2025-11-16,Triple J,135,58,63,14,130,569,631,-62,4.67,4.21,N10009
19014,2025-11-16,Velodrome,13,8,5,0,16,50,33,17,2.54,3.85,N10010
19022,2025-11-23,Ace,71,19,43,9,47,277,405,-128,5.7,3.9,N10002
19021,2025-11-23,Amos,132,62,58,12,136,605,570,35,4.32,4.58,N10001
19020,2025-11-23,HollowBrook,134,84,36,14,182,765,480,285,3.58,5.71,N10003
19022,2025-11-23,Nelson,130,37,82,11,85,486,703,-217,5.41,3.74,N10004
19021,2025-11-23,OS Offices,128,64,55,9,137,596,568,28,4.44,4.66,N10005
19019,2025-11-23,Orphans,128,69,46,13,151,628,516,112,4.03,4.91,N10006
19018,2025-11-23,Outlaws,40,12,21,7,31,137,171,-34,4.28,3.42,N10007
19019,2025-11-23,Platinum,133,77,42,14,168,719,542,177,4.08,5.41,N10008
19018,2025-11-23,Triple J,136,59,63,14,132,574,632,-58,4.65,4.22,N10009
19020,2025-11-23,Velodrome,14,8,6,0,16,51,37,14,2.64,3.64,N10010
19024,2025-12-14,Ace,72,20,43,9,49,283,407,-124,5.65,3.93,N10002
19025,2025-12-14,Amos,133,62,59,12,136,609,577,32,4.34,4.58,N10001
19023,2025-12-14,HollowBrook,135,85,36,14,184,769,482,287,3.57,5.7,N10003
19026,2025-12-14,Nelson,131,37,83,11,85,489,708,-219,5.4,3.73,N10004
19027,2025-12-14,OS Offices,129,64,55,10,138,600,572,28,4.43,4.65,N10005
19027,2025-12-14,Orphans,129,69,46,14,152,632,520,112,4.03,4.9,N10006
19023,2025-12-14,Outlaws,41,12,22,7,31,139,175,-36,4.27,3.39,N10007
19025,2025-12-14,Platinum,134,78,42,14,170,726,546,180,4.07,5.42,N10008
19024,2025-12-14,Triple J,137,59,64,14,132,576,638,-62,4.66,4.2,N10009
19026,2025-12-14,Velodrome,15,9,6,0,18,56,40,16,2.67,3.73,N10010
19031,2025-12-21,Ace,73,21,43,9,51,291,410,-119,5.62,3.99,N10002
19031,2025-12-21,Amos,134,62,60,12,136,612,585,27,4.37,4.57,N10001
19028,2025-12-21,HollowBrook,136,85,37,14,184,769,485,284,3.57,5.65,N10003
19030,2025-12-21,Nelson,132,38,83,11,87,495,713,-218,5.4,3.75,N10004
19029,2025-12-21,OS Offices,130,65,55,10,140,608,575,33,4.42,4.68,N10005
19030,2025-12-21,Orphans,130,69,47,14,152,637,526,111,4.05,4.9,N10006
19032,2025-12-21,Outlaws,42,12,23,7,31,142,181,-39,4.31,3.38,N10007
19028,2025-12-21,Platinum,135,79,42,14,172,729,546,183,4.04,5.4,N10008
19029,2025-12-21,Triple J,138,59,65,14,132,579,646,-67,4.68,4.2,N10009
19032,2025-12-21,Velodrome,16,10,6,0,20,62,43,19,2.69,3.88,N10010
