game_id,date,team_name,games_played,wins,losses,ties,points,goals_for,goals_against,goal_diff,gaa,gpg,team_id
16832,2023-11-19,Platinum,75,45,26,4,94,425,335,90,4.47,5.67,N10008
16833,2023-11-19,Triple J,76,32,36,8,72,352,399,-47,5.25,4.63,N10009
16834,2023-11-26,Ace,14,4,8,2,10,56,81,-25,5.79,4.0,N10002
16824,2023-11-26,Ace,15,4,9,2,10,59,86,-27,5.73,3.93,N10002
16834,2023-11-26,Amos,70,34,28,8,76,345,309,36,4.41,4.93,N10001
16824,2023-11-26,OS Offices,69,30,35,4,64,314,333,-19,4.83,4.55,N10005
16839,2023-12-03,Ace,16,5,9,2,12,65,89,-24,5.56,4.06,N10002
16838,2023-12-03,Amos,71,34,29,8,76,347,313,34,4.41,4.89,N10001
16836,2023-12-03,HollowBrook,74,51,18,5,107,505,284,221,3.84,6.82,N10003
16839,2023-12-03,Nelson,70,16,48,6,38,248,404,-156,5.77,3.54,N10004
16826,2023-12-03,Nelson,71,16,49,6,38,253,410,-157,5.77,3.56,N10004
16837,2023-12-03,OS Offices,70,30,36,4,64,317,339,-22,4.84,4.53,N10005
16837,2023-12-03,Orphans,72,45,19,8,98,392,278,114,3.86,5.44,N10006
16826,2023-12-03,Orphans,73,46,19,8,100,398,283,115,3.88,5.45,N10006
16836,2023-12-03,Platinum,76,46,26,4,96,430,338,92,4.45,5.66,N10008
16838,2023-12-03,Triple J,77,33,36,8,74,356,401,-45,5.21,4.62,N10009
16840,2023-12-10,Ace,17,5,10,2,12,71,96,-25,5.65,4.18,N10002
16827,2023-12-10,Amos,72,34,30,8,76,349,318,31,4.42,4.85,N10001
16843,2023-12-10,Nelson,72,16,50,6,38,256,415,-159,5.76,3.56,N10004
16827,2023-12-10,Platinum,77,47,26,4,98,435,340,95,4.42,5.65,N10008
16840,2023-12-10,Platinum,78,48,26,4,100,442,346,96,4.44,5.67,N10008
16843,2023-12-10,Triple J,78,34,36,8,76,361,404,-43,5.18,4.63,N10009
16828,2023-12-17,Amos,73,35,30,8,78,356,318,38,4.36,4.88,N10001
16841,2023-12-17,HollowBrook,75,51,19,5,107,510,293,217,3.91,6.8,N10003
16828,2023-12-17,Nelson,73,16,51,6,38,256,422,-166,5.78,3.51,N10004
16841,2023-12-17,Orphans,74,47,19,8,102,407,288,119,3.89,5.5,N10006
16844,2023-12-17,Platinum,79,49,26,4,102,450,348,102,4.41,5.7,N10008
16844,2023-12-17,Triple J,79,34,37,8,76,363,412,-49,5.22,4.59,N10009
16845,2023-12-24,Ace,18,5,11,2,12,74,102,-28,5.67,4.11,N10002
16842,2023-12-24,Amos,74,35,31,8,78,359,327,32,4.42,4.85,N10001
16829,2023-12-24,HollowBrook,76,51,19,6,108,515,298,217,3.92,6.78,N10003
16829,2023-12-24,OS Offices,71,30,36,5,65,322,344,-22,4.85,4.54,N10005
16842,2023-12-24,OS Offices,72,31,36,5,67,331,347,-16,4.82,4.6,N10005
16845,2023-12-24,Orphans,75,48,19,8,104,413,291,122,3.88,5.51,N10006
16830,2023-12-31,Ace,19,5,12,2,12,76,107,-31,5.63,4.0,N10002
16846,2023-12-31,Amos,75,36,31,8,80,366,328,38,4.37,4.88,N10001
16846,2023-12-31,HollowBrook,77,51,20,6,108,516,305,211,3.96,6.7,N10003
16830,2023-12-31,Triple J,80,35,37,8,78,368,414,-46,5.17,4.6,N10009
16851,2024-01-07,Ace,20,5,12,3,13,83,114,-31,5.7,4.15,N10002
16849,2024-01-07,Amos,76,37,31,8,82,371,331,40,4.36,4.88,N10001
10034,2024-01-07,HollowBrook,78,51,21,6,108,519,313,206,4.01,6.65,N10003
16850,2024-01-07,Nelson,74,16,52,6,38,256,427,-171,5.77,3.46,N10004
16847,2024-01-07,Nelson,75,16,53,6,38,258,430,-172,5.73,3.44,N10004
16849,2024-01-07,OS Offices,73,31,37,5,67,334,352,-18,4.82,4.58,N10005
16847,2024-01-07,OS Offices,74,32,37,5,69,337,354,-17,4.78,4.55,N10005
10034,2024-01-07,Orphans,76,49,19,8,106,421,294,127,3.87,5.54,N10006
16851,2024-01-07,Platinum,80,49,26,5,103,457,355,102,4.44,5.71,N10008
16850,2024-01-07,Triple J,81,36,37,8,80,373,414,-41,5.11,4.6,N10009
16852,2024-01-21,Ace,21,5,12,4,14,90,121,-31,5.76,4.29,N10002
16855,2024-01-21,Amos,77,38,31,8,84,377,333,44,4.32,4.9,N10001
16853,2024-01-21,HollowBrook,79,51,22,6,108,523,318,205,4.03,6.62,N10003
16855,2024-01-21,Nelson,76,16,54,6,38,260,436,-176,5.74,3.42,N10004
16853,2024-01-21,OS Offices,75,33,37,5,71,342,358,-16,4.77,4.56,N10005
16854,2024-01-21,Orphans,77,50,19,8,108,427,298,129,3.87,5.55,N10006
16854,2024-01-21,Platinum,81,49,27,5,103,461,361,100,4.46,5.69,N10008
16852,2024-01-21,Triple J,82,36,37,9,81,380,421,-41,5.13,4.63,N10009
16859,2024-01-28,OS Offices,76,34,37,5,73,348,360,-12,4.74,4.58,N10005
16856,2024-01-28,Orphans,78,51,19,8,110,433,300,133,3.85,5.55,N10006
16859,2024-01-28,Platinum,82,49,28,5,103,463,367,96,4.48,5.65,N10008
16856,2024-01-28,Triple J,83,36,38,9,81,382,427,-45,5.14,4.6,N10009
16857,2024-02-04,Ace,22,5,13,4,14,93,128,-35,5.82,4.23,N10002
16861,2024-02-04,Amos,78,39,31,8,86,382,333,49,4.27,4.9,N10001
16857,2024-02-04,Amos,79,40,31,8,88,389,336,53,4.25,4.92,N10001
16860,2024-02-04,OS Offices,77,35,37,5,75,351,360,-9,4.68,4.56,N10005
16860,2024-02-04,Orphans,79,51,20,8,110,433,303,130,3.84,5.48,N10006
16861,2024-02-04,Triple J,84,36,39,9,81,382,432,-50,5.14,4.55,N10009
16862,2024-02-11,Ace,23,6,13,4,16,103,135,-32,5.87,4.48,N10002
16858,2024-02-11,HollowBrook,80,52,22,6,110,527,318,209,3.98,6.59,N10003
16858,2024-02-11,Nelson,77,16,55,6,38,260,440,-180,5.71,3.38,N10004
16862,2024-02-11,Nelson,78,16,56,6,38,267,450,-183,5.77,3.42,N10004
16863,2024-02-18,HollowBrook,81,53,22,6,112,531,318,213,3.93,6.56,N10003
16863,2024-02-18,Platinum,83,49,29,5,103,463,371,92,4.47,5.58,N10008
16882,2024-02-24,OS Offices,78,35,38,5,75,354,364,-10,4.67,4.54,N10005
16882,2024-02-24,Platinum,84,50,29,5,105,467,374,93,4.45,5.56,N10008
16864,2024-02-25,Ace,24,6,14,4,16,105,141,-36,5.88,4.38,N10002
16867,2024-02-25,Amos,80,40,32,8,88,392,341,51,4.26,4.9,N10001
16867,2024-02-25,HollowBrook,82,54,22,6,114,536,321,215,3.91,6.54,N10003
16866,2024-02-25,Nelson,79,16,57,6,38,270,460,-190,5.82,3.42,N10004
16866,2024-02-25,OS Offices,79,36,38,5,77,364,367,-3,4.65,4.61,N10005
16864,2024-02-25,Orphans,80,52,20,8,112,439,305,134,3.81,5.49,N10006
16865,2024-02-25,Platinum,85,50,29,6,106,471,378,93,4.45,5.54,N10008
16865,2024-02-25,Triple J,85,36,39,10,82,386,436,-50,5.13,4.54,N10009
16869,2024-03-03,Ace,25,6,15,4,16,108,146,-38,5.84,4.32,N10002
16869,2024-03-03,HollowBrook,83,55,22,6,116,541,324,217,3.9,6.52,N10003
16868,2024-03-03,Nelson,80,16,58,6,38,273,465,-192,5.81,3.41,N10004
16870,2024-03-03,OS Offices,80,36,39,5,77,366,371,-5,4.64,4.58,N10005
16868,2024-03-03,Platinum,86,51,29,6,108,476,381,95,4.43,5.53,N10008
16870,2024-03-03,Triple J,86,37,39,10,84,390,438,-48,5.09,4.53,N10009
16871,2024-03-10,Amos,81,40,33,8,88,395,346,49,4.27,4.88,N10001
16875,2024-03-10,HollowBrook,84,56,22,6,118,545,327,218,3.89,6.49,N10003
16871,2024-03-10,Orphans,81,53,20,8,114,444,308,136,3.8,5.48,N10006
16875,2024-03-10,Triple J,87,37,40,10,84,393,442,-49,5.08,4.52,N10009
16880,2024-03-17,Ace,26,7,15,4,18,116,150,-34,5.77,4.46,N10002
16880,2024-03-17,Amos,82,40,34,8,88,399,354,45,4.32,4.87,N10001
16872,2024-03-17,Nelson,81,16,59,6,38,275,470,-195,5.8,3.4,N10004
16872,2024-03-17,Orphans,82,54,20,8,116,449,310,139,3.78,5.48,N10006
16873,2024-03-24,Amos,83,40,34,9,89,404,359,45,4.33,4.87,N10001
16881,2024-03-24,HollowBrook,85,57,22,6,120,552,333,219,3.92,6.49,N10003
16881,2024-03-24,Nelson,82,16,60,6,38,281,477,-196,5.82,3.43,N10004
16883,2024-03-24,Orphans,83,54,21,8,116,449,311,138,3.75,5.41,N10006
16873,2024-03-24,Platinum,87,51,29,7,109,481,386,95,4.44,5.53,N10008
16883,2024-03-24,Triple J,88,38,40,10,86,394,442,-48,5.02,4.48,N10009
16874,2024-03-31,Ace,27,8,15,4,20,124,154,-30,5.7,4.59,N10002
16874,2024-03-31,OS Offices,81,36,40,5,77,370,379,-9,4.68,4.57,N10005
16885,2024-04-07,Ace,28,8,16,4,20,124,157,-33,5.61,4.43,N10002
16884,2024-04-07,Amos,84,40,35,9,89,406,365,41,4.35,4.83,N10001
16886,2024-04-07,HollowBrook,86,57,23,6,120,556,339,217,3.94,6.47,N10003
16885,2024-04-07,Nelson,83,17,60,6,40,284,477,-193,5.75,3.42,N10004
16887,2024-04-07,OS Offices,82,37,40,5,79,375,381,-6,4.65,4.57,N10005
16887,2024-04-07,Orphans,84,54,22,8,116,451,316,135,3.76,5.37,N10006
16886,2024-04-07,Platinum,88,52,29,7,111,487,390,97,4.43,5.53,N10008
16884,2024-04-07,Triple J,89,39,40,10,88,400,444,-44,4.99,4.49,N10009
16891,2024-04-14,Ace,29,8,17,4,20,128,164,-36,5.66,4.41,N10002
16888,2024-04-14,HollowBrook,87,58,23,6,122,561,343,218,3.94,6.45,N10003
16889,2024-04-14,Nelson,84,17,61,6,40,289,485,-196,5.77,3.44,N10004
16891,2024-04-14,OS Offices,83,38,40,5,81,382,385,-3,4.64,4.6,N10005
16889,2024-04-14,Orphans,85,55,22,8,118,459,321,138,3.78,5.4,N10006
16888,2024-04-14,Triple J,90,39,41,10,88,404,449,-45,4.99,4.49,N10009
16894,2024-04-21,Ace,30,8,18,4,20,132,174,-42,5.8,4.4,N10002
16892,2024-04-21,Amos,85,41,35,9,91,409,367,42,4.32,4.81,N10001
16890,2024-04-21,Amos,86,42,35,9,93,416,370,46,4.3,4.84,N10001
16894,2024-04-21,HollowBrook,88,59,23,6,124,571,347,224,3.94,6.49,N10003
16893,2024-04-21,Nelson,85,17,62,6,40,291,493,-202,5.8,3.42,N10004
16895,2024-04-21,OS Offices,84,39,40,5,83,387,388,-1,4.62,4.61,N10005
16892,2024-04-21,Orphans,86,55,23,8,118,461,324,137,3.77,5.36,N10006
16893,2024-04-21,Platinum,89,53,29,7,113,495,392,103,4.4,5.56,N10008
16890,2024-04-21,Platinum,90,53,30,7,113,498,399,99,4.43,5.53,N10008
16895,2024-04-21,Triple J,91,39,42,10,88,407,454,-47,4.99,4.47,N10009
10014,2024-04-28,Amos,87,42,36,9,93,418,374,44,4.3,4.8,N10001
10014,2024-04-28,HollowBrook,89,60,23,6,126,575,349,226,3.92,6.46,N10003
10045,2024-04-28,Nelson,86,18,62,6,42,296,496,-200,5.77,3.44,N10004
10051,2024-04-28,OS Offices,85,40,40,5,85,393,390,3,4.59,4.62,N10005
10045,2024-04-28,Orphans,87,55,24,8,118,464,329,135,3.78,5.33,N10006
10051,2024-04-28,Triple J,92,39,43,10,88,409,460,-51,5.0,4.45,N10009
10003,2024-04-30,Ace,31,8,19,4,20,136,180,-44,5.81,4.39,N10002
10015,2024-04-30,Amos,88,43,36,9,95,423,378,45,4.3,4.81,N10001
10015,2024-04-30,Orphans,88,55,25,8,118,468,334,134,3.8,5.32,N10006
10003,2024-04-30,Triple J,93,40,43,10,90,415,464,-49,4.99,4.46,N10009
10035,2024-05-02,HollowBrook,90,61,23,6,128,581,351,230,3.9,6.46,N10003
10035,2024-05-02,Nelson,87,18,63,6,42,298,502,-204,5.77,3.43,N10004
10052,2024-05-02,OS Offices,86,41,40,5,87,398,394,4,4.58,4.63,N10005
10052,2024-05-02,Platinum,91,53,31,7,113,502,404,98,4.44,5.52,N10008
10016,2024-05-05,Amos,89,44,36,9,97,429,380,49,4.27,4.82,N10001
10046,2024-05-05,Nelson,88,19,63,6,44,302,503,-201,5.72,3.43,N10004
10016,2024-05-05,Platinum,92,53,32,7,113,504,410,94,4.46,5.48,N10008
10046,2024-05-05,Triple J,94,40,44,10,90,416,468,-52,4.98,4.43,N10009
10017,2024-05-08,Amos,90,45,36,9,99,436,384,52,4.27,4.84,N10001
10017,2024-05-08,Nelson,89,19,64,6,44,306,510,-204,5.73,3.44,N10004
10036,2024-05-09,HollowBrook,91,62,23,6,130,583,352,231,3.87,6.41,N10003
10036,2024-05-09,OS Offices,87,41,41,5,87,399,396,3,4.55,4.59,N10005
10018,2024-05-11,Amos,91,46,36,9,101,440,387,53,4.25,4.84,N10001
10018,2024-05-11,OS Offices,88,41,42,5,87,402,400,2,4.55,4.57,N10005
10019,2024-05-12,Amos,92,46,37,9,101,440,390,50,4.24,4.78,N10001
10019,2024-05-12,HollowBrook,92,63,23,6,132,586,352,234,3.83,6.37,N10003
17921,2024-08-11,Ace,32,9,19,4,22,141,184,-43,5.75,4.41,N10002
17918,2024-08-11,Amos,93,46,38,9,101,444,395,49,4.25,4.77,N10001
17920,2024-08-11,HollowBrook,93,63,23,7,133,588,354,234,3.81,6.32,N10003
17919,2024-08-11,Nelson,90,19,65,6,44,309,518,-209,5.76,3.43,N10004
17918,2024-08-11,OS Offices,89,42,42,5,89,407,404,3,4.54,4.57,N10005
17921,2024-08-11,Outlaws,1,0,1,0,0,4,5,-1,5.0,4.0,N10007
17919,2024-08-11,Platinum,93,54,32,7,115,512,413,99,4.44,5.51,N10008
17920,2024-08-11,Triple J,95,40,44,11,91,418,470,-52,4.95,4.4,N10009
17923,2024-08-18,Amos,94,47,38,9,103,450,395,55,4.2,4.79,N10001
17924,2024-08-18,HollowBrook,94,64,23,7,135,594,356,238,3.79,6.32,N10003
17923,2024-08-18,Nelson,91,19,66,6,44,309,524,-215,5.76,3.4,N10004
17924,2024-08-18,OS Offices,90,42,43,5,89,409,410,-1,4.56,4.54,N10005
17926,2024-08-18,Orphans,89,55,26,8,118,469,340,129,3.82,5.27,N10006
17925,2024-08-18,Outlaws,2,0,2,0,0,6,11,-5,5.5,3.0,N10007
17925,2024-08-18,Platinum,94,55,32,7,117,518,415,103,4.41,5.51,N10008
17926,2024-08-18,Triple J,96,41,44,11,93,424,471,-47,4.91,4.42,N10009
17931,2024-08-25,Ace,33,9,20,4,22,146,196,-50,5.94,4.42,N10002
17929,2024-08-25,Amos,95,48,38,9,105,456,396,60,4.17,4.8,N10001
17928,2024-08-25,HollowBrook,95,65,23,7,137,600,360,240,3.79,6.32,N10003
17928,2024-08-25,Nelson,92,19,67,6,44,313,530,-217,5.76,3.4,N10004
17930,2024-08-25,OS Offices,91,43,43,5,91,415,411,4,4.52,4.56,N10005
17930,2024-08-25,Orphans,90,55,27,8,118,470,346,124,3.84,5.22,N10006
17929,2024-08-25,Outlaws,3,0,3,0,0,7,17,-10,5.67,2.33,N10007
17931,2024-08-25,Platinum,95,56,32,7,119,530,420,110,4.42,5.58,N10008
17935,2024-09-01,Ace,34,9,21,4,22,149,203,-54,5.97,4.38,N10002
17935,2024-09-01,Amos,96,49,38,9,107,463,399,64,4.16,4.82,N10001
17933,2024-09-01,HollowBrook,96,66,23,7,139,607,361,246,3.76,6.32,N10003
17934,2024-09-01,Nelson,93,20,67,6,46,320,535,-215,5.75,3.44,N10004
17936,2024-09-01,OS Offices,92,43,43,6,92,419,415,4,4.51,4.55,N10005
17934,2024-09-01,Orphans,91,55,28,8,118,475,353,122,3.88,5.22,N10006
17933,2024-09-01,Outlaws,4,0,4,0,0,8,24,-16,6.0,2.0,N10007
17936,2024-09-01,Triple J,97,41,44,12,94,428,475,-47,4.9,4.41,N10009
17939,2024-09-08,Ace,35,10,21,4,24,153,205,-52,5.86,4.37,N10002
17941,2024-09-08,Amos,97,49,39,9,107,465,405,60,4.18,4.79,N10001
17939,2024-09-08,HollowBrook,97,66,24,7,139,609,365,244,3.76,6.28,N10003
17940,2024-09-08,Nelson,94,21,67,6,48,323,536,-213,5.7,3.44,N10004
17938,2024-09-08,Orphans,92,56,28,8,120,481,356,125,3.87,5.23,N10006
17938,2024-09-08,Outlaws,5,0,5,0,0,11,30,-19,6.0,2.2,N10007
17941,2024-09-08,Platinum,96,57,32,7,121,536,422,114,4.4,5.58,N10008
17940,2024-09-08,Triple J,98,41,45,12,94,429,478,-49,4.88,4.38,N10009
17943,2024-09-15,Ace,36,10,22,4,24,153,209,-56,5.81,4.25,N10002
17945,2024-09-15,HollowBrook,98,67,24,7,141,613,366,247,3.73,6.26,N10003
17946,2024-09-15,Nelson,95,21,68,6,48,328,544,-216,5.73,3.45,N10004
17946,2024-09-15,OS Offices,93,44,43,6,94,427,420,7,4.52,4.59,N10005
17943,2024-09-15,Orphans,93,57,28,8,122,485,356,129,3.83,5.22,N10006
17944,2024-09-15,Outlaws,6,0,5,1,1,14,33,-19,5.5,2.33,N10007
17945,2024-09-15,Platinum,97,57,33,7,121,537,426,111,4.39,5.54,N10008
17944,2024-09-15,Triple J,99,41,45,13,95,432,481,-49,4.86,4.36,N10009
17948,2024-09-22,Ace,37,10,23,4,24,157,216,-59,5.84,4.24,N10002
17951,2024-09-22,Amos,98,49,39,10,108,469,409,60,4.17,4.79,N10001
17951,2024-09-22,HollowBrook,99,67,24,8,142,617,370,247,3.74,6.23,N10003
17950,2024-09-22,OS Offices,94,45,43,6,96,432,424,8,4.51,4.6,N10005
17949,2024-09-22,Orphans,94,57,29,8,122,488,366,122,3.89,5.19,N10006
17950,2024-09-22,Outlaws,7,0,6,1,1,18,38,-20,5.43,2.57,N10007
17949,2024-09-22,Platinum,98,58,33,7,123,547,429,118,4.38,5.58,N10008
17948,2024-09-22,Triple J,100,42,45,13,97,439,485,-46,4.85,4.39,N10009
17954,2024-09-29,Ace,38,10,24,4,24,158,221,-63,5.82,4.16,N10002
17956,2024-09-29,Nelson,96,22,68,6,50,337,550,-213,5.73,3.51,N10004
17954,2024-09-29,OS Offices,95,46,43,6,98,437,425,12,4.47,4.6,N10005
17956,2024-09-29,Outlaws,8,0,7,1,1,24,47,-23,5.88,3.0,N10007
17953,2024-09-29,Platinum,99,58,34,7,123,550,435,115,4.39,5.56,N10008
17953,2024-09-29,Triple J,101,43,45,13,99,445,488,-43,4.83,4.41,N10009
17960,2024-10-06,Ace,39,10,25,4,24,162,229,-67,5.87,4.15,N10002
17959,2024-10-06,Amos,99,50,39,10,110,472,410,62,4.14,4.77,N10001
17961,2024-10-06,HollowBrook,100,67,24,9,143,622,375,247,3.75,6.22,N10003
17960,2024-10-06,Nelson,97,23,68,6,52,345,554,-209,5.71,3.56,N10004
17958,2024-10-06,OS Offices,96,46,44,6,98,439,430,9,4.48,4.57,N10005
17961,2024-10-06,Orphans,95,57,29,9,123,493,371,122,3.91,5.19,N10006
17958,2024-10-06,Platinum,100,59,34,7,125,555,437,118,4.37,5.55,N10008
17959,2024-10-06,Triple J,102,43,46,13,99,446,491,-45,4.81,4.37,N10009
17966,2024-10-13,Ace,40,10,25,5,25,164,231,-67,5.78,4.1,N10002
17963,2024-10-13,Amos,100,50,40,10,110,474,416,58,4.16,4.74,N10001
17965,2024-10-13,HollowBrook,101,68,24,9,145,627,379,248,3.75,6.21,N10003
17964,2024-10-13,Nelson,98,23,69,6,52,347,557,-210,5.68,3.54,N10004
17963,2024-10-13,OS Offices,97,47,44,6,100,445,432,13,4.45,4.59,N10005
17966,2024-10-13,Outlaws,9,0,7,2,2,26,49,-23,5.44,2.89,N10007
17964,2024-10-13,Platinum,101,60,34,7,127,558,439,119,4.35,5.52,N10008
17965,2024-10-13,Triple J,103,43,47,13,99,450,496,-46,4.82,4.37,N10009
17968,2024-10-20,Amos,101,51,40,10,112,484,417,67,4.13,4.79,N10001
17969,2024-10-20,HollowBrook,102,68,25,9,145,629,383,246,3.75,6.17,N10003
17968,2024-10-20,Nelson,99,23,70,6,52,348,567,-219,5.73,3.52,N10004
17969,2024-10-20,OS Offices,98,48,44,6,102,449,434,15,4.43,4.58,N10005
17971,2024-10-20,Orphans,96,57,30,9,123,497,377,120,3.93,5.18,N10006
17970,2024-10-20,Outlaws,10,1,7,2,4,31,53,-22,5.3,3.1,N10007
17970,2024-10-20,Platinum,102,60,35,7,127,562,444,118,4.35,5.51,N10008
17971,2024-10-20,Triple J,104,44,47,13,101,456,500,-44,4.81,4.38,N10009
17976,2024-10-27,Ace,41,10,26,5,25,166,240,-74,5.85,4.05,N10002
17974,2024-10-27,Amos,102,52,40,10,114,489,417,72,4.09,4.79,N10001
17973,2024-10-27,HollowBrook,103,69,25,9,147,634,385,249,3.74,6.16,N10003
17973,2024-10-27,Nelson,100,23,71,6,52,350,572,-222,5.72,3.5,N10004
17975,2024-10-27,OS Offices,99,48,45,6,102,451,437,14,4.41,4.56,N10005
17975,2024-10-27,Orphans,97,58,30,9,125,500,379,121,3.91,5.15,N10006
17974,2024-10-27,Outlaws,11,1,8,2,4,31,58,-27,5.27,2.82,N10007
17976,2024-10-27,Platinum,103,61,35,7,129,571,446,125,4.33,5.54,N10008
17980,2024-11-03,Ace,42,10,27,5,25,169,244,-75,5.81,4.02,N10002
17980,2024-11-03,Amos,103,53,40,10,116,493,420,73,4.08,4.79,N10001
17978,2024-11-03,HollowBrook,104,70,25,9,149,643,385,258,3.7,6.18,N10003
17979,2024-11-03,Nelson,101,23,72,6,52,354,577,-223,5.71,3.5,N10004
17981,2024-11-03,OS Offices,100,49,45,6,104,457,441,16,4.41,4.57,N10005
17979,2024-11-03,Orphans,98,59,30,9,127,505,383,122,3.91,5.15,N10006
17978,2024-11-03,Outlaws,12,1,9,2,4,31,67,-36,5.58,2.58,N10007
17981,2024-11-03,Triple J,105,44,48,13,101,460,506,-46,4.82,4.38,N10009
17984,2024-11-10,Ace,43,10,28,5,25,171,252,-81,5.86,3.98,N10002
17986,2024-11-10,Amos,104,54,40,10,118,498,424,74,4.08,4.79,N10001
17984,2024-11-10,HollowBrook,105,71,25,9,151,651,387,264,3.69,6.2,N10003
17985,2024-11-10,Nelson,102,23,72,7,53,356,579,-223,5.68,3.49,N10004
17983,2024-11-10,Orphans,99,60,30,9,129,511,388,123,3.92,5.16,N10006
17983,2024-11-10,Outlaws,13,1,10,2,4,36,73,-37,5.62,2.77,N10007
17986,2024-11-10,Platinum,104,61,36,7,129,575,451,124,4.34,5.53,N10008
17985,2024-11-10,Triple J,106,44,48,14,102,462,508,-46,4.79,4.36,N10009
17988,2024-11-17,Ace,44,10,29,5,25,174,258,-84,5.86,3.95,N10002
17990,2024-11-17,HollowBrook,106,71,26,9,151,653,392,261,3.7,6.16,N10003
17991,2024-11-17,Nelson,103,23,72,8,54,361,584,-223,5.67,3.5,N10004
17991,2024-11-17,OS Offices,101,49,45,7,105,462,446,16,4.42,4.57,N10005
17988,2024-11-17,Orphans,100,61,30,9,131,517,391,126,3.91,5.17,N10006
17989,2024-11-17,Outlaws,14,1,11,2,4,40,79,-39,5.64,2.86,N10007
17990,2024-11-17,Platinum,105,62,36,7,131,580,453,127,4.31,5.52,N10008
17989,2024-11-17,Triple J,107,45,48,14,104,468,512,-44,4.79,4.37,N10009
17993,2024-11-24,Ace,45,10,30,5,25,177,266,-89,5.91,3.93,N10002
17996,2024-11-24,Amos,105,54,41,10,118,500,428,72,4.08,4.76,N10001
17996,2024-11-24,HollowBrook,107,72,26,9,153,657,394,263,3.68,6.14,N10003
17995,2024-11-24,OS Offices,102,49,46,7,105,464,449,15,4.4,4.55,N10005
17994,2024-11-24,Orphans,101,61,30,10,132,521,395,126,3.91,5.16,N10006
17995,2024-11-24,Outlaws,15,2,11,2,6,43,81,-38,5.4,2.87,N10007
17994,2024-11-24,Platinum,106,62,36,8,132,584,457,127,4.31,5.51,N10008
17993,2024-11-24,Triple J,108,46,48,14,106,476,515,-39,4.77,4.41,N10009
18005,2024-12-15,Ace,46,10,31,5,25,183,274,-91,5.96,3.98,N10002
18004,2024-12-15,Amos,106,54,42,10,118,505,435,70,4.1,4.76,N10001
18006,2024-12-15,HollowBrook,108,73,26,9,155,662,396,266,3.67,6.13,N10003
18005,2024-12-15,Nelson,104,24,72,8,56,369,590,-221,5.67,3.55,N10004
18003,2024-12-15,OS Offices,103,49,47,7,105,468,456,12,4.43,4.54,N10005
18006,2024-12-15,Orphans,102,61,31,10,132,523,400,123,3.92,5.13,N10006
18003,2024-12-15,Platinum,107,63,36,8,134,591,461,130,4.31,5.52,N10008
18004,2024-12-15,Triple J,109,47,48,14,108,483,520,-37,4.77,4.43,N10009
18011,2024-12-22,Ace,47,10,31,6,26,188,279,-91,5.94,4.0,N10002
18008,2024-12-22,Amos,107,54,43,10,118,509,442,67,4.13,4.76,N10001
18010,2024-12-22,HollowBrook,109,73,27,9,155,665,400,265,3.67,6.1,N10003
18009,2024-12-22,Nelson,105,24,72,9,57,373,594,-221,5.66,3.55,N10004
18008,2024-12-22,OS Offices,104,50,47,7,107,475,460,15,4.42,4.57,N10005
18011,2024-12-22,Outlaws,16,2,11,3,7,48,86,-38,5.38,3.0,N10007
18009,2024-12-22,Platinum,108,63,36,9,135,595,465,130,4.31,5.51,N10008
18010,2024-12-22,Triple J,110,48,48,14,110,487,523,-36,4.75,4.43,N10009
17955,2024-12-29,Amos,108,54,44,10,118,511,446,65,4.13,4.73,N10001
17955,2024-12-29,Orphans,103,62,31,10,134,527,402,125,3.9,5.12,N10006
18013,2025-01-05,Amos,109,54,45,10,118,513,457,56,4.19,4.71,N10001
18014,2025-01-05,HollowBrook,110,73,28,9,155,667,404,263,3.67,6.06,N10003
18013,2025-01-05,Nelson,106,25,72,9,59,384,596,-212,5.62,3.62,N10004
18014,2025-01-05,OS Offices,105,51,47,7,109,479,462,17,4.4,4.56,N10005
18016,2025-01-05,Orphans,104,62,32,10,134,529,407,122,3.91,5.09,N10006
18015,2025-01-05,Outlaws,17,2,12,3,7,48,90,-42,5.29,2.82,N10007
18015,2025-01-05,Platinum,109,64,36,9,137,599,465,134,4.27,5.5,N10008
18016,2025-01-05,Triple J,111,49,48,14,112,492,525,-33,4.73,4.43,N10009
18021,2025-01-12,Ace,48,10,32,6,26,188,289,-101,6.02,3.92,N10002
18019,2025-01-12,Amos,110,54,46,10,118,516,462,54,4.2,4.69,N10001
18018,2025-01-12,HollowBrook,111,73,28,10,156,673,410,263,3.69,6.06,N10003
18018,2025-01-12,Nelson,107,25,72,10,60,390,602,-212,5.63,3.64,N10004
18020,2025-01-12,OS Offices,106,52,47,7,111,481,463,18,4.37,4.54,N10005
18020,2025-01-12,Orphans,105,62,33,10,134,530,409,121,3.9,5.05,N10006
18019,2025-01-12,Outlaws,18,3,12,3,9,53,93,-40,5.17,2.94,N10007
18021,2025-01-12,Platinum,110,65,36,9,139,609,465,144,4.23,5.54,N10008
18025,2025-01-26,Ace,49,10,33,6,26,190,297,-107,6.06,3.88,N10002
18025,2025-01-26,Amos,111,55,46,10,120,524,464,60,4.18,4.72,N10001
18023,2025-01-26,HollowBrook,112,74,28,10,158,680,410,270,3.66,6.07,N10003
18024,2025-01-26,Nelson,108,25,73,10,60,391,609,-218,5.64,3.62,N10004
10826,2025-01-26,OS Offices,107,53,47,7,113,485,466,19,4.36,4.53,N10005
