tracking_event_key,game_id,period,period_id,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,running_video_time,event_running_start,event_running_end,event_team_zone,event_zone_id,home_team_zone,home_zone_id,away_team_zone,away_zone_id,x_coord,y_coord,rink_zone,season_id,time_bucket_id,strength_id
TV1896902362,18969,3,P03,7.0,33.0,7.0,31.0,453.0,451.0,4947.0,3147.0,3149.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902363,18969,3,P03,7.0,31.0,7.0,31.0,451.0,451.0,4949.0,3149.0,3149.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902364,18969,3,P03,7.0,31.0,7.0,31.0,451.0,451.0,4949.0,3149.0,3149.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902365,18969,3,P03,7.0,28.0,7.0,28.0,448.0,448.0,4952.0,3152.0,3152.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902366,18969,3,P03,7.0,28.0,7.0,23.0,448.0,443.0,4952.0,3152.0,3157.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902367,18969,3,P03,7.0,23.0,7.0,23.0,443.0,443.0,4957.0,3157.0,3157.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902368,18969,3,P03,7.0,22.0,7.0,20.0,442.0,440.0,4958.0,3158.0,3160.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902369,18969,3,P03,7.0,20.0,7.0,20.0,440.0,440.0,4960.0,3160.0,3160.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902370,18969,3,P03,7.0,20.0,7.0,20.0,440.0,440.0,4960.0,3160.0,3160.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902371,18969,3,P03,7.0,19.0,7.0,18.0,439.0,438.0,4961.0,3161.0,3162.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902372,18969,3,P03,7.0,18.0,7.0,17.0,438.0,437.0,4962.0,3162.0,3163.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902373,18969,3,P03,7.0,17.0,7.0,15.0,437.0,435.0,4963.0,3163.0,3165.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902374,18969,3,P03,7.0,15.0,7.0,14.0,435.0,434.0,4965.0,3165.0,3166.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902375,18969,3,P03,7.0,14.0,7.0,14.0,434.0,434.0,4966.0,3166.0,3166.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902376,18969,3,P03,7.0,11.0,7.0,10.0,431.0,430.0,4969.0,3169.0,3170.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902377,18969,3,P03,7.0,10.0,7.0,10.0,430.0,430.0,4970.0,3170.0,3170.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902378,18969,3,P03,7.0,9.0,7.0,8.0,429.0,428.0,4971.0,3171.0,3172.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902379,18969,3,P03,7.0,8.0,7.0,8.0,428.0,428.0,4972.0,3172.0,3172.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902380,18969,3,P03,7.0,8.0,7.0,8.0,428.0,428.0,4972.0,3172.0,3172.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902381,18969,3,P03,7.0,8.0,7.0,8.0,428.0,428.0,4972.0,3172.0,3172.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902382,18969,3,P03,7.0,6.0,7.0,4.0,426.0,424.0,4974.0,3174.0,3176.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902383,18969,3,P03,7.0,4.0,7.0,4.0,424.0,424.0,4976.0,3176.0,3176.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902384,18969,3,P03,7.0,3.0,7.0,2.0,423.0,422.0,4977.0,3177.0,3178.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902385,18969,3,P03,7.0,0.0,7.0,0.0,420.0,420.0,4980.0,3180.0,3180.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902386,18969,3,P03,7.0,0.0,7.0,0.0,420.0,420.0,4980.0,3180.0,3180.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902387,18969,3,P03,7.0,0.0,7.0,0.0,420.0,420.0,4980.0,3180.0,3180.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902388,18969,3,P03,7.0,0.0,7.0,0.0,420.0,420.0,4980.0,3180.0,3180.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902389,18969,3,P03,6.0,59.0,6.0,58.0,419.0,418.0,4981.0,3181.0,3182.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902390,18969,3,P03,6.0,58.0,6.0,57.0,418.0,417.0,4982.0,3182.0,3183.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902391,18969,3,P03,6.0,57.0,6.0,55.0,417.0,415.0,4983.0,3183.0,3185.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902392,18969,3,P03,6.0,55.0,6.0,52.0,415.0,412.0,4985.0,3185.0,3188.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902393,18969,3,P03,6.0,52.0,6.0,51.0,412.0,411.0,4988.0,3188.0,3189.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902394,18969,3,P03,6.0,51.0,6.0,51.0,411.0,411.0,4989.0,3189.0,3189.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902395,18969,3,P03,6.0,50.0,6.0,47.0,410.0,407.0,4990.0,3190.0,3193.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902396,18969,3,P03,6.0,47.0,6.0,47.0,407.0,407.0,4993.0,3193.0,3193.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902397,18969,3,P03,6.0,44.0,6.0,44.0,404.0,404.0,4996.0,3196.0,3196.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902398,18969,3,P03,6.0,44.0,6.0,42.0,404.0,402.0,4996.0,3196.0,3198.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902399,18969,3,P03,6.0,42.0,6.0,42.0,402.0,402.0,4998.0,3198.0,3198.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902400,18969,3,P03,6.0,42.0,6.0,42.0,402.0,402.0,4998.0,3198.0,3198.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902401,18969,3,P03,6.0,41.0,6.0,41.0,401.0,401.0,4999.0,3199.0,3199.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902402,18969,3,P03,6.0,41.0,6.0,14.0,401.0,374.0,4999.0,3199.0,3226.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902403,18969,3,P03,6.0,14.0,6.0,14.0,374.0,374.0,5026.0,3226.0,3226.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902404,18969,3,P03,6.0,11.0,6.0,11.0,371.0,371.0,5029.0,3229.0,3229.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902405,18969,3,P03,6.0,11.0,6.0,11.0,371.0,371.0,5029.0,3229.0,3229.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902406,18969,3,P03,6.0,9.0,6.0,8.0,369.0,368.0,5031.0,3231.0,3232.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902407,18969,3,P03,6.0,8.0,6.0,5.0,368.0,365.0,5032.0,3232.0,3235.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902408,18969,3,P03,6.0,5.0,6.0,3.0,365.0,363.0,5035.0,3235.0,3237.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902409,18969,3,P03,6.0,3.0,6.0,0.0,363.0,360.0,5037.0,3237.0,3240.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902410,18969,3,P03,6.0,0.0,6.0,0.0,360.0,360.0,5040.0,3240.0,3240.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902411,18969,3,P03,5.0,57.0,5.0,57.0,357.0,357.0,5043.0,3243.0,3243.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902412,18969,3,P03,5.0,57.0,5.0,57.0,357.0,357.0,5043.0,3243.0,3243.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902413,18969,3,P03,5.0,57.0,5.0,57.0,357.0,357.0,5043.0,3243.0,3243.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902414,18969,3,P03,5.0,56.0,5.0,56.0,356.0,356.0,5044.0,3244.0,3244.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902415,18969,3,P03,5.0,56.0,5.0,56.0,356.0,356.0,5044.0,3244.0,3244.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902416,18969,3,P03,5.0,56.0,5.0,56.0,356.0,356.0,5044.0,3244.0,3244.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902417,18969,3,P03,5.0,53.0,5.0,51.0,353.0,351.0,5047.0,3247.0,3249.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902418,18969,3,P03,5.0,51.0,5.0,51.0,351.0,351.0,5049.0,3249.0,3249.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902419,18969,3,P03,5.0,50.0,5.0,50.0,350.0,350.0,5050.0,3250.0,3250.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902420,18969,3,P03,5.0,50.0,5.0,50.0,350.0,350.0,5050.0,3250.0,3250.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902421,18969,3,P03,5.0,45.0,5.0,45.0,345.0,345.0,5055.0,3255.0,3255.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902422,18969,3,P03,5.0,45.0,5.0,45.0,345.0,345.0,5055.0,3255.0,3255.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902423,18969,3,P03,5.0,44.0,5.0,42.0,344.0,342.0,5056.0,3256.0,3258.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902424,18969,3,P03,5.0,42.0,5.0,42.0,342.0,342.0,5058.0,3258.0,3258.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1896902425,18969,3,P03,5.0,40.0,5.0,37.0,340.0,337.0,5060.0,3260.0,3263.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902426,18969,3,P03,5.0,37.0,5.0,37.0,337.0,337.0,5063.0,3263.0,3263.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902427,18969,3,P03,5.0,33.0,5.0,31.0,333.0,331.0,5067.0,3267.0,3269.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902428,18969,3,P03,5.0,30.0,5.0,30.0,330.0,330.0,5070.0,3270.0,3270.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB03,STR01
TV1896902429,18969,3,P03,5.0,29.0,5.0,29.0,329.0,329.0,5071.0,3271.0,3271.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902430,18969,3,P03,5.0,29.0,5.0,10.0,329.0,310.0,5071.0,3271.0,3290.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902431,18969,3,P03,5.0,10.0,5.0,10.0,310.0,310.0,5090.0,3290.0,3290.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902432,18969,3,P03,5.0,7.0,5.0,7.0,307.0,307.0,5093.0,3293.0,3293.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902433,18969,3,P03,5.0,5.0,4.0,59.0,305.0,299.0,5095.0,3295.0,3301.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB03,STR01
TV1896902434,18969,3,P03,4.0,59.0,4.0,59.0,299.0,299.0,5101.0,3301.0,3301.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902435,18969,3,P03,4.0,59.0,4.0,57.0,299.0,297.0,5101.0,3301.0,3303.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902436,18969,3,P03,4.0,57.0,4.0,57.0,297.0,297.0,5103.0,3303.0,3303.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902437,18969,3,P03,4.0,56.0,4.0,55.0,296.0,295.0,5104.0,3304.0,3305.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902438,18969,3,P03,4.0,55.0,4.0,55.0,295.0,295.0,5105.0,3305.0,3305.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902439,18969,3,P03,4.0,55.0,4.0,55.0,295.0,295.0,5105.0,3305.0,3305.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902440,18969,3,P03,4.0,55.0,4.0,53.0,295.0,293.0,5105.0,3305.0,3307.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902441,18969,3,P03,4.0,53.0,4.0,53.0,293.0,293.0,5107.0,3307.0,3307.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902442,18969,3,P03,4.0,52.0,4.0,51.0,292.0,291.0,5108.0,3308.0,3309.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902443,18969,3,P03,4.0,51.0,4.0,51.0,291.0,291.0,5109.0,3309.0,3309.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902444,18969,3,P03,4.0,51.0,4.0,51.0,291.0,291.0,5109.0,3309.0,3309.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902445,18969,3,P03,4.0,49.0,4.0,48.0,289.0,288.0,5111.0,3311.0,3312.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902446,18969,3,P03,4.0,48.0,4.0,48.0,288.0,288.0,5112.0,3312.0,3312.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902447,18969,3,P03,4.0,48.0,4.0,48.0,288.0,288.0,5112.0,3312.0,3312.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902448,18969,3,P03,4.0,46.0,4.0,44.0,286.0,284.0,5114.0,3314.0,3316.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902449,18969,3,P03,4.0,44.0,4.0,44.0,284.0,284.0,5116.0,3316.0,3316.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902450,18969,3,P03,4.0,40.0,4.0,40.0,280.0,280.0,5120.0,3320.0,3320.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902451,18969,3,P03,4.0,40.0,4.0,40.0,280.0,280.0,5120.0,3320.0,3320.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902452,18969,3,P03,4.0,39.0,4.0,38.0,279.0,278.0,5121.0,3321.0,3322.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902453,18969,3,P03,4.0,38.0,4.0,38.0,278.0,278.0,5122.0,3322.0,3322.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902454,18969,3,P03,4.0,37.0,4.0,37.0,277.0,277.0,5123.0,3323.0,3323.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902455,18969,3,P03,4.0,37.0,4.0,34.0,277.0,274.0,5123.0,3323.0,3326.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902456,18969,3,P03,4.0,34.0,4.0,34.0,274.0,274.0,5126.0,3326.0,3326.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902457,18969,3,P03,4.0,33.0,4.0,33.0,273.0,273.0,5127.0,3327.0,3327.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902458,18969,3,P03,4.0,33.0,4.0,33.0,273.0,273.0,5127.0,3327.0,3327.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902459,18969,3,P03,4.0,33.0,4.0,33.0,273.0,273.0,5127.0,3327.0,3327.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902460,18969,3,P03,4.0,32.0,4.0,32.0,272.0,272.0,5128.0,3328.0,3328.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902461,18969,3,P03,4.0,32.0,4.0,8.0,272.0,248.0,5128.0,3328.0,3352.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902462,18969,3,P03,4.0,8.0,4.0,8.0,248.0,248.0,5152.0,3352.0,3352.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902463,18969,3,P03,4.0,8.0,4.0,8.0,248.0,248.0,5152.0,3352.0,3352.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902464,18969,3,P03,4.0,8.0,4.0,8.0,248.0,248.0,5152.0,3352.0,3352.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902465,18969,3,P03,4.0,7.0,4.0,7.0,247.0,247.0,5153.0,3353.0,3353.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902466,18969,3,P03,4.0,7.0,3.0,46.0,247.0,226.0,5153.0,3353.0,3374.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902467,18969,3,P03,3.0,46.0,3.0,46.0,226.0,226.0,5174.0,3374.0,3374.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902468,18969,3,P03,3.0,46.0,3.0,46.0,226.0,226.0,5174.0,3374.0,3374.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902469,18969,3,P03,3.0,46.0,3.0,46.0,226.0,226.0,5174.0,3374.0,3374.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902470,18969,3,P03,3.0,44.0,3.0,42.0,224.0,222.0,5176.0,3376.0,3378.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902471,18969,3,P03,3.0,42.0,3.0,41.0,222.0,221.0,5178.0,3378.0,3379.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902472,18969,3,P03,3.0,41.0,3.0,41.0,221.0,221.0,5179.0,3379.0,3379.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902473,18969,3,P03,3.0,41.0,3.0,40.0,221.0,220.0,5179.0,3379.0,3380.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902474,18969,3,P03,3.0,40.0,3.0,38.0,220.0,218.0,5180.0,3380.0,3382.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902475,18969,3,P03,3.0,38.0,3.0,38.0,218.0,218.0,5182.0,3382.0,3382.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902476,18969,3,P03,3.0,38.0,3.0,38.0,218.0,218.0,5182.0,3382.0,3382.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902477,18969,3,P03,3.0,38.0,3.0,38.0,218.0,218.0,5182.0,3382.0,3382.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902478,18969,3,P03,3.0,36.0,3.0,36.0,216.0,216.0,5184.0,3384.0,3384.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902479,18969,3,P03,3.0,36.0,3.0,36.0,216.0,216.0,5184.0,3384.0,3384.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902480,18969,3,P03,3.0,36.0,3.0,36.0,216.0,216.0,5184.0,3384.0,3384.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902481,18969,3,P03,3.0,34.0,3.0,34.0,214.0,214.0,5186.0,3386.0,3386.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902482,18969,3,P03,3.0,31.0,3.0,31.0,211.0,211.0,5189.0,3389.0,3389.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902483,18969,3,P03,3.0,30.0,3.0,28.0,210.0,208.0,5190.0,3390.0,3392.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902484,18969,3,P03,3.0,28.0,3.0,28.0,208.0,208.0,5192.0,3392.0,3392.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902485,18969,3,P03,3.0,28.0,3.0,28.0,208.0,208.0,5192.0,3392.0,3392.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902486,18969,3,P03,3.0,26.0,3.0,23.0,206.0,203.0,5194.0,3394.0,3397.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902487,18969,3,P03,3.0,23.0,3.0,23.0,203.0,203.0,5197.0,3397.0,3397.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902488,18969,3,P03,3.0,23.0,3.0,22.0,203.0,202.0,5197.0,3397.0,3398.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902489,18969,3,P03,3.0,22.0,3.0,22.0,202.0,202.0,5198.0,3398.0,3398.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902490,18969,3,P03,3.0,22.0,3.0,22.0,202.0,202.0,5198.0,3398.0,3398.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902491,18969,3,P03,3.0,22.0,3.0,22.0,202.0,202.0,5198.0,3398.0,3398.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902492,18969,3,P03,3.0,22.0,3.0,22.0,202.0,202.0,5198.0,3398.0,3398.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902493,18969,3,P03,3.0,21.0,3.0,21.0,201.0,201.0,5199.0,3399.0,3399.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902494,18969,3,P03,3.0,21.0,3.0,21.0,201.0,201.0,5199.0,3399.0,3399.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902495,18969,3,P03,3.0,21.0,3.0,21.0,201.0,201.0,5199.0,3399.0,3399.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902496,18969,3,P03,3.0,20.0,3.0,20.0,200.0,200.0,5200.0,3400.0,3400.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902497,18969,3,P03,3.0,20.0,2.0,50.0,200.0,170.0,5200.0,3400.0,3430.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902498,18969,3,P03,2.0,50.0,2.0,50.0,170.0,170.0,5230.0,3430.0,3430.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902499,18969,3,P03,2.0,48.0,2.0,47.0,168.0,167.0,5232.0,3432.0,3433.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902500,18969,3,P03,2.0,47.0,2.0,47.0,167.0,167.0,5233.0,3433.0,3433.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902501,18969,3,P03,2.0,47.0,2.0,47.0,167.0,167.0,5233.0,3433.0,3433.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902502,18969,3,P03,2.0,44.0,2.0,40.0,164.0,160.0,5236.0,3436.0,3440.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902503,18969,3,P03,2.0,40.0,2.0,40.0,160.0,160.0,5240.0,3440.0,3440.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1896902504,18969,3,P03,2.0,39.0,2.0,38.0,159.0,158.0,5241.0,3441.0,3442.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902505,18969,3,P03,2.0,38.0,2.0,38.0,158.0,158.0,5242.0,3442.0,3442.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902506,18969,3,P03,2.0,35.0,2.0,33.0,155.0,153.0,5245.0,3445.0,3447.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902507,18969,3,P03,2.0,33.0,2.0,32.0,153.0,152.0,5247.0,3447.0,3448.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902508,18969,3,P03,2.0,32.0,2.0,32.0,152.0,152.0,5248.0,3448.0,3448.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902509,18969,3,P03,2.0,32.0,2.0,32.0,152.0,152.0,5248.0,3448.0,3448.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902510,18969,3,P03,2.0,29.0,2.0,29.0,149.0,149.0,5251.0,3451.0,3451.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902511,18969,3,P03,2.0,28.0,2.0,28.0,148.0,148.0,5252.0,3452.0,3452.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902512,18969,3,P03,2.0,27.0,2.0,27.0,147.0,147.0,5253.0,3453.0,3453.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902513,18969,3,P03,2.0,27.0,2.0,24.0,147.0,144.0,5253.0,3453.0,3456.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902514,18969,3,P03,2.0,24.0,2.0,24.0,144.0,144.0,5256.0,3456.0,3456.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB04,STR01
TV1896902515,18969,3,P03,2.0,24.0,2.0,24.0,144.0,144.0,5256.0,3456.0,3456.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
TV1896902516,18969,3,P03,2.0,24.0,2.0,24.0,144.0,144.0,5256.0,3456.0,3456.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB04,STR01
