tracking_event_key,game_id,period,period_id,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,running_video_time,event_running_start,event_running_end,event_team_zone,event_zone_id,home_team_zone,home_zone_id,away_team_zone,away_zone_id,x_coord,y_coord,rink_zone,season_id,time_bucket_id,strength_id
TV1896901000,18969,1,P01,,,,,,,,,,Neutral,,Neutral,,Neutral,,,,,N20252026F,,STR01
TV1896901001,18969,1,P01,18.0,0.0,18.0,0.0,1080.0,1080.0,120.0,120.0,120.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901002,18969,1,P01,17.0,59.0,17.0,59.0,1079.0,1079.0,121.0,121.0,121.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901003,18969,1,P01,17.0,58.0,17.0,52.0,1078.0,1072.0,122.0,122.0,128.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901004,18969,1,P01,17.0,50.0,17.0,50.0,1070.0,1070.0,130.0,130.0,130.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901005,18969,1,P01,17.0,49.0,17.0,49.0,1069.0,1069.0,131.0,131.0,131.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901006,18969,1,P01,17.0,49.0,17.0,49.0,1069.0,1069.0,131.0,131.0,131.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901007,18969,1,P01,17.0,45.0,17.0,41.0,1065.0,1061.0,135.0,135.0,139.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901008,18969,1,P01,17.0,41.0,17.0,41.0,1061.0,1061.0,139.0,139.0,139.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901009,18969,1,P01,17.0,41.0,17.0,41.0,1061.0,1061.0,139.0,139.0,139.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901010,18969,1,P01,17.0,39.0,17.0,37.0,1059.0,1057.0,141.0,141.0,143.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901011,18969,1,P01,17.0,37.0,17.0,33.0,1057.0,1053.0,143.0,143.0,147.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901012,18969,1,P01,17.0,33.0,17.0,33.0,1053.0,1053.0,147.0,147.0,147.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901013,18969,1,P01,17.0,32.0,17.0,32.0,1052.0,1052.0,148.0,148.0,148.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901014,18969,1,P01,17.0,32.0,17.0,28.0,1052.0,1048.0,148.0,148.0,152.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901015,18969,1,P01,17.0,28.0,17.0,28.0,1048.0,1048.0,152.0,152.0,152.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901016,18969,1,P01,17.0,27.0,17.0,27.0,1047.0,1047.0,153.0,153.0,153.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901017,18969,1,P01,17.0,23.0,17.0,20.0,1043.0,1040.0,157.0,157.0,160.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901018,18969,1,P01,17.0,20.0,17.0,20.0,1040.0,1040.0,160.0,160.0,160.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901019,18969,1,P01,17.0,20.0,17.0,20.0,1040.0,1040.0,160.0,160.0,160.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901020,18969,1,P01,17.0,20.0,17.0,15.0,1040.0,1035.0,160.0,160.0,165.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901021,18969,1,P01,17.0,15.0,17.0,15.0,1035.0,1035.0,165.0,165.0,165.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901022,18969,1,P01,17.0,12.0,17.0,8.0,1032.0,1028.0,168.0,168.0,172.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901023,18969,1,P01,17.0,8.0,17.0,5.0,1028.0,1025.0,172.0,172.0,175.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901024,18969,1,P01,17.0,5.0,17.0,5.0,1025.0,1025.0,175.0,175.0,175.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901025,18969,1,P01,17.0,2.0,17.0,2.0,1022.0,1022.0,178.0,178.0,178.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901026,18969,1,P01,16.0,59.0,16.0,59.0,1019.0,1019.0,181.0,181.0,181.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901027,18969,1,P01,16.0,59.0,16.0,59.0,1019.0,1019.0,181.0,181.0,181.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901028,18969,1,P01,16.0,56.0,16.0,53.0,1016.0,1013.0,184.0,184.0,187.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901029,18969,1,P01,16.0,53.0,16.0,53.0,1013.0,1013.0,187.0,187.0,187.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901030,18969,1,P01,16.0,50.0,16.0,48.0,1010.0,1008.0,190.0,190.0,192.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901031,18969,1,P01,16.0,48.0,16.0,48.0,1008.0,1008.0,192.0,192.0,192.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901032,18969,1,P01,16.0,48.0,16.0,48.0,1008.0,1008.0,192.0,192.0,192.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901033,18969,1,P01,16.0,48.0,16.0,48.0,1008.0,1008.0,192.0,192.0,192.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901034,18969,1,P01,16.0,48.0,16.0,48.0,1008.0,1008.0,192.0,192.0,192.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901035,18969,1,P01,16.0,45.0,16.0,42.0,1005.0,1002.0,195.0,195.0,198.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901036,18969,1,P01,16.0,42.0,16.0,42.0,1002.0,1002.0,198.0,198.0,198.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901037,18969,1,P01,16.0,42.0,16.0,42.0,1002.0,1002.0,198.0,198.0,198.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901038,18969,1,P01,16.0,41.0,16.0,40.0,1001.0,1000.0,199.0,199.0,200.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901039,18969,1,P01,16.0,40.0,16.0,40.0,1000.0,1000.0,200.0,200.0,200.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901040,18969,1,P01,16.0,35.0,16.0,35.0,995.0,995.0,205.0,205.0,205.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901041,18969,1,P01,16.0,35.0,16.0,14.0,995.0,974.0,205.0,205.0,226.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901042,18969,1,P01,16.0,14.0,16.0,14.0,974.0,974.0,226.0,226.0,226.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901043,18969,1,P01,16.0,12.0,16.0,12.0,972.0,972.0,228.0,228.0,228.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901044,18969,1,P01,16.0,12.0,16.0,12.0,972.0,972.0,228.0,228.0,228.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901045,18969,1,P01,16.0,12.0,16.0,12.0,972.0,972.0,228.0,228.0,228.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901046,18969,1,P01,16.0,10.0,16.0,7.0,970.0,967.0,230.0,230.0,233.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901047,18969,1,P01,16.0,7.0,16.0,5.0,967.0,965.0,233.0,233.0,235.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901048,18969,1,P01,16.0,5.0,16.0,5.0,965.0,965.0,235.0,235.0,235.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901049,18969,1,P01,16.0,4.0,16.0,1.0,964.0,961.0,236.0,236.0,239.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901050,18969,1,P01,16.0,1.0,16.0,1.0,961.0,961.0,239.0,239.0,239.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901051,18969,1,P01,15.0,59.0,15.0,55.0,959.0,955.0,241.0,241.0,245.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901052,18969,1,P01,15.0,55.0,15.0,55.0,955.0,955.0,245.0,245.0,245.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901053,18969,1,P01,15.0,55.0,15.0,55.0,955.0,955.0,245.0,245.0,245.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901054,18969,1,P01,15.0,51.0,15.0,50.0,951.0,950.0,249.0,249.0,250.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901055,18969,1,P01,15.0,50.0,15.0,50.0,950.0,950.0,250.0,250.0,250.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901056,18969,1,P01,15.0,50.0,15.0,49.0,950.0,949.0,250.0,250.0,251.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901057,18969,1,P01,15.0,49.0,15.0,49.0,949.0,949.0,251.0,251.0,251.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901058,18969,1,P01,15.0,48.0,15.0,43.0,948.0,943.0,252.0,252.0,257.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901059,18969,1,P01,15.0,43.0,15.0,43.0,943.0,943.0,257.0,257.0,257.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901060,18969,1,P01,15.0,43.0,15.0,42.0,943.0,942.0,257.0,257.0,258.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901061,18969,1,P01,15.0,42.0,15.0,42.0,942.0,942.0,258.0,258.0,258.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901062,18969,1,P01,15.0,41.0,15.0,39.0,941.0,939.0,259.0,259.0,261.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901063,18969,1,P01,15.0,39.0,15.0,39.0,939.0,939.0,261.0,261.0,261.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901064,18969,1,P01,15.0,39.0,15.0,39.0,939.0,939.0,261.0,261.0,261.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901065,18969,1,P01,15.0,39.0,15.0,37.0,939.0,937.0,261.0,261.0,263.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901066,18969,1,P01,15.0,37.0,15.0,37.0,937.0,937.0,263.0,263.0,263.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901067,18969,1,P01,15.0,37.0,15.0,37.0,937.0,937.0,263.0,263.0,263.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901068,18969,1,P01,15.0,34.0,15.0,32.0,934.0,932.0,266.0,266.0,268.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901069,18969,1,P01,15.0,32.0,15.0,32.0,932.0,932.0,268.0,268.0,268.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901070,18969,1,P01,15.0,32.0,15.0,32.0,932.0,932.0,268.0,268.0,268.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901071,18969,1,P01,15.0,32.0,15.0,32.0,932.0,932.0,268.0,268.0,268.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901072,18969,1,P01,15.0,27.0,15.0,27.0,927.0,927.0,273.0,273.0,273.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901073,18969,1,P01,15.0,27.0,15.0,27.0,927.0,927.0,273.0,273.0,273.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901074,18969,1,P01,15.0,27.0,15.0,23.0,927.0,923.0,273.0,273.0,277.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1896901075,18969,1,P01,15.0,23.0,15.0,23.0,923.0,923.0,277.0,277.0,277.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901076,18969,1,P01,15.0,23.0,15.0,23.0,923.0,923.0,277.0,277.0,277.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901077,18969,1,P01,15.0,19.0,15.0,18.0,919.0,918.0,281.0,281.0,282.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901078,18969,1,P01,15.0,18.0,15.0,18.0,918.0,918.0,282.0,282.0,282.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901079,18969,1,P01,15.0,14.0,15.0,12.0,914.0,912.0,286.0,286.0,288.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901080,18969,1,P01,15.0,12.0,15.0,12.0,912.0,912.0,288.0,288.0,288.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901081,18969,1,P01,15.0,8.0,15.0,6.0,908.0,906.0,292.0,292.0,294.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901082,18969,1,P01,15.0,6.0,15.0,4.0,906.0,904.0,294.0,294.0,296.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901083,18969,1,P01,15.0,4.0,15.0,4.0,904.0,904.0,296.0,296.0,296.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901084,18969,1,P01,15.0,4.0,15.0,4.0,904.0,904.0,296.0,296.0,296.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB01,STR01
TV1896901085,18969,1,P01,15.0,2.0,14.0,59.0,902.0,899.0,298.0,298.0,301.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB01,STR01
TV1896901086,18969,1,P01,14.0,59.0,14.0,59.0,899.0,899.0,301.0,301.0,301.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901087,18969,1,P01,14.0,57.0,14.0,54.0,897.0,894.0,303.0,303.0,306.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901088,18969,1,P01,14.0,57.0,14.0,54.0,897.0,894.0,303.0,303.0,306.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901089,18969,1,P01,14.0,54.0,14.0,54.0,894.0,894.0,306.0,306.0,306.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901090,18969,1,P01,14.0,54.0,14.0,54.0,894.0,894.0,306.0,306.0,306.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901091,18969,1,P01,14.0,49.0,14.0,47.0,889.0,887.0,311.0,311.0,313.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901092,18969,1,P01,14.0,47.0,14.0,45.0,887.0,885.0,313.0,313.0,315.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901093,18969,1,P01,14.0,45.0,14.0,45.0,885.0,885.0,315.0,315.0,315.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901094,18969,1,P01,14.0,45.0,14.0,45.0,885.0,885.0,315.0,315.0,315.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901095,18969,1,P01,14.0,45.0,14.0,42.0,885.0,882.0,315.0,315.0,318.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901096,18969,1,P01,14.0,42.0,14.0,40.0,882.0,880.0,318.0,318.0,320.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901097,18969,1,P01,14.0,40.0,14.0,40.0,880.0,880.0,320.0,320.0,320.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901098,18969,1,P01,14.0,40.0,14.0,40.0,880.0,880.0,320.0,320.0,320.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901099,18969,1,P01,14.0,36.0,14.0,34.0,876.0,874.0,324.0,324.0,326.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901100,18969,1,P01,14.0,34.0,14.0,34.0,874.0,874.0,326.0,326.0,326.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901101,18969,1,P01,14.0,34.0,14.0,34.0,874.0,874.0,326.0,326.0,326.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901102,18969,1,P01,14.0,33.0,14.0,31.0,873.0,871.0,327.0,327.0,329.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901103,18969,1,P01,14.0,33.0,14.0,31.0,873.0,871.0,327.0,327.0,329.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901104,18969,1,P01,14.0,31.0,14.0,31.0,871.0,871.0,329.0,329.0,329.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901105,18969,1,P01,14.0,31.0,14.0,8.0,871.0,848.0,329.0,329.0,352.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901106,18969,1,P01,14.0,8.0,14.0,8.0,848.0,848.0,352.0,352.0,352.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901107,18969,1,P01,14.0,5.0,14.0,5.0,845.0,845.0,355.0,355.0,355.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901108,18969,1,P01,14.0,5.0,14.0,5.0,845.0,845.0,355.0,355.0,355.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901109,18969,1,P01,13.0,59.0,13.0,59.0,839.0,839.0,361.0,361.0,361.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901110,18969,1,P01,13.0,59.0,13.0,59.0,839.0,839.0,361.0,361.0,361.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901111,18969,1,P01,13.0,58.0,13.0,58.0,838.0,838.0,362.0,362.0,362.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901112,18969,1,P01,13.0,58.0,13.0,58.0,838.0,838.0,362.0,362.0,362.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901113,18969,1,P01,13.0,58.0,13.0,58.0,838.0,838.0,362.0,362.0,362.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901114,18969,1,P01,13.0,58.0,13.0,58.0,838.0,838.0,362.0,362.0,362.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901115,18969,1,P01,13.0,56.0,13.0,56.0,836.0,836.0,364.0,364.0,364.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901116,18969,1,P01,13.0,56.0,13.0,56.0,836.0,836.0,364.0,364.0,364.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901117,18969,1,P01,13.0,55.0,13.0,55.0,835.0,835.0,365.0,365.0,365.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901118,18969,1,P01,13.0,51.0,13.0,51.0,831.0,831.0,369.0,369.0,369.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901119,18969,1,P01,13.0,51.0,13.0,51.0,831.0,831.0,369.0,369.0,369.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901120,18969,1,P01,13.0,50.0,13.0,50.0,830.0,830.0,370.0,370.0,370.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901121,18969,1,P01,13.0,50.0,13.0,47.0,830.0,827.0,370.0,370.0,373.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901122,18969,1,P01,13.0,47.0,13.0,47.0,827.0,827.0,373.0,373.0,373.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901123,18969,1,P01,13.0,46.0,13.0,46.0,826.0,826.0,374.0,374.0,374.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901124,18969,1,P01,13.0,46.0,13.0,46.0,826.0,826.0,374.0,374.0,374.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901125,18969,1,P01,13.0,39.0,13.0,39.0,819.0,819.0,381.0,381.0,381.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901126,18969,1,P01,13.0,39.0,13.0,33.0,819.0,813.0,381.0,381.0,387.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901127,18969,1,P01,13.0,33.0,13.0,33.0,813.0,813.0,387.0,387.0,387.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901128,18969,1,P01,13.0,33.0,13.0,33.0,813.0,813.0,387.0,387.0,387.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901129,18969,1,P01,13.0,33.0,13.0,33.0,813.0,813.0,387.0,387.0,387.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901130,18969,1,P01,13.0,33.0,13.0,33.0,813.0,813.0,387.0,387.0,387.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901131,18969,1,P01,13.0,33.0,13.0,33.0,813.0,813.0,387.0,387.0,387.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901132,18969,1,P01,13.0,32.0,13.0,32.0,812.0,812.0,388.0,388.0,388.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901133,18969,1,P01,13.0,32.0,13.0,28.0,812.0,808.0,388.0,388.0,392.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901134,18969,1,P01,13.0,28.0,13.0,28.0,808.0,808.0,392.0,392.0,392.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901135,18969,1,P01,13.0,28.0,13.0,28.0,808.0,808.0,392.0,392.0,392.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901136,18969,1,P01,13.0,28.0,13.0,28.0,808.0,808.0,392.0,392.0,392.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901137,18969,1,P01,13.0,24.0,13.0,19.0,804.0,799.0,396.0,396.0,401.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901138,18969,1,P01,13.0,19.0,13.0,19.0,799.0,799.0,401.0,401.0,401.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901139,18969,1,P01,13.0,18.0,13.0,16.0,798.0,796.0,402.0,402.0,404.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901140,18969,1,P01,13.0,16.0,13.0,16.0,796.0,796.0,404.0,404.0,404.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901141,18969,1,P01,13.0,16.0,13.0,13.0,796.0,793.0,404.0,404.0,407.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901142,18969,1,P01,13.0,13.0,13.0,13.0,793.0,793.0,407.0,407.0,407.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901143,18969,1,P01,13.0,9.0,13.0,8.0,789.0,788.0,411.0,411.0,412.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901144,18969,1,P01,13.0,7.0,13.0,7.0,787.0,787.0,413.0,413.0,413.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901145,18969,1,P01,13.0,7.0,13.0,7.0,787.0,787.0,413.0,413.0,413.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901146,18969,1,P01,13.0,7.0,13.0,7.0,787.0,787.0,413.0,413.0,413.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901147,18969,1,P01,13.0,6.0,13.0,2.0,786.0,782.0,414.0,414.0,418.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901148,18969,1,P01,13.0,2.0,13.0,2.0,782.0,782.0,418.0,418.0,418.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901149,18969,1,P01,13.0,2.0,12.0,58.0,782.0,778.0,418.0,418.0,422.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901150,18969,1,P01,12.0,58.0,12.0,56.0,778.0,776.0,422.0,422.0,424.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901151,18969,1,P01,12.0,56.0,12.0,56.0,776.0,776.0,424.0,424.0,424.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901152,18969,1,P01,12.0,56.0,12.0,56.0,776.0,776.0,424.0,424.0,424.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901153,18969,1,P01,12.0,51.0,12.0,51.0,771.0,771.0,429.0,429.0,429.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901154,18969,1,P01,12.0,50.0,12.0,50.0,770.0,770.0,430.0,430.0,430.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901155,18969,1,P01,12.0,50.0,12.0,50.0,770.0,770.0,430.0,430.0,430.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
TV1896901156,18969,1,P01,12.0,49.0,12.0,49.0,769.0,769.0,431.0,431.0,431.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB02,STR01
TV1896901157,18969,1,P01,12.0,48.0,12.0,44.0,768.0,764.0,432.0,432.0,436.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901158,18969,1,P01,12.0,44.0,12.0,44.0,764.0,764.0,436.0,436.0,436.0,Offensive,,Defensive,,Offensive,,,,,N20252026F,TB02,STR01
TV1896901159,18969,1,P01,12.0,44.0,12.0,44.0,764.0,764.0,436.0,436.0,436.0,Defensive,,Offensive,,Defensive,,,,,N20252026F,TB02,STR01
