shift_id,game_id,shift_index,Period,shift_start_min,shift_start_sec,shift_end_min,shift_end_sec,shift_start_type,shift_stop_type,home_forward_1,home_forward_2,home_forward_3,home_defense_1,home_defense_2,home_xtra,home_goalie,away_forward_1,away_forward_2,away_forward_3,away_defense_1,away_defense_2,away_xtra,away_goalie,stoppage_time,home_ozone_start,home_ozone_end,home_dzone_start,home_dzone_end,home_nzone_start,home_nzone_end,home_team,away_team,shift_start_total_seconds,shift_end_total_seconds,shift_duration,home_team_strength,away_team_strength,home_team_en,away_team_en,home_team_pk,home_team_pp,away_team_pp,away_team_pk,situation,strength,home_goals,away_goals,home_team_plus,home_team_minus,away_team_plus,away_team_minus,period_start_total_running_seconds,running_video_time,shift_start_running_time,shift_end_running_time
S_18977_15,18977,15,1,7,45,6,35,OtherFaceoff,,70,,91,22,84,,39,26,13,22,5,27,,99,0,,,1,,,1,Velodrome,HollowBrook,465,395,70,4,5,0,0,1,0,1,0,Away PowerPlay,4v5,0,0,0,0,0,0,0,615,610,683
S_18977_16,18977,16,1,6,35,6,30,,,70,49,91,22,84,,39,26,13,22,5,27,,99,0,,1,,,1,,Velodrome,HollowBrook,395,390,5,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,685,680,688
S_18977_17,18977,17,1,6,30,5,50,,Away Icing,70,14,91,22,84,,39,26,13,22,5,27,,99,0,1,1,,,,,Velodrome,HollowBrook,390,350,40,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,690,685,728
S_18977_18,18977,18,1,5,50,4,17,OtherFaceoff,,42,14,61,87,52,,39,11,19,8,33,18,,99,0,1,,,1,,,Velodrome,HollowBrook,350,257,93,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,730,725,821
S_18977_19,18977,19,1,4,17,3,54,,,42,14,61,87,52,,39,11,19,8,2,18,,99,0,,,1,,,1,Velodrome,HollowBrook,257,234,23,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,823,818,844
S_18977_20,18977,20,1,3,54,3,43,,,70,14,75,87,52,,39,11,19,40,2,18,,99,0,,1,,,1,,Velodrome,HollowBrook,234,223,11,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,846,841,855
S_18977_21,18977,21,1,3,43,3,21,,,70,14,75,87,52,,39,11,13,40,2,18,,99,0,1,,,,,1,Velodrome,HollowBrook,223,201,22,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,857,852,877
S_18977_22,18977,22,1,3,21,3,14,,Home Goal,70,49,75,9,84,,39,11,13,40,2,18,,99,0,,1,,,1,,Velodrome,HollowBrook,201,194,7,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,1,0,0,-1,0,879,874,884
S_18977_23,18977,23,1,3,14,1,57,FaceoffAfterGoal,,70,49,75,9,84,,39,26,13,40,5,27,,99,0,,1,,,1,,Velodrome,HollowBrook,194,117,77,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,886,881,961
S_18977_24,18977,24,1,1,57,1,34,,,70,49,75,9,84,,39,26,13,22,5,27,,99,0,1,,,1,,,Velodrome,HollowBrook,117,94,23,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,963,958,984
S_18977_25,18977,25,1,1,34,1,25,,,70,49,75,9,84,,39,26,19,22,5,27,,99,0,,,1,,,1,Velodrome,HollowBrook,94,85,9,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,986,981,993
S_18977_26,18977,26,1,1,25,1,13,,,70,49,75,22,84,,39,11,19,22,5,27,,99,0,,,,,1,1,Velodrome,HollowBrook,85,73,12,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,995,990,1005
S_18977_27,18977,27,1,1,13,1,07,,,70,49,75,22,84,,39,11,19,22,5,18,,99,0,,1,,,1,,Velodrome,HollowBrook,73,67,6,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,1007,1002,1011
S_18977_28,18977,28,1,1,07,0,44,,,70,49,75,22,52,,39,11,19,22,5,18,,99,0,1,,,1,,,Velodrome,HollowBrook,67,44,23,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,1013,1008,1034
S_18977_29,18977,29,1,0,44,0,28,,,70,91,24,22,52,,39,11,19,22,33,18,,99,0,,1,1,,,,Velodrome,HollowBrook,44,28,16,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,1036,1031,1050
S_18977_30,18977,30,1,0,28,0,21,,,70,91,24,22,52,,39,11,19,8,33,18,,99,0,1,,,1,,,Velodrome,HollowBrook,28,21,7,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,1052,1047,1057
S_18977_31,18977,31,1,0,21,0,0.1,,Period End,42,91,24,22,52,,39,11,19,8,33,18,,99,0,,,1,1,,,Velodrome,HollowBrook,21,0.1,21,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,1059,1054,1078
S_18977_32,18977,32,,,,,,Intermission,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,0,,,,,,1,0,0,0,0,0,0,1059,1054,1057
S_18977_33,18977,33,2,18,0,17,01,PeriodStart,Away Icing,42,91,24,84,87,,39,11,19,8,33,18,,99,18,,1,,,1,,Velodrome,HollowBrook,1080,1021,59,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,0,0,62
S_18977_34,18977,34,2,17,01,15,49,OtherFaceoff,,42,14,61,84,87,,39,26,13,40,2,18,,99,0,1,1,,,,,Velodrome,HollowBrook,1021,949,72,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,59,54,129
S_18977_35,18977,35,2,15,49,15,36,,,70,14,61,52,87,,39,26,13,40,2,18,,99,0,1,1,,,,,Velodrome,HollowBrook,949,936,13,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,131,126,142
S_18977_36,18977,36,2,15,36,15,20,,,70,14,61,52,87,,39,11,13,40,2,18,,99,0,1,,,,,1,Velodrome,HollowBrook,936,920,16,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,144,139,158
S_18977_37,18977,37,2,15,20,15,11,,,70,14,61,52,87,,39,11,13,40,2,27,,99,0,,,,1,1,,Velodrome,HollowBrook,920,911,9,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,160,155,167
S_18977_38,18977,38,2,15,11,14,55,,,70,14,61,52,87,,39,11,19,40,2,27,,99,0,,1,1,,,,Velodrome,HollowBrook,911,895,16,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,169,164,183
S_18977_39,18977,39,2,14,55,14,48,,Away Icing,70,14,61,52,87,,39,11,19,22,2,27,,99,0,1,1,,,,,Velodrome,HollowBrook,895,888,7,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,185,180,190
S_18977_40,18977,40,2,14,48,13,16,OtherFaceoff,Puck Out of Play,70,49,75,52,9,,39,11,19,22,5,27,,99,24,1,1,,,,,Velodrome,HollowBrook,888,796,92,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,192,187,282
S_18977_41,18977,41,2,13,16,11,32,OtherFaceoff,,42,49,75,84,22,,39,26,13,8,18,33,,99,17,1,,,,,1,Velodrome,HollowBrook,796,692,104,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,0,0,0,0,284,279,386
S_18977_42,18977,42,2,11,32,11,19,,Home Goal,42,91,75,84,22,,39,26,13,8,18,33,,99,0,,1,,,1,,Velodrome,HollowBrook,692,679,13,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,1,0,0,-1,0,388,383,399
S_18977_43,18977,43,2,11,19,9,42,FaceoffAfterGoal,,42,91,24,87,84,,39,11,19,40,2,18,,99,0,,1,,,1,,Velodrome,HollowBrook,679,582,97,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,401,396,496
S_18977_44,18977,44,2,9,42,9,20,,Away Goalie Stopped (after Home SOG),70,14,24,87,9,,39,11,19,40,2,18,,99,0,1,1,,,,,Velodrome,HollowBrook,582,560,22,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,498,493,518
S_18977_45,18977,45,2,9,20,7,51,OtherFaceoff,Away Goalie Stopped (after Home SOG),70,14,61,52,9,,39,26,22,8,27,5,,99,32,1,1,,,,,Velodrome,HollowBrook,560,471,89,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,520,515,607
S_18977_46,18977,46,2,7,51,6,46,OtherFaceoff,,70,14,61,84,22,,39,11,19,13,27,5,,99,0,1,1,,,,,Velodrome,HollowBrook,471,406,65,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,609,604,672
S_18977_47,18977,47,2,6,46,6,19,,Away Icing,42,49,61,84,22,,39,11,19,13,27,5,,99,0,1,1,,,,,Velodrome,HollowBrook,406,379,27,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,674,669,699
S_18977_48,18977,48,2,6,19,5,07,OtherFaceoff,,42,49,75,84,87,,39,11,19,13,18,33,,99,26,1,1,,,,,Velodrome,HollowBrook,379,307,72,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,701,696,771
S_18977_49,18977,49,2,5,07,4,49,,,42,49,75,52,87,,39,11,19,13,18,33,,99,0,1,,,1,,,Velodrome,HollowBrook,307,289,18,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,773,768,789
S_18977_50,18977,50,2,4,49,4,36,,Home Goalie Stopped (after Away SOG),42,49,75,52,87,,39,11,19,13,18,2,,99,0,,,1,1,,,Velodrome,HollowBrook,289,276,13,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,791,786,802
S_18977_51,18977,51,2,4,36,4,00,OtherFaceoff,Home Icing,42,49,75,52,9,,39,26,40,8,27,2,,99,0,,,1,1,,,Velodrome,HollowBrook,276,240,36,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,804,799,838
S_18977_52,18977,52,2,4,00,2,31,,,70,91,24,52,9,,39,26,40,8,27,2,,99,42,,,1,1,,,Velodrome,HollowBrook,240,151,89,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,840,835,927
S_18977_53,18977,53,2,2,31,2,19,,,70,91,24,52,9,,39,11,40,8,18,2,,99,0,,,1,,,1,Velodrome,HollowBrook,151,139,12,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,929,924,939
S_18977_54,18977,54,2,2,19,2,12,,,70,91,24,52,9,,39,11,40,19,18,2,,99,0,,1,,,1,,Velodrome,HollowBrook,139,132,7,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,941,936,946
S_18977_55,18977,55,2,2,12,1,39,,,70,91,24,22,9,,39,11,40,19,18,2,,99,0,1,,,,,1,Velodrome,HollowBrook,132,99,33,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,948,943,979
S_18977_56,18977,56,2,1,39,1,16,,,70,91,24,22,9,,39,11,13,19,18,2,,99,0,,1,,,1,,Velodrome,HollowBrook,99,76,23,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,981,976,1002
S_18977_57,18977,57,2,1,16,1,15,,,70,91,24,22,84,,39,11,13,19,18,2,,99,0,1,1,,,,,Velodrome,HollowBrook,76,75,1,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,0,0,0,0,0,1004,999,1003
S_18977_58,18977,58,2,1,15,1,11,,Home Goal,70,91,24,22,84,,39,11,13,19,18,2,,99,0,1,1,,,,,Velodrome,HollowBrook,75,71,4,5,5,0,0,0,0,0,0,Full Strength,5v5,2,0,1,0,0,-1,0,1005,1000,1007
S_18977_59,18977,59,2,1,11,0,0.01,FaceoffAfterGoal,Period End,42,14,61,87,84,,39,11,13,19,27,5,,99,113,,,,1,1,,Velodrome,HollowBrook,71,0.01,71,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,1009,1004,1078
S_18977_60,18977,60,,,,,,Intermission,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,0,,,,,,3,0,0,0,0,0,0,1009,1004,1007
S_18977_61,18977,61,3,18,0,17,15,PeriodStart,Puck Out of Play,42,14,61,87,84,,39,26,22,8,27,5,,99,0,,1,,,1,,Velodrome,HollowBrook,1080,1035,45,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,0,0,48
S_18977_62,18977,62,3,17,15,16,36,OtherFaceoff,,70,49,75,87,52,,39,11,19,13,18,5,,99,0,1,1,,,,,Velodrome,HollowBrook,1035,996,39,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,45,40,82
S_18977_63,18977,63,3,16,36,16,24,,,70,49,75,9,52,,39,11,19,13,18,5,,99,0,1,,,1,,,Velodrome,HollowBrook,996,984,12,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,84,79,94
S_18977_64,18977,64,3,16,24,14,42,,Puck in Netting,70,49,75,9,52,,39,11,19,13,18,33,,99,32,,,1,1,,,Velodrome,HollowBrook,984,882,102,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,96,91,196
S_18977_65,18977,65,3,14,42,12,42,OtherFaceoff,,42,91,24,22,84,,39,26,22,40,27,2,,99,20,,,1,1,,,Velodrome,HollowBrook,882,762,120,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,198,193,316
S_18977_66,18977,66,3,12,42,12,22,,,42,91,24,22,84,,39,11,22,40,27,2,,99,0,,,1,,,1,Velodrome,HollowBrook,762,742,20,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,318,313,336
S_18977_67,18977,67,3,12,22,11,41,,,42,91,24,22,84,,39,11,22,19,18,2,,99,0,,,,,1,1,Velodrome,HollowBrook,742,701,41,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,338,333,377
S_18977_68,18977,68,3,11,41,11,32,,,70,14,24,87,84,,39,11,13,19,18,2,,99,0,,,,1,1,,Velodrome,HollowBrook,701,692,9,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,379,374,386
S_18977_69,18977,69,3,11,32,11,25,,,70,14,61,87,84,,39,11,13,19,18,2,,99,0,,1,1,,,,Velodrome,HollowBrook,692,685,7,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,388,383,393
S_18977_70,18977,70,3,11,25,11,12,,,70,14,61,87,52,,39,11,13,19,18,2,,99,0,1,,,1,,,Velodrome,HollowBrook,685,672,13,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,395,390,406
S_18977_71,18977,71,3,11,12,10,23,,,70,14,61,87,52,,39,11,13,19,18,5,,99,0,,1,1,,,,Velodrome,HollowBrook,672,623,49,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,408,403,455
S_18977_72,18977,72,3,10,23,10,11,,,70,14,61,87,52,,39,26,13,19,18,5,,99,0,1,,,1,,,Velodrome,HollowBrook,623,611,12,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,457,452,467
S_18977_73,18977,73,3,10,11,9,54,,Home Goalie Stopped (after Away SOG),70,14,61,87,52,,39,26,13,19,27,5,,99,0,,,1,1,,,Velodrome,HollowBrook,611,594,17,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,469,464,484
S_18977_74,18977,74,3,9,54,8,45,OtherFaceoff,Away Goalie Stopped (after Home SOG),70,49,75,9,84,,39,26,40,8,27,5,,99,0,,1,1,,,,Velodrome,HollowBrook,594,525,69,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,486,481,553
S_18977_75,18977,75,3,8,45,7,35,OtherFaceoff,Away Goalie Stopped (after Home SOG),42,49,75,9,84,,39,26,40,8,27,5,,99,0,1,1,,,,,Velodrome,HollowBrook,525,455,70,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,0,0,0,0,555,550,623
S_18977_76,18977,76,3,7,35,6,46,OtherFaceoff,Away Goal,42,91,61,22,52,,39,11,19,13,33,18,,99,0,1,,,1,,,Velodrome,HollowBrook,455,406,49,5,5,0,0,0,0,0,0,Full Strength,5v5,3,0,0,-1,1,0,0,625,620,672
S_18977_77,18977,77,3,6,46,5,41,FaceoffAfterGoal,Home Goalie Stopped (after Away SOG),42,91,61,22,52,,39,11,19,13,33,18,,99,0,,,,1,1,,Velodrome,HollowBrook,406,341,65,5,5,0,0,0,0,0,0,Full Strength,5v5,3,1,0,0,0,0,0,674,669,737
S_18977_78,18977,78,3,5,41,4,56,OtherFaceoff,,70,14,61,87,84,,39,11,19,13,2,27,,99,0,,1,1,,,,Velodrome,HollowBrook,341,296,45,5,5,0,0,0,0,0,0,Full Strength,5v5,3,1,0,0,0,0,0,739,734,782
S_18977_79,18977,79,3,4,56,4,41,,Home Icing,70,14,61,87,84,,39,11,19,26,2,27,,99,0,1,,,1,,,Velodrome,HollowBrook,296,281,15,5,5,0,0,0,0,0,0,Full Strength,5v5,3,1,0,0,0,0,0,784,779,797
S_18977_80,18977,80,3,4,41,3,50,OtherFaceoff,Home Goal,70,14,61,87,84,,39,26,22,8,2,27,,99,0,,1,1,,,,Velodrome,HollowBrook,281,230,51,5,5,0,0,0,0,0,0,Full Strength,5v5,3,1,1,0,0,-1,0,799,794,848
S_18977_81,18977,81,3,3,50,2,58,FaceoffAfterGoal,,70,14,61,87,84,,39,26,40,8,18,5,,99,0,,,,1,1,,Velodrome,HollowBrook,230,178,52,5,5,0,0,0,0,0,0,Full Strength,5v5,4,1,0,0,0,0,0,850,845,900
S_18977_82,18977,82,3,2,58,2,52,,,70,49,61,87,84,,39,26,40,13,18,5,,99,0,,,1,1,,,Velodrome,HollowBrook,178,172,6,5,5,0,0,0,0,0,0,Full Strength,5v5,4,1,0,0,0,0,0,902,897,906
S_18977_83,18977,83,3,2,52,2,45,,,70,49,75,87,84,,39,26,40,13,18,5,,99,0,,1,1,,,,Velodrome,HollowBrook,172,165,7,5,5,0,0,0,0,0,0,Full Strength,5v5,4,1,0,0,0,0,0,908,903,913
S_18977_84,18977,84,3,2,45,2,29,,,70,49,75,9,52,,39,26,19,13,18,5,,99,0,1,,,,,1,Velodrome,HollowBrook,165,149,16,5,5,0,0,0,0,0,0,Full Strength,5v5,4,1,0,0,0,0,0,915,910,929
S_18977_85,18977,85,3,2,29,1,56,,Home Goalie Stopped (after Away SOG),70,49,75,9,52,,39,11,19,13,18,5,,99,0,,,,1,1,,Velodrome,HollowBrook,149,116,33,5,5,0,0,0,0,0,0,Full Strength,5v5,4,1,0,0,0,0,0,931,926,962
S_18977_86,18977,86,3,1,56,1,38,OtherFaceoff,Away Goal,42,49,75,9,52,,39,11,19,13,27,33,,99,0,,,1,1,,,Velodrome,HollowBrook,116,98,18,5,5,0,0,0,0,0,0,Full Strength,5v5,4,1,0,-1,1,0,0,964,959,980
S_18977_87,18977,87,3,1,38,0,55,FaceoffAfterGoal,Home Goalie Stopped (after Away SOG),42,49,75,9,52,,39,11,19,13,27,18,,99,110,,,,1,1,,Velodrome,HollowBrook,98,55,43,5,5,0,0,0,0,0,0,Full Strength,5v5,4,2,0,0,0,0,0,982,977,1023
S_18977_88,18977,88,3,0,55,0,0.01,OtherFaceoff,Period End,42,91,24,9,52,,39,11,19,13,27,18,26,,26,,1,1,,,,Velodrome,HollowBrook,55,0.01,55,5,6,0,1,0,0,0,0,Away EmptyNet,5v6 Away EN,4,2,0,0,0,0,0,1025,1020,1078
S_18981_1,18981,1,1,18,00,17,14,GameStart,,10,15,16,23,37,,31,70,87,75,22,84,,39,0,,,,,1,,Nelson,Velodrome,1080,1034,46,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,0,0,49
S_18981_2,18981,2,1,17,14,17,07,,,79,3,44,80,37,,31,70,87,75,22,84,,39,0,,,,1,,,Nelson,Velodrome,1034,1027,7,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,46,41,51
S_18981_3,18981,3,1,17,07,17,02,,Away Icing,79,3,44,80,37,,31,70,91,75,22,52,,39,0,,,1,1,,,Nelson,Velodrome,1027,1022,5,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,53,48,56
S_18981_4,18981,4,1,17,02,15,41,OtherFaceoff,,79,3,44,80,8,,31,42,91,24,93,52,,39,0,,,1,1,,,Nelson,Velodrome,1022,941,81,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,58,53,137
S_18981_5,18981,5,1,15,41,15,35,,Away Goalie Stopped (after Home SOG),10,3,44,80,8,,31,42,91,24,93,52,,39,0,,,1,1,,,Nelson,Velodrome,941,935,6,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,139,134,143
S_18981_6,18981,6,1,15,35,13,57,OtherFaceoff,,10,7,16,23,37,,31,49,14,61,9,84,,39,0,,,1,1,,,Nelson,Velodrome,935,837,98,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,145,140,241
S_18981_7,18981,7,1,13,57,13,50,,,10,15,16,80,37,,31,49,14,61,9,84,,39,0,,,1,1,,,Nelson,Velodrome,837,830,7,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,243,238,248
S_18981_8,18981,8,1,13,50,13,45,,,10,15,44,80,37,,31,49,14,61,9,84,,39,0,,,1,1,,,Nelson,Velodrome,830,825,5,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,250,245,253
S_18981_9,18981,9,1,13,45,13,36,,,79,15,44,80,37,,31,49,14,61,9,84,,39,0,,,1,1,,,Nelson,Velodrome,825,816,9,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,255,250,262
S_18981_10,18981,10,1,13,36,13,31,,,79,15,44,80,8,,31,49,87,61,9,84,,39,0,,,1,,,1,Nelson,Velodrome,816,811,5,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,264,259,267
S_18981_11,18981,11,1,13,31,13,09,,,79,15,44,80,8,,31,49,87,75,22,52,,39,0,,,,,1,1,Nelson,Velodrome,811,789,22,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,269,264,289
S_18981_12,18981,12,1,13,09,12,51,,Away Icing,79,15,44,80,8,,31,70,87,75,22,52,,39,0,,,,1,1,,Nelson,Velodrome,789,771,18,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,291,286,307
S_18981_13,18981,13,1,12,51,11,24,OtherFaceoff,,79,3,44,80,8,,31,70,87,75,22,52,,39,0,,,1,1,,,Nelson,Velodrome,771,684,87,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,309,304,394
S_18981_14,18981,14,1,11,24,11,13,,,79,3,16,80,8,,31,70,87,75,22,52,,39,0,,,1,1,,,Nelson,Velodrome,684,673,11,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,396,391,405
S_18981_15,18981,15,1,11,13,11,03,,,10,3,16,80,8,,31,70,87,75,22,52,,39,0,,,1,1,,,Nelson,Velodrome,673,663,10,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,407,402,415
S_18981_16,18981,16,1,11,03,10,50,,,10,3,16,80,8,68.5,31,70,91,75,22,52,,39,0,,,1,,,1,Nelson,Velodrome,663,650,13,6,5,0,0,0,1,0,1,Home PowerPlay,6v5,0,0,0,0,0,0,0,417,412,428
S_18981_17,18981,17,1,10,50,10,44,,,10,3,16,80,8,,31,70,91,75,93,52,,39,0,,1,,,1,,Nelson,Velodrome,650,644,6,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,430,425,434
S_18981_18,18981,18,1,10,44,10,38,,,10,3,16,80,8,,31,70,91,75,93,84,,39,0,1,,,1,,,Nelson,Velodrome,644,638,6,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,436,431,440
S_18981_19,18981,19,1,10,38,10,28,,,10,3,16,80,23,,31,70,91,24,93,84,,39,0,,1,1,1,,,Nelson,Velodrome,638,628,10,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,442,437,450
S_18981_20,18981,20,1,10,28,10,10,,,79,7,16,37,23,,31,42,91,24,93,84,,39,0,1,,1,1,,,Nelson,Velodrome,628,610,18,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,452,447,468
S_18981_21,18981,21,1,10,10,9,59,,,79,7,44,37,23,,31,42,91,24,93,84,,39,0,,1,1,,,,Nelson,Velodrome,610,599,11,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,470,465,479
S_18981_22,18981,22,1,9,59,9,44,,Puck Out of Play,79,7,44,37,23,,31,42,91,24,93,84,,39,0,1,,,1,,,Nelson,Velodrome,599,584,15,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,481,476,494
S_18981_23,18981,23,1,9,44,8,43,OtherFaceoff,,79,7,44,37,23,,31,42,91,24,93,84,,39,0,,,1,1,,,Nelson,Velodrome,584,523,61,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,496,491,555
S_18981_24,18981,24,1,8,43,8,38,,Puck Out of Play,79,15,44,37,23,,31,42,91,24,93,84,,39,0,,,1,1,,,Nelson,Velodrome,523,518,5,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,557,552,560
S_18981_25,18981,25,1,8,38,7,33,OtherFaceoff,,10,15,44,37,23,,31,49,14,61,9,52,,39,0,,,1,1,,,Nelson,Velodrome,518,453,65,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,562,557,625
S_18981_26,18981,26,1,7,33,7,21,,,10,15,44,80,23,,31,49,14,61,9,52,,39,0,,,1,1,,,Nelson,Velodrome,453,441,12,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,627,622,637
S_18981_27,18981,27,1,7,21,6,48,,Away Goalie Stopped (after Home SOG),10,3,16,80,8,,31,49,14,61,9,52,,39,0,,,1,1,,,Nelson,Velodrome,441,408,33,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,639,634,670
S_18981_28,18981,28,1,6,48,6,00,OtherFaceoff,,10,3,16,80,8,,31,70,87,75,22,84,,39,0,,,1,1,,,Nelson,Velodrome,408,360,48,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,672,667,718
S_18981_29,18981,29,1,6,00,5,29,,Home Goal,79,3,16,80,8,,31,70,87,75,22,84,,39,0,,,1,1,,,Nelson,Velodrome,360,329,31,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,1,0,0,-1,0,720,715,749
S_18981_30,18981,30,1,5,29,5,02,FaceoffAfterGoal,Away Goal,79,7,44,80,8,,31,70,87,75,22,84,,39,0,,1,,,1,,Nelson,Velodrome,329,302,27,5,5,0,0,0,0,0,0,Full Strength,5v5,1,0,0,-1,1,0,0,751,746,776
