h2h_key,game_id,season_id,player_1_id,player_2_id,venue,shifts_together,toi_together,goals_for,goals_against,plus_minus,corsi_for,corsi_against,cf_pct,wowy_key,season_id_wowy,venue_wowy,shifts_together_wowy,toi_together_wowy,p1_shifts_without_p2,p2_shifts_without_p1,toi_apart,toi_p1_without_p2,toi_p2_without_p1,cf_pct_together,cf_pct_apart,cf_pct_delta,gf_pct_together,gf_pct_apart,gf_pct_delta,relative_corsi,performance_key,_export_timestamp
H2H_18981_7_79,18981,N20252026F,7,79,home,9,272.99,0,0,0,0,0,50.0,WOWY_18981_7_79,N20252026F,home,9,272.99,12,35,1874.0,635.0,1239.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_7_79_perf,2026-01-12T23:36:36.387584
H2H_18981_23_79,18981,N20252026F,23,79,home,15,566.0,0,0,0,0,0,50.0,WOWY_18981_23_79,N20252026F,home,15,566.0,30,29,1961.99,1016.0,945.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_23_79_perf,2026-01-12T23:36:36.387584
H2H_18981_7_44,18981,N20252026F,7,44,home,14,663.0,0,0,0,0,0,50.0,WOWY_18981_7_44,N20252026F,home,14,663.0,7,45,1413.99,244.99,1169.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_7_44_perf,2026-01-12T23:36:36.387584
H2H_18981_23_44,18981,N20252026F,23,44,home,35,1179.0,0,0,0,0,0,50.0,WOWY_18981_23_44,N20252026F,home,35,1179.0,10,24,1056.0,403.0,653.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_23_44_perf,2026-01-12T23:36:36.387584
H2H_18981_7_8,18981,N20252026F,7,8,home,9,306.99,0,0,0,0,0,50.0,WOWY_18981_7_8,N20252026F,home,9,306.99,12,43,1860.98,601.0,1259.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_7_8_perf,2026-01-12T23:36:36.387584
H2H_18981_7_80,18981,N20252026F,7,80,home,9,306.99,0,0,0,0,0,50.0,WOWY_18981_7_80,N20252026F,home,9,306.99,12,53,1964.99,601.0,1363.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_7_80_perf,2026-01-12T23:36:36.387584
H2H_18981_10_79,18981,N20252026F,10,79,home,1,4.0,0,0,0,0,0,50.0,WOWY_18981_10_79,N20252026F,home,0,0.0,59,44,3239.9700000000003,1727.98,1511.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_10_79_perf,2026-01-12T23:36:36.387584
H2H_18981_8_37,18981,N20252026F,8,37,home,1,45.99,0,0,0,0,0,50.0,WOWY_18981_8_37,N20252026F,home,1,45.99,51,46,3134.98,1520.98,1614.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_8_37_perf,2026-01-12T23:36:36.387584
H2H_18981_22_39,18981,N20252026F,22,39,away,33,1156.0,0,0,0,0,0,50.0,WOWY_18981_22_39,N20252026F,away,33,1156.0,3,68,2083.98,88.99000000000001,1994.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_39_perf,2026-01-12T23:36:36.387584
H2H_18981_22_70,18981,N20252026F,22,70,away,26,926.99,0,0,0,0,0,50.0,WOWY_18981_22_70,N20252026F,away,26,926.99,10,10,676.0,318.0,358.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_70_perf,2026-01-12T23:36:36.387584
H2H_18981_22_75,18981,N20252026F,22,75,away,28,948.99,0,0,0,0,0,50.0,WOWY_18981_22_75,N20252026F,away,28,948.99,8,7,575.0,296.0,279.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_75_perf,2026-01-12T23:36:36.387584
H2H_18981_22_84,18981,N20252026F,22,84,away,9,289.0,0,0,0,0,0,50.0,WOWY_18981_22_84,N20252026F,away,9,289.0,27,32,1937.98,955.99,981.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_84_perf,2026-01-12T23:36:36.387584
H2H_18981_22_87,18981,N20252026F,22,87,away,26,894.0,0,0,0,0,0,50.0,WOWY_18981_22_87,N20252026F,away,25,885.0,11,6,631.99,359.99,272.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_87_perf,2026-01-12T23:36:36.387584
H2H_18981_39_70,18981,N20252026F,39,70,away,34,1205.0,0,0,0,0,0,50.0,WOWY_18981_39_70,N20252026F,away,34,1205.0,67,2,2025.98,1945.99,79.99000000000001,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_70_perf,2026-01-12T23:36:36.387584
H2H_18981_39_75,18981,N20252026F,39,75,away,33,1148.0,0,0,0,0,0,50.0,WOWY_18981_39_75,N20252026F,away,33,1148.0,68,2,2082.98,2002.99,79.99000000000001,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_75_perf,2026-01-12T23:36:36.387584
H2H_18981_39_84,18981,N20252026F,39,84,away,41,1270.99,0,0,0,0,0,50.0,WOWY_18981_39_84,N20252026F,away,41,1270.99,60,0,1880.0,1880.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_84_perf,2026-01-12T23:36:36.387584
H2H_18981_39_87,18981,N20252026F,39,87,away,30,1123.0,0,0,0,0,0,50.0,WOWY_18981_39_87,N20252026F,away,30,1123.0,71,1,2061.99,2027.99,34.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_87_perf,2026-01-12T23:36:36.387584
H2H_18981_70_75,18981,N20252026F,70,75,away,31,1094.99,0,0,0,0,0,50.0,WOWY_18981_70_75,N20252026F,away,31,1094.99,5,4,323.0,190.0,133.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_70_75_perf,2026-01-12T23:36:36.387584
H2H_18981_70_84,18981,N20252026F,70,84,away,14,466.0,0,0,0,0,0,50.0,WOWY_18981_70_84,N20252026F,away,14,466.0,22,27,1623.98,818.99,804.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_70_84_perf,2026-01-12T23:36:36.387584
H2H_18981_70_87,18981,N20252026F,70,87,away,26,1019.0,0,0,0,0,0,50.0,WOWY_18981_70_87,N20252026F,away,26,1019.0,10,5,403.99,265.99,138.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_70_87_perf,2026-01-12T23:36:36.387584
H2H_18981_75_84,18981,N20252026F,75,84,away,11,353.0,0,0,0,0,0,50.0,WOWY_18981_75_84,N20252026F,away,11,353.0,24,30,1792.98,874.99,917.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_75_84_perf,2026-01-12T23:36:36.387584
H2H_18981_75_87,18981,N20252026F,75,87,away,30,1152.0,0,0,0,0,0,50.0,WOWY_18981_75_87,N20252026F,away,30,1152.0,5,1,80.99000000000001,75.99000000000001,5.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_75_87_perf,2026-01-12T23:36:36.387584
H2H_18981_84_87,18981,N20252026F,84,87,away,11,352.0,0,0,0,0,0,50.0,WOWY_18981_84_87,N20252026F,away,11,352.0,30,20,1723.99,918.99,805.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_84_87_perf,2026-01-12T23:36:36.387584
H2H_18981_22_52,18981,N20252026F,22,52,away,20,678.99,0,0,0,0,0,50.0,WOWY_18981_22_52,N20252026F,away,20,678.99,16,30,1533.99,566.0,967.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_52_perf,2026-01-12T23:36:36.387584
H2H_18981_22_91,18981,N20252026F,22,91,away,5,166.0,0,0,0,0,0,50.0,WOWY_18981_22_91,N20252026F,away,5,166.0,31,29,1815.99,1078.99,737.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_91_perf,2026-01-12T23:36:36.387584
H2H_18981_39_52,18981,N20252026F,39,52,away,48,1566.99,0,0,0,0,0,50.0,WOWY_18981_39_52,N20252026F,away,48,1566.99,53,2,1663.99,1584.0,79.99000000000001,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_52_perf,2026-01-12T23:36:36.387584
H2H_18981_39_91,18981,N20252026F,39,91,away,34,903.0,0,0,0,0,0,50.0,WOWY_18981_39_91,N20252026F,away,34,903.0,67,0,2247.99,2247.99,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_91_perf,2026-01-12T23:36:36.387584
H2H_18981_52_70,18981,N20252026F,52,70,away,17,599.99,0,0,0,0,0,50.0,WOWY_18981_52_70,N20252026F,away,17,599.99,33,19,1731.99,1046.99,685.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_52_70_perf,2026-01-12T23:36:36.387584
H2H_18981_52_75,18981,N20252026F,52,75,away,16,555.99,0,0,0,0,0,50.0,WOWY_18981_52_75,N20252026F,away,16,555.99,34,19,1762.99,1090.99,672.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_52_75_perf,2026-01-12T23:36:36.387584
H2H_18981_52_91,18981,N20252026F,52,91,away,18,507.0,0,0,0,0,0,50.0,WOWY_18981_52_91,N20252026F,away,18,507.0,32,16,1535.98,1139.98,396.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_52_91_perf,2026-01-12T23:36:36.387584
H2H_18981_70_91,18981,N20252026F,70,91,away,8,151.0,0,0,0,0,0,50.0,WOWY_18981_70_91,N20252026F,away,8,151.0,28,26,1885.99,1133.99,752.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_70_91_perf,2026-01-12T23:36:36.387584
H2H_18981_75_91,18981,N20252026F,75,91,away,4,30.0,0,0,0,0,0,50.0,WOWY_18981_75_91,N20252026F,away,4,30.0,31,30,2070.99,1197.99,873.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_75_91_perf,2026-01-12T23:36:36.387584
H2H_18981_24_39,18981,N20252026F,24,39,away,38,980.0,0,0,0,0,0,50.0,WOWY_18981_24_39,N20252026F,away,38,980.0,0,63,2170.99,0.0,2170.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_24_39_perf,2026-01-12T23:36:36.387584
H2H_18981_24_42,18981,N20252026F,24,42,away,28,808.0,0,0,0,0,0,50.0,WOWY_18981_24_42,N20252026F,away,28,808.0,10,5,326.99,172.0,154.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_24_42_perf,2026-01-12T23:36:36.387584
H2H_18981_24_52,18981,N20252026F,24,52,away,20,555.0,0,0,0,0,0,50.0,WOWY_18981_24_52,N20252026F,away,20,555.0,18,30,1516.98,425.0,1091.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_24_52_perf,2026-01-12T23:36:36.387584
H2H_18981_24_91,18981,N20252026F,24,91,away,30,873.0,0,0,0,0,0,50.0,WOWY_18981_24_91,N20252026F,away,30,873.0,8,4,137.0,107.0,30.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_24_91_perf,2026-01-12T23:36:36.387584
H2H_18981_24_93,18981,N20252026F,24,93,away,22,433.0,0,0,0,0,0,50.0,WOWY_18981_24_93,N20252026F,away,22,433.0,16,26,1503.99,547.0,956.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_24_93_perf,2026-01-12T23:36:36.387584
H2H_18981_39_42,18981,N20252026F,39,42,away,32,917.0,0,0,0,0,0,50.0,WOWY_18981_39_42,N20252026F,away,32,917.0,69,1,2279.98,2233.99,45.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_42_perf,2026-01-12T23:36:36.387584
H2H_18981_39_93,18981,N20252026F,39,93,away,48,1389.99,0,0,0,0,0,50.0,WOWY_18981_39_93,N20252026F,away,48,1389.99,53,0,1761.0,1761.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_93_perf,2026-01-12T23:36:36.387584
H2H_18981_42_52,18981,N20252026F,42,52,away,14,517.99,0,0,0,0,0,50.0,WOWY_18981_42_52,N20252026F,away,13,483.99,20,37,1641.99,479.0,1162.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_42_52_perf,2026-01-12T23:36:36.387584
H2H_18981_42_91,18981,N20252026F,42,91,away,22,713.0,0,0,0,0,0,50.0,WOWY_18981_42_91,N20252026F,away,22,713.0,11,12,439.99,249.99,190.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_42_91_perf,2026-01-12T23:36:36.387584
H2H_18981_42_93,18981,N20252026F,42,93,away,23,517.0,0,0,0,0,0,50.0,WOWY_18981_42_93,N20252026F,away,23,517.0,10,25,1318.98,445.99,872.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_42_93_perf,2026-01-12T23:36:36.387584
H2H_18981_52_93,18981,N20252026F,52,93,away,17,476.0,0,0,0,0,0,50.0,WOWY_18981_52_93,N20252026F,away,17,476.0,33,31,2084.9700000000003,1170.98,913.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_52_93_perf,2026-01-12T23:36:36.387584
H2H_18981_91_93,18981,N20252026F,91,93,away,17,343.0,0,0,0,0,0,50.0,WOWY_18981_91_93,N20252026F,away,17,343.0,17,31,1606.99,560.0,1046.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_91_93_perf,2026-01-12T23:36:36.387584
H2H_18981_9_14,18981,N20252026F,9,14,away,10,263.99,0,0,0,0,0,50.0,WOWY_18981_9_14,N20252026F,away,10,263.99,21,20,1323.99,663.0,660.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_14_perf,2026-01-12T23:36:36.387584
H2H_18981_9_39,18981,N20252026F,9,39,away,30,917.99,0,0,0,0,0,50.0,WOWY_18981_9_39,N20252026F,away,30,917.99,1,71,2242.0,9.0,2233.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_39_perf,2026-01-12T23:36:36.387584
H2H_18981_9_49,18981,N20252026F,9,49,away,14,373.99,0,0,0,0,0,50.0,WOWY_18981_9_49,N20252026F,away,14,373.99,17,19,1066.0,553.0,513.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_49_perf,2026-01-12T23:36:36.387584
H2H_18981_9_61,18981,N20252026F,9,61,away,10,264.99,0,0,0,0,0,50.0,WOWY_18981_9_61,N20252026F,away,10,264.99,21,15,1250.99,662.0,588.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_61_perf,2026-01-12T23:36:36.387584
H2H_18981_9_84,18981,N20252026F,9,84,away,11,362.0,0,0,0,0,0,50.0,WOWY_18981_9_84,N20252026F,away,11,362.0,20,30,1473.98,564.99,908.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_84_perf,2026-01-12T23:36:36.387584
H2H_18981_14_39,18981,N20252026F,14,39,away,29,915.98,0,0,0,0,0,50.0,WOWY_18981_14_39,N20252026F,away,29,915.98,1,72,2244.01,9.0,2235.01,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_39_perf,2026-01-12T23:36:36.387584
H2H_18981_14_49,18981,N20252026F,14,49,away,22,642.99,0,0,0,0,0,50.0,WOWY_18981_14_49,N20252026F,away,22,642.99,8,11,525.99,281.99,244.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_49_perf,2026-01-12T23:36:36.387584
H2H_18981_14_61,18981,N20252026F,14,61,away,24,848.98,0,0,0,0,0,50.0,WOWY_18981_14_61,N20252026F,away,24,848.98,6,1,81.0,76.0,5.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_61_perf,2026-01-12T23:36:36.387584
H2H_18981_14_84,18981,N20252026F,14,84,away,11,449.99,0,0,0,0,0,50.0,WOWY_18981_14_84,N20252026F,away,11,449.99,19,30,1295.99,474.99,821.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_84_perf,2026-01-12T23:36:36.387584
H2H_18981_39_49,18981,N20252026F,39,49,away,32,877.99,0,0,0,0,0,50.0,WOWY_18981_39_49,N20252026F,away,32,877.99,69,1,2282.0,2273.0,9.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_49_perf,2026-01-12T23:36:36.387584
H2H_18981_39_61,18981,N20252026F,39,61,away,24,844.98,0,0,0,0,0,50.0,WOWY_18981_39_61,N20252026F,away,24,844.98,77,1,2315.01,2306.01,9.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_39_61_perf,2026-01-12T23:36:36.387584
H2H_18981_49_61,18981,N20252026F,49,61,away,21,635.99,0,0,0,0,0,50.0,WOWY_18981_49_61,N20252026F,away,21,635.99,12,4,468.99,251.0,217.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_49_61_perf,2026-01-12T23:36:36.387584
H2H_18981_49_84,18981,N20252026F,49,84,away,12,319.0,0,0,0,0,0,50.0,WOWY_18981_49_84,N20252026F,away,12,319.0,21,29,1519.98,567.99,951.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_49_84_perf,2026-01-12T23:36:36.387584
H2H_18981_61_84,18981,N20252026F,61,84,away,12,454.99,0,0,0,0,0,50.0,WOWY_18981_61_84,N20252026F,away,12,454.99,13,29,1214.99,398.99,816.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_61_84_perf,2026-01-12T23:36:36.387584
H2H_18981_9_87,18981,N20252026F,9,87,away,7,211.0,0,0,0,0,0,50.0,WOWY_18981_9_87,N20252026F,away,6,202.0,25,25,1679.99,724.99,955.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_87_perf,2026-01-12T23:36:36.387584
H2H_18981_49_87,18981,N20252026F,49,87,away,3,36.0,0,0,0,0,0,50.0,WOWY_18981_49_87,N20252026F,away,2,27.0,31,29,1989.99,859.99,1130.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_49_87_perf,2026-01-12T23:36:36.387584
H2H_18981_61_87,18981,N20252026F,61,87,away,2,14.0,0,0,0,0,0,50.0,WOWY_18981_61_87,N20252026F,away,1,5.0,24,30,2000.98,848.98,1152.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_61_87_perf,2026-01-12T23:36:36.387584
H2H_18981_22_49,18981,N20252026F,22,49,away,7,172.99,0,0,0,0,0,50.0,WOWY_18981_22_49,N20252026F,away,6,127.0,30,27,1877.98,1117.99,759.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_49_perf,2026-01-12T23:36:36.387584
H2H_18981_49_52,18981,N20252026F,49,52,away,18,436.99,0,0,0,0,0,50.0,WOWY_18981_49_52,N20252026F,away,17,391.0,16,33,1751.97,495.99,1255.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_49_52_perf,2026-01-12T23:36:36.387584
H2H_18981_49_75,18981,N20252026F,49,75,away,2,67.99000000000001,0,0,0,0,0,50.0,WOWY_18981_49_75,N20252026F,away,1,22.0,32,34,2070.98,864.99,1205.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_49_75_perf,2026-01-12T23:36:36.387584
H2H_18981_52_87,18981,N20252026F,52,87,away,12,486.0,0,0,0,0,0,50.0,WOWY_18981_52_87,N20252026F,away,12,486.0,38,19,1831.98,1160.98,671.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_52_87_perf,2026-01-12T23:36:36.387584
H2H_18981_70_93,18981,N20252026F,70,93,away,10,377.0,0,0,0,0,0,50.0,WOWY_18981_70_93,N20252026F,away,10,377.0,26,38,1920.98,907.99,1012.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_70_93_perf,2026-01-12T23:36:36.387584
H2H_18981_75_93,18981,N20252026F,75,93,away,10,401.0,0,0,0,0,0,50.0,WOWY_18981_75_93,N20252026F,away,10,401.0,25,38,1815.98,826.99,988.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_75_93_perf,2026-01-12T23:36:36.387584
H2H_18981_84_91,18981,N20252026F,84,91,away,19,469.0,0,0,0,0,0,50.0,WOWY_18981_84_91,N20252026F,away,19,469.0,22,15,1235.99,801.99,434.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_84_91_perf,2026-01-12T23:36:36.387584
H2H_18981_84_93,18981,N20252026F,84,93,away,12,307.0,0,0,0,0,0,50.0,WOWY_18981_84_93,N20252026F,away,12,307.0,29,36,2046.98,963.99,1082.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_84_93_perf,2026-01-12T23:36:36.387584
H2H_18981_24_70,18981,N20252026F,24,70,away,4,121.0,0,0,0,0,0,50.0,WOWY_18981_24_70,N20252026F,away,4,121.0,34,32,2022.99,859.0,1163.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_24_70_perf,2026-01-12T23:36:36.387584
H2H_18981_24_84,18981,N20252026F,24,84,away,18,463.0,0,0,0,0,0,50.0,WOWY_18981_24_84,N20252026F,away,18,463.0,20,23,1324.99,517.0,807.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_24_84_perf,2026-01-12T23:36:36.387584
H2H_18981_42_84,18981,N20252026F,42,84,away,12,318.0,0,0,0,0,0,50.0,WOWY_18981_42_84,N20252026F,away,12,318.0,21,29,1597.98,644.99,952.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_42_84_perf,2026-01-12T23:36:36.387584
H2H_18981_9_52,18981,N20252026F,9,52,away,4,179.0,0,0,0,0,0,50.0,WOWY_18981_9_52,N20252026F,away,4,179.0,27,46,2215.9700000000003,747.99,1467.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_52_perf,2026-01-12T23:36:36.387584
H2H_18981_14_52,18981,N20252026F,14,52,away,19,607.99,0,0,0,0,0,50.0,WOWY_18981_14_52,N20252026F,away,19,607.99,11,31,1355.98,316.99,1038.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_52_perf,2026-01-12T23:36:36.387584
H2H_18981_52_61,18981,N20252026F,52,61,away,14,535.99,0,0,0,0,0,50.0,WOWY_18981_52_61,N20252026F,away,14,535.99,36,11,1428.98,1110.99,317.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_52_61_perf,2026-01-12T23:36:36.387584
H2H_18981_87_93,18981,N20252026F,87,93,away,8,389.0,0,0,0,0,0,50.0,WOWY_18981_87_93,N20252026F,away,8,389.0,23,40,1768.99,768.0,1000.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_87_93_perf,2026-01-12T23:36:36.387584
H2H_18981_9_24,18981,N20252026F,9,24,away,12,356.0,0,0,0,0,0,50.0,WOWY_18981_9_24,N20252026F,away,12,356.0,19,26,1194.99,570.99,624.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_24_perf,2026-01-12T23:36:36.387584
H2H_18981_9_42,18981,N20252026F,9,42,away,15,420.0,0,0,0,0,0,50.0,WOWY_18981_9_42,N20252026F,away,15,420.0,16,18,1049.98,506.99,542.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_42_perf,2026-01-12T23:36:36.387584
H2H_18981_9_91,18981,N20252026F,9,91,away,9,321.0,0,0,0,0,0,50.0,WOWY_18981_9_91,N20252026F,away,9,321.0,22,25,1187.99,605.99,582.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_91_perf,2026-01-12T23:36:36.387584
H2H_18981_9_93,18981,N20252026F,9,93,away,14,357.99,0,0,0,0,0,50.0,WOWY_18981_9_93,N20252026F,away,14,357.99,17,34,1601.0,569.0,1032.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_93_perf,2026-01-12T23:36:36.387584
H2H_18981_52_84,18981,N20252026F,52,84,away,9,312.99,0,0,0,0,0,50.0,WOWY_18981_52_84,N20252026F,away,9,312.99,41,32,2291.99,1333.99,958.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_52_84_perf,2026-01-12T23:36:36.387584
H2H_18981_22_93,18981,N20252026F,22,93,away,5,249.0,0,0,0,0,0,50.0,WOWY_18981_22_93,N20252026F,away,5,249.0,31,43,2136.98,995.99,1140.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_93_perf,2026-01-12T23:36:36.387584
H2H_18981_49_70,18981,N20252026F,49,70,away,2,114.99,0,0,0,0,0,50.0,WOWY_18981_49_70,N20252026F,away,1,69.0,32,35,2033.98,817.99,1215.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_49_70_perf,2026-01-12T23:36:36.387584
H2H_18981_49_93,18981,N20252026F,49,93,away,17,562.99,0,0,0,0,0,50.0,WOWY_18981_49_93,N20252026F,away,17,562.99,16,31,1151.0,324.0,827.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_49_93_perf,2026-01-12T23:36:36.387584
H2H_18981_42_49,18981,N20252026F,42,49,away,5,154.99,0,0,0,0,0,50.0,WOWY_18981_42_49,N20252026F,away,4,109.0,29,29,1631.98,853.99,777.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_42_49_perf,2026-01-12T23:36:36.387584
H2H_18981_24_49,18981,N20252026F,24,49,away,6,51.0,0,0,0,0,0,50.0,WOWY_18981_24_49,N20252026F,away,6,51.0,32,27,1764.99,929.0,835.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_24_49_perf,2026-01-12T23:36:36.387584
H2H_18981_49_91,18981,N20252026F,49,91,away,4,39.0,0,0,0,0,0,50.0,WOWY_18981_49_91,N20252026F,away,4,39.0,29,30,1711.99,847.99,864.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_49_91_perf,2026-01-12T23:36:36.387584
H2H_18981_14_22,18981,N20252026F,14,22,away,4,79.0,0,0,0,0,0,50.0,WOWY_18981_14_22,N20252026F,away,4,79.0,26,32,2011.97,845.98,1165.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_22_perf,2026-01-12T23:36:36.387584
H2H_18981_22_61,18981,N20252026F,22,61,away,3,74.0,0,0,0,0,0,50.0,WOWY_18981_22_61,N20252026F,away,3,74.0,33,22,1950.97,1170.99,779.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_61_perf,2026-01-12T23:36:36.387584
H2H_18981_9_75,18981,N20252026F,9,75,away,5,197.0,0,0,0,0,0,50.0,WOWY_18981_9_75,N20252026F,away,5,197.0,26,30,1760.98,729.99,1030.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_75_perf,2026-01-12T23:36:36.387584
H2H_18981_9_70,18981,N20252026F,9,70,away,5,200.0,0,0,0,0,0,50.0,WOWY_18981_9_70,N20252026F,away,5,200.0,26,31,1811.98,726.99,1084.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_70_perf,2026-01-12T23:36:36.387584
H2H_18981_22_24,18981,N20252026F,22,24,away,4,153.0,0,0,0,0,0,50.0,WOWY_18981_22_24,N20252026F,away,4,153.0,32,34,1918.99,1091.99,827.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_24_perf,2026-01-12T23:36:36.387584
