h2h_key,game_id,season_id,player_1_id,player_2_id,venue,shifts_together,toi_together,goals_for,goals_against,plus_minus,corsi_for,corsi_against,cf_pct,wowy_key,season_id_wowy,venue_wowy,shifts_together_wowy,toi_together_wowy,p1_shifts_without_p2,p2_shifts_without_p1,toi_apart,toi_p1_without_p2,toi_p2_without_p1,cf_pct_together,cf_pct_apart,cf_pct_delta,gf_pct_together,gf_pct_apart,gf_pct_delta,relative_corsi,performance_key,_export_timestamp
H2H_18981_22_42,18981,N20252026F,22,42,away,4,220.99,0,0,0,0,0,50.0,WOWY_18981_22_42,N20252026F,away,3,186.99,33,30,1834.0,1058.0,776.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_22_42_perf,2026-01-12T23:36:36.387584
H2H_18981_14_24,18981,N20252026F,14,24,away,6,76.0,0,0,0,0,0,50.0,WOWY_18981_14_24,N20252026F,away,6,76.0,24,32,1752.98,848.98,904.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_24_perf,2026-01-12T23:36:36.387584
H2H_18981_14_93,18981,N20252026F,14,93,away,16,448.99,0,0,0,0,0,50.0,WOWY_18981_14_93,N20252026F,away,16,448.99,14,32,1416.99,475.99,941.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_93_perf,2026-01-12T23:36:36.387584
H2H_18981_61_93,18981,N20252026F,61,93,away,11,377.99,0,0,0,0,0,50.0,WOWY_18981_61_93,N20252026F,away,11,377.99,14,37,1487.99,475.99,1012.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_61_93_perf,2026-01-12T23:36:36.387584
H2H_18981_14_42,18981,N20252026F,14,42,away,4,64.0,0,0,0,0,0,50.0,WOWY_18981_14_42,N20252026F,away,4,64.0,26,29,1759.97,860.98,898.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_42_perf,2026-01-12T23:36:36.387584
H2H_18981_9_22,18981,N20252026F,9,22,away,2,28.0,0,0,0,0,0,50.0,WOWY_18981_9_22,N20252026F,away,2,28.0,29,34,2115.98,898.99,1216.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_9_22_perf,2026-01-12T23:36:36.387584
H2H_18981_14_87,18981,N20252026F,14,87,away,1,9.0,0,0,0,0,0,50.0,WOWY_18981_14_87,N20252026F,away,0,0.0,30,31,2081.98,924.98,1157.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_14_87_perf,2026-01-12T23:36:36.387584
H2H_18981_42_70,18981,N20252026F,42,70,away,2,79.99000000000001,0,0,0,0,0,50.0,WOWY_18981_42_70,N20252026F,away,1,45.99,32,35,2156.0,917.0,1239.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_42_70_perf,2026-01-12T23:36:36.387584
H2H_18981_42_75,18981,N20252026F,42,75,away,2,79.99000000000001,0,0,0,0,0,50.0,WOWY_18981_42_75,N20252026F,away,1,45.99,32,34,2099.0,917.0,1182.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_42_75_perf,2026-01-12T23:36:36.387584
H2H_18981_42_87,18981,N20252026F,42,87,away,1,34.0,0,0,0,0,0,50.0,WOWY_18981_42_87,N20252026F,away,0,0.0,33,31,2119.99,962.99,1157.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18981_42_87_perf,2026-01-12T23:36:36.387584
H2H_18987_4_13,18987,N20252026F,4,13,home,12,283.99,0,0,0,0,0,50.0,WOWY_18987_4_13,N20252026F,home,12,283.99,46,27,2386.0,1565.0,821.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_13_perf,2026-01-12T23:36:36.387584
H2H_18987_4_25,18987,N20252026F,4,25,home,46,1722.99,0,0,0,0,0,50.0,WOWY_18987_4_25,N20252026F,home,46,1722.99,12,1,130.0,126.0,4.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_25_perf,2026-01-12T23:36:36.387584
H2H_18987_4_30,18987,N20252026F,4,30,home,58,1848.99,0,0,0,0,0,50.0,WOWY_18987_4_30,N20252026F,home,58,1848.99,0,45,1341.99,0.0,1341.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_30_perf,2026-01-12T23:36:36.387584
H2H_18987_4_68,18987,N20252026F,4,68,home,14,343.99,0,0,0,0,0,50.0,WOWY_18987_4_68,N20252026F,home,14,343.99,44,30,2374.99,1505.0,869.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_68_perf,2026-01-12T23:36:36.387584
H2H_18987_4_77,18987,N20252026F,4,77,home,20,483.99,0,0,0,0,0,50.0,WOWY_18987_4_77,N20252026F,home,20,483.99,38,29,2329.98,1365.0,964.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_77_perf,2026-01-12T23:36:36.387584
H2H_18987_13_25,18987,N20252026F,13,25,home,11,271.99,0,0,0,0,0,50.0,WOWY_18987_13_25,N20252026F,home,11,271.99,28,36,2288.0,833.0,1455.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_25_perf,2026-01-12T23:36:36.387584
H2H_18987_13_30,18987,N20252026F,13,30,home,39,1104.99,0,0,0,0,0,50.0,WOWY_18987_13_30,N20252026F,home,39,1104.99,0,64,2085.99,0.0,2085.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_30_perf,2026-01-12T23:36:36.387584
H2H_18987_13_68,18987,N20252026F,13,68,home,34,1058.99,0,0,0,0,0,50.0,WOWY_18987_13_68,N20252026F,home,34,1058.99,5,10,200.99,46.0,154.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_68_perf,2026-01-12T23:36:36.387584
H2H_18987_13_77,18987,N20252026F,13,77,home,33,1055.99,0,0,0,0,0,50.0,WOWY_18987_13_77,N20252026F,home,33,1055.99,6,16,441.98,49.0,392.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_77_perf,2026-01-12T23:36:36.387584
H2H_18987_25_30,18987,N20252026F,25,30,home,47,1726.99,0,0,0,0,0,50.0,WOWY_18987_25_30,N20252026F,home,47,1726.99,0,56,1463.99,0.0,1463.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_30_perf,2026-01-12T23:36:36.387584
H2H_18987_25_68,18987,N20252026F,25,68,home,12,322.99,0,0,0,0,0,50.0,WOWY_18987_25_68,N20252026F,home,12,322.99,35,32,2294.99,1404.0,890.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_68_perf,2026-01-12T23:36:36.387584
H2H_18987_25_77,18987,N20252026F,25,77,home,16,440.99,0,0,0,0,0,50.0,WOWY_18987_25_77,N20252026F,home,16,440.99,31,33,2293.98,1286.0,1007.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_77_perf,2026-01-12T23:36:36.387584
H2H_18987_30_68,18987,N20252026F,30,68,home,44,1213.98,0,0,0,0,0,50.0,WOWY_18987_30_68,N20252026F,home,44,1213.98,59,0,1977.0,1977.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_30_68_perf,2026-01-12T23:36:36.387584
H2H_18987_30_77,18987,N20252026F,30,77,home,48,1399.98,0,0,0,0,0,50.0,WOWY_18987_30_77,N20252026F,home,48,1399.98,55,1,1839.99,1791.0,48.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_30_77_perf,2026-01-12T23:36:36.387584
H2H_18987_68_77,18987,N20252026F,68,77,home,38,1164.98,0,0,0,0,0,50.0,WOWY_18987_68_77,N20252026F,home,38,1164.98,6,11,332.99,49.0,283.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_68_77_perf,2026-01-12T23:36:36.387584
H2H_18987_13_44,18987,N20252026F,13,44,home,27,821.0,0,0,0,0,0,50.0,WOWY_18987_13_44,N20252026F,home,27,821.0,12,23,895.97,283.99,611.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_44_perf,2026-01-12T23:36:36.387584
H2H_18987_25_44,18987,N20252026F,25,44,home,1,4.0,0,0,0,0,0,50.0,WOWY_18987_25_44,N20252026F,home,1,4.0,46,49,3151.9700000000003,1722.99,1428.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_44_perf,2026-01-12T23:36:36.387584
H2H_18987_30_44,18987,N20252026F,30,44,home,49,1383.99,0,0,0,0,0,50.0,WOWY_18987_30_44,N20252026F,home,49,1383.99,54,1,1855.98,1806.99,48.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_30_44_perf,2026-01-12T23:36:36.387584
H2H_18987_44_68,18987,N20252026F,44,68,home,31,872.99,0,0,0,0,0,50.0,WOWY_18987_44_68,N20252026F,home,31,872.99,19,13,900.98,559.99,340.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_44_68_perf,2026-01-12T23:36:36.387584
H2H_18987_44_77,18987,N20252026F,44,77,home,31,978.98,0,0,0,0,0,50.0,WOWY_18987_44_77,N20252026F,home,31,978.98,19,18,923.99,454.0,469.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_44_77_perf,2026-01-12T23:36:36.387584
H2H_18987_3_13,18987,N20252026F,3,13,home,5,38.0,0,0,0,0,0,50.0,WOWY_18987_3_13,N20252026F,home,5,38.0,24,34,2004.99,938.0,1066.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_13_perf,2026-01-12T23:36:36.387584
H2H_18987_3_18,18987,N20252026F,3,18,home,17,315.99,0,0,0,0,0,50.0,WOWY_18987_3_18,N20252026F,home,16,267.0,13,37,1912.98,709.0,1203.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_18_perf,2026-01-12T23:36:36.387584
H2H_18987_3_30,18987,N20252026F,3,30,home,29,976.0,0,0,0,0,0,50.0,WOWY_18987_3_30,N20252026F,home,29,976.0,0,74,2214.98,0.0,2214.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_30_perf,2026-01-12T23:36:36.387584
H2H_18987_3_44,18987,N20252026F,3,44,home,13,287.99,0,0,0,0,0,50.0,WOWY_18987_3_44,N20252026F,home,12,239.0,17,38,1930.98,737.0,1193.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_44_perf,2026-01-12T23:36:36.387584
H2H_18987_3_68,18987,N20252026F,3,68,home,5,43.0,0,0,0,0,0,50.0,WOWY_18987_3_68,N20252026F,home,5,43.0,24,39,2103.98,933.0,1170.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_68_perf,2026-01-12T23:36:36.387584
H2H_18987_13_18,18987,N20252026F,13,18,home,28,833.0,0,0,0,0,0,50.0,WOWY_18987_13_18,N20252026F,home,28,833.0,11,25,909.97,271.99,637.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_18_perf,2026-01-12T23:36:36.387584
H2H_18987_18_30,18987,N20252026F,18,30,home,52,1421.99,0,0,0,0,0,50.0,WOWY_18987_18_30,N20252026F,home,52,1421.99,1,51,1817.98,48.99,1768.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_18_30_perf,2026-01-12T23:36:36.387584
H2H_18987_18_44,18987,N20252026F,18,44,home,45,1386.98,0,0,0,0,0,50.0,WOWY_18987_18_44,N20252026F,home,45,1386.98,8,5,130.0,84.0,46.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_18_44_perf,2026-01-12T23:36:36.387584
H2H_18987_18_68,18987,N20252026F,18,68,home,31,887.99,0,0,0,0,0,50.0,WOWY_18987_18_68,N20252026F,home,31,887.99,22,13,908.98,582.99,325.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_18_68_perf,2026-01-12T23:36:36.387584
H2H_18987_3_56,18987,N20252026F,3,56,home,23,966.99,0,0,0,0,0,50.0,WOWY_18987_3_56,N20252026F,home,22,918.0,7,10,331.99,58.0,273.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_56_perf,2026-01-12T23:36:36.387584
H2H_18987_18_56,18987,N20252026F,18,56,home,16,380.99,0,0,0,0,0,50.0,WOWY_18987_18_56,N20252026F,home,16,380.99,37,16,1900.99,1089.99,811.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_18_56_perf,2026-01-12T23:36:36.387584
H2H_18987_30_56,18987,N20252026F,30,56,home,31,1143.0,0,0,0,0,0,50.0,WOWY_18987_30_56,N20252026F,home,31,1143.0,72,1,2096.97,2047.98,48.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_30_56_perf,2026-01-12T23:36:36.387584
H2H_18987_44_56,18987,N20252026F,44,56,home,12,354.99,0,0,0,0,0,50.0,WOWY_18987_44_56,N20252026F,home,12,354.99,38,20,1914.99,1077.99,837.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_44_56_perf,2026-01-12T23:36:36.387584
H2H_18987_56_68,18987,N20252026F,56,68,home,1,9.0,0,0,0,0,0,50.0,WOWY_18987_56_68,N20252026F,home,1,9.0,31,43,2387.9700000000003,1182.99,1204.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_56_68_perf,2026-01-12T23:36:36.387584
H2H_18987_3_12,18987,N20252026F,3,12,home,23,964.99,0,0,0,0,0,50.0,WOWY_18987_3_12,N20252026F,home,22,916.0,7,9,324.99,60.0,264.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_12_perf,2026-01-12T23:36:36.387584
H2H_18987_12_18,18987,N20252026F,12,18,home,13,329.99,0,0,0,0,0,50.0,WOWY_18987_12_18,N20252026F,home,13,329.99,18,40,1991.99,851.0,1140.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_18_perf,2026-01-12T23:36:36.387584
H2H_18987_12_30,18987,N20252026F,12,30,home,30,1132.0,0,0,0,0,0,50.0,WOWY_18987_12_30,N20252026F,home,30,1132.0,1,73,2107.97,48.99,2058.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_30_perf,2026-01-12T23:36:36.387584
H2H_18987_12_44,18987,N20252026F,12,44,home,10,307.99,0,0,0,0,0,50.0,WOWY_18987_12_44,N20252026F,home,10,307.99,21,40,1997.99,873.0,1124.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_44_perf,2026-01-12T23:36:36.387584
H2H_18987_12_56,18987,N20252026F,12,56,home,25,1100.99,0,0,0,0,0,50.0,WOWY_18987_12_56,N20252026F,home,25,1100.99,6,7,171.0,80.0,91.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_56_perf,2026-01-12T23:36:36.387584
H2H_18987_12_91,18987,N20252026F,12,91,home,3,104.0,0,0,0,0,0,50.0,WOWY_18987_12_91,N20252026F,home,3,104.0,28,19,1654.99,1076.99,578.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_91_perf,2026-01-12T23:36:36.387584
H2H_18987_18_91,18987,N20252026F,18,91,home,6,210.0,0,0,0,0,0,50.0,WOWY_18987_18_91,N20252026F,home,6,210.0,47,16,1732.98,1260.98,472.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_18_91_perf,2026-01-12T23:36:36.387584
H2H_18987_30_91,18987,N20252026F,30,91,home,22,682.0,0,0,0,0,0,50.0,WOWY_18987_30_91,N20252026F,home,22,682.0,81,0,2508.98,2508.98,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_30_91_perf,2026-01-12T23:36:36.387584
H2H_18987_44_91,18987,N20252026F,44,91,home,6,198.0,0,0,0,0,0,50.0,WOWY_18987_44_91,N20252026F,home,6,198.0,44,16,1718.98,1234.98,484.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_44_91_perf,2026-01-12T23:36:36.387584
H2H_18987_56_91,18987,N20252026F,56,91,home,4,108.0,0,0,0,0,0,50.0,WOWY_18987_56_91,N20252026F,home,4,108.0,28,18,1657.99,1083.99,574.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_56_91_perf,2026-01-12T23:36:36.387584
H2H_18987_18_89,18987,N20252026F,18,89,home,8,244.0,0,0,0,0,0,50.0,WOWY_18987_18_89,N20252026F,home,8,244.0,45,24,1882.98,1226.98,656.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_18_89_perf,2026-01-12T23:36:36.387584
H2H_18987_30_89,18987,N20252026F,30,89,home,32,900.0,0,0,0,0,0,50.0,WOWY_18987_30_89,N20252026F,home,32,900.0,71,0,2290.98,2290.98,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_30_89_perf,2026-01-12T23:36:36.387584
H2H_18987_44_89,18987,N20252026F,44,89,home,9,247.0,0,0,0,0,0,50.0,WOWY_18987_44_89,N20252026F,home,9,247.0,41,23,1838.98,1185.98,653.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_44_89_perf,2026-01-12T23:36:36.387584
H2H_18987_56_89,18987,N20252026F,56,89,home,3,57.0,0,0,0,0,0,50.0,WOWY_18987_56_89,N20252026F,home,3,57.0,29,29,1977.99,1134.99,843.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_56_89_perf,2026-01-12T23:36:36.387584
H2H_18987_89_91,18987,N20252026F,89,91,home,20,625.0,0,0,0,0,0,50.0,WOWY_18987_89_91,N20252026F,home,20,625.0,12,2,332.0,275.0,57.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_89_91_perf,2026-01-12T23:36:36.387584
H2H_18987_4_56,18987,N20252026F,4,56,home,20,837.0,0,0,0,0,0,50.0,WOWY_18987_4_56,N20252026F,home,20,837.0,38,12,1366.98,1011.99,354.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_56_perf,2026-01-12T23:36:36.387584
H2H_18987_4_89,18987,N20252026F,4,89,home,26,692.0,0,0,0,0,0,50.0,WOWY_18987_4_89,N20252026F,home,26,692.0,32,6,1364.99,1156.99,208.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_89_perf,2026-01-12T23:36:36.387584
H2H_18987_4_91,18987,N20252026F,4,91,home,17,495.0,0,0,0,0,0,50.0,WOWY_18987_4_91,N20252026F,home,17,495.0,41,5,1540.99,1353.99,187.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_91_perf,2026-01-12T23:36:36.387584
H2H_18987_25_56,18987,N20252026F,25,56,home,16,811.0,0,0,0,0,0,50.0,WOWY_18987_25_56,N20252026F,home,16,811.0,31,16,1296.98,915.99,380.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_56_perf,2026-01-12T23:36:36.387584
H2H_18987_25_89,18987,N20252026F,25,89,home,21,617.0,0,0,0,0,0,50.0,WOWY_18987_25_89,N20252026F,home,21,617.0,26,11,1392.99,1109.99,283.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_89_perf,2026-01-12T23:36:36.387584
H2H_18987_25_91,18987,N20252026F,25,91,home,15,461.0,0,0,0,0,0,50.0,WOWY_18987_25_91,N20252026F,home,15,461.0,32,7,1486.99,1265.99,221.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_91_perf,2026-01-12T23:36:36.387584
H2H_18987_4_80,18987,N20252026F,4,80,home,23,668.0,0,0,0,0,0,50.0,WOWY_18987_4_80,N20252026F,home,23,668.0,35,7,1400.98,1180.99,219.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_80_perf,2026-01-12T23:36:36.387584
H2H_18987_25_80,18987,N20252026F,25,80,home,16,580.0,0,0,0,0,0,50.0,WOWY_18987_25_80,N20252026F,home,16,580.0,31,14,1454.98,1146.99,307.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_80_perf,2026-01-12T23:36:36.387584
H2H_18987_30_80,18987,N20252026F,30,80,home,30,887.99,0,0,0,0,0,50.0,WOWY_18987_30_80,N20252026F,home,30,887.99,73,0,2302.99,2302.99,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_30_80_perf,2026-01-12T23:36:36.387584
H2H_18987_77_80,18987,N20252026F,77,80,home,11,250.99,0,0,0,0,0,50.0,WOWY_18987_77_80,N20252026F,home,11,250.99,38,19,1834.98,1197.98,637.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_77_80_perf,2026-01-12T23:36:36.387584
H2H_18987_77_89,18987,N20252026F,77,89,home,6,137.0,0,0,0,0,0,50.0,WOWY_18987_77_89,N20252026F,home,6,137.0,43,26,2074.9700000000003,1311.97,763.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_77_89_perf,2026-01-12T23:36:36.387584
H2H_18987_80_89,18987,N20252026F,80,89,home,23,758.0,0,0,0,0,0,50.0,WOWY_18987_80_89,N20252026F,home,23,758.0,7,9,271.99,129.99,142.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_80_89_perf,2026-01-12T23:36:36.387584
H2H_18987_68_80,18987,N20252026F,68,80,home,7,129.99,0,0,0,0,0,50.0,WOWY_18987_68_80,N20252026F,home,7,129.99,37,23,1841.99,1083.99,758.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_68_80_perf,2026-01-12T23:36:36.387584
H2H_18987_18_77,18987,N20252026F,18,77,home,31,993.98,0,0,0,0,0,50.0,WOWY_18987_18_77,N20252026F,home,31,993.98,22,18,931.99,477.0,454.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_18_77_perf,2026-01-12T23:36:36.387584
H2H_18987_13_56,18987,N20252026F,13,56,home,3,25.0,0,0,0,0,0,50.0,WOWY_18987_13_56,N20252026F,home,3,25.0,36,29,2246.98,1079.99,1166.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_56_perf,2026-01-12T23:36:36.387584
H2H_18987_56_77,18987,N20252026F,56,77,home,5,146.99,0,0,0,0,0,50.0,WOWY_18987_56_77,N20252026F,home,5,146.99,27,44,2346.98,1045.0,1301.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_56_77_perf,2026-01-12T23:36:36.387584
H2H_18987_3_4,18987,N20252026F,3,4,home,17,737.0,0,0,0,0,0,50.0,WOWY_18987_3_4,N20252026F,home,17,737.0,12,41,1350.99,239.0,1111.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_4_perf,2026-01-12T23:36:36.387584
H2H_18987_4_12,18987,N20252026F,4,12,home,21,873.0,0,0,0,0,0,50.0,WOWY_18987_4_12,N20252026F,home,21,873.0,37,10,1283.98,975.99,307.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_12_perf,2026-01-12T23:36:36.387584
H2H_18987_4_18,18987,N20252026F,4,18,home,8,84.0,0,0,0,0,0,50.0,WOWY_18987_4_18,N20252026F,home,8,84.0,50,45,3151.9700000000003,1764.99,1386.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_18_perf,2026-01-12T23:36:36.387584
H2H_18987_3_80,18987,N20252026F,3,80,home,1,13.0,0,0,0,0,0,50.0,WOWY_18987_3_80,N20252026F,home,1,13.0,28,29,1837.99,963.0,874.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_80_perf,2026-01-12T23:36:36.387584
H2H_18987_3_89,18987,N20252026F,3,89,home,3,24.0,0,0,0,0,0,50.0,WOWY_18987_3_89,N20252026F,home,3,24.0,26,29,1828.0,952.0,876.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_89_perf,2026-01-12T23:36:36.387584
H2H_18987_18_80,18987,N20252026F,18,80,home,10,265.99,0,0,0,0,0,50.0,WOWY_18987_18_80,N20252026F,home,10,265.99,43,20,1826.99,1204.99,622.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_18_80_perf,2026-01-12T23:36:36.387584
H2H_18987_80_91,18987,N20252026F,80,91,home,15,510.0,0,0,0,0,0,50.0,WOWY_18987_80_91,N20252026F,home,15,510.0,15,7,549.99,377.99,172.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_80_91_perf,2026-01-12T23:36:36.387584
H2H_18987_13_89,18987,N20252026F,13,89,home,2,21.0,0,0,0,0,0,50.0,WOWY_18987_13_89,N20252026F,home,2,21.0,37,30,1962.99,1083.99,879.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_89_perf,2026-01-12T23:36:36.387584
H2H_18987_13_91,18987,N20252026F,13,91,home,1,11.0,0,0,0,0,0,50.0,WOWY_18987_13_91,N20252026F,home,1,11.0,38,21,1764.99,1093.99,671.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_13_91_perf,2026-01-12T23:36:36.387584
H2H_18987_12_68,18987,N20252026F,12,68,home,2,16.0,0,0,0,0,0,50.0,WOWY_18987_12_68,N20252026F,home,2,16.0,29,42,2362.9700000000003,1164.99,1197.98,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_68_perf,2026-01-12T23:36:36.387584
H2H_18987_3_25,18987,N20252026F,3,25,home,13,709.0,0,0,0,0,0,50.0,WOWY_18987_3_25,N20252026F,home,13,709.0,16,34,1284.99,267.0,1017.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_3_25_perf,2026-01-12T23:36:36.387584
H2H_18987_12_25,18987,N20252026F,12,25,home,18,851.0,0,0,0,0,0,50.0,WOWY_18987_12_25,N20252026F,home,18,851.0,13,29,1205.98,329.99,875.99,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_25_perf,2026-01-12T23:36:36.387584
H2H_18987_68_91,18987,N20252026F,68,91,home,1,6.0,0,0,0,0,0,50.0,WOWY_18987_68_91,N20252026F,home,1,6.0,43,21,1883.98,1207.98,676.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_68_91_perf,2026-01-12T23:36:36.387584
H2H_18987_4_90,18987,N20252026F,4,90,home,4,133.0,0,0,0,0,0,50.0,WOWY_18987_4_90,N20252026F,home,4,133.0,54,0,1715.99,1715.99,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_4_90_perf,2026-01-12T23:36:36.387584
H2H_18987_12_90,18987,N20252026F,12,90,home,1,19.0,0,0,0,0,0,50.0,WOWY_18987_12_90,N20252026F,home,1,19.0,30,3,1275.99,1161.99,114.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_12_90_perf,2026-01-12T23:36:36.387584
H2H_18987_25_90,18987,N20252026F,25,90,home,3,116.0,0,0,0,0,0,50.0,WOWY_18987_25_90,N20252026F,home,3,116.0,44,1,1627.99,1610.99,17.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_25_90_perf,2026-01-12T23:36:36.387584
H2H_18987_30_90,18987,N20252026F,30,90,home,4,133.0,0,0,0,0,0,50.0,WOWY_18987_30_90,N20252026F,home,4,133.0,99,0,3057.98,3057.98,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,H2H_18987_30_90_perf,2026-01-12T23:36:36.387584
