shift_key,game_id,shift_index,Period,shift_start_min,shift_start_sec,shift_end_min,shift_end_sec,shift_start_type,shift_stop_type,home_forward_1,home_forward_2,home_forward_3,home_defense_1,home_defense_2,home_xtra,home_goalie,away_forward_1,away_forward_2,away_forward_3,away_defense_1,away_defense_2,away_xtra,away_goalie,stoppage_time,home_ozone_start,home_ozone_end,home_dzone_start,home_dzone_end,home_nzone_start,home_nzone_end,home_team,away_team,shift_start_total_seconds,shift_end_total_seconds,shift_duration,home_team_strength,away_team_strength,home_team_en,away_team_en,home_team_pk,home_team_pp,away_team_pp,away_team_pk,situation,strength,home_goals,away_goals,home_team_plus,home_team_minus,away_team_plus,away_team_minus,period_start_total_running_seconds,running_video_time,shift_start_running_time,shift_end_running_time,strength_id,situation_id,shift_start_type_id,shift_stop_type_id,home_team_id,away_team_id,period_id,shift_tracking_key,shift_id
SH1898700090,18987,90,3.0,10.0,43.0,8.0,37.0,FaceoffAfterPenalty,Home Goalie Stopped (after Away SOG),70.0,75.0,,9.0,22.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,17.0,1.0,,,1.0,,,Velodrome,Outlaws,643.0,517.0,126.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2740.0,2735.0,2864.0,STR0004,SIT0002,SS0004,SE0015,N10010,N10007,P0003,ST1898700090,S_18987_90
SH1898700091,18987,91,3.0,8.0,37.0,7.0,53.0,OtherFaceoff,,70.0,61.0,,84.0,22.0,,39.0,77.0,13.0,68.0,4.0,25.0,,30.0,22.0,,1.0,1.0,,,,Velodrome,Outlaws,517.0,473.0,44.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2866.0,2861.0,2908.0,STR0004,SIT0002,SS0001,,N10010,N10007,P0003,ST1898700091,S_18987_91
SH1898700092,18987,92,3.0,7.0,53.0,7.0,26.0,,,70.0,61.0,,84.0,91.0,,39.0,77.0,13.0,68.0,4.0,25.0,,30.0,0.0,1.0,,,,,1.0,Velodrome,Outlaws,473.0,446.0,27.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2910.0,2905.0,2935.0,STR0004,SIT0002,,,N10010,N10007,P0003,ST1898700092,S_18987_92
SH1898700093,18987,93,3.0,7.0,26.0,7.0,14.0,,Home Goalie Stopped (after Away SOG),70.0,61.0,,84.0,91.0,,39.0,77.0,13.0,68.0,4.0,18.0,,30.0,0.0,,,,1.0,1.0,,Velodrome,Outlaws,446.0,434.0,12.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2937.0,2932.0,2947.0,STR0004,SIT0002,,SE0015,N10010,N10007,P0003,ST1898700093,S_18987_93
SH1898700094,18987,94,3.0,7.0,14.0,6.0,58.0,OtherFaceoff,,42.0,61.0,,84.0,91.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,13.0,,,1.0,1.0,,,Velodrome,Outlaws,434.0,418.0,16.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2949.0,2944.0,2963.0,STR0004,SIT0002,SS0001,,N10010,N10007,P0003,ST1898700094,S_18987_94
SH1898700095,18987,95,3.0,6.0,58.0,6.0,40.0,,Away Goalie Stopped (after Home SOG),42.0,61.0,55.0,84.0,91.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,0.0,,1.0,1.0,,,,Velodrome,Outlaws,418.0,400.0,18.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2965.0,2960.0,2981.0,STR0001,SIT0003,,SE0016,N10010,N10007,P0003,ST1898700095,S_18987_95
SH1898700096,18987,96,3.0,6.0,40.0,5.0,55.0,OtherFaceoff,Home Goal,42.0,61.0,24.0,84.0,91.0,,39.0,91.0,80.0,89.0,44.0,18.0,,30.0,21.0,1.0,1.0,,,,,Velodrome,Outlaws,400.0,355.0,45.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,1.0,0.0,0.0,-1.0,2303.0,2983.0,2978.0,3026.0,STR0001,SIT0003,SS0001,SE0003,N10010,N10007,P0003,ST1898700096,S_18987_96
SH1898700097,18987,97,3.0,5.0,55.0,5.0,9.0,FaceoffAfterGoal,,42.0,14.0,24.0,84.0,91.0,,39.0,91.0,80.0,89.0,44.0,18.0,,30.0,24.0,,1.0,,,1.0,,Velodrome,Outlaws,355.0,309.0,46.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3028.0,3023.0,3072.0,STR0001,SIT0003,SS0003,,N10010,N10007,P0003,ST1898700097,S_18987_97
SH1898700098,18987,98,3.0,5.0,9.0,4.0,57.0,,Away Goalie Stopped (after Home SOG),42.0,14.0,24.0,9.0,91.0,,39.0,91.0,80.0,89.0,44.0,18.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,309.0,297.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3074.0,3069.0,3084.0,STR0001,SIT0003,,SE0016,N10010,N10007,P0003,ST1898700098,S_18987_98
SH1898700099,18987,99,3.0,4.0,57.0,3.0,42.0,OtherFaceoff,Away Goalie Stopped (after Home SOG),70.0,14.0,75.0,9.0,22.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,14.0,1.0,1.0,,,,,Velodrome,Outlaws,297.0,222.0,75.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3086.0,3081.0,3159.0,STR0001,SIT0003,SS0001,SE0016,N10010,N10007,P0003,ST1898700099,S_18987_99
SH1898700100,18987,100,3.0,3.0,42.0,2.0,35.0,OtherFaceoff,,70.0,55.0,75.0,9.0,22.0,,39.0,77.0,12.0,56.0,4.0,25.0,,30.0,22.0,1.0,1.0,,,,,Velodrome,Outlaws,222.0,155.0,67.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3161.0,3156.0,3226.0,STR0001,SIT0003,SS0001,,N10010,N10007,P0003,ST1898700100,S_18987_100
SH1898700101,18987,101,3.0,2.0,35.0,2.0,28.0,,,70.0,55.0,75.0,91.0,84.0,,39.0,77.0,13.0,68.0,4.0,25.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,155.0,148.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3228.0,3223.0,3233.0,STR0001,SIT0003,,,N10010,N10007,P0003,ST1898700101,S_18987_101
SH1898700102,18987,102,3.0,2.0,28.0,2.0,1.0,,,70.0,55.0,61.0,91.0,84.0,,39.0,77.0,13.0,68.0,4.0,25.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,148.0,121.0,27.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3235.0,3230.0,3260.0,STR0001,SIT0003,,,N10010,N10007,P0003,ST1898700102,S_18987_102
SH1898700103,18987,103,3.0,2.0,1.0,1.0,33.0,,Home Goalie Stopped (after Away SOG),42.0,55.0,61.0,91.0,84.0,,39.0,77.0,13.0,68.0,4.0,25.0,,30.0,0.0,1.0,,,1.0,,,Velodrome,Outlaws,121.0,93.0,28.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3262.0,3257.0,3288.0,STR0001,SIT0003,,SE0015,N10010,N10007,P0003,ST1898700103,S_18987_103
SH1898700104,18987,104,3.0,1.0,33.0,1.0,1.0,OtherFaceoff,,42.0,24.0,61.0,91.0,84.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,15.0,,1.0,1.0,,,,Velodrome,Outlaws,93.0,61.0,32.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3290.0,3285.0,3320.0,STR0001,SIT0003,SS0001,,N10010,N10007,P0003,ST1898700104,S_18987_104
SH1898700105,18987,105,3.0,1.0,1.0,0.0,49.0,,,42.0,24.0,61.0,91.0,84.0,,39.0,77.0,12.0,68.0,44.0,18.0,,30.0,0.0,1.0,,,1.0,,,Velodrome,Outlaws,61.0,49.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3322.0,3317.0,3332.0,STR0001,SIT0003,,,N10010,N10007,P0003,ST1898700105,S_18987_105
SH1898700106,18987,106,3.0,0.0,49.0,0.0,0.01,,GameEnd,42.0,24.0,61.0,91.0,84.0,,39.0,77.0,12.0,56.0,44.0,18.0,3.0,,0.0,,,1.0,1.0,,,Velodrome,Outlaws,49.0,0.01,49.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,Away EmptyNet,5v6 Away EN,1.0,0.0,0.0,0.0,0.0,0.0,2303.0,3334.0,3329.0,3381.0,STR0014,SIT0001,,SE0009,N10010,N10007,P0003,ST1898700106,S_18987_106
SH1897700001,18977,1,1.0,18.0,0.0,16.0,56.0,GameStart,,70.0,75.0,49.0,84.0,87.0,,39.0,11.0,19.0,22.0,33.0,27.0,,99.0,22.0,,1.0,,,1.0,,Velodrome,HollowBrook,1080.0,1016.0,64.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,STR0001,SIT0003,SS0008,,N10010,N10003,P0001,ST1897700001,S_18977_1
SH1897700002,18977,2,1.0,16.0,56.0,16.0,40.0,,Home Goalie Stopped (after Away SOG),70.0,75.0,49.0,84.0,87.0,,39.0,11.0,19.0,22.0,33.0,27.0,,99.0,0.0,1.0,,,1.0,,,Velodrome,HollowBrook,1016.0,1000.0,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,STR0001,SIT0003,,SE0015,N10010,N10003,P0001,ST1897700002,S_18977_2
SH1897700003,18977,3,1.0,16.0,40.0,14.0,41.0,OtherFaceoff,,42.0,24.0,91.0,22.0,52.0,,39.0,26.0,13.0,8.0,2.0,18.0,,99.0,44.0,,,1.0,,,1.0,Velodrome,HollowBrook,1000.0,881.0,119.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,197.0,STR0001,SIT0003,SS0001,,N10010,N10003,P0001,ST1897700003,S_18977_3
SH1897700004,18977,4,1.0,14.0,41.0,14.0,14.0,,Home Goalie Stopped (after Away SOG),42.0,24.0,91.0,9.0,52.0,,39.0,11.0,19.0,40.0,2.0,18.0,,99.0,0.0,,,,1.0,1.0,,Velodrome,HollowBrook,881.0,854.0,27.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,194.0,224.0,STR0001,SIT0003,,SE0015,N10010,N10003,P0001,ST1897700004,S_18977_4
SH1897700005,18977,5,1.0,14.0,14.0,12.0,4.0,,,70.0,14.0,61.0,9.0,84.0,,39.0,11.0,19.0,40.0,5.0,27.0,,99.0,20.0,,1.0,1.0,,,,Velodrome,HollowBrook,854.0,724.0,130.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,221.0,354.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700005,S_18977_5
SH1897700006,18977,6,1.0,12.0,4.0,11.0,58.0,,,70.0,49.0,61.0,87.0,84.0,,39.0,11.0,13.0,22.0,5.0,27.0,,99.0,0.0,1.0,,,,,1.0,Velodrome,HollowBrook,724.0,718.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,351.0,360.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700006,S_18977_6
SH1897700007,18977,7,1.0,11.0,58.0,11.0,49.0,,,42.0,49.0,75.0,87.0,84.0,,39.0,11.0,13.0,22.0,5.0,27.0,,99.0,0.0,,,,1.0,1.0,,Velodrome,HollowBrook,718.0,709.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,357.0,369.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700007,S_18977_7
SH1897700008,18977,8,1.0,11.0,49.0,11.0,25.0,,,42.0,49.0,75.0,87.0,84.0,,39.0,26.0,13.0,22.0,5.0,27.0,,99.0,0.0,,1.0,1.0,,,,Velodrome,HollowBrook,709.0,685.0,24.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,366.0,393.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700008,S_18977_8
SH1897700009,18977,9,1.0,11.0,25.0,10.0,40.0,,Away Goalie Stopped (after Home SOG),42.0,49.0,75.0,87.0,84.0,,39.0,26.0,13.0,22.0,33.0,18.0,,99.0,0.0,1.0,1.0,,,,,Velodrome,HollowBrook,685.0,640.0,45.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,390.0,438.0,STR0001,SIT0003,,SE0016,N10010,N10003,P0001,ST1897700009,S_18977_9
SH1897700010,18977,10,1.0,10.0,40.0,10.0,8.0,OtherFaceoff,Home Penalty,42.0,49.0,75.0,87.0,22.0,,39.0,26.0,13.0,8.0,33.0,18.0,,99.0,13.0,1.0,,,1.0,,,Velodrome,HollowBrook,640.0,608.0,32.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,435.0,470.0,STR0001,SIT0003,SS0001,SE0005,N10010,N10003,P0001,ST1897700010,S_18977_10
SH1897700011,18977,11,1.0,10.0,8.0,8.0,47.0,FaceoffAfterPenalty,,42.0,,24.0,87.0,22.0,,39.0,11.0,19.0,40.0,2.0,18.0,,99.0,29.0,,1.0,1.0,,,,Velodrome,HollowBrook,608.0,527.0,81.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,467.0,551.0,STR0004,SIT0002,SS0004,,N10010,N10003,P0001,ST1897700011,S_18977_11
SH1897700012,18977,12,1.0,8.0,47.0,8.0,36.0,,,42.0,,24.0,9.0,52.0,,39.0,11.0,19.0,40.0,2.0,18.0,,99.0,0.0,1.0,,,1.0,,,Velodrome,HollowBrook,527.0,516.0,11.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,548.0,562.0,STR0004,SIT0002,,,N10010,N10003,P0001,ST1897700012,S_18977_12
SH1897700013,18977,13,1.0,8.0,36.0,8.0,7.0,,,70.0,,24.0,9.0,52.0,,39.0,11.0,19.0,40.0,2.0,27.0,,99.0,0.0,,,1.0,,,1.0,Velodrome,HollowBrook,516.0,487.0,29.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,559.0,591.0,STR0004,SIT0002,,,N10010,N10003,P0001,ST1897700013,S_18977_13
SH1897700014,18977,14,1.0,8.0,7.0,7.0,45.0,,Home Goalie Stopped (after Away SOG),70.0,,24.0,9.0,52.0,,39.0,11.0,13.0,22.0,2.0,27.0,,99.0,0.0,,,,1.0,1.0,,Velodrome,HollowBrook,487.0,465.0,22.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,588.0,613.0,STR0004,SIT0002,,SE0015,N10010,N10003,P0001,ST1897700014,S_18977_14
SH1897700015,18977,15,1.0,7.0,45.0,6.0,35.0,OtherFaceoff,,70.0,,91.0,22.0,84.0,,39.0,26.0,13.0,22.0,5.0,27.0,,99.0,0.0,,,1.0,,,1.0,Velodrome,HollowBrook,465.0,395.0,70.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,610.0,683.0,STR0004,SIT0002,SS0001,,N10010,N10003,P0001,ST1897700015,S_18977_15
SH1897700016,18977,16,1.0,6.0,35.0,6.0,30.0,,,70.0,49.0,91.0,22.0,84.0,,39.0,26.0,13.0,22.0,5.0,27.0,,99.0,0.0,,1.0,,,1.0,,Velodrome,HollowBrook,395.0,390.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,680.0,688.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700016,S_18977_16
SH1897700017,18977,17,1.0,6.0,30.0,5.0,50.0,,Away Icing,70.0,14.0,91.0,22.0,84.0,,39.0,26.0,13.0,22.0,5.0,27.0,,99.0,0.0,1.0,1.0,,,,,Velodrome,HollowBrook,390.0,350.0,40.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,685.0,728.0,STR0001,SIT0003,,SE0011,N10010,N10003,P0001,ST1897700017,S_18977_17
SH1897700018,18977,18,1.0,5.0,50.0,4.0,17.0,OtherFaceoff,,42.0,14.0,61.0,87.0,52.0,,39.0,11.0,19.0,8.0,33.0,18.0,,99.0,0.0,1.0,,,1.0,,,Velodrome,HollowBrook,350.0,257.0,93.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,725.0,821.0,STR0001,SIT0003,SS0001,,N10010,N10003,P0001,ST1897700018,S_18977_18
SH1897700019,18977,19,1.0,4.0,17.0,3.0,54.0,,,42.0,14.0,61.0,87.0,52.0,,39.0,11.0,19.0,8.0,2.0,18.0,,99.0,0.0,,,1.0,,,1.0,Velodrome,HollowBrook,257.0,234.0,23.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,818.0,844.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700019,S_18977_19
SH1897700020,18977,20,1.0,3.0,54.0,3.0,43.0,,,70.0,14.0,75.0,87.0,52.0,,39.0,11.0,19.0,40.0,2.0,18.0,,99.0,0.0,,1.0,,,1.0,,Velodrome,HollowBrook,234.0,223.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,841.0,855.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700020,S_18977_20
SH1897700021,18977,21,1.0,3.0,43.0,3.0,21.0,,,70.0,14.0,75.0,87.0,52.0,,39.0,11.0,13.0,40.0,2.0,18.0,,99.0,0.0,1.0,,,,,1.0,Velodrome,HollowBrook,223.0,201.0,22.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,852.0,877.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700021,S_18977_21
SH1897700022,18977,22,1.0,3.0,21.0,3.0,14.0,,Home Goal,70.0,49.0,75.0,9.0,84.0,,39.0,11.0,13.0,40.0,2.0,18.0,,99.0,0.0,,1.0,,,1.0,,Velodrome,HollowBrook,201.0,194.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,879.0,874.0,884.0,STR0001,SIT0003,,SE0003,N10010,N10003,P0001,ST1897700022,S_18977_22
SH1897700023,18977,23,1.0,3.0,14.0,1.0,57.0,FaceoffAfterGoal,,70.0,49.0,75.0,9.0,84.0,,39.0,26.0,13.0,40.0,5.0,27.0,,99.0,0.0,,1.0,,,1.0,,Velodrome,HollowBrook,194.0,117.0,77.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,881.0,961.0,STR0001,SIT0003,SS0003,,N10010,N10003,P0001,ST1897700023,S_18977_23
SH1897700024,18977,24,1.0,1.0,57.0,1.0,34.0,,,70.0,49.0,75.0,9.0,84.0,,39.0,26.0,13.0,22.0,5.0,27.0,,99.0,0.0,1.0,,,1.0,,,Velodrome,HollowBrook,117.0,94.0,23.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,958.0,984.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700024,S_18977_24
SH1897700025,18977,25,1.0,1.0,34.0,1.0,25.0,,,70.0,49.0,75.0,9.0,84.0,,39.0,26.0,19.0,22.0,5.0,27.0,,99.0,0.0,,,1.0,,,1.0,Velodrome,HollowBrook,94.0,85.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,981.0,993.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700025,S_18977_25
SH1897700026,18977,26,1.0,1.0,25.0,1.0,13.0,,,70.0,49.0,75.0,22.0,84.0,,39.0,11.0,19.0,22.0,5.0,27.0,,99.0,0.0,,,,,1.0,1.0,Velodrome,HollowBrook,85.0,73.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,990.0,1005.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700026,S_18977_26
SH1897700027,18977,27,1.0,1.0,13.0,1.0,7.0,,,70.0,49.0,75.0,22.0,84.0,,39.0,11.0,19.0,22.0,5.0,18.0,,99.0,0.0,,1.0,,,1.0,,Velodrome,HollowBrook,73.0,67.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.0,1002.0,1011.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700027,S_18977_27
SH1897700028,18977,28,1.0,1.0,7.0,0.0,44.0,,,70.0,49.0,75.0,22.0,52.0,,39.0,11.0,19.0,22.0,5.0,18.0,,99.0,0.0,1.0,,,1.0,,,Velodrome,HollowBrook,67.0,44.0,23.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,1008.0,1034.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700028,S_18977_28
SH1897700029,18977,29,1.0,0.0,44.0,0.0,28.0,,,70.0,91.0,24.0,22.0,52.0,,39.0,11.0,19.0,22.0,33.0,18.0,,99.0,0.0,,1.0,1.0,,,,Velodrome,HollowBrook,44.0,28.0,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,1031.0,1050.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700029,S_18977_29
SH1897700030,18977,30,1.0,0.0,28.0,0.0,21.0,,,70.0,91.0,24.0,22.0,52.0,,39.0,11.0,19.0,8.0,33.0,18.0,,99.0,0.0,1.0,,,1.0,,,Velodrome,HollowBrook,28.0,21.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,1047.0,1057.0,STR0001,SIT0003,,,N10010,N10003,P0001,ST1897700030,S_18977_30
SH1897700031,18977,31,1.0,0.0,21.0,0.0,0.1,,Period End,42.0,91.0,24.0,22.0,52.0,,39.0,11.0,19.0,8.0,33.0,18.0,,99.0,0.0,,,1.0,1.0,,,Velodrome,HollowBrook,21.0,0.1,21.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,1054.0,1078.0,STR0001,SIT0003,,SE0007,N10010,N10003,P0001,ST1897700031,S_18977_31
SH1897700032,18977,32,,,,,,Intermission,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,1054.0,1057.0,,,SS0006,,,,,ST1897700032,S_18977_32
SH1897700033,18977,33,2.0,18.0,0.0,17.0,1.0,PeriodStart,Away Icing,42.0,91.0,24.0,84.0,87.0,,39.0,11.0,19.0,8.0,33.0,18.0,,99.0,18.0,,1.0,,,1.0,,Velodrome,HollowBrook,1080.0,1021.0,59.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,STR0001,SIT0003,SS0005,SE0011,N10010,N10003,P0002,ST1897700033,S_18977_33
SH1897700034,18977,34,2.0,17.0,1.0,15.0,49.0,OtherFaceoff,,42.0,14.0,61.0,84.0,87.0,,39.0,26.0,13.0,40.0,2.0,18.0,,99.0,0.0,1.0,1.0,,,,,Velodrome,HollowBrook,1021.0,949.0,72.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,54.0,129.0,STR0001,SIT0003,SS0001,,N10010,N10003,P0002,ST1897700034,S_18977_34
SH1897700035,18977,35,2.0,15.0,49.0,15.0,36.0,,,70.0,14.0,61.0,52.0,87.0,,39.0,26.0,13.0,40.0,2.0,18.0,,99.0,0.0,1.0,1.0,,,,,Velodrome,HollowBrook,949.0,936.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,126.0,142.0,STR0001,SIT0003,,,N10010,N10003,P0002,ST1897700035,S_18977_35
SH1897700036,18977,36,2.0,15.0,36.0,15.0,20.0,,,70.0,14.0,61.0,52.0,87.0,,39.0,11.0,13.0,40.0,2.0,18.0,,99.0,0.0,1.0,,,,,1.0,Velodrome,HollowBrook,936.0,920.0,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,139.0,158.0,STR0001,SIT0003,,,N10010,N10003,P0002,ST1897700036,S_18977_36
