shift_key,game_id,shift_index,Period,shift_start_min,shift_start_sec,shift_end_min,shift_end_sec,shift_start_type,shift_stop_type,home_forward_1,home_forward_2,home_forward_3,home_defense_1,home_defense_2,home_xtra,home_goalie,away_forward_1,away_forward_2,away_forward_3,away_defense_1,away_defense_2,away_xtra,away_goalie,stoppage_time,home_ozone_start,home_ozone_end,home_dzone_start,home_dzone_end,home_nzone_start,home_nzone_end,home_team,away_team,shift_start_total_seconds,shift_end_total_seconds,shift_duration,home_team_strength,away_team_strength,home_team_en,away_team_en,home_team_pk,home_team_pp,away_team_pp,away_team_pk,situation,strength,home_goals,away_goals,home_team_plus,home_team_minus,away_team_plus,away_team_minus,period_start_total_running_seconds,running_video_time,shift_start_running_time,shift_end_running_time,strength_id,situation_id,shift_start_type_id,shift_stop_type_id,home_team_id,away_team_id,period_id,shift_tracking_key,shift_id
SH1898700038,18987,38,1.0,3.0,25.0,2.0,49.0,OtherFaceoff,,70.0,24.0,,84.0,9.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,22.0,,1.0,1.0,,,,Velodrome,Outlaws,205.0,169.0,36.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,Away PowerPlay,4v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,870.0,909.0,STR0004,SIT0002,SS0001,,N10010,N10007,P0001,ST1898700038,S_18987_38
SH1898700039,18987,39,1.0,2.0,49.0,2.0,9.0,,,70.0,24.0,91.0,84.0,9.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,169.0,129.0,40.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,906.0,949.0,STR0001,SIT0003,,,N10010,N10007,P0001,ST1898700039,S_18987_39
SH1898700040,18987,40,1.0,2.0,9.0,0.0,35.0,OtherFaceoff,Away Goalie Stopped (after Home SOG),42.0,14.0,61.0,22.0,9.0,,39.0,91.0,80.0,89.0,4.0,25.0,,30.0,24.0,1.0,1.0,,,,,Velodrome,Outlaws,129.0,35.0,94.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,946.0,1043.0,STR0001,SIT0003,SS0001,SE0016,N10010,N10007,P0001,ST1898700040,S_18987_40
SH1898700041,18987,41,1.0,0.0,35.0,0.0,0.01,OtherFaceoff,Period End,42.0,14.0,61.0,22.0,9.0,,39.0,77.0,13.0,68.0,4.0,25.0,,30.0,24.0,1.0,1.0,,,,,Velodrome,Outlaws,35.0,0.01,35.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,1040.0,1078.0,STR0001,SIT0003,SS0001,SE0007,N10010,N10007,P0001,ST1898700041,S_18987_41
SH1898700042,18987,42,1.0,,,,,Intermission,,,,,,,,,,,,,,,,0.0,,,,,1.0,,Velodrome,Outlaws,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Home EmptyNet,0v0 Home EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,1040.0,1043.0,STR0018,SIT0004,SS0006,,N10010,N10007,P0001,ST1898700042,S_18987_42
SH1898700043,18987,43,2.0,18.0,0.0,17.0,20.0,PeriodStart,Away Goalie Stopped (after Home SOG),70.0,14.0,55.0,91.0,84.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,0.0,,1.0,,,,,Velodrome,Outlaws,1080.0,1040.0,40.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1147.0,1142.0,1185.0,STR0001,SIT0003,SS0005,SE0016,N10010,N10007,P0002,ST1898700043,S_18987_43
SH1898700044,18987,44,2.0,17.0,20.0,16.0,31.0,OtherFaceoff,Puck Out of Play,70.0,75.0,55.0,91.0,84.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,22.0,1.0,1.0,,,,,Velodrome,Outlaws,1040.0,991.0,49.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1187.0,1182.0,1234.0,STR0001,SIT0003,SS0001,SE0014,N10010,N10007,P0002,ST1898700044,S_18987_44
SH1898700045,18987,45,2.0,16.0,31.0,15.0,33.0,OtherFaceoff,Home Goalie Stopped (after Away SOG),70.0,75.0,55.0,91.0,84.0,,39.0,3.0,12.0,56.0,44.0,18.0,,30.0,16.0,1.0,,,1.0,,,Velodrome,Outlaws,991.0,933.0,58.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1236.0,1231.0,1292.0,STR0001,SIT0003,SS0001,SE0015,N10010,N10007,P0002,ST1898700045,S_18987_45
SH1898700046,18987,46,2.0,15.0,33.0,14.0,42.0,OtherFaceoff,Away Icing,42.0,24.0,61.0,22.0,9.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,26.0,,1.0,1.0,,,,Velodrome,Outlaws,933.0,882.0,51.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1294.0,1289.0,1343.0,STR0001,SIT0003,SS0001,SE0011,N10010,N10007,P0002,ST1898700046,S_18987_46
SH1898700047,18987,47,2.0,14.0,42.0,12.0,47.0,OtherFaceoff,,42.0,24.0,61.0,22.0,9.0,,39.0,91.0,80.0,89.0,4.0,25.0,,30.0,17.0,1.0,1.0,,,,,Velodrome,Outlaws,882.0,767.0,115.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1345.0,1340.0,1458.0,STR0001,SIT0003,SS0001,,N10010,N10007,P0002,ST1898700047,S_18987_47
SH1898700048,18987,48,2.0,12.0,47.0,12.0,38.0,,,70.0,24.0,61.0,22.0,9.0,,39.0,91.0,80.0,89.0,4.0,25.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,767.0,758.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1460.0,1455.0,1467.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700048,S_18987_48
SH1898700049,18987,49,2.0,12.0,38.0,12.0,32.0,,,70.0,24.0,61.0,22.0,9.0,,39.0,91.0,80.0,68.0,4.0,25.0,,30.0,0.0,1.0,,,1.0,,,Velodrome,Outlaws,758.0,752.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1469.0,1464.0,1473.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700049,S_18987_49
SH1898700050,18987,50,2.0,12.0,32.0,12.0,22.0,,,70.0,14.0,55.0,22.0,9.0,,39.0,77.0,80.0,68.0,4.0,18.0,,30.0,0.0,,,1.0,1.0,,,Velodrome,Outlaws,752.0,742.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1475.0,1470.0,1483.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700050,S_18987_50
SH1898700051,18987,51,2.0,12.0,22.0,12.0,10.0,,,70.0,14.0,55.0,22.0,9.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,0.0,,1.0,1.0,,,,Velodrome,Outlaws,742.0,730.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1485.0,1480.0,1495.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700051,S_18987_51
SH1898700052,18987,52,2.0,12.0,10.0,12.0,5.0,,Away Goalie Stopped (after Home SOG),70.0,14.0,55.0,22.0,91.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,730.0,725.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1497.0,1492.0,1500.0,STR0001,SIT0003,,SE0016,N10010,N10007,P0002,ST1898700052,S_18987_52
SH1898700053,18987,53,2.0,12.0,5.0,10.0,22.0,OtherFaceoff,Home Goalie Stopped (after Away SOG),70.0,14.0,55.0,84.0,91.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,16.0,1.0,,,1.0,,,Velodrome,Outlaws,725.0,622.0,103.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1502.0,1497.0,1603.0,STR0001,SIT0003,SS0001,SE0015,N10010,N10007,P0002,ST1898700053,S_18987_53
SH1898700054,18987,54,2.0,10.0,22.0,9.0,9.0,OtherFaceoff,,70.0,75.0,24.0,84.0,91.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,24.0,,,1.0,,,1.0,Velodrome,Outlaws,622.0,549.0,73.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1605.0,1600.0,1676.0,STR0001,SIT0003,SS0001,,N10010,N10007,P0002,ST1898700054,S_18987_54
SH1898700055,18987,55,2.0,9.0,9.0,8.0,40.0,,,70.0,75.0,24.0,84.0,22.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,0.0,,,,1.0,1.0,,Velodrome,Outlaws,549.0,520.0,29.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1678.0,1673.0,1705.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700055,S_18987_55
SH1898700056,18987,56,2.0,8.0,40.0,8.0,21.0,,,70.0,75.0,24.0,84.0,22.0,,39.0,90.0,12.0,56.0,4.0,25.0,,30.0,0.0,,,1.0,,,1.0,Velodrome,Outlaws,520.0,501.0,19.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1707.0,1702.0,1724.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700056,S_18987_56
SH1898700057,18987,57,2.0,8.0,21.0,8.0,9.0,,Away Offside,42.0,75.0,24.0,84.0,22.0,,39.0,90.0,80.0,89.0,4.0,25.0,,30.0,0.0,,,,,1.0,1.0,Velodrome,Outlaws,501.0,489.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1726.0,1721.0,1736.0,STR0001,SIT0003,,SE0013,N10010,N10007,P0002,ST1898700057,S_18987_57
SH1898700058,18987,58,2.0,8.0,9.0,6.0,44.0,OtherFaceoff,,42.0,61.0,14.0,9.0,22.0,,39.0,90.0,80.0,89.0,4.0,25.0,,30.0,19.0,,1.0,,,1.0,,Velodrome,Outlaws,489.0,404.0,85.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1738.0,1733.0,1821.0,STR0001,SIT0003,SS0001,,N10010,N10007,P0002,ST1898700058,S_18987_58
SH1898700059,18987,59,2.0,6.0,44.0,6.0,27.0,,,42.0,61.0,14.0,9.0,22.0,,39.0,90.0,80.0,89.0,4.0,44.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,404.0,387.0,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1823.0,1818.0,1838.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700059,S_18987_59
SH1898700060,18987,60,2.0,6.0,27.0,6.0,16.0,,,42.0,61.0,14.0,9.0,22.0,,39.0,77.0,80.0,89.0,4.0,44.0,,30.0,0.0,1.0,,,1.0,,,Velodrome,Outlaws,387.0,376.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1840.0,1835.0,1849.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700060,S_18987_60
SH1898700061,18987,61,2.0,6.0,16.0,6.0,13.0,,,42.0,61.0,14.0,9.0,22.0,,39.0,77.0,80.0,68.0,4.0,44.0,,30.0,0.0,,,1.0,1.0,,,Velodrome,Outlaws,376.0,373.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1851.0,1846.0,1852.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700061,S_18987_61
SH1898700062,18987,62,2.0,6.0,13.0,6.0,7.0,,,42.0,61.0,14.0,9.0,22.0,,39.0,77.0,80.0,68.0,18.0,44.0,,30.0,0.0,,,1.0,,,1.0,Velodrome,Outlaws,373.0,367.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1854.0,1849.0,1858.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700062,S_18987_62
SH1898700063,18987,63,2.0,6.0,7.0,6.0,1.0,,,42.0,61.0,14.0,9.0,22.0,,39.0,77.0,13.0,68.0,18.0,44.0,,30.0,0.0,,1.0,,,1.0,,Velodrome,Outlaws,367.0,361.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1860.0,1855.0,1864.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700063,S_18987_63
SH1898700064,18987,64,2.0,6.0,1.0,5.0,57.0,,,42.0,61.0,55.0,84.0,91.0,,39.0,77.0,13.0,68.0,18.0,44.0,,30.0,0.0,1.0,,,,,1.0,Velodrome,Outlaws,361.0,357.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1866.0,1861.0,1868.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700064,S_18987_64
SH1898700065,18987,65,2.0,5.0,57.0,4.0,54.0,,,70.0,75.0,55.0,84.0,91.0,,39.0,77.0,13.0,68.0,18.0,44.0,,30.0,0.0,,,,1.0,1.0,,Velodrome,Outlaws,357.0,294.0,63.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1870.0,1865.0,1931.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700065,S_18987_65
SH1898700066,18987,66,2.0,4.0,54.0,4.0,40.0,,,70.0,75.0,55.0,84.0,91.0,,39.0,3.0,13.0,68.0,18.0,44.0,,30.0,0.0,,,1.0,,,1.0,Velodrome,Outlaws,294.0,280.0,14.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1933.0,1928.0,1945.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700066,S_18987_66
SH1898700067,18987,67,2.0,4.0,40.0,4.0,36.0,,Away Goalie Stopped (after Home SOG),70.0,75.0,55.0,84.0,91.0,,39.0,3.0,13.0,56.0,18.0,4.0,,30.0,0.0,,1.0,,,1.0,,Velodrome,Outlaws,280.0,276.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1947.0,1942.0,1949.0,STR0001,SIT0003,,SE0016,N10010,N10007,P0002,ST1898700067,S_18987_67
SH1898700068,18987,68,2.0,4.0,36.0,3.0,45.0,OtherFaceoff,Away Icing,70.0,75.0,24.0,9.0,22.0,,39.0,3.0,12.0,56.0,25.0,4.0,,30.0,23.0,1.0,1.0,,,,,Velodrome,Outlaws,276.0,225.0,51.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1951.0,1946.0,2000.0,STR0001,SIT0003,SS0001,SE0011,N10010,N10007,P0002,ST1898700068,S_18987_68
SH1898700069,18987,69,2.0,3.0,45.0,2.0,22.0,OtherFaceoff,,70.0,14.0,24.0,9.0,22.0,,39.0,3.0,12.0,56.0,25.0,4.0,,30.0,14.0,1.0,1.0,,,,,Velodrome,Outlaws,225.0,142.0,83.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2002.0,1997.0,2083.0,STR0001,SIT0003,SS0001,,N10010,N10007,P0002,ST1898700069,S_18987_69
SH1898700070,18987,70,2.0,2.0,22.0,2.0,18.0,,,70.0,14.0,24.0,9.0,22.0,,39.0,3.0,12.0,89.0,25.0,4.0,,30.0,0.0,1.0,,,1.0,,,Velodrome,Outlaws,142.0,138.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2085.0,2080.0,2087.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700070,S_18987_70
SH1898700071,18987,71,2.0,2.0,18.0,1.0,52.0,,,70.0,61.0,24.0,9.0,22.0,,39.0,91.0,12.0,89.0,25.0,4.0,,30.0,0.0,,,1.0,,,1.0,Velodrome,Outlaws,138.0,112.0,26.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2089.0,2084.0,2113.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700071,S_18987_71
SH1898700072,18987,72,2.0,1.0,52.0,1.0,39.0,,,70.0,61.0,24.0,9.0,22.0,,39.0,91.0,80.0,89.0,25.0,4.0,,30.0,0.0,,1.0,,,1.0,,Velodrome,Outlaws,112.0,99.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2115.0,2110.0,2126.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700072,S_18987_72
SH1898700073,18987,73,2.0,1.0,39.0,1.0,22.0,,,70.0,61.0,24.0,91.0,22.0,,39.0,91.0,80.0,89.0,25.0,4.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,99.0,82.0,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2128.0,2123.0,2143.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700073,S_18987_73
SH1898700074,18987,74,2.0,1.0,22.0,1.0,9.0,,,42.0,61.0,55.0,91.0,22.0,,39.0,91.0,80.0,89.0,25.0,4.0,,30.0,0.0,1.0,,,1.0,,,Velodrome,Outlaws,82.0,69.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2145.0,2140.0,2156.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700074,S_18987_74
SH1898700075,18987,75,2.0,1.0,9.0,0.0,46.0,,,42.0,61.0,55.0,91.0,22.0,,39.0,91.0,80.0,89.0,18.0,4.0,,30.0,0.0,,,1.0,1.0,,,Velodrome,Outlaws,69.0,46.0,23.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2158.0,2153.0,2179.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700075,S_18987_75
SH1898700076,18987,76,2.0,0.0,46.0,0.0,39.0,,,42.0,61.0,55.0,91.0,22.0,,39.0,77.0,80.0,89.0,18.0,44.0,,30.0,0.0,,,1.0,,,1.0,Velodrome,Outlaws,46.0,39.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2181.0,2176.0,2186.0,STR0001,SIT0003,,,N10010,N10007,P0002,ST1898700076,S_18987_76
SH1898700077,18987,77,2.0,0.0,39.0,0.0,0.01,,Period End,42.0,61.0,55.0,91.0,22.0,,39.0,77.0,80.0,68.0,18.0,44.0,,30.0,0.0,,,,1.0,1.0,,Velodrome,Outlaws,39.0,0.01,39.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2188.0,2183.0,2225.0,STR0001,SIT0003,,SE0007,N10010,N10007,P0002,ST1898700077,S_18987_77
SH1898700078,18987,78,2.0,,,,,Intermission,,,,,,,,,,,,,,,,0.0,,,,,1.0,,Velodrome,Outlaws,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Home EmptyNet,0v0 Home EN,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2188.0,2183.0,2186.0,STR0018,SIT0004,SS0006,,N10010,N10007,P0002,ST1898700078,S_18987_78
SH1898700079,18987,79,3.0,18.0,0.0,16.0,40.0,PeriodStart,,42.0,75.0,14.0,84.0,91.0,,39.0,77.0,13.0,68.0,44.0,18.0,,30.0,0.0,,1.0,,,,,Velodrome,Outlaws,1080.0,1000.0,80.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2303.0,2298.0,2381.0,STR0001,SIT0003,SS0005,,N10010,N10007,P0003,ST1898700079,S_18987_79
SH1898700080,18987,80,3.0,16.0,40.0,16.0,29.0,,,42.0,75.0,14.0,84.0,91.0,,39.0,77.0,12.0,56.0,4.0,18.0,,30.0,0.0,1.0,,,1.0,,,Velodrome,Outlaws,1000.0,989.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2383.0,2378.0,2392.0,STR0001,SIT0003,,,N10010,N10007,P0003,ST1898700080,S_18987_80
SH1898700081,18987,81,3.0,16.0,29.0,16.0,26.0,,Puck Out of Play,42.0,75.0,14.0,84.0,91.0,,39.0,77.0,12.0,56.0,4.0,25.0,,30.0,0.0,,,1.0,1.0,,,Velodrome,Outlaws,989.0,986.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2394.0,2389.0,2395.0,STR0001,SIT0003,,SE0014,N10010,N10007,P0003,ST1898700081,S_18987_81
SH1898700082,18987,82,3.0,16.0,26.0,14.0,47.0,OtherFaceoff,,70.0,24.0,61.0,9.0,22.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,16.0,,1.0,1.0,,,,Velodrome,Outlaws,986.0,887.0,99.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2397.0,2392.0,2494.0,STR0001,SIT0003,SS0001,,N10010,N10007,P0003,ST1898700082,S_18987_82
SH1898700083,18987,83,3.0,14.0,47.0,14.0,12.0,,,70.0,24.0,61.0,84.0,22.0,,39.0,3.0,12.0,56.0,4.0,25.0,,30.0,0.0,1.0,,,,,1.0,Velodrome,Outlaws,887.0,852.0,35.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2496.0,2491.0,2529.0,STR0001,SIT0003,,,N10010,N10007,P0003,ST1898700083,S_18987_83
SH1898700084,18987,84,3.0,14.0,12.0,14.0,5.0,,,70.0,24.0,61.0,84.0,22.0,,39.0,3.0,12.0,89.0,4.0,25.0,,30.0,0.0,,1.0,,,1.0,,Velodrome,Outlaws,852.0,845.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2531.0,2526.0,2536.0,STR0001,SIT0003,,,N10010,N10007,P0003,ST1898700084,S_18987_84
SH1898700085,18987,85,3.0,14.0,5.0,13.0,38.0,,,42.0,24.0,61.0,84.0,91.0,,39.0,91.0,12.0,89.0,4.0,25.0,,30.0,0.0,1.0,,,1.0,,,Velodrome,Outlaws,845.0,818.0,27.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2538.0,2533.0,2563.0,STR0001,SIT0003,,,N10010,N10007,P0003,ST1898700085,S_18987_85
SH1898700086,18987,86,3.0,13.0,38.0,13.0,27.0,,Home Goalie Stopped (after Away SOG),42.0,24.0,61.0,84.0,91.0,,39.0,91.0,80.0,89.0,4.0,44.0,,30.0,0.0,,,1.0,1.0,,,Velodrome,Outlaws,818.0,807.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2565.0,2560.0,2574.0,STR0001,SIT0003,,SE0015,N10010,N10007,P0003,ST1898700086,S_18987_86
SH1898700087,18987,87,3.0,13.0,27.0,12.0,22.0,OtherFaceoff,Home Goalie Stopped (after Away SOG),42.0,55.0,14.0,84.0,91.0,,39.0,77.0,80.0,89.0,18.0,44.0,,30.0,22.0,,,1.0,1.0,,,Velodrome,Outlaws,807.0,742.0,65.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2576.0,2571.0,2639.0,STR0001,SIT0003,SS0001,SE0015,N10010,N10007,P0003,ST1898700087,S_18987_87
SH1898700088,18987,88,3.0,12.0,22.0,11.0,26.0,OtherFaceoff,,42.0,55.0,14.0,84.0,91.0,,39.0,77.0,13.0,68.0,18.0,44.0,,30.0,15.0,,1.0,1.0,,,,Velodrome,Outlaws,742.0,686.0,56.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2641.0,2636.0,2695.0,STR0001,SIT0003,SS0001,,N10010,N10007,P0003,ST1898700088,S_18987_88
SH1898700089,18987,89,3.0,11.0,26.0,10.0,43.0,,Home Penalty,42.0,55.0,14.0,9.0,91.0,,39.0,77.0,13.0,68.0,18.0,44.0,,30.0,0.0,1.0,1.0,,,,,Velodrome,Outlaws,686.0,643.0,43.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Strength,5v5,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,2697.0,2692.0,2738.0,STR0001,SIT0003,,SE0005,N10010,N10007,P0003,ST1898700089,S_18987_89
