shot_player_key,event_id,game_id,player_id,player_name,player_role,is_shooter_team,is_shooter,player_x,player_y,distance_to_shooter,distance_to_puck,distance_to_net,is_in_vision_cone,is_in_puck_path,distance_to_goalie,distance_to_shot_path,angular_coverage_degrees,distance_factor,screen_score,is_screening,screen_type,_export_timestamp
SHP18969019500016,EV1896901950,18969,P100016,Wyatt Crandall,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.066371
SHP18969019460039,EV1896901946,18969,P100039,Nicole Downs,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.066618
SHP18969019460107,EV1896901946,18969,P100107,Matt Quinn,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.066648
SHP18969019400023,EV1896901940,18969,P100023,Alex Considine,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.066881
SHP18969019400016,EV1896901940,18969,P100016,Wyatt Crandall,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.066911
SHP18969019300039,EV1896901930,18969,P100039,Nicole Downs,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067149
SHP18969019300202,EV1896901930,18969,P100202,Francis Forte,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067176
SHP18969019300107,EV1896901930,18969,P100107,Matt Quinn,opp_player_2,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067205
SHP18969018880132,EV1896901888,18969,P100132,Nick Ciampoli,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067445
SHP18969018880202,EV1896901888,18969,P100202,Francis Forte,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067476
SHP18969018880030,EV1896901888,18969,P100030,Jesse Chambless,opp_player_2,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067505
SHP18969018720030,EV1896901872,18969,P100030,Jesse Chambless,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067757
SHP18969018720105,EV1896901872,18969,P100105,Ronnie Pinnell,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067787
SHP18969018720064,EV1896901872,18969,P100064,James Rynearson,opp_player_2,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.067816
SHP18969018570202,EV1896901857,18969,P100202,Francis Forte,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068055
SHP18969018570002,EV1896901857,18969,P100002,Kevin White,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068085
SHP18969018240002,EV1896901824,18969,P100002,Kevin White,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068320
SHP18969018240202,EV1896901824,18969,P100202,Francis Forte,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068350
SHP18969017580022,EV1896901758,18969,P100022,Chris Dube,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068591
SHP18969017580016,EV1896901758,18969,P100016,Wyatt Crandall,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068620
SHP18969017580105,EV1896901758,18969,P100105,Ronnie Pinnell,opp_player_2,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068649
SHP18969017540023,EV1896901754,18969,P100023,Alex Considine,event_player_1,True,True,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068888
SHP18969017540093,EV1896901754,18969,P100093,Pat Major,opp_player_1,False,False,,,,,,False,False,,,,,0.0,False,none,2026-01-13T11:03:21.068918
