game_id,season,season_id,game_url,date,game_time,home_team_name,away_team_name,home_team_id,away_team_id,head_to_head_id,game_type,playoff_round,last_period_type,period_length,ot_period_length,shootout_rounds,home_total_goals,away_total_goals,home_team_period1_goals,home_team_period2_goals,home_team_period3_goals,home_team_periodOT_goals,away_team_period1_goals,away_team_period2_goals,away_team_period3_goals,away_team_periodOT_goals,home_team_seeding,away_team_seeding,home_team_w,home_team_l,home_team_t,home_team_pts,away_team_w,away_team_l,away_team_t,away_team_pts
17964,20242025,N20242025F,https://www.noradhockey.com/event/17964/,2024-10-13 00:00:00,,Nelson,Platinum,N10004,N10008,N10004_N10008,Regular,,Regulation,00:18:00,00:00:00,0,2,3,1,1,0,0,0,0,3,0,,,0,1,0,0,1,0,0,2
17963,20242025,N20242025F,https://www.noradhockey.com/event/17963/,2024-10-13 00:00:00,,AMOS,OS Offices,N10001,N10005,N10001_N10005,Regular,,Regulation,00:18:00,00:00:00,0,2,6,1,1,0,0,1,3,2,0,,,0,1,0,0,1,0,0,2
17961,20242025,N20242025F,https://www.noradhockey.com/event/17961/,2024-10-06 00:00:00,,HollowBrook,Orphans,N10003,N10006,N10003_N10006,Regular,,Regulation,00:18:00,00:00:00,0,5,5,2,1,2,0,1,2,1,0,,,0,0,1,1,0,0,1,1
17960,20242025,N20242025F,https://www.noradhockey.com/event/17960/,2024-10-06 00:00:00,,Nelson,Ace,N10004,N10002,N10002_N10004,Regular,,Regulation,00:18:00,00:00:00,0,8,4,3,2,3,0,1,2,1,0,,,1,0,0,2,0,1,0,0
17959,20242025,N20242025F,https://www.noradhockey.com/event/17959/,2024-10-06 00:00:00,,AMOS,Triple J,N10001,N10009,N10001_N10009,Regular,,Regulation,00:18:00,00:00:00,0,3,1,1,0,2,0,1,0,0,0,,,1,0,0,2,0,1,0,0
17958,20242025,N20242025F,https://www.noradhockey.com/event/17958/,2024-10-06 00:00:00,,OS Offices,Platinum,N10005,N10008,N10005_N10008,Regular,,Regulation,00:18:00,00:00:00,0,2,5,1,1,0,0,2,1,2,0,,,0,1,0,0,1,0,0,2
17956,20242025,N20242025F,https://www.noradhockey.com/event/17956/,2024-09-29 00:00:00,,Nelson,Outlaws,N10004,N10007,N10004_N10007,Regular,,Regulation,00:18:00,00:00:00,0,9,6,4,2,3,0,3,2,1,0,,,1,0,0,2,0,1,0,0
17954,20242025,N20242025F,https://www.noradhockey.com/event/17954/,2024-09-29 00:00:00,,OS Offices,Ace,N10005,N10002,N10002_N10005,Regular,,Regulation,00:18:00,00:00:00,0,5,1,2,1,2,0,1,0,0,0,,,1,0,0,2,0,1,0,0
17953,20242025,N20242025F,https://www.noradhockey.com/event/17953/,2024-09-29 00:00:00,,Platinum,Triple J,N10008,N10009,N10008_N10009,Regular,,Regulation,00:18:00,00:00:00,0,3,6,0,1,2,0,2,3,1,0,,,0,1,0,0,1,0,0,2
17951,20242025,N20242025F,https://www.noradhockey.com/event/17951/,2024-09-22 00:00:00,,AMOS,HollowBrook,N10001,N10003,N10001_N10003,Regular,,Regulation,00:18:00,00:00:00,0,4,4,2,1,1,0,0,4,0,0,,,0,0,1,1,0,0,1,1
17950,20242025,N20242025F,https://www.noradhockey.com/event/17950/,2024-09-22 00:00:00,,OS Offices,Outlaws,N10005,N10007,N10005_N10007,Regular,,Regulation,00:18:00,00:00:00,0,5,4,3,2,0,0,0,1,3,0,,,1,0,0,2,0,1,0,0
17949,20242025,N20242025F,https://www.noradhockey.com/event/17949/,2024-09-22 00:00:00,,Platinum,Orphans,N10008,N10006,N10006_N10008,Regular,,Regulation,00:18:00,00:00:00,0,10,3,1,6,3,0,1,2,0,0,,,1,0,0,2,0,1,0,0
17948,20242025,N20242025F,https://www.noradhockey.com/event/17948/,2024-09-22 00:00:00,,Triple J,Ace,N10009,N10002,N10002_N10009,Regular,,Regulation,00:18:00,00:00:00,0,7,4,2,2,3,0,2,2,0,0,,,1,0,0,2,0,1,0,0
17946,20242025,N20242025F,https://www.noradhockey.com/event/17946/,2024-09-15 00:00:00,,OS Offices,Nelson,N10005,N10004,N10004_N10005,Regular,,Regulation,00:18:00,00:00:00,0,8,5,2,2,4,0,1,1,3,0,,,1,0,0,2,0,1,0,0
17945,20242025,N20242025F,https://www.noradhockey.com/event/17945/,2024-09-15 00:00:00,,Platinum,HollowBrook,N10008,N10003,N10003_N10008,Regular,,Regulation,00:18:00,00:00:00,0,1,4,0,1,0,0,1,1,2,0,,,0,1,0,0,1,0,0,2
17944,20242025,N20242025F,https://www.noradhockey.com/event/17944/,2024-09-15 00:00:00,,Triple J,Outlaws,N10009,N10007,N10007_N10009,Regular,,Regulation,00:18:00,00:00:00,0,3,3,0,2,1,0,0,2,1,0,,,0,0,1,1,0,0,1,1
17943,20242025,N20242025F,https://www.noradhockey.com/event/17943/,2024-09-15 00:00:00,,Ace,Orphans,N10002,N10006,N10002_N10006,Regular,,Regulation,00:18:00,00:00:00,0,0,4,0,0,0,0,3,1,0,0,,,0,1,0,0,1,0,0,2
17941,20242025,N20242025F,https://www.noradhockey.com/event/17941/,2024-09-08 00:00:00,,Platinum,AMOS,N10008,N10001,N10001_N10008,Regular,,Regulation,00:18:00,00:00:00,0,6,2,3,1,2,0,1,0,1,0,,,1,0,0,2,0,1,0,0
17940,20242025,N20242025F,https://www.noradhockey.com/event/17940/,2024-09-08 00:00:00,,Triple J,Nelson,N10009,N10004,N10004_N10009,Regular,,Regulation,00:18:00,00:00:00,0,1,3,0,1,0,0,2,1,0,0,,,0,1,0,0,1,0,0,2
17939,20242025,N20242025F,https://www.noradhockey.com/event/17939/,2024-09-08 00:00:00,,Ace,HollowBrook,N10002,N10003,N10002_N10003,Regular,,Regulation,00:18:00,00:00:00,0,4,2,2,1,1,0,1,1,0,0,,,1,0,0,2,0,1,0,0
17938,20242025,N20242025F,https://www.noradhockey.com/event/17938/,2024-09-08 00:00:00,,Orphans,Outlaws,N10006,N10007,N10006_N10007,Regular,,Regulation,00:18:00,00:00:00,0,6,3,3,2,1,0,0,2,1,0,,,1,0,0,2,0,1,0,0
17936,20242025,N20242025F,https://www.noradhockey.com/event/17936/,2024-09-01 00:00:00,,Triple J,OS Offices,N10009,N10005,N10005_N10009,Regular,,Regulation,00:18:00,00:00:00,0,4,4,1,1,2,0,0,2,2,0,,,0,0,1,1,0,0,1,1
17935,20242025,N20242025F,https://www.noradhockey.com/event/17935/,2024-09-01 00:00:00,,Ace,AMOS,N10002,N10001,N10001_N10002,Regular,,Regulation,00:18:00,00:00:00,0,3,7,2,1,0,0,2,2,3,0,,,0,1,0,0,1,0,0,2
17934,20242025,N20242025F,https://www.noradhockey.com/event/17934/,2024-09-01 00:00:00,,Orphans,Nelson,N10006,N10004,N10004_N10006,Regular,,Regulation,00:18:00,00:00:00,0,5,7,1,3,1,0,4,2,1,0,,,0,1,0,0,1,0,0,2
17933,20242025,N20242025F,https://www.noradhockey.com/event/17933/,2024-09-01 00:00:00,,Outlaws,HollowBrook,N10007,N10003,N10003_N10007,Regular,,Regulation,00:18:00,00:00:00,0,1,7,0,0,1,0,2,2,3,0,,,0,1,0,0,1,0,0,2
17931,20242025,N20242025F,https://www.noradhockey.com/event/17931/,2024-08-25 00:00:00,,Ace,Platinum,N10002,N10008,N10002_N10008,Regular,,Regulation,00:18:00,00:00:00,0,5,12,1,2,2,0,4,4,4,0,,,0,1,0,0,1,0,0,2
17930,20242025,N20242025F,https://www.noradhockey.com/event/17930/,2024-08-25 00:00:00,,Orphans,OS Offices,N10006,N10005,N10005_N10006,Regular,,Regulation,00:18:00,00:00:00,0,1,6,1,0,0,0,2,2,2,0,,,0,1,0,0,1,0,0,2
17929,20242025,N20242025F,https://www.noradhockey.com/event/17929/,2024-08-25 00:00:00,,Outlaws,AMOS,N10007,N10001,N10001_N10007,Regular,,Regulation,00:18:00,00:00:00,0,1,6,1,0,0,0,2,2,2,0,,,0,1,0,0,1,0,0,2
17928,20242025,N20242025F,https://www.noradhockey.com/event/17928/,2024-08-25 00:00:00,,HollowBrook,Nelson,N10003,N10004,N10003_N10004,Regular,,Regulation,00:18:00,00:00:00,0,6,4,2,2,2,0,1,1,2,0,,,1,0,0,2,0,1,0,0
17926,20242025,N20242025F,https://www.noradhockey.com/event/17926/,2024-08-18 00:00:00,,Orphans,Triple J,N10006,N10009,N10006_N10009,Regular,,Regulation,00:18:00,00:00:00,0,1,6,1,0,0,0,1,2,3,0,,,0,1,0,0,1,0,0,2
17925,20242025,N20242025F,https://www.noradhockey.com/event/17925/,2024-08-18 00:00:00,,Outlaws,Platinum,N10007,N10008,N10007_N10008,Regular,,Regulation,00:18:00,00:00:00,0,2,6,1,0,1,0,4,1,1,0,,,0,1,0,0,1,0,0,2
17924,20242025,N20242025F,https://www.noradhockey.com/event/17924/,2024-08-18 00:00:00,,HollowBrook,OS Offices,N10003,N10005,N10003_N10005,Regular,,Regulation,00:18:00,00:00:00,0,6,2,1,1,4,0,0,2,0,0,,,1,0,0,2,0,1,0,0
17923,20242025,N20242025F,https://www.noradhockey.com/event/17923/,2024-08-18 00:00:00,,Nelson,AMOS,N10004,N10001,N10001_N10004,Regular,,Regulation,00:18:00,00:00:00,0,0,6,0,0,0,0,3,2,1,0,,,0,1,0,0,1,0,0,2
17921,20242025,N20242025F,https://www.noradhockey.com/event/17921/,2024-08-11 00:00:00,,Outlaws,Ace,N10007,N10002,N10002_N10007,Regular,,Regulation,00:18:00,00:00:00,0,4,5,0,1,3,0,3,0,2,0,,,0,1,0,0,1,0,0,2
17920,20242025,N20242025F,https://www.noradhockey.com/event/17920/,2024-08-11 00:00:00,,HollowBrook,Triple J,N10003,N10009,N10003_N10009,Regular,,Regulation,00:18:00,00:00:00,0,2,2,0,1,1,0,1,1,0,0,,,0,0,1,1,0,0,1,1
17919,20242025,N20242025F,https://www.noradhockey.com/event/17919/,2024-08-11 00:00:00,,Nelson,Platinum,N10004,N10008,N10004_N10008,Regular,,Regulation,00:18:00,00:00:00,0,3,8,1,2,0,0,4,2,2,0,,,0,1,0,0,1,0,0,2
17918,20242025,N20242025F,https://www.noradhockey.com/event/17918/,2024-08-11 00:00:00,,AMOS,OS Offices,N10001,N10005,N10001_N10005,Regular,,Regulation,00:18:00,00:00:00,0,4,5,1,1,2,0,3,1,1,0,,,0,1,0,0,1,0,0,2
10019,20232024,N20232024F,https://www.noradhockey.com/event/event-12/,2024-05-12 00:00:00,,HollowBrook,AMOS,N10003,N10001,N10001_N10003,Playoffs,Championship,Regulation,00:18:00,0:00:00,,3,0,1,1,1,,,,,,,,1,0,0,2,0,1,0,0
10018,20232024,N20232024F,https://www.noradhockey.com/event/event-11/,2024-05-11 00:00:00,,OS Offices,AMOS,N10005,N10001,N10001_N10005,Playoffs,SemiFinals,Regulation,00:18:00,0:00:00,,3,4,1,1,1,,1,2,1,,,,0,1,0,0,1,0,0,2
10036,20232024,N20232024F,https://www.noradhockey.com/event/event-5/,2024-05-09 00:00:00,,HollowBrook,OS Offices,N10003,N10005,N10003_N10005,Playoffs,SemiFinals,Regulation,00:18:00,0:00:00,,2,1,,,,,,,,,,,1,0,0,2,0,1,0,0
10017,20232024,N20232024F,https://www.noradhockey.com/event/event-10/,2024-05-08 00:00:00,,AMOS,Nelson,N10001,N10004,N10001_N10004,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,7,4,1,3,3,,1,2,1,,,,1,0,0,2,0,1,0,0
10016,20232024,N20232024F,https://www.noradhockey.com/event/event-8/,2024-05-05 00:00:00,,Platinum,AMOS,N10008,N10001,N10001_N10008,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,2,6,,1,1,,1,2,3,,,,0,1,0,0,1,0,0,2
10046,20232024,N20232024F,https://www.noradhockey.com/event/event-9/,2024-05-05 00:00:00,,Nelson,Triple J,N10004,N10009,N10004_N10009,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,4,1,,,,,,,,,,,1,0,0,2,0,1,0,0
10052,20232024,N20232024F,https://www.noradhockey.com/event/event-4/,2024-05-02 00:00:00,,OS Offices,Platinum,N10005,N10008,N10005_N10008,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,5,4,,,,,,,,,,,1,0,0,2,0,1,0,0
10035,20232024,N20232024F,https://www.noradhockey.com/event/event-3/,2024-05-02 00:00:00,,Nelson,HollowBrook,N10004,N10003,N10003_N10004,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,2,6,,,,,,,,,,,0,1,0,0,1,0,0,2
10015,20232024,N20232024F,https://www.noradhockey.com/event/event-6/,2024-04-30 00:00:00,,Orphans,AMOS,N10006,N10001,N10001_N10006,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,4,5,1,2,1,,3,2,,,,,0,1,0,0,1,0,0,2
10003,20232024,N20232024F,https://www.noradhockey.com/event/event-7/,2024-04-30 00:00:00,,Triple J,Ace,N10009,N10002,N10002_N10009,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,6,4,2,1,3,,1,2,1,,,,1,0,0,2,0,1,0,0
10014,20232024,N20232024F,https://www.noradhockey.com/event/event/,2024-04-28 00:00:00,,AMOS,HollowBrook,N10001,N10003,N10001_N10003,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,2,4,1,1,,,1,2,1,,,,0,1,0,0,1,0,0,2
10045,20232024,N20232024F,https://www.noradhockey.com/event/nelson-company/,2024-04-28 00:00:00,,Orphans,Nelson,N10006,N10004,N10004_N10006,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,3,5,,,,,,,,,,,0,1,0,0,1,0,0,2
10051,20232024,N20232024F,https://www.noradhockey.com/event/event-2/,2024-04-28 00:00:00,,OS Offices,Triple J,N10005,N10009,N10005_N10009,Playoffs,RoundRobin,Regulation,00:18:00,0:00:00,,6,2,,,,,,,,,,,1,0,0,2,0,1,0,0
16894,20232024,N20232024F,https://www.noradhockey.com/event/16894/,2024-04-21 00:00:00,,HollowBrook,Ace,N10003,N10002,N10002_N10003,Regular,,Regulation,00:18:00,0:00:00,,10,4,3,4,3,,1,2,1,,,,1,0,0,2,0,1,0,0
16893,20232024,N20232024F,https://www.noradhockey.com/event/16893/,2024-04-21 00:00:00,,Platinum,Nelson,N10008,N10004,N10004_N10008,Regular,,Regulation,00:18:00,0:00:00,,8,2,2,3,3,,,1,1,,,,1,0,0,2,0,1,0,0
16892,20232024,N20232024F,https://www.noradhockey.com/event/16892/,2024-04-21 00:00:00,,AMOS,Orphans,N10001,N10006,N10001_N10006,Regular,,Regulation,00:18:00,0:00:00,,3,2,,1,2,,,2,,,,,1,0,0,2,0,1,0,0
16890,20232024,N20232024F,https://www.noradhockey.com/event/16890/,2024-04-21 00:00:00,,Platinum,AMOS,N10008,N10001,N10001_N10008,Regular,,Regulation,00:18:00,0:00:00,,3,7,,1,2,,1,4,2,,,,0,1,0,0,1,0,0,2
16895,20232024,N20232024F,https://www.noradhockey.com/event/16895/,2024-04-21 00:00:00,,Triple J,OS Offices,N10009,N10005,N10005_N10009,Regular,,Regulation,00:18:00,0:00:00,,3,5,1,,2,,2,2,1,,,,0,1,0,0,1,0,0,2
16891,20232024,N20232024F,https://www.noradhockey.com/event/16891/,2024-04-14 00:00:00,,OS Offices,Ace,N10005,N10002,N10002_N10005,Regular,,Regulation,00:18:00,0:00:00,,7,4,3,3,1,,3,,1,,,,1,0,0,2,0,1,0,0
16888,20232024,N20232024F,https://www.noradhockey.com/event/16888/,2024-04-14 00:00:00,,Triple J,HollowBrook,N10009,N10003,N10003_N10009,Regular,,Regulation,00:18:00,0:00:00,,4,5,1,1,2,,2,1,2,,,,0,1,0,0,1,0,0,2
16889,20232024,N20232024F,https://www.noradhockey.com/event/16889/,2024-04-14 00:00:00,,Nelson,Orphans,N10004,N10006,N10004_N10006,Regular,,Regulation,00:18:00,0:00:00,,5,8,3,,2,,2,6,,,,,0,1,0,0,1,0,0,2
16887,20232024,N20232024F,https://www.noradhockey.com/event/16887/,2024-04-07 00:00:00,,Orphans,OS Offices,N10006,N10005,N10005_N10006,Regular,,Regulation,00:18:00,0:00:00,,2,5,1,,1,,1,3,1,,,,0,1,0,0,1,0,0,2
16886,20232024,N20232024F,https://www.noradhockey.com/event/16886/,2024-04-07 00:00:00,,HollowBrook,Platinum,N10003,N10008,N10003_N10008,Regular,,Regulation,00:18:00,0:00:00,,4,6,2,2,,,3,2,1,,,,0,1,0,0,1,0,0,2
16885,20232024,N20232024F,https://www.noradhockey.com/event/16885/,2024-04-07 00:00:00,,Nelson,Ace,N10004,N10002,N10002_N10004,Regular,,Regulation,00:18:00,0:00:00,,3,0,1,1,1,,,,,,,,1,0,0,2,0,1,0,0
16884,20232024,N20232024F,https://www.noradhockey.com/event/16884/,2024-04-07 00:00:00,,Triple J,AMOS,N10009,N10001,N10001_N10009,Regular,,Regulation,00:18:00,0:00:00,,6,2,,4,2,,,1,1,,,,1,0,0,2,0,1,0,0
16874,20232024,N20232024F,https://www.noradhockey.com/event/16874/,2024-03-31 00:00:00,,Ace,OS Offices,N10002,N10005,N10002_N10005,Regular,,Regulation,00:18:00,0:00:00,,8,4,4,2,2,,1,2,1,,,,1,0,0,2,0,1,0,0
16883,20232024,N20232024F,https://www.noradhockey.com/event/16883/,2024-03-24 00:00:00,,Orphans,Triple J,N10006,N10009,N10006_N10009,Regular,,Regulation,00:18:00,0:00:00,,0,1,,,,,,,,,,,0,1,0,0,1,0,0,2
16881,20232024,N20232024F,https://www.noradhockey.com/event/16881/,2024-03-24 00:00:00,,Nelson,HollowBrook,N10004,N10003,N10003_N10004,Regular,,Regulation,00:18:00,0:00:00,,6,7,3,2,1,,1,3,3,,,,0,1,0,0,1,0,0,2
16873,20232024,N20232024F,https://www.noradhockey.com/event/16873/,2024-03-24 00:00:00,,Platinum,AMOS,N10008,N10001,N10001_N10008,Regular,,Regulation,00:18:00,0:00:00,,5,5,,5,,,1,,4,,,,0,0,1,1,0,0,1,1
16880,20232024,N20232024F,https://www.noradhockey.com/event/16880/,2024-03-17 00:00:00,,AMOS,Ace,N10001,N10002,N10001_N10002,Regular,,Regulation,00:18:00,0:00:00,,4,8,,2,2,,2,5,1,,,,0,1,0,0,1,0,0,2
16872,20232024,N20232024F,https://www.noradhockey.com/event/16872/,2024-03-17 00:00:00,,Nelson,Orphans,N10004,N10006,N10004_N10006,Regular,,Regulation,00:18:00,0:00:00,,2,5,,1,1,,2,2,1,,,,0,1,0,0,1,0,0,2
16871,20232024,N20232024F,https://www.noradhockey.com/event/16871/,2024-03-10 00:00:00,,AMOS,Orphans,N10001,N10006,N10001_N10006,Regular,,Regulation,00:18:00,0:00:00,,3,5,2,1,,,1,2,2,,,,0,1,0,0,1,0,0,2
16875,20232024,N20232024F,https://www.noradhockey.com/event/16875/,2024-03-10 00:00:00,,Triple J,HollowBrook,N10009,N10003,N10003_N10009,Regular,,Regulation,00:18:00,0:00:00,,3,4,2,1,,,2,1,1,,,,0,1,0,0,1,0,0,2
16868,20232024,N20232024F,https://www.noradhockey.com/event/16868/,2024-03-03 00:00:00,,Platinum,Nelson,N10008,N10004,N10004_N10008,Regular,,Regulation,00:18:00,0:00:00,,5,3,,1,4,,1,,2,,,,1,0,0,2,0,1,0,0
16870,20232024,N20232024F,https://www.noradhockey.com/event/16870/,2024-03-03 00:00:00,,Triple J,OS Offices,N10009,N10005,N10005_N10009,Regular,,Regulation,00:18:00,0:00:00,,4,2,,1,3,,1,1,,,,,1,0,0,2,0,1,0,0
16869,20232024,N20232024F,https://www.noradhockey.com/event/16869/,2024-03-03 00:00:00,,Ace,HollowBrook,N10002,N10003,N10002_N10003,Regular,,Regulation,00:18:00,0:00:00,,3,5,2,1,,,,3,2,,,,0,1,0,0,1,0,0,2
16867,20232024,N20232024F,https://www.noradhockey.com/event/16867/,2024-02-25 00:00:00,,HollowBrook,AMOS,N10003,N10001,N10001_N10003,Regular,,Regulation,00:18:00,0:00:00,,5,3,,1,4,,2,1,,,,,1,0,0,2,0,1,0,0
16866,20232024,N20232024F,https://www.noradhockey.com/event/16866/,2024-02-25 00:00:00,,Nelson,OS Offices,N10004,N10005,N10004_N10005,Regular,,Regulation,00:18:00,0:00:00,,3,10,1,1,1,,3,5,2,,,,0,1,0,0,1,0,0,2
16865,20232024,N20232024F,https://www.noradhockey.com/event/16865/,2024-02-25 00:00:00,,Triple J,Platinum,N10009,N10008,N10008_N10009,Regular,,Regulation,00:18:00,0:00:00,,4,4,1,2,1,,2,1,1,,,,0,0,1,1,0,0,1,1
16864,20232024,N20232024F,https://www.noradhockey.com/event/16864/,2024-02-25 00:00:00,,Ace,Orphans,N10002,N10006,N10002_N10006,Regular,,Regulation,00:18:00,0:00:00,,2,6,,1,1,,2,2,2,,,,0,1,0,0,1,0,0,2
16882,20232024,N20232024F,https://www.noradhockey.com/event/16882/,2024-02-24 00:00:00,,OS Offices,Platinum,N10005,N10008,N10005_N10008,Regular,,Regulation,00:18:00,0:00:00,,3,4,,3,,,1,3,,,,,0,1,0,0,1,0,0,2
16863,20232024,N20232024F,https://www.noradhockey.com/event/16863/,2024-02-18 00:00:00,,HollowBrook,Platinum,N10003,N10008,N10003_N10008,Regular,,Regulation,00:18:00,0:00:00,,4,0,1,3,,,,,,,,,1,0,0,2,0,1,0,0
16862,20232024,N20232024F,https://www.noradhockey.com/event/16862/,2024-02-11 00:00:00,,Ace,Nelson,N10002,N10004,N10002_N10004,Regular,,Regulation,00:18:00,0:00:00,,10,7,2,3,5,,1,3,3,,,,1,0,0,2,0,1,0,0
16858,20232024,N20232024F,https://www.noradhockey.com/event/16858/,2024-02-11 00:00:00,,Nelson,HollowBrook,N10004,N10003,N10003_N10004,Regular,,Regulation,00:18:00,0:00:00,,0,4,,,,,2,1,1,,,,0,1,0,0,1,0,0,2
16860,20232024,N20232024F,https://www.noradhockey.com/event/16860/,2024-02-04 00:00:00,,Orphans,OS Offices,N10006,N10005,N10005_N10006,Regular,,Regulation,00:18:00,0:00:00,,0,3,,,,,2,1,,,,,0,1,0,0,1,0,0,2
16857,20232024,N20232024F,https://www.noradhockey.com/event/16857/,2024-02-04 00:00:00,,Ace,AMOS,N10002,N10001,N10001_N10002,Regular,,Regulation,00:18:00,0:00:00,,3,7,1,,2,,3,3,1,,,,0,1,0,0,1,0,0,2
16861,20232024,N20232024F,https://www.noradhockey.com/event/16861/,2024-02-04 00:00:00,,Triple J,AMOS,N10009,N10001,N10001_N10009,Regular,,Regulation,00:18:00,0:00:00,,0,5,,,,,2,2,1,,,,0,1,0,0,1,0,0,2
16859,20232024,N20232024F,https://www.noradhockey.com/event/16859/,2024-01-28 00:00:00,,OS Offices,Platinum,N10005,N10008,N10005_N10008,Regular,,Regulation,00:18:00,0:00:00,,6,2,1,3,2,,,1,1,,,,1,0,0,2,0,1,0,0
16856,20232024,N20232024F,https://www.noradhockey.com/event/16856/,2024-01-28 00:00:00,,Orphans,Triple J,N10006,N10009,N10006_N10009,Regular,,Regulation,00:18:00,0:00:00,,6,2,3,2,1,,1,,1,,,,1,0,0,2,0,1,0,0
16855,20232024,N20232024F,https://www.noradhockey.com/event/16855/,2024-01-21 00:00:00,,AMOS,Nelson,N10001,N10004,N10001_N10004,Regular,,Regulation,00:18:00,0:00:00,,6,2,2,4,,,1,,1,,,,1,0,0,2,0,1,0,0
16854,20232024,N20232024F,https://www.noradhockey.com/event/16854/,2024-01-21 00:00:00,,Platinum,Orphans,N10008,N10006,N10006_N10008,Regular,,Regulation,00:18:00,0:00:00,,4,6,2,,2,,1,2,3,,,,0,1,0,0,1,0,0,2
16853,20232024,N20232024F,https://www.noradhockey.com/event/16853/,2024-01-21 00:00:00,,OS Offices,HollowBrook,N10005,N10003,N10003_N10005,Regular,,Regulation,00:18:00,0:00:00,,5,4,2,1,2,,2,,2,,,,1,0,0,2,0,1,0,0
16852,20232024,N20232024F,https://www.noradhockey.com/event/16852/,2024-01-21 00:00:00,,Triple J,Ace,N10009,N10002,N10002_N10009,Regular,,Regulation,00:18:00,0:00:00,,7,7,1,3,3,,3,3,1,,,,0,0,1,1,0,0,1,1
16847,20232024,N20232024F,https://www.noradhockey.com/event/16847/,2024-01-07 00:00:00,,OS Offices,Nelson,N10005,N10004,N10004_N10005,Regular,,Regulation,00:18:00,0:00:00,,3,2,,2,1,,,2,,,,,1,0,0,2,0,1,0,0
16851,20232024,N20232024F,https://www.noradhockey.com/event/16851/,2024-01-07 00:00:00,,Platinum,Ace,N10008,N10002,N10002_N10008,Regular,,Regulation,00:18:00,0:00:00,,7,7,1,2,4,,3,3,1,,,,0,0,1,1,0,0,1,1
16850,20232024,N20232024F,https://www.noradhockey.com/event/16850/,2024-01-07 00:00:00,,Nelson,Triple J,N10004,N10009,N10004_N10009,Regular,,Regulation,00:18:00,0:00:00,,0,5,,,,,2,1,2,,,,0,1,0,0,1,0,0,2
16849,20232024,N20232024F,https://www.noradhockey.com/event/16849/,2024-01-07 00:00:00,,AMOS,OS Offices,N10001,N10005,N10001_N10005,Regular,,Regulation,00:18:00,0:00:00,,5,3,3,1,1,,2,,1,,,,1,0,0,2,0,1,0,0
10034,20232024,N20232024F,https://www.noradhockey.com/event/world-orphans-at-hollowbrook-dental-2/,2024-01-07 00:00:00,,Orphans,HollowBrook,N10006,N10003,N10003_N10006,Regular,,Regulation,00:18:00,0:00:00,,8,3,3,3,2,,2,,1,,,,1,0,0,2,0,1,0,0
16846,20232024,N20232024F,https://www.noradhockey.com/event/16846/,2023-12-31 00:00:00,,HollowBrook,AMOS,N10003,N10001,N10001_N10003,Regular,,Regulation,00:18:00,0:00:00,,1,7,,1,,,2,1,4,,,,0,1,0,0,1,0,0,2
16830,20232024,N20232024F,https://www.noradhockey.com/event/16830/,2023-12-31 00:00:00,,Ace,Triple J,N10002,N10009,N10002_N10009,Regular,,Regulation,00:18:00,0:00:00,,2,5,0,1,1,,3,1,1,,,,0,1,0,0,1,0,0,2
16845,20232024,N20232024F,https://www.noradhockey.com/event/16845/,2023-12-24 00:00:00,,Orphans,Ace,N10006,N10002,N10002_N10006,Regular,,Regulation,00:18:00,0:00:00,,6,3,3,2,1,,1,1,1,,,,1,0,0,2,0,1,0,0
16842,20232024,N20232024F,https://www.noradhockey.com/event/16842/,2023-12-24 00:00:00,,AMOS,OS Offices,N10001,N10005,N10001_N10005,Regular,,Regulation,00:18:00,0:00:00,,3,9,2,1,,,2,3,4,,,,0,1,0,0,1,0,0,2
16829,20232024,N20232024F,https://www.noradhockey.com/event/16829/,2023-12-24 00:00:00,,OS Offices,HollowBrook,N10005,N10003,N10003_N10005,Regular,,Regulation,00:18:00,0:00:00,,5,5,,,,,,,,,,,0,0,1,1,0,0,1,1
16841,20232024,N20232024F,https://www.noradhockey.com/event/16841/,2023-12-17 00:00:00,,Orphans,HollowBrook,N10006,N10003,N10003_N10006,Regular,,Regulation,00:18:00,0:00:00,,9,5,3,3,3,,3,1,1,,,,1,0,0,2,0,1,0,0
16844,20232024,N20232024F,https://www.noradhockey.com/event/16844/,2023-12-17 00:00:00,,Triple J,Platinum,N10009,N10008,N10008_N10009,Regular,,Regulation,00:18:00,0:00:00,,2,8,1,,1,,4,1,3,,,,0,1,0,0,1,0,0,2
16828,20232024,N20232024F,https://www.noradhockey.com/event/16828/,2023-12-17 00:00:00,,AMOS,Nelson,N10001,N10004,N10001_N10004,Regular,,Regulation,00:18:00,0:00:00,,7,0,2,2,3,,,,,,,,1,0,0,2,0,1,0,0
16840,20232024,N20232024F,https://www.noradhockey.com/event/16840/,2023-12-10 00:00:00,,Platinum,Ace,N10008,N10002,N10002_N10008,Regular,,Regulation,00:18:00,0:00:00,,7,6,5,1,1,,3,2,1,,,,1,0,0,2,0,1,0,0
