event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,event_running_start,event_running_end,running_video_time,period_start_total_running_seconds,running_intermission_duration,team_venue,team_venue_abv,player_team,home_team_zone,away_team_zone,player_role,side_of_puck,role_number,role_abrev,player_game_number,strength,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,is_goal,is_highlight,strength_id,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,player_rating,cycle_key,is_cycle,is_rebound,is_zone_entry,is_zone_exit,is_controlled_entry,is_carried_entry,is_controlled_exit,is_carried_exit,is_rush,is_save,is_turnover,is_giveaway,is_bad_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_tipped,is_sog,is_corsi,is_fenwick,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,is_pressured,danger_level,danger_level_id,scoring_chance_key,prev_event_id,prev_event_type,prev_event_detail,prev_event_team,prev_event_same_team,next_event_id,next_event_type,next_event_detail,next_event_team,next_event_same_team,time_since_prev,time_to_next,time_to_next_sog,time_since_last_sog,events_to_next_sog,events_since_last_sog,next_sog_result,led_to_sog,is_pre_shot_event,is_shot_assist,time_to_next_goal,time_since_last_goal,events_to_next_goal,events_since_last_goal,led_to_goal,time_since_zone_entry,events_since_zone_entry,time_since_zone_exit,sequence_event_num,sequence_total_events,sequence_duration,is_sequence_first,is_sequence_last,sequence_has_sog,sequence_has_goal,sequence_shot_count,consecutive_team_events,time_since_possession_change,events_since_possession_change,time_since_faceoff,events_since_faceoff,is_rush_calculated,time_from_entry_to_shot,breakout_key,breakout_successful,turnover_weight,turnover_zone_multiplier,turnover_category,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1896901316,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Pass,ED171,True,SC01,Defensive,ZN02,SQ1896900022,PL1896902202,EC18969001316,TV1896901316,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100105",,6.0,50.0,6.0,50.0,410.0,410.0,790.0,790.0,790.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,9.0,5v5,Breakout,,s,,0,0,STR01,Ronnie Pinnell,N20252026F,5.0,,,ZX0008,,,,,,TB03,4.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901315,Pass,Pass_Completed,Velodrome,1,EV1896902395,Possession,PuckRetrieval,Velodrome,1,0.0,0.0,8.0,18.0,13.0,28.0,save,0,0,0,62.0,266.0,91.0,409.0,0,5.0,12.0,7.0,17.0,18.0,65.0,0,0,0,0,0.0,6,1.0,3.0,7.0,15.0,0,,BO189691033,,,,,0.0,2.0,638.0,266.0,62.0,209.0,34.0,9.0,596.97,430.0,,,,,,,,,,,513.485,430.0,596.97,,,
EV1896901321,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Carried,ED175,True,SC01,Defensive,ZN02,SQ1896900025,PL1896902506,EC18969001321,TV1896901321,Platinum,N10008,Velodrome,N10010,1.0,P100117,,6.0,40.0,6.0,39.0,400.0,399.0,800.0,801.0,800.0,0,0,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,45.0,5v5,,,,,0,0,STR01,Keegan Mantaro,N20252026F,5.0,,,ZX0001,,,,,,TB03,6.0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896902402,DeadIce,,Velodrome,0,EV1896901870,Possession,,Platinum,1,1.0,0.0,38.0,2.0,45.0,4.0,save,0,0,0,52.0,276.0,74.0,426.0,0,2.0,5.0,10.0,7.0,27.0,86.0,0,0,0,0,0.0,1,3.0,7.0,17.0,32.0,0,,BO189691050,,,,,0.0,1.0,276.0,648.0,199.0,52.0,1.0,43.0,598.97,,,,,,,,,,,,598.97,598.97,598.97,,,
EV1896901326,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_PassMiss_Misplay,ED172,,,Defensive,ZN02,SQ1896900025,PL1896902504,EC18969001326,TV1896901326,Platinum,N10008,Velodrome,N10010,0.0,"P100064,P100105",P100222,6.0,32.0,6.0,32.0,392.0,392.0,808.0,808.0,808.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,9.0,5v5,,,,1.0,0,0,STR01,Ronnie Pinnell,N20252026F,5.0,,,ZX0008,,,,,,TB03,4.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,EV1896901325,Pass,Pass_Missed,Velodrome,1,EV1896901327,Zone_Entry_Exit,Zone_Entry,Velodrome,1,0.0,0.0,30.0,10.0,37.0,12.0,save,0,0,0,44.0,284.0,66.0,434.0,0,5.0,5.0,8.0,12.0,27.0,86.0,0,0,0,0,0.0,3,11.0,15.0,25.0,40.0,0,,BO189691058,,,,,0.0,0.0,656.0,284.0,44.0,191.0,9.0,35.0,436.0,430.0,,,,,336.0,,,,,,433.0,430.0,436.0,336.0,336.0,336.0
EV1896901875,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_PassMiss_Misplay,ED172,,,Defensive,ZN02,SQ1896900068,PL1896906850,EC18969001875,TV1896901875,Platinum,N10008,Velodrome,N10010,0.0,"P100064,P100132",,6.0,24.0,6.0,24.0,384.0,384.0,2016.0,2016.0,2916.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,14.0,5v5,,,,,0,0,STR01,Nick Ciampoli,N20252026F,4.0,,,ZX0008,,,,,,TB03,4.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901874,Pass,Pass_Missed,Velodrome,1,EV1896901876,Turnover,Turnover_Giveaway,Velodrome,1,0.0,0.0,22.0,18.0,32.0,17.0,save,0,0,0,36.0,292.0,61.0,439.0,0,8.0,4.0,8.0,182.0,186.0,540.0,0,0,1,0,8.0,8,8.0,3.0,33.0,45.0,0,,BO189691063,,,,,0.0,0.0,664.0,292.0,36.0,183.0,17.0,27.0,255.0,255.0,,,,,,,,,,,255.0,255.0,255.0,,,
EV1896901332,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Carried,ED175,True,SC01,Defensive,ZN02,SQ1896900025,PL1896902501,EC18969001332,TV1896901332,Platinum,N10008,Velodrome,N10010,1.0,P100117,,6.0,20.0,6.0,19.0,380.0,379.0,820.0,821.0,820.0,0,0,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,45.0,5v5,,,,,0,0,STR01,Keegan Mantaro,N20252026F,5.0,,,ZX0001,,,,,,TB03,6.0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901331,Pass,Pass_Completed,Platinum,1,EV1896901877,Possession,,Platinum,1,2.0,0.0,18.0,22.0,27.0,22.0,save,0,0,0,32.0,296.0,56.0,444.0,0,12.0,9.0,4.0,18.0,27.0,86.0,0,0,0,0,0.0,4,4.0,4.0,37.0,50.0,0,,BO189691068,,,,,2.0,0.0,296.0,668.0,179.0,32.0,21.0,23.0,582.97,,,,,,,,,,,,582.97,582.97,582.97,,,
EV1896901338,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Clear,ED167,,,Defensive,ZN02,SQ1896900025,PL1896902509,EC18969001338,TV1896901338,Platinum,N10008,Velodrome,N10010,0.0,P100070,,6.0,12.0,6.0,12.0,372.0,372.0,828.0,828.0,828.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,52.0,5v5,SecondTouch,,u,,0,0,STR01,Hayden Perea,N20252026F,5.0,,,ZX0004,,,,,,TB03,4.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896902403,Faceoff,Faceoff_AfterStoppage,Velodrome,1,EV1896901339,Turnover,Turnover_Giveaway,Velodrome,1,2.0,0.0,10.0,30.0,18.0,31.0,save,0,0,0,24.0,304.0,47.0,453.0,0,5.0,6.0,8.0,24.0,27.0,86.0,0,0,0,0,0.0,2,2.0,1.0,2.0,1.0,0,,BO189691077,,,,,2.0,0.0,676.0,304.0,24.0,171.0,29.0,15.0,511.98,,,,,,,,,,,,511.98,511.98,511.98,,,
EV1896901351,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_PassMiss_Misplay,ED172,,,Defensive,ZN02,SQ1896900026,PL1896902602,EC18969001351,TV1896901351,Platinum,N10008,Velodrome,N10010,0.0,"P100108,P100132",P100027,5.0,54.0,5.0,54.0,354.0,354.0,846.0,846.0,846.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,22.0,5v5,,,,,0,0,STR01,Robert Mayfield,N20252026F,5.0,,,ZX0008,,,,,,TB03,3.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901350,Pass,Pass_Missed,Velodrome,1,EV1896901352,Zone_Entry_Exit,Zone_Entry,Velodrome,1,0.0,0.0,6.0,2.0,7.0,4.0,goal,1,0,0,6.0,322.0,8.0,492.0,0,6.0,17.0,18.0,10.0,20.0,391.0,0,0,1,0,2.0,4,13.0,27.0,20.0,40.0,0,,BO189691116,,,,,0.0,0.0,694.0,322.0,6.0,153.0,3.0,6.0,352.98,255.0,,,,,333.98,,,,,,303.99,255.0,352.98,333.98,333.98,333.98
EV1896902419,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Clear,ED167,,,Defensive,ZN02,SQ1896900120,PL1896912002,EC18969002419,TV1896902419,Platinum,N10008,Velodrome,N10010,0.0,P100132,P100030,5.0,50.0,5.0,50.0,350.0,350.0,3250.0,3250.0,5050.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,14.0,5v5,,,,1.0,0,0,STR01,Nick Ciampoli,N20252026F,4.0,,,ZX0004,,,,,,TB03,4.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,EV1896902418,Pass,Pass_Completed,Velodrome,1,EV1896902420,Turnover,Turnover_Giveaway,Velodrome,1,1.0,0.0,2.0,6.0,3.0,8.0,goal,0,0,0,2.0,326.0,4.0,496.0,0,4.0,3.0,4.0,3.0,8.0,72.0,0,0,0,0,0.0,8,17.0,31.0,24.0,44.0,0,,BO189691120,,,,,1.0,0.0,698.0,326.0,2.0,149.0,7.0,2.0,210.0,,,,,,492.98,,,,,,210.0,210.0,210.0,492.98,492.98,492.98
EV1896901904,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Carried,ED175,True,SC01,Defensive,ZN02,SQ1896900077,PL1896907703,EC18969001904,TV1896901904,Platinum,N10008,Velodrome,N10010,1.0,P100027,P100132,5.0,17.0,5.0,16.0,317.0,316.0,2083.0,2084.0,2983.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,12.0,5v5,,,,1.0,0,0,STR01,Karen Zietlow,N20252026F,4.0,,,ZX0001,,,,,,TB03,2.0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,EV1896901361,Possession,,Platinum,1,EV1896901905,Pass,Pass_Completed,Platinum,1,0.0,1.0,7.0,31.0,10.0,30.0,save,0,0,0,114.0,31.0,181.0,29.0,0,23.0,22.0,33.0,7.0,19.0,639.0,0,0,1,0,1.0,6,3.0,5.0,3.0,5.0,0,,BO189691153,,,,,2.0,0.0,359.0,31.0,116.0,114.0,12.0,28.0,227.98,,,,,,149.0,,,,,,227.98,227.98,227.98,149.0,149.0,149.0
EV1896901915,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_CausedTurnover,ED165,True,SC01,Defensive,ZN02,SQ1896900074,PL1896907410,EC18969001915,TV1896901915,Platinum,N10008,Velodrome,N10010,0.0,P100105,P100110,4.0,57.0,4.0,57.0,297.0,297.0,2103.0,2103.0,3003.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,9.0,5v5,PokeCheck,,s,,0,0,STR01,Ronnie Pinnell,N20252026F,5.0,,,ZX0002,,,,,,TB04,4.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896902435,Possession,,Platinum,0,EV1896902436,Turnover,Turnover_Takeaway,Velodrome,1,2.0,0.0,24.0,13.0,42.0,20.0,save,0,0,0,94.0,51.0,151.0,59.0,0,6.0,6.0,20.0,34.0,46.0,337.0,0,0,1,0,1.0,1,2.0,2.0,13.0,17.0,0,,BO189691183,,,,,0.0,1.0,51.0,379.0,94.0,96.0,32.0,8.0,175.0,,,,,,247.0,,,,,,175.0,175.0,175.0,247.0,247.0,247.0
EV1896901922,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Pass,ED171,True,SC01,Defensive,ZN02,SQ1896900118,PL1896911801,EC18969001922,TV1896901922,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100161",,4.0,47.0,4.0,47.0,287.0,287.0,2113.0,2113.0,3013.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,STR01,Sam Downs,N20252026F,4.0,,,ZX0008,,,,,,TB04,6.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901921,Pass,Pass_Completed,Velodrome,1,EV1896901923,Zone_Entry_Exit,Zone_Entry,Velodrome,1,0.0,1.0,14.0,23.0,17.0,45.0,save,0,0,0,84.0,61.0,126.0,84.0,0,8.0,20.0,10.0,22.0,22.0,225.0,0,1,1,0,1.0,2,1.0,3.0,23.0,42.0,0,,BO189691208,,,,,0.0,1.0,61.0,389.0,84.0,86.0,2.0,15.0,550.97,526.99,,,,,,,,,,,538.98,526.99,550.97,,,
EV1896901937,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Chip,ED166,True,SC01,Defensive,ZN02,SQ1896900077,PL1896907702,EC18969001937,TV1896901937,Platinum,N10008,Velodrome,N10010,0.0,P100192,P100198,4.0,27.0,4.0,27.0,267.0,267.0,2133.0,2133.0,3033.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,53.0,5v5,Breakout,,s,,0,0,STR01,Chris Premo,N20252026F,4.0,,,ZX0003,,,,,,TB04,5.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901936,Zone_Entry_Exit,Zone_KeepinFailed,Velodrome,0,EV1896901382,Faceoff,Faceoff_AfterStoppage,Platinum,1,0.0,1.0,1.0,6.0,2.0,8.0,save,0,0,0,64.0,81.0,97.0,113.0,0,19.0,28.0,20.0,15.0,19.0,639.0,0,0,1,0,1.0,1,8.0,15.0,43.0,71.0,0,,BO189691237,,,,,0.0,1.0,409.0,81.0,66.0,64.0,5.0,2.0,321.0,,,,,,560.98,,,,,,321.0,321.0,321.0,560.98,560.98,560.98
EV1896901399,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_PassMiss_Misplay,ED172,,,Defensive,ZN02,SQ1896900038,PL1896903801,EC18969001399,TV1896901399,Platinum,N10008,Velodrome,N10010,0.0,P100093,P100192,3.0,52.0,3.0,52.0,232.0,232.0,968.0,968.0,968.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,93.0,5v5,AttemptedBreakOutPass,PassDeflected,u,1.0,0,0,STR01,Pat Major,N20252026F,5.0,,,ZX0008,,,,,,TB04,3.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,EV1896901946,Shot,Shot_Blocked,Platinum,0,EV1896901400,Pass,Pass_Deflected,Velodrome,1,2.0,0.0,3.0,11.0,8.0,12.0,save,0,0,0,29.0,116.0,65.0,145.0,0,31.0,25.0,35.0,9.0,32.0,579.0,0,0,0,0,0.0,1,5.0,4.0,5.0,4.0,0,,BO189691269,,,,,0.0,1.0,116.0,444.0,29.0,31.0,15.0,29.0,286.0,,,,,,321.0,,,,,,286.0,286.0,286.0,321.0,321.0,321.0
EV1896901406,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_PassMiss_Misplay,ED172,,,Defensive,ZN02,SQ1896900038,PL1896903808,EC18969001406,TV1896901406,Platinum,N10008,Velodrome,N10010,0.0,"P100161,P100198",P100023,3.0,46.0,3.0,46.0,226.0,226.0,974.0,974.0,974.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,84.0,5v5,,,,,0,0,STR01,Maxwell Donaty,N20252026F,5.0,,,ZX0008,,,,,,TB04,4.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901405,Pass,Pass_Deflected,Velodrome,1,EV1896901407,Turnover,Turnover_Giveaway,Velodrome,1,0.0,0.0,8.0,3.0,18.0,7.0,save,0,0,0,23.0,122.0,50.0,160.0,0,4.0,10.0,6.0,16.0,32.0,579.0,0,0,0,0,0.0,2,4.0,9.0,11.0,19.0,0,,BO189691284,,,,,0.0,0.0,122.0,450.0,23.0,25.0,21.0,23.0,329.99,376.98,,,,,244.99,,,,,,353.485,329.99,376.98,244.99,244.99,244.99
EV1896902471,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_PassMiss_Misplay,ED172,,,Defensive,ZN02,SQ1896900119,PL1896911915,EC18969002471,TV1896902471,Platinum,N10008,Velodrome,N10010,1.0,P100198,P100022,3.0,42.0,3.0,41.0,222.0,221.0,3378.0,3379.0,5178.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,84.0,5v5,,,,1.0,0,0,STR01,Maxwell Donaty,N20252026F,5.0,,,ZX0008,,,,,,TB04,4.0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,EV1896901956,Pass,Pass_Completed,Platinum,0,EV1896901409,Possession,PuckRetrieval,Platinum,0,0.0,1.0,4.0,7.0,9.0,16.0,save,1,0,0,19.0,126.0,41.0,169.0,0,4.0,7.0,4.0,69.0,79.0,622.0,0,0,1,0,4.0,1,4.0,4.0,4.0,6.0,0,,BO189691293,,,,,0.0,1.0,126.0,454.0,19.0,21.0,25.0,19.0,376.98,,,,,,184.99,,,,,,376.98,376.98,376.98,184.99,184.99,184.99
EV1896902481,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_CausedTurnover,ED165,True,SC01,Defensive,ZN02,SQ1896900129,PL1896912905,EC18969002481,TV1896902481,Platinum,N10008,Velodrome,N10010,0.0,P100202,P100108,3.0,34.0,3.0,34.0,214.0,214.0,3386.0,3386.0,5186.0,2400,1800,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,99.0,5v5,,,u,,0,0,STR01,Francis Forte,N20252026F,6.0,,,ZX0002,,,,,,TB04,5.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901962,Possession,PuckRetrieval,Platinum,1,EV1896901414,Pass,Pass_Completed,Velodrome,0,0.0,2.0,11.0,4.0,19.0,12.0,goal,0,0,0,11.0,134.0,20.0,190.0,0,6.0,15.0,8.0,35.0,42.0,672.0,0,0,1,0,2.0,3,1.0,4.0,12.0,27.0,0,,BO189691314,,,,,0.0,0.0,462.0,134.0,13.0,11.0,33.0,11.0,652.97,,,,,,219.98,,,,,,652.97,652.97,652.97,219.98,219.98,219.98
EV1896901964,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_CausedTurnover,ED165,True,SC01,Defensive,ZN02,SQ1896900079,PL1896907902,EC18969001964,TV1896901964,Platinum,N10008,Velodrome,N10010,0.0,P100039,P100107,3.0,32.0,3.0,32.0,212.0,212.0,2188.0,2188.0,3088.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,75.0,5v5,,,,,0,0,STR01,Nicole Downs,N20252026F,4.0,,,ZX0002,,,,,,TB04,2.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901963,Pass,Pass_Deflected,Platinum,0,EV1896901415,Zone_Entry_Exit,Zone_Exit,Velodrome,1,0.0,1.0,9.0,6.0,16.0,15.0,goal,0,0,0,9.0,136.0,17.0,193.0,0,8.0,18.0,2.0,14.0,23.0,296.0,0,0,1,0,2.0,1,3.0,7.0,14.0,30.0,0,,BO189691317,,,,,2.0,0.0,136.0,464.0,9.0,11.0,35.0,9.0,287.0,,,,,,220.99,,,,,,287.0,287.0,287.0,220.99,220.99,220.99
EV1896901415,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Carried,ED175,True,SC01,Defensive,ZN02,SQ1896900038,PL1896903811,EC18969001415,TV1896901415,Platinum,N10008,Velodrome,N10010,1.0,P100201,,3.0,31.0,3.0,30.0,211.0,210.0,989.0,990.0,989.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,STR01,Garrett Ashcroft,N20252026F,4.0,,,ZX0001,,,,,,TB04,5.0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901964,Zone_Entry_Exit,Zone_Exit,Velodrome,1,EV1896902482,Possession,PuckRetrieval,Platinum,0,1.0,0.0,8.0,7.0,15.0,16.0,goal,0,0,0,8.0,137.0,16.0,194.0,0,9.0,19.0,1.0,25.0,32.0,579.0,0,0,0,0,0.0,2,4.0,8.0,15.0,31.0,0,,BO189691318,,,,,0.0,1.0,137.0,465.0,8.0,10.0,36.0,8.0,196.99,,,,,,,,,,,,196.99,196.99,196.99,,,
EV1896901984,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_Clear,ED167,True,SC01,Defensive,ZN02,SQ1896900074,PL1896907415,EC18969001984,TV1896901984,Platinum,N10008,Velodrome,N10010,0.0,P100025,P100161,2.0,36.0,2.0,36.0,156.0,156.0,2244.0,2244.0,3144.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,21.0,5v5,,,,,0,0,STR01,Andrew Marshall,N20252026F,4.0,,,ZX0004,,,,,,TB04,4.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901983,Possession,PuckRetrieval,Platinum,1,EV1896901985,Turnover,Turnover_Giveaway,Platinum,1,0.0,0.0,12.0,14.0,17.0,18.0,save,0,0,0,,38.0,,25.0,0,3.0,3.0,55.0,45.0,46.0,337.0,0,0,1,0,1.0,2,9.0,6.0,11.0,12.0,0,,BO189691380,,,,,0.0,0.0,38.0,47.0,-1.0,-1.0,14.0,16.0,310.98,,,,,,105.99,,,,,,310.98,310.98,310.98,105.99,105.99,105.99
EV1896901992,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,ZoneExit_CausedTurnover,ED165,True,SC01,Defensive,ZN02,SQ1896900081,PL1896908103,EC18969001992,TV1896901992,Platinum,N10008,Velodrome,N10010,0.0,P100222,"P100039,P100161",2.0,23.0,2.0,23.0,143.0,143.0,2257.0,2257.0,3157.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,86.0,5v5,,,,,0,0,STR01,Joshua Blumberg,N20252026F,4.0,,,ZX0002,,,,,,TB04,3.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896901991,Pass,Pass_Deflected,Velodrome,0,EV1896902517,Possession,PuckRetrieval,Platinum,1,0.0,0.0,30.0,1.0,39.0,4.0,save,0,0,0,,51.0,,46.0,0,2.0,5.0,13.0,19.0,31.0,791.0,0,0,1,0,1.0,1,5.0,9.0,7.0,15.0,0,,BO189691401,,,,,1.0,0.0,51.0,60.0,-1.0,-1.0,27.0,3.0,194.0,,,,,,63.0,105.99,,,,,194.0,194.0,194.0,84.495,63.0,105.99
EV1896902521,18969,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,ED0052,,,True,SC01,Defensive,ZN02,SQ1896900110,PL1896911006,EC18969002521,TV1896902521,Platinum,N10008,Velodrome,N10010,0.0,"P100022,P100117",P100039,2.0,15.0,2.0,15.0,135.0,135.0,3465.0,3465.0,5265.0,2400,1800,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,45.0,5v5,,,,,0,0,STR01,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB04,6.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,EV1896902520,Pass,,Platinum,1,EV1896901997,Pass,Pass_Deflected,Platinum,1,0.0,2.0,22.0,9.0,28.0,15.0,save,0,0,0,,59.0,,57.0,0,4.0,6.0,8.0,9.0,19.0,656.0,0,0,1,0,1.0,5,4.0,5.0,15.0,26.0,0,,BO189691412,,,,,0.0,2.0,59.0,68.0,-1.0,-1.0,5.0,31.0,126.99,381.97,,,,,63.0,,,,,,254.48,126.99,381.97,63.0,63.0,63.0
