shift_player_key,shift_key,game_id,shift_index,player_number,venue,slot,period,shift_duration,situation,strength,stoppage_time,pm_plus_ev,pm_minus_ev,goal_for,goal_against,team_en,opp_en,team_pp,team_pk,player_id,player_name,logical_shift_number,shift_segment,cumulative_shift_duration,running_toi,playing_duration,running_playing_toi,running_video_time,shift_start_running_time,shift_end_running_time,strength_id,period_id,venue_id,situation_id,slot_id,team_id
L18977008604,S18977000086,18977,86,9,home,defense_1,3.0,18.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,0.0,0.0,P100105,Ronnie Pinnell,9,3,67.0,1058.0,18.0,908.0,964.0,959.0,980.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10010
L18977008704,S18977000087,18977,87,9,home,defense_1,3.0,43.0,Full Strength,5v5,110.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100105,Ronnie Pinnell,9,4,110.0,1101.0,-67.0,841.0,982.0,977.0,1023.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10010
L18977008804,S18977000088,18977,88,9,home,defense_1,3.0,55.0,Away EmptyNet,5v6 Away EN,26.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,P100105,Ronnie Pinnell,9,5,165.0,1156.0,29.0,870.0,1025.0,1020.0,1078.0,STR0014,P0003,VN0001,SIT0001,SL0001,N10010
L18977000111,S18977000001,18977,1,11,away,forward_1,1.0,64.0,Full Strength,5v5,22.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,1,1,64.0,64.0,42.0,42.0,0.0,0.0,67.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977000211,S18977000002,18977,2,11,away,forward_1,1.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,1,2,80.0,80.0,16.0,58.0,0.0,0.0,19.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977000411,S18977000004,18977,4,11,away,forward_1,1.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,2,1,27.0,107.0,27.0,85.0,199.0,194.0,224.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977000511,S18977000005,18977,5,11,away,forward_1,1.0,130.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,2,2,157.0,237.0,110.0,195.0,226.0,221.0,354.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977000611,S18977000006,18977,6,11,away,forward_1,1.0,6.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,2,3,163.0,243.0,6.0,201.0,356.0,351.0,360.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977000711,S18977000007,18977,7,11,away,forward_1,1.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,2,4,172.0,252.0,9.0,210.0,362.0,357.0,369.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977001111,S18977000011,18977,11,11,away,forward_1,1.0,81.0,Away PowerPlay,4v5,29.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,P100084,Ty Smith,3,1,81.0,333.0,52.0,262.0,472.0,467.0,551.0,STR0004,P0001,VN0002,SIT0002,SL0003,N10003
L18977001211,S18977000012,18977,12,11,away,forward_1,1.0,11.0,Away PowerPlay,4v5,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,P100084,Ty Smith,3,2,92.0,344.0,11.0,273.0,553.0,548.0,562.0,STR0004,P0001,VN0002,SIT0002,SL0003,N10003
L18977001311,S18977000013,18977,13,11,away,forward_1,1.0,29.0,Away PowerPlay,4v5,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,P100084,Ty Smith,3,3,121.0,373.0,29.0,302.0,564.0,559.0,591.0,STR0004,P0001,VN0002,SIT0002,SL0003,N10003
L18977001411,S18977000014,18977,14,11,away,forward_1,1.0,22.0,Away PowerPlay,4v5,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,P100084,Ty Smith,3,4,143.0,395.0,22.0,324.0,593.0,588.0,613.0,STR0004,P0001,VN0002,SIT0002,SL0003,N10003
L18977001811,S18977000018,18977,18,11,away,forward_1,1.0,93.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,4,1,93.0,488.0,93.0,417.0,730.0,725.0,821.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977001911,S18977000019,18977,19,11,away,forward_1,1.0,23.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,4,2,116.0,511.0,23.0,440.0,823.0,818.0,844.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977002011,S18977000020,18977,20,11,away,forward_1,1.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,4,3,127.0,522.0,11.0,451.0,846.0,841.0,855.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977002111,S18977000021,18977,21,11,away,forward_1,1.0,22.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,4,4,149.0,544.0,22.0,473.0,857.0,852.0,877.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977002211,S18977000022,18977,22,11,away,forward_1,1.0,7.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,0.0,0.0,P100084,Ty Smith,4,5,156.0,551.0,7.0,480.0,879.0,874.0,884.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977002611,S18977000026,18977,26,11,away,forward_1,1.0,12.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,5,1,12.0,563.0,12.0,492.0,995.0,990.0,1005.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977002711,S18977000027,18977,27,11,away,forward_1,1.0,6.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,5,2,18.0,569.0,6.0,498.0,1007.0,1002.0,1011.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977002811,S18977000028,18977,28,11,away,forward_1,1.0,23.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,5,3,41.0,592.0,23.0,521.0,1013.0,1008.0,1034.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977002911,S18977000029,18977,29,11,away,forward_1,1.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,5,4,57.0,608.0,16.0,537.0,1036.0,1031.0,1050.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977003011,S18977000030,18977,30,11,away,forward_1,1.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,5,5,64.0,615.0,7.0,544.0,1052.0,1047.0,1057.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977003111,S18977000031,18977,31,11,away,forward_1,1.0,21.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,5,6,85.0,636.0,21.0,565.0,1059.0,1054.0,1078.0,STR0001,P0001,VN0002,SIT0003,SL0003,N10003
L18977003311,S18977000033,18977,33,11,away,forward_1,2.0,59.0,Full Strength,5v5,18.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,6,1,59.0,695.0,41.0,606.0,0.0,0.0,62.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977003611,S18977000036,18977,36,11,away,forward_1,2.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,7,1,16.0,711.0,16.0,622.0,144.0,139.0,158.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977003711,S18977000037,18977,37,11,away,forward_1,2.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,7,2,25.0,720.0,9.0,631.0,160.0,155.0,167.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977003811,S18977000038,18977,38,11,away,forward_1,2.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,7,3,41.0,736.0,16.0,647.0,169.0,164.0,183.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977003911,S18977000039,18977,39,11,away,forward_1,2.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,7,4,48.0,743.0,7.0,654.0,185.0,180.0,190.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977004011,S18977000040,18977,40,11,away,forward_1,2.0,92.0,Full Strength,5v5,24.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,7,5,140.0,835.0,68.0,722.0,192.0,187.0,282.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977004311,S18977000043,18977,43,11,away,forward_1,2.0,97.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,8,1,97.0,932.0,97.0,819.0,401.0,396.0,496.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977004411,S18977000044,18977,44,11,away,forward_1,2.0,22.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,8,2,119.0,954.0,22.0,841.0,498.0,493.0,518.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977004611,S18977000046,18977,46,11,away,forward_1,2.0,65.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,9,1,65.0,1019.0,65.0,906.0,609.0,604.0,672.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977004711,S18977000047,18977,47,11,away,forward_1,2.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,9,2,92.0,1046.0,27.0,933.0,674.0,669.0,699.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977004811,S18977000048,18977,48,11,away,forward_1,2.0,72.0,Full Strength,5v5,26.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,9,3,164.0,1118.0,46.0,979.0,701.0,696.0,771.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977004911,S18977000049,18977,49,11,away,forward_1,2.0,18.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,9,4,182.0,1136.0,18.0,997.0,773.0,768.0,789.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977005011,S18977000050,18977,50,11,away,forward_1,2.0,13.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,9,5,195.0,1149.0,13.0,1010.0,791.0,786.0,802.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977005311,S18977000053,18977,53,11,away,forward_1,2.0,12.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,10,1,12.0,1161.0,12.0,1022.0,929.0,924.0,939.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977005411,S18977000054,18977,54,11,away,forward_1,2.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,10,2,19.0,1168.0,7.0,1029.0,941.0,936.0,946.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977005511,S18977000055,18977,55,11,away,forward_1,2.0,33.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,10,3,52.0,1201.0,33.0,1062.0,948.0,943.0,979.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977005611,S18977000056,18977,56,11,away,forward_1,2.0,23.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,10,4,75.0,1224.0,23.0,1085.0,981.0,976.0,1002.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977005711,S18977000057,18977,57,11,away,forward_1,2.0,1.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,10,5,76.0,1225.0,1.0,1086.0,1004.0,999.0,1003.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977005811,S18977000058,18977,58,11,away,forward_1,2.0,4.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,0.0,0.0,P100084,Ty Smith,10,6,80.0,1229.0,4.0,1090.0,1005.0,1000.0,1007.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977005911,S18977000059,18977,59,11,away,forward_1,2.0,71.0,Full Strength,5v5,113.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,10,7,151.0,1300.0,-42.0,1048.0,1009.0,1004.0,1078.0,STR0001,P0002,VN0002,SIT0003,SL0003,N10003
L18977006211,S18977000062,18977,62,11,away,forward_1,3.0,39.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,11,1,39.0,1339.0,39.0,1087.0,45.0,40.0,82.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977006311,S18977000063,18977,63,11,away,forward_1,3.0,12.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,11,2,51.0,1351.0,12.0,1099.0,84.0,79.0,94.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977006411,S18977000064,18977,64,11,away,forward_1,3.0,102.0,Full Strength,5v5,32.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,11,3,153.0,1453.0,70.0,1169.0,96.0,91.0,196.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977006611,S18977000066,18977,66,11,away,forward_1,3.0,20.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,12,1,20.0,1473.0,20.0,1189.0,318.0,313.0,336.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977006711,S18977000067,18977,67,11,away,forward_1,3.0,41.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,12,2,61.0,1514.0,41.0,1230.0,338.0,333.0,377.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977006811,S18977000068,18977,68,11,away,forward_1,3.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,12,3,70.0,1523.0,9.0,1239.0,379.0,374.0,386.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977006911,S18977000069,18977,69,11,away,forward_1,3.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,12,4,77.0,1530.0,7.0,1246.0,388.0,383.0,393.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977007011,S18977000070,18977,70,11,away,forward_1,3.0,13.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,12,5,90.0,1543.0,13.0,1259.0,395.0,390.0,406.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977007111,S18977000071,18977,71,11,away,forward_1,3.0,49.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,12,6,139.0,1592.0,49.0,1308.0,408.0,403.0,455.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977007611,S18977000076,18977,76,11,away,forward_1,3.0,49.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,13,1,49.0,1641.0,49.0,1357.0,625.0,620.0,672.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977007711,S18977000077,18977,77,11,away,forward_1,3.0,65.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,13,2,114.0,1706.0,65.0,1422.0,674.0,669.0,737.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977007811,S18977000078,18977,78,11,away,forward_1,3.0,45.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,13,3,159.0,1751.0,45.0,1467.0,739.0,734.0,782.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977007911,S18977000079,18977,79,11,away,forward_1,3.0,15.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,13,4,174.0,1766.0,15.0,1482.0,784.0,779.0,797.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977008511,S18977000085,18977,85,11,away,forward_1,3.0,33.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,14,1,33.0,1799.0,33.0,1515.0,931.0,926.0,962.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977008611,S18977000086,18977,86,11,away,forward_1,3.0,18.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,14,2,51.0,1817.0,18.0,1533.0,964.0,959.0,980.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977008711,S18977000087,18977,87,11,away,forward_1,3.0,43.0,Full Strength,5v5,110.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100084,Ty Smith,14,3,94.0,1860.0,-67.0,1466.0,982.0,977.0,1023.0,STR0001,P0003,VN0002,SIT0003,SL0003,N10003
L18977008811,S18977000088,18977,88,11,away,forward_1,3.0,55.0,Away EmptyNet,5v6 Away EN,26.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,P100084,Ty Smith,14,4,149.0,1915.0,29.0,1495.0,1025.0,1020.0,1078.0,STR0014,P0003,VN0002,SIT0001,SL0003,N10003
L18977000312,S18977000003,18977,3,13,away,forward_2,1.0,119.0,Full Strength,5v5,44.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,1,1,119.0,119.0,75.0,75.0,80.0,75.0,197.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977000612,S18977000006,18977,6,13,away,forward_2,1.0,6.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,2,1,6.0,125.0,6.0,81.0,356.0,351.0,360.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977000712,S18977000007,18977,7,13,away,forward_2,1.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,2,2,15.0,134.0,9.0,90.0,362.0,357.0,369.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977000812,S18977000008,18977,8,13,away,forward_2,1.0,24.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,2,3,39.0,158.0,24.0,114.0,371.0,366.0,393.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977000912,S18977000009,18977,9,13,away,forward_2,1.0,45.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,2,4,84.0,203.0,45.0,159.0,395.0,390.0,438.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977001012,S18977000010,18977,10,13,away,forward_2,1.0,32.0,Full Strength,5v5,13.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,2,5,116.0,235.0,19.0,178.0,440.0,435.0,470.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977001412,S18977000014,18977,14,13,away,forward_2,1.0,22.0,Away PowerPlay,4v5,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,P100047,Nathan Watts,3,1,22.0,257.0,22.0,200.0,593.0,588.0,613.0,STR0004,P0001,VN0002,SIT0002,SL0004,N10003
L18977001512,S18977000015,18977,15,13,away,forward_2,1.0,70.0,Away PowerPlay,4v5,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,P100047,Nathan Watts,3,2,92.0,327.0,70.0,270.0,615.0,610.0,683.0,STR0004,P0001,VN0002,SIT0002,SL0004,N10003
L18977001612,S18977000016,18977,16,13,away,forward_2,1.0,5.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,3,3,97.0,332.0,5.0,275.0,685.0,680.0,688.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977001712,S18977000017,18977,17,13,away,forward_2,1.0,40.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,3,4,137.0,372.0,40.0,315.0,690.0,685.0,728.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977002112,S18977000021,18977,21,13,away,forward_2,1.0,22.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,4,1,22.0,394.0,22.0,337.0,857.0,852.0,877.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977002212,S18977000022,18977,22,13,away,forward_2,1.0,7.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,0.0,0.0,P100047,Nathan Watts,4,2,29.0,401.0,7.0,344.0,879.0,874.0,884.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977002312,S18977000023,18977,23,13,away,forward_2,1.0,77.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,4,3,106.0,478.0,77.0,421.0,886.0,881.0,961.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977002412,S18977000024,18977,24,13,away,forward_2,1.0,23.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,4,4,129.0,501.0,23.0,444.0,963.0,958.0,984.0,STR0001,P0001,VN0002,SIT0003,SL0004,N10003
L18977003412,S18977000034,18977,34,13,away,forward_2,2.0,72.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,5,1,72.0,573.0,72.0,516.0,59.0,54.0,129.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977003512,S18977000035,18977,35,13,away,forward_2,2.0,13.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,5,2,85.0,586.0,13.0,529.0,131.0,126.0,142.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977003612,S18977000036,18977,36,13,away,forward_2,2.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,5,3,101.0,602.0,16.0,545.0,144.0,139.0,158.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977003712,S18977000037,18977,37,13,away,forward_2,2.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,5,4,110.0,611.0,9.0,554.0,160.0,155.0,167.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977004112,S18977000041,18977,41,13,away,forward_2,2.0,104.0,Full Strength,5v5,17.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,6,1,104.0,715.0,87.0,641.0,284.0,279.0,386.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977004212,S18977000042,18977,42,13,away,forward_2,2.0,13.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,0.0,0.0,P100047,Nathan Watts,6,2,117.0,728.0,13.0,654.0,388.0,383.0,399.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977004613,S18977000046,18977,46,13,away,forward_3,2.0,65.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,7,1,65.0,793.0,65.0,719.0,609.0,604.0,672.0,STR0001,P0002,VN0002,SIT0003,SL0005,N10003
L18977004713,S18977000047,18977,47,13,away,forward_3,2.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,7,2,92.0,820.0,27.0,746.0,674.0,669.0,699.0,STR0001,P0002,VN0002,SIT0003,SL0005,N10003
L18977004813,S18977000048,18977,48,13,away,forward_3,2.0,72.0,Full Strength,5v5,26.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,7,3,164.0,892.0,46.0,792.0,701.0,696.0,771.0,STR0001,P0002,VN0002,SIT0003,SL0005,N10003
L18977004913,S18977000049,18977,49,13,away,forward_3,2.0,18.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,7,4,182.0,910.0,18.0,810.0,773.0,768.0,789.0,STR0001,P0002,VN0002,SIT0003,SL0005,N10003
L18977005013,S18977000050,18977,50,13,away,forward_3,2.0,13.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,7,5,195.0,923.0,13.0,823.0,791.0,786.0,802.0,STR0001,P0002,VN0002,SIT0003,SL0005,N10003
L18977005612,S18977000056,18977,56,13,away,forward_2,2.0,23.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,8,1,23.0,946.0,23.0,846.0,981.0,976.0,1002.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977005712,S18977000057,18977,57,13,away,forward_2,2.0,1.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,8,2,24.0,947.0,1.0,847.0,1004.0,999.0,1003.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977005812,S18977000058,18977,58,13,away,forward_2,2.0,4.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,0.0,0.0,P100047,Nathan Watts,8,3,28.0,951.0,4.0,851.0,1005.0,1000.0,1007.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977005912,S18977000059,18977,59,13,away,forward_2,2.0,71.0,Full Strength,5v5,113.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,8,4,99.0,1022.0,-42.0,809.0,1009.0,1004.0,1078.0,STR0001,P0002,VN0002,SIT0003,SL0004,N10003
L18977006213,S18977000062,18977,62,13,away,forward_3,3.0,39.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100047,Nathan Watts,9,1,39.0,1061.0,39.0,848.0,45.0,40.0,82.0,STR0001,P0003,VN0002,SIT0003,SL0005,N10003
