shift_player_key,shift_key,game_id,shift_index,player_number,venue,slot,period,shift_duration,situation,strength,stoppage_time,pm_plus_ev,pm_minus_ev,goal_for,goal_against,team_en,opp_en,team_pp,team_pk,player_id,player_name,logical_shift_number,shift_segment,cumulative_shift_duration,running_toi,playing_duration,running_playing_toi,running_video_time,shift_start_running_time,shift_end_running_time,strength_id,period_id,venue_id,situation_id,slot_id,team_id
L18969000204,S18969000002,18969,2,3,home,defense_1,1.0,79.0,Full Strength,5v5,21.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,1,79.0,79.0,58.0,58.0,82.0,77.0,159.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969000304,S18969000003,18969,3,3,home,defense_1,1.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,2,88.0,88.0,9.0,67.0,161.0,156.0,168.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969000404,S18969000004,18969,4,3,home,defense_1,1.0,29.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,3,117.0,117.0,29.0,96.0,170.0,165.0,197.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969000504,S18969000005,18969,5,3,home,defense_1,1.0,4.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,4,121.0,121.0,4.0,100.0,199.0,194.0,201.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969000604,S18969000006,18969,6,3,home,defense_1,1.0,8.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,5,129.0,129.0,8.0,108.0,203.0,198.0,209.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969000705,S18969000007,18969,7,3,home,defense_2,1.0,102.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,6,231.0,231.0,102.0,210.0,211.0,206.0,311.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969000805,S18969000008,18969,8,3,home,defense_2,1.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,7,238.0,238.0,7.0,217.0,313.0,308.0,318.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969000905,S18969000009,18969,9,3,home,defense_2,1.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,8,254.0,254.0,16.0,233.0,320.0,315.0,334.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001005,S18969000010,18969,10,3,home,defense_2,1.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,9,263.0,263.0,9.0,242.0,336.0,331.0,343.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001105,S18969000011,18969,11,3,home,defense_2,1.0,25.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,10,288.0,288.0,25.0,267.0,345.0,340.0,368.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001205,S18969000012,18969,12,3,home,defense_2,1.0,35.0,Full Strength,5v5,23.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,11,323.0,323.0,12.0,279.0,370.0,365.0,403.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001305,S18969000013,18969,13,3,home,defense_2,1.0,52.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,12,375.0,375.0,52.0,331.0,405.0,400.0,455.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001405,S18969000014,18969,14,3,home,defense_2,1.0,49.0,Full Strength,5v5,12.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,13,424.0,424.0,37.0,368.0,457.0,452.0,504.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001505,S18969000015,18969,15,3,home,defense_2,1.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,14,433.0,433.0,9.0,377.0,506.0,501.0,513.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001605,S18969000016,18969,16,3,home,defense_2,1.0,23.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,15,456.0,456.0,23.0,400.0,515.0,510.0,536.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001705,S18969000017,18969,17,3,home,defense_2,1.0,6.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,16,462.0,462.0,6.0,406.0,538.0,533.0,542.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969001805,S18969000018,18969,18,3,home,defense_2,1.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,1,17,469.0,469.0,7.0,413.0,544.0,539.0,549.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969002405,S18969000024,18969,24,3,home,defense_2,1.0,61.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,2,1,61.0,530.0,61.0,474.0,733.0,728.0,792.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969002505,S18969000025,18969,25,3,home,defense_2,1.0,79.0,Full Strength,5v5,12.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,2,2,140.0,609.0,67.0,541.0,794.0,789.0,871.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969002605,S18969000026,18969,26,3,home,defense_2,1.0,5.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,0.0,0.0,P100023,Alex Considine,2,3,145.0,614.0,5.0,546.0,873.0,868.0,876.0,STR0001,P0001,VN0001,SIT0003,SL0002,N10008
L18969003105,S18969000031,18969,31,3,home,defense_2,2.0,49.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,3,1,49.0,663.0,49.0,595.0,1152.0,1147.0,1199.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969003205,S18969000032,18969,32,3,home,defense_2,2.0,19.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,3,2,68.0,682.0,19.0,614.0,1201.0,1196.0,1218.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969003305,S18969000033,18969,33,3,home,defense_2,2.0,17.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,3,3,85.0,699.0,17.0,631.0,1220.0,1215.0,1235.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969003405,S18969000034,18969,34,3,home,defense_2,2.0,67.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,3,4,152.0,766.0,47.0,678.0,1237.0,1232.0,1302.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004005,S18969000040,18969,40,3,home,defense_2,2.0,20.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,4,1,20.0,786.0,20.0,698.0,1561.0,1556.0,1579.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004105,S18969000041,18969,41,3,home,defense_2,2.0,4.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,4,2,24.0,790.0,4.0,702.0,1581.0,1576.0,1583.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004205,S18969000042,18969,42,3,home,defense_2,2.0,29.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,4,3,53.0,819.0,29.0,731.0,1585.0,1580.0,1612.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004305,S18969000043,18969,43,3,home,defense_2,2.0,38.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,4,4,91.0,857.0,38.0,769.0,1614.0,1609.0,1650.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004405,S18969000044,18969,44,3,home,defense_2,2.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,4,5,118.0,884.0,27.0,796.0,1652.0,1647.0,1677.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004505,S18969000045,18969,45,3,home,defense_2,2.0,12.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,4,6,130.0,896.0,12.0,808.0,1679.0,1674.0,1689.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004605,S18969000046,18969,46,3,home,defense_2,2.0,6.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,4,7,136.0,902.0,6.0,814.0,1691.0,1686.0,1695.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004705,S18969000047,18969,47,3,home,defense_2,2.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,4,8,147.0,913.0,11.0,825.0,1697.0,1692.0,1706.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005405,S18969000054,18969,54,3,home,defense_2,2.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,5,1,16.0,929.0,16.0,841.0,1907.0,1902.0,1921.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005505,S18969000055,18969,55,3,home,defense_2,2.0,14.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,5,2,30.0,943.0,14.0,855.0,1923.0,1918.0,1935.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005605,S18969000056,18969,56,3,home,defense_2,2.0,13.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,5,3,43.0,956.0,13.0,868.0,1937.0,1932.0,1948.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005705,S18969000057,18969,57,3,home,defense_2,2.0,78.0,Full Strength,5v5,23.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,5,4,121.0,1034.0,55.0,923.0,1950.0,1945.0,2026.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005805,S18969000058,18969,58,3,home,defense_2,2.0,11.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,5,5,132.0,1045.0,11.0,934.0,2028.0,2023.0,2037.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969006305,S18969000063,18969,63,3,home,defense_2,2.0,94.0,Away PowerPlay,4v5,24.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,P100023,Alex Considine,6,1,94.0,1139.0,70.0,1004.0,2138.0,2133.0,2230.0,STR0004,P0002,VN0001,SIT0002,SL0002,N10008
L18969006505,S18969000065,18969,65,3,home,defense_2,3.0,35.0,Away PowerPlay,4v5,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,P100023,Alex Considine,7,1,35.0,1174.0,35.0,1039.0,2296.0,2291.0,2329.0,STR0004,P0003,VN0001,SIT0002,SL0002,N10008
L18969006605,S18969000066,18969,66,3,home,defense_2,3.0,48.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,7,2,83.0,1222.0,48.0,1087.0,2331.0,2326.0,2377.0,STR0001,P0003,VN0001,SIT0003,SL0002,N10008
L18969007305,S18969000073,18969,73,3,home,defense_2,3.0,70.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,8,1,70.0,1292.0,70.0,1157.0,2545.0,2540.0,2613.0,STR0001,P0003,VN0001,SIT0003,SL0002,N10008
L18969007405,S18969000074,18969,74,3,home,defense_2,3.0,73.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,8,2,143.0,1365.0,73.0,1230.0,2615.0,2610.0,2686.0,STR0001,P0003,VN0001,SIT0003,SL0002,N10008
L18969007505,S18969000075,18969,75,3,home,defense_2,3.0,13.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,8,3,156.0,1378.0,13.0,1243.0,2688.0,2683.0,2699.0,STR0001,P0003,VN0001,SIT0003,SL0002,N10008
L18969007604,S18969000076,18969,76,3,home,defense_1,3.0,32.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,8,4,188.0,1410.0,32.0,1275.0,2701.0,2696.0,2731.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969008104,S18969000081,18969,81,3,home,defense_1,3.0,50.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,9,1,50.0,1460.0,50.0,1325.0,2856.0,2851.0,2904.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969008204,S18969000082,18969,82,3,home,defense_1,3.0,2.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,9,2,52.0,1462.0,2.0,1327.0,2906.0,2901.0,2906.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969008304,S18969000083,18969,83,3,home,defense_1,3.0,34.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,9,3,86.0,1496.0,34.0,1361.0,2908.0,2903.0,2940.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969008404,S18969000084,18969,84,3,home,defense_1,3.0,22.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,9,4,108.0,1518.0,22.0,1383.0,2942.0,2937.0,2962.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969008504,S18969000085,18969,85,3,home,defense_1,3.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,9,5,124.0,1534.0,16.0,1399.0,2964.0,2959.0,2978.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969008804,S18969000088,18969,88,3,home,defense_1,3.0,58.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,10,1,58.0,1592.0,58.0,1457.0,3049.0,3044.0,3105.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969008904,S18969000089,18969,89,3,home,defense_1,3.0,27.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,10,2,85.0,1619.0,27.0,1484.0,3107.0,3102.0,3132.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969009004,S18969000090,18969,90,3,home,defense_1,3.0,42.0,Full Strength,5v5,0.0,1.0,0.0,1,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,10,3,127.0,1661.0,42.0,1526.0,3134.0,3129.0,3174.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969009104,S18969000091,18969,91,3,home,defense_1,3.0,69.0,Full Strength,5v5,30.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,10,4,196.0,1730.0,39.0,1565.0,3176.0,3171.0,3243.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969009204,S18969000092,18969,92,3,home,defense_1,3.0,15.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,10,5,211.0,1745.0,15.0,1580.0,3245.0,3240.0,3258.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969009304,S18969000093,18969,93,3,home,defense_1,3.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100023,Alex Considine,10,6,220.0,1754.0,9.0,1589.0,3260.0,3255.0,3267.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969000104,S18969000001,18969,1,8,home,defense_1,1.0,82.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,1,1,82.0,82.0,82.0,82.0,0.0,0.0,85.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969000704,S18969000007,18969,7,8,home,defense_1,1.0,102.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,2,1,102.0,184.0,102.0,184.0,211.0,206.0,311.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969000804,S18969000008,18969,8,8,home,defense_1,1.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,2,2,109.0,191.0,7.0,191.0,313.0,308.0,318.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969001504,S18969000015,18969,15,8,home,defense_1,1.0,9.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,1,9.0,200.0,9.0,200.0,506.0,501.0,513.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969001604,S18969000016,18969,16,8,home,defense_1,1.0,23.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,2,32.0,223.0,23.0,223.0,515.0,510.0,536.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969001704,S18969000017,18969,17,8,home,defense_1,1.0,6.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,3,38.0,229.0,6.0,229.0,538.0,533.0,542.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969001804,S18969000018,18969,18,8,home,defense_1,1.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,4,45.0,236.0,7.0,236.0,544.0,539.0,549.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969001904,S18969000019,18969,19,8,home,defense_1,1.0,14.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,5,59.0,250.0,14.0,250.0,551.0,546.0,563.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969002004,S18969000020,18969,20,8,home,defense_1,1.0,18.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,6,77.0,268.0,18.0,268.0,565.0,560.0,581.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969002104,S18969000021,18969,21,8,home,defense_1,1.0,56.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,7,133.0,324.0,56.0,324.0,583.0,578.0,637.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969002204,S18969000022,18969,22,8,home,defense_1,1.0,57.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,8,190.0,381.0,57.0,381.0,639.0,634.0,694.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969002304,S18969000023,18969,23,8,home,defense_1,1.0,37.0,Full Strength,5v5,0.0,0.0,-1.0,0,1,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,3,9,227.0,418.0,37.0,418.0,696.0,691.0,731.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969002704,S18969000027,18969,27,8,home,defense_1,1.0,65.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,4,1,65.0,483.0,45.0,463.0,878.0,873.0,941.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969002804,S18969000028,18969,28,8,home,defense_1,1.0,78.0,Full Strength,5v5,20.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,4,2,143.0,561.0,58.0,521.0,943.0,938.0,1019.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969002904,S18969000029,18969,29,8,home,defense_1,1.0,59.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,4,3,202.0,620.0,59.0,580.0,1021.0,1016.0,1078.0,STR0001,P0001,VN0001,SIT0003,SL0001,N10008
L18969003504,S18969000035,18969,35,8,home,defense_1,2.0,19.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,5,1,19.0,639.0,19.0,599.0,1304.0,1299.0,1321.0,STR0001,P0002,VN0001,SIT0003,SL0001,N10008
L18969003604,S18969000036,18969,36,8,home,defense_1,2.0,33.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,5,2,52.0,672.0,33.0,632.0,1323.0,1318.0,1354.0,STR0001,P0002,VN0001,SIT0003,SL0001,N10008
L18969003704,S18969000037,18969,37,8,home,defense_1,2.0,95.0,Full Strength,5v5,16.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,5,3,147.0,767.0,79.0,711.0,1356.0,1351.0,1449.0,STR0001,P0002,VN0001,SIT0003,SL0001,N10008
L18969003804,S18969000038,18969,38,8,home,defense_1,2.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,5,4,158.0,778.0,11.0,722.0,1451.0,1446.0,1460.0,STR0001,P0002,VN0001,SIT0003,SL0001,N10008
L18969003904,S18969000039,18969,39,8,home,defense_1,2.0,99.0,Full Strength,5v5,24.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,5,5,257.0,877.0,75.0,797.0,1462.0,1457.0,1559.0,STR0001,P0002,VN0001,SIT0003,SL0001,N10008
L18969004805,S18969000048,18969,48,8,home,defense_2,2.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,6,1,7.0,884.0,7.0,804.0,1708.0,1703.0,1713.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969004905,S18969000049,18969,49,8,home,defense_2,2.0,3.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,6,2,10.0,887.0,3.0,807.0,1715.0,1710.0,1716.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005005,S18969000050,18969,50,8,home,defense_2,2.0,18.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,6,3,28.0,905.0,18.0,825.0,1718.0,1713.0,1734.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005105,S18969000051,18969,51,8,home,defense_2,2.0,39.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,6,4,67.0,944.0,39.0,864.0,1736.0,1731.0,1773.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005205,S18969000052,18969,52,8,home,defense_2,2.0,8.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,6,5,75.0,952.0,8.0,872.0,1775.0,1770.0,1781.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005305,S18969000053,18969,53,8,home,defense_2,2.0,124.0,Full Strength,5v5,49.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,6,6,199.0,1076.0,75.0,947.0,1783.0,1778.0,1905.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969005905,S18969000059,18969,59,8,home,defense_2,2.0,32.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,7,1,32.0,1108.0,32.0,979.0,2039.0,2034.0,2069.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969006005,S18969000060,18969,60,8,home,defense_2,2.0,52.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,7,2,84.0,1160.0,52.0,1031.0,2071.0,2066.0,2121.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969006105,S18969000061,18969,61,8,home,defense_2,2.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,7,3,95.0,1171.0,11.0,1042.0,2123.0,2118.0,2132.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969006205,S18969000062,18969,62,8,home,defense_2,2.0,4.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,7,4,99.0,1175.0,4.0,1046.0,2134.0,2129.0,2136.0,STR0001,P0002,VN0001,SIT0003,SL0002,N10008
L18969006704,S18969000067,18969,67,8,home,defense_1,3.0,52.0,Full Strength,5v5,11.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,8,1,52.0,1227.0,41.0,1087.0,2379.0,2374.0,2429.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969006804,S18969000068,18969,68,8,home,defense_1,3.0,16.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,8,2,68.0,1243.0,16.0,1103.0,2431.0,2426.0,2445.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969006904,S18969000069,18969,69,8,home,defense_1,3.0,17.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,8,3,85.0,1260.0,17.0,1120.0,2447.0,2442.0,2462.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969007004,S18969000070,18969,70,8,home,defense_1,3.0,11.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,8,4,96.0,1271.0,11.0,1131.0,2464.0,2459.0,2473.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969007104,S18969000071,18969,71,8,home,defense_1,3.0,7.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,8,5,103.0,1278.0,7.0,1138.0,2475.0,2470.0,2480.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
L18969007204,S18969000072,18969,72,8,home,defense_1,3.0,63.0,Full Strength,5v5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,P100030,Jesse Chambless,8,6,166.0,1341.0,63.0,1201.0,2482.0,2477.0,2543.0,STR0001,P0003,VN0001,SIT0003,SL0001,N10008
