event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,event_running_start,event_running_end,running_video_time,period_start_total_running_seconds,running_intermission_duration,team_venue,team_venue_abv,player_team,home_team_zone,away_team_zone,player_role,side_of_puck,role_number,role_abrev,player_game_number,strength,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,is_goal,is_highlight,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,player_rating,cycle_key,is_cycle,is_rebound,is_zone_entry,is_zone_exit,is_controlled_entry,is_carried_entry,is_controlled_exit,is_carried_exit,is_rush,is_save,is_turnover,is_giveaway,is_bad_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_tipped,is_sog,is_corsi,is_fenwick,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,is_pressured,danger_level,danger_level_id,scoring_chance_key,prev_event_id,prev_event_type,prev_event_detail,prev_event_team,prev_event_same_team,next_event_id,next_event_type,next_event_detail,next_event_team,next_event_same_team,time_since_prev,time_to_next,time_to_next_sog,time_since_last_sog,events_to_next_sog,events_since_last_sog,next_sog_result,led_to_sog,is_pre_shot_event,is_shot_assist,time_to_next_goal,time_since_last_goal,events_to_next_goal,events_since_last_goal,led_to_goal,time_since_zone_entry,events_since_zone_entry,time_since_zone_exit,sequence_event_num,sequence_total_events,sequence_duration,is_sequence_first,is_sequence_last,sequence_has_sog,sequence_has_goal,sequence_shot_count,consecutive_team_events,time_since_possession_change,events_since_possession_change,time_since_faceoff,events_since_faceoff,is_rush_calculated,time_from_entry_to_shot,faceoff_key,faceoff_type,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1897701569,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700051,PL1897705101,EC18977001569,TV1897701569,Velodrome,N10010,HollowBrook,N10003,0.0,P100100,P100201,12.0,43.0,12.0,43.0,763.0,763.0,1637.0,1637.0,2537.0,1200,900,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,26.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB02,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701100,Zone_Entry_Exit,Zone_Exit,HollowBrook,1,EV1897701570,Shot,Shot_OnNetSaved,Velodrome,0,0.0,1.0,1.0,43.0,1.0,32.0,save,0,0,0,81.0,,145.0,,0,8.0,5.0,0.0,2.0,2.0,34.0,0,1,0,0,0.0,2,7.0,3.0,20.0,20.0,0,,FO189771922,after_stoppage,0.0,1.0,-1.0,-1.0,354.0,81.0,34.0,21.0,1091.0,,,,,,1150.88,,,,,,1091.0,1091.0,1091.0,1150.88,1150.88,1150.88
EV1897701583,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700057,PL1897705701,EC18977001583,TV1897701583,Velodrome,N10010,HollowBrook,N10003,0.0,"P100100,P100123",P100201,12.0,5.0,12.0,5.0,725.0,725.0,1675.0,1675.0,2575.0,1200,900,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,26.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB02,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701118,Possession,,HollowBrook,1,EV1897701584,Possession,,HollowBrook,1,1.0,0.0,8.0,10.0,12.0,15.0,save,0,0,0,43.0,,90.0,,0,1.0,2.0,2.0,2.0,2.0,17.0,0,1,0,0,0.0,2,7.0,9.0,38.0,55.0,0,,FO189771977,after_stoppage,0.0,2.0,-1.0,-1.0,316.0,43.0,17.0,84.0,971.0,1273.89,,,,,1026.88,,,,,,1122.445,971.0,1273.89,1026.88,1026.88,1026.88
EV1897701613,18977,2,P02,Faceoff,ET0004,Faceoff_AfterGoal,ED0002,,,,,Neutral,ZN03,SQ1897700047,PL1897704701,EC18977001613,TV1897701613,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100211",P100201,10.0,53.0,10.0,53.0,653.0,653.0,1747.0,1747.0,2647.0,1200,900,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701168,Possession,,HollowBrook,1,EV1897701169,Pass,Pass_Missed,HollowBrook,1,1.0,1.0,9.0,16.0,13.0,21.0,save,0,0,0,244.0,29.0,322.0,41.0,0,15.0,17.0,16.0,27.0,29.0,349.0,0,0,1,0,1.0,5,4.0,5.0,72.0,131.0,0,,FO189772108,after_goal,1.0,1.0,-1.0,29.0,244.0,418.0,89.0,12.0,1220.88,654.0,,,,,939.88,,,,,,937.44,654.0,1220.88,939.88,939.88,939.88
EV1897701178,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700018,PL1897701801,EC18977001178,TV1897701178,Velodrome,N10010,HollowBrook,N10003,0.0,P100100,P100201,10.0,27.0,10.0,27.0,627.0,627.0,573.0,573.0,573.0,0,0,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,26.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB02,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701626,Possession,,Velodrome,0,EV1897701627,Pass,Pass_Completed,Velodrome,0,2.0,0.0,25.0,2.0,33.0,3.0,save,0,0,0,218.0,55.0,292.0,71.0,0,4.0,5.0,7.0,2.0,2.0,13.0,0,1,0,0,0.0,1,8.0,7.0,26.0,30.0,0,,FO189772138,after_stoppage,0.0,1.0,-1.0,55.0,218.0,392.0,14.0,25.0,785.0,,,,,,894.88,,,,,,785.0,785.0,785.0,894.88,894.88,894.88
EV1897701190,18977,1,P01,Faceoff,ET0004,Faceoff_AfterPenalty,ED0003,,,,,Neutral,ZN03,SQ1897700025,PL1897702501,EC18977001190,TV1897701190,Velodrome,N10010,HollowBrook,N10003,0.0,"P100159,P100201",P100084,9.0,38.0,9.0,38.0,578.0,578.0,622.0,622.0,622.0,0,0,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701642,Possession,,HollowBrook,0,EV1897701191,Zone_Entry_Exit,Zone_Exit,Velodrome,1,2.0,0.0,18.0,21.0,24.0,9.0,save,0,0,0,169.0,104.0,244.0,119.0,0,4.0,3.0,14.0,1.0,33.0,289.0,1,0,0,0,0.0,1,4.0,2.0,49.0,48.0,0,,FO189772186,other,0.0,1.0,104.0,-1.0,343.0,169.0,24.0,18.0,601.99,765.88,,,,,1074.88,,,,,,683.935,601.99,765.88,1074.88,1074.88,1074.88
EV1897702108,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700100,PL1897710001,EC18977002108,TV1897702108,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100100,9.0,33.0,9.0,33.0,573.0,573.0,3027.0,3027.0,4827.0,2400,1800,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB03,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701644,Zone_Entry_Exit,Zone_Exit,HollowBrook,0,EV1897702109,Zone_Entry_Exit,Zone_Exit,Velodrome,1,2.0,0.0,13.0,26.0,19.0,14.0,save,0,0,0,164.0,109.0,239.0,124.0,0,4.0,3.0,2.0,2.0,2.0,29.0,0,1,0,0,0.0,1,5.0,5.0,5.0,5.0,0,,FO189772191,after_stoppage,0.0,0.0,109.0,-1.0,338.0,164.0,29.0,13.0,1018.0,,,,,,724.0,,,,,,1018.0,1018.0,1018.0,724.0,724.0,724.0
EV1897701656,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700054,PL1897705401,EC18977001656,TV1897701656,Velodrome,N10010,HollowBrook,N10003,0.0,P100100,P100001,8.0,48.0,8.0,48.0,528.0,528.0,1872.0,1872.0,2772.0,1200,900,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,26.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB03,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701211,Zone_Entry_Exit,Zone_Entry,Velodrome,0,EV1897701212,Pass,Pass_Deflected,Velodrome,0,2.0,1.0,14.0,6.0,20.0,6.0,save,0,0,0,119.0,154.0,182.0,181.0,0,2.0,1.0,7.0,2.0,2.0,32.0,0,1,0,0,0.0,1,14.0,16.0,45.0,57.0,0,,FO189772248,after_stoppage,2.0,1.0,-1.0,154.0,119.0,293.0,6.0,50.0,724.0,,,,,,927.0,,,,,,724.0,724.0,724.0,927.0,927.0,927.0
EV1897702135,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700034,PL1897703401,EC18977002135,TV1897702135,Velodrome,N10010,HollowBrook,N10003,0.0,"P100105,P100201",P100100,8.0,35.0,8.0,35.0,515.0,515.0,3085.0,3085.0,4885.0,2400,1800,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Ronnie Pinnell,N20252026F,5.0,,,,,,,,,TB03,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701663,Pass,Pass_Completed,Velodrome,1,EV1897701222,Shot,Shot_Missed,HollowBrook,0,0.0,1.0,1.0,19.0,2.0,24.0,save,0,0,0,106.0,167.0,164.0,199.0,0,2.0,6.0,8.0,1.0,18.0,489.0,1,0,1,0,1.0,3,2.0,5.0,13.0,18.0,0,,FO189772266,after_stoppage,1.0,0.0,167.0,-1.0,280.0,106.0,19.0,37.0,601.99,673.88,,,,,655.0,,,,,,637.935,601.99,673.88,655.0,655.0,655.0
EV1897701688,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700060,PL1897706001,EC18977001688,TV1897701688,Velodrome,N10010,HollowBrook,N10003,0.0,"P100001,P100224",P100084,7.0,31.0,7.0,31.0,451.0,451.0,1949.0,1949.0,2849.0,1200,900,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB03,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897702180,DeadIce,,HollowBrook,0,EV1897701689,Pass,Pass_Completed,Velodrome,1,6.0,1.0,41.0,6.0,64.0,4.0,save,0,0,0,42.0,231.0,69.0,294.0,0,34.0,42.0,36.0,2.0,2.0,27.0,0,1,0,0,0.0,1,19.0,10.0,64.0,95.0,0,,FO189772361,after_stoppage,6.0,1.0,231.0,-1.0,216.0,42.0,6.0,72.0,787.0,561.99,,,,,909.88,,,,,,674.495,561.99,787.0,909.88,909.88,909.88
EV1897701247,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700027,PL1897702701,EC18977001247,TV1897701247,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100100,7.0,28.0,7.0,28.0,448.0,448.0,752.0,752.0,752.0,0,0,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB03,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701690,Pass,Pass_Completed,Velodrome,1,EV1897701248,Zone_Entry_Exit,Zone_Exit,Velodrome,1,1.0,2.0,38.0,9.0,61.0,7.0,save,0,0,0,39.0,234.0,66.0,297.0,0,37.0,45.0,39.0,1.0,28.0,163.0,1,0,1,0,1.0,4,3.0,3.0,3.0,3.0,0,,FO189772364,after_stoppage,1.0,2.0,234.0,-1.0,213.0,39.0,9.0,69.0,787.0,,,,,,496.0,,,,,,787.0,787.0,787.0,496.0,496.0,496.0
EV1897702181,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700096,PL1897709601,EC18977002181,TV1897702181,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100123",P100201,7.0,13.0,7.0,13.0,433.0,433.0,3167.0,3167.0,4967.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,,,,,,,,,TB03,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701699,Zone_Entry_Exit,Zone_Keepin,Velodrome,0,EV1897701700,Turnover,Turnover_Giveaway,HollowBrook,1,2.0,1.0,23.0,24.0,44.0,24.0,save,0,0,0,24.0,249.0,49.0,314.0,0,9.0,12.0,12.0,2.0,2.0,24.0,0,1,0,0,0.0,1,2.0,2.0,15.0,17.0,0,,FO189772381,after_stoppage,2.0,1.0,-1.0,249.0,24.0,198.0,24.0,54.0,909.88,737.89,,,,,603.88,,,,,,823.885,737.89,909.88,603.88,603.88,603.88
EV1897702201,18977,3,P03,Faceoff,ET0004,Faceoff_AfterGoal,ED0002,,,,,Neutral,ZN03,SQ1897700108,PL1897710801,EC18977002201,TV1897702201,Velodrome,N10010,HollowBrook,N10003,0.0,P100201,P100084,6.0,22.0,6.0,22.0,382.0,382.0,3218.0,3218.0,5018.0,2400,1800,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701287,Possession,,Velodrome,1,EV1897701288,Pass,Pass_Completed,Velodrome,1,0.0,2.0,69.0,18.0,70.0,22.0,save,0,0,0,147.0,27.0,189.0,34.0,0,6.0,7.0,16.0,2.0,2.0,27.0,0,1,0,1,0.0,14,3.0,3.0,51.0,83.0,0,,FO189772464,after_goal,0.0,2.0,300.0,27.0,147.0,285.0,75.0,3.0,554.88,,,,,,795.88,,,,,,554.88,554.88,554.88,795.88,795.88,795.88
EV1897701731,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700064,PL1897706401,EC18977001731,TV1897701731,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100123",P100201,5.0,53.0,5.0,53.0,353.0,353.0,2047.0,2047.0,2947.0,1200,900,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,,,,,,,,,TB03,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897702218,Possession,,Velodrome,0,EV1897701732,Possession,,HollowBrook,1,3.0,0.0,40.0,47.0,38.0,54.0,save,0,0,0,118.0,56.0,157.0,66.0,0,10.0,12.0,19.0,4.0,47.0,327.0,0,0,1,0,3.0,1,5.0,6.0,29.0,32.0,0,,FO189772496,after_stoppage,0.0,2.0,56.0,329.0,256.0,118.0,3.0,11.0,768.88,688.89,,,,,462.88,,,,,,728.885,688.89,768.88,462.88,462.88,462.88
EV1897701301,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700028,PL1897702801,EC18977001301,TV1897701301,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100123",P100201,5.0,28.0,5.0,28.0,328.0,328.0,872.0,872.0,872.0,0,0,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701742,Turnover,Turnover_Takeaway,HollowBrook,1,EV1897701302,Possession,,HollowBrook,1,3.0,0.0,15.0,72.0,18.0,74.0,save,0,0,0,93.0,81.0,137.0,86.0,0,5.0,2.0,10.0,9.0,34.0,389.0,0,0,1,0,1.0,2,3.0,1.0,25.0,20.0,0,,FO189772516,after_stoppage,3.0,0.0,81.0,354.0,231.0,93.0,14.0,36.0,703.88,623.89,,,,,462.88,,,,,,663.885,623.89,703.88,462.88,462.88,462.88
EV1897702227,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700106,PL1897710601,EC18977002227,TV1897702227,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100084,5.0,20.0,5.0,20.0,320.0,320.0,3280.0,3280.0,5080.0,2400,1800,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB03,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701306,Zone_Entry_Exit,Zone_Entry,HollowBrook,0,EV1897701307,Pass,Pass_Missed,HollowBrook,0,0.0,1.0,7.0,80.0,7.0,85.0,save,0,0,0,85.0,89.0,126.0,97.0,0,0.0,1.0,1.0,4.0,4.0,89.0,0,1,0,0,0.0,1,1.0,2.0,8.0,11.0,0,,FO189772527,after_stoppage,0.0,1.0,362.0,89.0,85.0,223.0,22.0,28.0,607.0,,,,,,703.88,,,,,,607.0,607.0,607.0,703.88,703.88,703.88
EV1897702248,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700113,PL1897711301,EC18977002248,TV1897702248,Velodrome,N10010,HollowBrook,N10003,0.0,"P100086,P100100",P100001,4.0,27.0,4.0,27.0,267.0,267.0,3333.0,3333.0,5133.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,26.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB04,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701333,Rebound,Rebound_TeamRecovered,HollowBrook,1,EV1897701334,Pass,Pass_Completed,HollowBrook,1,3.0,1.0,8.0,3.0,12.0,3.0,save,0,0,0,32.0,142.0,44.0,179.0,0,14.0,20.0,20.0,4.0,14.0,121.0,0,0,1,0,2.0,3,17.0,23.0,53.0,82.0,0,,FO189772609,after_stoppage,3.0,1.0,142.0,415.0,170.0,32.0,10.0,24.0,483.98,366.0,,,,,547.0,,,,,,424.99,366.0,483.98,547.0,547.0,547.0
EV1897701782,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700099,PL1897709901,EC18977001782,TV1897701782,Velodrome,N10010,HollowBrook,N10003,0.0,P100201,P100100,4.0,14.0,4.0,14.0,254.0,254.0,2146.0,2146.0,3046.0,1200,900,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897702254,Pass,Pass_Completed,Velodrome,1,EV1897702255,Shot,Shot_OnNetSaved,Velodrome,1,1.0,0.0,0.0,5.0,1.0,5.0,save,0,0,0,19.0,155.0,27.0,196.0,0,4.0,2.0,6.0,11.0,11.0,319.0,0,1,1,0,1.0,5,11.0,11.0,13.0,17.0,0,,FO189772626,after_stoppage,0.0,0.0,428.0,155.0,19.0,157.0,23.0,11.0,266.88,,,,,,366.0,,,,,,266.88,266.88,266.88,366.0,366.0,366.0
EV1897701790,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700065,PL1897706501,EC18977001790,TV1897701790,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100100,3.0,38.0,3.0,38.0,218.0,218.0,2182.0,2182.0,3082.0,1200,900,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701359,Rebound,Rebound_OppTeamRecovered,Velodrome,1,EV1897701791,Pass,Pass_Completed,Velodrome,1,1.0,2.0,14.0,1.0,17.0,3.0,save,0,0,0,121.0,17.0,161.0,11.0,0,32.0,31.0,21.0,1.0,2.0,2.0,1,0,0,0,0.0,3,20.0,15.0,36.0,38.0,0,,FO189772664,after_stoppage,1.0,2.0,17.0,191.0,146.0,121.0,25.0,14.0,396.0,,,,,,279.0,,,,,,396.0,396.0,396.0,279.0,279.0,279.0
EV1897702269,18977,3,P03,Faceoff,ET0004,Faceoff_AfterGoal,ED0002,,,,,Neutral,ZN03,SQ1897700110,PL1897711001,EC18977002269,TV1897702269,Velodrome,N10010,HollowBrook,N10003,0.0,"P100001,P100159",P100100,3.0,30.0,3.0,30.0,210.0,210.0,3390.0,3390.0,5190.0,2400,1800,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701794,Zone_Entry_Exit,Zone_Entry,Velodrome,1,EV1897701795,Shot,Shot_Missed,Velodrome,1,2.0,1.0,6.0,9.0,11.0,9.0,save,0,0,0,113.0,25.0,155.0,17.0,0,2.0,1.0,5.0,13.0,15.0,551.0,0,0,1,0,1.0,3,8.0,6.0,8.0,6.0,0,,FO189772670,after_goal,2.0,1.0,25.0,199.0,138.0,113.0,33.0,6.0,396.0,157.99,,,,,279.0,,,,,,276.995,157.99,396.0,279.0,279.0,279.0
EV1897701802,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700066,PL1897706601,EC18977001802,TV1897701802,Velodrome,N10010,HollowBrook,N10003,0.0,"P100049,P100100",P100001,3.0,4.0,3.0,4.0,184.0,184.0,2216.0,2216.0,3116.0,1200,900,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,26.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB04,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897702284,Possession,,HollowBrook,1,EV1897701803,Possession,,HollowBrook,1,1.0,1.0,24.0,12.0,26.0,8.0,save,0,0,0,87.0,51.0,123.0,49.0,0,16.0,15.0,2.0,2.0,2.0,20.0,0,1,0,0,0.0,3,6.0,3.0,26.0,32.0,0,,FO189772702,after_stoppage,1.0,1.0,225.0,51.0,87.0,112.0,20.0,62.0,142.0,279.0,,,,,315.0,,,,,,210.5,142.0,279.0,315.0,315.0,315.0
EV1897701370,18977,1,P01,Faceoff,ET0004,Faceoff_AfterGoal,ED0002,,,,,Neutral,ZN03,SQ1897700030,PL1897703001,EC18977001370,TV1897701370,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100100,2.0,45.0,2.0,45.0,165.0,165.0,1035.0,1035.0,1035.0,0,0,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB04,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897702292,Zone_Entry_Exit,Zone_Entry,Velodrome,1,EV1897701371,Pass,Pass_Completed,Velodrome,1,1.0,1.0,5.0,31.0,8.0,26.0,save,0,0,0,68.0,70.0,105.0,67.0,0,1.0,1.0,4.0,2.0,2.0,33.0,0,1,0,0,0.0,5,12.0,14.0,19.0,18.0,0,,FO189772720,after_goal,1.0,1.0,70.0,244.0,93.0,68.0,39.0,43.0,225.0,,,,,,48.0,,,,,,225.0,225.0,225.0,48.0,48.0,48.0
EV1897702321,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700123,PL1897712301,EC18977002321,TV1897702321,Velodrome,N10010,HollowBrook,N10003,0.0,P100084,P100201,1.0,39.0,1.0,39.0,99.0,99.0,3501.0,3501.0,5301.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,,,,,,,,,TB05,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701845,Zone_Entry_Exit,Zone_Entry,HollowBrook,1,EV1897701846,Shot,Shot_OnNetSaved,HollowBrook,1,0.0,1.0,1.0,17.0,1.0,19.0,save,0,0,0,2.0,136.0,5.0,167.0,0,0.0,1.0,2.0,4.0,5.0,28.0,0,0,1,0,1.0,2,0.0,2.0,66.0,100.0,0,,FO189772820,after_stoppage,2.0,0.0,310.0,136.0,2.0,27.0,23.0,43.0,299.88,,,,,,207.88,,,,,,299.88,299.88,299.88,207.88,207.88,207.88
