event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,event_running_start,event_running_end,running_video_time,period_start_total_running_seconds,running_intermission_duration,team_venue,team_venue_abv,player_team,home_team_zone,away_team_zone,player_role,side_of_puck,role_number,role_abrev,player_game_number,strength,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,is_goal,is_highlight,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,player_rating,cycle_key,is_cycle,is_rebound,is_zone_entry,is_zone_exit,is_controlled_entry,is_carried_entry,is_controlled_exit,is_carried_exit,is_rush,is_save,is_turnover,is_giveaway,is_bad_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_tipped,is_sog,is_corsi,is_fenwick,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,is_pressured,danger_level,danger_level_id,scoring_chance_key,prev_event_id,prev_event_type,prev_event_detail,prev_event_team,prev_event_same_team,next_event_id,next_event_type,next_event_detail,next_event_team,next_event_same_team,time_since_prev,time_to_next,time_to_next_sog,time_since_last_sog,events_to_next_sog,events_since_last_sog,next_sog_result,led_to_sog,is_pre_shot_event,is_shot_assist,time_to_next_goal,time_since_last_goal,events_to_next_goal,events_since_last_goal,led_to_goal,time_since_zone_entry,events_since_zone_entry,time_since_zone_exit,sequence_event_num,sequence_total_events,sequence_duration,is_sequence_first,is_sequence_last,sequence_has_sog,sequence_has_goal,sequence_shot_count,consecutive_team_events,time_since_possession_change,events_since_possession_change,time_since_faceoff,events_since_faceoff,is_rush_calculated,time_from_entry_to_shot,faceoff_key,faceoff_type,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1896902556,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Offensive,ZN01,SQ1896900143,PL1896914301,EC18969002556,TV1896902556,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100117,1.0,22.0,1.0,22.0,82.0,82.0,3518.0,3518.0,5318.0,2400,1800,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1896902554,DeadIce,,Platinum,0,EV1896902557,Pass,Pass_Completed,Velodrome,1,2.0,3.0,41.0,4.0,39.0,6.0,save,0,0,0,,112.0,,133.0,0,16.0,16.0,19.0,2.0,2.0,1864.0,0,1,0,0,0.0,1,2.0,4.0,2.0,4.0,0,,FO189691488,after_stoppage,2.0,3.0,121.0,112.0,-1.0,-1.0,2.0,16.0,140.98000000000002,,,,,,312.97,,,,,,140.98000000000002,140.98000000000002,140.98000000000002,312.97,312.97,312.97
EV1896902020,18969,2,P02,Faceoff,ET0004,Faceoff_AfterPenalty,ED0003,,,,,Offensive,ZN01,SQ1896900082,PL1896908201,EC18969002020,TV1896902020,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100070",P100117,0.0,55.0,0.0,55.0,55.0,55.0,2345.0,2345.0,3245.0,1200,900,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1896901466,DeadIce,,Velodrome,1,EV1896902021,Possession,,Velodrome,1,7.0,2.0,14.0,31.0,17.0,28.0,save,0,0,0,,139.0,,155.0,0,11.0,6.0,19.0,2.0,2.0,40.0,0,1,0,0,0.0,18,27.0,22.0,27.0,22.0,0,,FO189691510,other,7.0,2.0,148.0,139.0,-1.0,-1.0,7.0,14.0,116.98,57.99,,,,,116.98,,,,,,87.485,57.99,116.98,116.98,116.98,116.98
EV1896902568,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Offensive,ZN01,SQ1896900141,PL1896914101,EC18969002568,TV1896902568,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100117,0.0,50.0,0.0,50.0,50.0,50.0,3550.0,3550.0,5350.0,2400,1800,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1896902023,Possession,,Velodrome,1,EV1896902569,LoosePuck,LoosePuck_Battle,Velodrome,1,1.0,0.0,9.0,36.0,13.0,32.0,save,0,0,0,,144.0,,159.0,0,16.0,10.0,24.0,3.0,3.0,279.0,0,1,0,0,0.0,22,5.0,4.0,5.0,4.0,0,,FO189691514,after_stoppage,1.0,0.0,153.0,144.0,-1.0,-1.0,12.0,9.0,116.98,,,,,,116.98,,,,,,116.98,116.98,116.98,116.98,116.98,116.98
EV1896901467,18969,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Offensive,ZN01,SQ1896900049,PL1896904901,EC18969001467,TV1896901467,Platinum,N10008,Velodrome,N10010,0.0,P100001,P100117,0.0,42.0,0.0,42.0,42.0,42.0,1158.0,1158.0,1158.0,0,0,a,,Velodrome,Defensive,Offensive,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB05,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1896902573,Possession,PuckRecovery,Velodrome,1,EV1896902029,Possession,,Velodrome,1,1.0,0.0,1.0,44.0,2.0,43.0,save,0,0,0,,152.0,,170.0,0,24.0,21.0,32.0,2.0,13.0,195.0,0,0,0,1,0.0,33,8.0,11.0,8.0,11.0,0,,FO189691525,after_stoppage,0.0,1.0,161.0,152.0,-1.0,-1.0,20.0,1.0,116.98,,,,,,116.98,,,,,,116.98,116.98,116.98,116.98,116.98,116.98
EV1896902578,18969,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Defensive,ZN02,SQ1896900131,PL1896913101,EC18969002578,TV1896902578,Platinum,N10008,Velodrome,N10010,0.0,"P100022,P100117",P100001,0.0,31.0,0.0,31.0,31.0,31.0,3569.0,3569.0,5369.0,2400,1800,h,,Platinum,Offensive,Defensive,event_player_1,Offensive,1,e1,45.0,5v5,,,,,0,0,Keegan Mantaro,N20252026F,5.0,,,,,,,,,TB05,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1896902043,Possession,,Velodrome,0,EV1896902039,Zone_Entry_Exit,Zone_Exit,Platinum,1,1.0,1.0,,10.0,,19.0,,0,0,0,,163.0,,191.0,0,5.0,9.0,9.0,2.0,2.0,10.0,0,1,0,0,0.0,1,5.0,8.0,11.0,21.0,0,,FO189691546,after_stoppage,1.0,1.0,163.0,172.0,-1.0,-1.0,10.0,6.0,57.99,116.98,,,,,116.98,,,,,,87.485,57.99,116.98,116.98,116.98,116.98
EV1897701001,18977,1,P01,Faceoff,ET0004,Faceoff_GameStart,ED0004,,,,,Neutral,ZN03,SQ1897700006,PL1897700601,EC18977001001,TV1897701001,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100086",P100001,18.0,0.0,18.0,0.0,1080.0,1080.0,120.0,120.0,120.0,0,0,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,,,,,,,,,TB01,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701458,Intermission,,Velodrome,1,EV1897701459,Faceoff,Faceoff_PeriodStart,Velodrome,1,76.0,0.0,81.0,,88.0,,save,0,0,0,398.0,,472.0,,0,,,,1.0,1.0,0.0,1,1,0,0,0.0,3,,,,,0,,FO189771595,other,76.0,0.0,-1.0,-1.0,398.0,671.0,-1.0,7.0,1914.88,1604.98,,,,,1647.0,,,,,,1759.93,1604.98,1914.88,1647.0,1647.0,1647.0
EV1897701459,18977,2,P02,Faceoff,ET0004,Faceoff_PeriodStart,ED0005,,,,,Neutral,ZN03,SQ1897700042,PL1897704201,EC18977001459,TV1897701459,Velodrome,N10010,HollowBrook,N10003,0.0,"P100159,P100201",P100084,18.0,0.0,18.0,0.0,1080.0,1080.0,1320.0,1320.0,2220.0,1200,900,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,,,,,,,,,TB01,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701001,Faceoff,Faceoff_GameStart,Velodrome,1,EV1897701890,Faceoff,Faceoff_PeriodStart,HollowBrook,0,0.0,0.0,81.0,,87.0,,save,0,0,0,398.0,,471.0,,0,,,,2.0,6.0,1136.0,0,0,0,0,0.0,4,0.0,1.0,0.0,1.0,0,,FO189771596,other,0.0,1.0,-1.0,-1.0,398.0,671.0,-1.0,7.0,1277.99,1592.88,,,,,1914.88,,,,,,1435.435,1277.99,1592.88,1914.88,1914.88,1914.88
EV1897701890,18977,3,P03,Faceoff,ET0004,Faceoff_PeriodStart,ED0005,,,,,Neutral,ZN03,SQ1897700071,PL1897707101,EC18977001890,TV1897701890,Velodrome,N10010,HollowBrook,N10003,0.0,"P100086,P100100",P100201,18.0,0.0,18.0,0.0,1080.0,1080.0,2520.0,2520.0,4320.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,26.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB01,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701459,Faceoff,Faceoff_PeriodStart,Velodrome,0,EV1897701891,Possession,,HollowBrook,1,0.0,1.0,81.0,,86.0,,save,0,0,0,398.0,,470.0,,0,,,,1.0,5.0,1079.0,1,0,0,0,0.0,1,0.0,1.0,0.0,1.0,0,,FO189771597,other,0.0,0.0,-1.0,-1.0,671.0,398.0,-1.0,7.0,1604.98,1340.0,,,,,1592.88,,,,,,1472.49,1340.0,1604.98,1592.88,1592.88,1592.88
EV1897701463,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700039,PL1897703901,EC18977001463,TV1897701463,Velodrome,N10010,HollowBrook,N10003,0.0,P100201,P100084,17.0,35.0,17.0,35.0,1055.0,1055.0,1345.0,1345.0,2245.0,1200,900,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB01,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701905,Turnover,Turnover_Takeaway,Velodrome,1,EV1897701464,Pass,Pass_Completed,Velodrome,1,2.0,2.0,56.0,,60.0,,save,0,0,0,373.0,,444.0,,0,20.0,19.0,5.0,2.0,2.0,18.0,0,1,0,0,0.0,2,2.0,1.0,25.0,26.0,0,,FO189771623,after_stoppage,2.0,2.0,-1.0,-1.0,373.0,646.0,10.0,18.0,1592.88,,,,,,1914.88,,,,,,1592.88,1592.88,1592.88,1914.88,1914.88,1914.88
EV1897701009,18977,1,P01,Faceoff,ET0004,Faceoff,ED0001,,,,,Neutral,ZN03,SQ1897700008,PL1897700801,EC18977001009,TV1897701009,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100084,17.0,23.0,17.0,23.0,1043.0,1043.0,157.0,157.0,157.0,0,0,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,,,,,,,,,TB01,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701910,Pass,Pass_Completed,Velodrome,1,EV1897701472,Zone_Entry_Exit,Zone_Keepin,Velodrome,1,1.0,0.0,44.0,,46.0,,save,0,0,0,361.0,,430.0,,0,7.0,6.0,17.0,2.0,21.0,674.0,0,0,0,0,0.0,2,2.0,2.0,12.0,14.0,0,,FO189771637,other,0.0,1.0,-1.0,-1.0,361.0,634.0,22.0,6.0,1647.0,,,,,,1914.88,,,,,,1647.0,1647.0,1647.0,1914.88,1914.88,1914.88
EV1897701914,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700078,PL1897707801,EC18977001914,TV1897701914,Velodrome,N10010,HollowBrook,N10003,0.0,"P100001,P100159",P100084,16.0,52.0,16.0,52.0,1012.0,1012.0,2588.0,2588.0,4388.0,2400,1800,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB01,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701024,Possession,,HollowBrook,0,EV1897701915,Possession,,Velodrome,1,2.0,1.0,13.0,,17.0,,save,0,0,0,330.0,,401.0,,0,6.0,3.0,9.0,5.0,9.0,566.0,0,0,0,0,0.0,1,2.0,2.0,31.0,29.0,0,,FO189771666,after_stoppage,2.0,1.0,-1.0,-1.0,330.0,603.0,19.0,13.0,1583.0,1109.99,,,,,1791.88,,,,,,1346.495,1109.99,1583.0,1791.88,1791.88,1791.88
EV1897701482,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700035,PL1897703501,EC18977001482,TV1897701482,Velodrome,N10010,HollowBrook,N10003,0.0,"P100159,P100201",P100100,16.0,40.0,16.0,40.0,1000.0,1000.0,1400.0,1400.0,2300.0,1200,900,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB01,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701030,Zone_Entry_Exit,Zone_Entry,HollowBrook,0,EV1897701483,Possession,,Velodrome,1,0.0,0.0,1.0,,3.0,,save,0,0,0,318.0,,387.0,,0,0.0,1.0,5.0,2.0,2.0,31.0,0,1,0,0,0.0,1,4.0,4.0,12.0,14.0,0,,FO189771680,after_stoppage,0.0,0.0,-1.0,-1.0,318.0,591.0,31.0,1.0,982.99,1488.88,,,,,1295.0,,,,,,1235.935,982.99,1488.88,1295.0,1295.0,1295.0
EV1897701035,18977,1,P01,Faceoff,ET0004,Faceoff,ED0001,,,,,Neutral,ZN03,SQ1897700014,PL1897701401,EC18977001035,TV1897701035,Velodrome,N10010,HollowBrook,N10003,0.0,"P100108,P100201",P100100,16.0,15.0,16.0,15.0,975.0,975.0,225.0,225.0,225.0,0,0,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB01,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701496,Pass,Pass_Missed,HollowBrook,0,EV1897701036,Possession,,Velodrome,1,3.0,0.0,1.0,8.0,2.0,5.0,save,0,0,0,293.0,,355.0,,0,11.0,10.0,15.0,1.0,2.0,190.0,1,0,0,0,0.0,1,18.0,16.0,25.0,32.0,0,,FO189771712,other,3.0,0.0,-1.0,-1.0,293.0,566.0,9.0,9.0,996.9,1488.88,,,,,1295.0,,,,,,1242.89,996.9,1488.88,1295.0,1295.0,1295.0
EV1897701935,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700080,PL1897708001,EC18977001935,TV1897701935,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100088",P100001,16.0,7.0,16.0,7.0,967.0,967.0,2633.0,2633.0,4433.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB01,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701039,Turnover,Turnover_Takeaway,Velodrome,0,EV1897701040,Stoppage,Stoppage_Play,Velodrome,0,0.0,1.0,1.0,7.0,2.0,10.0,save,0,0,0,285.0,,343.0,,0,19.0,22.0,23.0,3.0,3.0,99.0,0,1,0,0,0.0,1,0.0,1.0,8.0,12.0,0,,FO189771724,after_stoppage,0.0,0.0,-1.0,-1.0,558.0,285.0,17.0,1.0,1724.88,1655.88,,,,,1516.0,,,,,,1690.38,1655.88,1724.88,1516.0,1516.0,1516.0
EV1897701940,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700082,PL1897708201,EC18977001940,TV1897701940,Velodrome,N10010,HollowBrook,N10003,0.0,"P100084,P100088",P100001,15.0,51.0,15.0,51.0,951.0,951.0,2649.0,2649.0,4449.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,,,,,,,,,TB01,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701507,Turnover,Turnover_Takeaway,HollowBrook,1,EV1897701941,Shot,Shot_OnNetSaved,HollowBrook,1,0.0,1.0,1.0,15.0,1.0,8.0,save,0,0,0,269.0,,333.0,,0,35.0,32.0,5.0,2.0,2.0,15.0,0,1,0,0,0.0,2,0.0,1.0,16.0,10.0,0,,FO189771734,after_stoppage,0.0,1.0,-1.0,-1.0,542.0,269.0,15.0,63.0,1724.88,1655.88,,,,,1516.0,,,,,,1690.38,1655.88,1724.88,1516.0,1516.0,1516.0
EV1897701041,18977,1,P01,Faceoff,ET0004,Faceoff,ED0001,,,,,Neutral,ZN03,SQ1897700003,PL1897700301,EC18977001041,TV1897701041,Velodrome,N10010,HollowBrook,N10003,0.0,"P100201,P100230",P100100,15.0,40.0,15.0,40.0,940.0,940.0,260.0,260.0,260.0,0,0,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB01,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701946,Pass,Pass_Missed,HollowBrook,0,EV1897701513,Zone_Entry_Exit,Zone_Entry,Velodrome,1,2.0,0.0,85.0,10.0,91.0,11.0,save,0,0,0,258.0,,321.0,,0,9.0,8.0,3.0,3.0,3.0,125.0,0,1,0,0,0.0,1,3.0,2.0,11.0,12.0,0,,FO189771746,other,0.0,1.0,-1.0,-1.0,258.0,531.0,26.0,52.0,1416.88,865.89,,,,,1223.0,,,,,,1141.385,865.89,1416.88,1223.0,1223.0,1223.0
EV1897701536,18977,2,P02,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700049,PL1897704901,EC18977001536,TV1897701536,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100084,14.0,22.0,14.0,22.0,862.0,862.0,1538.0,1538.0,2438.0,1200,900,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB02,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701072,Zone_Entry_Exit,Zone_Exit,HollowBrook,0,EV1897701073,Pass,Pass_Completed,HollowBrook,0,2.0,3.0,7.0,88.0,8.0,94.0,save,0,0,0,180.0,,238.0,,0,19.0,8.0,2.0,2.0,2.0,24.0,0,1,0,0,0.0,1,2.0,2.0,78.0,83.0,0,,FO189771829,after_stoppage,2.0,3.0,-1.0,-1.0,180.0,453.0,23.0,6.0,1353.0,,,,,,1574.88,,,,,,1353.0,1353.0,1353.0,1574.88,1574.88,1574.88
EV1897701975,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700090,PL1897709001,EC18977001975,TV1897701975,Velodrome,N10010,HollowBrook,N10003,0.0,P100201,P100100,14.0,16.0,14.0,16.0,856.0,856.0,2744.0,2744.0,4544.0,2400,1800,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB02,STR01,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701079,DeadIce,,Velodrome,1,EV1897701075,Zone_Entry_Exit,Zone_Entry,HollowBrook,0,0.0,1.0,1.0,94.0,2.0,100.0,save,0,0,0,174.0,,232.0,,0,25.0,14.0,1.0,1.0,2.0,579.0,1,0,0,0,0.0,3,6.0,6.0,6.0,6.0,0,,FO189771835,after_stoppage,0.0,0.0,-1.0,-1.0,174.0,447.0,29.0,2.0,1297.88,,,,,,1091.0,,,,,,1297.88,1297.88,1297.88,1091.0,1091.0,1091.0
EV1897701080,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700010,PL1897701001,EC18977001080,TV1897701080,Velodrome,N10010,HollowBrook,N10003,0.0,P100001,P100084,13.0,50.0,13.0,50.0,830.0,830.0,370.0,370.0,370.0,0,0,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,70.0,5v5,,,,,0,0,Sam Downs,N20252026F,4.0,,,,,,,,,TB02,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701549,Possession,,Velodrome,1,EV1897701550,Pass,Pass_Completed,Velodrome,1,3.0,0.0,15.0,15.0,23.0,9.0,save,0,0,0,148.0,,214.0,,0,23.0,12.0,27.0,3.0,3.0,26.0,0,1,0,0,0.0,4,11.0,4.0,26.0,18.0,0,,FO189771853,after_stoppage,0.0,0.0,-1.0,-1.0,148.0,421.0,24.0,16.0,1353.0,,,,,,1455.88,,,,,,1353.0,1353.0,1353.0,1455.88,1455.88,1455.88
EV1897701978,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700085,PL1897708501,EC18977001978,TV1897701978,Velodrome,N10010,HollowBrook,N10003,0.0,"P100100,P100201",,13.0,49.0,13.0,49.0,829.0,829.0,2771.0,2771.0,4571.0,2400,1800,h,,Velodrome,Neutral,Neutral,event_player_1,Offensive,1,e1,42.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB02,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701551,Possession,,Velodrome,1,EV1897701081,Possession,,Velodrome,1,1.0,1.0,14.0,16.0,20.0,12.0,save,0,0,0,147.0,,211.0,,0,24.0,15.0,28.0,13.0,14.0,124.0,0,0,0,0,0.0,7,1.0,3.0,1.0,3.0,0,,FO189771856,after_stoppage,1.0,1.0,-1.0,-1.0,147.0,420.0,25.0,15.0,1091.0,1150.88,,,,,,,,,,,1120.94,1091.0,1150.88,,,
EV1897701092,18977,1,P01,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700015,PL1897701501,EC18977001092,TV1897701092,Velodrome,N10010,HollowBrook,N10003,0.0,P100084,P100001,13.0,14.0,13.0,14.0,794.0,794.0,406.0,406.0,406.0,0,0,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,11.0,5v5,,,,,0,0,Ty Smith,N20252026F,4.0,,,,,,,,,TB02,STR01,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701568,DeadIce,,HollowBrook,1,EV1897701093,Turnover,Turnover_Giveaway,HollowBrook,1,3.0,9.0,32.0,12.0,24.0,9.0,save,0,0,0,112.0,,168.0,,0,10.0,4.0,22.0,2.0,2.0,20.0,0,1,0,0,0.0,4,6.0,3.0,35.0,43.0,0,,FO189771899,after_stoppage,3.0,9.0,-1.0,-1.0,385.0,112.0,3.0,52.0,1455.88,,,,,,1261.0,,,,,,1455.88,1455.88,1455.88,1261.0,1261.0,1261.0
EV1897701993,18977,3,P03,Faceoff,ET0004,Faceoff_AfterStoppage,,,,,,Neutral,ZN03,SQ1897700092,PL1897709201,EC18977001993,TV1897701993,Velodrome,N10010,HollowBrook,N10003,0.0,"P100049,P100100",P100201,13.0,3.0,13.0,3.0,783.0,783.0,2817.0,2817.0,4617.0,2400,1800,a,,HollowBrook,Neutral,Neutral,event_player_1,Offensive,1,e1,26.0,5v5,,,,,0,0,Nate Flint,N20252026F,4.0,,,,,,,,,TB02,STR01,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,EV1897701094,Possession,,HollowBrook,1,EV1897701095,Pass,Pass_Completed,HollowBrook,1,1.0,1.0,21.0,23.0,21.0,12.0,save,0,0,0,101.0,,165.0,,0,21.0,7.0,33.0,2.0,2.0,23.0,0,1,0,0,0.0,7,2.0,2.0,11.0,3.0,0,,FO189771902,after_stoppage,1.0,1.0,-1.0,-1.0,374.0,101.0,14.0,41.0,888.0,1091.0,,,,,1150.88,,,,,,989.5,888.0,1091.0,1150.88,1150.88,1150.88
