player_game_key,game_id,player_id,player_name,giveaways,takeaways,giveaways_bad,giveaways_neutral,giveaways_good,turnover_diff_adjusted,turnovers_oz,turnovers_nz,turnovers_dz,giveaway_rate_per_60,takeaway_rate_per_60,def_shots_against,def_goals_against,def_entries_allowed,def_exits_denied,def_times_beat_deke,def_times_beat_speed,def_times_beat_total,def_takeaways,def_forced_turnovers,def_zone_clears,def_blocked_shots,def_interceptions,def_stick_checks,def_poke_checks,def_body_checks,def_coverage_assignments,def_battles_won,def_battles_lost,poke_checks,stick_checks,block_attempts,blocked_shots_play,pressures,contains,forechecks,backchecks,box_outs,man_on_man,in_lane,force_wide,separate_from_puck
PG1897700022,18977,P100161,Galen Wood,5,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15.86,3.17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1897700023,18977,P100198,Maxwell Donaty,7,1,1.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1897700024,18977,P100201,Garrett Ashcroft,8,0,1.0,4.0,3.0,0.0,3.0,4.0,1.0,18.08,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1897700025,18977,P100211,Noel Black,6,1,1.0,3.0,2.0,1.0,2.0,3.0,1.0,18.9,3.15,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1897700026,18977,P100224,Kaitlyn Shain,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.39,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1897700027,18977,P100230,Jennifer Valente,5,0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,19.46,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100001,18981,P100001,Sam Downs,3,2,0.0,1.0,2.0,2.0,2.0,1.0,0.0,8.4,5.6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100002,18981,P100002,Kevin White,9,0,1.0,4.0,4.0,0.0,4.0,4.0,1.0,35.88,0.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100003,18981,P100016,Wyatt Crandall,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.14,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100004,18981,P100039,Nicole Downs,2,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.86,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100005,18981,P100061,Eric Larson,9,1,1.0,4.0,4.0,1.0,4.0,4.0,1.0,20.48,2.28,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100006,18981,P100066,Brock Lofgren,6,2,1.0,3.0,2.0,2.0,2.0,3.0,1.0,14.25,4.75,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100007,18981,P100070,Hayden Perea,7,2,1.0,3.0,3.0,2.0,3.0,3.0,1.0,15.3,4.37,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100008,18981,P100071,Andy Alm,5,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15.04,3.01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100009,18981,P100072,Bobby Dickinson,2,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100010,18981,P100074,Marko Somersalmi,13,4,2.0,6.0,5.0,4.0,5.0,6.0,2.0,29.87,9.19,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100011,18981,P100078,Kyle Popovich,4,1,0.0,2.0,2.0,1.0,2.0,2.0,0.0,8.33,2.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100012,18981,P100079,Joe Lopez,7,1,1.0,3.0,3.0,1.0,3.0,3.0,1.0,13.76,1.97,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100013,18981,P100093,Pat Major,7,1,1.0,3.0,3.0,1.0,3.0,3.0,1.0,18.13,2.59,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100014,18981,P100105,Ronnie Pinnell,10,0,2.0,5.0,3.0,0.0,3.0,5.0,2.0,38.83,0.0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100015,18981,P100108,Robert Mayfield,8,2,1.0,4.0,3.0,2.0,3.0,4.0,1.0,23.13,5.78,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100016,18981,P100111,Michelle Freddolino,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100017,18981,P100119,Eric Elliott,8,1,1.0,4.0,3.0,1.0,3.0,4.0,1.0,17.35,2.17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100018,18981,P100132,Nick Ciampoli,4,1,0.0,2.0,2.0,1.0,2.0,2.0,0.0,15.57,3.89,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100019,18981,P100138,Thane Gilmore,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100020,18981,P100159,Josh Cronk,8,0,1.0,4.0,3.0,0.0,3.0,4.0,1.0,24.7,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100021,18981,P100161,Galen Wood,2,4,0.0,1.0,1.0,4.0,1.0,1.0,0.0,7.72,15.43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100022,18981,P100164,Zachary Coleman,6,0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,17.9,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100023,18981,P100197,Samuel Yetsko,15,3,3.0,7.0,5.0,3.0,5.0,7.0,3.0,32.32,6.46,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100024,18981,P100198,Maxwell Donaty,8,1,1.0,4.0,3.0,1.0,3.0,4.0,1.0,22.66,2.83,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100025,18981,P100201,Garrett Ashcroft,2,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.22,0.0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100026,18981,P100224,Kaitlyn Shain,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.22,4.22,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898100027,18981,P100230,Jennifer Valente,3,0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,11.02,0.0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898700001,18987,P100001,Sam Downs,15,9,3.0,7.0,5.0,9.0,5.0,7.0,3.0,31.95,19.17,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1
PG1898700002,18987,P100002,Kevin White,12,2,2.0,6.0,4.0,2.0,4.0,6.0,2.0,25.62,4.27,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0
PG1898700003,18987,P100004,Cesar Shinall,2,3,0.0,1.0,1.0,3.0,1.0,1.0,0.0,7.02,10.54,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PG1898700004,18987,P100009,Graham Peters,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.13,0.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898700005,18987,P100016,Wyatt Crandall,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898700006,18987,P100031,Christopher Mihlon,3,2,0.0,1.0,2.0,2.0,2.0,1.0,0.0,9.77,6.52,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
PG1898700007,18987,P100032,Trevor Chavez,18,4,3.0,9.0,6.0,4.0,6.0,9.0,3.0,35.05,7.79,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,1,3
PG1898700008,18987,P100033,Taylor Rogalsky,12,1,2.0,6.0,4.0,1.0,4.0,6.0,2.0,30.15,2.51,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PG1898700009,18987,P100034,Colin Brewster,11,2,2.0,5.0,4.0,2.0,4.0,5.0,2.0,26.92,4.89,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
PG1898700010,18987,P100039,Nicole Downs,2,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.51,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG1898700011,18987,P100064,James Rynearson,4,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,12.78,0.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PG1898700012,18987,P100080,Steve Klyn,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PG1898700013,18987,P100099,Colby Rasplicka,5,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,15.1,6.04,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
PG1898700014,18987,P100105,Ronnie Pinnell,14,3,2.0,7.0,5.0,3.0,5.0,7.0,2.0,33.47,7.17,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
PG1898700015,18987,P100108,Robert Mayfield,13,2,2.0,6.0,5.0,2.0,5.0,6.0,2.0,26.62,4.1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,1
PG1898700016,18987,P100128,Brody Keene,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.97,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
PG1898700017,18987,P100132,Nick Ciampoli,6,1,1.0,3.0,2.0,1.0,2.0,3.0,1.0,17.97,3.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
PG1898700018,18987,P100170,Kennen Newsham,4,2,0.0,2.0,2.0,2.0,2.0,2.0,0.0,8.34,4.17,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
PG1898700019,18987,P100185,Samson Leifer,5,3,1.0,2.0,2.0,3.0,2.0,2.0,1.0,12.42,7.45,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,1
PG1898700020,18987,P100198,Maxwell Donaty,6,4,1.0,3.0,2.0,4.0,2.0,3.0,1.0,13.76,9.17,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,7,4,7
PG1898700021,18987,P100201,Garrett Ashcroft,4,2,0.0,2.0,2.0,2.0,2.0,2.0,0.0,9.29,4.65,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
PG1898700022,18987,P100214,Ryan Kiehl,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.1,3.05,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
PG1898700023,18987,P100223,Richie Villanueva,6,0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,24.32,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
