game_id,game_date_str,game_time,season,home_team_id,away_team_id,home_team_name,away_team_name,home_goals,away_goals,game_type,game_url
18619,2025-07-13 00:00:00,18:45:00,2025,N10022,N10023,Red,Green,4,5,Regular,https://www.noradhockey.com/event/18619/
10063,2025-04-27 00:00:00,,20242025,N10003,N10009,HollowBrook,Triple J,1,2,Playoffs,https://www.noradhockey.com/event/tbd-vs-tbd-3/
10074,2025-04-13 00:00:00,,20242025,N10008,N10003,Platinum,HollowBrook,2,4,Playoffs,https://www.noradhockey.com/event/tbd-vs-tbd/
10073,2025-04-13 00:00:00,,20242025,N10004,N10009,Nelson,Triple J,4,7,Playoffs,https://www.noradhockey.com/event/tbd-vs-tbd-2/
10066,2025-04-06 00:00:00,,20242025,N10008,N10004,Platinum,Nelson,3,4,Playoffs,https://www.noradhockey.com/event/platinum-vs-nelson/
10065,2025-04-06 00:00:00,,20242025,N10003,N10005,HollowBrook,OS Offices,9,0,Playoffs,https://www.noradhockey.com/event/hollowbrook-vs-os-offices/
10064,2025-04-06 00:00:00,,20242025,N10001,N10009,Amos,Triple J,1,2,Playoffs,https://www.noradhockey.com/event/amos-vs-triple-j/
10069,2025-03-30 00:00:00,,20242025,N10008,N10002,Platinum,Ace,12,2,Playoffs,https://www.noradhockey.com/event/platinum-vs-ace/
10068,2025-03-30 00:00:00,,20242025,N10003,N10007,HollowBrook,Outlaws,6,2,Playoffs,https://www.noradhockey.com/event/hollowbrook-vs-outlaws/
10067,2025-03-30 00:00:00,,20242025,N10001,N10006,Amos,Orphans,5,3,Playoffs,https://www.noradhockey.com/event/amos-vs-orphans/
10072,2025-03-23 00:00:00,,20242025,N10004,N10002,Nelson,Ace,7,4,Playoffs,https://www.noradhockey.com/event/seed-6-vs-seed-9/
10071,2025-03-23 00:00:00,,20242025,N10005,N10007,OS Offices,Outlaws,5,4,Playoffs,https://www.noradhockey.com/event/seed-5-vs-seed-8/
10070,2025-03-23 00:00:00,,20242025,N10009,N10006,Triple J,Orphans,5,1,Playoffs,https://www.noradhockey.com/event/seed-4-vs-seed-7/
18001,2025-03-16 00:00:00,,20242025,N10004,N10007,Nelson,Outlaws,0,3,Regular,https://www.noradhockey.com/event/18001/
18000,2025-03-16 00:00:00,,20242025,N10001,N10006,Amos,Orphans,7,2,Regular,https://www.noradhockey.com/event/18000/
17999,2025-03-16 00:00:00,,20242025,N10005,N10002,OS Offices,Ace,5,6,Regular,https://www.noradhockey.com/event/17999/
17998,2025-03-16 00:00:00,,20242025,N10008,N10009,Platinum,Triple J,4,3,Regular,https://www.noradhockey.com/event/17998/
18051,2025-03-09 00:00:00,,20242025,N10003,N10006,HollowBrook,Orphans,4,3,Regular,https://www.noradhockey.com/event/18051/
18050,2025-03-09 00:00:00,,20242025,N10004,N10002,Nelson,Ace,4,4,Regular,https://www.noradhockey.com/event/18050/
18049,2025-03-09 00:00:00,,20242025,N10001,N10009,Amos,Triple J,4,6,Regular,https://www.noradhockey.com/event/18049/
18048,2025-03-09 00:00:00,,20242025,N10005,N10008,OS Offices,Platinum,3,6,Regular,https://www.noradhockey.com/event/18048/
18046,2025-03-02 00:00:00,,20242025,N10004,N10007,Nelson,Outlaws,6,3,Regular,https://www.noradhockey.com/event/18046/
18045,2025-03-02 00:00:00,,20242025,N10001,N10006,Amos,Orphans,7,5,Regular,https://www.noradhockey.com/event/18045/
18044,2025-03-02 00:00:00,,20242025,N10005,N10002,OS Offices,Ace,3,4,Regular,https://www.noradhockey.com/event/18044/
18043,2025-03-02 00:00:00,,20242025,N10008,N10009,Platinum,Triple J,3,1,Regular,https://www.noradhockey.com/event/18043/
18041,2025-02-23 00:00:00,,20242025,N10001,N10003,Amos,HollowBrook,6,5,Regular,https://www.noradhockey.com/event/18041/
18040,2025-02-23 00:00:00,,20242025,N10005,N10007,OS Offices,Outlaws,2,2,Regular,https://www.noradhockey.com/event/18040/
18039,2025-02-23 00:00:00,,20242025,N10008,N10006,Platinum,Orphans,5,5,Regular,https://www.noradhockey.com/event/18039/
18038,2025-02-23 00:00:00,,20242025,N10009,N10002,Triple J,Ace,4,1,Regular,https://www.noradhockey.com/event/18038/
18036,2025-02-09 00:00:00,,20242025,N10005,N10004,OS Offices,Nelson,2,4,Regular,https://www.noradhockey.com/event/18036/
18035,2025-02-09 00:00:00,,20242025,N10008,N10003,Platinum,HollowBrook,2,2,Regular,https://www.noradhockey.com/event/18035/
18034,2025-02-09 00:00:00,,20242025,N10009,N10007,Triple J,Outlaws,4,9,Regular,https://www.noradhockey.com/event/18034/
18033,2025-02-09 00:00:00,,20242025,N10002,N10006,Ace,Orphans,7,4,Regular,https://www.noradhockey.com/event/18033/
18031,2025-02-02 00:00:00,,20242025,N10008,N10001,Platinum,Amos,3,4,Regular,https://www.noradhockey.com/event/18031/
18030,2025-02-02 00:00:00,,20242025,N10009,N10004,Triple J,Nelson,2,5,Regular,https://www.noradhockey.com/event/18030/
18029,2025-02-02 00:00:00,,20242025,N10002,N10003,Ace,HollowBrook,4,8,Regular,https://www.noradhockey.com/event/18029/
18028,2025-02-02 00:00:00,,20242025,N10006,N10007,Orphans,Outlaws,5,4,Regular,https://www.noradhockey.com/event/18028/
18025,2025-01-26 00:00:00,,20242025,N10002,N10001,Ace,Amos,2,8,Regular,https://www.noradhockey.com/event/18025/
18024,2025-01-26 00:00:00,,20242025,N10006,N10004,Orphans,Nelson,7,1,Regular,https://www.noradhockey.com/event/18024/
18023,2025-01-26 00:00:00,,20242025,N10007,N10003,Outlaws,HollowBrook,0,7,Regular,https://www.noradhockey.com/event/18023/
10826,2025-01-26 00:00:00,,20242025,N10009,N10005,Triple J,OS Offices,3,4,Regular,https://www.noradhockey.com/event/10826/
18021,2025-01-12 00:00:00,,20242025,N10002,N10008,Ace,Platinum,0,10,Regular,https://www.noradhockey.com/event/18021/
18020,2025-01-12 00:00:00,,20242025,N10006,N10005,Orphans,OS Offices,1,2,Regular,https://www.noradhockey.com/event/18020/
18019,2025-01-12 00:00:00,,20242025,N10007,N10001,Outlaws,Amos,5,3,Regular,https://www.noradhockey.com/event/18019/
18018,2025-01-12 00:00:00,,20242025,N10003,N10004,HollowBrook,Nelson,6,6,Regular,https://www.noradhockey.com/event/18018/
18016,2025-01-05 00:00:00,,20242025,N10006,N10009,Orphans,Triple J,2,5,Regular,https://www.noradhockey.com/event/18016/
18015,2025-01-05 00:00:00,,20242025,N10007,N10008,Outlaws,Platinum,0,4,Regular,https://www.noradhockey.com/event/18015/
18014,2025-01-05 00:00:00,,20242025,N10003,N10005,HollowBrook,OS Offices,2,4,Regular,https://www.noradhockey.com/event/18014/
18013,2025-01-05 00:00:00,,20242025,N10004,N10001,Nelson,Amos,11,2,Regular,https://www.noradhockey.com/event/18013/
17955,2024-12-29 00:00:00,,20242025,N10001,N10006,Amos,Orphans,2,4,Regular,https://www.noradhockey.com/event/17955/
18011,2024-12-22 00:00:00,,20242025,N10007,N10002,Outlaws,Ace,5,5,Regular,https://www.noradhockey.com/event/18011/
18010,2024-12-22 00:00:00,,20242025,N10003,N10009,HollowBrook,Triple J,3,4,Regular,https://www.noradhockey.com/event/18010/
18009,2024-12-22 00:00:00,,20242025,N10004,N10008,Nelson,Platinum,4,4,Regular,https://www.noradhockey.com/event/18009/
18008,2024-12-22 00:00:00,,20242025,N10001,N10005,Amos,OS Offices,4,7,Regular,https://www.noradhockey.com/event/18008/
18006,2024-12-15 00:00:00,,20242025,N10003,N10006,HollowBrook,Orphans,5,2,Regular,https://www.noradhockey.com/event/18006/
18005,2024-12-15 00:00:00,,20242025,N10004,N10002,Nelson,Ace,8,6,Regular,https://www.noradhockey.com/event/18005/
18004,2024-12-15 00:00:00,,20242025,N10001,N10009,Amos,Triple J,5,7,Regular,https://www.noradhockey.com/event/18004/
18003,2024-12-15 00:00:00,,20242025,N10005,N10008,OS Offices,Platinum,4,7,Regular,https://www.noradhockey.com/event/18003/
17996,2024-11-24 00:00:00,,20242025,N10001,N10003,Amos,HollowBrook,2,4,Regular,https://www.noradhockey.com/event/17996/
17995,2024-11-24 00:00:00,,20242025,N10005,N10007,OS Offices,Outlaws,2,3,Regular,https://www.noradhockey.com/event/17995/
17994,2024-11-24 00:00:00,,20242025,N10008,N10006,Platinum,Orphans,4,4,Regular,https://www.noradhockey.com/event/17994/
17993,2024-11-24 00:00:00,,20242025,N10009,N10002,Triple J,Ace,8,3,Regular,https://www.noradhockey.com/event/17993/
17991,2024-11-17 00:00:00,,20242025,N10005,N10004,OS Offices,Nelson,5,5,Regular,https://www.noradhockey.com/event/17991/
17990,2024-11-17 00:00:00,,20242025,N10008,N10003,Platinum,HollowBrook,5,2,Regular,https://www.noradhockey.com/event/17990/
17989,2024-11-17 00:00:00,,20242025,N10009,N10007,Triple J,Outlaws,6,4,Regular,https://www.noradhockey.com/event/17989/
17988,2024-11-17 00:00:00,,20242025,N10002,N10006,Ace,Orphans,3,6,Regular,https://www.noradhockey.com/event/17988/
17986,2024-11-10 00:00:00,,20242025,N10008,N10001,Platinum,Amos,4,5,Regular,https://www.noradhockey.com/event/17986/
17985,2024-11-10 00:00:00,,20242025,N10009,N10004,Triple J,Nelson,2,2,Regular,https://www.noradhockey.com/event/17985/
17984,2024-11-10 00:00:00,,20242025,N10002,N10003,Ace,HollowBrook,2,8,Regular,https://www.noradhockey.com/event/17984/
17983,2024-11-10 00:00:00,,20242025,N10006,N10007,Orphans,Outlaws,6,5,Regular,https://www.noradhockey.com/event/17983/
17981,2024-11-03 00:00:00,,20242025,N10009,N10005,Triple J,OS Offices,4,6,Regular,https://www.noradhockey.com/event/17981/
17980,2024-11-03 00:00:00,,20242025,N10002,N10001,Ace,Amos,3,4,Regular,https://www.noradhockey.com/event/17980/
17979,2024-11-03 00:00:00,,20242025,N10006,N10004,Orphans,Nelson,5,4,Regular,https://www.noradhockey.com/event/17979/
17978,2024-11-03 00:00:00,,20242025,N10007,N10003,Outlaws,HollowBrook,0,9,Regular,https://www.noradhockey.com/event/17978/
17976,2024-10-27 00:00:00,,20242025,N10002,N10008,Ace,Platinum,2,9,Regular,https://www.noradhockey.com/event/17976/
17975,2024-10-27 00:00:00,,20242025,N10006,N10005,Orphans,OS Offices,3,2,Regular,https://www.noradhockey.com/event/17975/
17974,2024-10-27 00:00:00,,20242025,N10007,N10001,Outlaws,Amos,0,5,Regular,https://www.noradhockey.com/event/17974/
17973,2024-10-27 00:00:00,,20242025,N10003,N10004,HollowBrook,Nelson,5,2,Regular,https://www.noradhockey.com/event/17973/
17971,2024-10-20 00:00:00,,20242025,N10006,N10009,Orphans,Triple J,4,6,Regular,https://www.noradhockey.com/event/17971/
17970,2024-10-20 00:00:00,,20242025,N10007,N10008,Outlaws,Platinum,5,4,Regular,https://www.noradhockey.com/event/17970/
17969,2024-10-20 00:00:00,,20242025,N10003,N10005,HollowBrook,OS Offices,2,4,Regular,https://www.noradhockey.com/event/17969/
17968,2024-10-20 00:00:00,,20242025,N10004,N10001,Nelson,Amos,1,10,Regular,https://www.noradhockey.com/event/17968/
