game_id,game_date_str,game_time,season,home_team_id,away_team_id,home_team_name,away_team_name,home_goals,away_goals,game_type,game_url
17966,2024-10-13 00:00:00,,20242025,N10007,N10002,Outlaws,Ace,2,2,Regular,https://www.noradhockey.com/event/17966/
17965,2024-10-13 00:00:00,,20242025,N10003,N10009,HollowBrook,Triple J,5,4,Regular,https://www.noradhockey.com/event/17965/
17964,2024-10-13 00:00:00,,20242025,N10004,N10008,Nelson,Platinum,2,3,Regular,https://www.noradhockey.com/event/17964/
17963,2024-10-13 00:00:00,,20242025,N10001,N10005,Amos,OS Offices,2,6,Regular,https://www.noradhockey.com/event/17963/
17961,2024-10-06 00:00:00,,20242025,N10003,N10006,HollowBrook,Orphans,5,5,Regular,https://www.noradhockey.com/event/17961/
17960,2024-10-06 00:00:00,,20242025,N10004,N10002,Nelson,Ace,8,4,Regular,https://www.noradhockey.com/event/17960/
17959,2024-10-06 00:00:00,,20242025,N10001,N10009,Amos,Triple J,3,1,Regular,https://www.noradhockey.com/event/17959/
17958,2024-10-06 00:00:00,,20242025,N10005,N10008,OS Offices,Platinum,2,5,Regular,https://www.noradhockey.com/event/17958/
17956,2024-09-29 00:00:00,,20242025,N10004,N10007,Nelson,Outlaws,9,6,Regular,https://www.noradhockey.com/event/17956/
17954,2024-09-29 00:00:00,,20242025,N10005,N10002,OS Offices,Ace,5,1,Regular,https://www.noradhockey.com/event/17954/
17953,2024-09-29 00:00:00,,20242025,N10008,N10009,Platinum,Triple J,3,6,Regular,https://www.noradhockey.com/event/17953/
17951,2024-09-22 00:00:00,,20242025,N10001,N10003,Amos,HollowBrook,4,4,Regular,https://www.noradhockey.com/event/17951/
17950,2024-09-22 00:00:00,,20242025,N10005,N10007,OS Offices,Outlaws,5,4,Regular,https://www.noradhockey.com/event/17950/
17949,2024-09-22 00:00:00,,20242025,N10008,N10006,Platinum,Orphans,10,3,Regular,https://www.noradhockey.com/event/17949/
17948,2024-09-22 00:00:00,,20242025,N10009,N10002,Triple J,Ace,7,4,Regular,https://www.noradhockey.com/event/17948/
17946,2024-09-15 00:00:00,,20242025,N10005,N10004,OS Offices,Nelson,8,5,Regular,https://www.noradhockey.com/event/17946/
17945,2024-09-15 00:00:00,,20242025,N10008,N10003,Platinum,HollowBrook,1,4,Regular,https://www.noradhockey.com/event/17945/
17944,2024-09-15 00:00:00,,20242025,N10009,N10007,Triple J,Outlaws,3,3,Regular,https://www.noradhockey.com/event/17944/
17943,2024-09-15 00:00:00,,20242025,N10002,N10006,Ace,Orphans,0,4,Regular,https://www.noradhockey.com/event/17943/
17941,2024-09-08 00:00:00,,20242025,N10008,N10001,Platinum,Amos,6,2,Regular,https://www.noradhockey.com/event/17941/
17940,2024-09-08 00:00:00,,20242025,N10009,N10004,Triple J,Nelson,1,3,Regular,https://www.noradhockey.com/event/17940/
17939,2024-09-08 00:00:00,,20242025,N10002,N10003,Ace,HollowBrook,4,2,Regular,https://www.noradhockey.com/event/17939/
17938,2024-09-08 00:00:00,,20242025,N10006,N10007,Orphans,Outlaws,6,3,Regular,https://www.noradhockey.com/event/17938/
17936,2024-09-01 00:00:00,,20242025,N10009,N10005,Triple J,OS Offices,4,4,Regular,https://www.noradhockey.com/event/17936/
17935,2024-09-01 00:00:00,,20242025,N10002,N10001,Ace,Amos,3,7,Regular,https://www.noradhockey.com/event/17935/
17934,2024-09-01 00:00:00,,20242025,N10006,N10004,Orphans,Nelson,5,7,Regular,https://www.noradhockey.com/event/17934/
17933,2024-09-01 00:00:00,,20242025,N10007,N10003,Outlaws,HollowBrook,1,7,Regular,https://www.noradhockey.com/event/17933/
17931,2024-08-25 00:00:00,,20242025,N10002,N10008,Ace,Platinum,5,12,Regular,https://www.noradhockey.com/event/17931/
17930,2024-08-25 00:00:00,,20242025,N10006,N10005,Orphans,OS Offices,1,6,Regular,https://www.noradhockey.com/event/17930/
17929,2024-08-25 00:00:00,,20242025,N10007,N10001,Outlaws,Amos,1,6,Regular,https://www.noradhockey.com/event/17929/
17928,2024-08-25 00:00:00,,20242025,N10003,N10004,HollowBrook,Nelson,6,4,Regular,https://www.noradhockey.com/event/17928/
17926,2024-08-18 00:00:00,,20242025,N10006,N10009,Orphans,Triple J,1,6,Regular,https://www.noradhockey.com/event/17926/
17925,2024-08-18 00:00:00,,20242025,N10007,N10008,Outlaws,Platinum,2,6,Regular,https://www.noradhockey.com/event/17925/
17924,2024-08-18 00:00:00,,20242025,N10003,N10005,HollowBrook,OS Offices,6,2,Regular,https://www.noradhockey.com/event/17924/
17923,2024-08-18 00:00:00,,20242025,N10004,N10001,Nelson,Amos,0,6,Regular,https://www.noradhockey.com/event/17923/
17921,2024-08-11 00:00:00,,20242025,N10007,N10002,Outlaws,Ace,4,5,Regular,https://www.noradhockey.com/event/17921/
17920,2024-08-11 00:00:00,,20242025,N10003,N10009,HollowBrook,Triple J,2,2,Regular,https://www.noradhockey.com/event/17920/
17919,2024-08-11 00:00:00,,20242025,N10004,N10008,Nelson,Platinum,3,8,Regular,https://www.noradhockey.com/event/17919/
17918,2024-08-11 00:00:00,,20242025,N10001,N10005,Amos,OS Offices,4,5,Regular,https://www.noradhockey.com/event/17918/
10019,2024-05-12 00:00:00,,20232024,N10003,N10001,HollowBrook,Amos,3,0,Playoffs,https://www.noradhockey.com/event/event-12/
10018,2024-05-11 00:00:00,,20232024,N10005,N10001,OS Offices,Amos,3,4,Playoffs,https://www.noradhockey.com/event/event-11/
10036,2024-05-09 00:00:00,,20232024,N10003,N10005,HollowBrook,OS Offices,2,1,Playoffs,https://www.noradhockey.com/event/event-5/
10017,2024-05-08 00:00:00,,20232024,N10001,N10004,Amos,Nelson,7,4,Playoffs,https://www.noradhockey.com/event/event-10/
10016,2024-05-05 00:00:00,,20232024,N10008,N10001,Platinum,Amos,2,6,Playoffs,https://www.noradhockey.com/event/event-8/
10046,2024-05-05 00:00:00,,20232024,N10004,N10009,Nelson,Triple J,4,1,Playoffs,https://www.noradhockey.com/event/event-9/
10052,2024-05-02 00:00:00,,20232024,N10005,N10008,OS Offices,Platinum,5,4,Playoffs,https://www.noradhockey.com/event/event-4/
10035,2024-05-02 00:00:00,,20232024,N10004,N10003,Nelson,HollowBrook,2,6,Playoffs,https://www.noradhockey.com/event/event-3/
10015,2024-04-30 00:00:00,,20232024,N10006,N10001,Orphans,Amos,4,5,Playoffs,https://www.noradhockey.com/event/event-6/
10003,2024-04-30 00:00:00,,20232024,N10009,N10002,Triple J,Ace,6,4,Playoffs,https://www.noradhockey.com/event/event-7/
10014,2024-04-28 00:00:00,,20232024,N10001,N10003,Amos,HollowBrook,2,4,Playoffs,https://www.noradhockey.com/event/event/
10045,2024-04-28 00:00:00,,20232024,N10006,N10004,Orphans,Nelson,3,5,Playoffs,https://www.noradhockey.com/event/nelson-company/
10051,2024-04-28 00:00:00,,20232024,N10005,N10009,OS Offices,Triple J,6,2,Playoffs,https://www.noradhockey.com/event/event-2/
16894,2024-04-21 00:00:00,,20232024,N10003,N10002,HollowBrook,Ace,10,4,Regular,https://www.noradhockey.com/event/16894/
16893,2024-04-21 00:00:00,,20232024,N10008,N10004,Platinum,Nelson,8,2,Regular,https://www.noradhockey.com/event/16893/
16892,2024-04-21 00:00:00,,20232024,N10001,N10006,Amos,Orphans,3,2,Regular,https://www.noradhockey.com/event/16892/
16890,2024-04-21 00:00:00,,20232024,N10008,N10001,Platinum,Amos,3,7,Regular,https://www.noradhockey.com/event/16890/
16895,2024-04-21 00:00:00,,20232024,N10009,N10005,Triple J,OS Offices,3,5,Regular,https://www.noradhockey.com/event/16895/
16891,2024-04-14 00:00:00,,20232024,N10005,N10002,OS Offices,Ace,7,4,Regular,https://www.noradhockey.com/event/16891/
16888,2024-04-14 00:00:00,,20232024,N10009,N10003,Triple J,HollowBrook,4,5,Regular,https://www.noradhockey.com/event/16888/
16889,2024-04-14 00:00:00,,20232024,N10004,N10006,Nelson,Orphans,5,8,Regular,https://www.noradhockey.com/event/16889/
16887,2024-04-07 00:00:00,,20232024,N10006,N10005,Orphans,OS Offices,2,5,Regular,https://www.noradhockey.com/event/16887/
16886,2024-04-07 00:00:00,,20232024,N10003,N10008,HollowBrook,Platinum,4,6,Regular,https://www.noradhockey.com/event/16886/
16885,2024-04-07 00:00:00,,20232024,N10004,N10002,Nelson,Ace,3,0,Regular,https://www.noradhockey.com/event/16885/
16884,2024-04-07 00:00:00,,20232024,N10009,N10001,Triple J,Amos,6,2,Regular,https://www.noradhockey.com/event/16884/
16874,2024-03-31 00:00:00,,20232024,N10002,N10005,Ace,OS Offices,8,4,Regular,https://www.noradhockey.com/event/16874/
16883,2024-03-24 00:00:00,,20232024,N10006,N10009,Orphans,Triple J,0,1,Regular,https://www.noradhockey.com/event/16883/
16881,2024-03-24 00:00:00,,20232024,N10004,N10003,Nelson,HollowBrook,6,7,Regular,https://www.noradhockey.com/event/16881/
16873,2024-03-24 00:00:00,,20232024,N10008,N10001,Platinum,Amos,5,5,Regular,https://www.noradhockey.com/event/16873/
16880,2024-03-17 00:00:00,,20232024,N10001,N10002,Amos,Ace,4,8,Regular,https://www.noradhockey.com/event/16880/
16872,2024-03-17 00:00:00,,20232024,N10004,N10006,Nelson,Orphans,2,5,Regular,https://www.noradhockey.com/event/16872/
16871,2024-03-10 00:00:00,,20232024,N10001,N10006,Amos,Orphans,3,5,Regular,https://www.noradhockey.com/event/16871/
16875,2024-03-10 00:00:00,,20232024,N10009,N10003,Triple J,HollowBrook,3,4,Regular,https://www.noradhockey.com/event/16875/
16868,2024-03-03 00:00:00,,20232024,N10008,N10004,Platinum,Nelson,5,3,Regular,https://www.noradhockey.com/event/16868/
16870,2024-03-03 00:00:00,,20232024,N10009,N10005,Triple J,OS Offices,4,2,Regular,https://www.noradhockey.com/event/16870/
16869,2024-03-03 00:00:00,,20232024,N10002,N10003,Ace,HollowBrook,3,5,Regular,https://www.noradhockey.com/event/16869/
16867,2024-02-25 00:00:00,,20232024,N10003,N10001,HollowBrook,Amos,5,3,Regular,https://www.noradhockey.com/event/16867/
16866,2024-02-25 00:00:00,,20232024,N10004,N10005,Nelson,OS Offices,3,10,Regular,https://www.noradhockey.com/event/16866/
16865,2024-02-25 00:00:00,,20232024,N10009,N10008,Triple J,Platinum,4,4,Regular,https://www.noradhockey.com/event/16865/
16864,2024-02-25 00:00:00,,20232024,N10002,N10006,Ace,Orphans,2,6,Regular,https://www.noradhockey.com/event/16864/
16882,2024-02-24 00:00:00,,20232024,N10005,N10008,OS Offices,Platinum,3,4,Regular,https://www.noradhockey.com/event/16882/
16863,2024-02-18 00:00:00,,20232024,N10003,N10008,HollowBrook,Platinum,4,0,Regular,https://www.noradhockey.com/event/16863/
16862,2024-02-11 00:00:00,,20232024,N10002,N10004,Ace,Nelson,10,7,Regular,https://www.noradhockey.com/event/16862/
16858,2024-02-11 00:00:00,,20232024,N10004,N10003,Nelson,HollowBrook,0,4,Regular,https://www.noradhockey.com/event/16858/
16860,2024-02-04 00:00:00,,20232024,N10006,N10005,Orphans,OS Offices,0,3,Regular,https://www.noradhockey.com/event/16860/
16857,2024-02-04 00:00:00,,20232024,N10002,N10001,Ace,Amos,3,7,Regular,https://www.noradhockey.com/event/16857/
16861,2024-02-04 00:00:00,,20232024,N10009,N10001,Triple J,Amos,0,5,Regular,https://www.noradhockey.com/event/16861/
16859,2024-01-28 00:00:00,,20232024,N10005,N10008,OS Offices,Platinum,6,2,Regular,https://www.noradhockey.com/event/16859/
16856,2024-01-28 00:00:00,,20232024,N10006,N10009,Orphans,Triple J,6,2,Regular,https://www.noradhockey.com/event/16856/
16855,2024-01-21 00:00:00,,20232024,N10001,N10004,Amos,Nelson,6,2,Regular,https://www.noradhockey.com/event/16855/
16854,2024-01-21 00:00:00,,20232024,N10008,N10006,Platinum,Orphans,4,6,Regular,https://www.noradhockey.com/event/16854/
16853,2024-01-21 00:00:00,,20232024,N10005,N10003,OS Offices,HollowBrook,5,4,Regular,https://www.noradhockey.com/event/16853/
16852,2024-01-21 00:00:00,,20232024,N10009,N10002,Triple J,Ace,7,7,Regular,https://www.noradhockey.com/event/16852/
16847,2024-01-07 00:00:00,,20232024,N10005,N10004,OS Offices,Nelson,3,2,Regular,https://www.noradhockey.com/event/16847/
16851,2024-01-07 00:00:00,,20232024,N10008,N10002,Platinum,Ace,7,7,Regular,https://www.noradhockey.com/event/16851/
16850,2024-01-07 00:00:00,,20232024,N10004,N10009,Nelson,Triple J,0,5,Regular,https://www.noradhockey.com/event/16850/
16849,2024-01-07 00:00:00,,20232024,N10001,N10005,Amos,OS Offices,5,3,Regular,https://www.noradhockey.com/event/16849/
10034,2024-01-07 00:00:00,,20232024,N10006,N10003,Orphans,HollowBrook,8,3,Regular,https://www.noradhockey.com/event/world-orphans-at-hollowbrook-dental-2/
16846,2023-12-31 00:00:00,,20232024,N10003,N10001,HollowBrook,Amos,1,7,Regular,https://www.noradhockey.com/event/16846/
16830,2023-12-31 00:00:00,,20232024,N10002,N10009,Ace,Triple J,2,5,Regular,https://www.noradhockey.com/event/16830/
16845,2023-12-24 00:00:00,,20232024,N10006,N10002,Orphans,Ace,6,3,Regular,https://www.noradhockey.com/event/16845/
16842,2023-12-24 00:00:00,,20232024,N10001,N10005,Amos,OS Offices,3,9,Regular,https://www.noradhockey.com/event/16842/
16829,2023-12-24 00:00:00,,20232024,N10005,N10003,OS Offices,HollowBrook,5,5,Regular,https://www.noradhockey.com/event/16829/
16841,2023-12-17 00:00:00,,20232024,N10006,N10003,Orphans,HollowBrook,9,5,Regular,https://www.noradhockey.com/event/16841/
16844,2023-12-17 00:00:00,,20232024,N10009,N10008,Triple J,Platinum,2,8,Regular,https://www.noradhockey.com/event/16844/
16828,2023-12-17 00:00:00,,20232024,N10001,N10004,Amos,Nelson,7,0,Regular,https://www.noradhockey.com/event/16828/
16840,2023-12-10 00:00:00,,20232024,N10008,N10002,Platinum,Ace,7,6,Regular,https://www.noradhockey.com/event/16840/
16843,2023-12-10 00:00:00,,20232024,N10004,N10009,Nelson,Triple J,3,5,Regular,https://www.noradhockey.com/event/16843/
16827,2023-12-10 00:00:00,,20232024,N10008,N10001,Platinum,Amos,5,2,Regular,https://www.noradhockey.com/event/16827/
16826,2023-12-03 00:00:00,,20232024,N10004,N10006,Nelson,Orphans,5,6,Regular,https://www.noradhockey.com/event/16826/
16839,2023-12-03 00:00:00,,20232024,N10004,N10002,Nelson,Ace,3,6,Regular,https://www.noradhockey.com/event/16839/
16838,2023-12-03 00:00:00,,20232024,N10001,N10009,Amos,Triple J,2,4,Regular,https://www.noradhockey.com/event/16838/
16837,2023-12-03 00:00:00,,20232024,N10006,N10005,Orphans,OS Offices,6,3,Regular,https://www.noradhockey.com/event/16837/
16836,2023-12-03 00:00:00,,20232024,N10003,N10008,HollowBrook,Platinum,3,5,Regular,https://www.noradhockey.com/event/16836/
16824,2023-11-26 00:00:00,,20232024,N10002,N10005,Ace,OS Offices,3,5,Regular,https://www.noradhockey.com/event/16824/
16834,2023-11-26 00:00:00,,20232024,N10001,N10002,Amos,Ace,8,3,Regular,https://www.noradhockey.com/event/16834/
16823,2023-11-19 00:00:00,,20232024,N10002,N10003,Ace,HollowBrook,5,6,Regular,https://www.noradhockey.com/event/16823/
16833,2023-11-19 00:00:00,,20232024,N10006,N10009,Orphans,Triple J,3,3,Regular,https://www.noradhockey.com/event/16833/
16832,2023-11-19 00:00:00,,20232024,N10005,N10008,OS Offices,Platinum,1,5,Regular,https://www.noradhockey.com/event/16832/
10033,2023-11-12 00:00:00,,20232024,N10004,N10003,Nelson,HollowBrook,4,3,Regular,https://www.noradhockey.com/event/nelson-co-at-hollowbrook-dental/
16822,2023-11-12 00:00:00,,20232024,N10008,N10004,Platinum,Nelson,7,3,Regular,https://www.noradhockey.com/event/16822/
16831,2023-11-12 00:00:00,,20232024,N10008,N10006,Platinum,Orphans,3,2,Regular,https://www.noradhockey.com/event/16831/
16821,2023-11-05 00:00:00,,20232024,N10001,N10006,Amos,Orphans,5,2,Regular,https://www.noradhockey.com/event/16821/
16819,2023-11-05 00:00:00,,20232024,N10003,N10001,HollowBrook,Amos,7,7,Regular,https://www.noradhockey.com/event/16819/
10032,2023-11-05 00:00:00,,20232024,N10009,N10003,Triple J,HollowBrook,4,5,Regular,https://www.noradhockey.com/event/triple-j-at-hollowbrook-dental/
16816,2023-11-05 00:00:00,,20232024,N10005,N10004,OS Offices,Nelson,7,1,Regular,https://www.noradhockey.com/event/16816/
16818,2023-10-29 00:00:00,,20232024,N10002,N10006,Ace,Orphans,5,4,Regular,https://www.noradhockey.com/event/16818/
