event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,shift_key,linked_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,event_running_start,event_running_end,running_video_time,period_start_total_running_seconds,running_intermission_duration,team_venue,team_venue_abv,player_team,home_team_zone,away_team_zone,player_role,side_of_puck,role_number,role_abrev,player_game_number,strength,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,puck_x_start,puck_y_start,puck_x_end,puck_y_end,player_x,player_y,is_goal,is_highlight,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,cycle_key,is_cycle,is_rush,is_rebound,is_breakout,is_zone_entry,is_zone_exit,is_shot,is_save,is_turnover,is_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_sog,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,is_pressured,danger_level,danger_level_id,scoring_chance_key,zone_exit_key,exit_method
EV1896901009,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900105,PL1896910504,EC18969001009,TV1896909002,SH1896900001,LV1896909002,Platinum,N10008,Velodrome,N10010,0.0,"P100070,P100161",,17.0,41.0,,,1061.0,1061.0,14.0,19.0,19.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,52.0,5v5,,,,,,,,,,,0,,Hayden Perea,N20252026F,5.0,,,ZX0007,,,,,,TB01,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690009,other
EV1896901019,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900105,PL1896910506,EC18969001019,TV1896909003,SH1896900001,LV1896909003,Platinum,N10008,Velodrome,N10010,0.0,"P100025,P100192",,17.0,20.0,,,1040.0,1040.0,35.0,40.0,40.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,21.0,5v5,,,,,,,,,,,0,,Andrew Marshall,N20252026F,4.0,,,ZX0007,,,,,,TB01,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690019,other
EV1896901037,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900105,PL1896910508,EC18969001037,TV1896909005,SH1896900001,LV1896909005,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100108",,16.0,42.0,,,1002.0,1002.0,73.0,78.0,78.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,22.0,5v5,,,,,,,,,,,0,,Robert Mayfield,N20252026F,5.0,,,ZX0007,,,,,,TB01,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690037,other
EV1896901053,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_OppTeam,ED2105,s,SC01,d,ZN02,SQ1896900107,PL1896910701,EC18969001053,TV1896909008,SH1896900002,LV1896909008,Platinum,N10008,Velodrome,N10010,0.0,P100201,,15.0,55.0,,,955.0,955.0,120.0,125.0,125.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,42.0,5v5,,,,,,,,,,,0,,Garrett Ashcroft,N20252026F,4.0,,,ZX0005,,,,,,TB01,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690053,other
EV1896901064,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900107,PL1896910703,EC18969001064,TV1896909009,SH1896900002,LV1896909009,Platinum,N10008,Velodrome,N10010,0.0,"P100002,P100198",,15.0,39.0,,,939.0,939.0,136.0,141.0,141.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,84.0,5v5,Breakout,,s,,,,,,,,0,,Maxwell Donaty,N20252026F,5.0,,,ZX0007,,,,,,TB01,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690064,other
EV1896901070,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900107,PL1896910709,EC18969001070,TV1896909011,SH1896900002,LV1896909011,Platinum,N10008,Velodrome,N10010,0.0,"P100023,P100110",,15.0,32.0,,,932.0,932.0,143.0,148.0,148.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,3.0,5v5,,,,,,,,,,,0,,Alex Considine,N20252026F,5.0,,,ZX0007,,,,,,TB01,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690070,other
EV1896901094,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900107,PL1896910719,EC18969001094,TV1896909016,SH1896900004,LV1896909016,Platinum,N10008,Velodrome,N10010,0.0,"P100117,P100210",,14.0,45.0,,,885.0,885.0,190.0,195.0,195.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,45.0,5v5,,,,,,,,,,,0,,Keegan Mantaro,N20252026F,5.0,,,ZX0007,,,,,,TB02,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690094,other
EV1896901098,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_CausedTurnover,ED2101,s,SC01,d,ZN02,SQ1896900107,PL1896910723,EC18969001098,TV1896909017,SH1896900005,LV1896909017,Platinum,N10008,Velodrome,N10010,0.0,P100105,P100210,14.0,40.0,,,880.0,880.0,195.0,200.0,200.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,9.0,5v5,,,,1.0,,,,,,,0,,Ronnie Pinnell,N20252026F,5.0,,,ZX0001,,,,,,TB02,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,ZX189690098,other
EV1896901112,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_ExitFailed,,ZoneExit_Rush,ED2110,u,SC02,d,ZN02,SQ1896900109,PL1896910904,EC18969001112,TV1896909020,SH1896900007,LV1896909020,Platinum,N10008,Velodrome,N10010,0.0,P100105,P100030,13.0,58.0,,,838.0,838.0,237.0,242.0,242.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,9.0,5v5,AttemptedBreakOutRush,PokeCheck,u,1.0,,,,,,,0,,Ronnie Pinnell,N20252026F,5.0,,,ZX0010,,,,,,TB02,STR0001,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO04,0,0,1,,,,ZX189690112,rush
EV1896901145,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900109,PL1896910908,EC18969001145,TV1896909025,SH1896900007,LV1896909025,Platinum,N10008,Velodrome,N10010,0.0,"P100064,P100132",,13.0,7.0,,,787.0,787.0,288.0,293.0,293.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,55.0,5v5,AttemptedBreakOutPass,,u,,,,,,,,0,,James Rynearson,N20252026F,4.0,,,ZX0007,,,,,,TB02,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690145,other
EV1896901155,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900109,PL1896910912,EC18969001155,TV1896909027,SH1896900007,LV1896909027,Platinum,N10008,Velodrome,N10010,0.0,"P100064,P100132",P100222,12.0,50.0,,,770.0,770.0,305.0,310.0,310.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,14.0,5v5,,,,1.0,,,,,,,0,,Nick Ciampoli,N20252026F,4.0,,,ZX0007,,,,,,TB02,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,ZX189690155,other
EV1896901162,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900006,PL1896900614,EC18969001162,TV1896901162,SH1896900008,,Platinum,N10008,Velodrome,N10010,2.0,P100210,,12.0,42.0,12.0,40.0,762.0,760.0,313.0,320.0,318.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,47.0,5v5,,,,,,,,,,,0,,Josh Simonds,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690162,rush
EV1896901208,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,n,ZN03,SQ1896900010,PL1896901003,EC18969001208,TV1896901208,SH1896900013,,Platinum,N10008,Velodrome,N10010,1.0,P100023,P100161,10.0,45.0,10.0,44.0,645.0,644.0,430.0,436.0,435.0,0.0,0.0,Home,h,Platinum,n,n,event_player_1,Offensive,1,e,3.0,5v5,,,,1.0,,,,,,,0,,Alex Considine,N20252026F,5.0,,,ZX0010,,,,,,TB02,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,ZX189690208,rush
EV1896901215,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900010,PL1896901004,EC18969001215,TV1896901215,SH1896900013,,Platinum,N10008,Velodrome,N10010,1.0,P100201,,10.0,31.0,10.0,30.0,631.0,630.0,444.0,450.0,449.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,42.0,5v5,,,,,,,,,,,0,,Garrett Ashcroft,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690215,rush
EV1896901233,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,u,SC02,d,ZN02,SQ1896900118,PL1896911804,EC18969001233,TV1896909039,SH1896900014,LV1896909039,Platinum,N10008,Velodrome,N10010,0.0,P100192,P100161,9.0,38.0,,,578.0,578.0,497.0,502.0,502.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,53.0,5v5,,,,1.0,,,,,,,0,,Chris Premo,N20252026F,4.0,,,ZX0010,,,,,,TB03,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,ZX189690233,rush
EV1896901242,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900014,PL1896901401,EC18969001242,TV1896901242,SH1896900016,,Platinum,N10008,Velodrome,N10010,1.0,P100070,,9.0,23.0,9.0,22.0,563.0,562.0,512.0,518.0,517.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,52.0,5v5,,,,,,,,,,,0,,Hayden Perea,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690242,rush
EV1896901267,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900014,PL1896901406,EC18969001267,TV1896901267,SH1896900018,,Platinum,N10008,Velodrome,N10010,1.0,P100192,,8.0,54.0,8.0,53.0,534.0,533.0,541.0,547.0,546.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,53.0,5v5,,,,,,,,,,,0,,Chris Premo,N20252026F,4.0,,,ZX0010,,,,,,TB03,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690267,rush
EV1896901274,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900118,PL1896911822,EC18969001274,TV1896909047,SH1896900019,LV1896909047,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100002",P100025,8.0,44.0,,,524.0,524.0,551.0,556.0,556.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,70.0,5v5,,,,,,,,,,,0,,Sam Downs,N20252026F,4.0,,,ZX0007,,,,,,TB03,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690274,other
EV1896901316,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900122,PL1896912204,EC18969001316,TV1896909055,SH1896900022,LV1896909055,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100105",,6.0,50.0,,,410.0,410.0,665.0,670.0,670.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,9.0,5v5,Breakout,,s,,,,,,,,0,,Ronnie Pinnell,N20252026F,5.0,,,ZX0007,,,,,,TB03,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690316,other
EV1896901321,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900017,PL1896901703,EC18969001321,TV1896901321,SH1896900022,,Platinum,N10008,Velodrome,N10010,1.0,P100117,,6.0,40.0,6.0,39.0,400.0,399.0,675.0,681.0,680.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,45.0,5v5,,,,,,,,,,,0,,Keegan Mantaro,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690321,rush
EV1896901326,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900122,PL1896912212,EC18969001326,TV1896909057,SH1896900022,LV1896909057,Platinum,N10008,Velodrome,N10010,0.0,"P100064,P100105",P100222,6.0,32.0,,,392.0,392.0,683.0,688.0,688.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,9.0,5v5,,,,1.0,,,,,,,0,,Ronnie Pinnell,N20252026F,5.0,,,ZX0007,,,,,,TB03,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,ZX189690326,other
EV1896901332,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900017,PL1896901705,EC18969001332,TV1896901332,SH1896900023,,Platinum,N10008,Velodrome,N10010,1.0,P100117,,6.0,20.0,6.0,19.0,380.0,379.0,695.0,701.0,700.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,45.0,5v5,,,,,,,,,,,0,,Keegan Mantaro,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690332,rush
EV1896901338,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Clear,ED2103,u,SC02,d,ZN02,SQ1896900122,PL1896912216,EC18969001338,TV1896909059,SH1896900023,LV1896909059,Platinum,N10008,Velodrome,N10010,0.0,P100070,,6.0,12.0,,,372.0,372.0,703.0,708.0,708.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,52.0,5v5,SecondTouch,,u,,,,,,,,0,,Hayden Perea,N20252026F,5.0,,,ZX0003,,,,,,TB03,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690338,clear
EV1896901351,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900122,PL1896912222,EC18969001351,TV1896909061,SH1896900023,LV1896909061,Platinum,N10008,Velodrome,N10010,0.0,"P100108,P100132",P100027,5.0,54.0,,,354.0,354.0,721.0,726.0,726.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,22.0,5v5,,,,,,,,,,,0,,Robert Mayfield,N20252026F,5.0,,,ZX0007,,,,,,TB03,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690351,other
EV1896901400,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900129,PL1896912904,EC18969001400,TV1896909069,SH1896900025,LV1896909069,Platinum,N10008,Velodrome,N10010,0.0,P100093,P100192,3.0,52.0,,,232.0,232.0,843.0,848.0,848.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,93.0,5v5,AttemptedBreakOutPass,PassDeflected,u,1.0,,,,,,,0,,Pat Major,N20252026F,5.0,,,ZX0007,,,,,,TB04,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,1,,,,ZX189690400,other
EV1896901407,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900129,PL1896912912,EC18969001407,TV1896909071,SH1896900025,LV1896909071,Platinum,N10008,Velodrome,N10010,0.0,"P100161,P100198",P100023,3.0,46.0,,,226.0,226.0,849.0,854.0,854.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,84.0,5v5,,,,,,,,,,,0,,Maxwell Donaty,N20252026F,5.0,,,ZX0007,,,,,,TB04,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690407,other
EV1896901416,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900023,PL1896902303,EC18969001416,TV1896901416,SH1896900025,,Platinum,N10008,Velodrome,N10010,1.0,P100201,,3.0,31.0,3.0,30.0,211.0,210.0,864.0,870.0,869.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,42.0,5v5,,,,,,,,,,,0,,Garrett Ashcroft,N20252026F,4.0,,,ZX0010,,,,,,TB04,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690416,rush
EV1896901460,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900138,PL1896913802,EC18969001460,TV1896909079,SH1896900028,LV1896909079,Platinum,N10008,Velodrome,N10010,0.0,"P100001,P100002",P100210,1.0,14.0,,,74.0,74.0,1001.0,1006.0,1006.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,91.0,5v5,,,,,,,,,,,0,,Kevin White,N20252026F,4.0,,,ZX0007,,,,,,TB05,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690460,other
EV1896901472,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900032,PL1896903201,EC18969001472,TV1896901472,SH1896900029,,Platinum,N10008,Velodrome,N10010,0.0,P100030,,0.0,29.0,,,29.0,29.0,1046.0,1051.0,1051.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,8.0,5v5,,,,,,,,,,,0,,Jesse Chambless,N20252026F,5.0,,,ZX0007,,,,,,TB05,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690472,other
EV1896901478,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900140,PL1896914010,EC18969001478,TV1896909082,SH1896900029,LV1896909082,Platinum,N10008,Velodrome,N10010,0.0,"P100108,P100224",,0.0,24.0,,,24.0,24.0,1051.0,1056.0,1056.0,0.0,0.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,22.0,5v5,AttemptedBreakOutPass,,u,,,,,,,,0,,Robert Mayfield,N20252026F,5.0,,,ZX0007,,,,,,TB05,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690478,other
EV1896901483,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900140,PL1896914014,EC18969001483,TV1896909083,SH1896900029,LV1896909083,Platinum,N10008,Velodrome,N10010,0.0,"P100030,P100117",,0.0,18.0,,,18.0,18.0,1057.0,1062.0,1062.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,8.0,5v5,AttemptedBreakOutPass,,u,,,,,,,,0,,Jesse Chambless,N20252026F,5.0,,,ZX0007,,,,,,TB05,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690483,other
EV1896901491,18969,1,P01,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900032,PL1896903204,EC18969001491,TV1896901491,SH1896900029,,Platinum,N10008,Velodrome,N10010,0.0,P100117,,0.0,8.0,,,8.0,8.0,1067.0,1072.0,1072.0,0.0,0.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,45.0,5v5,,,,,,,,,,,0,,Keegan Mantaro,N20252026F,5.0,,,ZX0010,,,,,,TB05,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690491,rush
EV1896901505,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Pass,ED2107,s,SC01,d,ZN02,SQ1896900140,PL1896914018,EC18969001505,TV1896909085,SH1896900031,LV1896909085,Platinum,N10008,Velodrome,N10010,0.0,"P100132,P100201",,17.0,52.0,,,1072.0,1072.0,1155.0,1160.0,1160.0,1152.0,72.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,14.0,5v5,,,,,,,,,,,0,,Nick Ciampoli,N20252026F,4.0,,,ZX0007,,,,,,TB01,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690505,other
EV1896901513,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900034,PL1896903404,EC18969001513,TV1896901513,SH1896900031,,Platinum,N10008,Velodrome,N10010,0.0,P100192,,17.0,37.0,,,1057.0,1057.0,1170.0,1175.0,1175.0,1152.0,72.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,53.0,5v5,,,,,,,,,,,0,,Chris Premo,N20252026F,4.0,,,ZX0010,,,,,,TB01,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690513,rush
EV1896901524,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_PassMiss_Misplay,ED2108,u,SC02,d,ZN02,SQ1896900140,PL1896914022,EC18969001524,TV1896909088,SH1896900031,LV1896909088,Platinum,N10008,Velodrome,N10010,0.0,"P100198,P100201",P100024,17.0,19.0,,,1039.0,1039.0,1188.0,1193.0,1193.0,1152.0,72.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,84.0,5v5,,,,,,,,,,,0,,Maxwell Donaty,N20252026F,5.0,,,ZX0007,,,,,,TB01,STR0001,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690524,other
EV1896901529,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900034,PL1896903411,EC18969001529,TV1896901529,SH1896900032,,Platinum,N10008,Velodrome,N10010,1.0,P100023,,17.0,7.0,17.0,6.0,1027.0,1026.0,1200.0,1206.0,1205.0,1152.0,72.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,3.0,5v5,,,,,,,,,,,0,,Alex Considine,N20252026F,5.0,,,ZX0010,,,,,,TB01,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690529,rush
EV1896901535,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900034,PL1896903414,EC18969001535,TV1896901535,SH1896900032,,Platinum,N10008,Velodrome,N10010,1.0,P100201,,16.0,54.0,16.0,53.0,1014.0,1013.0,1213.0,1219.0,1218.0,1152.0,72.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,42.0,5v5,,,,,,,,,,,0,,Garrett Ashcroft,N20252026F,4.0,,,ZX0010,,,,,,TB01,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690535,rush
EV1896901555,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900036,PL1896903601,EC18969001555,TV1896901555,SH1896900034,,Platinum,N10008,Velodrome,N10010,1.0,P100022,,16.0,10.0,16.0,9.0,970.0,969.0,1257.0,1263.0,1262.0,1152.0,72.0,Home,h,Platinum,d,o,event_player_1,Offensive,1,e,34.0,5v5,,,,,,,,,,,0,,Chris Dube,N20252026F,4.0,,,ZX0010,,,,,,TB01,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690555,rush
EV1896901560,18969,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED2110,s,SC01,d,ZN02,SQ1896900036,PL1896903605,EC18969001560,TV1896901560,SH1896900034,,Platinum,N10008,Velodrome,N10010,1.0,P100001,,15.0,58.0,15.0,57.0,958.0,957.0,1269.0,1275.0,1274.0,1152.0,72.0,Away,a,Velodrome,o,d,event_player_1,Offensive,1,e,70.0,5v5,,,,,,,,,,,0,,Sam Downs,N20252026F,4.0,,,ZX0010,,,,,,TB01,STR0001,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,0,,,,ZX189690560,rush
