puck_xy_key,event_id,game_id,period,event_type,event_detail,point_count,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_start,y_start,x_end,y_end,distance_traveled,_export_timestamp
PKW1896901001,EV1896901001,18969,1,Faceoff,Faceoff_GameStart,2,96.3,41.4,75.9,47.6,,,,,,,,,,,,,,,,,96.3,41.4,75.9,47.6,21.321350801485345,2026-01-12T23:37:15.496235
PKW1896901002,EV1896901002,18969,1,Pass,Pass_Completed,10,46.5,14.7,72.5,11.3,105.4,10.8,139.4,12.5,168.9,12.5,188.7,15.9,193.8,49.3,189.3,73.7,138.8,74.8,158.6,74.2,46.5,14.7,158.6,74.2,126.91201676752284,2026-01-12T23:37:15.496432
