shot_danger_key,game_id,event_index,season_id,danger_zone,xg,is_rebound,is_rush,is_one_timer,shot_distance,shot_angle
SD_EV1898701149,18987,EV1898701149,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701684,18987,EV1898701684,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701690,18987,EV1898701690,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702233,18987,EV1898702233,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701704,18987,EV1898701704,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701710,18987,EV1898701710,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701719,18987,EV1898701719,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701721,18987,EV1898701721,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702244,18987,EV1898702244,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702246,18987,EV1898702246,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702249,18987,EV1898702249,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701212,18987,EV1898701212,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701740,18987,EV1898701740,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702257,18987,EV1898702257,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701236,18987,EV1898701236,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702262,18987,EV1898702262,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701759,18987,EV1898701759,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701254,18987,EV1898701254,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701257,18987,EV1898701257,N20252026F,perimeter,0.014,False,False,False,,
SD_EV1898701792,18987,EV1898701792,N20252026F,perimeter,0.014,False,False,False,,
SD_EV1898701288,18987,EV1898701288,N20252026F,high,0.325,False,False,False,,
SD_EV1898702303,18987,EV1898702303,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701293,18987,EV1898701293,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701296,18987,EV1898701296,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701301,18987,EV1898701301,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701801,18987,EV1898701801,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701313,18987,EV1898701313,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701335,18987,EV1898701335,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701341,18987,EV1898701341,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701825,18987,EV1898701825,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702338,18987,EV1898702338,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701359,18987,EV1898701359,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702349,18987,EV1898702349,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702360,18987,EV1898702360,N20252026F,perimeter,0.014,False,False,False,,
SD_EV1898701855,18987,EV1898701855,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701864,18987,EV1898701864,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701868,18987,EV1898701868,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702376,18987,EV1898702376,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702378,18987,EV1898702378,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701887,18987,EV1898701887,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702393,18987,EV1898702393,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701894,18987,EV1898701894,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701901,18987,EV1898701901,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701909,18987,EV1898701909,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702408,18987,EV1898702408,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702409,18987,EV1898702409,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701930,18987,EV1898701930,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701432,18987,EV1898701432,N20252026F,perimeter,0.018,False,False,False,,
SD_EV1898701434,18987,EV1898701434,N20252026F,perimeter,0.021,False,False,False,,
SD_EV1898701948,18987,EV1898701948,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702426,18987,EV1898702426,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701957,18987,EV1898701957,N20252026F,high,0.325,False,False,False,,
SD_EV1898701448,18987,EV1898701448,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701965,18987,EV1898701965,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702433,18987,EV1898702433,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701458,18987,EV1898701458,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702441,18987,EV1898702441,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701465,18987,EV1898701465,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701477,18987,EV1898701477,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702453,18987,EV1898702453,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701986,18987,EV1898701986,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701492,18987,EV1898701492,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702480,18987,EV1898702480,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702002,18987,EV1898702002,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701497,18987,EV1898701497,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702010,18987,EV1898702010,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701511,18987,EV1898701511,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702514,18987,EV1898702514,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702524,18987,EV1898702524,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701534,18987,EV1898701534,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702047,18987,EV1898702047,N20252026F,perimeter,0.018,False,False,False,,
SD_EV1898701542,18987,EV1898701542,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702531,18987,EV1898702531,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701558,18987,EV1898701558,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702545,18987,EV1898702545,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701567,18987,EV1898701567,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702552,18987,EV1898702552,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702079,18987,EV1898702079,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702560,18987,EV1898702560,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898702091,18987,EV1898702091,N20252026F,perimeter,0.02,False,False,False,,
SD_EV1898701575,18987,EV1898701575,N20252026F,perimeter,0.014,False,False,False,,
