event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,shift_key,linked_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,cycle_key,is_cycle,event_start_min,event_start_sec,event_end_min,event_end_sec,running_video_time,event_running_start,event_running_end,play_detail1,is_rush,is_rebound,is_breakout,is_zone_entry,is_zone_exit,is_shot,is_goal,is_save,is_turnover,is_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_sog,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,pressured_pressurer,is_pressured,danger_level,danger_level_id,scoring_chance_key,rush_key,rush_outcome
EV1898102168,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100080,PL1898108002,EC18981002168,TV1898102168,SH1898100098,,Nelson,N10004,Velodrome,N10010,3.0,P100119,"P100070,P100093",Eric Elliott,N20252026F,4.0,,ZE0010,,,,,,,TB03,STR0001,,0,5.0,27.0,5.0,24.0,3055.0,3050.0,3058.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814123,zone_entry
EV1898102178,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100082,PL1898108201,EC18981002178,TV1898102178,SH1898100099,,Nelson,N10004,Velodrome,N10010,2.0,P100093,,Pat Major,N20252026F,5.0,,,ZX0010,,,,,,TB04,STR0001,,0,4.0,46.0,4.0,44.0,3096.0,3091.0,3098.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814133,other
EV1898102182,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100082,PL1898108203,EC18981002182,TV1898102182,SH1898100099,,Nelson,N10004,Velodrome,N10010,3.0,P100079,"P100070,P100224",Joe Lopez,N20252026F,4.0,,ZE0010,,,,,,,TB04,STR0001,,0,4.0,40.0,4.0,37.0,3102.0,3097.0,3105.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814137,zone_entry
EV1898102207,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100084,PL1898108409,EC18981002207,TV1898102207,SH1898100100,,Nelson,N10004,Velodrome,N10010,2.0,P100079,"P100070,P100108,P100132",Joe Lopez,N20252026F,4.0,,ZE0010,,,,,,,TB04,STR0001,,0,3.0,39.0,3.0,37.0,3163.0,3158.0,3165.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814162,zone_entry
EV1898102209,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100084,PL1898108411,EC18981002209,TV1898102209,SH1898100100,,Nelson,N10004,Velodrome,N10010,1.0,P100132,P100079,Nick Ciampoli,N20252026F,4.0,,,ZX0010,,,,,,TB04,STR0001,,0,3.0,35.0,3.0,34.0,3167.0,3162.0,3168.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814164,other
EV1898102212,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100084,PL1898108412,EC18981002212,TV1898102212,SH1898100100,,Nelson,N10004,Velodrome,N10010,2.0,P100161,"P100061,P100119",Galen Wood,N20252026F,4.0,,ZE0010,,,,,,,TB04,STR0001,,0,3.0,32.0,3.0,30.0,3170.0,3165.0,3172.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814167,zone_entry
EV1898102227,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100087,PL1898108703,EC18981002227,TV1898102227,SH1898100102,,Nelson,N10004,Velodrome,N10010,6.0,P100198,,Maxwell Donaty,N20252026F,5.0,,,ZX0010,,,,,,TB04,STR0004,,0,2.0,43.0,2.0,37.0,3219.0,3214.0,3225.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814182,other
EV1898102252,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100089,PL1898108901,EC18981002252,TV1898102252,SH1898100103,,Nelson,N10004,Velodrome,N10010,4.0,"P100001,P100159","P100071,P100074,P100197",Josh Cronk,N20252026F,5.0,,ZE0010,,,,,,,TB05,STR0004,,0,1.0,30.0,1.0,26.0,3292.0,3287.0,3296.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814207,zone_entry
EV1898102263,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100089,PL1898108903,EC18981002263,TV1898102263,SH1898100104,,Nelson,N10004,Velodrome,N10010,3.0,"P100001,P100159","P100074,P100197",Sam Downs,N20252026F,4.0,,ZE0010,,,,,,,TB05,STR0004,,0,1.0,10.0,1.0,7.0,3312.0,3307.0,3315.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814218,zone_entry
EV1898102289,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100093,PL1898109305,EC18981002289,TV1898102289,SH1898100105,,Nelson,N10004,Velodrome,N10010,2.0,"P100001,P100161,P100201","P100071,P100074,P100119",Garrett Ashcroft,N20252026F,4.0,,ZE0010,,,,,,,TB05,STR0004,,0,0.0,17.0,0.0,15.0,3427.0,3422.0,3429.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814244,zone_entry
