event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,shift_key,linked_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,cycle_key,is_cycle,event_start_min,event_start_sec,event_end_min,event_end_sec,running_video_time,event_running_start,event_running_end,play_detail1,is_rush,is_rebound,is_breakout,is_zone_entry,is_zone_exit,is_shot,is_goal,is_save,is_turnover,is_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_sog,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,pressured_pressurer,is_pressured,danger_level,danger_level_id,scoring_chance_key,rush_key,rush_outcome
EV1898101510,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100041,PL1898104112,EC18981001510,TV1898101510,SH1898100045,,Nelson,N10004,Velodrome,N10010,4.0,"P100066,P100079","P100093,P100105,P100201",Brock Lofgren,N20252026F,4.0,,ZE0010,,,,,,,TB02,STR0002,,0,14.0,19.0,14.0,15.0,1373.0,1368.0,1377.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813465,zone_entry
EV1898101525,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100041,PL1898104120,EC18981001525,TV1898101525,SH1898100047,,Nelson,N10004,Velodrome,N10010,1.0,P100078,,Kyle Popovich,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0002,,0,13.0,40.0,13.0,39.0,1412.0,1407.0,1413.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813480,other
EV1898101527,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100041,PL1898104121,EC18981001527,TV1898101527,SH1898100047,,Nelson,N10004,Velodrome,N10010,1.0,P100078,"P100093,P100105",Kyle Popovich,N20252026F,4.0,,ZE0010,,,,,,,TB02,STR0002,,0,13.0,37.0,13.0,36.0,1415.0,1410.0,1416.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813482,zone_entry
EV1898101565,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100041,PL1898104129,EC18981001565,TV1898101565,SH1898100049,,Nelson,N10004,Velodrome,N10010,4.0,P100197,,Samuel Yetsko,N20252026F,5.0,,,ZX0010,,,,,,TB02,STR0002,,0,12.0,33.0,12.0,29.0,1479.0,1474.0,1483.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813520,other
EV1898101567,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100041,PL1898104130,EC18981001567,TV1898101567,SH1898100049,,Nelson,N10004,Velodrome,N10010,2.0,P100197,"P100093,P100105,P100230",Samuel Yetsko,N20252026F,5.0,,ZE0010,,,,,,,TB02,STR0002,,0,12.0,27.0,12.0,25.0,1485.0,1480.0,1487.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813522,zone_entry
EV1898101580,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100041,PL1898104134,EC18981001580,TV1898101580,SH1898100051,,Nelson,N10004,Velodrome,N10010,4.0,P100074,,Marko Somersalmi,N20252026F,5.0,,,ZX0010,,,,,,TB02,STR0001,,0,12.0,3.0,11.0,59.0,1509.0,1504.0,1513.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813535,other
EV1898101589,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100041,PL1898104139,EC18981001589,TV1898101589,SH1898100051,,Nelson,N10004,Velodrome,N10010,2.0,P100198,,Maxwell Donaty,N20252026F,5.0,,,ZX0010,,,,,,TB02,STR0001,,0,11.0,41.0,11.0,39.0,1531.0,1526.0,1533.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813544,other
EV1898101644,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100046,PL1898104605,EC18981001644,TV1898101644,SH1898100056,,Nelson,N10004,Velodrome,N10010,3.0,"P100066,P100079","P100070,P100108",Joe Lopez,N20252026F,4.0,,ZE0010,,,,,,,TB03,STR0002,,0,9.0,8.0,9.0,5.0,1684.0,1679.0,1687.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813599,zone_entry
EV1898101702,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100050,PL1898105002,EC18981001702,TV1898101702,SH1898100059,,Nelson,N10004,Velodrome,N10010,3.0,P100159,,Josh Cronk,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0002,,0,6.0,49.0,6.0,46.0,1823.0,1818.0,1826.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813657,other
EV1898101718,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100050,PL1898105008,EC18981001718,TV1898101718,SH1898100060,,Nelson,N10004,Velodrome,N10010,3.0,P100093,,Pat Major,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0001,,0,6.0,19.0,6.0,16.0,1853.0,1848.0,1856.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813673,other
EV1898101720,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100050,PL1898105009,EC18981001720,TV1898101720,SH1898100060,,Nelson,N10004,Velodrome,N10010,1.0,P100093,P100074,Pat Major,N20252026F,5.0,,ZE0010,,,,,,,TB03,STR0001,,0,6.0,14.0,6.0,13.0,1858.0,1853.0,1859.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813675,zone_entry
EV1898101748,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100052,PL1898105201,EC18981001748,TV1898101748,SH1898100062,,Nelson,N10004,Velodrome,N10010,3.0,"P100066,P100071,P100164","P100105,P100198,P100201",Brock Lofgren,N20252026F,4.0,,ZE0010,,,,,,,TB04,STR0001,,0,4.0,58.0,4.0,55.0,1934.0,1929.0,1937.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813703,zone_entry
EV1898101776,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100054,PL1898105404,EC18981001776,TV1898101776,SH1898100063,,Nelson,N10004,Velodrome,N10010,1.0,P100164,P100230,Zachary Coleman,N20252026F,4.0,,,ZX0010,,,,,,TB04,STR0001,,0,3.0,53.0,3.0,52.0,1999.0,1994.0,2000.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813731,other
EV1898101780,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100054,PL1898105408,EC18981001780,TV1898101780,SH1898100063,,Nelson,N10004,Velodrome,N10010,2.0,P100119,,Eric Elliott,N20252026F,4.0,,,ZX0010,,,,,,TB04,STR0001,,0,3.0,49.0,3.0,47.0,2003.0,1998.0,2005.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813735,other
EV1898101786,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100054,PL1898105411,EC18981001786,TV1898101786,SH1898100063,,Nelson,N10004,Velodrome,N10010,2.0,P100119,"P100070,P100198",Eric Elliott,N20252026F,4.0,,ZE0010,,,,,,,TB04,STR0001,,0,3.0,38.0,3.0,36.0,2014.0,2009.0,2016.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813741,zone_entry
EV1898101791,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100056,PL1898105601,EC18981001791,TV1898101791,SH1898100065,,Nelson,N10004,Velodrome,N10010,1.0,P100002,P100061,Kevin White,N20252026F,4.0,,,ZX0010,,,,,,TB04,STR0001,,0,3.0,8.0,3.0,7.0,2044.0,2039.0,2045.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813746,other
EV1898101793,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100056,PL1898105602,EC18981001793,TV1898101793,SH1898100065,,Nelson,N10004,Velodrome,N10010,4.0,"P100002,P100061,P100230",P100119,Kevin White,N20252026F,4.0,,ZE0010,,,,,,,TB04,STR0001,,0,3.0,6.0,3.0,2.0,2046.0,2041.0,2050.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813748,zone_entry
EV1898101796,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100056,PL1898105604,EC18981001796,TV1898101796,SH1898100065,,Nelson,N10004,Velodrome,N10010,4.0,P100078,,Kyle Popovich,N20252026F,4.0,,,ZX0010,,,,,,TB04,STR0001,,0,3.0,2.0,2.0,58.0,2050.0,2045.0,2054.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813751,other
EV1898101798,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100056,PL1898105605,EC18981001798,TV1898101798,SH1898100065,,Nelson,N10004,Velodrome,N10010,2.0,"P100078,P100079","P100002,P100070,P100108",Kyle Popovich,N20252026F,4.0,,ZE0010,,,,,,,TB04,STR0001,,0,2.0,56.0,2.0,54.0,2056.0,2051.0,2058.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813753,zone_entry
EV1898101805,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100056,PL1898105606,EC18981001805,TV1898101805,SH1898100065,,Nelson,N10004,Velodrome,N10010,3.0,P100002,,Kevin White,N20252026F,4.0,,,ZX0010,,,,,,TB04,STR0001,,0,2.0,50.0,2.0,47.0,2062.0,2057.0,2065.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813760,other
EV1898101826,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100056,PL1898105613,EC18981001826,TV1898101826,SH1898100065,,Nelson,N10004,Velodrome,N10010,4.0,"P100002,P100108,P100230","P100061,P100119",Kevin White,N20252026F,4.0,,ZE0010,,,,,,,TB04,STR0001,,0,2.0,15.0,2.0,11.0,2097.0,2092.0,2101.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813781,zone_entry
EV1898101846,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100056,PL1898105625,EC18981001846,TV1898101846,SH1898100070,,Nelson,N10004,Velodrome,N10010,2.0,P100119,,Eric Elliott,N20252026F,4.0,,,ZX0010,,,,,,TB05,STR0001,,0,1.0,35.0,1.0,33.0,2137.0,2132.0,2139.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813801,other
EV1898101848,18981,2,P02,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100056,PL1898105626,EC18981001848,TV1898101848,SH1898100070,,Nelson,N10004,Velodrome,N10010,2.0,P100119,"P100070,P100093,P100132",Eric Elliott,N20252026F,4.0,,ZE0010,,,,,,,TB05,STR0001,,0,1.0,31.0,1.0,29.0,2141.0,2136.0,2143.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813803,zone_entry
EV1898101890,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100062,PL1898106202,EC18981001890,TV1898101890,SH1898100075,,Nelson,N10004,Velodrome,N10010,2.0,"P100039,P100105","P100074,P100164",Ronnie Pinnell,N20252026F,5.0,,ZE0010,,,,,,,TB01,STR0001,,0,17.0,19.0,17.0,17.0,2343.0,2338.0,2345.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813845,zone_entry
EV1898101900,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100062,PL1898106208,EC18981001900,TV1898101900,SH1898100075,,Nelson,N10004,Velodrome,N10010,2.0,"P100159,P100198","P100066,P100071,P100074,P100197",Maxwell Donaty,N20252026F,5.0,,ZE0010,,,,,,,TB01,STR0001,,0,17.0,3.0,17.0,1.0,2359.0,2354.0,2361.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813855,zone_entry
EV1898101903,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100062,PL1898106210,EC18981001903,TV1898101903,SH1898100076,,Nelson,N10004,Velodrome,N10010,9.0,P100164,P100159,Zachary Coleman,N20252026F,4.0,,,ZX0010,,,,,,TB01,STR0001,,0,16.0,57.0,16.0,48.0,2365.0,2360.0,2374.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813858,other
EV1898101908,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100062,PL1898106213,EC18981001908,TV1898101908,SH1898100076,,Nelson,N10004,Velodrome,N10010,2.0,P100198,,Maxwell Donaty,N20252026F,5.0,,,ZX0010,,,,,,TB01,STR0001,,0,16.0,40.0,16.0,38.0,2382.0,2377.0,2384.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813863,other
EV1898101910,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100062,PL1898106214,EC18981001910,TV1898101910,SH1898100077,,Nelson,N10004,Velodrome,N10010,2.0,P100198,"P100074,P100111,P100197",Maxwell Donaty,N20252026F,5.0,,ZE0010,,,,,,,TB01,STR0001,,0,16.0,35.0,16.0,33.0,2387.0,2382.0,2389.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813865,zone_entry
EV1898101925,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100062,PL1898106219,EC18981001925,TV1898101925,SH1898100080,,Nelson,N10004,Velodrome,N10010,1.0,"P100079,P100111","P100070,P100108",Joe Lopez,N20252026F,4.0,,ZE0010,,,,,,,TB01,STR0001,,0,16.0,1.0,16.0,0.0,2421.0,2416.0,2422.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813880,zone_entry
EV1898101928,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100062,PL1898106220,EC18981001928,TV1898101928,SH1898100080,,Nelson,N10004,Velodrome,N10010,1.0,P100001,,Sam Downs,N20252026F,4.0,,,ZX0010,,,,,,TB01,STR0001,,0,15.0,48.0,15.0,47.0,2434.0,2429.0,2435.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813883,other
EV1898101930,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100062,PL1898106221,EC18981001930,TV1898101930,SH1898100080,,Nelson,N10004,Velodrome,N10010,2.0,"P100001,P100159",P100197,Sam Downs,N20252026F,4.0,,ZE0010,,,,,,,TB01,STR0001,,0,15.0,45.0,15.0,43.0,2437.0,2432.0,2439.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813885,zone_entry
EV1898101948,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100064,PL1898106402,EC18981001948,TV1898101948,SH1898100081,,Nelson,N10004,Velodrome,N10010,2.0,"P100078,P100079","P100070,P100108",Kyle Popovich,N20252026F,4.0,,ZE0010,,,,,,,TB02,STR0001,,0,14.0,53.0,14.0,51.0,2489.0,2484.0,2491.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813903,zone_entry
EV1898101980,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100064,PL1898106413,EC18981001980,TV1898101980,SH1898100082,,Nelson,N10004,Velodrome,N10010,2.0,P100201,,Garrett Ashcroft,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,13.0,53.0,13.0,51.0,2549.0,2544.0,2551.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813935,other
EV1898101982,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100064,PL1898106414,EC18981001982,TV1898101982,SH1898100082,,Nelson,N10004,Velodrome,N10010,2.0,"P100201,P100230","P100061,P100119",Garrett Ashcroft,N20252026F,4.0,,ZE0010,,,,,,,TB02,STR0001,,0,13.0,49.0,13.0,47.0,2553.0,2548.0,2555.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813937,zone_entry
EV1898102004,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100064,PL1898106423,EC18981002004,TV1898102004,SH1898100084,,Nelson,N10004,Velodrome,N10010,0.0,P100078,"P100105,P100132",Kyle Popovich,N20252026F,4.0,,ZE0010,,,,,,,TB02,STR0001,,0,13.0,14.0,13.0,14.0,2588.0,2583.0,2588.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813959,zone_entry
EV1898102027,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100068,PL1898106804,EC18981002027,TV1898102027,SH1898100084,,Nelson,N10004,Velodrome,N10010,3.0,P100161,"P100066,P100074,P100197",Galen Wood,N20252026F,4.0,,ZE0010,,,,,,,TB02,STR0001,,0,12.0,12.0,12.0,9.0,2650.0,2645.0,2653.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813982,zone_entry
EV1898102040,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100070,PL1898107002,EC18981002040,TV1898102040,SH1898100085,,Nelson,N10004,Velodrome,N10010,1.0,P100066,,Brock Lofgren,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,11.0,33.0,11.0,32.0,2689.0,2684.0,2690.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189813995,other
EV1898102042,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100070,PL1898107003,EC18981002042,TV1898102042,SH1898100085,,Nelson,N10004,Velodrome,N10010,3.0,"P100066,P100164","P100093,P100198",Brock Lofgren,N20252026F,4.0,,ZE0010,,,,,,,TB02,STR0001,,0,11.0,30.0,11.0,27.0,2692.0,2687.0,2695.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189813997,zone_entry
EV1898102047,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100070,PL1898107007,EC18981002047,TV1898102047,SH1898100085,,Nelson,N10004,Velodrome,N10010,4.0,P100198,P100164,Maxwell Donaty,N20252026F,5.0,,,ZX0010,,,,,,TB02,STR0001,,0,11.0,16.0,11.0,12.0,2706.0,2701.0,2710.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814002,other
EV1898102065,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100070,PL1898107015,EC18981002065,TV1898102065,SH1898100086,,Nelson,N10004,Velodrome,N10010,1.0,P100132,,Nick Ciampoli,N20252026F,4.0,,,ZX0010,,,,,,TB02,STR0001,,0,10.0,39.0,10.0,38.0,2743.0,2738.0,2744.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814020,other
EV1898102067,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100070,PL1898107016,EC18981002067,TV1898102067,SH1898100087,,Nelson,N10004,Velodrome,N10010,1.0,P100132,"P100074,P100078,P100079",Nick Ciampoli,N20252026F,4.0,,ZE0010,,,,,,,TB02,STR0001,,0,10.0,34.0,10.0,33.0,2748.0,2743.0,2749.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814022,zone_entry
EV1898102095,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100076,PL1898107603,EC18981002095,TV1898102095,SH1898100090,,Nelson,N10004,Velodrome,N10010,1.0,"P100078,P100079","P100001,P100108",Joe Lopez,N20252026F,4.0,,ZE0010,,,,,,,TB03,STR0001,,0,8.0,29.0,8.0,28.0,2873.0,2868.0,2874.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814050,zone_entry
EV1898102102,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100076,PL1898107604,EC18981002102,TV1898102102,SH1898100090,,Nelson,N10004,Velodrome,N10010,2.0,P100108,,Robert Mayfield,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0001,,0,8.0,19.0,8.0,17.0,2883.0,2878.0,2885.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814057,other
EV1898102104,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100076,PL1898107605,EC18981002104,TV1898102104,SH1898100090,,Nelson,N10004,Velodrome,N10010,2.0,"P100001,P100108","P100061,P100119",Robert Mayfield,N20252026F,5.0,,ZE0010,,,,,,,TB03,STR0001,,0,8.0,14.0,8.0,12.0,2888.0,2883.0,2890.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814059,zone_entry
EV1898102127,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100078,PL1898107805,EC18981002127,TV1898102127,SH1898100092,,Nelson,N10004,Velodrome,N10010,2.0,,"P100066,P100164,P100197,P100198",Maxwell Donaty,N20252026F,5.0,,ZE0010,,,,,,,TB03,STR0001,,0,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814082,zone_entry
EV1898102141,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100078,PL1898107811,EC18981002141,TV1898102141,SH1898100094,,Nelson,N10004,Velodrome,N10010,1.0,P100198,,Maxwell Donaty,N20252026F,5.0,,,ZX0010,,,,,,TB03,STR0001,,0,6.0,40.0,6.0,39.0,2982.0,2977.0,2983.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814096,other
EV1898102147,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100078,PL1898107814,EC18981002147,TV1898102147,SH1898100095,,Nelson,N10004,Velodrome,N10010,2.0,P100066,,Brock Lofgren,N20252026F,4.0,,,ZX0010,,,,,,TB03,STR0001,,0,6.0,31.0,6.0,29.0,2991.0,2986.0,2993.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814102,other
EV1898102149,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Entry,,ZoneEntry_Rush,ED284,,,o,ZN01,SQ1898100078,PL1898107815,EC18981002149,TV1898102149,SH1898100095,,Nelson,N10004,Velodrome,N10010,2.0,P100066,"P100002,P100093",Brock Lofgren,N20252026F,4.0,,ZE0010,,,,,,,TB03,STR0001,,0,6.0,26.0,6.0,24.0,2996.0,2991.0,2998.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO01,0,0,,0,,,,RU189814104,zone_entry
EV1898102166,18981,3,P03,Zone_Entry_Exit,ET0006,Zone_Exit,,ZoneExit_Rush,ED295,,,d,ZN02,SQ1898100080,PL1898108001,EC18981002166,TV1898102166,SH1898100098,,Nelson,N10004,Velodrome,N10010,3.0,P100119,P100132,Eric Elliott,N20252026F,4.0,,,ZX0010,,,,,,TB03,STR0001,,0,5.0,32.0,5.0,29.0,3050.0,3045.0,3053.0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,ZO03,0,0,,0,,,,RU189814121,other
