table_name,table_type,column_name,data_type
fact_player_boxscore_all,BASE TABLE,p1_shots,bigint
fact_player_boxscore_all,BASE TABLE,p1_sog,bigint
fact_player_boxscore_all,BASE TABLE,p1_points,bigint
fact_player_boxscore_all,BASE TABLE,p1_toi_seconds,bigint
fact_player_boxscore_all,BASE TABLE,p2_goals,bigint
fact_player_boxscore_all,BASE TABLE,p2_assists,bigint
fact_player_boxscore_all,BASE TABLE,p2_shots,bigint
fact_player_boxscore_all,BASE TABLE,p2_sog,bigint
fact_player_boxscore_all,BASE TABLE,p2_points,bigint
fact_player_boxscore_all,BASE TABLE,p2_toi_seconds,bigint
fact_player_boxscore_all,BASE TABLE,p3_goals,bigint
fact_player_boxscore_all,BASE TABLE,p3_assists,bigint
fact_player_boxscore_all,BASE TABLE,p3_shots,bigint
fact_player_boxscore_all,BASE TABLE,p3_sog,bigint
fact_player_boxscore_all,BASE TABLE,p3_points,bigint
fact_player_boxscore_all,BASE TABLE,p3_toi_seconds,bigint
fact_player_boxscore_all,BASE TABLE,p3_clutch_diff,double precision
fact_player_boxscore_all,BASE TABLE,shots_high_danger,bigint
fact_player_boxscore_all,BASE TABLE,goals_high_danger,bigint
fact_player_boxscore_all,BASE TABLE,shots_low_danger,bigint
fact_player_boxscore_all,BASE TABLE,goals_low_danger,bigint
fact_player_boxscore_all,BASE TABLE,shots_medium_danger,bigint
fact_player_boxscore_all,BASE TABLE,goals_medium_danger,bigint
fact_player_boxscore_all,BASE TABLE,scoring_chance_shots,bigint
fact_player_boxscore_all,BASE TABLE,scoring_chance_goals,bigint
fact_player_boxscore_all,BASE TABLE,scoring_chance_pct,double precision
fact_player_boxscore_all,BASE TABLE,avg_shot_danger,double precision
fact_player_boxscore_all,BASE TABLE,high_danger_shot_pct,bigint
fact_player_boxscore_all,BASE TABLE,low_danger_shot_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_shots,bigint
fact_player_boxscore_all,BASE TABLE,rush_goals,bigint
fact_player_boxscore_all,BASE TABLE,rush_assists,bigint
fact_player_boxscore_all,BASE TABLE,rush_points,bigint
fact_player_boxscore_all,BASE TABLE,rush_shot_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_primary,bigint
fact_player_boxscore_all,BASE TABLE,rush_support,bigint
fact_player_boxscore_all,BASE TABLE,rush_involvement,bigint
fact_player_boxscore_all,BASE TABLE,rush_involvement_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_primary_def,bigint
fact_player_boxscore_all,BASE TABLE,rush_def_support,bigint
fact_player_boxscore_all,BASE TABLE,rush_def_involvement,bigint
fact_player_boxscore_all,BASE TABLE,rush_def_involvement_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_off_success,bigint
fact_player_boxscore_all,BASE TABLE,rush_off_success_pct,bigint
fact_player_boxscore_all,BASE TABLE,rush_off_shot_generated,bigint
fact_player_boxscore_all,BASE TABLE,rush_off_shot_generated_pct,bigint
fact_player_boxscore_all,BASE TABLE,rush_off_goal_generated,bigint
fact_player_boxscore_all,BASE TABLE,rush_off_goal_generated_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_off_immediate_shot,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_success,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_success_pct,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_shot,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_shot_pct,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_goal,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_goal_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_support_success,bigint
fact_player_boxscore_all,BASE TABLE,rush_support_success_pct,bigint
fact_player_boxscore_all,BASE TABLE,rush_support_shot,bigint
fact_player_boxscore_all,BASE TABLE,rush_support_shot_pct,bigint
fact_player_boxscore_all,BASE TABLE,rush_support_goal,bigint
fact_player_boxscore_all,BASE TABLE,rush_support_goal_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_def_success,bigint
fact_player_boxscore_all,BASE TABLE,rush_def_success_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_def_stop,bigint
fact_player_boxscore_all,BASE TABLE,rush_def_stop_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_def_ga,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_def_success,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_def_success_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_primary_def_stop,bigint
fact_player_boxscore_all,BASE TABLE,rush_primary_def_stop_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_primary_def_ga,bigint
fact_player_boxscore_all,BASE TABLE,rush_support_def_success,bigint
fact_player_boxscore_all,BASE TABLE,rush_support_def_success_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_support_def_stop,bigint
fact_player_boxscore_all,BASE TABLE,rush_support_def_stop_pct,double precision
fact_player_boxscore_all,BASE TABLE,rush_support_def_ga,bigint
fact_player_boxscore_all,BASE TABLE,rush_calc_off,bigint
fact_player_boxscore_all,BASE TABLE,rush_calc_def,bigint
fact_player_boxscore_all,BASE TABLE,rush_calc_off_goal,bigint
fact_player_boxscore_all,BASE TABLE,rush_calc_def_ga,bigint
fact_player_boxscore_all,BASE TABLE,dekes,bigint
fact_player_boxscore_all,BASE TABLE,drives_middle,bigint
fact_player_boxscore_all,BASE TABLE,drives_wide,bigint
fact_player_boxscore_all,BASE TABLE,drives_corner,bigint
fact_player_boxscore_all,BASE TABLE,cutbacks,bigint
fact_player_boxscore_all,BASE TABLE,delays,bigint
fact_player_boxscore_all,BASE TABLE,crash_net,bigint
fact_player_boxscore_all,BASE TABLE,screens,bigint
fact_player_boxscore_all,BASE TABLE,give_and_go,bigint
fact_player_boxscore_all,BASE TABLE,second_touch,bigint
fact_player_boxscore_all,BASE TABLE,cycles,bigint
fact_player_boxscore_all,BASE TABLE,poke_checks,bigint
fact_player_boxscore_all,BASE TABLE,stick_checks,bigint
fact_player_boxscore_all,BASE TABLE,zone_ent_denials,bigint
fact_player_boxscore_all,BASE TABLE,backchecks,bigint
fact_player_boxscore_all,BASE TABLE,forechecks,bigint
fact_player_boxscore_all,BASE TABLE,breakouts,bigint
fact_player_boxscore_all,BASE TABLE,dump_ins,bigint
fact_player_boxscore_all,BASE TABLE,loose_puck_wins,bigint
fact_player_boxscore_all,BASE TABLE,puck_recoveries,bigint
fact_player_boxscore_all,BASE TABLE,drives_total,bigint
fact_player_boxscore_all,BASE TABLE,puck_battles_total,bigint
fact_player_boxscore_all,BASE TABLE,plays_successful,bigint
fact_player_boxscore_all,BASE TABLE,plays_unsuccessful,bigint
fact_player_boxscore_all,BASE TABLE,play_success_rate,double precision
fact_player_boxscore_all,BASE TABLE,xg_for,double precision
fact_player_boxscore_all,BASE TABLE,goals_actual,bigint
fact_player_boxscore_all,BASE TABLE,goals_above_expected,double precision
fact_player_boxscore_all,BASE TABLE,xg_per_shot,double precision
fact_player_boxscore_all,BASE TABLE,shots_for_xg,bigint
fact_player_boxscore_all,BASE TABLE,finishing_skill,double precision
fact_player_boxscore_all,BASE TABLE,ev_toi_seconds,bigint
fact_player_boxscore_all,BASE TABLE,ev_cf,bigint
fact_player_boxscore_all,BASE TABLE,ev_ca,bigint
fact_player_boxscore_all,BASE TABLE,ev_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,ev_gf,bigint
fact_player_boxscore_all,BASE TABLE,ev_ga,bigint
fact_player_boxscore_all,BASE TABLE,ev_goals,bigint
fact_player_boxscore_all,BASE TABLE,ev_assists,bigint
fact_player_boxscore_all,BASE TABLE,ev_points,bigint
fact_player_boxscore_all,BASE TABLE,ev_shots,bigint
fact_player_boxscore_all,BASE TABLE,pp_toi_seconds,bigint
fact_player_boxscore_all,BASE TABLE,pp_cf,bigint
fact_player_boxscore_all,BASE TABLE,pp_ca,bigint
fact_player_boxscore_all,BASE TABLE,pp_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,pp_gf,bigint
fact_player_boxscore_all,BASE TABLE,pp_ga,bigint
fact_player_boxscore_all,BASE TABLE,pp_goals,bigint
fact_player_boxscore_all,BASE TABLE,pp_assists,bigint
fact_player_boxscore_all,BASE TABLE,pp_points,bigint
fact_player_boxscore_all,BASE TABLE,pp_shots,bigint
fact_player_boxscore_all,BASE TABLE,pk_toi_seconds,bigint
fact_player_boxscore_all,BASE TABLE,pk_cf,bigint
fact_player_boxscore_all,BASE TABLE,pk_ca,bigint
fact_player_boxscore_all,BASE TABLE,pk_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,pk_gf,bigint
fact_player_boxscore_all,BASE TABLE,pk_ga,bigint
fact_player_boxscore_all,BASE TABLE,pk_goals,bigint
fact_player_boxscore_all,BASE TABLE,pk_assists,bigint
fact_player_boxscore_all,BASE TABLE,pk_points,bigint
fact_player_boxscore_all,BASE TABLE,pk_shots,bigint
fact_player_boxscore_all,BASE TABLE,en_toi_seconds,bigint
fact_player_boxscore_all,BASE TABLE,en_cf,bigint
fact_player_boxscore_all,BASE TABLE,en_ca,bigint
fact_player_boxscore_all,BASE TABLE,en_cf_pct,bigint
fact_player_boxscore_all,BASE TABLE,en_gf,bigint
fact_player_boxscore_all,BASE TABLE,en_ga,bigint
fact_player_boxscore_all,BASE TABLE,en_goals,bigint
fact_player_boxscore_all,BASE TABLE,en_assists,bigint
fact_player_boxscore_all,BASE TABLE,en_points,bigint
fact_player_boxscore_all,BASE TABLE,en_shots,bigint
fact_player_boxscore_all,BASE TABLE,pp_toi_pct,double precision
fact_player_boxscore_all,BASE TABLE,pk_toi_pct,double precision
fact_player_boxscore_all,BASE TABLE,shots_wrist,bigint
fact_player_boxscore_all,BASE TABLE,shots_slap,bigint
fact_player_boxscore_all,BASE TABLE,shots_snap,bigint
fact_player_boxscore_all,BASE TABLE,shots_backhand,bigint
fact_player_boxscore_all,BASE TABLE,shots_one_timer,bigint
fact_player_boxscore_all,BASE TABLE,shots_tip,bigint
fact_player_boxscore_all,BASE TABLE,shots_deflection,bigint
fact_player_boxscore_all,BASE TABLE,shots_wraparound,bigint
fact_player_boxscore_all,BASE TABLE,shots_poke,bigint
fact_player_boxscore_all,BASE TABLE,shots_bat,bigint
fact_player_boxscore_all,BASE TABLE,goals_wrist,bigint
fact_player_boxscore_all,BASE TABLE,goals_one_timer,bigint
fact_player_boxscore_all,BASE TABLE,goals_tip,bigint
fact_player_boxscore_all,BASE TABLE,goals_backhand,bigint
fact_player_boxscore_all,BASE TABLE,wrist_shot_pct,double precision
fact_player_boxscore_all,BASE TABLE,one_timer_pct,bigint
fact_player_boxscore_all,BASE TABLE,primary_shot_type,text
fact_player_boxscore_all,BASE TABLE,shot_type_variety,bigint
fact_player_boxscore_all,BASE TABLE,passes_forehand,bigint
fact_player_boxscore_all,BASE TABLE,passes_backhand,bigint
fact_player_boxscore_all,BASE TABLE,passes_stretch,bigint
fact_player_boxscore_all,BASE TABLE,passes_bank,bigint
fact_player_boxscore_all,BASE TABLE,passes_rim,bigint
fact_player_boxscore_all,BASE TABLE,passes_drop,bigint
fact_player_boxscore_all,BASE TABLE,passes_lob,bigint
fact_player_boxscore_all,BASE TABLE,passes_one_touch,bigint
fact_player_boxscore_all,BASE TABLE,creative_passes,bigint
fact_player_boxscore_all,BASE TABLE,passes_completed,bigint
fact_player_boxscore_all,BASE TABLE,passes_attempted,bigint
fact_player_boxscore_all,BASE TABLE,pass_completion_pct,double precision
fact_player_boxscore_all,BASE TABLE,stretch_pass_pct,double precision
fact_player_boxscore_all,BASE TABLE,pass_type_diversity,bigint
fact_player_boxscore_all,BASE TABLE,shot_assists,bigint
fact_player_boxscore_all,BASE TABLE,goal_creating_actions,bigint
fact_player_boxscore_all,BASE TABLE,pre_shot_touches,bigint
fact_player_boxscore_all,BASE TABLE,sequences_involved,bigint
fact_player_boxscore_all,BASE TABLE,sequence_involvement_pct,double precision
fact_player_boxscore_all,BASE TABLE,sog_sequences,bigint
fact_player_boxscore_all,BASE TABLE,goal_sequences,bigint
fact_player_boxscore_all,BASE TABLE,playmaking_index,double precision
fact_player_boxscore_all,BASE TABLE,plays_under_pressure,bigint
fact_player_boxscore_all,BASE TABLE,plays_not_pressured,bigint
fact_player_boxscore_all,BASE TABLE,pressure_rate,double precision
fact_player_boxscore_all,BASE TABLE,pressure_success_count,bigint
fact_player_boxscore_all,BASE TABLE,pressure_success_pct,double precision
fact_player_boxscore_all,BASE TABLE,unpressured_success_pct,double precision
fact_player_boxscore_all,BASE TABLE,pressure_differential,double precision
fact_player_boxscore_all,BASE TABLE,pressure_giveaways,bigint
fact_player_boxscore_all,BASE TABLE,poise_index,double precision
fact_player_boxscore_all,BASE TABLE,vs_elite_toi,bigint
fact_player_boxscore_all,BASE TABLE,vs_elite_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,vs_elite_gf,bigint
fact_player_boxscore_all,BASE TABLE,vs_elite_ga,bigint
fact_player_boxscore_all,BASE TABLE,vs_good_toi,bigint
fact_player_boxscore_all,BASE TABLE,vs_good_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,vs_good_gf,bigint
fact_player_boxscore_all,BASE TABLE,vs_good_ga,bigint
fact_player_boxscore_all,BASE TABLE,vs_avg_toi,bigint
fact_player_boxscore_all,BASE TABLE,vs_avg_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,vs_avg_gf,bigint
fact_player_boxscore_all,BASE TABLE,vs_avg_ga,bigint
fact_player_boxscore_all,BASE TABLE,vs_weak_toi,bigint
fact_player_boxscore_all,BASE TABLE,vs_weak_cf_pct,bigint
fact_player_boxscore_all,BASE TABLE,vs_weak_gf,bigint
fact_player_boxscore_all,BASE TABLE,vs_weak_ga,bigint
fact_player_boxscore_all,BASE TABLE,cf_pct_adjusted,double precision
fact_player_boxscore_all,BASE TABLE,cf_pct_vs_expected,double precision
fact_player_boxscore_all,BASE TABLE,leading_toi,bigint
fact_player_boxscore_all,BASE TABLE,trailing_toi,bigint
fact_player_boxscore_all,BASE TABLE,tied_toi,bigint
fact_player_boxscore_all,BASE TABLE,close_game_toi,bigint
fact_player_boxscore_all,BASE TABLE,leading_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,trailing_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,tied_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,close_game_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,leading_goals,bigint
fact_player_boxscore_all,BASE TABLE,trailing_goals,bigint
fact_player_boxscore_all,BASE TABLE,tied_goals,bigint
fact_player_boxscore_all,BASE TABLE,p3_leading_toi,bigint
fact_player_boxscore_all,BASE TABLE,p3_leading_cf,bigint
fact_player_boxscore_all,BASE TABLE,p3_leading_ca,bigint
fact_player_boxscore_all,BASE TABLE,p3_leading_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,p3_leading_gf,bigint
fact_player_boxscore_all,BASE TABLE,p3_leading_ga,bigint
fact_player_boxscore_all,BASE TABLE,defensive_clutch_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,defensive_clutch_diff,double precision
fact_player_boxscore_all,BASE TABLE,unique_linemates,bigint
fact_player_boxscore_all,BASE TABLE,top_linemate_player_id,text
fact_player_boxscore_all,BASE TABLE,top_linemate_toi_together,bigint
fact_player_boxscore_all,BASE TABLE,top_line_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,chemistry_score,double precision
fact_player_boxscore_all,BASE TABLE,d_partner_player_id,text
fact_player_boxscore_all,BASE TABLE,d_partner_toi_together,bigint
fact_player_boxscore_all,BASE TABLE,line_consistency_pct,double precision
fact_player_boxscore_all,BASE TABLE,early_period_goals,bigint
fact_player_boxscore_all,BASE TABLE,early_period_assists,bigint
fact_player_boxscore_all,BASE TABLE,early_period_points,bigint
fact_player_boxscore_all,BASE TABLE,early_period_shots,bigint
fact_player_boxscore_all,BASE TABLE,late_period_goals,bigint
fact_player_boxscore_all,BASE TABLE,late_period_assists,bigint
fact_player_boxscore_all,BASE TABLE,late_period_points,bigint
fact_player_boxscore_all,BASE TABLE,late_period_shots,bigint
fact_player_boxscore_all,BASE TABLE,early_period_cf,bigint
fact_player_boxscore_all,BASE TABLE,early_period_ca,bigint
fact_player_boxscore_all,BASE TABLE,late_period_cf,bigint
fact_player_boxscore_all,BASE TABLE,late_period_ca,bigint
fact_player_boxscore_all,BASE TABLE,early_period_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,late_period_cf_pct,double precision
fact_player_boxscore_all,BASE TABLE,first_goal_involvement,bigint
fact_player_boxscore_all,BASE TABLE,rebound_recoveries,bigint
fact_player_boxscore_all,BASE TABLE,rebound_shots,bigint
fact_player_boxscore_all,BASE TABLE,rebound_goals,bigint
fact_player_boxscore_all,BASE TABLE,rebound_shot_pct,bigint
fact_player_boxscore_all,BASE TABLE,crash_net_attempts,bigint
fact_player_boxscore_all,BASE TABLE,crash_net_success,bigint
fact_player_boxscore_all,BASE TABLE,garbage_goals,bigint
fact_player_boxscore_all,BASE TABLE,goals_per_60,double precision
fact_player_boxscore_all,BASE TABLE,assists_per_60,double precision
fact_player_boxscore_all,BASE TABLE,points_per_60,double precision
fact_player_boxscore_all,BASE TABLE,sog_per_60,double precision
fact_player_boxscore_all,BASE TABLE,xg_per_60,double precision
fact_player_boxscore_all,BASE TABLE,shot_assists_per_60,double precision
fact_player_boxscore_all,BASE TABLE,game_score_raw,double precision
fact_player_boxscore_all,BASE TABLE,game_score,double precision
fact_player_boxscore_all,BASE TABLE,game_score_per_60,double precision
fact_player_boxscore_all,BASE TABLE,gs_scoring,double precision
fact_player_boxscore_all,BASE TABLE,gs_shots,double precision
fact_player_boxscore_all,BASE TABLE,gs_playmaking,double precision
fact_player_boxscore_all,BASE TABLE,gs_defense,double precision
fact_player_boxscore_all,BASE TABLE,gs_hustle,double precision
fact_player_boxscore_all,BASE TABLE,offensive_game_score,double precision
fact_player_boxscore_all,BASE TABLE,defensive_game_score,double precision
fact_player_boxscore_all,BASE TABLE,calculated_rating,double precision
fact_player_boxscore_all,BASE TABLE,gar_offense,double precision
fact_player_boxscore_all,BASE TABLE,gar_defense,double precision
fact_player_boxscore_all,BASE TABLE,gar_possession,double precision
fact_player_boxscore_all,BASE TABLE,gar_transition,double precision
fact_player_boxscore_all,BASE TABLE,gar_poise,double precision
fact_player_boxscore_all,BASE TABLE,gar_total,double precision
fact_player_boxscore_all,BASE TABLE,war,double precision
fact_player_boxscore_all,BASE TABLE,war_pace,double precision
fact_player_boxscore_all,BASE TABLE,skill_rating,bigint
fact_player_boxscore_all,BASE TABLE,expected_game_score,double precision
fact_player_boxscore_all,BASE TABLE,game_score_vs_expected,double precision
fact_player_boxscore_all,BASE TABLE,performance_index,double precision
fact_player_boxscore_all,BASE TABLE,performance_tier,text
fact_player_boxscore_all,BASE TABLE,adjusted_rating,double precision
fact_player_boxscore_all,BASE TABLE,rating_delta,double precision
fact_player_boxscore_all,BASE TABLE,rating_vs_competition,double precision
fact_player_boxscore_all,BASE TABLE,adjusted_performance_index,double precision
fact_player_boxscore_all,BASE TABLE,rating_differential,double precision
fact_player_boxscore_all,BASE TABLE,cf_pct_rel,double precision
fact_player_boxscore_all,BASE TABLE,ff_pct_rel,double precision
fact_player_boxscore_all,BASE TABLE,gf_pct,double precision
fact_player_boxscore_all,BASE TABLE,gf_pct_rel,double precision
fact_player_boxscore_all,BASE TABLE,boxscore_key,text
fact_player_career_stats,BASE TABLE,player_id,text
fact_player_career_stats,BASE TABLE,goals,bigint
fact_player_career_stats,BASE TABLE,primary_assists,bigint
fact_player_career_stats,BASE TABLE,secondary_assists,bigint
fact_player_career_stats,BASE TABLE,assists,bigint
fact_player_career_stats,BASE TABLE,points,bigint
fact_player_career_stats,BASE TABLE,shots,bigint
fact_player_career_stats,BASE TABLE,sog,bigint
fact_player_career_stats,BASE TABLE,pass_attempts,bigint
fact_player_career_stats,BASE TABLE,pass_completed,bigint
fact_player_career_stats,BASE TABLE,takeaways,bigint
fact_player_career_stats,BASE TABLE,giveaways,bigint
fact_player_career_stats,BASE TABLE,hits,bigint
fact_player_career_stats,BASE TABLE,blocks,bigint
fact_player_career_stats,BASE TABLE,dump_ins,bigint
fact_player_career_stats,BASE TABLE,fo_wins,bigint
fact_player_career_stats,BASE TABLE,fo_losses,bigint
fact_player_career_stats,BASE TABLE,seasons_played,bigint
fact_player_career_stats,BASE TABLE,war,double precision
fact_player_career_stats,BASE TABLE,game_score,double precision
fact_player_career_stats,BASE TABLE,career_games,bigint
fact_player_career_stats,BASE TABLE,player_name,text
fact_player_career_stats,BASE TABLE,position,text
fact_player_career_stats,BASE TABLE,current_team,text
fact_player_career_stats,BASE TABLE,goals_per_game,double precision
fact_player_career_stats,BASE TABLE,assists_per_game,double precision
fact_player_career_stats,BASE TABLE,points_per_game,double precision
fact_player_career_stats,BASE TABLE,shooting_pct,double precision
fact_player_career_stats,BASE TABLE,pass_completion_pct,double precision
fact_player_career_stats,BASE TABLE,faceoff_pct,double precision
fact_player_career_stats,BASE TABLE,takeaway_giveaway_ratio,double precision
fact_player_career_stats,BASE TABLE,player_career_key,text
fact_player_career_stats,BASE TABLE,_export_timestamp,text
fact_player_career_stats_basic,BASE TABLE,player_career_basic_key,text
fact_player_career_stats_basic,BASE TABLE,player_id,text
fact_player_career_stats_basic,BASE TABLE,player_name,text
fact_player_career_stats_basic,BASE TABLE,position,text
fact_player_career_stats_basic,BASE TABLE,current_team,text
fact_player_career_stats_basic,BASE TABLE,seasons_played,bigint
fact_player_career_stats_basic,BASE TABLE,career_games,bigint
fact_player_career_stats_basic,BASE TABLE,career_goals,bigint
fact_player_career_stats_basic,BASE TABLE,career_assists,bigint
fact_player_career_stats_basic,BASE TABLE,career_points,bigint
fact_player_career_stats_basic,BASE TABLE,career_pim,bigint
fact_player_career_stats_basic,BASE TABLE,goals_per_game,double precision
fact_player_career_stats_basic,BASE TABLE,assists_per_game,double precision
fact_player_career_stats_basic,BASE TABLE,points_per_game,double precision
fact_player_career_stats_basic,BASE TABLE,pim_per_game,double precision
fact_player_career_stats_basic,BASE TABLE,_export_timestamp,text
fact_player_event_chains,BASE TABLE,player_id,text
fact_player_event_chains,BASE TABLE,game_id,bigint
fact_player_event_chains,BASE TABLE,chains_involved,bigint
fact_player_event_chains,BASE TABLE,events_in_chains,bigint
fact_player_event_chains,BASE TABLE,player_chain_key,text
fact_player_event_chains,BASE TABLE,_export_timestamp,text
fact_player_game_position,BASE TABLE,game_id,bigint
fact_player_game_position,BASE TABLE,player_id,text
fact_player_game_position,BASE TABLE,total_shifts,bigint
fact_player_game_position,BASE TABLE,dominant_position,text
fact_player_game_position,BASE TABLE,dominant_position_pct,double precision
fact_player_game_position,BASE TABLE,forward_shifts,bigint
fact_player_game_position,BASE TABLE,defense_shifts,bigint
fact_player_game_position,BASE TABLE,goalie_shifts,bigint
fact_player_game_stats,BASE TABLE,player_game_key,text
fact_player_game_stats,BASE TABLE,player_game_id,text
fact_player_game_stats,BASE TABLE,game_id,bigint
fact_player_game_stats,BASE TABLE,season_id,text
fact_player_game_stats,BASE TABLE,player_id,text
fact_player_game_stats,BASE TABLE,player_name,text
fact_player_game_stats,BASE TABLE,team_id,text
fact_player_game_stats,BASE TABLE,team_name,text
fact_player_game_stats,BASE TABLE,position,text
fact_player_game_stats,BASE TABLE,_export_timestamp,text
fact_player_game_stats,BASE TABLE,goals,bigint
fact_player_game_stats,BASE TABLE,primary_assists,bigint
fact_player_game_stats,BASE TABLE,secondary_assists,bigint
fact_player_game_stats,BASE TABLE,assists,bigint
fact_player_game_stats,BASE TABLE,points,bigint
fact_player_game_stats,BASE TABLE,shots,bigint
fact_player_game_stats,BASE TABLE,sog,bigint
fact_player_game_stats,BASE TABLE,shooting_pct,double precision
fact_player_game_stats,BASE TABLE,pass_attempts,bigint
fact_player_game_stats,BASE TABLE,pass_completed,bigint
fact_player_game_stats,BASE TABLE,pass_pct,double precision
fact_player_game_stats,BASE TABLE,fo_wins,bigint
fact_player_game_stats,BASE TABLE,fo_losses,bigint
fact_player_game_stats,BASE TABLE,fo_total,bigint
fact_player_game_stats,BASE TABLE,fo_pct,double precision
fact_player_game_stats,BASE TABLE,giveaways,bigint
fact_player_game_stats,BASE TABLE,takeaways,bigint
fact_player_game_stats,BASE TABLE,turnover_diff,bigint
fact_player_game_stats,BASE TABLE,bad_giveaways,bigint
fact_player_game_stats,BASE TABLE,bad_turnover_diff,bigint
fact_player_game_stats,BASE TABLE,blocks,bigint
fact_player_game_stats,BASE TABLE,hits,bigint
fact_player_game_stats,BASE TABLE,primary_def_events,bigint
fact_player_game_stats,BASE TABLE,support_def_events,bigint
fact_player_game_stats,BASE TABLE,def_involvement,bigint
fact_player_game_stats,BASE TABLE,primary_def_shots,bigint
fact_player_game_stats,BASE TABLE,primary_def_goals_against,bigint
fact_player_game_stats,BASE TABLE,primary_def_passes,bigint
fact_player_game_stats,BASE TABLE,toi_seconds,bigint
fact_player_game_stats,BASE TABLE,toi_minutes,double precision
fact_player_game_stats,BASE TABLE,shift_count,bigint
fact_player_game_stats,BASE TABLE,avg_shift,double precision
fact_player_game_stats,BASE TABLE,plus_ev,bigint
fact_player_game_stats,BASE TABLE,minus_ev,bigint
fact_player_game_stats,BASE TABLE,plus_minus_ev,bigint
fact_player_game_stats,BASE TABLE,corsi_for,bigint
fact_player_game_stats,BASE TABLE,corsi_against,bigint
fact_player_game_stats,BASE TABLE,cf_pct,double precision
fact_player_game_stats,BASE TABLE,player_rating,bigint
fact_player_game_stats,BASE TABLE,team_avg_rating,double precision
fact_player_game_stats,BASE TABLE,opp_avg_rating,double precision
fact_player_game_stats,BASE TABLE,team_rating_diff,double precision
fact_player_game_stats,BASE TABLE,rating_diff,double precision
fact_player_game_stats,BASE TABLE,team_min_rating_avg,double precision
fact_player_game_stats,BASE TABLE,team_max_rating_avg,double precision
fact_player_game_stats,BASE TABLE,opp_min_rating_avg,double precision
fact_player_game_stats,BASE TABLE,opp_max_rating_avg,double precision
fact_player_game_stats,BASE TABLE,min_rating_diff,double precision
fact_player_game_stats,BASE TABLE,max_rating_diff,double precision
fact_player_game_stats,BASE TABLE,fenwick_for,bigint
fact_player_game_stats,BASE TABLE,fenwick_against,bigint
fact_player_game_stats,BASE TABLE,ff_pct,double precision
fact_player_game_stats,BASE TABLE,on_ice_sh_pct,double precision
fact_player_game_stats,BASE TABLE,on_ice_sv_pct,double precision
fact_player_game_stats,BASE TABLE,pdo,double precision
fact_player_game_stats,BASE TABLE,qoc_rating,double precision
fact_player_game_stats,BASE TABLE,qot_rating,double precision
fact_player_game_stats,BASE TABLE,zone_starts_oz,bigint
fact_player_game_stats,BASE TABLE,zone_starts_nz,bigint
fact_player_game_stats,BASE TABLE,zone_starts_dz,bigint
fact_player_game_stats,BASE TABLE,zone_starts_oz_pct,double precision
fact_player_game_stats,BASE TABLE,zone_starts_dz_pct,double precision
fact_player_game_stats,BASE TABLE,plus_total,bigint
fact_player_game_stats,BASE TABLE,minus_total,bigint
fact_player_game_stats,BASE TABLE,plus_minus_total,bigint
fact_player_game_stats,BASE TABLE,scoring_chances_for,bigint
fact_player_game_stats,BASE TABLE,scoring_chances_against,bigint
fact_player_game_stats,BASE TABLE,sc_pct,double precision
fact_player_game_stats,BASE TABLE,high_danger_for,bigint
fact_player_game_stats,BASE TABLE,high_danger_against,bigint
fact_player_game_stats,BASE TABLE,hd_pct,double precision
fact_player_game_stats,BASE TABLE,zone_ent_total,bigint
fact_player_game_stats,BASE TABLE,zone_ent_controlled,bigint
fact_player_game_stats,BASE TABLE,zone_ent_uncontrolled,bigint
fact_player_game_stats,BASE TABLE,zone_ent_control_pct,double precision
