event_index,Team,Player,X,Y,X2,Y2,X3,Y3,Distance,game_id,home_team,away_team
47,e,52,31.62,40.61,,,,,70.30,18977,Velodrome,HollowBrook
48,e,52,32.46,40.53,64.92,40.91,,,32.46,18977,Velodrome,HollowBrook
48,e,42,65.85,39.84,,,,,46.08,18977,Velodrome,HollowBrook
50,e,42,65.08,39.99,72.92,38.38,,,8.01,18977,Velodrome,HollowBrook
51,e,42,72.69,37.91,43.23,-20.32,,,65.26,18977,Velodrome,HollowBrook
51,e,22,42.54,-20.70,,,,,50.86,18977,Velodrome,HollowBrook
52,e,22,48.31,-39.32,,,,,56.58,18977,Velodrome,HollowBrook
52,o,13,42.69,-36.86,,,,,59.18,18977,Velodrome,HollowBrook
52,o,2,66.77,-40.47,,,,,46.17,18977,Velodrome,HollowBrook
53,e,2,80.08,-36.16,66.46,-40.09,,,14.17,18977,Velodrome,HollowBrook
54,e,2,65.54,-39.63,,,,,46.05,18977,Velodrome,HollowBrook
54,o,91,66.08,-38.70,,,,,44.98,18977,Velodrome,HollowBrook
55,e,13,95.46,9.68,25.62,36.61,,,74.86,18977,Velodrome,HollowBrook
55,o,91,75.62,23.91,34.77,36.99,,,42.89,18977,Velodrome,HollowBrook
55,o,52,25.77,36.84,,,,,73.18,18977,Velodrome,HollowBrook
56,e,13,26.23,36.76,-24.46,22.84,,,52.57,18977,Velodrome,HollowBrook
57,e,13,-24.54,23.07,-28.54,22.91,,,4.00,18977,Velodrome,HollowBrook
57,o,22,-20.15,9.14,-29.46,22.14,,,15.99,18977,Velodrome,HollowBrook
58,e,13,-29.38,23.30,,,,,64.01,18977,Velodrome,HollowBrook
58,o,22,-29.77,22.14,,,,,63.23,18977,Velodrome,HollowBrook
