event_index,Team,Player,X,Y,X2,Y2,X3,Y3,Distance,game_id,home_team,away_team
138,e,84,30.54,36.38,56.54,-30.09,,,71.37,18977,Velodrome,HollowBrook
138,e,75,55.62,-30.01,,,,,44.89,18977,Velodrome,HollowBrook
138,o,26,51.00,3.84,,,,,38.19,18977,Velodrome,HollowBrook
139,e,75,56.85,-29.86,91.00,-3.86,,,42.92,18977,Velodrome,HollowBrook
140,e,75,56.38,-29.47,91.08,-4.01,,,43.03,18977,Velodrome,HollowBrook
141,e,27,91.23,-4.86,84.46,-18.01,,,14.79,18977,Velodrome,HollowBrook
142,e,27,84.54,-18.55,35.15,-11.24,,,49.92,18977,Velodrome,HollowBrook
142,o,49,86.08,-7.32,53.46,-11.24,,,32.85,18977,Velodrome,HollowBrook
142,o,75,69.31,-27.63,48.92,-15.63,,,23.65,18977,Velodrome,HollowBrook
143,e,27,34.92,-11.32,0.46,-39.86,,,44.74,18977,Velodrome,HollowBrook
143,e,13,19.62,-40.39,1.38,-39.78,,,18.24,18977,Velodrome,HollowBrook
144,e,13,20.00,-40.63,0.69,-39.70,,,19.33,18977,Velodrome,HollowBrook
144,e,27,35.31,-11.24,0.92,-39.93,,,44.78,18977,Velodrome,HollowBrook
145,e,13,0.85,-39.86,-25.54,-39.47,,,26.39,18977,Velodrome,HollowBrook
146,e,13,-25.31,-39.70,-84.38,-22.47,,,61.54,18977,Velodrome,HollowBrook
146,e,22,-22.08,20.45,-64.77,0.76,,,47.02,18977,Velodrome,HollowBrook
146,o,87,-25.54,-27.93,-82.62,-22.01,,,57.38,18977,Velodrome,HollowBrook
146,o,84,-25.77,5.61,-74.38,2.76,,,48.70,18977,Velodrome,HollowBrook
147,o,84,-78.08,-10.39,-80.69,-11.63,,,2.89,18977,Velodrome,HollowBrook
147,o,87,-84.38,-16.55,,,,,17.18,18977,Velodrome,HollowBrook
147,e,13,-83.15,-14.39,,,,,15.54,18977,Velodrome,HollowBrook
148,e,84,-79.46,-2.55,-28.08,10.53,,,53.02,18977,Velodrome,HollowBrook
148,o,26,-11.38,13.53,-27.77,11.53,,,16.51,18977,Velodrome,HollowBrook
149,e,26,-28.85,10.84,-58.08,4.45,,,29.92,18977,Velodrome,HollowBrook
149,o,49,-68.54,22.14,-43.00,9.84,,,28.35,18977,Velodrome,HollowBrook
149,o,75,-56.69,-12.86,-56.62,-0.63,,,12.23,18977,Velodrome,HollowBrook
149,o,42,-70.23,24.22,-59.69,8.99,,,18.52,18977,Velodrome,HollowBrook
149,o,84,-73.00,1.07,-61.31,3.45,,,11.93,18977,Velodrome,HollowBrook
150,e,26,-57.92,4.68,-81.77,0.14,,,24.27,18977,Velodrome,HollowBrook
150,o,84,-62.31,3.38,,,,,26.90,18977,Velodrome,HollowBrook
150,o,42,-60.31,9.07,,,,,30.09,18977,Velodrome,HollowBrook
150,o,87,-65.62,7.22,,,,,24.47,18977,Velodrome,HollowBrook
150,o,75,-58.62,-1.39,,,,,30.42,18977,Velodrome,HollowBrook
151,e,22,95.92,27.22,89.31,16.45,,,12.64,18977,Velodrome,HollowBrook
151,o,84,82.46,8.99,88.85,15.53,,,9.14,18977,Velodrome,HollowBrook
151,o,42,85.92,7.53,94.23,11.30,,,9.12,18977,Velodrome,HollowBrook
152,o,42,85.85,7.07,94.08,10.68,,,8.99,18977,Velodrome,HollowBrook
152,o,84,82.23,8.84,88.69,14.99,,,8.92,18977,Velodrome,HollowBrook
152,e,22,95.38,26.91,88.77,15.91,,,12.84,18977,Velodrome,HollowBrook
153,e,42,94.23,10.38,94.31,-30.01,,,40.38,18977,Velodrome,HollowBrook
154,e,42,91.31,-30.86,59.62,-38.16,,,32.52,18977,Velodrome,HollowBrook
155,e,42,60.31,-38.70,2.23,-37.32,,,58.09,18977,Velodrome,HollowBrook
156,e,42,58.85,-38.70,2.08,-37.32,,,56.79,18977,Velodrome,HollowBrook
157,e,42,59.08,-37.78,1.92,-37.09,,,57.16,18977,Velodrome,HollowBrook
155,o,13,73.54,-5.16,54.92,-22.16,,,25.21,18977,Velodrome,HollowBrook
156,o,13,73.23,-5.09,55.15,-22.09,,,24.81,18977,Velodrome,HollowBrook
157,o,13,73.31,-5.09,55.31,-22.16,,,24.81,18977,Velodrome,HollowBrook
157,o,33,1.31,-37.24,,,,,95.27,18977,Velodrome,HollowBrook
156,o,33,0.54,-36.70,,,,,95.77,18977,Velodrome,HollowBrook
155,o,33,0.46,-36.24,,,,,95.67,18977,Velodrome,HollowBrook
155,e,49,-18.15,-37.55,,,,,80.18,18977,Velodrome,HollowBrook
156,e,49,-18.31,-37.70,,,,,80.12,18977,Velodrome,HollowBrook
157,e,49,-18.08,-38.39,,,,,80.65,18977,Velodrome,HollowBrook
