event_index,sequence_index,play_index,Period,event_start_min,event_start_sec,event_end_min,event_end_sec,link_prev_play,Team,Player,player_role,Type,event_detail,event_detail_2,offensive_play,defensive_play,X,Y,X2,Y2,X3,Y3,distance,PlayerNumberEdit,TeamEdit,game_id,home_team,away_team
355,51,39,1,3,53,,,,Home,87,event_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,66.87,-22.42,77.83,16.27,,,,,,18955,Velodrome,Orphans
355,51,39,1,3,53,,,,Home,75,event_team_player_2,Pass,Pass_Completed,Pass-Forehand,,,73.57,19.92,78.17,16.36,,,,,,18955,Velodrome,Orphans
356,51,39,1,3,52,,,,Home,75,event_team_player_1,Shot,Shot_Missed,Shot-OneTime,,,77.57,15.49,98.87,3.4,,,,,,18955,Velodrome,Orphans
357,52,,1,3,49,3,45,,Away,3,event_team_player_1,Possession,,,,,86.26,-9.55,97.91,-9.29,,,,,,18955,Velodrome,Orphans
357,52,,1,3,49,3,45,,Away,87,opp_team_player_1,Possession,,,,,85.39,-5.82,90.78,-7.64,,,,,,18955,Velodrome,Orphans
358,52,,1,3,44,,,,Away,3,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,97.3,-9.64,23.22,15.32,,,,,,18955,Velodrome,Orphans
358,52,,1,3,44,,,,Away,6,event_team_player_2,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,27.39,0.01,23.57,15.84,,,,,,18955,Velodrome,Orphans
358,52,,1,3,44,,,,Away,87,opp_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,90.61,-7.73,,,,,,,,18955,Velodrome,Orphans
360,52,,1,3,43,,,,Away,6,event_team_player_1,Pass,Pass_Missed,Pass-Bank,,,12.87,22.53,-1.74,40.27,,,,,,18955,Velodrome,Orphans
361,52,,1,3,43,,,,Away,6,event_team_player_1,Turnover,Turnover_Giveaway,Giveaway-PassMissed,,,-0.87,39.49,,,,,,,,18955,Velodrome,Orphans
361,52,,1,3,43,,,,Away,84,opp_team_player_1,Turnover,Turnover_Giveaway,Giveaway-PassMissed,,,-9.83,35.05,-0.26,39.92,,,,,,18955,Velodrome,Orphans
362,52,40,1,3,35,,,,Away,11,event_team_player_1,Possession,,,,,0.17,-37.73,-24.43,-17.03,,,,,,18955,Velodrome,Orphans
363,52,40,1,3,33,3,32,,Away,11,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-24.26,-16.16,-54.09,-3.99,,,,,,18955,Velodrome,Orphans
363,52,40,1,3,33,3,32,,Away,14,opp_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-27.04,-28.25,-61.04,-6.6,,,,,,18955,Velodrome,Orphans
363,52,40,1,3,33,3,32,,Away,87,opp_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-45.74,-2.25,-60.78,-0.08,,,,,,18955,Velodrome,Orphans
363,52,40,1,3,33,3,32,,Away,75,opp_team_player_3,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-44.96,14.01,-56.35,11.32,,,,,,18955,Velodrome,Orphans
363,52,40,1,3,33,3,32,,Away,84,opp_team_player_4,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-10.09,30.79,-37.48,23.58,,,,,,18955,Velodrome,Orphans
364,52,40,1,3,32,3,31,,Away,11,event_team_player_1,Possession,,,,,-54.43,-3.73,-73.48,-22.08,,,,,,18955,Velodrome,Orphans
364,52,40,1,3,32,3,31,,Away,14,opp_team_player_1,Possession,,,,,-60.78,-6.42,-70.87,-15.38,,,,,,18955,Velodrome,Orphans
364,52,40,1,3,32,3,31,,Away,87,opp_team_player_2,Possession,,,,,-61.39,-0.42,-67.04,-5.21,,,,,,18955,Velodrome,Orphans
364,52,40,1,3,32,3,31,,Away,75,opp_team_player_3,Possession,,,,,-57.83,11.14,-67.04,9.66,,,,,,18955,Velodrome,Orphans
364,52,40,1,3,32,3,31,,Away,84,opp_team_player_4,Possession,,,,,-37.74,23.58,-64.52,18.71,,,,,,18955,Velodrome,Orphans
365,52,,1,3,31,,,,Away,11,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,-73.13,-21.9,-86.78,-3.21,,,,,,18955,Velodrome,Orphans
365,52,,1,3,31,,,,Away,39,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,-87.04,-4.08,,,,,,,,18955,Velodrome,Orphans
365,52,,1,3,31,,,,Away,87,opp_team_player_2,Shot,Shot_OnNetSaved,Shot-Wrist,,,-66.87,-4.95,,,,,,,,18955,Velodrome,Orphans
365,52,,1,3,31,,,,Away,14,opp_team_player_3,Shot,Shot_OnNetSaved,Shot-Wrist,,,-71.22,-14.68,,,,,,,,18955,Velodrome,Orphans
365,52,,1,3,31,,,,Away,75,opp_team_player_4,Shot,Shot_OnNetSaved,Shot-Wrist,,,-68.96,8.79,,,,,,,,18955,Velodrome,Orphans
367,52,,1,3,31,,,,Home,39,event_team_player_1,Rebound,Rebound_OppTeamRecovered,,,,-86.61,-4.25,-84.26,-8.77,,,,,,18955,Velodrome,Orphans
367,52,,1,3,31,,,,Home,11,opp_team_player_1,Rebound,Rebound_OppTeamRecovered,,,,-86.26,-9.03,,,,,,,,18955,Velodrome,Orphans
368,53,,1,3,28,,,,Home,75,event_team_player_1,Pass,Pass_Missed,Pass-Stretch,,,-74.78,9.49,-40.87,0.97,,,,,,18955,Velodrome,Orphans
369,53,,1,3,28,,,,Home,75,event_team_player_1,Turnover,Turnover_Giveaway,Giveaway-PassMissed,,,-40.35,1.14,,,,,,,,18955,Velodrome,Orphans
369,53,,1,3,28,,,,Home,5,opp_team_player_1,Turnover,Turnover_Giveaway,Giveaway-PassMissed,,,-40.87,0.01,,,,,,,,18955,Velodrome,Orphans
370,53,,1,3,26,,,,Away,5,event_team_player_1,Shot,Shot_Missed,Shot-Wrist,,,-48.26,2.1,-99.13,-7.82,,,,,,18955,Velodrome,Orphans
370,53,,1,3,26,,,,Away,84,opp_team_player_1,Shot,Shot_Missed,Shot-Wrist,,,-72.78,6.45,-62.35,1.49,,,,,,18955,Velodrome,Orphans
370,53,,1,3,26,,,,Away,70,opp_team_player_2,Shot,Shot_Missed,Shot-Wrist,,,-65.3,11.84,-57.91,1.23,,,,,,18955,Velodrome,Orphans
371,53,,1,3,24,,,,Away,87,opp_team_player_1,Turnover,Turnover_Giveaway,Giveaway-ShotMissed,,,-98.61,-7.73,,,,,,,,18955,Velodrome,Orphans
372,53,,1,3,24,3,22,,Home,87,event_team_player_1,Possession,,,,,-98.26,-8.86,-91.48,-23.47,,,,,,18955,Velodrome,Orphans
372,53,,1,3,24,3,22,,Home,5,opp_team_player_1,Possession,,,,,-78.7,-4.68,-80.09,-15.47,,,,,,18955,Velodrome,Orphans
373,53,,1,3,22,,,,Home,87,event_team_player_1,Pass,Pass_Deflected,Pass-Stretch,,,-91.22,-22.68,-61.83,-10.42,,,,,,18955,Velodrome,Orphans
373,53,,1,3,22,,,,Home,75,event_team_player_2,Pass,Pass_Deflected,Pass-Stretch,,,-47.48,30.36,-41.13,25.66,,,,,,18955,Velodrome,Orphans
373,53,,1,3,22,,,,Home,11,opp_team_player_1,Pass,Pass_Deflected,Pass-Stretch,,,-68.17,-0.6,-61.83,-10.6,,,,,,18955,Velodrome,Orphans
374,54,,1,3,22,,,,Home,87,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Other,,,-61.83,-10.77,-1.39,6.79,,,,,,18955,Velodrome,Orphans
374,54,,1,3,22,,,,Home,75,event_team_player_2,Zone_Entry_Exit,Zone_Exit,ZoneExit-Other,,,-40.78,25.84,-2.43,4.01,,,,,,18955,Velodrome,Orphans
374,54,,1,3,22,,,,Home,11,opp_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Other,,,-59.13,-9.55,-35.13,-10.16,,,,,,18955,Velodrome,Orphans
375,54,,1,3,17,,,,Home,75,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,18.43,1.92,42.26,3.23,,,,,,18955,Velodrome,Orphans
375,54,,1,3,17,,,,Home,70,event_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,24.26,38.53,37.3,25.66,,,,,,18955,Velodrome,Orphans
375,54,,1,3,17,,,,Home,13,opp_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,41.39,2.53,46.26,5.05,,,,,,18955,Velodrome,Orphans
375,54,,1,3,17,,,,Home,12,opp_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,40.61,31.32,51.04,21.49,,,,,,18955,Velodrome,Orphans
376,54,,1,3,16,,,,Home,75,event_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,43.48,2.88,38.35,25.23,,,,,,18955,Velodrome,Orphans
376,54,,1,3,16,,,,Home,70,event_team_player_2,Pass,Pass_Completed,Pass-Forehand,,,37.83,24.79,,,,,,,,18955,Velodrome,Orphans
377,54,,1,3,16,3,13,,Home,70,event_team_player_1,Possession,,,,,40.09,25.58,35.57,35.92,,,,,,18955,Velodrome,Orphans
378,54,,1,3,13,,,,Home,70,event_team_player_1,Pass,Pass_Missed,Pass-Forehand,,,34.78,36.27,54.7,2.1,,,,,,18955,Velodrome,Orphans
378,54,,1,3,13,,,,Home,24,event_team_player_2,Pass,Pass_Missed,Pass-Forehand,,,46.96,-24.25,56.35,-20.34,,,,,,18955,Velodrome,Orphans
378,54,,1,3,13,,,,Home,11,opp_team_player_1,Pass,Pass_Missed,Pass-Forehand,,,47.65,-5.82,55.83,2.18,,,,,,18955,Velodrome,Orphans
378,54,,1,3,13,,,,Home,5,opp_team_player_2,Pass,Pass_Missed,Pass-Forehand,,,26.43,16.45,36.26,20.27,,,,,,18955,Velodrome,Orphans
378,54,,1,3,13,,,,Home,12,opp_team_player_3,Pass,Pass_Missed,Pass-Forehand,,,55.65,24.45,40.96,28.53,,,,,,18955,Velodrome,Orphans
378,54,,1,3,13,,,,Home,9,opp_team_player_4,Pass,Pass_Missed,Pass-Forehand,,,56.87,18.27,49.91,21.92,,,,,,18955,Velodrome,Orphans
380,54,41,1,3,10,3,7,,Away,11,event_team_player_1,Possession,,,,,72.96,-39.9,98.7,12.79,,,,,,18955,Velodrome,Orphans
381,54,41,1,3,7,3,3,,Away,11,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,96.96,12.97,24.96,16.97,,,,,,18955,Velodrome,Orphans
381,54,41,1,3,7,3,3,,Away,9,event_team_player_2,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,63.91,-10.34,25.3,-2.86,,,,,,18955,Velodrome,Orphans
381,54,41,1,3,7,3,3,,Away,5,event_team_player_3,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,25.39,39.75,-1.13,37.66,,,,,,18955,Velodrome,Orphans
381,54,41,1,3,7,3,3,,Away,24,opp_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,92.61,10.71,31.22,13.58,,,,,,18955,Velodrome,Orphans
381,54,41,1,3,7,3,3,,Away,75,opp_team_player_2,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,57.22,12.62,28.78,26.53,,,,,,18955,Velodrome,Orphans
382,54,42,1,3,3,3,1,,Away,11,event_team_player_1,Possession,,,,,24.61,16.36,-24.52,22.97,,,,,,18955,Velodrome,Orphans
383,54,42,1,3,1,2,58,,Away,11,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-25.83,23.49,-88.96,26.62,,,,,,18955,Velodrome,Orphans
383,54,42,1,3,1,2,58,,Away,5,event_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-24.43,38.97,-68,23.14,,,,,,18955,Velodrome,Orphans
383,54,42,1,3,1,2,58,,Away,9,event_team_player_3,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-25.39,1.75,-67.65,-4.25,,,,,,18955,Velodrome,Orphans
383,54,42,1,3,1,2,58,,Away,93,opp_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-43.57,18.01,-79.04,24.01,,,,,,18955,Velodrome,Orphans
383,54,42,1,3,1,2,58,,Away,42,opp_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-30.43,-11.82,-71.57,10.88,,,,,,18955,Velodrome,Orphans
384,54,42,1,2,58,,,,Away,11,event_team_player_1,Pass,Pass_Completed,Pass-Backhand,,,-88.52,26.45,-69.04,22.36,,,,,,18955,Velodrome,Orphans
384,54,42,1,2,58,,,,Away,5,event_team_player_2,Pass,Pass_Completed,Pass-Backhand,,,-68.35,21.66,,,,,,,,18955,Velodrome,Orphans
384,54,42,1,2,58,,,,Away,93,opp_team_player_1,Pass,Pass_Completed,Pass-Backhand,,,-78.78,23.05,,,,,,,,18955,Velodrome,Orphans
385,54,,1,2,57,,,,Away,5,event_team_player_1,Shot,Shot_Missed,Shot-Wrist,,,-70.7,21.05,-98.09,3.23,,,,,,18955,Velodrome,Orphans
385,54,,1,2,57,,,,Away,93,opp_team_player_1,Shot,Shot_Missed,Shot-Wrist,,,-78.7,21.4,-97.22,5.14,,,,,,18955,Velodrome,Orphans
387,55,,1,2,55,2,51,,Home,93,event_team_player_1,Possession,,,,,-98,4.45,-96.7,18.36,,,,,,18955,Velodrome,Orphans
387,55,,1,2,55,2,51,,Home,5,opp_team_player_1,Possession,,,,,-91.39,7.05,-94.09,15.32,,,,,,18955,Velodrome,Orphans
388,55,,1,2,51,2,48,,Home,93,event_team_player_1,Possession,,,,,-96.78,18.01,-94,-16.6,,,,,,18955,Velodrome,Orphans
389,55,,1,2,48,2,47,,Home,93,event_team_player_1,Possession,,,,,-93.65,-16.95,-84.78,-19.55,,,,,,18955,Velodrome,Orphans
389,55,,1,2,48,2,47,,Home,9,opp_team_player_1,Possession,,,,,-66.26,-6.86,-78,-12.68,,,,,,18955,Velodrome,Orphans
389,55,,1,2,48,2,47,,Home,11,opp_team_player_2,Possession,,,,,-60.61,-10.86,-76.35,-15.03,,,,,,18955,Velodrome,Orphans
390,55,,1,2,46,,,,Home,93,event_team_player_1,Pass,Pass_Missed,Pass-Forehand,,,-85.57,-19.12,-56.43,-1.47,,,,,,18955,Velodrome,Orphans
390,55,,1,2,46,,,,Home,42,event_team_player_2,Pass,Pass_Missed,Pass-Forehand,,,-66.52,2.88,-57.04,-1.47,,,,,,18955,Velodrome,Orphans
390,55,,1,2,46,,,,Home,24,event_team_player_3,Pass,Pass_Missed,Pass-Forehand,,,-58.96,8.53,-51.3,-4.08,,,,,,18955,Velodrome,Orphans
390,55,,1,2,46,,,,Home,11,opp_team_player_1,Pass,Pass_Missed,Pass-Forehand,,,-76.52,-14.34,-67.48,-24.95,,,,,,18955,Velodrome,Orphans
390,55,,1,2,46,,,,Home,9,opp_team_player_2,Pass,Pass_Missed,Pass-Forehand,,,-78.17,-12.6,-55.3,-9.29,,,,,,18955,Velodrome,Orphans
390,55,,1,2,46,,,,Home,13,opp_team_player_3,Pass,Pass_Missed,Pass-Forehand,,,-29.13,-20.25,-38.17,-15.82,,,,,,18955,Velodrome,Orphans
391,55,,1,2,46,,,,Home,24,event_team_player_1,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,,-44.96,-6.77,-42.52,-13.55,,,,,,18955,Velodrome,Orphans
391,55,,1,2,46,,,,Home,42,event_team_player_2,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,,-56.61,-2.34,-42.52,-4.16,,,,,,18955,Velodrome,Orphans
391,55,,1,2,46,,,,Home,13,opp_team_player_1,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,,-38.26,-15.38,-42.26,-14.6,,,,,,18955,Velodrome,Orphans
393,55,,1,2,46,2,42,,Away,13,event_team_player_1,Possession,,,,,-41.74,-16.16,-82.7,-26.77,,,,,,18955,Velodrome,Orphans
393,55,,1,2,46,2,42,,Away,93,opp_team_player_1,Possession,,,,,-57.83,-10.25,-78.7,-23.64,,,,,,18955,Velodrome,Orphans
394,55,,1,2,42,,,,Away,13,event_team_player_1,Pass,Pass_Deflected,Pass-Forehand,,,-82.87,-26.95,-81.65,-22.34,,,,,,18955,Velodrome,Orphans
394,55,,1,2,42,,,,Away,5,event_team_player_2,Pass,Pass_Deflected,Pass-Forehand,,,-69.65,0.18,-76.17,-2.34,,,,,,18955,Velodrome,Orphans
394,55,,1,2,42,,,,Away,93,opp_team_player_1,Pass,Pass_Deflected,Pass-Forehand,,,-81.3,-20.86,,,,,,,,18955,Velodrome,Orphans
396,56,,1,2,39,2,37,,Home,42,event_team_player_1,Possession,,,,,-60.17,34.53,-46.35,20.71,,,,,,18955,Velodrome,Orphans
397,56,,1,2,37,,,,Home,42,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,-46,20.97,2.17,-18.16,,,,,,18955,Velodrome,Orphans
397,56,,1,2,37,,,,Home,24,event_team_player_2,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,-8.61,-27.47,2.7,-19.29,,,,,,18955,Velodrome,Orphans
397,56,,1,2,37,,,,Home,11,opp_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,-18.35,-16.08,-4.96,-13.99,,,,,,18955,Velodrome,Orphans
399,56,,1,2,34,,,,Home,42,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Other,,,4.43,-18.95,69.3,-40.16,,,,,,18955,Velodrome,Orphans
401,57,43,1,2,30,2,28,,Away,11,event_team_player_1,Possession,,,,,85.83,-19.12,96,-7.55,,,,,,18955,Velodrome,Orphans
402,57,43,1,2,28,2,27,,Away,11,event_team_player_1,Possession,,,,,95.91,-5.9,95.39,7.32,,,,,,18955,Velodrome,Orphans
403,57,43,1,2,27,2,25,,Away,11,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,97.04,15.23,26.43,10.01,,,,,,18955,Velodrome,Orphans
403,57,43,1,2,27,2,25,,Away,91,opp_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,66.7,19.84,28.96,12.53,,,,,,18955,Velodrome,Orphans
404,57,43,1,2,25,2,23,,Away,11,event_team_player_1,Possession,,,,,24.87,9.4,-24.61,-10.51,,,,,,18955,Velodrome,Orphans
405,57,44,1,2,23,2,20,,Away,11,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,Deke,BeatDeke,-31.04,-9.82,-74.96,0.18,,,,,,18955,Velodrome,Orphans
405,57,44,1,2,23,2,20,,Away,9,event_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,Deke,BeatDeke,-24.52,38.01,-73.39,18.1,,,,,,18955,Velodrome,Orphans
405,57,44,1,2,23,2,20,,Away,93,opp_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,Deke,BeatDeke,-40.78,9.75,-75.65,4.27,,,,,,18955,Velodrome,Orphans
405,57,44,1,2,23,2,20,,Away,91,opp_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,Deke,BeatDeke,-23.74,20.01,-66.26,5.23,,,,,,18955,Velodrome,Orphans
406,57,44,1,2,20,,,,Away,11,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,-77.04,-0.08,-86.87,-1.73,,,,,,18955,Velodrome,Orphans
406,57,44,1,2,20,,,,Away,39,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,-87.04,-1.9,,,,,,,,18955,Velodrome,Orphans
406,57,44,1,2,20,,,,Away,9,opp_team_player_2,Shot,Shot_OnNetSaved,Shot-Wrist,,,-76.26,-0.77,,,,,,,,18955,Velodrome,Orphans
406,57,44,1,2,20,,,,Away,93,opp_team_player_3,Shot,Shot_OnNetSaved,Shot-Wrist,,,-77.48,3.4,,,,,,,,18955,Velodrome,Orphans
408,57,,1,2,20,,,,Home,39,event_team_player_1,Rebound,Rebound_OppTeamRecovered,,,,-87.13,-1.9,-96.43,-19.55,,,,,,18955,Velodrome,Orphans
408,57,,1,2,20,,,,Home,11,opp_team_player_1,Rebound,Rebound_OppTeamRecovered,,,,-76.87,-2.16,-93.57,-20.68,,,,,,18955,Velodrome,Orphans
409,57,,1,2,18,2,15,,Away,11,event_team_player_1,Possession,,,,,-88.17,-30.77,-57.74,-0.86,,,,,,18955,Velodrome,Orphans
409,57,,1,2,18,2,15,,Away,9,opp_team_player_1,Possession,,,,,-79.65,-18.68,-65.57,-7.9,,,,,,18955,Velodrome,Orphans
410,57,,1,2,15,,,,Away,11,event_team_player_1,Pass,Pass_Missed,Pass-Backhand,,,-57.3,-1.38,-65.57,-7.47,,,,,,18955,Velodrome,Orphans
410,57,,1,2,15,,,,Away,9,event_team_player_2,Pass,Pass_Missed,Pass-Backhand,,,-86.7,-24.51,-70.78,-22.42,,,,,,18955,Velodrome,Orphans
411,57,,1,2,10,,,,Away,10,event_team_player_1,Pass,Pass_Deflected,Pass-Backhand,,,-43.65,-40.08,-59.04,-34.86,,,,,,18955,Velodrome,Orphans
411,57,,1,2,10,,,,Away,9,event_team_player_2,Pass,Pass_Deflected,Pass-Backhand,,,-78.26,-35.73,-67.91,-31.55,,,,,,18955,Velodrome,Orphans
413,58,45,1,2,7,2,6,,Home,9,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,-48.7,23.32,-25.48,37.23,,,,,,18955,Velodrome,Orphans
415,58,46,1,2,5,2,2,,Home,9,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,0.09,39.75,-22.35,36.97,,,,,,18955,Velodrome,Orphans
414,58,45,1,2,6,,,,Home,9,event_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,-22.7,35.92,22.7,39.23,,,,,,18955,Velodrome,Orphans
414,58,45,1,2,6,,,,Home,91,event_team_player_2,Pass,Pass_Completed,Pass-Forehand,,,-6.09,40.1,22.96,38.88,,,,,,18955,Velodrome,Orphans
414,58,45,1,2,6,,,,Home,14,opp_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,-21.3,29.58,-16.17,35.4,,,,,,18955,Velodrome,Orphans
415,58,46,1,2,5,2,2,,Home,91,event_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,23.91,38.88,53.83,17.92,,,,,,18955,Velodrome,Orphans
415,58,46,1,2,5,2,2,,Home,24,event_team_player_3,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,27.39,-17.64,58.7,-17.12,,,,,,18955,Velodrome,Orphans
415,58,46,1,2,5,2,2,,Home,4,opp_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,34.43,37.05,54.78,20.71,,,,,,18955,Velodrome,Orphans
415,58,46,1,2,5,2,2,,Home,10,opp_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,25.39,-11.21,66.61,5.32,,,,,,18955,Velodrome,Orphans
416,58,46,1,2,2,,,,Home,91,event_team_player_1,Shot,Shot_Blocked,Shot-Wrist,,,52.7,17.75,55.3,16.36,,,,,,18955,Velodrome,Orphans
416,58,46,1,2,2,,,,Home,4,opp_team_player_1,Shot,Shot_Blocked,Shot-Wrist,,,55.65,16.97,,,,,,,,18955,Velodrome,Orphans
418,58,,1,1,59,,,,Away,4,event_team_player_1,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,,43.91,9.49,,,,,,,,18955,Velodrome,Orphans
419,59,,1,1,59,1,58,,Home,42,event_team_player_1,Possession,,,,,42.78,5.23,68.52,-6.95,,,,,,18955,Velodrome,Orphans
419,59,,1,1,59,1,58,,Home,10,opp_team_player_1,Possession,,,,,53.91,3.05,64.87,-3.12,,,,,,18955,Velodrome,Orphans
420,59,,1,1,58,,,,Home,42,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,69.48,-7.29,85.48,-2.42,,,,,,18955,Velodrome,Orphans
420,59,,1,1,58,,,,Home,1,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,85.22,-2.08,,,,,,,,18955,Velodrome,Orphans
423,60,,1,1,35,,,,Away,14,event_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,68.43,-21.73,76.52,-39.82,,,,,,18955,Velodrome,Orphans
423,60,,1,1,35,,,,Away,7,event_team_player_2,Faceoff,Faceoff_AfterStoppage,,,,77.65,-40.77,,,,,,,,18955,Velodrome,Orphans
423,60,,1,1,35,,,,Away,42,opp_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,68.26,-22.08,,,,,,,,18955,Velodrome,Orphans
424,60,,1,1,35,,,,Away,7,event_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,78.26,-37.82,88.96,-20.25,,,,,,18955,Velodrome,Orphans
424,60,,1,1,35,,,,Away,10,event_team_player_2,Pass,Pass_Completed,Pass-Forehand,,,88.87,-20.34,,,,,,,,18955,Velodrome,Orphans
425,60,,1,1,34,,,,Away,10,event_team_player_1,Pass,Pass_Missed,Pass-Forehand,,,89.3,-21.12,85.48,-37.12,,,,,,18955,Velodrome,Orphans
425,60,,1,1,34,,,,Away,7,event_team_player_2,Pass,Pass_Missed,Pass-Forehand,,,83.91,-37.82,,,,,,,,18955,Velodrome,Orphans
425,60,,1,1,34,,,,Away,24,opp_team_player_1,Pass,Pass_Missed,Pass-Forehand,,,84.78,-27.99,,,,,,,,18955,Velodrome,Orphans
426,60,,1,1,30,,,,Away,7,event_team_player_1,Pass,Pass_Completed,Pass-Rim/Wrap,,,98.26,-20.51,91.04,30.71,,,,,,18955,Velodrome,Orphans
426,60,,1,1,30,,,,Away,4,event_team_player_2,Pass,Pass_Completed,Pass-Rim/Wrap,,,90.09,31.49,,,,,,,,18955,Velodrome,Orphans
426,60,,1,1,30,,,,Away,24,opp_team_player_1,Pass,Pass_Completed,Pass-Rim/Wrap,,,92.87,-20.08,,,,,,,,18955,Velodrome,Orphans
427,60,47,1,1,27,,,,Away,4,event_team_player_1,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,,67.48,40.01,,,,,,,,18955,Velodrome,Orphans
427,60,47,1,1,27,,,,Away,91,opp_team_player_1,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,,65.13,40.01,,,,,,,,18955,Velodrome,Orphans
428,60,47,1,1,27,,,,Home,91,event_team_player_1,Shot,Shot_OnNetGoal,Shot-Wrist,,,68.61,21.66,89.83,0.27,,,,,,18955,Velodrome,Orphans
428,60,47,1,1,27,,,,Home,24,event_team_player_2,Shot,Shot_OnNetGoal,Shot-Wrist,,,82.26,-3.21,,,,,,,,18955,Velodrome,Orphans
428,60,47,1,1,27,,,,Home,10,opp_team_player_1,Shot,Shot_OnNetGoal,Shot-Wrist,,,82,0.88,,,,,,,,18955,Velodrome,Orphans
431,61,,1,1,2,,,,Away,14,event_team_player_1,Faceoff,Faceoff_AfterGoal,,,,0.52,0.1,-4.87,0.18,,,,,,18955,Velodrome,Orphans
431,61,,1,1,2,,,,Away,70,opp_team_player_1,Faceoff,Faceoff_AfterGoal,,,,-2.17,-0.34,,,,,,,,18955,Velodrome,Orphans
432,61,,1,1,2,1,,,Away,14,event_team_player_1,Possession,,,,,-1.74,0.45,-23.74,10.27,,,,,,18955,Velodrome,Orphans
433,61,48,1,1,,,59,,Away,14,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,-24.17,9.4,-44.87,5.23,,,,,,18955,Velodrome,Orphans
