event_index,sequence_index,play_index,Period,event_start_min,event_start_sec,event_end_min,event_end_sec,link_prev_play,Team,Player,player_role,Type,event_detail,event_detail_2,offensive_play,defensive_play,X,Y,X2,Y2,X3,Y3,distance,PlayerNumberEdit,TeamEdit,game_id,home_team,away_team
267,41,29,1,7,59,,,,Away,39,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Backhand,,,-84.87,0.62,,,,,,,,18955,Velodrome,Orphans
269,41,,1,7,59,,,,Home,39,event_team_player_1,Rebound,Rebound_FlurryGenerated,,,,-85.04,-0.16,-88.43,-5.47,,,,,,18955,Velodrome,Orphans
270,41,,1,7,58,,,,Away,9,event_team_player_1,Shot,Shot_Missed,Shot-Backhand,,,-82.96,-5.21,-90.7,-4.77,,,,,,18955,Velodrome,Orphans
271,41,,1,7,55,7,49,,Away,9,event_team_player_1,Possession,,,,,-93.65,-6.6,-75.13,40.53,,,,,,18955,Velodrome,Orphans
272,41,,1,7,49,,,,Away,9,event_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,-74.61,40.79,-27.04,37.84,,,,,,18955,Velodrome,Orphans
274,41,,1,7,47,,,,Away,4,event_team_player_1,Pass,Pass_Intercepted,Pass-Bank,,,-28.26,22.01,-55.48,39.92,,,,,,18955,Velodrome,Orphans
274,41,,1,7,47,,,,Away,9,event_team_player_2,Pass,Pass_Intercepted,Pass-Bank,,,-66,39.4,,,,,,,,18955,Velodrome,Orphans
274,41,,1,7,47,,,,Away,87,opp_team_player_1,Pass,Pass_Intercepted,Pass-Bank,,,-61.74,33.4,-55.22,39.58,,,,,,18955,Velodrome,Orphans
276,42,,1,7,47,7,44,,Home,87,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,-55.3,39.32,-24.78,40.27,,,,,,18955,Velodrome,Orphans
276,42,,1,7,47,7,44,,Home,61,event_team_player_2,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,-57.57,2.71,-24.78,4.71,,,,,,18955,Velodrome,Orphans
276,42,,1,7,47,7,44,,Home,4,opp_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,-28,22.1,-7.3,18.62,,,,,,18955,Velodrome,Orphans
276,42,,1,7,47,7,44,,Home,10,opp_team_player_2,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,-46.17,-28.08,-24.78,-21.21,,,,,,18955,Velodrome,Orphans
277,42,,1,7,44,7,42,,Home,87,event_team_player_1,Possession,,,,,-24.43,39.92,24.87,36.97,,,,,,18955,Velodrome,Orphans
277,42,,1,7,44,7,42,,Home,4,opp_team_player_1,Possession,,,,,-7.3,18.79,33.04,29.4,,,,,,18955,Velodrome,Orphans
277,42,,1,7,44,7,42,,Home,10,opp_team_player_2,Possession,,,,,-24.35,-21.21,29.13,-5.73,,,,,,18955,Velodrome,Orphans
277,42,,1,7,44,7,42,,Home,61,event_team_player_2,Possession,,,,,-25.13,4.97,13.91,4.01,,,,,,18955,Velodrome,Orphans
278,42,30,1,7,42,7,41,,Home,87,event_team_player_1,Zone_Entry_Exit,,,,,25.65,36.62,46.52,28.36,,,,,,18955,Velodrome,Orphans
278,42,30,1,7,42,7,41,,Home,61,event_team_player_2,Zone_Entry_Exit,,,,,14.09,3.92,25.57,4.36,,,,,,18955,Velodrome,Orphans
278,42,30,1,7,42,7,41,,Home,10,opp_team_player_1,Zone_Entry_Exit,,,,,29.48,-5.55,51.91,1.23,,,,,,18955,Velodrome,Orphans
279,42,30,1,7,41,7,39,,Home,87,event_team_player_1,Possession,,,,,46.7,28.1,51.91,13.23,,,,,,18955,Velodrome,Orphans
279,42,30,1,7,41,7,39,,Home,61,event_team_player_2,Possession,,,,,26.52,4.01,50.17,3.84,,,,,,18955,Velodrome,Orphans
279,42,30,1,7,41,7,39,,Home,4,opp_team_player_1,Possession,,,,,52.61,21.66,57.57,12.1,,,,,,18955,Velodrome,Orphans
279,42,30,1,7,41,7,39,,Home,10,opp_team_player_2,Possession,,,,,52.17,1.32,61.13,2.88,,,,,,18955,Velodrome,Orphans
280,42,,1,7,39,,,,Home,87,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,52.43,12.27,85.22,0.01,,,,,,18955,Velodrome,Orphans
280,42,,1,7,39,,,,Home,1,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,85.3,0.18,,,,,,,,18955,Velodrome,Orphans
280,42,,1,7,39,,,,Home,4,opp_team_player_2,Shot,Shot_OnNetSaved,Shot-Wrist,,,58.78,11.4,,,,,,,,18955,Velodrome,Orphans
280,42,,1,7,39,,,,Home,10,opp_team_player_3,Shot,Shot_OnNetSaved,Shot-Wrist,,,61.22,3.32,,,,,,,,18955,Velodrome,Orphans
283,43,,1,7,15,,,,Home,42,event_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,69.22,21.75,29.3,38.36,,,,,,18955,Velodrome,Orphans
283,43,,1,7,15,,,,Home,93,event_team_player_2,Faceoff,Faceoff_AfterStoppage,,,,29.22,38.01,,,,,,,,18955,Velodrome,Orphans
283,43,,1,7,15,,,,Home,11,opp_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,69.3,22.01,,,,,,,,18955,Velodrome,Orphans
284,43,,1,7,12,,,,Home,93,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,29.39,37.92,85.83,3.32,,,,,,18955,Velodrome,Orphans
284,43,,1,7,12,,,,Home,42,event_team_player_2,Shot,Shot_OnNetSaved,Shot-Wrist,,,74.43,7.84,,,,,,,,18955,Velodrome,Orphans
284,43,,1,7,12,,,,Home,1,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,85.48,2.71,,,,,,,,18955,Velodrome,Orphans
284,43,,1,7,12,,,,Home,5,opp_team_player_2,Shot,Shot_OnNetSaved,Shot-Wrist,,,43.91,34.45,,,,,,,,18955,Velodrome,Orphans
284,43,,1,7,12,,,,Home,11,opp_team_player_3,Shot,Shot_OnNetSaved,Shot-Wrist,,,56.7,24.1,,,,,,,,18955,Velodrome,Orphans
284,43,,1,7,12,,,,Home,10,opp_team_player_4,Shot,Shot_OnNetSaved,Shot-Wrist,,,76.52,4.79,,,,,,,,18955,Velodrome,Orphans
285,43,,1,7,12,,,,Away,1,event_team_player_1,Save,Save_Rebound,Save-RightPad,,,84.96,3.14,92.87,22.79,,,,,,18955,Velodrome,Orphans
287,44,,1,7,10,,,,Away,4,event_team_player_1,Pass,Pass_Missed,Pass-Rim/Wrap,,,94.17,25.66,43.91,41.05,,,,,,18955,Velodrome,Orphans
289,44,,1,7,7,,,,Home,93,event_team_player_1,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,,,29.91,38.79,,,,,,,,18955,Velodrome,Orphans
289,44,,1,7,7,,,,Home,5,opp_team_player_1,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,,,36.26,38.1,,,,,,,,18955,Velodrome,Orphans
290,44,,1,7,7,,,,Home,93,event_team_player_1,Pass,Pass_Missed,Pass-Bank,,,29.74,39.05,44.26,40.1,,,,,,18955,Velodrome,Orphans
290,44,,1,7,7,,,,Home,11,opp_team_player_1,Pass,Pass_Missed,Pass-Bank,,,52.26,40.01,45.22,39.84,,,,,,18955,Velodrome,Orphans
290,44,,1,7,7,,,,Home,5,opp_team_player_2,Pass,Pass_Missed,Pass-Bank,,,36.87,38.45,32,40.71,,,,,,18955,Velodrome,Orphans
292,44,,1,7,6,,,,Away,11,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,45.22,39.32,24.52,15.84,,,,,,18955,Velodrome,Orphans
292,44,,1,7,6,,,,Away,9,event_team_player_2,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,51.13,19.84,25.48,16.27,,,,,,18955,Velodrome,Orphans
292,44,,1,7,6,,,,Away,93,opp_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,,31.48,39.05,23.65,30.01,,,,,,18955,Velodrome,Orphans
294,44,,1,7,6,7,2,,Away,9,event_team_player_1,Possession,,,,,25.83,5.14,-24.43,-3.38,,,,,,18955,Velodrome,Orphans
294,44,,1,7,6,7,2,,Away,93,opp_team_player_1,Possession,,,,,23.57,27.58,-17.91,5.58,,,,,,18955,Velodrome,Orphans
295,44,31,1,7,2,7,,,Away,9,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,Deke,BeatDeke,-24.61,-3.12,-71.91,-0.51,,,,,,18955,Velodrome,Orphans
295,44,31,1,7,2,7,,,Away,5,event_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,Deke,BeatDeke,-22.09,27.23,-54,17.49,,,,,,18955,Velodrome,Orphans
295,44,31,1,7,2,7,,,Away,11,event_team_player_3,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,Deke,BeatDeke,-10.17,-7.47,-52.96,-8.34,,,,,,18955,Velodrome,Orphans
295,44,31,1,7,2,7,,,Away,93,opp_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,Deke,BeatDeke,-18.96,5.32,-71.65,4.01,,,,,,18955,Velodrome,Orphans
296,44,31,1,7,,,,,Away,9,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Backhand,Deke,,-75.22,1.92,-85.3,0.45,,,,,,18955,Velodrome,Orphans
296,44,31,1,7,,,,,Away,39,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Backhand,Deke,,-85.22,1.4,,,,,,,,18955,Velodrome,Orphans
298,44,,1,7,,,,,Home,39,event_team_player_1,Rebound,Rebound_FlurryGenerated,,,,-85.13,1.84,-79.83,2.71,,,,,,18955,Velodrome,Orphans
299,44,,1,6,59,,,,Away,5,event_team_player_1,Shot,Shot_Missed,Shot-Bat,,,-80,2.01,-90.96,5.4,,,,,,18955,Velodrome,Orphans
299,44,,1,6,59,,,,Away,11,event_team_player_2,Shot,Shot_Missed,Shot-Bat,,,-74.61,-4.86,-79.04,-1.99,,,,,,18955,Velodrome,Orphans
299,44,,1,6,59,,,,Away,42,opp_team_player_1,Shot,Shot_Missed,Shot-Bat,,,-80.26,3.14,,,,,,,,18955,Velodrome,Orphans
299,44,,1,6,59,,,,Away,93,opp_team_player_2,Shot,Shot_Missed,Shot-Bat,,,-84.96,6.01,,,,,,,,18955,Velodrome,Orphans
299,44,,1,6,59,,,,Away,9,opp_team_player_3,Shot,Shot_Missed,Shot-Bat,,,-82.17,-2.42,,,,,,,,18955,Velodrome,Orphans
300,45,32,1,6,58,,,,Home,93,event_team_player_1,Pass,Pass_Completed,Pass-Rim/Wrap,,,-99.48,-1.73,-77.04,-41.12,,,,,,18955,Velodrome,Orphans
300,45,32,1,6,58,,,,Home,61,event_team_player_2,Pass,Pass_Completed,Pass-Rim/Wrap,,,-56.87,-35.9,-75.48,-40.77,,,,,,18955,Velodrome,Orphans
300,45,32,1,6,58,,,,Home,10,opp_team_player_1,Pass,Pass_Completed,Pass-Rim/Wrap,,,-27.57,-37.99,-41.3,-41.12,,,,,,18955,Velodrome,Orphans
301,45,32,1,6,55,6,49,,Home,61,event_team_player_1,Possession,,,,,-75.91,-40.42,-36.87,-32.34,,,,,,18955,Velodrome,Orphans
301,45,32,1,6,55,6,49,,Home,11,opp_team_player_1,Possession,,,,,-68.78,-17.82,-50,-25.99,,,,,,18955,Velodrome,Orphans
302,45,32,1,6,49,,,,Home,61,event_team_player_1,Pass,Pass_Completed,Pass-Stretch,,,-36.87,-31.29,-22.87,10.97,,,,,,18955,Velodrome,Orphans
302,45,32,1,6,49,,,,Home,42,event_team_player_2,Pass,Pass_Completed,Pass-Stretch,,,-34.61,10.1,-23.39,11.66,,,,,,18955,Velodrome,Orphans
302,45,32,1,6,49,,,,Home,5,opp_team_player_1,Pass,Pass_Completed,Pass-Stretch,,,-28.09,-9.47,,,,,,,,18955,Velodrome,Orphans
304,45,32,1,6,45,,,,Home,42,event_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,-0.7,38.27,14.87,15.58,,,,,,18955,Velodrome,Orphans
304,45,32,1,6,45,,,,Home,61,event_team_player_2,Pass,Pass_Completed,Pass-Forehand,,,3.91,-10.16,15.13,15.4,,,,,,18955,Velodrome,Orphans
305,45,33,1,6,44,,,,Home,61,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,15.83,16.01,26.35,22.45,,,,,,18955,Velodrome,Orphans
305,45,33,1,6,44,,,,Home,55,event_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,24.61,9.23,26,21.92,,,,,,18955,Velodrome,Orphans
305,45,33,1,6,44,,,,Home,5,opp_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,23.74,40.45,28.87,27.49,,,,,,18955,Velodrome,Orphans
305,45,33,1,6,44,,,,Home,4,opp_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,48.35,31.14,53.57,22.01,,,,,,18955,Velodrome,Orphans
305,45,33,1,6,44,,,,Home,10,opp_team_player_3,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,,,54.09,-4.95,65.13,2.1,,,,,,18955,Velodrome,Orphans
306,45,33,1,6,43,,,,Home,61,event_team_player_1,Pass,Pass_Missed,Pass-Backhand,,,27.65,23.58,26.26,20.18,,,,,,18955,Velodrome,Orphans
306,45,33,1,6,43,,,,Home,55,event_team_player_2,Pass,Pass_Missed,Pass-Backhand,,,25.57,22.1,,,,,,,,18955,Velodrome,Orphans
307,45,33,1,6,41,,,,Home,55,event_team_player_1,Shot,Shot_Blocked,Shot-Wrist,,,26.09,21.92,34.17,16.27,,,,,,18955,Velodrome,Orphans
307,45,33,1,6,41,,,,Home,5,opp_team_player_1,Shot,Shot_Blocked,Shot-Wrist,,,35.13,15.58,34.87,16.18,,,,,,18955,Velodrome,Orphans
308,45,33,1,6,40,6,38,,Home,55,event_team_player_1,Possession,,,,,34.26,16.45,43.57,14.71,,,,,,18955,Velodrome,Orphans
308,45,33,1,6,40,6,38,,Home,5,opp_team_player_1,Possession,,,,,34.52,14.53,43.48,11.75,,,,,,18955,Velodrome,Orphans
309,45,33,1,6,38,,,,Home,55,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,44,14.71,87.74,-2.34,,,,,,18955,Velodrome,Orphans
309,45,33,1,6,38,,,,Home,1,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,84.78,1.58,87.91,-1.99,,,,,,18955,Velodrome,Orphans
309,45,33,1,6,38,,,,Home,4,opp_team_player_2,Shot,Shot_OnNetSaved,Shot-Wrist,,,57.3,11.32,,,,,,,,18955,Velodrome,Orphans
309,45,33,1,6,38,,,,Home,10,opp_team_player_3,Shot,Shot_OnNetSaved,Shot-Wrist,,,73.91,2.88,,,,,,,,18955,Velodrome,Orphans
312,46,,1,6,12,,,,Home,70,event_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,69.57,22.01,30.87,37.92,,,,,,18955,Velodrome,Orphans
312,46,,1,6,12,,,,Home,9,event_team_player_2,Faceoff,Faceoff_AfterStoppage,,,,30.52,38.71,,,,,,,,18955,Velodrome,Orphans
312,46,,1,6,12,,,,Home,14,opp_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,70.09,22.79,,,,,,,,18955,Velodrome,Orphans
313,46,,1,6,12,,,,Home,9,event_team_player_1,Shot,Shot_Deflected,Shot-Wrist,,,30.7,38.1,78.17,2.01,,,,,,18955,Velodrome,Orphans
313,46,,1,6,12,,,,Home,10,opp_team_player_1,Shot,Shot_Deflected,Shot-Wrist,,,78.43,2.53,,,,,,,,18955,Velodrome,Orphans
315,46,34,1,6,7,6,3,,Away,7,event_team_player_1,Possession,,,,,90.26,-13.03,89.22,20.01,,,,,,18955,Velodrome,Orphans
316,46,34,1,6,3,,,,Away,7,event_team_player_1,Pass,Pass_Completed,Pass-Stretch,,,89.57,20.1,26.09,5.14,,,,,,18955,Velodrome,Orphans
318,46,34,1,6,3,6,,,Away,14,event_team_player_1,Possession,,,,,25.57,4.45,-24.09,34.97,,,,,,18955,Velodrome,Orphans
319,46,35,1,6,,5,57,,Away,14,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,DriveWide,,-25.48,37.66,-72.7,28.01,,,,,,18955,Velodrome,Orphans
319,46,35,1,6,,5,57,,Away,16,event_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,DriveWide,,-19.04,30.88,-44.17,19.14,,,,,,18955,Velodrome,Orphans
319,46,35,1,6,,5,57,,Away,70,opp_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,DriveWide,,-24.96,21.32,-64.26,16.27,,,,,,18955,Velodrome,Orphans
319,46,35,1,6,,5,57,,Away,9,opp_team_player_2,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,DriveWide,,-36.26,31.4,-70.17,26.88,,,,,,18955,Velodrome,Orphans
319,46,35,1,6,,5,57,,Away,93,opp_team_player_3,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Rush,DriveWide,,-29.48,-2.86,-65.39,5.66,,,,,,18955,Velodrome,Orphans
320,46,35,1,5,57,5,53,,Away,14,event_team_player_1,Possession,,,,,-73.65,27.4,-98.52,5.14,-76.7,-41.12,,,,18955,Velodrome,Orphans
320,46,35,1,5,57,5,53,,Away,70,opp_team_player_1,Possession,,,,,-68,12.97,-81.3,4.79,,,,,,18955,Velodrome,Orphans
320,46,35,1,5,57,5,53,,Away,9,opp_team_player_2,Possession,,,,,-70.43,26.88,-94.26,5.58,-79.22,-36.25,,,,18955,Velodrome,Orphans
320,46,35,1,5,57,5,53,,Away,93,opp_team_player_3,Possession,,,,,-63.65,5.49,-82.61,-8.25,,,,,,18955,Velodrome,Orphans
321,46,35,1,5,53,,,,Away,14,event_team_player_1,Pass,Pass_Missed,Pass-Rim/Wrap,,,-76.43,-40.42,-98.87,5.4,-67.39,40.27,,,,18955,Velodrome,Orphans
321,46,35,1,5,53,,,,Away,4,event_team_player_2,Pass,Pass_Missed,Pass-Rim/Wrap,,,-26.78,37.32,-57.65,40.1,,,,,,18955,Velodrome,Orphans
321,46,35,1,5,53,,,,Away,70,opp_team_player_1,Pass,Pass_Missed,Pass-Rim/Wrap,,,-78.78,22.36,-68.43,33.14,,,,,,18955,Velodrome,Orphans
322,47,,1,5,48,,,,Home,70,event_team_player_1,Pass,Pass_Completed,Pass-Backhand,,,-68.87,33.49,-61.57,41.14,,,,,,18955,Velodrome,Orphans
322,47,,1,5,48,,,,Home,75,event_team_player_2,Pass,Pass_Completed,Pass-Backhand,,,-61.48,40.79,,,,,,,,18955,Velodrome,Orphans
323,47,,1,5,46,5,44,,Home,75,event_team_player_1,Possession,,,,,-62.35,40.71,-56.43,40.53,,,,,,18955,Velodrome,Orphans
324,47,,1,5,44,,,,Away,14,event_team_player_1,Turnover,Turnover_Takeaway,Takeaway-BattleWon,,,-54.35,40.45,,,,,,,,18955,Velodrome,Orphans
324,47,,1,5,44,,,,Away,75,event_team_player_2,Turnover,Turnover_Takeaway,Takeaway-BattleWon,,,-54.17,39.49,,,,,,,,18955,Velodrome,Orphans
325,47,,1,5,39,,,,Away,4,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,-57.13,39.66,-86,2.53,,,,,,18955,Velodrome,Orphans
325,47,,1,5,39,,,,Away,39,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,-86.35,2.1,,,,,,,,18955,Velodrome,Orphans
325,47,,1,5,39,,,,Away,75,opp_team_player_2,Shot,Shot_OnNetSaved,Shot-Wrist,,,-59.65,40.27,,,,,,,,18955,Velodrome,Orphans
325,47,,1,5,39,,,,Away,93,opp_team_player_3,Shot,Shot_OnNetSaved,Shot-Wrist,,,-83.65,6.53,,,,,,,,18955,Velodrome,Orphans
328,48,,1,5,14,,,,Home,70,event_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,-68.78,21.14,-74.35,4.01,,,,,,18955,Velodrome,Orphans
328,48,,1,5,14,,,,Home,14,event_team_player_2,Faceoff,Faceoff_AfterStoppage,,,,-74.26,3.14,,,,,,,,18955,Velodrome,Orphans
328,48,,1,5,14,,,,Home,15,opp_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,-68.17,21.75,,,,,,,,18955,Velodrome,Orphans
329,48,36,1,5,12,5,9,,Home,70,event_team_player_1,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,,-51.65,3.49,-24.7,-7.73,,,,,,18955,Velodrome,Orphans
330,48,36,1,5,9,5,7,,Home,70,event_team_player_1,Possession,,,,,-24.35,-8.08,25.13,15.05,66.43,24.1,,,,18955,Velodrome,Orphans
330,48,36,1,5,9,5,7,,Home,6,opp_team_player_1,Possession,,,,,25.83,4.79,62.87,20.62,,,,,,18955,Velodrome,Orphans
330,48,36,1,5,9,5,7,,Home,12,opp_team_player_2,Possession,,,,,35.04,14.27,66.96,20.18,,,,,,18955,Velodrome,Orphans
330,48,36,1,5,9,5,7,,Home,13,opp_team_player_3,Possession,,,,,43.3,2.27,69.22,-0.77,,,,,,18955,Velodrome,Orphans
332,48,37,1,5,5,,,,Home,70,event_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,69.22,22.27,86.17,4.01,,,,,,18955,Velodrome,Orphans
332,48,37,1,5,5,,,,Home,1,opp_team_player_1,Shot,Shot_OnNetSaved,Shot-Wrist,,,86.96,4.01,,,,,,,,18955,Velodrome,Orphans
332,48,37,1,5,5,,,,Home,6,opp_team_player_2,Shot,Shot_OnNetSaved,Shot-Wrist,,,62.87,21.23,,,,,,,,18955,Velodrome,Orphans
332,48,37,1,5,5,,,,Home,12,opp_team_player_3,Shot,Shot_OnNetSaved,Shot-Wrist,,,67.22,18.79,,,,,,,,18955,Velodrome,Orphans
332,48,37,1,5,5,,,,Home,13,opp_team_player_4,Shot,Shot_OnNetSaved,Shot-Wrist,,,71.3,0.01,,,,,,,,18955,Velodrome,Orphans
334,48,,1,5,4,,,,Away,1,event_team_player_1,Rebound,Rebound_TeamRecovered,,,,85.65,3.66,84.09,8.97,,,,,,18955,Velodrome,Orphans
334,48,,1,5,4,,,,Away,12,event_team_player_2,Rebound,Rebound_TeamRecovered,,,,72.52,14.36,83.91,9.4,,,,,,18955,Velodrome,Orphans
335,49,,1,5,3,,,,Away,12,event_team_player_1,Pass,Pass_Completed,Pass-Backhand,,,83.83,10.18,66.78,40.62,,,,,,18955,Velodrome,Orphans
335,49,,1,5,3,,,,Away,6,event_team_player_2,Pass,Pass_Completed,Pass-Backhand,,,66.26,40.53,,,,,,,,18955,Velodrome,Orphans
336,49,,1,5,1,,,,Away,6,event_team_player_1,Pass,Pass_Missed,Pass-Forehand,,,66.7,40.53,40.26,40.88,,,,,,18955,Velodrome,Orphans
336,49,,1,5,1,,,,Away,15,event_team_player_2,Pass,Pass_Missed,Pass-Forehand,,,33.22,18.62,25.3,39.49,,,,,,18955,Velodrome,Orphans
336,49,,1,5,1,,,,Away,14,opp_team_player_1,Pass,Pass_Missed,Pass-Forehand,,,44.17,39.92,,,,,,,,18955,Velodrome,Orphans
338,49,38,1,5,,,,,Home,22,event_team_player_1,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,,,29.91,37.92,,,,,,,,18955,Velodrome,Orphans
338,49,38,1,5,,,,,Home,15,opp_team_player_1,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,,,25.74,39.4,,,,,,,,18955,Velodrome,Orphans
339,49,38,1,4,59,,,,Home,22,event_team_player_1,Shot,Shot_OnNetGoal,Shot-Wrist,,,31.48,36.88,87.57,1.84,,,,,,18955,Velodrome,Orphans
339,49,38,1,4,59,,,,Home,1,opp_team_player_1,Shot,Shot_OnNetGoal,Shot-Wrist,,,86.96,1.75,84.96,2.1,,,,,,18955,Velodrome,Orphans
339,49,38,1,4,59,,,,Home,6,opp_team_player_2,Shot,Shot_OnNetGoal,Shot-Wrist,,,44.17,33.4,,,,,,,,18955,Velodrome,Orphans
339,49,38,1,4,59,,,,Home,12,opp_team_player_3,Shot,Shot_OnNetGoal,Shot-Wrist,,,73.65,14.01,,,,,,,,18955,Velodrome,Orphans
342,50,,1,4,34,,,,Home,70,event_team_player_1,Faceoff,Faceoff_AfterGoal,,,,0.26,0.36,-23.91,-12.51,,,,,,18955,Velodrome,Orphans
342,50,,1,4,34,,,,Home,87,event_team_player_2,Faceoff,Faceoff_AfterGoal,,,,-24.17,-12.6,,,,,,,,18955,Velodrome,Orphans
342,50,,1,4,34,,,,Home,15,opp_team_player_1,Faceoff,Faceoff_AfterGoal,,,,0.35,0.18,,,,,,,,18955,Velodrome,Orphans
343,50,,1,4,33,4,31,,Home,87,event_team_player_1,Possession,,,,,-24.35,-12.86,-34.35,-21.38,,,,,,18955,Velodrome,Orphans
344,50,,1,4,31,,,,Home,87,event_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,-34,-20.86,2.78,-4.77,,,,,,18955,Velodrome,Orphans
344,50,,1,4,31,,,,Home,70,event_team_player_2,Pass,Pass_Completed,Pass-Forehand,,,2.96,-4.25,,,,,,,,18955,Velodrome,Orphans
344,50,,1,4,31,,,,Home,15,opp_team_player_1,Pass,Pass_Completed,Pass-Forehand,,,-16.61,-11.82,,,,,,,,18955,Velodrome,Orphans
345,50,,1,4,31,,,,Home,70,event_team_player_1,Pass,Pass_Missed,Pass-Other,,,3.04,-4.34,23.3,-23.47,,,,,,18955,Velodrome,Orphans
345,50,,1,4,31,,,,Home,14,event_team_player_2,Pass,Pass_Missed,Pass-Other,,,11.22,-32.08,21.22,-26.77,,,,,,18955,Velodrome,Orphans
346,50,,1,4,30,,,,Home,70,event_team_player_1,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Other,,,23.74,-23.29,67.74,-40.86,,,,,,18955,Velodrome,Orphans
348,50,,1,4,28,4,26,,Away,13,event_team_player_1,Possession,,,,,68.7,-39.03,82.96,-27.64,,,,,,18955,Velodrome,Orphans
349,50,,1,4,21,,,,Away,13,event_team_player_1,Stoppage,Stoppage_Play,Stoppage-Icing,,,83.48,-27.82,-91.65,28.71,,,,,,18955,Velodrome,Orphans
350,51,,1,3,58,,,,Home,70,event_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,68.78,-21.64,63.39,-38.34,,,,,,18955,Velodrome,Orphans
350,51,,1,3,58,,,,Home,14,event_team_player_2,Faceoff,Faceoff_AfterStoppage,,,,62.7,-39.12,,,,,,,,18955,Velodrome,Orphans
350,51,,1,3,58,,,,Home,15,opp_team_player_1,Faceoff,Faceoff_AfterStoppage,,,,69.22,-21.73,,,,,,,,18955,Velodrome,Orphans
351,51,,1,3,57,,,,Away,3,event_team_player_1,Turnover,Turnover_Takeaway,Takeaway-BattleWon,,,66.09,-38.68,,,,,,,,18955,Velodrome,Orphans
351,51,,1,3,57,,,,Away,14,opp_team_player_1,Turnover,Turnover_Takeaway,Takeaway-BattleWon,,,65.57,-39.55,,,,,,,,18955,Velodrome,Orphans
352,51,39,1,3,57,,,,Home,87,event_team_player_1,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,,,45.83,-41.03,,,,,,,,18955,Velodrome,Orphans
352,51,39,1,3,57,,,,Home,3,opp_team_player_1,Turnover,Turnover_Takeaway,Takeaway-PokeCheck,,,47.65,-40.25,,,,,,,,18955,Velodrome,Orphans
353,51,39,1,3,57,,,,Home,87,event_team_player_1,Zone_Entry_Exit,Zone_Keepin,Zone-Pinch,,,46.09,-39.03,,,,,,,,18955,Velodrome,Orphans
354,51,39,1,3,57,3,53,,Home,87,event_team_player_1,Possession,,,,,49.13,-37.82,66.7,-22.16,,,,,,18955,Velodrome,Orphans
